Species,Area,Units,Country,2014,2013,2012,2011,2010,2009,2008,2007,2006,,,,,,,,,,,,
EMM,27.9,TLW,RU,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,
EOG,27,TLW,RU,4,4,6,10,25,0,0,0,0,,,,,,,,,,,,
EOG,27.1,TLW,RU,4,4,6,10,25,0,0,0,0,,,,,,,,,,,,
EOG,27.1.NK,TLW,RU,4,4,6,10,25,0,0,0,0,,,,,,,,,,,,
FBR,27,TLW,RU,1521,1547,1515,1564,1424,1378,1339,1383,1375,,,,,,,,,,,,
FBR,27.3,TLW,RU,1521,1547,1515,1564,1424,1378,1339,1383,1375,,,,,,,,,,,,
FBR,27.3.D,TLW,RU,1521,1547,1515,1564,1424,1378,1339,1383,1375,,,,,,,,,,,,
FBR,27.3.D.26,TLW,RU,1366,1391,1373,1414,1314,1312,1278,1312,1275,,,,,,,,,,,,
FBR,27.3.D.32,TLW,RU,155,156,142,150,110,66,61,71,100,,,,,,,,,,,,
FBU,27,TLW,RU,19,22,15,17,12,13,19,17,14,,,,,,,,,,,,
FBU,27.3,TLW,RU,19,22,15,17,12,13,19,17,14,,,,,,,,,,,,
FBU,27.3.D,TLW,RU,19,22,15,17,12,13,19,17,14,,,,,,,,,,,,
FBU,27.3.D.26,TLW,RU,15,15,11,14,10,12,18,16,12,,,,,,,,,,,,
FBU,27.3.D.32,TLW,RU,4,7,4,3,2,1,1,1,2,,,,,,,,,,,,
FCC,27,TLW,RU,0,0,0,5,4,18,4,24,16,,,,,,,,,,,,
FCC,27.3,TLW,RU,0,0,0,5,4,18,4,24,16,,,,,,,,,,,,
FCC,27.3.D,TLW,RU,0,0,0,5,4,18,4,24,16,,,,,,,,,,,,
FCC,27.3.D.26,TLW,RU,0,0,0,5,3,17,2,23,16,,,,,,,,,,,,
FCC,27.3.D.32,TLW,RU,0,0,0,0,1,1,2,1,0,,,,,,,,,,,,
FCY,27,TLW,RU,8,6,3,3,2,531,0,500,381,,,,,,,,,,,,
FCY,27.3,TLW,RU,8,5,3,3,2,531,0,500,381,,,,,,,,,,,,
FCY,27.3.D,TLW,RU,8,5,3,3,2,531,0,500,381,,,,,,,,,,,,
FCY,27.3.D.26,TLW,RU,0,0,0,2,0,513,0,475,352,,,,,,,,,,,,
FCY,27.3.D.32,TLW,RU,8,5,3,1,2,18,0,25,29,,,,,,,,,,,,
FCY,27.1,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FCY,27.1.NK,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FID,27,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FID,27.3,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FID,27.3.D,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FID,27.3.D.32,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27,TLW,RU,3,5,0,0,187,12,109,0,176,,,,,,,,,,,,
FIN,27.12,TLW,RU,0,0,0,0,0,0,0,0,32,,,,,,,,,,,,
FIN,27.12.NK,TLW,RU,0,0,0,0,0,0,0,0,32,,,,,,,,,,,,
FIN,27.14,TLW,RU,0,0,0,0,1,0,0,0,124,,,,,,,,,,,,
FIN,27.14.B,TLW,RU,0,0,0,0,0,0,0,0,124,,,,,,,,,,,,
FIN,27.14.B.NK,TLW,RU,0,0,0,0,0,0,0,0,124,,,,,,,,,,,,
FIN,27.14.NK,TLW,RU,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
FIN,27.2,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.2.A,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.2.B,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.3,TLW,RU,3,5,0,0,186,0,101,0,2,,,,,,,,,,,,
FIN,27.3.D,TLW,RU,3,5,0,0,186,0,101,0,2,,,,,,,,,,,,
FIN,27.3.D.26,TLW,RU,3,5,0,0,186,0,101,0,1,,,,,,,,,,,,
FIN,27.3.D.32,TLW,RU,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
FIN,27.4,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.5,TLW,RU,0,0,0,0,0,11,4,0,0,,,,,,,,,,,,
FIN,27.5.B,TLW,RU,0,0,0,0,0,11,4,0,0,,,,,,,,,,,,
FIN,27.5.B.1,TLW,RU,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,
FIN,27.5.B.1.NK,TLW,RU,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,
FIN,27.5.B.NK,TLW,RU,0,0,0,0,0,11,0,0,0,,,,,,,,,,,,
FIN,27.6,TLW,RU,0,0,0,0,0,1,4,0,17,,,,,,,,,,,,
FIN,27.6.A,TLW,RU,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
FIN,27.6.B,TLW,RU,0,0,0,0,0,1,3,0,17,,,,,,,,,,,,
FIN,27.6.B.NK,TLW,RU,0,0,0,0,0,1,3,0,17,,,,,,,,,,,,
FIN,27.9,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.1,TLW,RU,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
FIN,27.1.NK,TLW,RU,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
FLE,27,TLW,RU,1047,1019,1079,1147,7514,983,980,1328,1237,,,,,,,,,,,,
FLE,27.3,TLW,RU,1047,1017,1079,1147,1032,983,980,1328,1237,,,,,,,,,,,,
FLE,27.3.D,TLW,RU,1047,1017,1079,1147,1032,983,980,1328,1237,,,,,,,,,,,,
FLE,27.3.D.26,TLW,RU,1047,1017,1079,1147,1032,983,980,1328,1237,,,,,,,,,,,,
FLE,27.1,TLW,RU,0,2,0,0,6482,0,0,0,0,,,,,,,,,,,,
FLE,27.1.NK,TLW,RU,0,2,0,0,6482,0,0,0,0,,,,,,,,,,,,
FLX,27,TLW,RU,0,14,1,12,0,107,9,75,0,,,,,,,,,,,,
FLX,27.6,TLW,RU,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,
FLX,27.6.B,TLW,RU,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,
FLX,27.6.B.NK,TLW,RU,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,
FLX,27.1,TLW,RU,0,14,1,12,0,107,2,75,0,,,,,,,,,,,,
FLX,27.1.NK,TLW,RU,0,14,1,12,0,107,2,75,0,,,,,,,,,,,,
FOX,27.1,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FOX,27.1.NK,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FOX,27,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FPE,27,TLW,RU,254,336,251,298,338,220,173,168,215,,,,,,,,,,,,
FPE,27.3,TLW,RU,254,336,251,298,338,220,173,168,215,,,,,,,,,,,,
FPE,27.3.D,TLW,RU,254,336,251,298,338,220,173,168,215,,,,,,,,,,,,
FPE,27.3.D.26,TLW,RU,149,186,192,194,193,133,90,70,50,,,,,,,,,,,,
FPE,27.3.D.32,TLW,RU,105,150,59,104,145,87,83,98,165,,,,,,,,,,,,
FPI,27,TLW,RU,19,24,20,34,18,12,16,16,18,,,,,,,,,,,,
FPI,27.3,TLW,RU,19,24,20,34,18,12,16,16,18,,,,,,,,,,,,
FPI,27.3.D,TLW,RU,19,24,20,34,18,12,16,16,18,,,,,,,,,,,,
FPI,27.3.D.26,TLW,RU,9,10,9,24,9,8,13,13,13,,,,,,,,,,,,
FPI,27.3.D.32,TLW,RU,10,14,11,10,9,4,3,3,5,,,,,,,,,,,,
FPP,27,TLW,RU,545,566,511,466,426,456,370,375,409,,,,,,,,,,,,
FPP,27.3,TLW,RU,545,566,511,466,426,456,370,375,409,,,,,,,,,,,,
FPP,27.3.D,TLW,RU,545,566,511,466,426,456,370,375,409,,,,,,,,,,,,
FPP,27.3.D.26,TLW,RU,532,548,493,452,408,440,353,355,362,,,,,,,,,,,,
FPP,27.3.D.32,TLW,RU,13,18,18,14,18,16,17,20,47,,,,,,,,,,,,
FRF,27,TLW,RU,276,163,200,243,0,315,0,213,688,,,,,,,,,,,,
FRF,27.3,TLW,RU,275,163,200,243,0,315,0,213,688,,,,,,,,,,,,
FRF,27.3.D,TLW,RU,275,163,200,243,0,315,0,213,688,,,,,,,,,,,,
FRF,27.3.D.26,TLW,RU,0,163,200,239,0,97,0,63,491,,,,,,,,,,,,
FRF,27.3.D.NK,TLW,RU,275,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRF,27.3.D.32,TLW,RU,0,0,0,4,0,218,0,150,197,,,,,,,,,,,,
FRF,27.1,TLW,RU,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRF,27.1.NK,TLW,RU,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRO,27,TLW,RU,758,744,656,732,765,685,475,518,570,,,,,,,,,,,,
FRO,27.3,TLW,RU,758,744,656,732,765,685,475,518,570,,,,,,,,,,,,
FRO,27.3.D,TLW,RU,758,744,656,732,765,685,475,518,570,,,,,,,,,,,,
FRO,27.3.D.26,TLW,RU,600,534,549,589,582,574,367,405,380,,,,,,,,,,,,
FRO,27.3.D.32,TLW,RU,158,210,107,143,183,111,108,113,190,,,,,,,,,,,,
FSC,27,TLW,RU,355,319,365,401,312,0,372,0,0,,,,,,,,,,,,
FSC,27.3,TLW,RU,355,319,365,401,312,0,372,0,0,,,,,,,,,,,,
FSC,27.3.D,TLW,RU,355,319,365,401,312,0,372,0,0,,,,,,,,,,,,
FSC,27.3.D.26,TLW,RU,347,313,363,397,312,0,371,0,0,,,,,,,,,,,,
FSC,27.3.D.32,TLW,RU,8,6,2,4,0,0,1,0,0,,,,,,,,,,,,
FTE,27,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.D,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FTE,27.3.D.32,TLW,RU,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FUA,27,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FUA,27.1,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FVE,27,TLW,RU,13,13,10,11,11,6,10,11,0,,,,,,,,,,,,
FVE,27.3,TLW,RU,12,12,10,11,11,6,10,11,0,,,,,,,,,,,,
FVE,27.3.D,TLW,RU,12,12,10,11,11,6,10,11,0,,,,,,,,,,,,
FVE,27.3.D.32,TLW,RU,12,12,10,11,11,6,10,11,0,,,,,,,,,,,,
FVE,27.1,TLW,RU,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,
FVE,27.1.NK,TLW,RU,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27,TLW,RU,0,0,0,1,3,15,42,9,5,,,,,,,,,,,,
GFB,27.12,TLW,RU,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,
GFB,27.12.NK,TLW,RU,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,
GFB,27.2,TLW,RU,0,0,0,0,0,4,4,5,3,,,,,,,,,,,,
GFB,27.2.A,TLW,RU,0,0,0,0,0,4,4,5,3,,,,,,,,,,,,
GFB,27.2.A.NK,TLW,RU,0,0,0,0,0,4,4,5,3,,,,,,,,,,,,
GFB,27.2.B,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.5,TLW,RU,0,0,0,0,0,2,11,2,0,,,,,,,,,,,,
GFB,27.5.B,TLW,RU,0,0,0,0,0,2,11,2,0,,,,,,,,,,,,
GFB,27.5.B.1,TLW,RU,0,0,0,0,0,0,11,1,0,,,,,,,,,,,,
GFB,27.5.B.1.NK,TLW,RU,0,0,0,0,0,0,11,1,0,,,,,,,,,,,,
GFB,27.5.B.2,TLW,RU,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
GFB,27.5.B.NK,TLW,RU,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,
GFB,27.6,TLW,RU,0,0,0,0,3,1,27,2,2,,,,,,,,,,,,
GFB,27.6.B,TLW,RU,0,0,0,0,3,1,27,2,2,,,,,,,,,,,,
GFB,27.6.B.NK,TLW,RU,0,0,0,0,3,1,27,2,2,,,,,,,,,,,,
GFB,27.1,TLW,RU,0,0,0,1,0,2,0,0,0,,,,,,,,,,,,
GFB,27.1.NK,TLW,RU,0,0,0,1,0,2,0,0,0,,,,,,,,,,,,
GHL,27,TLW,RU,10648,11679,11209,8148,7959,4097,6093,7185,6607,,,,,,,,,,,,
GHL,27.12,TLW,RU,0,0,0,0,0,0,0,1,46,,,,,,,,,,,,
GHL,27.12.NK,TLW,RU,0,0,0,0,0,0,0,1,46,,,,,,,,,,,,
GHL,27.14,TLW,RU,587,1369,1168,1095,1071,762,763,700,505,,,,,,,,,,,,
GHL,27.14.A,TLW,RU,0,0,0,0,0,0,763,0,0,,,,,,,,,,,,
GHL,27.14.B,TLW,RU,0,0,0,0,0,0,0,700,505,,,,,,,,,,,,
GHL,27.14.B.NK,TLW,RU,0,0,0,0,0,0,0,700,505,,,,,,,,,,,,
GHL,27.14.NK,TLW,RU,587,1369,1168,1095,1071,762,0,0,0,,,,,,,,,,,,
GHL,27.2,TLW,RU,8800,8868,8673,6271,6180,2852,4904,6046,5429,,,,,,,,,,,,
GHL,27.2.A,TLW,RU,4800,4143,3878,3643,4757,1531,1170,489,950,,,,,,,,,,,,
GHL,27.2.A.NK,TLW,RU,4800,4143,3878,3643,4757,1531,1170,489,950,,,,,,,,,,,,
GHL,27.2.B,TLW,RU,4000,4725,4795,2628,1423,1321,3734,5557,4479,,,,,,,,,,,,
GHL,27.2.B.NK,TLW,RU,4000,4725,4795,2628,1423,1321,3734,5557,4479,,,,,,,,,,,,
GHL,27.5,TLW,RU,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,
GHL,27.5.A,TLW,RU,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,
GHL,27.5.A.NK,TLW,RU,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,
GHL,27.6,TLW,RU,0,0,0,0,0,0,32,0,1,,,,,,,,,,,,
GHL,27.6.B,TLW,RU,0,0,0,0,0,0,32,0,1,,,,,,,,,,,,
GHL,27.6.B.NK,TLW,RU,0,0,0,0,0,0,32,0,1,,,,,,,,,,,,
GHL,27.1,TLW,RU,1261,1442,1368,782,708,483,390,438,626,,,,,,,,,,,,
GHL,27.1.NK,TLW,RU,1261,1442,1368,782,708,483,390,438,626,,,,,,,,,,,,
GRO,27,TLW,RU,0,0,0,0,0,0,112,0,0,,,,,,,,,,,,
GRO,27.12,TLW,RU,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,
GRO,27.12.NK,TLW,RU,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,
GRO,27.5,TLW,RU,0,0,0,0,0,0,93,0,0,,,,,,,,,,,,
GRO,27.5.B,TLW,RU,0,0,0,0,0,0,93,0,0,,,,,,,,,,,,
GRO,27.5.B.1,TLW,RU,0,0,0,0,0,0,93,0,0,,,,,,,,,,,,
GRO,27.5.B.1.NK,TLW,RU,0,0,0,0,0,0,93,0,0,,,,,,,,,,,,
GRO,27.6,TLW,RU,0,0,0,0,0,0,11,0,0,,,,,,,,,,,,
GRO,27.6.B,TLW,RU,0,0,0,0,0,0,11,0,0,,,,,,,,,,,,
GRO,27.6.B.1,TLW,RU,0,0,0,0,0,0,11,0,0,,,,,,,,,,,,
GTA,27,TLW,RU,36,38,13,50,102,133,192,175,208,,,,,,,,,,,,
GTA,27.3,TLW,RU,36,38,13,50,102,133,192,175,208,,,,,,,,,,,,
GTA,27.3.D,TLW,RU,36,38,13,50,102,133,192,175,208,,,,,,,,,,,,
GTA,27.3.D.26,TLW,RU,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
GTA,27.3.D.32,TLW,RU,36,38,13,50,102,133,192,174,208,,,,,,,,,,,,
GUG,27,TLW,RU,3,0,92,0,0,0,0,0,138,,,,,,,,,,,,
GUG,27.6,TLW,RU,3,0,92,0,0,0,0,0,138,,,,,,,,,,,,
GUG,27.6.B,TLW,RU,3,0,92,0,0,0,0,0,138,,,,,,,,,,,,
GUG,27.6.B.NK,TLW,RU,3,0,92,0,0,0,0,0,138,,,,,,,,,,,,
GUR,27,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.6,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUR,27.6.B,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27,TLW,RU,79113,85672,143887,139912,111570,85569,70471,67851,55467,,,,,,,,,,,,
HAD,27.14,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2,TLW,RU,52617,56786,98723,99933,70965,43409,25544,22458,21701,,,,,,,,,,,,
HAD,27.2.A,TLW,RU,16119,18746,28069,29260,19730,19537,12754,12585,8074,,,,,,,,,,,,
HAD,27.2.A.NK,TLW,RU,16119,18746,28069,29260,19730,19537,12754,12585,8074,,,,,,,,,,,,
HAD,27.2.B,TLW,RU,36498,38040,70654,70673,51235,23872,12790,9873,13627,,,,,,,,,,,,
HAD,27.2.B.NK,TLW,RU,36498,38040,70654,70673,51235,23872,12790,9873,13627,,,,,,,,,,,,
HAD,27.5,TLW,RU,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,
HAD,27.5.B,TLW,RU,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,
HAD,27.5.B.1,TLW,RU,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,
HAD,27.5.B.1.NK,TLW,RU,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,
HAD,27.6,TLW,RU,388,4,1,0,198,55,1669,1282,2154,,,,,,,,,,,,
HAD,27.6.B,TLW,RU,388,4,1,0,198,55,1669,1282,2154,,,,,,,,,,,,
HAD,27.6.B.NK,TLW,RU,388,4,1,0,198,55,1669,1282,2154,,,,,,,,,,,,
HAD,27.1,TLW,RU,26108,28882,45163,39979,40407,42105,43248,44111,31612,,,,,,,,,,,,
HAD,27.1.NK,TLW,RU,26108,28882,45163,39979,40407,42105,43248,44111,31612,,,,,,,,,,,,
HAL,27,TLW,RU,1,0,0,0,0,2,1,2,0,,,,,,,,,,,,
HAL,27.2,TLW,RU,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.A,TLW,RU,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.A.NK,TLW,RU,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14,TLW,RU,0,0,0,0,0,2,0,1,0,,,,,,,,,,,,
HAL,27.14.B,TLW,RU,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
HAL,27.14.B.NK,TLW,RU,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
HAL,27.14.NK,TLW,RU,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,
HAL,27.5,TLW,RU,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,
HAL,27.5.B,TLW,RU,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,
HAL,27.5.B.1,TLW,RU,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,
HAL,27.5.B.1.NK,TLW,RU,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,
HEP,27,TLW,RU,237,222,432,41,78,0,0,0,0,,,,,,,,,,,,
HEP,27.1,TLW,RU,237,222,432,41,78,0,0,0,0,,,,,,,,,,,,
HEP,27.1.NK,TLW,RU,237,222,432,41,78,0,0,0,0,,,,,,,,,,,,
HER,27,TLW,RU,76226,88626,131692,152916,208651,222283,202161,171527,131112,,,,,,,,,,,,
HER,27.14.NK,TLW,RU,2157,1214,1906,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.14,TLW,RU,2157,1214,1906,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2,TLW,RU,58129,77291,116728,144428,199502,210177,193008,162349,120211,,,,,,,,,,,,
HER,27.2.A,TLW,RU,45109,45210,52574,135053,163472,174978,176375,154058,118188,,,,,,,,,,,,
HER,27.2.A.NK,TLW,RU,45109,45210,52574,135053,163472,174978,176375,154058,118188,,,,,,,,,,,,
HER,27.2.B,TLW,RU,13020,32081,64154,9375,36030,35199,16633,8291,2023,,,,,,,,,,,,
HER,27.2.B.NK,TLW,RU,13020,32081,64154,9375,36030,35199,16633,8291,2023,,,,,,,,,,,,
HER,27.3,TLW,RU,15933,10105,13058,8487,9128,11808,8567,8771,9780,,,,,,,,,,,,
HER,27.3.D,TLW,RU,15933,10105,13058,8487,9128,11808,8567,8771,9780,,,,,,,,,,,,
HER,27.3.D.26,TLW,RU,13456,8840,10813,6001,9128,8111,6095,6092,7717,,,,,,,,,,,,
HER,27.3.D.28,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.3.D.32,TLW,RU,2477,1265,2245,2486,0,3697,2472,2679,2063,,,,,,,,,,,,
HER,27.4,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.5,TLW,RU,6,0,0,1,20,12,84,85,578,,,,,,,,,,,,
HER,27.5.B,TLW,RU,6,0,0,1,20,12,84,85,578,,,,,,,,,,,,
HER,27.5.B.1,TLW,RU,0,0,0,0,0,0,84,85,578,,,,,,,,,,,,
HER,27.5.B.1.NK,TLW,RU,0,0,0,0,0,0,84,85,578,,,,,,,,,,,,
HER,27.5.B.NK,TLW,RU,6,0,0,1,20,12,0,0,0,,,,,,,,,,,,
HER,27.1,TLW,RU,1,16,0,0,1,286,502,322,543,,,,,,,,,,,,
HER,27.1.NK,TLW,RU,1,16,0,0,1,286,502,322,543,,,,,,,,,,,,
HOM,27,TLW,RU,0,0,0,0,0,0,0,25,4,,,,,,,,,,,,
HOM,27.12,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.2,TLW,RU,0,0,0,0,0,0,0,25,0,,,,,,,,,,,,
HOM,27.2.A,TLW,RU,0,0,0,0,0,0,0,25,0,,,,,,,,,,,,
HOM,27.2.A.NK,TLW,RU,0,0,0,0,0,0,0,25,0,,,,,,,,,,,,
HOM,27.2.B,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.4,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5.B,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5.B.1,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.6,TLW,RU,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,
HOM,27.6.B,TLW,RU,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,
HOM,27.6.B.NK,TLW,RU,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,
HOM,27.9,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
JAX,27,TLW,RU,100,41,1251,0,0,0,0,0,0,,,,,,,,,,,,
JAX,27.9,TLW,RU,0,41,1251,0,0,0,0,0,0,,,,,,,,,,,,
JAX,27.9.NK,TLW,RU,0,41,1251,0,0,0,0,0,0,,,,,,,,,,,,
JAX,27.1,TLW,RU,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,
JAX,27.10.NK,TLW,RU,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,
KCD,27,TLW,RU,6011,5559,5215,3710,3939,0,9339,11502,12938,,,,,,,,,,,,
KCD,27.1,TLW,RU,6011,5559,5215,3710,3939,0,9339,11502,12938,,,,,,,,,,,,
KCD,27.1.NK,TLW,RU,6011,5559,5215,3710,3939,0,9339,11502,12938,,,,,,,,,,,,
KIM,27,TLW,RU,0,0,0,0,0,0,0,0,25,,,,,,,,,,,,
KIM,27.1,TLW,RU,0,0,0,0,0,0,0,0,25,,,,,,,,,,,,
KIM,27.1.NK,TLW,RU,0,0,0,0,0,0,0,0,25,,,,,,,,,,,,
LAH,27,TLW,RU,1078,734,1206,1350,0,0,3576,0,0,,,,,,,,,,,,
LAH,27.1,TLW,RU,1078,734,1206,1350,0,0,3576,0,0,,,,,,,,,,,,
LAH,27.1.NK,TLW,RU,1078,734,1206,1350,0,0,3576,0,0,,,,,,,,,,,,
LAR,27,TLW,RU,0,0,0,0,0,35,0,0,0,,,,,,,,,,,,
LAR,27.3,TLW,RU,0,0,0,0,0,35,0,0,0,,,,,,,,,,,,
LAR,27.3.D,TLW,RU,0,0,0,0,0,35,0,0,0,,,,,,,,,,,,
LAR,27.3.D.32,TLW,RU,0,0,0,0,0,35,0,0,0,,,,,,,,,,,,
LAS,27,TLW,RU,39,45,46,39,32,0,32,30,24,,,,,,,,,,,,
LAS,27.3,TLW,RU,39,45,46,39,32,0,32,30,24,,,,,,,,,,,,
LAS,27.3.D,TLW,RU,39,45,46,39,32,0,32,30,24,,,,,,,,,,,,
LAS,27.3.D.32,TLW,RU,39,45,46,39,32,0,32,30,24,,,,,,,,,,,,
LAZ,27,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAZ,27.1,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27,TLW,RU,88,115,45,19,0,52,255,105,17,,,,,,,,,,,,
LIN,27.12,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.14,TLW,RU,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
LIN,27.14.A,TLW,RU,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
LIN,27.2,TLW,RU,73,114,45,19,0,17,29,55,11,,,,,,,,,,,,
LIN,27.2.A,TLW,RU,73,114,45,19,0,17,29,55,11,,,,,,,,,,,,
LIN,27.2.A.NK,TLW,RU,73,114,45,19,0,17,29,55,11,,,,,,,,,,,,
LIN,27.5,TLW,RU,13,0,0,0,0,0,11,0,0,,,,,,,,,,,,
LIN,27.5.B,TLW,RU,13,0,0,0,0,0,11,0,0,,,,,,,,,,,,
LIN,27.5.B.1,TLW,RU,0,0,0,0,0,0,11,0,0,,,,,,,,,,,,
LIN,27.5.B.1.NK,TLW,RU,0,0,0,0,0,0,11,0,0,,,,,,,,,,,,
LIN,27.5.B.NK,TLW,RU,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.6,TLW,RU,2,1,0,0,0,35,214,50,6,,,,,,,,,,,,
LIN,27.6.B,TLW,RU,2,1,0,0,0,35,214,50,6,,,,,,,,,,,,
LIN,27.6.B.NK,TLW,RU,2,1,0,0,0,35,214,50,6,,,,,,,,,,,,
LUM,27,TLW,RU,3,11,2,1,1,1,2,5,48,,,,,,,,,,,,
LUM,27.2,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LUM,27.2.A,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LUM,27.2.B,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LUM,27.6,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LUM,27.6.B,TLW,RU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LUM,27.1,TLW,RU,3,11,2,1,1,1,2,5,48,,,,,,,,,,,,
LUM,27.1.NK,TLW,RU,3,11,2,1,1,1,2,5,48,,,,,,,,,,,,
LXX,27,TLW,RU,0,0,0,0,0,0,25,24,1,,,,,,,,,,,,
