id,latitude,longitude,level,name,status
guer1241,17.8583,-99.0023,language,Central Guerrero Nahuatl,safe
guer1242,-17.726974,-39.61441,language,Gueren,extinct
guer1243,16.77226,-98.18953,language,Guerrero Amuzgo,safe
guev1238,16.7312,-95.3641,language,Guevea De Humboldt Zapotec,safe
guga1239,-17.8372,141.168,language,Gugadj,extinct
gugu1253,-18.4921,144.46,language,Gugu Badhun,extinct
gugu1254,-15.4296,141.635,language,Gugubera,severely endangered
gugu1255,-14.9424,144.831,language,Guugu Yimidhirr,vulnerable
gugu1256,-12.713,142.569,language,Roth's Gugu Warra,extinct
guhu1244,-7.99922,147.228,language,Guhu-Samane,safe
guia1246,4.94804,-52.7336,language,Guianese Creole French,safe
guib1244,23.6818,107.184,language,Guibian Zhuang,safe
guib1245,23.6818,107.184,language,Guibei Zhuang,safe
guib1246,6.13837,-6.51291,language,Guiberoua Béte,safe
guil1236,16.8824,-96.4572,language,Güilá Zapotec,safe
guil1241,25.266667,110.283333,dialect,Guilin Pinghua,safe
guin1250,9.553,-13.674,language,Guinean Sign Language,safe
guin1254,7.93196,-8.98843,language,Guinea Kpelle,safe
guin1258,4.797607,-64.73877,language,Guinau,extinct
guiq1238,30.4803,102.128,language,Guiqiong,vulnerable
guiy1235,26.71691,106.638336,family,Guiyang,safe
guja1252,22.687,71.0962,language,Gujarati,safe
guja1253,34.3768,73.1461,language,Gujari,safe
gula1265,10.267,19.5359,language,Gula Iro,safe
gula1266,9.49092,23.3805,language,Gula (Central African Republic),safe
gula1268,9.06629,17.3151,language,Gulay,safe
gula1269,10.3049,19.2182,language,Gula (Chad),safe
gula1270,-8.74742,161.023,language,Gula'alaa,safe
gule1241,11.8336,33.6929,language,Gule,extinct
gulf1241,30.17,47.5,language,Gulf Arabic,safe
guli1244,-8.10266,157.564,language,Guliguli,extinct
gull1241,33.6632,-79.6036,language,Sea Island Creole English,safe
guma1253,-12.25254,136.83042,language,Gumatj,safe
guma1254,-9.28497,150.762,language,Gumawana,safe
guma1255,-5.22189,145.618,language,Gumalu,safe
gumu1244,11.05,35.93,language,Northern Gumuz,safe
gund1247,3.45973,15.7334,language,Gundi,safe
gung1248,-25.6896,148.604,language,Gungabula,extinct
gung1250,2.06754,31.4819,language,Gungu,safe
gunn1250,6.48529,2.76767,language,Gun,safe
gunt1241,-8.80806,141.253,language,Warta Thuntai,safe
gunw1252,-12.3398,133.358,language,Bininj Kun-Wok,vulnerable
guny1241,-27.0642,145.862,language,Gunya,extinct
gupa1247,-12.2868,135.337,language,Gupapuyngu,vulnerable
gupa1248,8.21291,6.69128,language,Gupa-Abawa,safe
gura1251,36.8377,44.4956,language,Gurani,definitely endangered
gura1252,-12.66855,134.09501,language,Guragone,vulnerable
gura1254,-4.26666,152.933,language,Guramalum,extinct
gurd1238,-17.1653,141.145,language,Gurdjar,safe
gure1255,-25.3893,151.175,language,Gureng Gureng,extinct
gurg1240,25.737,68.565,language,Gurgula,safe
gurg1241,36.83,54.43,language,Gurgani,extinct
guri1247,-17.0329,130.379,language,Gurinji,definitely endangered
guri1248,-3.5718,141.597,language,Guriaso,safe
gurm1246,10.1487,6.79456,language,Gurmana,severely endangered
guro1248,7.34954,-6.31154,language,Guro,safe
guru1261,27.41687,86.28988,language,Gurung,safe
guru1271,9.87332,10.162,language,Guruntum-Mbaaru,severely endangered
gusa1246,-6.28998,146.679,language,Gusan,safe
gusi1246,12.7761,-16.5026,language,Gusilay,vulnerable
gusi1247,-0.78872,34.76751,language,Gusii,safe
guwa1242,-21.35147706,142.5243782,language,Guwa,extinct
guwa1243,-27.8289,148.867,language,Guwamu,extinct
guwa1244,-27.16698973,153.3998245,language,Guwar,extinct
guya1249,-34.739,137.661,language,Guyani,extinct
guya1251,-5.70374,146.453,language,Guya,safe
gvok1239,10.9918,13.7537,language,Gvoko,safe
gwaa1239,10.3069,9.11434,language,Gwa,safe
gwah1244,-5.64555,146.455,language,Gwahatike,safe
gwam1244,11.8081,5.07897,language,Gwamhi-Wuri,critically endangered
gwan1268,9.20464,7.49931,language,Gwandara,safe
gwar1240,9.49,7.88,language,Gwara,safe
gwed1239,-10.2173,150.421,language,Gweda,definitely endangered
gwen1239,-3.68407,37.6827,language,Gweno,critically endangered
gwer1238,1.11392,33.8227,language,Gwere,safe
gwic1235,67.4307,-142.963,language,Gwich'in,severely endangered
gwii1239,-22.2708,21.9431,language,/Gwi,vulnerable
gyel1242,2.47457,10.2493,language,Gyele,definitely endangered
gyem1238,10.4109,9.23923,language,Gyem,critically endangered
haaa1252,-3.77873,30.4894,language,Ha,safe
habu1241,-8.76565,125.965,language,Habu,vulnerable
hadi1240,7.57377,37.7577,language,Hadiyya,safe
hado1235,24.8546,75.8366,language,Hadothi,safe
hadr1236,15.4468,48.6524,language,Hadrami Arabic,safe
hadz1240,-3.83115,35.0458,language,Hadza,vulnerable
haek1239,-21.0735,164.869,language,Haeke,definitely endangered
haer1234,45.846595,126.551056,dialect,Ha'erbin Mandarin,safe
haho1237,-5.59031,154.801,language,Hahon,safe
haig1237,-10.2741,150.256,language,Haigwai,safe
hain1237,20.043869,110.329399,dialect,Haikou,safe
hain1253,13.8734,-5.65085,language,Hainyaxo Bozo,safe
haio1238,-19.7637,17.0299,language,Hai//om,safe
haip1238,20.8537,106.689,language,Haiphong Sign Language,safe
hais1244,53.964,-128.602,language,Haisla,critically endangered
hait1241,18.911,-72.394,language,Haitian Vodoun Culture Language,extinct
hait1244,18.795135,-72.136115,language,Haitian,safe
haji1235,-5.07781,104.714,language,Haji,safe
hajo1238,25.5143,89.8594,language,Hajong,safe
haka1240,22.8735,92.8208,language,Haka Chin,safe
hakk1236,25,116,language,Hakka Chinese,safe
hako1237,-5.06832,154.594,language,Hakö,safe
hala1252,14.7862,107.457,language,Halang,safe
hala1253,14.9704,107.86,language,Halang Doan,safe
halb1244,20.3081,81.3742,language,Halbi,safe
halh1238,48.324,106.289,language,Halh Mongolian,definitely endangered
hali1244,-5.26603,154.662,language,Halia,safe
halk1245,48.0751,-122.029,language,Halkomelem,severely endangered
hama1240,-8.26749,124.522,language,Hamap,safe
hama1241,9.951721,15.590037,language,Ham,safe
hamb1245,-2.49047,24.2299,language,Hamba de Lomela,safe
hame1242,5.06515,36.5176,language,Hamer-Banna,safe
hamt1247,-7.54975,146.227,language,Hamtai,safe
hang1257,30.261316,120.0318057,dialect,Hangzhou,safe
hang1258,9.33929,-1.57833,language,Hanga,safe
hang1260,-2.52347,30.7074,language,Hangaza,safe
hang1263,-3.90364,142.849,language,Hanga Hundi,safe
hani1248,22.67753,102.8516733,language,Hani,safe
hank1234,30.581179,114.272597,dialect,Hankou Mandarin,safe
hann1241,64.5002,-140.352,language,Han,critically endangered
hano1243,21.0245,105.834,language,Hanoi Sign Language,safe
hano1246,-15.5432,168.167,language,Hano,safe
hanu1241,12.4159,121.221,language,Hanunoo,safe
hara1258,15.083,30.417,language,Haraza,extinct
hara1271,9.30485,42.1332,language,Harari,safe
hari1246,31.784,77.064,language,Indo-Aryan Kinnauri,safe
haro1237,13.2201,108.995,language,Haroi,safe
hars1241,19.6511,56.1562,language,Harsusi,definitely endangered
haru1244,-3.57029,128.476,language,Haruku,safe
haru1245,-5.09522,144.3375,language,Haruai,safe
hary1238,29.0166,76.0432,language,Haryanvi,safe
harz1239,38.4341,48.2848,language,Harzani,definitely endangered
hash1238,9.14063,8.66137,language,Hasha,safe
hass1238,20.1464,-2.40278,language,Hassaniyya,safe
hata1243,-1.13531,134.037,language,Hatam,critically endangered
hatt1246,33.9833,40.3333,language,Hattic,extinct
haus1240,-54.7,-65.5,language,Haush,extinct
haus1246,8.486,7.168,language,Hausa Sign Language,safe
haus1257,11.1513,8.7804,language,Hausa,safe
hava1248,35.6302,-113.385,language,Havasupai-Walapai-Yavapai,definitely endangered
have1241,-21.0249,164.753,language,Haveke,definitely endangered
havu1238,-1.99975,28.8624,language,Havu,safe
hawa1235,21.6311,-158.002,language,Hawai'i Pidgin Sign Language,safe
hawa1245,19.6297,-155.43,language,Hawaiian,critically endangered
hawa1247,19.6287,-155.437,language,Hawai'i Creole English,safe
hawk1239,-33.11470744,150.4952383,language,Hawkesbury,safe
haya1250,-1.70878,31.4846,language,Haya,safe
haza1239,33.3708,64.5105,language,Hazaragi,safe
hdii1240,10.942,13.6881,language,Hdi,safe
hebr1245,31.1056,35.0179,language,Modern Hebrew,safe
hefe1234,31.873593,117.223663,dialect,Hefei Mandarin,safe
hehe1240,-7.71572,35.7255,language,Hehe,safe
heib1243,11.2908,30.5282,language,Ebang,severely endangered
heil1246,51.7045,-127.221,language,Heiltsuk-Oowekyala,critically endangered
hela1238,27.9212,85.6289,language,Lamjung-Melamchi Yolmo,safe
helo1243,-10.2647,123.377,language,Helong,severely endangered
hema1238,1.04953,30.0872,language,Hema,safe
hemb1242,-7.77459,27.5913,language,Hemba-Yazi,safe
heqi1238,26.5536208,100.1396921,dialect,Heqing,safe
herd1236,9.14343,14.9267,language,Herde,safe
here1253,-21.0231,20.5655,language,Herero,safe
herm1237,-1.52891,145.075,language,Hermit,critically endangered
hert1241,37.373,42.5192,language,Hertevin,critically endangered
hewa1241,-5.03635,142.551,language,Hewa,safe
heyo1240,-3.83003,142.471,language,Heyo,safe
hibe1235,55.932,-5.222,language,Hiberno-Scottish Gaelic,safe
hibi1243,-6.58333,-77.7,language,Hibito,extinct
hida1246,47.7534,-102.528,language,Hidatsa,definitely endangered
higa1237,8.61202,125.071,language,Higaonon,safe
high1242,16.1849,-95.7301,language,Highland Oaxaca Chontal,severely endangered
high1243,20.3798,-97.6159,language,Highland Totonac,severely endangered
high1275,-5.26559,119.928,language,Highland Konjo,safe
high1276,18.198,-94.9109,language,Highland Popoluca,vulnerable
high1278,20.1554,-97.5556,language,Highland Puebla Nahuatl,safe
hija1235,22.8346,38.9237,language,Hijazi Arabic,safe
hiju1238,4.39641,10.9081,language,Hijuk,critically endangered
hili1240,10.4018,122.974,language,Hiligaynon,safe
hima1247,-6.25217,-64.70047,language,Himarimã,safe
hind1267,31.016,77.144,language,Hinduri,critically endangered
hind1269,25,77,language,Hindi,safe
hinu1240,42.4502,45.8064,language,Hinuq,definitely endangered
hiri1237,-9.33333,147.083,language,Hiri Motu,safe
hitu1239,-3.57478,128.186,language,Hitu,safe
hiww1237,-13.1391,166.556,language,Hiw,definitely endangered
hixk1239,-0.16265,-58.80153,language,Hixkaryána,vulnerable
hlai1239,18.8062,109.459,language,Hlai,safe
hlep1236,23.591,103.733,language,Hlepho Phowa,vulnerable
hler1235,24.4,101.4,language,Hlersu,vulnerable
hmar1241,24.7534,93.5497,language,Hmar,vulnerable
hmon1263,21.5211,104.589,language,Hmong Don,safe
hmon1264,22.5638,101.95,language,Hmong Njua,safe
hmon1331,23.22649,105.08171,language,Sinicized Miao,safe
hmon1332,22.7962,104.182,language,Hmong Dô,safe
hmon1333,21.5461,103.164,language,Hmong Daw,safe
hmwa1243,-20.9246,164.768,language,Hmwaveke,definitely endangered
hoaa1235,-23.93447,24.69828,language,Amkoe,critically endangered
hoav1238,-8.19679,157.595,language,Hoava,vulnerable
hoby1242,17.216,52.8334,language,Hobyót,severely endangered
hoch1237,10.78646,106.68073,language,Ho Chi Minh City Sign Language,safe
hoch1243,43.5,-88.5,language,Ho-Chunk,severely endangered
holi1239,21.5259,79.9164,language,Holiya,safe
holi1241,62.7266,-159.831,language,Holikachuk,critically endangered
holm1250,9.96843,13.19949,language,Holma,extinct
holo1240,-5.37545,28.3274,language,Holoholo,safe
holu1245,-8.14754,17.572,language,Holu,safe
homa1239,4.97912,28.0039,language,Homa,extinct
hond1239,14.622,-87.224,language,Honduras Sign Language,safe
hone1235,9.79715,10.9206,language,Hõne,safe
honi1244,23.2074,101.886,language,Honi,safe
hooo1248,23.9596,87.1188,language,Ho,vulnerable
hopi1249,35.7653,-110.535,language,Hopi,vulnerable
horn1235,22.5638,101.95,language,Horned Miao,safe
horo1245,9.05742,8.98482,language,Horom,safe
horo1247,9.239,18.378,language,Horo,extinct
horp1239,31.1026,101.72,language,Horpa,safe
horu1241,-3.12875,129.387,language,Horuru,safe
hote1245,-7.07708,146.869,language,Hote,safe
hoti1237,-3.0083,130.168,language,Hoti of East Seram,extinct
hovo1239,0.9841,113.897,language,Hobongan,safe
hozo1236,9.38875,34.60448,language,Hozo,definitely endangered
hpon1238,24.4606,97.1142,language,Hpon,safe
hran1239,24.4559,93.351,language,Hrangkhol,vulnerable
hree1244,14.6308,108.694,language,Hre,safe
hrus1242,27.27,92.63,language,Hruso,definitely endangered
huaa1248,-24.20022,20.79583,language,East Taa,critically endangered
huac1244,-13.31951,-71.22749,language,Huachipaeri,definitely endangered
hual1241,-9.57135,-75.594,language,Huallaga Huánuco Quechua,definitely endangered
huam1247,-3.99109,-77.9797,language,Huambisa,vulnerable
huam1248,-9.15718,-76.3372,language,Huamalíes-Dos de Mayo Huánuco Quechua,safe
huar1255,27.8685,-108.437,language,Huarijio,vulnerable
huas1242,21.6153,-98.5028,language,Huastec,safe
huau1237,-2.95835,129.202,language,Huaulu,safe
huau1238,18.2556,-96.724,language,Huautla Mazatec,vulnerable
huax1236,18.8989,-96.9537,language,Huaxcaleca Nahuatl,safe
huay1240,-9.38709,-77.7768,language,Huaylas Ancash Quechua,safe
huay1241,-12.1809,-75.2055,language,Huaylla Wanca Quechua,severely endangered
huba1236,10.3544,13.139,language,Huba,safe
hueh1236,20.6189,-97.9347,language,Huehuetla Tepehua,definitely endangered
huet1235,10.159775,-84.255066,language,Huetar,extinct
huhe1234,40.855526,111.743889,dialect,Huhehaote,safe
huic1243,21.954,-104.062,language,Huichol,vulnerable
huil1244,-40.0694,-72.767,language,Huilliche,critically endangered
huit1252,16.9476,-97.1236,language,Huitepec Mixtec,safe
huiz1242,29.7646,118.232,language,Hui Chinese,safe
huku1237,-3.274,126.194,language,Hukumina,extinct
hula1239,-9.99427,147.705,language,Hula,safe
hula1244,31.9111,43.4865,language,Hulaulá,safe
huli1244,-5.97212,142.963,language,Huli,safe
hulu1246,-2.87389,128.587,language,Hulung,extinct
humb1243,15.2948,-1.69301,language,Humburi Senni Songhay,safe
hume1246,-9.70693,147.562,language,Humene,safe
huml1238,30.1451,81.5659,language,Humla,safe
hund1239,-1.46762,28.9308,language,Hunde,safe
hung1263,47.122,19.264,language,Hungarian Sign Language,safe
hung1274,46.90685857,19.65552714,language,Hungarian,severely endangered
hung1275,18.7849,104.772,language,Hung,definitely endangered
hung1276,10.3243,6.3024,language,Hungworo,safe
hung1278,-3.69695,18.4312,language,Hungana-Saamba,safe
hunj1241,-8.92,147.9,language,Hunjara-Kaina Ke,safe
huns1239,10.7898,5.07312,language,Hun-Saare,safe
hunz1247,42.0808,46.1369,language,Hunzib,definitely endangered
hupa1239,41.0982,-123.68,language,Hupa,critically endangered
hupd1244,0.58622,-69.8359,language,Hupdë,vulnerable
hupl1238,-4.36349,139.164,language,Hupla,safe
hurr1240,40.7339,43.3154,language,Hurrian,extinct
hutt1235,40,-97,language,Hutterite German,safe
huuu1240,22.0163,100.881,language,Hu,definitely endangered
hwan1240,10.3633,12.7683,language,Hwana,safe
hyaa1239,10.4814,13.526,language,Hya,severely endangered
hyam1245,9.57832,7.95163,language,Hyam,safe
iaai1238,-20.6301,166.59,language,Iaai,safe
iama1237,-9.45005,150.573,language,Iamalele,safe
iapa1241,0.97588,-53.3269,language,Iapama,extinct
iatm1242,-4.30064,143.316,language,Iatmul,safe
iauu1242,-3.14537,137.69,language,Iau,safe
ibal1241,-4.20697,15.3893,language,Ibali Teke,safe
ibal1244,16.4263,120.695,language,Ibaloi,safe
iban1261,4.49119,7.23558,language,Ibani,safe
iban1264,2.09041,112.934,language,Iban,safe
iban1267,17.4201,121.891,language,Ibanag,safe
ibat1238,18.9398,121.909,language,Ibatan,safe
iber1250,40.624,0.212401,language,Iberian,extinct
ibib1240,5.15279,7.86688,language,Ibibio,safe
ibil1238,7.42662,6.08384,language,Ibilo,safe
ibin1241,4.59603,8.15254,language,Ibino,safe
ibuo1242,5.49672,7.93108,language,Ibuoro,safe
ibuu1240,1.50556,127.542,language,Ibu,critically endangered
icel1236,64.1731,-20.2731,language,Icelandic Sign Language,safe
icel1247,63.4837,-19.0212,language,Icelandic,safe
icel1248,65.78,-22.3,language,Icelandic-Basque Pidgin,extinct
icev1238,6.42426,9.50264,language,Iceve-Maci,safe
idaa1241,5.29059,118.515,language,Ida'an,safe
idak1243,0.21557,34.817,language,Idakho-Isukha-Tiriki,safe
idat1237,-8.76258,125.832,language,Idaté,safe
ider1238,5.21188,8.0831,language,Idere,safe
ides1238,7.34629,6.2929,language,Idesa,safe
idii1243,-8.75976,142.301,language,Idi-Taeme,safe
idom1241,7.19139,7.71261,language,Idoma,safe
idon1238,10.2175,7.78151,language,Idon,safe
idum1241,29.4473,95.6472,language,Idu,definitely endangered
idun1241,9.12585,7.77525,language,Idun,safe
idun1242,-9.34361,150.24,language,Iduna,safe
ifee1241,7.63568,1.58494,language,Ifè,safe
ifoo1237,-18.7668,169.007,language,Ifo,extinct
igal1242,7.34325,7.17974,language,Igala,safe
igan1243,-4.70942,144.841,language,Igana,safe
iged1239,6.95522,8.27362,language,Igede,safe
igna1246,-15.1188,-65.3993,language,Ignaciano,definitely endangered
igoo1238,7.25499,0.67846,language,Igo,safe
igut1238,9.98505,8.81708,language,Iguta,safe
igwe1238,7.10878,6.08157,language,Igwe,safe
ihaa1241,-2.81013,132.271,language,Iha,safe
ihab1241,-2.935,132.294,language,Iha Based Pidgin,extinct
ihie1238,7.00917,6.08581,language,Ihievbe,safe
ijaz1238,8.97183,6.9861,language,Ija-Zuba,safe
ikaa1238,6.36423,6.31058,language,Ika,safe
ikiz1238,-1.9915,34.3589,language,Ikizu,safe
ikkk1242,3.61407,34.2507,language,Ik,severely endangered
ikob1240,-7.30342,143.618,language,Ikobi,safe
ikom1245,-1.94989,34.5361,language,Ikoma-Nata-Isenye,safe
ikoo1245,4.56197,7.9866,language,Iko,safe
ikpe1243,7.04475,6.17647,language,Ikpeshi,safe
ikpe1245,-11.37822,-53.49553,language,Ikpeng,vulnerable
ikpo1238,7.44776,0.83312,language,Ikposo,safe
ikug1238,10.27852,7.84105,language,Iku-Gora-Ankwa,safe
ikul1238,10.1339,7.86684,language,Ikulu,safe
ikwe1242,5.04333,6.86651,language,Ikwere,safe
ilaa1246,-15.60807,26.45548,language,Ila,safe
ilea1237,-8.38636,123.442,language,Ile Ape,safe
ilia1236,7.34448,124.766,language,Ilianen Manobo,safe
ilit1241,44.0089,80.4957,language,Ili Turki,severely endangered
iliu1237,-7.84385,125.902,language,Ili'uun,safe
ilok1237,15.9361,120.993,language,Iloko,safe
ilon1239,16.3785,121.547,language,Ilongot,safe
ilue1241,4.78618,8.25236,language,Ilue,critically endangered
ilwa1237,-0.66322,39.793,language,Ilwana,safe
imba1240,0.31776,-78.3729,language,Imbabura Highland Quichua,severely endangered
imbo1238,-6.13629,144.026,language,Imbongu,safe
imer1236,19.3733,-16.3473,language,Imeraguen,definitely endangered
imon1245,-3.31228,141.171,language,Imonda,safe
imro1237,-7.96772,129.651,language,Imroing,safe
inab1237,12.4264,124.166,language,Inabaknon,safe
inap1241,-4.67614,144.9,language,Itutang-Inapang,safe
inap1243,-12.4653,-69.3083,language,Iñapari,critically endangered
inar1241,69.4229,27.8658,language,Inari Sami,severely endangered
indi1237,27.5186,79.6787,language,Indian Sign Language,safe
indo1291,-7.908,112.378,language,Jakartan Sign Language,safe
indo1316,-7.33458,109.716,language,Indonesian,safe
indo1317,-3.68664,122.253,language,Indonesian Bajau,safe
indo1318,7.25,80.67,language,Indo-Portuguese,safe
indr1247,8.81513,25.9848,language,Indri,severely endangered
indu1241,35.3389,73.0154,language,Indus Kohistani,vulnerable
ineb1235,-3.38015,141.892,language,Inebu One,safe
ines1240,34.6169,-120.08,language,Ineseño,extinct
inga1252,1.00313,-76.8606,language,Inga,severely endangered
inga1254,-24.621052,-54.254151,language,Ingain,extinct
ingr1248,59.47403,29.71145,language,Ingrian,severely endangered
ingu1240,42.9525,44.158,language,Ingush,vulnerable
inla1260,17.61752,120.65389,language,Inlaod Itneg,safe
inok1238,-6.32311,145.539,language,Inoke-Yate,safe
inon1237,12.284,122.03,language,Inonhan,safe
inor1238,7.94883,37.7968,language,Inor,safe
inpu1234,24.8761,93.8096,language,Inpui Naga,vulnerable
inte1239,48.203,2.615,language,Interlingua (International Auxiliary Language Association),safe
inth1238,20.392,96.9388,language,Intha-Danu,safe
iowa1245,40.0511,-95.5213,language,Iowa-Oto,extinct
ipai1240,33.005,-116.993,language,Ipai,safe
ipal1235,16.5053,-98.0129,language,Ipalapa Amuzgo,safe
ipik1244,-7.37424,144.863,language,Ipiko,safe
ipil1240,-5.42586,143.089,language,Ipili,safe
ipul1238,6.2918,9.64676,language,Ipulo-Olulu,safe
iqui1243,-3.31233,-73.97046,language,Iquito,critically endangered
iran1262,4.3362,118.224,language,Iranun,safe
iran1263,-12.7178,-57.9806,language,Irántxe-Münkü,critically endangered
iraq1241,-4.19948,35.2939,language,Iraqw,safe
irar1238,-2.94438,133.586,language,Irarutu,safe
iray1237,13.381,120.65,language,Iraya,safe
ires1239,-3.62803,135.025,language,Yerisiam,severely endangered
irig1241,9.85197,8.6525,language,Irigwe,safe
irig1242,13.3896,123.331,language,Iriga Bicolano,safe
iris1235,53.315,-6.36541,language,Irish Sign Language,safe
iris1253,53.2186,-7.61509,language,Irish,definitely endangered
irrr1240,15.7188,106.564,language,Ir,safe
irul1243,12.70645,79.95209,language,Irula,vulnerable
isab1240,-5.83809,145.462,language,Isabi,safe
isan1243,-3.99991,34.846,language,Isanzu,safe
isar1235,13.651,123.332,language,Isarog Agta,critically endangered
isco1239,-7.75236,-74.5193,language,Isconahua,safe
iseb1246,-5.20719,145.691,language,Isebe,safe
isek1239,5.81898,5.5862,language,Isekiri,safe
ishk1246,36.67,71.55,language,Ishkashimi,safe
isin1239,16.3299,121.12,language,Isinai,safe
isir1237,-1.88775,138.595,language,Isirawa,vulnerable
isla1278,15.364795,-61.342957,language,Island Carib,extinct
isna1241,18.2139,121.16,language,Isnag,safe
isok1239,5.52889,6.24682,language,Isoko,safe
isra1236,31.5279,34.7637,language,Israeli Sign Language,safe
isth1238,16.9481,-95.0681,language,Isthmus Mixe,safe
isth1240,17.9401,-94.7347,language,Isthmus-Cosoleacaque Nahuatl,vulnerable
isth1241,18.2513,-94.6647,language,Isthmus-Pajapan Nahuatl,safe
isth1242,18.2,-94.7547,language,Isthmus-Mecayapan Nahuatl,safe
isth1244,16.4548,-94.8444,language,Isthmus Zapotec,safe
istr1244,45.088,13.64,language,Istriot,severely endangered
istr1245,45.433,14.2,language,Istro Romanian,severely endangered
isuf1235,3.96758,9.36535,language,Isu (Fako Division),severely endangered
isum1240,6.63731,9.96577,language,Isu (Menchum Division),safe
ital1275,42.72915,12.42949,language,Italian Sign Language,safe
ital1282,43.0464,12.6489,language,Italian,safe
itaw1240,17.7329,121.58,language,Itawit,safe
itel1242,56.7798,156.906,language,Itelmen,critically endangered
iten1243,-12.2994,-64.9841,language,Itene,critically endangered
iter1241,-4.11998,141.585,language,Iteri,severely endangered
itik1240,-2.18342,139.341,language,Itik,vulnerable
iton1250,-12.80431,-64.35748,language,Itonama,critically endangered
itoo1242,5.14438,8.04626,language,Ito,safe
itum1245,5.52679,7.80378,language,Itu Mbon Uzo,safe
itun1239,16.77876,-97.59753,language,Itundujia Mixtec,safe
itza1241,17.0269,-89.8734,language,Itzá,critically endangered
iumi1238,20.83,101.17,language,Iu Mien,safe
ivat1242,20.3848,121.975,language,Itbayat,safe
ivbi1241,7.15307,6.21209,language,Ivbie North-Okpela-Arhe,safe
iwai1244,-11.3379,132.453,language,Iwaidja,vulnerable
iwak1237,16.30448,120.78633,language,I-Wak,safe
iwal1237,-7.20938,146.983,language,Iwal,safe
iwam1256,-4.27346,141.817,language,Iwam,safe
iwur1240,-5.11036,140.823,language,Morop-Dintere,safe
ixca1245,17.7597,-97.1242,language,Ixcatec,critically endangered
ixca1246,18.1531,-96.5719,language,Ixcatlán Mazatec,vulnerable
ixil1251,15.4569,-90.8935,language,Ixil,safe
ixta1235,16.5774,-97.5759,language,Ixtayutla Mixtec,safe
ixte1237,19.2146,-98.0272,language,Ixtenco Otomi,severely endangered
iyay1238,7.30076,5.84326,language,Iyayu,safe
iyiv1238,6.50437,9.53302,language,Iyive,severely endangered
iyoj1235,-22.1896,-63.2383,language,Iyojwa'ja Chorote,severely endangered
iyoo1238,-5.84161,146.092,language,Iyo,safe
iyow1239,-22.2067,-62.6508,language,Iyo'wujwa Chorote,definitely endangered
izer1241,9.5,8.7,language,Izere,safe
izie1238,6.31831,8.03044,language,Izi-Ezaa-Ikwo-Mgbo,safe
izon1238,5.17986,5.51702,language,Izon,safe
izor1238,10.4735,8.76468,language,Izora,safe
jaba1234,16.9092,43.2416905,language,Jabal Razih,safe
jadd1243,30.241,79.153,language,Jad,definitely endangered
jadg1238,26.9682,63.535,language,Jadgali,safe
jaha1245,11.5399,-12.7262,language,Jahanka,safe
jahh1242,3.67619,102.291,language,Jah Hut,severely endangered
jair1235,-6.79732,140.104,language,Kia River Awyu,safe
jaka1245,36.001755,68.611035,language,Inku,safe
jaku1244,2.64582,103.342,language,Jakun,definitely endangered
jala1237,18.0803,-96.4977,language,Jalapa De Díaz Mazatec,vulnerable
jalk1242,10.5426,-5.21959,language,Jalkunan,safe
jama1256,17.9997,-76.9321,language,Jamaican Country Sign Language,safe
jama1261,-7.62223,-66.5662,language,Jamamadí,vulnerable
jama1262,18.13,-77.2612,language,Jamaican Creole English,safe
jamb1236,-2.6469,103.13,language,Jambi Malay,safe
jami1235,16.2279,-97.8417,language,Jamiltepec Mixtec,safe
jams1239,14.1794,-2.57999,language,Jamsay Dogon,safe
jamt1238,63,14.67,language,Jamtska,safe
jana1236,9.661135,11.384125,language,Jan-Awei,extinct
jand1246,25.617,69.76,language,Jandavra,safe
jang1254,31.5666,78.4344,language,Jangshung,definitely endangered
jang1257,0.29738,110.647,language,Jangkang,safe
janj1240,10.1197,8.63029,language,Janji,safe
japa1238,36.0221,139.079,language,Japanese Sign Language,safe
japh1234,32.1,102.36,language,Japhug,safe
japr1238,10.5523,-72.7101,language,Japrería,vulnerable
jaqa1244,-12.8823,-75.8958,language,Jaqaru,severely endangered
jara1245,11.6089,92.658,language,Jarawa (India),safe
jara1263,9.8,9.61,language,Jarawa (Nigeria),safe
jara1266,13.6161,107.813,language,Jarai,safe
jara1274,10.5232,11.7036,language,Jara,safe
jaru1254,-18.3288,128.262,language,Jaru,safe
jauj1238,-11.6747,-75.2786,language,Jauja Wanca Quechua,severely endangered
jaun1243,30.5587,77.9084,language,Jaunsari,definitely endangered
java1254,-0.572307,110.885,language,Javanese,safe
jawe1237,-20.6648,164.676,language,Jawe,vulnerable
jaya1242,12.3707,17.9415,language,Jaya,severely endangered
jebe1250,-5.40317,-76.4103,language,Jebero,critically endangered
jeha1242,5.63695,101.541,language,Jehai,critically endangered
jehh1245,15.2351,107.753,language,Jeh,safe
jeme1245,35.5994,-106.766,language,Towa,vulnerable
jena1242,15.5,-4,language,Jenaama Bozo,safe
jeng1241,15.0392,107.147,dialect,Jeng,safe
jenn1240,11.5041,76.5767,language,Jennu Kurumba,safe
jere1244,10.1962,8.95834,language,Jere,safe
jeri1242,9.3957,-5.66717,language,Jeli,severely endangered
jeru1240,27.1741,86.2547,language,Jerung,vulnerable
jesu1239,-4.444587,-76.577683,language,Jesuit-Maynas,extinct
jewi1240,32.273,44.245,language,Jewish Babylonian Aramaic (ca. 200-1200 CE),extinct
jiam1236,18.5548,109.854,language,Jiamao,safe
