event-id,visible,timestamp,location-long,location-lat,eobs:status,eobs:type-of-fix,ground-speed,heading,height-above-ellipsoid,study-specific-measurement,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
7337135946,true,2016-05-02 04:20:46.000,34.782794,37.019334,"A",3,0.31,1.31,243.2,"61402221","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135947,true,2016-05-02 04:25:12.000,34.782915,37.019274,"A",3,0.07,262.14,244.9,"61402222","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135948,true,2016-05-02 04:35:15.000,34.782596,37.019216,"A",3,0.58,340.13,252.1,"61402224","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135949,true,2016-05-02 04:40:29.000,34.782356,37.019302,"A",3,0.21,347.34,263.7,"61402225","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135950,true,2016-05-02 04:45:10.000,34.782447,37.019313,"A",3,0.3,10.49,253.8,"61402226","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135951,true,2016-05-02 04:50:10.000,34.782486,37.019316,"A",3,0.16,14.42,267.9,"61402227","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135952,true,2016-05-02 04:55:13.000,34.780035,37.023083,"A",3,7.75,136.97,306.9,"61402228","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135953,true,2016-05-02 05:01:01.000,34.779864,37.023526,"A",3,11.11,233.31,361.4,"61402229","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135954,true,2016-05-02 05:05:13.000,34.779556,37.023629,"A",3,8.62,343.41,414.2,"61402230","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135955,true,2016-05-02 05:10:16.000,34.774807,37.03172,"A",3,10.14,193.99,390.9,"61402231","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135956,true,2016-05-02 05:15:17.000,34.770671,37.042917,"A",3,10.02,330.96,372.6,"61402232","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135957,true,2016-05-02 05:20:17.000,34.754009,37.043874,"A",3,10.83,302.78,543.9,"61402233","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135958,true,2016-05-02 05:25:11.000,34.750616,37.046975,"A",3,8.43,134.35,660.3,"61402234","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135959,true,2016-05-02 05:30:19.000,34.740588,37.059831,"A",3,11.63,344.72,685.0,"61402235","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135960,true,2016-05-02 05:35:11.000,34.717335,37.07747,"A",3,9.7,112.07,837.2,"61402236","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135961,true,2016-05-02 05:40:18.000,34.715869,37.082344,"A",3,7.68,241.17,944.1,"61402237","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135962,true,2016-05-02 05:45:12.000,34.714903,37.085107,"A",3,9.99,290.32,1009.8,"61402238","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135963,true,2016-05-02 05:50:16.000,34.709294,37.090702,"A",3,8.06,142.21,1106.2,"61402239","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135964,true,2016-05-02 05:55:10.000,34.703453,37.091254,"A",3,7.0,87.82,1271.9,"61402240","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135965,true,2016-05-02 06:05:13.000,34.693403,37.093912,"A",3,11.23,265.42,1403.2,"61402242","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135966,true,2016-05-02 06:10:21.000,34.661474,37.1189,"A",3,9.41,336.2,1238.7,"61402243","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135967,true,2016-05-02 06:15:18.000,34.660608,37.121285,"A",3,11.24,3.28,1214.6,"61402244","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135968,true,2016-05-02 06:20:21.000,34.633879,37.149623,"A",3,11.6,342.1,1162.0,"61402245","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135969,true,2016-05-02 06:25:19.000,34.617359,37.155544,"A",3,11.33,353.89,1280.6,"61402246","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135970,true,2016-05-02 06:30:23.000,34.614113,37.157162,"A",3,10.08,36.04,1356.6,"61402247","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135971,true,2016-05-02 06:35:22.000,34.609807,37.160379,"A",3,11.07,315.23,1458.0,"61402248","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135972,true,2016-05-02 06:40:40.000,34.609025,37.164147,"A",3,10.46,54.39,1524.7,"61402249","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135973,true,2016-05-02 06:45:15.000,34.606428,37.163843,"A",3,7.57,114.03,1653.9,"61402250","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135974,true,2016-05-02 06:50:22.000,34.604901,37.169632,"A",3,7.88,184.81,1656.6,"61402251","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135975,true,2016-05-02 06:55:19.000,34.596465,37.177368,"A",3,9.02,234.62,1907.6,"61402252","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135976,true,2016-05-02 07:00:33.000,34.569173,37.186144,"A",3,13.85,353.89,1960.9,"61402253","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135977,true,2016-05-02 07:05:23.000,34.560422,37.191417,"A",3,9.78,286.39,2255.4,"61402254","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135978,true,2016-05-02 07:11:32.000,34.548793,37.193832,"A",3,13.26,359.14,2529.4,"61402255","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135979,true,2016-05-02 07:16:34.000,34.543918,37.200647,"A",3,9.43,311.3,2786.5,"61402256","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135980,true,2016-05-02 07:20:52.000,34.53514,37.210661,"A",3,16.9,304.09,2915.8,"61402257","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135981,true,2016-05-02 07:26:10.000,34.483795,37.226088,"A",3,9.6,228.07,2710.9,"61402258","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135982,true,2016-05-02 07:31:28.000,34.442018,37.234834,"A",3,13.67,285.74,2480.6,"61402259","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135983,true,2016-05-02 07:35:23.000,34.414286,37.226272,"A",3,21.15,256.9,2462.8,"61402260","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135984,true,2016-05-02 07:40:21.000,34.384759,37.200117,"A",3,11.51,129.11,2310.3,"61402261","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135985,true,2016-05-02 07:45:25.000,34.381298,37.207738,"A",3,13.45,357.17,2807.4,"61402262","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135986,true,2016-05-02 07:51:35.000,34.342032,37.193944,"A",3,10.38,223.48,2625.0,"61402263","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135987,true,2016-05-02 07:55:19.000,34.331482,37.196396,"A",3,14.21,309.99,2768.7,"61402264","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135988,true,2016-05-02 08:00:46.000,34.31739,37.176109,"A",3,11.74,75.37,2637.2,"61402265","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135989,true,2016-05-02 08:05:30.000,34.315756,37.178844,"A",3,12.55,251.0,2740.5,"61402266","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135990,true,2016-05-02 08:10:28.000,34.275275,37.166227,"A",3,15.19,251.66,2405.8,"61402267","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135991,true,2016-05-02 08:16:16.000,34.262085,37.164427,"A",3,6.32,202.51,2459.5,"61402268","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135992,true,2016-05-02 08:20:09.000,34.262457,37.17119,"A",3,12.03,302.78,2565.8,"61402269","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135993,true,2016-05-02 08:26:10.000,34.267121,37.181817,"A",3,12.7,247.07,3414.0,"61402270","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135994,true,2016-05-02 08:30:29.000,34.244847,37.174558,"A",3,13.48,258.87,3484.3,"61402271","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135995,true,2016-05-02 08:36:40.000,34.208818,37.16169,"A",3,13.41,100.27,3206.5,"61402272","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135996,true,2016-05-02 08:40:31.000,34.189476,37.157028,"A",3,16.41,268.04,3075.7,"61402273","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135997,true,2016-05-02 08:45:23.000,34.161301,37.161134,"A",3,15.06,282.46,3207.3,"61402274","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135998,true,2016-05-02 08:51:29.000,34.149397,37.15316,"A",3,7.23,176.95,3008.8,"61402275","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337135999,true,2016-05-02 08:55:38.000,34.14989,37.160325,"A",3,16.18,283.12,3375.8,"61402276","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136000,true,2016-05-02 09:00:37.000,34.122596,37.173184,"A",3,18.09,286.39,3735.9,"61402277","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136001,true,2016-05-02 09:05:41.000,34.07904,37.185771,"A",3,14.1,281.15,3719.5,"61402278","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136002,true,2016-05-02 09:11:22.000,34.024351,37.209019,"A",3,10.98,311.95,3511.0,"61402279","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136003,true,2016-05-02 09:15:40.000,33.979065,37.224973,"A",3,16.98,303.43,3259.5,"61402280","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136004,true,2016-05-02 09:21:01.000,33.922505,37.246541,"A",3,17.26,272.63,2789.5,"61402281","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136005,true,2016-05-02 09:25:35.000,33.889581,37.246117,"A",3,12.72,275.25,2460.7,"61402282","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136006,true,2016-05-02 09:31:07.000,33.848874,37.244749,"A",3,7.66,219.55,2144.9,"61402283","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136007,true,2016-05-02 09:36:04.000,33.840103,37.246064,"A",3,13.29,57.67,2484.7,"61402284","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136008,true,2016-05-02 09:40:15.000,33.831339,37.252572,"A",3,11.06,348.0,2780.4,"61402285","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136009,true,2016-05-02 09:46:01.000,33.784064,37.268838,"A",3,13.89,303.43,2412.1,"61402286","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136010,true,2016-05-02 09:50:23.000,33.756269,37.278698,"A",3,10.13,312.61,2167.8,"61402287","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136011,true,2016-05-02 09:56:22.000,33.71607,37.292786,"A",3,10.7,336.86,1746.3,"61402288","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136012,true,2016-05-02 10:01:22.000,33.697826,37.297394,"A",3,10.58,182.19,1592.9,"61402289","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136013,true,2016-05-02 10:05:16.000,33.693984,37.297481,"A",3,13.2,304.74,1718.3,"61402290","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136014,true,2016-05-02 10:10:19.000,33.687035,37.301136,"A",3,7.4,220.2,2071.6,"61402291","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136015,true,2016-05-02 10:15:08.000,33.657835,37.312637,"A",3,8.25,260.18,1835.8,"61402292","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136016,true,2016-05-02 10:20:12.000,33.643791,37.321059,"A",3,15.47,294.91,1936.2,"61402293","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136017,true,2016-05-02 10:25:12.000,33.623966,37.330345,"A",3,13.38,313.92,1723.2,"61402294","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136018,true,2016-05-02 10:30:15.000,33.611989,37.332556,"A",3,16.18,268.7,1796.3,"61402295","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136019,true,2016-05-02 10:35:11.000,33.58115,37.327077,"A",3,11.44,252.97,1536.5,"61402296","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136020,true,2016-05-02 10:45:19.000,33.551868,37.328088,"A",3,17.67,285.74,1855.9,"61402298","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136021,true,2016-05-02 10:50:40.000,33.5382,37.335816,"A",3,15.4,305.4,1904.3,"61402299","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136022,true,2016-05-02 10:55:40.000,33.51909,37.347158,"A",3,14.33,287.7,1878.5,"61402300","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136023,true,2016-05-02 11:00:29.000,33.495917,37.359915,"A",3,13.87,72.09,1797.7,"61402301","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136024,true,2016-05-02 11:05:14.000,33.494264,37.366944,"A",3,18.1,317.19,2186.6,"61402302","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136025,true,2016-05-02 11:10:09.000,33.478894,37.389435,"A",3,12.52,351.93,2338.9,"61402303","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136026,true,2016-05-02 11:15:29.000,33.440419,37.407876,"A",3,18.34,296.22,2249.0,"61402304","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136027,true,2016-05-02 11:20:24.000,33.412733,37.420257,"A",3,20.1,278.53,2164.0,"61402305","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136028,true,2016-05-02 11:25:17.000,33.367823,37.436786,"A",3,15.28,299.5,1612.6,"61402306","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136029,true,2016-05-02 11:31:16.000,33.336685,37.453692,"A",3,9.31,217.58,1652.0,"61402307","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136030,true,2016-05-02 11:35:10.000,33.316757,37.453639,"A",3,7.26,211.68,1588.6,"61402308","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136031,true,2016-05-02 11:40:10.000,33.288836,37.45496,"A",3,14.51,264.77,1638.7,"61402309","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136032,true,2016-05-02 11:45:15.000,33.260871,37.454775,"A",3,11.28,349.96,1807.7,"61402310","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136033,true,2016-05-02 11:50:10.000,33.260667,37.465706,"A",3,17.76,319.82,2321.3,"61402311","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136034,true,2016-05-02 11:55:07.000,33.226199,37.488948,"A",3,10.49,300.81,2067.6,"61402312","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136035,true,2016-05-02 12:00:10.000,33.217812,37.495235,"A",3,9.84,348.0,2388.2,"61402313","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136036,true,2016-05-02 12:05:19.000,33.176637,37.5204,"A",3,14.3,299.5,2246.3,"61402314","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136037,true,2016-05-02 12:10:15.000,33.152608,37.529144,"A",3,15.93,296.22,2384.9,"61402315","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136038,true,2016-05-02 12:15:16.000,33.110657,37.553683,"A",3,15.23,307.36,1887.5,"61402316","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136039,true,2016-05-02 12:20:16.000,33.083985,37.565307,"A",3,8.69,125.17,1939.1,"61402317","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136040,true,2016-05-02 12:25:29.000,33.05383,37.572666,"A",3,12.49,255.59,2099.9,"61402318","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136041,true,2016-05-02 12:30:19.000,33.036243,37.581012,"A",3,19.24,304.74,2312.0,"61402319","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136042,true,2016-05-02 12:35:09.000,32.991989,37.598324,"A",3,17.1,300.15,2013.2,"61402320","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136043,true,2016-05-02 12:40:17.000,32.95792,37.620992,"A",3,14.85,292.29,1761.9,"61402321","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136044,true,2016-05-02 12:45:13.000,32.918826,37.638142,"A",3,14.2,322.44,1524.0,"61402322","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136045,true,2016-05-02 12:50:18.000,32.895759,37.646453,"A",3,9.02,89.13,1496.2,"61402323","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136046,true,2016-05-02 12:55:12.000,32.882311,37.650796,"A",3,15.02,303.43,1640.1,"61402324","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136047,true,2016-05-02 13:00:17.000,32.841457,37.664765,"A",3,8.76,131.07,1283.4,"61402325","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136048,true,2016-05-02 13:05:12.000,32.827659,37.669161,"A",3,8.9,319.16,1368.6,"61402326","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136049,true,2016-05-02 13:10:19.000,32.796539,37.680347,"A",3,12.09,313.92,1299.8,"61402327","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136050,true,2016-05-02 13:15:46.000,32.777273,37.679665,"A",3,11.12,353.24,1469.8,"61402328","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136051,true,2016-05-02 13:20:10.000,32.760519,37.694647,"A",3,12.56,310.64,1472.5,"61402329","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136052,true,2016-05-02 13:25:11.000,32.749664,37.703705,"A",3,9.21,265.42,1679.7,"61402330","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136053,true,2016-05-02 13:30:08.000,32.734152,37.710288,"A",3,12.28,279.18,1881.8,"61402331","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136054,true,2016-05-02 13:35:11.000,32.717339,37.720079,"A",3,14.25,298.84,1980.0,"61402332","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136055,true,2016-05-02 13:40:08.000,32.69241,37.732137,"A",3,10.26,257.56,2108.9,"61402333","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136056,true,2016-05-02 13:45:07.000,32.681997,37.741056,"A",3,16.51,305.4,2362.4,"61402334","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136057,true,2016-05-02 13:50:05.000,32.646739,37.758111,"A",3,9.54,125.83,2098.5,"61402335","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136058,true,2016-05-02 13:55:41.000,32.618496,37.782162,"A",3,11.15,296.88,1983.4,"61402336","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136059,true,2016-05-02 14:00:13.000,32.607667,37.7916,"A",3,3.63,213.65,2094.9,"61402337","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136060,true,2016-05-02 14:05:17.000,32.599095,37.813245,"A",3,8.92,319.16,2256.8,"61402338","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136061,true,2016-05-02 14:10:19.000,32.602379,37.852253,"A",3,16.81,9.83,2055.2,"61402339","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136062,true,2016-05-02 14:15:21.000,32.620772,37.894685,"A",3,17.79,34.08,1766.8,"61402340","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136063,true,2016-05-02 14:20:11.000,32.636787,37.922793,"A",3,9.88,286.39,1611.2,"61402341","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136064,true,2016-05-02 14:25:19.000,32.644611,37.937466,"A",3,7.13,201.85,1778.0,"61402342","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
7337136065,true,2016-05-02 14:30:09.000,32.641365,37.940171,"A",3,13.86,261.49,1932.7,"61402343","gps","Ciconia ciconia","2859","2859/H4839/Albert","Eastern flyway spring migration of adult white storks (data from Rotics et al. 2018)"
