country,consumption,unit,data1980,data1981,data1982,data1983,data1984,data1985,data1986,data1987,data1988,data1989,data1990,data1991,data1992,data1993,data1994,data1995,data1996,data1997,data1998,data1999,data2000,data2001,data2002,data2003,data2004,data2005,data2006,data2007,data2008,data2009,data2010,data2011,data2012,data2013,data2014,data2015,data2016
El Salvador,Consumption,Quad Btu,0.045028689,0.041108077,0.041374556,0.042548587,0.04487328,0.044662965,0.048043865,0.046417281,0.051355802,0.051963865,0.053845477,0.052659716,0.060393408,0.062058583,0.068267116,0.08494187,0.08635268,0.086137436,0.09839743,0.104100403,0.099851564,0.104015998,0.106301997,0.114053081,0.113260752,0.117895559,0.124140471,0.129539791,0.127375687,0.122726526,0.126571165,0.127222042,0.127676272,0.124387903,0.126887304,0.133939294,0.138848548
Equatorial Guinea,Consumption,Quad Btu,0.001672776,0.001668906,0.001020908,0.00102104,0.00102088,0.001020894,0.001093946,0.001175058,0.001180557,0.001714947,0.001714947,0.001714947,0.00171954,0.001714947,0.001714947,0.001714842,0.00171954,0.00192756,0.003364703,0.003364824,0.005512728,0.005954563,0.05351232,0.055762495,0.012331625,0.057410231,0.057847819,0.065910074,0.066027447,0.0686668,0.070197452,0.071153876,0.069492978,0.066183345,0.06252385,0.055750528,0.054486174
Eritrea,Consumption,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013503745,0.015362306,0.015516753,0.015676701,0.016648143,0.017570875,0.008858773,0.009705437,0.008848627,0.01060782,0.011553262,0.011560616,0.007938323,0.008324517,0.005799937,0.007052477,0.007028679,0.007286988,0.007574323,0.00772428,0.008175081,0.008862798,0.006564942
Estonia,Consumption,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.126981236,0.099209199,0.092344226,0.081592066,0.089581241,0.09749877,0.114535813,0.089553951,0.086016316,0.09682484,0.079934952,0.081604513,0.088802112,0.0902493,0.09511847,0.09883985,0.096204556,0.084741201,0.081812473,0.078477798,0.096427417,0.090160557,0.085692514,0.08984565,0.088104238
Ethiopia,Consumption,Quad Btu,0.029913526,0.030247407,0.034000599,0.038553971,0.03813052,0.045803909,0.044681916,0.050064599,0.049570651,0.052144254,0.053297863,0.046119903,0.061527098,0.058964159,0.044462569,0.047135095,0.040068078,0.040307114,0.052024488,0.062156247,0.06516368,0.071135258,0.073080773,0.079570753,0.084449136,0.09760298,0.106677767,0.118741986,0.124631208,0.12975093,0.143076524,0.161581159,0.178654723,0.20836257,0.237303618,0.251294497,0.268217954
Falkland Islands (Islas Malvinas),Consumption,Quad Btu,0.000344,0.000346,0.000346,0.000346,0.000348,0.00043,0.000341261,0.000341261,0.00059386,0.00085045,0.000425225,0.000425225,0.00042639,0.000425225,0.000425225,0.00085045,0.000514047,0.000938075,0.00051285,0.000512883,0.000787678,0.000874613,0.000962239,0.001049645,0.001137276,0.001137272,0.001312315,0.001312304,0.001329047,0.001328859,0.001244913,0.00121974,0.001254278,0.001254453,0.001254236,0.001280228,0.001299813
Faroe Islands,Consumption,Quad Btu,0.006509012,0.000512197,0.000512246,0.000515481,0.00051156,0.000511903,0.007715556,0.008256458,0.007946659,0.009467133,0.010111772,0.009576284,0.009634354,0.009303253,0.009751501,0.01006506,0.010112456,0.010109195,0.010123074,0.010053408,0.011142504,0.012348483,0.011644725,0.011647583,0.012165752,0.011607292,0.011325371,0.012275755,0.011561771,0.010958006,0.011010611,0.010798944,0.010233023,0.011112802,0.011269023,0.011530565,0.011478287
Fiji,Consumption,Quad Btu,0.015,0.015,0.015,0.012515481,0.0139754,0.014040077,0.016946851,0.014938705,0.015063246,0.016982467,0.018171958,0.015526834,0.016471752,0.017121186,0.017915589,0.019478882,0.019420437,0.019332896,0.019373707,0.020427922,0.025342779,0.026189287,0.02240683,0.024267258,0.033066439,0.027656551,0.03102176,0.02955866,0.020008473,0.019843995,0.018709336,0.034365613,0.021316686,0.025949506,0.030377467,0.037495548,0.037791372
Finland,Consumption,Quad Btu,0.976003338,0.939089747,0.916705318,0.911712788,0.955526422,0.96891048,0.996652455,1.075678282,1.072020101,1.081966241,1.132533806,1.145155366,1.150811383,1.14081553,1.195302959,1.140125482,1.156995564,1.177728758,1.232370046,1.222475146,1.23650493,1.25295144,1.262611107,1.318684977,1.345418063,1.265333419,1.336551687,1.341859327,1.310871276,1.212696726,1.298948421,1.238269014,1.229672384,1.218953856,1.184303232,1.201626503,1.230947085
Former Czechoslovakia,Consumption,Quad Btu,3.120795583,3.099581663,3.123862918,3.1466806,3.170250397,3.200740101,3.242998117,3.330526305,3.258133501,3.242669634,3.238691876,2.926922773,2.639002443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Serbia and Montenegro,Consumption,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.853817425,0.720314738,0.711846873,0.788937168,0.922410533,0.978256448,0.99450283,0.798340916,0.806281717,0.839047135,0.923720774,0.933125232,0.957577538,0.904275897,0,0,0,0,0,0,0,0,0,0,0
Former U.S.S.R.,Consumption,Quad Btu,51.67952568,52.05551563,54.18088871,55.22631198,58.21445602,60.60802355,62.48734442,63.89949246,65.99792021,64.96438251,66.11761986,62.12499904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Yugoslavia,Consumption,Quad Btu,2.044588308,2.213117675,2.292120449,2.346671961,2.712292034,2.830791431,2.81782483,2.876431953,2.891611619,2.903076803,2.791077562,2.574279114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Consumption,Quad Btu,8.635491483,8.268095141,8.01465231,8.100062016,8.293212998,8.478171065,8.623435279,8.742445934,8.860162982,9.027819539,9.225717677,9.839512252,9.931866553,9.871726188,9.867866974,10.14716483,10.49121611,10.42528324,10.66640031,10.7999608,10.92138183,11.1800275,11.06210997,11.14434967,11.32851116,11.44417584,11.46585284,11.26329389,11.3437444,10.73522553,10.99890895,10.70337515,10.59991394,10.71284643,10.26708959,10.31095431,10.1504119
French Guiana,Consumption,Quad Btu,0.005,0.004,0.006,0.006,0.005,0.005,0.005631484,0.006143125,0.006976814,0.008046984,0.009582354,0.010525495,0.008682426,0.011578312,0.011578312,0.013501388,0.013616003,0.013501388,0.013501388,0.01350139,0.007679289,0.013663634,0.013577387,0.015707552,0.015516085,0.015326044,0.014243207,0.015522707,0.015911797,0.018228161,0.018159108,0.018597688,0.015462017,0.015649311,0.016065071,0.015841385,0.014823215
French Polynesia,Consumption,Quad Btu,0.003,0.005,0.006,0.00816832,0.01225056,0.011334304,0.013672044,0.013964038,0.013820897,0.014123329,0.013534788,0.013713122,0.013185893,0.013158344,0.01011731,0.011213353,0.010969433,0.011282682,0.0114641,0.010814048,0.012139059,0.013603099,0.014026829,0.015125859,0.015719041,0.015977167,0.015433919,0.01708862,0.01680071,0.01662726,0.017314228,0.016708846,0.015892328,0.016311038,0.015337249,0.016617853,0.016103905
Gabon,Consumption,Quad Btu,0.027904717,0.032662225,0.03022683,0.04078953,0.03640396,0.03208302,0.028604016,0.033633423,0.034379088,0.044396603,0.04299246,0.044320615,0.045735494,0.042989626,0.043889875,0.040850984,0.042604324,0.045588941,0.044444928,0.050959764,0.039143918,0.042467086,0.042170831,0.041142298,0.041878203,0.044611961,0.045670943,0.045541496,0.046532292,0.046119742,0.054504201,0.05503803,0.068584746,0.071043897,0.072120942,0.071480918,0.068277806
"Gambia, The",Consumption,Quad Btu,0.002,0.002,0.002,0.002,0.002,0.002,0.002394093,0.002674893,0.002682107,0.002674893,0.002687595,0.002674893,0.002682107,0.002887506,0.003656149,0.003158481,0.003175123,0.003158481,0.003572391,0.003572421,0.004636857,0.004704081,0.004684185,0.004684185,0.004943141,0.004985012,0.005845343,0.005610326,0.005828952,0.006537189,0.006821735,0.007375147,0.007018559,0.00696118,0.007699282,0.007883105,0.008294806
Georgia,Consumption,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0.323146544,0.197564341,0.152494277,0.150941586,0.159143763,0.164158919,0.165774948,0.161351368,0.137001665,0.127339122,0.149456141,0.133172582,0.137675437,0.189643047,0.178844703,0.200034234,0.198494326,0.190098649,0.215239594,0.203126825,0.205868374,0.228701245,0.239056895,0.249157848,0.263159289
Germany,Consumption,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,13.9028316,13.66633149,13.59926591,13.52801652,13.81138607,14.00223106,13.87155715,13.89587837,13.72055101,13.85058766,14.29249844,14.08451406,14.05359822,14.19933303,14.01723031,14.36157744,13.77201218,14.1289709,13.30956759,14.09390521,13.55607078,13.73377826,14.06760523,13.65049969,13.81692762,13.86450971
"Germany, East",Consumption,Quad Btu,5.707920155,5.737352383,5.830748873,5.859406981,6.287759848,6.470716969,6.505324108,6.458907865,6.394912217,6.215341066,5.356293258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",Consumption,Quad Btu,11.93275023,11.45083212,11.26230964,11.09482202,10.98805246,11.47465746,11.73851635,11.76196143,11.79881609,11.53514678,11.71213542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Consumption,Quad Btu,0.086305825,0.083219023,0.082875585,0.055058346,0.05092856,0.058377972,0.077160901,0.084838229,0.093671664,0.102584626,0.100061717,0.104446406,0.11273167,0.111545001,0.114245545,0.116805615,0.123645636,0.121610787,0.094454442,0.115395305,0.142326184,0.142314758,0.131044058,0.120097185,0.141530392,0.145129115,0.14088305,0.133605108,0.157534341,0.180885654,0.187103848,0.234990372,0.240714097,0.255974403,0.25769394,0.272954693,0.254772872
Gibraltar,Consumption,Quad Btu,0.007,0.008,0.007,0.006,0.005,0.012,0.018503169,0.018940033,0.024845654,0.021242637,0.022044715,0.02250079,0.0403889,0.042746104,0.042594194,0.042594194,0.042710393,0.042594194,0.048913942,0.042805903,0.119759543,0.131712236,0.145925529,0.16733301,0.159577517,0.178630768,0.17451764,0.188691569,0.183519221,0.194673084,0.187859922,0.186975954,0.188620106,0.173709309,0.164459721,0.168148908,0.170679388
Greece,Consumption,Quad Btu,0.724459235,0.713200794,0.693267298,0.704125424,0.718418886,0.756339505,0.779880046,0.835565785,0.884061138,0.924597611,0.960977915,0.97699258,1.011138182,1.018324271,1.049554407,1.083959659,1.131452535,1.138568259,1.209330498,1.214600628,1.283936566,1.305683912,1.321658472,1.397496401,1.396653009,1.40402593,1.449262301,1.46890859,1.445422915,1.374630112,1.319319159,1.282613101,1.184468557,1.130838719,1.124971903,1.133893199,1.119107092
Greenland,Consumption,Quad Btu,0.008,0.007,0.007,0.005,0.008,0.007,0.004761882,0.003588945,0.007708899,0.006796787,0.007763698,0.007668115,0.006815285,0.006968799,0.007018552,0.007018552,0.007856523,0.007620578,0.007620684,0.008990048,0.01056605,0.009324476,0.00950044,0.010294435,0.009475873,0.01133194,0.010489406,0.012196762,0.010534547,0.011992322,0.01496093,0.015224303,0.012343011,0.01214902,0.011373685,0.012596731,0.012510156
Grenada,Consumption,Quad Btu,0.001338,0.001532,0.001702,0.001658,0.001706,0.001756,0.00189195,0.001329276,0.001418593,0.001412989,0.001793621,0.001793621,0.001849169,0.002251544,0.00287585,0.002440746,0.002755306,0.003292925,0.002728506,0.002728532,0.002944203,0.003128625,0.003297457,0.003661618,0.003468988,0.003802399,0.003519108,0.003734979,0.003971559,0.003856071,0.004002689,0.003994326,0.004127196,0.0045715,0.003864749,0.004082012,0.00410202
Guadeloupe,Consumption,Quad Btu,0.007,0.01,0.013,0.013,0.015,0.013,0.013900897,0.016146322,0.01732197,0.018848173,0.020928238,0.02155453,0.020334922,0.022983242,0.023615391,0.02483413,0.024555973,0.024683701,0.024734126,0.024735286,0.029462665,0.030367897,0.030847883,0.03245393,0.031902152,0.031499465,0.032544588,0.034168617,0.031800627,0.031055183,0.033143538,0.036394229,0.027716734,0.027417828,0.02701489,0.028469258,0.02863532
Guam,Consumption,Quad Btu,0.053,0.074,0.058,0.055,0.019,0.009,0.015723157,0.010810866,0.011372977,0.010781859,0.026174068,0.02952264,0.035365615,0.046666103,0.067949264,0.050939071,0.044742625,0.050969696,0.042263462,0.04683399,0.047709922,0.066113765,0.045915398,0.038872407,0.0453786,0.052916668,0.055806638,0.040629502,0.02577185,0.040657675,0.035947667,0.03176485,0.034026928,0.028664733,0.027735401,0.029704511,0.027965032
Guatemala,Consumption,Quad Btu,0.066889998,0.056118483,0.057645163,0.062994616,0.05385908,0.060615863,0.064519149,0.065508191,0.07165097,0.075406627,0.079897575,0.077901023,0.085926963,0.09151856,0.102403098,0.109437868,0.113266106,0.122337558,0.141999234,0.151968246,0.162773059,0.16761013,0.170780405,0.188024778,0.177627302,0.183294261,0.193944495,0.208172096,0.193647998,0.203783745,0.20560432,0.20997692,0.214417815,0.223518289,0.236529548,0.271903797,0.293326094
Guinea,Consumption,Quad Btu,0.013537424,0.013547044,0.013547193,0.013609563,0.0136182,0.012681967,0.015906842,0.017000088,0.017438977,0.016295757,0.021827782,0.017594874,0.01764613,0.018255529,0.01866089,0.018369501,0.018507716,0.019694083,0.020337257,0.021205144,0.026953079,0.029530738,0.030615953,0.029875687,0.032177518,0.032465008,0.032915023,0.035200937,0.034983808,0.036579193,0.042563964,0.04282607,0.041686208,0.037493666,0.038562502,0.041686163,0.043240662
Guinea-Bissau,Consumption,Quad Btu,0.001,0.001,0.001,0.001,0.002,0.002,0.001572776,0.00271431,0.003242079,0.003313666,0.00386004,0.00386004,0.004201167,0.0049859,0.0049859,0.0049859,0.004625727,0.0049859,0.0049859,0.004985902,0.003802541,0.003927589,0.003538605,0.004227983,0.00451325,0.004622907,0.004819473,0.004685315,0.004563103,0.004727617,0.004851532,0.004922659,0.005039123,0.005276448,0.005820178,0.005577913,0.00575419
Guyana,Consumption,Quad Btu,0.02105194,0.024052265,0.02005227,0.0170526,0.0200522,0.020052235,0.019201449,0.015023151,0.014686071,0.009614419,0.009554133,0.010912783,0.012234154,0.015978299,0.015954844,0.013250442,0.014632946,0.015476085,0.01970572,0.023667658,0.023463326,0.022629285,0.022811451,0.023573397,0.022958103,0.020776394,0.018548624,0.023081702,0.021902489,0.022572729,0.024661575,0.025519814,0.028564786,0.027818582,0.027805509,0.028701784,0.029828533
Haiti,Consumption,Quad Btu,0.015378853,0.010446003,0.013697133,0.010819365,0.01090232,0.013207229,0.014028609,0.021289817,0.022262525,0.020717095,0.013487858,0.012872493,0.014763864,0.011422436,0.009479688,0.015523149,0.018354318,0.021733495,0.021902642,0.022834659,0.023844222,0.026000661,0.028226023,0.026035311,0.029983649,0.031546155,0.03199966,0.035231026,0.035492524,0.033787588,0.031234225,0.032952708,0.035511755,0.037997863,0.040337106,0.042749065,0.0477269
Hawaiian Trade Zone,Consumption,Quad Btu,0.095,0.109,0.1,0.095,0.115,0.11,0.064647121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Consumption,Quad Btu,0.033005891,0.030568267,0.03183044,0.032728487,0.0340306,0.032047102,0.037803252,0.036629078,0.0451157,0.05218148,0.059460818,0.058899128,0.061131755,0.061068125,0.060523727,0.065988064,0.073186048,0.074998534,0.080892139,0.088799379,0.08743261,0.094078901,0.09459621,0.10562251,0.11174759,0.113674033,0.105996264,0.132189421,0.131695628,0.12487271,0.131969057,0.132409307,0.14246069,0.142051918,0.151242663,0.165734943,0.167249575
Hong Kong,Consumption,Quad Btu,0.273077222,0.282467219,0.298152538,0.334273543,0.355110886,0.367873427,0.403232413,0.448526557,0.484302571,0.49914227,0.537318792,0.567734088,0.630397636,0.671291762,0.653886674,0.679117814,0.687179183,0.68055811,0.716584902,0.908867438,0.85948764,0.869100331,0.904041779,0.936819233,1.043862622,1.024245085,1.083289023,1.156138287,1.086994841,1.254660138,1.339750339,1.258946456,1.187760524,1.20968317,1.169649953,1.275930622,1.325685795
Hungary,Consumption,Quad Btu,1.143037943,1.130357593,1.124142639,1.143337049,1.111571678,1.177454771,1.178995694,1.203218122,1.183013732,1.186701584,1.12442777,1.092179893,0.99679294,1.020459681,1.015075038,1.0234678,1.055334707,1.02910297,1.027885061,1.023756167,0.995169156,1.030776162,1.029077045,1.052577492,1.063201041,1.14108681,1.12502403,1.095947902,1.089891407,1.014669407,1.033490211,1.005058857,0.940334708,0.915494088,0.937738295,0.983475473,1.002535841
Iceland,Consumption,Quad Btu,0.057296885,0.05724672,0.058405854,0.063166756,0.065198563,0.065090359,0.068175413,0.069797969,0.073755565,0.076703245,0.07712292,0.075600218,0.077586316,0.080411054,0.081359332,0.08299621,0.088110993,0.091558001,0.099651963,0.10853154,0.116511557,0.118467629,0.121804043,0.122763343,0.125197532,0.126081045,0.139382602,0.160000452,0.199425057,0.197564278,0.197893769,0.197099446,0.198056889,0.207408011,0.204801964,0.213141347,0.211990528
India,Consumption,Quad Btu,3.761814658,4.222166775,4.367659474,4.625930658,4.973994389,5.2350025,5.645022216,5.95189995,6.585981467,6.946856063,7.445822651,7.840958931,8.260499539,8.6086561,9.249598449,9.857129768,10.30630679,10.82453417,10.9840961,11.71211848,12.54446283,12.78551862,13.39118242,13.88798576,15.10098378,15.95487931,17.22857082,18.65954021,19.16015839,20.19400214,21.66464225,23.01042049,25.29905203,25.86771361,27.54266903,28.49007637,29.03814023
Indonesia,Consumption,Quad Btu,1.155726607,1.257903228,1.294673507,1.371350152,1.433961304,1.55049233,1.671483653,1.753482888,1.897053443,2.12018781,2.332311227,2.60063401,2.684798932,2.845803526,3.01566395,3.18817062,3.45232274,3.643325297,3.496868686,3.890772829,4.240238296,4.101909891,4.207586799,4.338849545,4.53415383,4.748737572,4.911051225,5.266234113,5.613469202,5.872229362,6.405619165,6.295434318,6.516275418,6.68392574,6.813356038,6.945031649,7.248372206
Iran,Consumption,Quad Btu,1.602570557,1.506441433,1.727842638,2.113213532,2.227607048,2.396571018,2.421922243,2.529720266,2.701043676,2.966022355,3.010527758,3.218640036,3.349372563,3.472036515,3.669641105,3.812706129,3.909889395,4.423768914,4.583238087,4.605304682,5.142871743,5.572061473,5.908191276,6.149579101,6.419440259,7.350817828,7.790357467,8.059380318,8.321210725,9.300399818,9.214477396,9.349661564,9.778077484,10.00866931,10.62904781,10.76750708,11.2601455
Iraq,Consumption,Quad Btu,0.523923006,0.483301401,0.462570219,0.550940891,0.53818576,0.566471988,0.621609104,0.637484436,0.766998624,0.825320448,0.914860531,0.599107872,0.83692081,0.962441338,1.100342124,1.127244428,1.123017876,1.037708536,1.052265989,1.070406644,1.009298918,1.023018341,1.041343669,0.817730459,1.013005294,1.098743397,1.07696867,0.985282562,1.096634761,1.314249119,1.373826269,1.428289008,1.655045014,1.996640196,1.925987659,1.821092635,1.90188282
Ireland,Consumption,Quad Btu,0.321781978,0.310888807,0.307973057,0.2962839,0.301301987,0.306367832,0.33220428,0.327880897,0.321601433,0.337794576,0.359723172,0.374829666,0.373683587,0.390672715,0.409356878,0.418531601,0.449989039,0.476797384,0.515387116,0.55563311,0.593285613,0.615307671,0.612734522,0.607762411,0.631631033,0.660154618,0.689235313,0.680974521,0.68490642,0.617687476,0.632553705,0.582315043,0.569493223,0.569362843,0.572316166,0.600927418,0.632123701
Israel,Consumption,Quad Btu,0.356052482,0.36152114,0.377000492,0.370002304,0.337854579,0.357276985,0.38593528,0.423963715,0.44615679,0.460612689,0.474758783,0.484738872,0.508519651,0.564603044,0.600498642,0.646704683,0.66298094,0.698280647,0.707575251,0.718884027,0.783746586,0.776031016,0.822152771,0.846724475,0.856979778,0.823003178,0.851662584,0.888636906,0.87415482,0.885311262,0.951201794,0.939894063,1.011269246,0.933121626,0.981421883,1.02147752,1.03758176
