country	CG	SC	ES	EQ	HS	HO	IW	JE	SW	PS	WL	numResponses
CHN	0.06512817553194239	0.07629306736268347	0.0948340014466598	0.08884055826746187	0.10078440115157444	0.08892456762025527	0.0959869558684286	0.08819069884809753	0.09830157297978322	0.09846706887616746	0.09524803195694055	1111
COL	0.07326017542731675	0.0754503002861186	0.10254450565495776	0.09081205024301327	0.09925789041873857	0.09027014219937474	0.09025367303714052	0.08937403948002129	0.09466682293761561	0.09101036403189572	0.09743202008947754	1235
COM	0.05764961855187419	0.09291038952693088	0.07692399496910775	0.11448217613631148	0.08950902898271318	0.0804387341981327	0.09356449732389582	0.08440698816638667	0.1219390050217118	0.10311447115958394	0.08506109596335161	7
COG	0.06734247465019752	0.08374524265395074	0.08886623004094799	0.08314956072583594	0.08272145845044301	0.07642758811716384	0.08902570428670856	0.08529243678615996	0.08391779905565062	0.09914711658911561	0.08893581721525466	14
COK	0.053759026920791625	0.05685274692627634	0.06364150555327025	0.08966246172128525	0.09591246172128526	0.08396550345079758	0.08084236025412496	0.0991804355774944	0.080270179167238	0.09244023949906303	0.20347307920837332	8
CRI	0.06704023611963633	0.07279590811428789	0.10183573136306603	0.09659877525992105	0.10705246318879671	0.09079777721475807	0.08647055936045939	0.0901944330414709	0.10273020251900129	0.09146873702632721	0.08950640486244998	285
HRV	0.05566093191382248	0.0766299575328112	0.10032781883986225	0.09197392696836709	0.10040771510297292	0.08343573828097701	0.09543239841958999	0.09053655449562752	0.10510203878018652	0.09642526237319204	0.0928736274418441	268
CUB	0.06709333441372485	0.07758310349871225	0.10356224300349486	0.08358505573591603	0.10403479835439688	0.09204922928031002	0.08673528312394858	0.07859054886410499	0.10453689480443148	0.09883628995475338	0.10339321896620676	42
CYP	0.05680815323291709	0.06871180630437267	0.09819608674115386	0.07850992837490034	0.08763315952104297	0.08619165718189839	0.10624681999996093	0.07775222857714835	0.08498768575974339	0.08321783398523051	0.16063352921051985	90
CZE	0.06728880672751675	0.07519242346169806	0.0963132900045885	0.09282219612765341	0.10374359712288789	0.08515708008873105	0.09224285983599095	0.09051417787557801	0.10234781768145908	0.09735377156616234	0.08900258913340624	748
CIV	0.06269120918446615	0.08375687353162486	0.10411508338143995	0.09244254317891686	0.10920696818590223	0.08824202670058638	0.09710129671162215	0.09430588465428837	0.08195426229442264	0.11043012996113127	0.0757537222155993	35
PRK	0.06850574575858175	0.0810473786701993	0.09270027569741228	0.08472046697490644	0.10030461730170383	0.08215914264842789	0.07974269154672067	0.0864163134691101	0.14158426385024575	0.10510048429191075	0.07771861979078114	16
COD	0.06581206006241873	0.07319380920887376	0.08996508019104862	0.08278571438901423	0.08933025132092563	0.10727301073427328	0.11145916413133053	0.08562163255850487	0.10146263233063806	0.08650693752200209	0.10658970755097011	20
DNK	0.07213088619985523	0.08038641887807255	0.10144049665843731	0.09269380355169352	0.100249694106405	0.08272615132394326	0.08109796508619523	0.0861425922153409	0.10954792392787102	0.09172880630440407	0.09371690976406181	983
DJI	0.09642767613249008	0.09188222158703552	0.09188222158703552	0.10163831914801114	0.09188222158703552	0.07882612874370865	0.0742806741982541	0.07882612874370865	0.09767313539559334	0.10618377369346568	0.09049749918366176	5
DMA	0.06647727272727272	0.07897727272727273	0.06647727272727272	0.07897727272727273	0.07897727272727273	0.07397727272727272	0.06022727272727273	0.06022727272727273	0.07897727272727273	0.05022727272727273	0.05647727272727273	4
DOM	0.07107259238492354	0.0776669130815117	0.10237314736519812	0.08611115731461774	0.1013457989636426	0.08655212888359035	0.09587438334208091	0.08741914668113152	0.09976761087857838	0.10195855076651353	0.08985857033821155	125
ECU	0.06895577047552588	0.07551756028726195	0.10519905791778485	0.08709399816585381	0.09947535485112023	0.09308033602709477	0.08598982531238764	0.0894567546371213	0.09109366771576148	0.09798460866327348	0.09068914842104124	194
EGY	0.06449646934700042	0.07987622241391397	0.09825270415676314	0.09394624132923078	0.10507029658599357	0.08857914428958863	0.09712981662003221	0.0822289888390924	0.09079933998735293	0.09223045587679253	0.09134753980557644	187
SLV	0.06093537956825103	0.07297932475077924	0.10191838458362945	0.09593381450064506	0.09977198034222223	0.09015891885582514	0.08817658958019836	0.09125006719089142	0.1010711005495442	0.09640470355935496	0.08889973651865857	80
GNQ	0.05757933104631218	0.0781285734705546	0.0798015532685344	0.04732049266247379	0.12708690680388793	0.07257301791499905	0.10590635124833238	0.07716194968553458	0.12778135124833237	0.10723210882408996	0.11942836382694871	6
ERI	0.050235875235875235	0.094743450993451	0.050235875235875235	0.08148587523587524	0.11120268620268622	0.06412476412476413	0.06980658230658231	0.03516414141414141	0.12358960483960485	0.06286213786213786	0.13154900654900656	8
EST	0.06701137345692215	0.07761919281310146	0.09850073573186474	0.09573444871018068	0.10190013844113817	0.0955832601757778	0.09127148907149432	0.08807690165392582	0.10021829025136841	0.09813041024104047	0.08175207878091723	238
ETH	0.06681125083069969	0.08384898859846285	0.09936041302893425	0.07692345615820316	0.09227173462988018	0.09944998289468082	0.12581672507143798	0.0903057068934855	0.09365294007913288	0.08157557256424464	0.08998322925083813	39
EU	0.07599316279625629	0.08134746002080345	0.10152113695510004	0.1058368697547235	0.10437079374793232	0.08854437646605076	0.07628209214230788	0.08311644404027022	0.10508380719544208	0.08422099869830102	0.0936828581828121	100
FRO	0.07394688097477431	0.10026629289058532	0.09048210868779648	0.0783501742002731	0.11124546666045676	0.09729995271494284	0.0861629415779317	0.08827710648279428	0.10649262469831249	0.08754100297099685	0.07993544814113593	11
FJI	0.060487948538913414	0.08043567963825965	0.08935223167265056	0.08189964357066011	0.10155778433210959	0.08540201193879382	0.07948445682429989	0.08846173140799074	0.1777379963420554	0.07968511098039857	0.07549540475386816	23
FIN	0.0683718741955204	0.07778797640812898	0.09946197341614854	0.09742379063250649	0.10449280967993967	0.08787158340572243	0.08247669098726954	0.08524678185534298	0.10622874716892085	0.0970691024421225	0.09131387837658783	887
MKD	0.06430280273620972	0.08200117665970054	0.09545702126869868	0.09160863536362931	0.10240537128679905	0.07902951071280727	0.09193952907305962	0.09283005594454855	0.10521183528908203	0.09667745362450604	0.09853660804095907	68
FRA	0.06165168140554367	0.08744164479927548	0.09909042007167018	0.09146180490862409	0.10806300812880236	0.09328250980368955	0.0860200199034086	0.08975657766822961	0.09812721690924887	0.08828556610872829	0.09227805470978594	16074
GUF	0.06413121962511296	0.07891953535594455	0.10102061748169916	0.09672340951946783	0.11021988031810363	0.08399458152380612	0.08331958249126786	0.09264641945195984	0.10132146048037716	0.08843354330925912	0.09926975044300174	12
GAB	0.06138641512973064	0.056494297938148204	0.09678026469470319	0.10837553217232361	0.11863815526917132	0.0889105250067817	0.10560981897880292	0.0932098006964317	0.09087762109152484	0.08956080560358635	0.09015676341879549	11
GMB	0.07055392103447024	0.07626820674875594	0.14537793759761725	0.07490174712142675	0.11173077621590206	0.08061603283571246	0.07490174712142675	0.0906781446369547	0.1048468998583415	0.08633031854999818	0.08379426827939414	5
GEO	0.06609135258917889	0.08669777778659761	0.09301515449661693	0.09161658247653506	0.10351400601921103	0.08706996708263437	0.08654853061580153	0.08737002898267049	0.08858398897377054	0.0928772430583467	0.10074235204562083	63
DEU	0.06766683877338253	0.08226865887436426	0.09881036725302861	0.09190185701658432	0.10505311745167947	0.09008686907349782	0.083873835628777	0.0854511063321418	0.10796663676204261	0.08994876178397783	0.09310305551066897	13699
GHA	0.07160993036015356	0.07879731742727311	0.09067329101051864	0.081538986573641	0.10590705857336628	0.09475274749878629	0.0936528829594133	0.08504739112472055	0.09493682048575819	0.0885138843056411	0.08515792497484567	34
GIB	0.06536715582998892	0.06847274589210073	0.08078008428639565	0.21397539139474622	0.09168860851890304	0.08078008428639565	0.08202677277011078	0.08561100216079179	0.078134581640893	0.07190484960470936	0.08125872361496483	9
GRC	0.06511274653491068	0.07721329205668297	0.10219688700251241	0.09169014743469654	0.11013838553440095	0.08569151633982139	0.08990371473792903	0.09156204449833658	0.0979768529406664	0.09198639832598081	0.0889017038219015	1049
GRL	0.04640376601327365	0.037065905232288934	0.12102947985800276	0.08537582960333386	0.08945053248958172	0.12437876215465349	0.14135669084735297	0.1329989195863559	0.04949837937953387	0.12892421670010804	0.043517518135514736	5
GRD	0.09291746013426433	0.09007059457171984	0.0981351107007521	0.09457171985304018	0.10619962682978437	0.08009694731375151	0.07844268759497566	0.09932771654452074	0.08366033816146344	0.07368669090349511	0.10289110739223267	4
GTM	0.06476833046855544	0.07371080320909601	0.10735745099208188	0.08986913377470138	0.09467201446068643	0.08451346556999709	0.08577443765772491	0.08924785608207966	0.09536179057642157	0.09337120414222083	0.09250735922028044	104
GGY	0.058915161486817046	0.09255299973287175	0.0823587598258494	0.09111854966132384	0.09650458531678359	0.09338008396119751	0.08778434714061258	0.09549262750335519	0.11501062316749555	0.08476919176524027	0.1021130704384533	12
GIN	0.06169780902401223	0.08889323023566063	0.10022766996766629	0.07586436142585876	0.10759546557075601	0.09831196115540575	0.1047731245131208	0.10153485951014996	0.05462710195330516	0.12244989218988853	0.08402452445417595	11
GNB	0.06787330316742082	0.0582579185520362	0.07748868778280543	0.07748868778280543	0.07748868778280543	0.13631221719457015	0.13631221719457015	0.13631221719457015	0.07748868778280543	0.07748868778280543	0.07748868778280543	2
GUY	0.10459632168506301	0.07499635329704396	0.07335332604426062	0.07997191176097453	0.09528925821174997	0.1299801148699528	0.10161434873656688	0.06448928930160787	0.08734561093841732	0.10193538137050201	0.08642808378386105	9
HTI	0.06646355455167148	0.10460704571743204	0.08552581458466745	0.10917317284331929	0.09686138500035116	0.11004552723684545	0.09318811969854475	0.08511471723687128	0.07555117908448294	0.09097525931982649	0.08249422472598784	28
HND	0.06723939791639771	0.07941666027872603	0.09645430250863528	0.08959245909884363	0.09119111118316285	0.09975090785156152	0.08049408388591911	0.08782332846551187	0.09164108773924369	0.10342621858475953	0.08018355724133701	61
HKG	0.06331524712296552	0.07869898351939451	0.09227640973485504	0.08764306873432838	0.10082125473822239	0.09333625513412847	0.09668587873216297	0.08829833491586137	0.10282994724985603	0.09667846404391972	0.09026283799650352	437
HUN	0.06204873955864368	0.08302941563558154	0.0952942425389811	0.09206790142997452	0.09985173609999158	0.09085037672359196	0.0893593392091054	0.08459971067839102	0.10360756745134997	0.09762096267539556	0.09359246357250242	1238
ISL	0.0645429743855969	0.08160205773237938	0.10016824218999222	0.0824930851474908	0.10922433214299106	0.09406107494064352	0.08839445021144718	0.08950259622413605	0.09204905504739114	0.10193908093404981	0.09052854554937664	182
IND	0.06773128015312659	0.07568098944044788	0.0943301712941329	0.08778456195460493	0.09661930801034176	0.08856521152313776	0.09521855011347746	0.0919095552762086	0.09914520238546376	0.09466691003141321	0.09237149874284888	1377
IDN	0.06133013546478489	0.0778147056599297	0.1033352158059953	0.08348042647381372	0.09281741992171177	0.10482619376559868	0.0916614744273195	0.08833973382646035	0.09696700825992256	0.09104892663955902	0.08914799052413487	208
IRQ	0.05720139302115173	0.05793157857783638	0.0905182571203973	0.061373727630792844	0.09405473416504845	0.0851542028606187	0.09112446212189904	0.08234835738380782	0.07427901747639022	0.0865711080517378	0.08430802645518455	37
IRL	0.06755885382657917	0.08193274749099023	0.0981111606885043	0.0863075126569236	0.10028257681613689	0.0878567713671325	0.08854818032107	0.08809383236991782	0.10956914368401578	0.085235005624148	0.09846131971222606	746
IRN	0.06724344510308793	0.08087057279514068	0.08932848957223725	0.08449703704618255	0.09061725661438991	0.08938868244107062	0.09795609870416266	0.09305437269158842	0.09702288034046007	0.09392070173953923	0.09382323522936913	404
IMN	0.06591582019352006	0.07602164029934017	0.06515630491787575	0.08205338633108619	0.09967243395013381	0.08274811833016602	0.08717720179150754	0.06334200213583104	0.09013675120266987	0.06953247832630721	0.08491052918822906	15
ISR	0.06267817108618347	0.07648624703282983	0.10037438809098928	0.08150661232590492	0.10445311401036614	0.09349410996545524	0.10126876471204364	0.08680617610956784	0.09991254754114932	0.0875585987474623	0.09326614842683227	984
ITA	0.07075504945029687	0.0834135966734408	0.09763354338530242	0.0937056304277804	0.1031816324347484	0.0858814205205057	0.08259914771358413	0.09238789741662963	0.10205258790921365	0.08794199264692121	0.094698172176641	5218
JAM	0.055131257667415855	0.14732991564466402	0.08254831450608031	0.07576227229730903	0.10214315445265916	0.08534643966688367	0.0968447512340067	0.08961079944041882	0.09023746434609835	0.09343218694536787	0.08161344379909621	19
JPN	0.06203034608562817	0.0815933716479519	0.0968534405907565	0.08645589133480573	0.10147473390226486	0.08985694210707543	0.08827838918938574	0.08596595059341247	0.09977489971726587	0.1072122493554984	0.08957482372732443	1647
JEY	0.05468215381288675	0.08359743011282467	0.09932703062478704	0.09661616873439033	0.10067235164922748	0.08020208835403429	0.07954873106273375	0.07533738054456506	0.14631427422732915	0.08981594532046365	0.09388644555675786	22
JOR	0.05437371208133589	0.07873507865925766	0.11846834856486675	0.08200624567400314	0.09653056244998191	0.10357684141974922	0.10654273784412954	0.08355973130658051	0.08606456541334842	0.08566262021364611	0.086935696723978	57
KAZ	0.07735105352167342	0.08067886669291474	0.09634796849232281	0.08610175825467102	0.09512221353391702	0.0931224787641477	0.0940822277456723	0.08852446074546146	0.09496681850920162	0.09568054631882483	0.08459878862924651	149
KEN	0.06491771451533984	0.07933794017483421	0.1038278495863866	0.09337386739000904	0.10893858599854944	0.10397498918549808	0.09774448457012391	0.08438573131064538	0.09375793482287129	0.08765132575408306	0.08208957669165916	47
KIR	0.080309381850964	0.09063617923658493	0.1068453295633823	0.07341283012682606	0.09351199623004897	0.08073309156473457	0.09406642489806791	0.0910598889503555	0.09795644067449341	0.09494990472678098	0.09651853217776139	5
KOR	0.06874283478360764	0.07971704661008595	0.09448701116310121	0.08443730498491571	0.09567523263505372	0.09209249391103336	0.08730183395667383	0.08785438469159794	0.10662332701306067	0.09910219094932539	0.09381873782553489	1084
KWT	0.06078424258990446	0.0686625601135144	0.08760393624512859	0.08595052872426545	0.1048125497729134	0.0989041924920071	0.12742551880903233	0.09076572746177983	0.09344531221566794	0.09072891265322314	0.09091651892256342	33
KGZ	0.06193728371847531	0.06493807414890265	0.08092646342219202	0.10264692486646983	0.08503773423306758	0.07246429461699651	0.1271890649648166	0.09854214881790041	0.08199838571592319	0.1306349638480525	0.09368466164720335	22
LAO	0.055119659781638	0.07502646702964307	0.10218019906087056	0.09890638953706105	0.09407120531213088	0.07544921931264943	0.18413490623109496	0.05801770950364417	0.09848363725405467	0.07599998559617434	0.0826106213810388	8
LVA	0.0684439713316362	0.08165986395823861	0.09211257329704427	0.09493202168032357	0.09302330488230148	0.08646679629122817	0.09155201382707194	0.08750816672139661	0.10288530179858515	0.09392214791242151	0.09370073485147667	145
LBN	0.05640297266526908	0.08763454490095571	0.09690721740644782	0.07867214396935246	0.09946085556873865	0.08865603288621017	0.10814995918004949	0.0884328622239533	0.09838858740778775	0.08814966803182193	0.10914515575941326	113
LSO	0.034482758620689655	0.034482758620689655	0.1724137931034483	0.034482758620689655	0.1724137931034483	0.034482758620689655	0.10344827586206896	0.10344827586206896	0.1724137931034483	0.10344827586206896	0.034482758620689655	1
LBR	0.08106060606060606	0.08106060606060606	0.08106060606060606	0.1477272727272727	0.08106060606060606	0.08106060606060606	0.08106060606060606	0.08106060606060606	0.08106060606060606	0.08106060606060606	0.12272727272727273	4
LBY	0.04626924001924003	0.09345040386707053	0.08147549605882938	0.07254492046158713	0.08168292751626086	0.0929586242086242	0.08952900411233744	0.07451301409634743	0.1963276317442984	0.0846212825379492	0.08662745537745536	9
LIE	0.07245508569277616	0.09355048633350298	0.09258500552220031	0.10290780869714629	0.10983598099796156	0.09725235146518196	0.07293795120090882	0.07806559020621634	0.09595967827063061	0.10031957037562075	0.08413049123785409	18
LTU	0.06670771313526548	0.08059638419408498	0.10488486226004007	0.09336711364897927	0.10322628062239154	0.08096597936752262	0.09036131958970726	0.09451977559199641	0.0983715320036101	0.09094699833489374	0.09119767231946972	206
LUX	0.061920105334022715	0.07754688796675169	0.0909232128243916	0.09258779130305772	0.10507960473815986	0.09097926933175454	0.09813811120890958	0.09209939084979486	0.09989979571180455	0.09214071210416222	0.09195111189318324	297
MAC	0.05656896645742824	0.07255955177161415	0.1161036822167228	0.08983973041828179	0.10649922412193119	0.08707619991215561	0.08109539941648024	0.09548651529619971	0.1036903911385928	0.10344967416146171	0.0876306650891318	24
MDG	0.06848288279277641	0.07003349118202745	0.11067593517646572	0.08959307685370015	0.10068555734145698	0.09723750433296093	0.09241517151547575	0.09127332721227412	0.09249210086747893	0.10451974289982552	0.08259120982555808	19
MWI	0.06041973666630608	0.07110422123021547	0.080122725856372	0.08694780169054794	0.07981170422341274	0.08948912357825146	0.08433745522638089	0.09166303662172973	0.08651443432770753	0.08536309207037449	0.08422666850870175	10
MYS	0.06706123897271514	0.07964782904630113	0.09364919760360742	0.0855550952760838	0.10244283232271162	0.0885026017884642	0.0992940416514198	0.08832014539156335	0.10169077725037488	0.09336838949086053	0.10046785120589828	359
MDV	0.06537053985626896	0.08675922693462912	0.09200468619773239	0.09651532449560472	0.11718199116227139	0.09563727571511692	0.0858811781541413	0.07737053985626896	0.10051532449560474	0.09200468619773239	0.09075922693462911	5
MLI	0.06718549310579672	0.08160905328837018	0.09762269501358686	0.09762269501358688	0.09394622442535157	0.08452651059387303	0.09394622442535157	0.08644622442535158	0.0868913754587379	0.09394622442535157	0.11625727982464226	8
MLT	0.06318443601617785	0.07070356687121493	0.08658863302479498	0.0886070358685411	0.10033827271767383	0.093459462466447	0.08983266529311724	0.09270127491319148	0.12296441693595385	0.08731102341768061	0.08818018021714243	62
MHL	0.04638456172983027	0.059172285514996516	0.07196000930016275	0.3219600093001627	0.07387816786793769	0.0665252266914671	0.07579632643571263	0.07579632643571263	0.07196000930016275	0.06460706812369216	0.07196000930016275	4
MRT	0.06600185528756956	0.10078849721706863	0.07620593692022264	0.1062152133580705	0.11116264687693259	0.07620593692022264	0.06524427952999381	0.11089981447124304	0.0833487940630798	0.12414965986394558	0.07977736549165122	7
MUS	0.06577772206600467	0.07152234888203321	0.0928901188760444	0.08750275761490178	0.09887081717155093	0.079201432522159	0.08961323963612658	0.07706151711254997	0.0979020289693369	0.09316713068342146	0.09243683241181713	37
MYT	0.06752002830286827	0.06360857049648291	0.0918323732384787	0.09751577844007693	0.09371687672450854	0.08472918232014746	0.08193860265630232	0.09986918411216901	0.09965823474919991	0.10955205714302231	0.11005911181674365	9
MEX	0.07342457911499432	0.07464696891470926	0.10303015737734023	0.08826985547490765	0.10030603861413176	0.09254802722884181	0.09087356632221716	0.09163093832034659	0.0950766682581521	0.09340635394051103	0.09163545871308383	9512
FSM	0.06434611838404823	0.06757840144798559	0.10563419131912541	0.08886847610762547	0.11104254312991627	0.09162746847027638	0.09231444583039038	0.08986610483391275	0.10432101983760825	0.09940724797261684	0.08499398266649441	10
MDA	0.07119723195175688	0.07583069133143569	0.10348539302420817	0.08657999793615336	0.08767515924186203	0.10846517396731384	0.09154740390836366	0.09551449986564876	0.09387519216376089	0.08370626003724799	0.08992787462102877	82
MCO	0.0524527050005946	0.06455369991865542	0.09327173587266813	0.08723041522235117	0.10635930279088017	0.09871187135105235	0.09513774333294567	0.08531377958462241	0.09627076975744338	0.10249990977707542	0.08248378167742565	28
