country	CG	SC	ES	EQ	HS	HO	IW	JE	SW	PS	WL	numResponses
MNG	0.06575249365249541	0.08285036894972081	0.09739802581705695	0.06289504216655983	0.08125799564857192	0.11186554997078846	0.09181502410841366	0.08167919455748349	0.07925141092352873	0.12064430855872423	0.08111232477709106	23
MNE	0.0608808622624412	0.0650727814543604	0.09288436926594822	0.07629640767798662	0.11182308070465966	0.10804970495759972	0.10059327250116726	0.10018584031741928	0.11140529278687175	0.083165777047356	0.08964261102418998	10
MSR	0.06481272350837568	0.0896323483280005	0.09013739883305101	0.08299454169019387	0.07087332956898174	0.0621776773950687	0.06881548403287534	0.08357174226739443	0.06325992847731979	0.05548654244306418	0.06823828345567476	5
MAR	0.06324870903362394	0.08215640256024434	0.10792804600690199	0.08324892895201831	0.1033699770592214	0.09108805613385854	0.08845839063006337	0.08790345442363127	0.08668260707228229	0.09434349900840533	0.09517848649679853	244
MOZ	0.050582875455252085	0.0696103595990153	0.10550532742818619	0.06843582354075832	0.14660740511562972	0.13244135436421314	0.10045482237768115	0.08358733869227346	0.07099354291640168	0.08647784328442298	0.08530330722616598	6
MMR	0.07588055467914039	0.08572996587301497	0.09442942611737716	0.08778547773311152	0.09659549008967838	0.08567980146462259	0.08946008747487376	0.08706960082609531	0.11654501697994976	0.09985725447175381	0.08096732429038223	19
NAM	0.0696849144461079	0.07751866995788198	0.11093469510387328	0.10298228627364221	0.10386602250435421	0.09112609775310933	0.08100502437872574	0.08827515533291069	0.09663082907136254	0.10272261977483489	0.07525368540319723	12
NRU	0.07821126242178873	0.06876456876456877	0.12139614771193719	0.07348791559317876	0.10857563489142437	0.13894000736106002	0.08630842841369157	0.08630842841369157	0.1261194945405472	0.06876456876456877	0.04312354312354313	3
NPL	0.07003625421946906	0.08770595082883374	0.0985486173074244	0.09748305873491336	0.09114647512159647	0.0772393352221118	0.1066514760615099	0.08220133144811852	0.10218490483292811	0.09425790240085816	0.0925446938222364	37
NLD	0.06648146332564916	0.07790253492684425	0.09711830929237572	0.09084708423306584	0.10444190485796125	0.09160720841512952	0.0840382337076278	0.0830985666720122	0.110671958676379	0.09177750815875733	0.09345602659297504	1402
ANT	0.07560649564470771	0.0906737433556506	0.08763974966588439	0.10506716678885053	0.11097935630266823	0.07886904918829388	0.09435136636538488	0.07601536239208743	0.10453784926197748	0.09077625377314949	0.08548360726134528	20
NZL	0.06522114045254901	0.07972313958700897	0.0953430925976636	0.09433069207509871	0.10225058165196373	0.0899303236581976	0.0838050259842306	0.08388904539038926	0.10545586053264816	0.08788264779362415	0.0938463673450959	1037
NIC	0.06281528970222978	0.06968120454228258	0.0965908044748556	0.08262293482062054	0.09951000663847967	0.08325133992862795	0.0796650349748582	0.08199720257635353	0.10912331665327943	0.09347108006536393	0.1412717856230489	29
NER	0.06463966526154487	0.06103501409875417	0.09945059500547511	0.06033266676125667	0.17273705764677647	0.07921277140280167	0.15713938501907046	0.06214244612917557	0.0856241587323927	0.08840131853958587	0.06928492140316647	12
NGA	0.06535295583497037	0.07019246258482352	0.10360412471643199	0.08044401422340809	0.10020724106001494	0.09293714525412632	0.09580611938125203	0.0907928217727534	0.10960241355133958	0.09729614195598765	0.09376455966489189	66
NIU	0.08973665223665224	0.07828282828282829	0.08125901875901875	0.05447330447330447	0.04626623376623376	0.05447330447330447	0.04383116883116883	0.06908369408369408	0.05844155844155844	0.11571067821067821	0.3084415584415584	4
NOR	0.06542657954148273	0.07863132389623387	0.09454977838365723	0.09141932932088526	0.10628632434347261	0.09255499283101061	0.08762256937110563	0.08968925014664979	0.10414281927743362	0.09229875193933529	0.0945389850941102	1761
OMN	0.0578235140630953	0.0839309214147056	0.10749564152726121	0.08424536083334734	0.10027606919858073	0.09895330067563465	0.10690122172297994	0.1070293587668731	0.09624697595751071	0.08499645265934959	0.07210118318066183	18
PAK	0.07006015068584154	0.07741024479658151	0.10024783932995271	0.08586689251887451	0.10075805278769817	0.09354156042296363	0.09305015527212594	0.08960144571465382	0.09785680955544304	0.09214774522152737	0.08496635007114942	207
PLW	0.008064516129032258	0.016129032258064516	0.03225806451612903	0.024193548387096774	0.024193548387096774	0.14919354838709678	0.39919354838709675	0.024193548387096774	0.024193548387096774	0.2661290322580645	0.03225806451612903	4
PSE	0.06916893017819857	0.07965595341170685	0.11647734521647117	0.07806384600038886	0.10450833312446721	0.08650553139072718	0.1302047642778281	0.07981503457795071	0.0855466031083903	0.09368076274246934	0.07637289597140158	24
PAN	0.062497430301537454	0.07596238114127396	0.09907258003167727	0.0899555835720616	0.10081070543124977	0.09400078889899126	0.09670148220678622	0.09525676433458735	0.09712876978621027	0.09839225752739382	0.09022125676823077	77
PNG	0.056280778201894206	0.060345818852300705	0.06817295377130897	0.10271860129861256	0.08864547204691188	0.08039296372651054	0.07651262093898904	0.0791824388661599	0.07820838054364392	0.07541017792926483	0.15079646049107	12
PRY	0.07660668485022003	0.07224749859593943	0.12179868712222404	0.09092003106584233	0.0968482066161494	0.09259542669113205	0.09484624344163566	0.08509164527067553	0.08872272567488446	0.09273243396759313	0.08759041670370421	43
PER	0.07600900678327321	0.0768402320639263	0.10200128424117358	0.08696267034253516	0.09604911680753463	0.08880174577046174	0.08985092509274771	0.09063890886783538	0.09983464003719882	0.09256015379715082	0.09476949801434409	352
PHL	0.060425607664316226	0.07379772728120053	0.10159461050392547	0.08963145092984447	0.09903434927181616	0.08190675352536872	0.09648814423832389	0.0871741077818352	0.09894857862443202	0.09238733918443223	0.10462531700849036	286
POL	0.06029040935411953	0.07663142510350081	0.09762502652927525	0.08633905296034636	0.09773714963444877	0.08876963870160091	0.09464362248793019	0.08897094057337977	0.10743210911052484	0.09706943657490702	0.09279888127766377	1625
PRT	0.06769266279537521	0.07844064566946252	0.09548623828795778	0.0902420533175394	0.10360046036025075	0.08817798918312883	0.08366997830125066	0.09233997196919273	0.10316121270646611	0.09833775645502797	0.09630779595943913	1966
PRI	0.06965475260640047	0.0813958861006445	0.0993278184156821	0.08980220187276826	0.10289797715140134	0.08884254341116991	0.08919455322719781	0.08881891630551644	0.09478476607375509	0.09396397041860917	0.10131661441685424	126
QAT	0.07546744652618749	0.07218935510386004	0.0915199778901104	0.07260087472475531	0.09522385352704915	0.09202093663285484	0.11868429174822485	0.09211318836712155	0.12296996382062714	0.08439949093341052	0.0828106207257987	17
ROU	0.06615656394517691	0.07632149532690742	0.09920329117270855	0.08683122935079333	0.1006712368726348	0.08666139833684137	0.09126569784641744	0.08599022198344193	0.10162087316807647	0.09757104625674136	0.09879825977144227	449
RUS	0.07359908390725285	0.07979437769186673	0.09403671845976644	0.08687089199068633	0.09962941833185739	0.09528653435817203	0.09538081649765029	0.08945205743811287	0.09451436855490776	0.09481821993116818	0.09153965231046328	2954
RWA	0.049112169292022445	0.055030043688157705	0.0828935312991909	0.09891088104725593	0.24239173918449555	0.07460626127196542	0.06836762431804096	0.06183618362894001	0.1765315241307321	0.049717332660159166	0.040602709479039815	9
SHN	0.375915404040404	0.04258207070707071	0.06191077441077441	0.049295033670033676	0.05519781144781145	0.10485058922558922	0.06040614478114478	0.07082281144781145	0.05820707070707071	0.06040614478114478	0.06040614478114478	6
KNA	0.07179487179487179	0.07179487179487179	0.07179487179487179	0.07179487179487179	0.07179487179487179	0.11025641025641025	0.09102564102564104	0.20512820512820512	0.07179487179487179	0.09102564102564104	0.07179487179487179	2
LCA	0.07720135277774835	0.08230339359407489	0.0942081554988368	0.0942081554988368	0.1064032774500563	0.08534378982521913	0.07946333696945307	0.0898845267219498	0.0942081554988368	0.10788684960232146	0.08888900656266659	4
VCT	0.06913419913419913	0.07484848484848486	0.06913419913419913	0.06913419913419913	0.07484848484848484	0.08580086580086581	0.16913419913419916	0.06913419913419913	0.18056277056277056	0.07484848484848484	0.06341991341991342	5
WSM	0.062051282051282054	0.0753846153846154	0.11384615384615385	0.09230769230769231	0.07230769230769231	0.05692307692307692	0.062051282051282054	0.062051282051282054	0.08564102564102564	0.06871794871794873	0.048717948717948725	5
SMR	0.08886018075491761	0.09807336523125995	0.0922434875066454	0.08886018075491761	0.11096225412014885	0.06340563530037215	0.08148644338118023	0.09074960127591707	0.09286018075491759	0.09892078681552366	0.0935778841041999	5
STP	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.3333333333333333	0.06666666666666667	1
SAU	0.06898524513805186	0.08133226307272863	0.0938041557872776	0.08175175060416802	0.10627977297051593	0.08513431251379441	0.09614132334731676	0.09794933335071862	0.09844909577040357	0.09554786128585975	0.09462488615916523	148
SEN	0.0500375050710497	0.07627624505821716	0.08996408198136932	0.07974033305143553	0.12347571732439881	0.09142229707316861	0.10065158261189522	0.10135309727482543	0.1113569951501009	0.08788827199643182	0.08783387340710756	30
SRB	0.06326760603536388	0.08343864331885521	0.0961788587505355	0.08395398080074301	0.10130301899180562	0.08478834591541429	0.0991197357186281	0.0911573286735509	0.10727718853147712	0.08823151829162815	0.0959646260358277	188
SM2	0.06672807934150947	0.0925901483070267	0.09814570386258227	0.09814570386258227	0.09814570386258227	0.13104548204366717	0.06117252378595392	0.06117252378595392	0.13353590349960587	0.09814570386258227	0.06117252378595392	4
SYC	0.051011925237931424	0.06416981997477353	0.057590872606352476	0.06416981997477353	0.06416981997477353	0.09512957229675496	0.10170851966517602	0.06416981997477353	0.06416981997477353	0.06416981997477353	0.059540190345143906	4
SLE	0.05457941405173827	0.060087369988090784	0.21568507295421477	0.07444628214382057	0.07186230281565519	0.06559532592444328	0.06437576010539427	0.06384939394595317	0.08045228814982656	0.06601434959928092	0.07194132921047107	9
SGP	0.06264490331941781	0.07469009622065033	0.09658415702604801	0.08804541250540332	0.10320560550827214	0.09150064068510742	0.0959544212229853	0.08825797338238899	0.10303788194736095	0.09861178513688468	0.09398886217591927	575
SVK	0.0669673943622616	0.07973297258532387	0.09421087159873973	0.09078598400446046	0.10239569737660502	0.08545740563654244	0.08594569686375737	0.08956577417289258	0.10184184872833725	0.09528357908175535	0.09356776134430975	351
SVN	0.0647037987764659	0.08244640640025155	0.0983381113052394	0.10118303274063761	0.1015733871676031	0.0891304372958669	0.08424440174168955	0.08688934994877938	0.09834279225937728	0.10137216977981371	0.09177611258427543	229
SLB	0.02631578947368421	0.07894736842105263	0.02631578947368421	0.07894736842105263	0.13157894736842105	0.13157894736842105	0.13157894736842105	0.13157894736842105	0.07894736842105263	0.07894736842105263	0.10526315789473684	1
SOM	0.07730751567187737	0.09746542858244987	0.09234877858548073	0.08754617378287592	0.09129057752727965	0.12020795644465859	0.084636120872823	0.08076325762495974	0.07975455149657278	0.0848801587498396	0.10379948066118277	12
ZAF	0.05668338219391216	0.06927259019857943	0.0884028141039272	0.08175831906670311	0.0954277289801729	0.08810443848116944	0.08712380604142292	0.08338900682914901	0.09429226483313617	0.0900106728741741	0.11644406730674699	550
ESP	0.07356506760610337	0.07728848779694596	0.10167600971673084	0.08665786557219704	0.10835469886152697	0.08640815385672375	0.08345886221869742	0.09090869843081013	0.09682004266511568	0.09354514727178595	0.0962995981916947	5182
LKA	0.060981228615271436	0.07838334298739061	0.09313570662438768	0.08898916284365596	0.10896684596781807	0.10241602850234932	0.0898538645495845	0.09867699688220229	0.10464236796015569	0.08906176433185278	0.08489269073533143	83
SDN	0.059492179586749266	0.07217720191609443	0.0959018597378795	0.07511910219041605	0.09259324272855468	0.0760331404267644	0.08129712895667812	0.07969793967979893	0.08902887124352658	0.08396790966082585	0.19469142387271213	9
SUR	0.07108355537336886	0.09400321104051376	0.08923105827696932	0.1180928468948555	0.10142618022818883	0.08594998975199836	0.07346450775432124	0.07108355537336886	0.10975951356152217	0.08952141832342693	0.09638416342146615	4
SWZ	0.062110213392835754	0.0817712295584112	0.0991382144602457	0.0762124704282235	0.0999826901815687	0.08856307531367798	0.09036069853987264	0.13714563808762528	0.0834775331264169	0.09287493307381159	0.08836330383731074	7
SWE	0.06975160844763953	0.07771146343294365	0.09622093676300332	0.09596370956490756	0.1030487016532205	0.0884901496308272	0.08381293500823787	0.08824629932930307	0.1049049686370127	0.08990853013575525	0.09427786214811053	1305
CHE	0.06413573827015856	0.08272585157247594	0.09669268119576582	0.09052129231471621	0.1030060448055927	0.09007250040610643	0.08796913781668568	0.08827325176047192	0.10592295839716076	0.09233441277395973	0.09204221562387048	3014
SYR	0.06317687835843643	0.0742728010557633	0.10196255109912263	0.08726249433925848	0.09541859854210996	0.10032812365335193	0.09228536080876287	0.09497830481749586	0.09810383050142829	0.0915033622373146	0.08483467871393952	63
TWN	0.07339250094119254	0.08401728721070283	0.0949634443921648	0.0892545402827922	0.09945121943379748	0.08934247208407295	0.08575457261927613	0.08761597564681894	0.09426171716604981	0.10033781214334098	0.09519820166953462	312
TZA	0.07081092260486063	0.06979456896702363	0.10103597316189011	0.09100477085944539	0.10722843277641918	0.10398151633731835	0.08229963935687114	0.08525987345153802	0.11177062738729898	0.08385448500339046	0.09295919009394409	18
THA	0.06776305478624459	0.07708958021272651	0.10118408478406954	0.09449460935030272	0.10018988279463661	0.08617365748543077	0.09004558058438293	0.08301920750078859	0.1005803746642971	0.09817857969035161	0.09398211807377578	274
TLS	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.3333333333333333	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	1
TGO	0.06179592625207251	0.07493162581904375	0.09224763134164897	0.08761718401655182	0.11844420412210338	0.08941446500108641	0.08875309368187327	0.07019215691593235	0.0857015268928603	0.09954141525391662	0.07253724129114585	17
TKL	0.06666666666666667	0.13333333333333333	0.1	0.1	0.06666666666666667	0.13333333333333333	0.1	0.1	0.1	0.06666666666666667	0.03333333333333333	1
TON	0.0673889703301468	0.07579233167468462	0.09786061844885374	0.09399961458784989	0.1017216223098576	0.09013861072684602	0.1017216223098576	0.09399961458784989	0.08139457257104314	0.07299121122650533	0.12299121122650535	7
TTO	0.0716551235210696	0.08626746945628895	0.09968105820953994	0.09728980834717743	0.10480713670116724	0.07809160543268302	0.089928203369782	0.08716808628716302	0.10228481216647896	0.09919621578679448	0.0836304807218554	37
TUN	0.06634512947104342	0.07677052329118203	0.10748708422873841	0.08355321262490505	0.10119120796584749	0.09147276789553863	0.09360701608816878	0.09505853083817149	0.09569936656277783	0.09168133123210262	0.08162995383253156	129
TUR	0.07050028261680844	0.08130158610457042	0.0973980253079617	0.08769628540959405	0.09736999349519916	0.08937276037494692	0.09092197682620595	0.08596084854838998	0.09382880883870903	0.09081605236433905	0.09163435691425789	2457
TKM	0.052542298970870406	0.059685156113727544	0.07821384964242108	0.0529391243676958	0.07146781789638933	0.10446973661259376	0.05702075702075702	0.06722483865341007	0.2037327751613466	0.06365341008198151	0.046193092621664045	7
TCA	0.03333333333333333	0.03333333333333333	0.16666666666666666	0.03333333333333333	0.03333333333333333	0.13333333333333333	0.13333333333333333	0.16666666666666666	0.16666666666666666	0.1	0.0	1
TUV	0.055751270353473534	0.055751270353473534	0.10010645005749046	0.0749549349059753	0.0749549349059753	0.16758651385334372	0.10332702792923111	0.14353436445235712	0.06332702792923112	0.05737917733021772	0.10332702792923111	4
UGA	0.056719714452337165	0.07159660629665937	0.09543117433451394	0.07322773926677872	0.09218298413358249	0.09081425318681538	0.10901086998965868	0.09255432999443483	0.08951102039479884	0.08259447282323978	0.08184070609492283	31
UKR	0.07665397746057188	0.07877622087390036	0.08952328501880127	0.09061649082638948	0.09987471022509577	0.09058757244330987	0.09922838922886944	0.08941173821550606	0.09534465957872716	0.09473133839122444	0.09204648953248011	624
ARE	0.061516566093527306	0.08106317354499089	0.09358951081295679	0.0808581451381324	0.09997154691861261	0.08997869328265645	0.10114951415208799	0.09018153350826288	0.1029440069602217	0.10087327339604367	0.08694507444387338	183
GBR	0.06150068641482615	0.07827377791854444	0.09747295409655321	0.09082296442057405	0.10574865916839232	0.0909273400033147	0.08846655900976229	0.08904986576949464	0.11025780277829277	0.08626449960928072	0.09658605487747135	5833
USA	0.06268334283862467	0.0802446922582511	0.09901448218520602	0.09105970199413199	0.10401928671041218	0.08667613610673305	0.08716508369336119	0.08683518893336753	0.11045305575085941	0.09060844807897389	0.09702462102837071	23245
VIR	0.0690360421093238	0.08550829877299516	0.0943197473615937	0.08542427567161376	0.0961422252938195	0.08528312929730762	0.1202659677376562	0.07840822341544638	0.10617611671873159	0.08694783946649903	0.0924881341550132	29
URY	0.08248437643973194	0.0740242556694219	0.09816742480364218	0.08843295834222949	0.09903247634460219	0.08924778915671332	0.09074534260971388	0.08527003558404474	0.090866823163826	0.09474049108479249	0.0950832648965197	168
UZB	0.066220837720622	0.07758318544919271	0.10482245429134984	0.08999063488319106	0.09970202505533435	0.08627845328220057	0.10288862303693368	0.10686253320188943	0.090344922669406	0.09681909585922881	0.07848723455065157	23
VUT	0.061974180333555326	0.07001816181503681	0.09953852571040073	0.07429723054723054	0.08020648333148332	0.08853616002053502	0.08445573523698523	0.07633453063140563	0.08197284486346987	0.08447442314629815	0.13569172436359936	16
VEN	0.06888540005652755	0.07374681447606622	0.09791101058390952	0.08282631630819114	0.10054950878491103	0.09108015329689016	0.09146834162556215	0.09751897521635702	0.09089317389757724	0.10129661204652902	0.09417118405497162	518
VNM	0.060126971595957576	0.07685590987225177	0.09421885458087666	0.09343696138077284	0.10108700249498313	0.08862116325143322	0.09829830820513547	0.08657725926002832	0.09061362657772377	0.08846641152918568	0.09830571838615416	171
VGB	0.06653578467602858	0.06943520571569353	0.09334811529933482	0.07341247844296624	0.10344912540034491	0.10722057978155539	0.08546132052229614	0.0910168760778517	0.08987589307711259	0.09063808819906381	0.1296065328077523	9
WLF	0.07278958063061178	0.0859949812688803	0.08794588124609606	0.07117476746907465	0.09898199425589328	0.11401551962776454	0.10896144969721767	0.06447050681744561	0.10630237854996179	0.08442856522878005	0.10493437520827424	7
YEM	0.06505432615629984	0.06505432615629984	0.06505432615629984	0.06505432615629984	0.09904555422647528	0.12275717703349283	0.1398898524720893	0.09644138755980862	0.10302033492822968	0.06505432615629984	0.11357406299840511	8
ZMB	0.060391242162516255	0.06280614841097022	0.10069405222340605	0.07340812472368637	0.08700285687492006	0.10439276993085836	0.07685266297898671	0.08129229280333508	0.09425057399066765	0.07522816267121978	0.05868111322943348	8
ZWE	0.08523918224855413	0.09344550419339478	0.07693985705816013	0.07250297693983597	0.09710111166641938	0.09671154194773166	0.09036149183038332	0.09295404544426368	0.12870550915925327	0.08246789273087485	0.08357088678112881	42
TJK	0.0931813768655874	0.110640339587708	0.13476303371040213	0.09200749621802252	0.07264806159543001	0.06016414911151754	0.06501636975321186	0.09840547314231526	0.09163855584908218	0.099627898575267	0.08190724559145612	7
GUM	0.0625	0.0625	0.09375	0.09375	0.09375	0.09375	0.125	0.125	0.09375	0.09375	0.0625	1
