2015 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
74,Dominican Republic,DOM,Ranked,65.56,75.94,67.54,53.18,85.29,86.99,77.28,54.22,74.28,61.55,59.18,75.17,86.40,55.73,46.97,23.63,13.4,113.97,32.9,10.104,77.9738,95.4718,79.9364,82.4733,7.6162,98.3859,2.38099,12.6591,88.4,22.3339,4,0.902,30.2172,90.8581,92.0446,66.9518,1.10498,0.95,89.4869,45.9,0.33333,3.202,21.7588,373.812,63.682,1.165,23.6881,244.152,14.0774,30,0.888,3.831,0.758,4.649,41.172,27,82.9,32,28.0185,5.8,1.787,2.001,2.538,2.46596,7.8,0,0
59,Ecuador,ECU,Ranked,68.66,78.95,73.06,53.98,86.39,85.68,87.95,55.79,88.65,61.90,70.41,71.28,76.20,57.83,52.28,29.61,8.3,84.341,16.1,23.905,59.4855,91.653,84.0666,83.8895,11.2094,98.0347,4.49506,3.98833,94.39,12.4711,4,0.878,32.5135,93.2946,99.0287,85.4206,1.03902,2.258,106.159,40.2791,0.49019,1.799,22.5863,250.741,67.181,2.663,26.7243,410.267,15.4978,24,0.728,3.605,0.565,4.725,39.538,22,79.9,33,54.0087,7.8,2.13,2.392,2.549,2.23371,8.4,2,5
100,Egypt,EGY,Ranked,57.57,80.12,53.56,39.03,86.96,97.01,81.79,54.74,75.80,55.10,43.42,39.94,33.83,65.25,22.65,34.37,4.4,56.769,25.6,25.27,55.3041,98.8158,96.089,93.7395,0.245935,99.9945,2.67252,1.64988,96.48,2.51329,3,0.183,36.1813,75.0607,97.3507,79.0921,0.99465,0.369,111.021,29.4,0.54901,0.421,17.0887,616.151,63.471,0.496,106.41,352.411,12.2977,8,0.151,2.235,0.281,2.247,25.454,14,79,37,,8.7,0.802,0.503,2.278,1.53837,6,6,35
79,El Salvador,SLV,Ranked,64.64,76.66,68.15,49.10,88.16,88.52,84.60,45.35,76.83,66.01,61.91,67.86,76.10,62.69,40.91,16.69,12.3,42.554,16.9,16.215,68.1076,93.6268,85.9734,86.5424,7.98802,95.0431,4.92764,17.8952,80.64,41.6958,5,0.748,22.9896,86.7676,93.588,66.8139,1.00609,0.966,143.852,23.1093,0.60784,3.176,21.6111,281.886,69.021,0.979,30.1529,282.218,10.5376,35,0.843,3.843,0.268,4.181,35.384,17,80.1,39,42.6603,6.3,1.562,1.11,2.326,1.57565,6.2,0,0
146,Eritrea,ERI,Ranked,30.24,37.75,32.80,20.16,49.59,21.18,38.62,41.63,39.95,2.74,38.51,50.01,12.45,27.36,33.95,6.87,,465.806,49.4,43.405,567.787,50.7051,51.2438,11.6363,88.65,43.3709,,108.429,13.4,8.86704,4,0.103,38.2262,,44.7581,30.8114,0.81649,1.29,7.62942,0.9,0,0.033,14.7775,654.952,37.421,2.26,35.8295,924.716,4.8627,1,0.03,1.116,0.045,1.026,78.874,31,25.2,18,,6.1,0.956,2.868,0.598,0.13967,,0,0
26,Estonia,EST,Ranked,82.31,90.80,83.21,72.93,96.78,98.74,91.20,76.46,95.47,87.91,75.15,74.30,96.21,82.20,56.55,56.77,2.9,6.97,3.6,8.143,16.2624,99.6636,96.0683,99.1779,0,100,5.37674,5.09895,91.18,4.75495,3,0.965,7.26714,99.8858,94.1896,92.4976,0.99532,3.809,145.844,80.0043,0.7647,3.859,21.5358,361.762,83.808,3.715,13.4003,623.847,17,39,0.978,3.778,0.959,4.786,5.691,5,78.1,69,29.3236,6.5,2.509,2.952,2.612,3.36305,12.9,3,50
118,Eswatini,SWZ,Ranked,47.14,56.00,47.88,37.54,53.13,61.92,56.94,52.00,64.44,36.38,34.62,56.07,33.67,69.14,37.16,10.18,22.1,155.256,65.7,37.402,1044.76,65.897,57.8363,56.8652,12.8891,58.7624,4.07038,85.5704,44.49,17.2924,3,0.759,48.4919,83.0983,77.1336,35.5158,0.98645,1.341,70.2344,24.7,0.15686,0.973,14.2326,807.639,50.663,1.458,43.4335,284.128,4.03811,1,0.317,1.838,0.583,1.347,31.543,7,80.2,43,17.9797,3.7,1.291,2.296,0.328,0.29767,5.9,0,0
138,Ethiopia,ETH,Ranked,40.33,44.49,47.59,28.91,56.57,23.22,39.48,58.71,59.22,18.56,45.76,66.81,46.07,40.44,26.02,3.11,29,256.078,71.2,47.1,378.138,36.7398,31.3002,6.40637,41.3424,36.0681,2.82605,84.1766,3.01,8.45894,3,0.322,17.9107,,86.741,30.2155,0.940293,1.076,27.0286,4.6,0.2549,0.544,17.9284,339.336,38.866,0.881,15.257,1054.86,14.6504,7,0.285,3.11,0.51,2.484,87.337,27,59.5,33,3.5146,8.5,1.453,2.096,0.252,0.40612,1.5,0,0
87,Fiji,FJI,Ranked,62.83,80.65,58.89,48.95,91.00,92.40,64.11,75.09,86.86,54.95,39.46,54.30,62.54,60.44,44.54,28.29,4.4,60.833,24.1,8.146,89.3135,93.9213,86.4788,92.4051,0.332111,91.75,,68.4395,37.93,2.28939,,0.804,11.1576,,97.5751,83.4323,1.10828,2.552,105.762,35.2,0.39215,1.045,15.9676,886.922,58.736,1.881,44.5396,350.792,4.39292,26,0.317,3.288,0.666,3.316,44.833,10,63.6,,,7,1.727,2.515,2.192,,10.6,0,0
2,Finland,FIN,Ranked,88.98,96.12,87.76,83.05,98.77,99.87,98.99,86.85,95.47,89.51,83.83,82.21,97.43,91.75,79.30,63.72,2.5,3.258,2.6,2.634,6.53324,100,100,99.4479,0,100,6.75488,0.167709,100,1.62572,2,0.97,5.56369,99,99.607,94.6102,1.09873,3.822,136.32,91.5144,0.70588,3.893,23.969,214.608,92.263,3.461,8.86886,292.011,17,40,0.977,3.889,0.983,4.742,9.769,1,89.6,89,68.2743,1.6,3.131,3.136,3.187,4.46921,12.5,19,35
11,France,FRA,Ranked,87.19,94.16,90.24,77.16,98.24,99.67,97.87,80.87,96.67,92.54,87.93,83.79,93.61,86.58,67.29,61.16,2.5,7.868,4.1,2.879,15.1593,99.9956,99.9913,98.6532,0,100,6.4729,0.111046,100,1.23193,3,0.925,6.5965,99,99.4377,93.5807,1.01587,3.499,99.0677,81.9198,0.96078,3.66,25.2778,224.879,93.379,3.955,12.9107,201.293,17,38,0.984,3.492,0.975,4.547,7.365,1,89.5,69,66.331,6.8,3.204,2.765,2.972,3.07751,11,67,40
129,"Gambia, The",GMB,Ranked,44.41,54.85,47.68,30.70,63.22,68.11,40.43,47.61,49.99,40.58,44.98,55.19,45.79,35.18,38.22,3.60,9.4,464.815,72.8,23.155,357.526,77.2125,69.6048,40.9231,3.66501,51.5,3.26697,115.958,3.2,9.81616,4,0.163,23.3067,41.9501,71.0353,,0.95141,1.445,99.4369,14,0.21568,0.066,16.4389,530.076,50.184,1.578,22.9795,782.386,4.00642,7,0.153,2.789,0.605,2.947,72.892,25,28.2,29,12.7517,3.7,1.434,1.599,1.395,0.18012,2.4,0,0
56,Georgia,GEO,Ranked,69.24,85.24,71.15,51.34,91.70,91.17,82.66,75.43,93.88,72.89,61.64,56.19,81.00,55.72,39.02,29.61,8,37.909,13.6,12.978,22.1319,96.5448,77.6409,90.9827,0,99.9158,5.1562,33.4113,70.47,4.41907,2,0.779,17.5245,99.5917,99.7467,91.1914,1.02529,2.828,123.411,43.3,0.58823,3.697,19.1648,539.649,70.442,3.277,34.7474,607.044,7.05303,26,0.933,3.5,0.654,4.455,54.725,14,49,52,5.2519,7.8,1.89,1.669,2.636,2.01655,12.5,0,0
7,Germany,DEU,Ranked,88.06,95.94,86.19,82.07,98.71,99.81,96.51,88.72,96.44,86.69,82.41,79.22,97.11,89.86,75.46,65.84,2.5,9.018,4,1.057,15.288,100,100,99.2248,0,100,6.14154,0.316593,100,0.812916,2,0.955,4.93616,99,99.8307,,0.95486,3.588,123.096,84.17,0.70588,3.672,23.4572,248.386,90.675,3.619,18.6802,271.486,17,39,0.98,3.729,0.987,4.908,6.32,0,88.7,79,70.271,4.6,3.097,3.099,3.514,3.00576,13.4,83,40
97,Ghana,GHA,Ranked,58.77,60.71,62.39,53.22,73.30,46.22,50.42,72.91,71.54,58.59,48.36,71.08,91.22,49.09,54.53,18.04,5.9,128.404,61.5,24.613,451.505,77.393,36.0575,15.8462,31.4236,70.7,2.95143,83.8184,16.43,1.6838,3,0.942,26.8317,71.4971,95.7385,52.698,0.93827,1.4,106.378,15,0.39215,3.291,16.4937,477.61,55.328,1.72,29.8374,280.292,13.423,37,0.889,3.84,0.939,4.295,70.765,14,40.5,48,7.4106,4.6,2.049,2.684,3.226,0.77869,5.8,1,10
28,Greece,GRC,Ranked,81.57,92.32,82.41,69.98,98.19,99.49,91.92,79.68,92.47,81.11,82.79,73.26,91.57,65.98,63.44,58.91,2.5,7.119,4.2,3.118,15.295,100,100,98.6535,,100,5.26377,0.310599,93.98,1.45892,3,0.961,10.276,97.3687,93.1579,88.4807,0.94434,3.698,110.576,59.8663,0.80392,3.226,23.7211,261.745,91.288,3.645,25.1275,419.913,17,35,0.962,3.175,0.964,4.865,29.64,4,61.1,43,37.3989,5,2.815,3.083,2.649,5.67712,10.2,8,35
99,Guatemala,GTM,Ranked,57.65,68.41,62.67,41.86,73.24,80.04,74.76,45.62,65.86,52.01,59.52,73.31,66.90,52.68,35.47,12.39,16.4,122.514,31.7,48.565,120.242,92.2937,79.2239,64.8685,11.7591,87.8783,5.4315,44.4242,44.24,33.7567,5,0.611,18.4667,77.0387,88.2623,43.1226,0.94788,0.718,139.241,19.7,0.19607,2.64,21.4196,275.03,62.255,0.901,25.0746,267.663,13.5187,24,0.722,3.589,0.268,4.001,37.767,26,66.5,32,29.7583,7.9,2.198,1.05,1.36,1.31973,4.4,0,0
142,Guinea,GIN,Ranked,37.99,41.32,44.26,28.39,49.32,40.44,21.62,53.91,39.40,34.16,34.97,68.51,56.25,24.10,29.43,3.77,16.9,502.449,98.2,36.822,571.869,62.6419,26.4891,19.4998,25.7772,28.8064,1.29434,154.352,1.26,9.44272,4,0.584,26.9653,30.3298,80.2995,32.9991,0.65611,1.066,64.4597,4.5,0.0196,3.112,15.3487,590.983,35.693,0.906,14.9488,1168.44,16.9514,17,0.732,3.652,0.244,2.355,90.573,38,26.5,25,9.6496,8.7,1.26,1.455,1.92,0.58218,1.4,0,0
95,Guyana,GUY,Ranked,60.73,74.92,57.92,49.37,83.62,85.54,71.03,59.48,84.76,47.77,49.80,49.34,81.68,56.75,42.91,16.13,9.5,137.836,35.1,15.52,105.371,94.0974,65.7519,84.518,0.966277,85.9718,2.72607,18.5553,66.38,18.4573,3,0.635,20.8154,85.5106,96.5344,83.1989,1.04444,2.16,73.2158,31,0.33333,1.999,17.7823,638.657,59.099,2.26,51.9624,788.015,8.57655,30,0.718,3.9,0.671,4.642,58.163,1,57.2,30,,6.5,1.978,2.27,1.087,0.57649,8.6,0,0
98,Honduras,HND,Ranked,58.34,70.08,60.27,44.65,82.64,83.73,69.14,44.83,61.50,51.18,56.16,72.25,69.55,54.70,40.05,14.31,15.3,120.862,21,23.994,54.8298,92.6279,87.5241,77.1967,16.5198,87.1849,3.6411,37.3293,48.31,84.3205,5,0.809,17.5741,85.4644,83.4634,43.2572,1.17133,0.746,89.7139,17.8,0.33333,2.441,20.5766,346.115,61.401,0.873,18.3818,500.194,15.0725,20,0.729,3.74,0.357,4.365,38.962,25,76.9,29,29.6541,6.4,1.929,1.13,2.08,1.17808,5.9,0,0
37,Hungary,HUN,Ranked,79.20,92.59,76.79,68.23,96.46,99.23,94.12,80.55,92.81,73.56,66.30,74.51,87.46,79.61,60.02,45.84,2.5,14.38,5.6,8.527,9.81955,99.97,98.8336,97.9999,0,100,5.87021,9.74492,100,1.25637,3,0.927,7.42472,99.1,96.9365,89.7573,1.00581,2.921,117.768,72.6439,0.45098,2.843,20.1229,484.882,82.792,2.859,31.6372,270.028,17,32,0.814,3.685,0.832,4.864,5.834,1,77.6,54,34.3689,4.7,2.641,2.308,3.11,2.5682,11.9,5,25
7,Iceland,ISL,Ranked,88.06,96.80,85.63,81.74,98.64,99.70,98.52,90.31,96.10,83.53,88.29,74.60,93.99,87.52,80.98,64.49,2.5,2.644,2.4,2.565,17.2882,100,100,98.784,0,100,6.6378,0.169405,100,0.307195,2,0.962,5.51008,99,98.2362,88.6884,1.03503,3.796,108.94,96.5468,0.49019,3.502,24.9163,181.327,95.447,3.78,9.83479,354.488,11.6428,39,0.922,3.528,0.948,4.868,8.786,1,,79,82.2038,1.3,2.879,3.056,3.411,4.29894,12.2,2,70
103,India,IND,Ranked,55.48,61.79,55.49,49.17,68.12,55.99,61.20,61.85,73.09,55.34,48.09,45.42,80.41,45.08,44.26,26.94,17.2,183.062,49.5,43.981,245.633,89.4046,43.8766,49.1708,49.0114,80.8748,3.43366,63.0561,36.64,3.75895,4,0.694,21.5266,69.3026,97.73,61.7681,1.01334,0.915,69.3204,15.1,0.62745,3.289,17.7633,492.017,54.993,1.272,67.2195,411.642,5.1047,35,0.844,2.941,0.762,4.07,78.401,28,66.6,38,24.2202,8.3,1.833,2.563,2.269,1.27687,4.5,22,5
89,Indonesia,IDN,Ranked,62.58,71.39,64.94,51.41,76.45,60.47,73.03,75.61,81.99,55.82,52.79,69.15,76.21,61.72,38.68,29.04,8.5,186.226,29.4,37.377,158.998,86.5334,19.2845,65.6222,23.4589,96.4643,4.34015,44.1564,47.73,0.585013,3,0.746,17.2661,94.3481,92.0022,76.0099,0.9995,1.553,124.281,14.94,0.29411,3.253,18.0152,526.723,59.783,2.204,25.9601,344.848,11.8697,30,0.802,2.637,0.73,4.265,49.724,9,79.4,34,2.5837,7.3,1.968,1.796,2.197,1.47802,7.2,9,5
89,Iran,IRN,Ranked,62.58,83.77,62.83,41.14,92.78,92.76,91.86,57.68,85.94,42.56,70.47,52.35,38.27,56.41,31.99,37.90,5.6,25.389,17.3,11.157,25.8726,95.0688,92.1103,88.1499,1.6844,99.716,5.09644,0.447548,97.89,3.00593,3,0.336,33.6552,84.6268,99.5484,80.4523,0.99368,2.208,84.2589,29.95,0.29411,0.169,21.7597,304.534,72.832,2.911,43.725,641.958,6.97836,7,0.255,1.497,0.458,2.926,40.306,17,72.8,27,,8.5,1.727,2.427,0.864,3.10839,9.6,6,0
14,Ireland,IRL,Ranked,86.57,94.87,85.36,79.47,98.31,96.06,97.53,87.57,97.58,83.91,82.48,77.47,96.42,86.77,72.52,62.18,2.5,4.999,3.9,2.724,19.6093,97.3489,97.2997,90.8476,0,100,6.3944,0.292979,100,1.13293,2,0.924,4.28326,99,99.9626,98.0711,1.02635,3.444,104.247,78.2477,0.64705,3.758,23.7608,217.89,93.534,3.135,15.8583,284.199,14.7259,39,0.966,3.881,0.949,4.811,12.088,0,86.8,74,77.154,1.9,2.261,2.764,3.237,3.30353,12,15,55
30,Israel,ISR,Ranked,80.78,93.01,83.11,66.22,98.01,100.00,95.75,78.29,94.08,81.61,85.21,71.54,85.04,77.27,47.79,54.80,2.5,7.509,4.1,3.227,23.8153,100,100,100,0,100,5.94636,0.191933,100,1.74046,3,0.843,6.80788,,99.9037,98.3794,1.01538,2.468,121.466,70.2503,0.86274,2.274,24.7274,185.07,89.11,3.561,21.5455,372.5,13.1948,36,0.781,3.355,0.86,4.378,7.96,3,67.1,60,42.0922,9.7,2.212,2.339,2.662,3.45656,12.8,12,25
20,Italy,ITA,Ranked,84.63,91.98,86.48,75.43,98.46,98.88,95.67,74.92,96.62,81.59,86.34,81.36,95.16,72.23,67.38,66.94,2.5,4.37,3.7,2.941,10.3578,99.4876,97.3694,98.7702,0,100,5.92881,0.236669,100,0.887269,4,0.878,7.51542,98.8483,99.5957,95.8935,0.97798,3.35,162.337,58.4593,0.78431,3.568,24.806,196.956,93.885,3.541,16.8046,227.42,17,36,0.953,3.818,0.98,4.81,18.082,0,69.1,43,57.328,4.9,2.711,2.587,3.525,2.99702,9.8,61,70
55,Jamaica,JAM,Ranked,69.60,80.34,67.61,60.87,90.99,88.36,84.97,57.03,77.38,60.38,64.30,68.36,89.82,68.12,64.05,21.48,9.2,72.01,17.2,7.722,41.0873,90.1701,82.6538,86.1845,0.653206,95.4477,4.40004,9.71672,87.67,38.6837,4,0.806,10.1672,88.1,,72.3188,1.08043,1.16,99.8033,37.1,0.19607,3.601,21.0495,407.23,70.345,2.435,30.5323,428.822,14.4013,34,0.954,3.819,0.764,4.726,36.827,1,75.5,38,14.3586,3.9,3.005,3.011,2.991,1.34987,9.6,0,0
16,Japan,JPN,Ranked,86.51,95.81,90.31,73.42,96.73,98.97,97.09,90.44,98.58,91.94,89.88,80.82,95.56,81.74,60.71,55.66,2.5,5.426,2.9,8.627,25.9389,98.8494,97.6954,99.9255,,100,6.27467,0.031377,100,0.334044,2,0.951,4.32758,99,98.2851,98.6952,1.00713,3.87,115.255,88.2194,0.96078,3.02,26.0762,173.19,92.921,3.859,11.9288,301.623,17,39,0.889,3.922,0.97,4.823,9.28,1,64.5,76,27.9188,4.2,2.058,3.056,3.217,3.14635,12.3,54,15
61,Jordan,JOR,Ranked,68.26,88.83,67.08,48.86,91.55,96.44,93.54,73.79,86.57,58.47,72.45,50.84,61.17,70.36,30.83,33.09,9.5,23.253,19.2,10.727,23.9918,99.0637,89.8586,97.6883,0.84563,99.9247,5.44212,0.027258,98.9,2.01437,3,0.767,14.1818,97.8903,,69.1755,1.0353,2.66,122.589,41.4,0.47058,0.995,22.6225,263.176,75.551,2.632,39.6048,440.265,1.17668,11,0.585,2.595,0.703,3.845,8.645,6,58.1,49,,7.7,1.276,1.855,1.031,1.96179,9.5,2,15
67,Kazakhstan,KAZ,Ranked,67.01,83.91,68.27,48.86,93.70,91.23,87.02,63.71,94.80,72.97,56.89,48.43,53.57,66.00,32.38,43.47,2.5,16.634,14.7,12.79,35.9393,93.3048,76.7907,97.6014,0.067579,99.9076,4.68071,18.0806,93.57,7.48175,3,0.602,19.3189,99.7816,99.8881,96.1952,1.02575,2.79,176.466,63.3042,0.7647,1.222,18.0085,604.59,70.938,2.889,38.8166,799.033,3.26391,6,0.425,1.549,0.763,4.251,27.005,5,76.2,29,9.2299,7,1.813,0.484,2.332,2.47161,11.6,11,10
110,Kenya,KEN,Ranked,51.30,52.68,60.39,40.84,59.94,44.80,47.66,58.32,68.36,54.47,50.89,67.83,61.49,52.79,34.33,14.77,21.6,324.547,52.3,37.067,487.439,56.3369,32.1147,30.0588,15.1934,43.1106,3.86476,75.8418,9.9,5.44019,4,0.578,21.3198,77.7936,83.119,48.3258,0.90413,2.105,71.0066,13,0.64705,2.948,17.1509,387.331,52.107,1.794,22.7011,602.163,13.8347,22,0.798,3.437,0.313,2.694,55.087,20,78.1,25,14.119,9,1.634,1.935,1.804,0.425462,5.7,1,5
123,"Korea, Democratic Republic of",PRK,Ranked,45.78,62.24,49.13,25.98,74.09,87.22,38.11,49.53,92.23,3.86,52.16,48.25,3.76,55.65,27.58,16.93,41.6,91.63,23.9,27.321,53.7384,95.9285,73.0398,80.199,0,35.2994,,93.774,8.38,4.79464,4,0.058,21.7281,,97.7928,90.2433,1.01124,2.771,9.68543,0,0.0196,0.082,18.6191,591.567,63.327,1.945,40.0205,,2.82155,0,0.015,0.304,0.021,0.317,66.464,0,82.1,8,,6.3,1.491,0.761,0.938,1.43737,,0,0
24,"Korea, Republic of",KOR,Ranked,82.65,94.09,83.07,70.79,97.89,99.13,93.56,85.79,97.00,89.72,86.56,59.01,89.31,77.07,57.40,59.40,2.5,11.776,3.7,3.27,25.8424,99.3386,97.4428,100,,100,5.53795,0.019361,96.79,0.822786,2,0.927,11.5765,99,94.7001,98.8005,0.99927,3.827,108.993,84.77,1,2.431,24.4883,182.034,91.098,3.83,23.6947,443.206,3.44351,34,0.778,3.922,0.927,4.586,24.961,0,80.3,55,24.2046,3.4,2.491,1.957,3.06,4.72409,11.2,35,15
84,Kyrgyzstan,KGZ,Ranked,63.64,78.97,64.05,47.89,88.51,89.61,73.67,64.10,90.10,57.42,54.61,54.09,66.91,57.75,38.43,28.48,7.3,46.053,24.8,18.762,38.0796,86.2676,83.4971,96.3389,0,99.8402,2.8574,37.8798,75.27,5.38066,3,0.539,19.1868,99.2434,99.6491,81.3153,1.00896,2.34,118.538,23,0.41176,2.339,18.2973,561.099,66.24,2.289,41.6512,1138.5,12.3627,14,0.731,2.371,0.709,4.398,41.363,8,63.1,27,5.0021,8.4,1.763,2.312,2.133,2.39883,10.8,0,0
121,Laos,LAO,Ranked,46.45,56.19,53.73,29.44,63.48,54.94,56.01,50.32,71.91,31.09,41.60,70.33,24.88,43.96,38.54,10.39,18.7,219.657,72.5,48.532,195.784,74.0554,40.4539,64.2566,40.7205,79.4926,5.02495,103.472,5.13,8.0434,3,0.135,32.6226,71.4745,97.2051,52.4027,0.912,1.634,71.0227,12.5,0.19607,0.13,17.2556,613.185,49.795,0.94,31.2218,396.683,15.9012,1,0.071,1.66,0.188,2.316,81.934,20,65.4,25,40.7271,6.3,1.398,1.621,1.486,0.96689,4.2,0,0
40,Latvia,LVA,Ranked,78.80,89.88,80.12,66.38,96.18,94.74,92.05,76.55,95.91,85.06,66.13,73.39,94.26,79.71,50.87,40.70,2.5,11.929,6.1,8.689,23.6343,98.4205,89.7659,90.8759,0,100,5.45337,5.06371,94.14,3.38758,3,0.96,10.6441,99.8959,97.9979,92.9258,0.97456,3.484,125.344,75.2344,0.70588,3.852,19.974,500.476,79.905,3.172,33.8095,280.856,17,34,0.973,3.896,0.939,4.794,7.565,1,78.3,55,25.1667,7.4,2.555,2.457,2.413,3.13722,11.7,1,15
85,Lebanon,LBN,Ranked,63.42,78.72,64.20,47.35,92.68,90.22,72.37,59.60,80.01,57.92,68.06,50.80,66.45,61.52,28.85,32.58,7.6,21.659,9,13.677,21.0958,91.343,86.0878,92.2364,,100,1.36598,0.015856,,3.94597,5,0.611,7.49627,91.1842,88.5397,64.8854,1.00533,2.213,73.6293,70.5,0.29411,2.164,21.6741,364.951,80.421,2.16,48.6195,369.083,2.88803,14,0.704,3.676,0.487,3.892,27.347,5,61.2,27,11.9388,8.6,0.703,1.51,2.415,2.14303,8.3,4,10
117,Lesotho,LSO,Ranked,47.18,45.91,44.74,50.87,45.06,51.08,41.27,46.25,59.27,42.44,36.92,40.34,71.13,60.25,58.71,13.39,13.3,365.149,95.8,41.15,1052.62,68.261,63.2117,35.5371,40.081,26.4402,3.72585,118.762,31.96,30.6709,3,0.669,52.1743,76.4682,82.8832,35.195,1.35501,3.187,84.5531,15,0.13725,2.147,13.7615,834.316,47.527,2.592,50.617,855.602,0.238939,30,0.711,3.735,0.638,2.746,55.859,18,77.9,49,18.2292,4.4,2.315,2.881,3.046,0.61625,6.9,0,0
128,Liberia,LBR,Ranked,44.66,41.63,46.92,45.44,46.10,27.28,27.79,65.35,49.61,33.31,44.79,59.98,81.99,42.58,50.82,6.35,37.2,496.305,86.3,37.957,470.934,70.9074,6.50498,16.3887,64.2352,9.8,2.55168,113.961,0.69,3.22846,4,0.797,18.562,,91.7375,16.696,0.77968,1.254,59.5101,3.2,0.11764,2.716,16.8393,437.167,49.847,0.852,8.29942,666.865,2.201,26,0.87,3.841,0.679,4.456,78.087,20,43.7,37,3.5605,6.2,2.722,2.059,2.961,0.58337,2.9,0,0
32,Lithuania,LTU,Ranked,80.32,89.21,79.77,71.97,96.45,94.05,94.14,72.20,97.27,79.98,69.52,72.32,95.91,77.59,62.75,51.63,2.5,10.833,5,8.33,23.2926,95.661,91.3295,91.1776,0,100,5.57671,1.09903,100,6.65076,3,0.904,12.0329,99.8156,99.9325,97.5972,0.95878,3.506,152.335,68.4529,0.64705,3.421,20.2832,469.234,80.054,3.701,35.0879,299.218,16.9276,38,0.934,3.916,0.95,4.885,9.815,0,66.8,58,19.75,4.3,2.691,2.659,3.56,3.4014,12.6,4,30
22,Luxembourg,LUX,Ranked,84.12,94.63,86.42,71.30,98.43,99.39,98.39,82.31,95.12,85.65,83.96,80.93,95.48,89.26,77.77,22.70,2.5,8.861,2.8,2.482,17.7044,99.9652,99.9305,97.6218,0,100,6.60267,0.153677,100,0.769318,,0.928,6.05724,99,96.788,84.6145,1.02346,3.859,144.729,93.7765,0.54901,3.823,23.7901,214.131,93.914,3.441,15.823,250.408,17,38,0.956,3.66,0.98,4.858,6.312,1,,82,78.7507,3.1,2.647,3.138,3.751,0.911903,11.5,0,0
135,Madagascar,MDG,Ranked,42.43,41.37,45.34,40.58,55.22,25.74,22.80,61.72,59.73,31.45,33.27,56.89,69.46,35.65,45.80,11.41,33.3,302.392,52.3,51.464,366.604,49.5906,32.5595,8.99015,54.0651,12.9,2.26652,147.176,0.96,9.17724,3,0.616,22.9148,71.5726,,31.0152,0.98073,0.282,36.8497,3,0.35294,2.46,15.8492,640.975,39.574,0.306,16.9802,1047.79,5.81281,22,0.677,3.534,0.356,4.616,85.81,33,55.6,28,5.5957,4.6,2.299,1.952,1.941,0.26818,6.7,0,0
113,Malawi,MWI,Ranked,48.99,51.62,53.54,41.80,58.43,46.45,31.59,70.01,63.11,29.46,47.11,74.49,72.28,44.85,44.91,5.17,21.7,185.151,70.4,40.12,628.44,65.1372,21.5686,24.9401,9.17782,9,2.94192,98.6297,2.33,1.73321,3,0.683,21.9412,64.1865,98.2586,31.7876,0.90573,0.78,31.9117,5.05,0.23529,2.994,16.9578,432.616,51.803,1.217,13.2269,589.7,16.6794,27,0.84,3.901,0.724,2.185,60.007,36,70.4,33,3.6731,5.4,1.844,2.202,2.468,0.03875,3.7,0,0
