2016 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
79,Dominican Republic,DOM,Ranked,65.18,76.36,67.01,52.18,85.64,87.29,78.20,54.30,76.66,57.25,58.53,75.60,83.29,56.06,44.99,24.37,12.7,114.61,32.3,9.974,75.8291,95.8004,80.1065,82.8293,7.45982,98.471,2.59094,12.9638,88.99,19.2388,4,0.878,30.8331,91.7638,95.5349,67.8323,1.10018,1.061,79.7969,49.58,0.33333,2.636,21.418,391.622,63.648,1.244,23.6561,231.985,14.0774,29,0.842,3.805,0.672,4.649,41.177,27,83.1,33,28.1101,6,1.627,2.001,2.414,2.58763,7.9,0,0
57,Ecuador,ECU,Ranked,69.17,79.84,73.91,53.75,86.65,86.86,88.58,57.29,89.32,63.30,70.93,72.09,76.53,57.20,50.84,30.42,8.2,85.732,15.5,23.336,57.369,92.3583,85.0064,84.9954,9.84973,98.9761,4.57759,3.8021,94.73,11.0142,4,0.904,31.2627,94.2226,99.0455,87.1629,1.0367,2.258,104.418,45.5904,0.49019,1.799,22.7522,243.85,67.526,2.663,24.6781,407.094,15.4978,24,0.745,3.605,0.565,4.725,41.604,22,80.2,32,41.9535,7.5,2.13,2.392,2.549,2.44336,8.3,2,5
100,Egypt,EGY,Ranked,57.79,80.77,54.00,38.59,87.40,97.24,84.97,53.48,75.54,56.43,43.26,40.75,29.92,64.99,23.16,36.29,4.4,58.056,24.7,24.077,52.5489,98.888,96.6209,93.8525,0.083045,99.8,3.45083,1.3705,96.85,2.51329,3,0.096,35.4231,74.0876,98.4162,80.2935,0.988615,0.178,103.816,33.8946,0.54901,0.459,17.1659,608.784,63.707,0.368,105.211,336.933,12.2977,9,0.138,2.049,0.254,1.694,25.453,14,79.1,36,,9,0.804,0.539,2.454,1.75632,6.2,7,35
81,El Salvador,SLV,Ranked,64.63,76.98,68.21,48.71,88.52,89.63,84.75,45.01,75.83,66.45,61.18,69.39,75.26,62.61,39.96,17.01,11.8,43.37,16.2,15.547,70.1858,94.8417,86.9594,86.7816,6.86627,95.1254,4.90595,18.537,82.34,40.203,5,0.748,24.4407,87.3687,91.4288,65.4596,1.00771,0.966,146.363,24.7617,0.60784,3.176,21.3151,292.895,69.007,0.979,30.0662,243.015,10.7862,33,0.843,3.843,0.268,4.181,35.996,17,80.3,39,35.7185,6.2,1.562,1.11,2.326,1.56927,6.4,0,0
146,Eritrea,ERI,Ranked,30.64,38.35,33.60,19.98,50.65,21.40,39.42,41.93,39.91,3.12,40.56,50.79,12.45,27.63,33.08,6.74,,460.091,47.6,42.897,545.778,51.0836,51.416,11.7367,88.65,44.6163,,106.567,14.01,8.86704,4,0.103,37.4006,,43.1336,27.3606,0.85035,1.29,8.79469,0.99,0,0.033,14.9261,643.828,42.84,2.26,33.6872,924.716,4.8627,1,0.03,1.116,0.045,1.026,78.697,31,26.1,18,,6.6,0.956,2.868,0.598,0.12256,,0,0
26,Estonia,EST,Ranked,82.55,91.31,83.43,72.91,96.95,98.93,92.08,77.27,95.46,89.02,75.49,73.74,95.91,82.50,55.59,57.64,2.9,3.456,3.3,8.039,16.0722,99.7094,96.8579,99.1257,0,100,5.56043,4.69882,91.65,3.93474,3,0.965,7.21969,99.8858,93.5663,93.6709,0.99645,3.809,143.933,84.2415,0.7647,3.859,21.6694,359.267,84.053,3.715,13.5315,663.957,17,38,0.978,3.803,0.959,4.786,5.707,5,78.2,70,26.5745,6.8,2.509,2.952,2.615,3.20525,13,3,55
117,Eswatini,SWZ,Ranked,48.21,58.16,48.74,37.74,57.58,63.07,59.09,52.91,64.35,36.95,36.59,57.06,33.67,69.07,37.69,10.52,21.5,141.074,62.2,35.883,872.642,66.9213,58.8677,57.3706,11.6007,65,3.9749,79.2709,45.73,17.2924,3,0.759,45.9691,83.0983,76.2815,36.7684,0.99369,1.341,70.7901,26.175,0.15686,0.973,14.7763,773.196,51.739,1.458,42.5448,261.985,4.03811,1,0.317,1.838,0.583,1.347,32.348,7,80.6,43,17.9797,3.4,1.291,2.296,0.328,0.29767,6.1,0,0
137,Ethiopia,ETH,Ranked,41.05,45.32,48.76,29.07,58.76,25.08,39.09,58.36,60.21,20.71,46.56,67.54,44.60,42.62,25.94,3.11,26.9,239.024,67.5,46.246,356.873,37.8815,32.4863,6.63574,37.694,27.2,3.10282,80.3981,3.11,8.45894,3,0.291,17.3457,,86.4468,30.9552,0.95887,1.076,31.3146,7.7,0.2549,0.544,18.1064,332.381,40.109,0.881,15.1451,969.81,14.6504,4,0.277,3.101,0.507,2.497,86.97,23,60.7,33,4.0893,8.6,1.453,2.096,0.252,0.40612,1.5,0,0
87,Fiji,FJI,Ranked,63.13,81.29,59.27,48.83,91.00,92.69,65.27,76.19,87.12,56.56,38.95,54.43,66.38,60.62,39.52,28.80,4.4,61.895,24.3,8.045,87.7491,93.8618,86.6036,93.4824,0.259458,93.7672,,65.4213,38.32,2.15979,,0.853,11.0787,,98.0294,83.4323,1.10828,2.566,98.9129,37.4,0.39215,1.388,16.0537,883.186,59.017,1.679,44.4568,346.535,4.39292,27,0.429,3.292,0.683,3.495,44.436,10,63.8,,,7.1,1.544,2.082,1.942,,10.9,0,0
3,Finland,FIN,Ranked,88.77,96.03,87.09,83.18,98.74,99.87,98.73,86.77,95.33,85.98,84.96,82.10,96.67,92.07,80.89,63.09,2.5,4.887,2.5,2.626,6.31533,100,100,99.4479,0,100,6.6875,0.154559,100,1.63705,2,0.961,5.29177,99,99.3699,95.2559,1.10133,3.802,139.249,86.5304,0.70588,3.339,24.1575,205.455,92.57,3.594,8.76175,297.506,17,40,0.948,3.89,0.973,4.742,9.986,1,89.9,90,74.4255,2,3.146,3.117,3.468,4.39312,12.6,17,35
11,France,FRA,Ranked,87.48,94.25,90.71,77.49,98.27,99.67,98.03,81.01,96.69,93.32,88.52,84.33,93.61,86.87,67.99,61.50,2.5,7.521,4.1,2.87,14.4161,100,100,98.6524,0,100,6.51279,0.105396,100,1.21558,3,0.925,6.29786,99,99.4702,93.5998,1.01035,3.499,101.923,83.75,0.96078,3.66,25.5159,218.498,93.608,3.955,11.635,199.734,17,38,0.984,3.492,0.975,4.547,7.316,1,89.5,70,72.8004,7,3.204,2.765,2.972,3.01396,11.1,75,40
131,"Gambia, The",GMB,Ranked,44.73,54.89,48.45,30.85,63.69,68.32,39.75,47.78,52.46,41.16,45.12,55.04,45.68,35.04,38.74,3.94,9.7,464.038,70.2,22.856,349.311,77.4333,70.5433,39.9483,3.19904,52.5215,2.98537,114.516,3.26,9.81616,4,0.169,23.1207,41.9501,77.1319,,0.95141,1.451,119.076,15.56,0.21568,0.066,16.5112,528.189,50.31,1.565,23.4415,780.568,4.00642,5,0.154,2.805,0.6,3.1,72.702,25,28.6,28,12.7517,3.4,1.434,1.599,1.395,0.18012,2.6,0,0
60,Georgia,GEO,Ranked,68.95,82.84,71.55,52.45,91.92,91.72,82.30,65.42,94.30,71.78,61.60,58.52,83.38,56.44,39.08,30.92,7.6,39.88,12.8,12.725,23.0595,97.6414,78.3321,90.7338,0,100,4.93615,32.12,72.26,4.41907,4,0.881,18.9608,99.5862,99.619,93.5879,1.02669,2.825,135.278,44,0.58823,3.373,19.0535,525.444,70.568,3.217,33.5053,558.282,8.18016,27,0.928,3.623,0.659,4.737,52.268,14,49.8,52,6.7624,8.1,2.017,1.589,2.625,2.25877,12.6,0,0
5,Germany,DEU,Ranked,88.41,96.20,86.39,82.62,98.75,99.81,97.50,88.73,95.22,87.22,83.65,79.49,96.75,90.49,76.51,66.75,2.5,8.125,3.9,1.057,14.8217,100,100,99.2248,0,100,6.3873,0.290956,100,0.839228,2,0.955,4.69652,99,99.8105,,0.95345,3.341,122.138,86.19,0.70588,3.672,23.6499,240.256,91.079,3.774,17.6627,274.787,17,39,0.975,3.729,0.985,4.861,6.13,0,88.8,81,75.7277,4.8,3.297,3.036,3.413,3.08079,13.5,91,40
97,Ghana,GHA,Ranked,59.30,60.85,63.97,53.10,74.27,46.62,49.69,72.81,73.49,61.61,49.49,71.28,88.05,52.20,54.03,18.10,6.3,128.35,58,23.407,431.702,78.4056,35.2594,16.4928,31.3726,78.3,2.20613,81.6569,17.58,1.6838,3,0.933,26.6854,71.4971,97.8255,56.2389,0.94867,1.4,112.603,25.5177,0.39215,3.353,16.6376,471.426,56.131,1.852,28.2083,294.091,13.423,37,0.877,3.84,0.759,4.405,69.914,9,44.3,47,8.542,4.6,2.049,2.684,3.078,0.7918,5.8,1,10
27,Greece,GRC,Ranked,81.93,92.30,82.37,71.12,98.12,99.62,91.64,79.83,93.56,80.00,81.82,74.10,91.07,67.33,66.14,59.92,2.5,7.316,4.4,3.128,17.1343,100,100,98.9723,,100,5.18769,0.296221,94.1,1.35143,3,0.961,10.4881,97.3687,96.1483,89.9007,0.9341,3.698,107.811,63.21,0.80392,2.727,23.9021,258.318,91.218,3.318,24.1885,395.574,17,35,0.937,3.175,0.964,4.865,28.077,4,61.8,46,38.1929,5.1,2.794,3.588,2.649,5.68403,10.3,10,35
99,Guatemala,GTM,Ranked,58.40,68.55,63.25,43.40,73.78,80.54,74.19,45.71,66.74,53.50,58.97,73.81,68.26,54.60,34.96,15.77,16.6,110.249,30.6,48.191,119.083,92.7723,79.4526,64.9254,10.9369,85.4944,5.41273,44.382,44.46,33.6813,5,0.614,18.4126,81.2859,87.9589,44.1319,0.94217,0.718,106.206,23.4,0.19607,2.767,21.212,279.586,61.842,0.901,23.5139,270.018,13.5187,23,0.755,3.589,0.327,4.001,36.932,20,67.2,28,29.5324,8.2,2.198,1.175,1.217,1.3418,6.3,0,0
141,Guinea,GIN,Ranked,38.28,41.64,45.01,28.17,49.82,40.94,22.08,53.72,39.51,37.49,34.52,68.54,55.96,24.29,28.49,3.94,16.8,494.615,94.9,35.792,596.263,62.4802,26.871,20.2351,24.7556,29.9097,1.29434,152.847,1.23,9.44272,4,0.587,27.6336,32.0039,79.578,32.9991,0.65611,1.066,73.5546,6.4,0.0196,3.112,15.2646,596.348,35.021,0.906,15.2324,1149.52,16.9514,17,0.711,3.643,0.253,2.355,90.522,38,27.2,25,4.9932,8.8,1.26,1.455,1.92,0.58218,1.5,0,0
94,Guyana,GUY,Ranked,61.90,76.38,58.95,50.36,84.33,85.88,72.89,62.44,84.79,50.31,50.44,50.26,85.37,56.69,43.42,15.96,8.7,131.326,34.3,15.051,102.663,94.7389,65.6116,84.9329,0.921973,86.9,3.01403,17.9657,68.64,20.4464,3,0.811,19.8561,85.6397,96.5344,83.1989,1.04444,2.16,74.2612,32,0.33333,2.489,17.9285,627.959,59.639,2.26,50.0787,766.245,8.57655,32,0.781,3.9,0.754,4.642,57.936,1,57.9,29,,6.4,1.978,2.27,1.161,0.57649,8.5,0,0
98,Honduras,HND,Ranked,58.53,70.65,60.34,44.61,82.96,84.74,70.95,43.96,60.74,51.42,56.14,73.07,68.53,54.71,40.24,14.94,15.4,118.217,20.3,23.305,54.2115,93.181,88.208,78.215,15.2281,88.6538,3.96574,37.6923,49.51,74.28,5,0.726,17.7068,87.1975,82.8706,42.7549,1.19299,0.746,87.6933,19.08,0.33333,2.575,20.5119,343.532,61.444,0.873,16.2706,497.669,15.0725,19,0.699,3.74,0.357,4.365,41.88,25,77.1,31,27.5663,6.1,1.929,1.13,2.08,1.20297,6.2,0,0
38,Hungary,HUN,Ranked,79.46,92.37,76.91,69.09,96.61,99.31,93.59,79.96,92.75,72.26,66.92,75.71,86.66,78.85,59.30,51.54,2.5,10.713,5.4,8.441,9.69188,99.9703,99.1926,97.9977,0,100,5.72798,9.4389,100,1.56477,3,0.927,7.24038,99.1,97.1139,89.1061,1.00588,2.921,119.495,75.6532,0.45098,2.318,20.3442,475.432,82.971,2.859,29.8888,252.25,17,32,0.774,3.685,0.832,4.864,5.751,1,77.9,51,35.0602,5,2.627,2.271,3.11,2.4118,11.6,7,45
6,Iceland,ISL,Ranked,88.33,96.86,86.03,82.11,98.66,99.70,98.74,90.34,96.68,83.96,88.28,75.20,94.63,87.50,81.53,64.79,2.5,2.57,2.3,2.557,17.2483,100,100,98.7835,0,100,6.6901,0.157666,100,0.305783,2,0.961,5.41103,99,98.6773,89.7374,1.00784,3.796,112.662,98.16,0.49019,3.503,24.9254,181.231,95.348,3.78,9.21797,338.958,11.6455,40,0.933,3.528,0.948,4.868,8.855,1,,79,88.5969,1.3,2.879,3.056,3.304,4.05742,12.2,2,75
103,India,IND,Ranked,55.55,63.20,55.17,48.27,69.27,57.86,63.60,62.09,73.40,53.30,48.29,45.68,77.88,45.11,41.64,28.44,16.7,175.859,46.7,42.94,235.887,90.224,43.8392,51.7546,45.845,83.6201,3.70964,59.7932,37.81,3.58825,4,0.679,20.6587,69.3026,97.73,61.7681,1.01246,1.001,72.9607,21,0.62745,2.106,17.801,492.957,55.501,1.277,67.9069,386.932,5.1047,35,0.691,2.849,0.73,4.408,77.97,28,66.4,38,20.9338,8.5,2.003,2.165,2.139,1.34378,4.8,26,5
85,Indonesia,IDN,Ranked,63.81,72.27,65.99,53.16,77.38,61.66,73.16,76.88,82.18,57.03,53.72,71.03,81.01,60.45,40.81,30.37,7.6,177.522,28.3,36.71,153.431,87.2511,19.0631,67.4993,21.7587,97.01,4.12777,42.3944,51.13,0.54993,3,0.8,16.715,95.1162,91.8567,76.807,1.01032,1.528,127.614,17.14,0.29411,3.411,18.0719,523.483,60.402,2.352,25.9122,275.261,11.8697,31,0.852,3.093,0.76,4.363,47.49,14,79.2,36,3.4496,7.3,2.095,1.82,2.416,1.60343,7.4,10,5
88,Iran,IRN,Ranked,63.11,84.16,63.78,41.39,93.03,92.81,91.65,59.14,86.16,46.16,70.72,52.06,38.38,54.68,31.47,41.02,5.4,24.46,16.6,10.928,25.1439,95.1136,92.1815,88.2192,1.6844,100,5.01571,0.403227,98.12,2.63058,3,0.344,31.4266,84.7052,99.4144,81.7408,1.0023,2.208,87.8589,39.35,0.29411,0.169,21.7527,302.021,73.541,2.911,43.8648,661.336,6.97836,7,0.261,1.497,0.458,2.926,40.321,21,73.1,27,,8.8,1.727,2.427,0.864,3.11328,9.7,9,5
14,Ireland,IRL,Ranked,87.03,94.98,85.99,80.13,98.39,96.09,97.64,87.81,97.57,85.29,83.05,78.06,96.35,87.12,74.34,62.69,2.5,2.974,3.8,2.708,19.3355,97.3606,97.3195,90.9476,0,100,6.42144,0.274262,100,1.11064,2,0.93,4.04521,99,99.9512,98.1053,1.02812,3.44,104.828,83.4917,0.64705,3.758,23.9477,210.758,93.909,3.135,14.5538,280.449,14.7259,39,0.963,3.881,0.95,4.804,11.872,0,86.9,75,80.9839,1.6,2.378,2.764,3.215,3.47992,12.5,16,50
31,Israel,ISR,Ranked,80.94,93.19,83.85,65.77,98.07,100.00,96.33,78.35,94.17,82.87,85.61,72.75,84.36,77.59,46.37,54.75,2.5,6.041,4,3.221,23.6798,100,100,100,0,100,6.09199,0.186055,100,1.74046,3,0.843,6.63301,,99.9027,98.839,1.01002,2.468,119.627,75.0178,0.86274,2.274,24.8693,179.389,89.282,3.561,20.6371,334.702,13.1948,36,0.747,3.355,0.86,4.378,7.988,3,67.3,61,34.4242,9.8,2.212,2.339,2.662,3.40846,12.9,12,25
21,Italy,ITA,Ranked,84.87,92.05,86.56,76.00,98.51,98.86,95.64,75.19,96.61,80.85,86.82,81.98,95.22,72.73,67.85,68.21,2.5,3.207,3.6,2.942,10.2841,99.442,97.3706,98.7708,0,100,5.91924,0.221634,100,0.841322,4,0.877,7.05425,98.8483,99.2981,96.4153,0.97728,3.35,150.9,55.6385,0.78431,3.568,24.9773,191.513,94.185,3.541,16.2488,216.379,17,36,0.953,3.828,0.98,4.81,17.766,0,69.7,44,61.2819,5,2.711,2.587,3.525,2.98523,9.9,57,75
55,Jamaica,JAM,Ranked,69.75,80.47,67.53,61.23,90.96,88.62,85.74,56.58,77.42,61.31,63.68,67.72,89.82,69.08,64.58,21.46,9.3,74.342,16.7,7.696,40.909,90.3185,83.0255,86.5654,0.599958,96.4446,4.50081,9.72105,88.43,42.1136,4,0.806,10.2517,88.1,,71.6049,1.07385,1.16,105.01,40.4027,0.19607,3.601,20.8541,418.268,70.145,2.435,30.7791,458.553,14.4013,34,0.954,3.819,0.764,4.726,36.434,1,75.6,41,14.3586,3.6,3.005,3.011,2.991,1.34396,9.6,0,0
15,Japan,JPN,Ranked,86.78,95.95,90.50,73.89,96.78,99.00,97.49,90.52,98.86,91.77,90.16,81.21,94.44,81.51,61.22,58.38,2.5,4.854,2.8,8.594,25.3379,98.8896,97.7458,99.9178,,100,6.37525,0.029992,100,0.288358,2,0.944,4.26094,99,98.7999,99.3189,1.00591,3.857,123.169,89.1068,0.96078,2.919,26.2236,168.659,93.172,3.826,11.1684,297.82,17,40,0.87,3.742,0.962,4.803,9.023,1,64.5,75,27.6307,3.9,2.045,3.1,3.189,3.16188,12.6,64,20
62,Jordan,JOR,Ranked,68.41,88.74,67.64,48.85,91.33,96.30,92.86,74.47,86.16,60.23,72.96,51.22,60.64,70.81,30.96,33.00,10.7,22.864,18.7,10.455,23.5831,99.0384,89.4069,97.6212,0.866449,99.9874,5.26797,0.025275,98.95,1.71154,3,0.767,13.8148,97.8903,,67.4952,1.03411,2.66,125.917,46.2,0.47058,1.121,22.7413,260.588,76.459,2.632,39.2009,428.154,1.17668,11,0.559,2.595,0.703,3.842,8.618,7,57.2,53,,7.7,1.276,1.878,1.031,1.86946,9.7,2,15
65,Kazakhstan,KAZ,Ranked,67.47,84.42,69.28,48.70,94.10,91.74,87.10,64.73,95.03,73.68,58.68,49.73,53.12,66.11,32.51,43.06,2.5,14.885,13.2,12.26,34.2843,93.8824,77.804,97.6697,0,99.9785,4.62685,16.7674,94.12,6.50888,3,0.591,17.6693,99.7816,99.9698,98.1857,1.0352,2.79,163.518,66,0.7647,1.222,18.3808,568.652,72.205,2.889,36.0539,771.692,3.26391,6,0.42,1.482,0.763,4.251,25.618,5,76.6,28,10.3706,7.3,1.813,0.565,2.332,2.34576,11.7,11,10
110,Kenya,KEN,Ranked,51.79,52.82,61.15,41.40,61.43,45.13,46.06,58.66,68.60,56.04,51.34,68.63,61.49,56.12,33.03,14.98,20.8,305.803,50.5,36.497,468.11,56.9904,32.1193,29.8006,14.7441,36,3.72796,72.6846,10.74,5.46547,4,0.578,20.3372,78.733,83.119,48.3258,0.90413,2.109,73.0759,16.5,0.64705,2.948,17.2601,378.716,52.378,1.794,22.7434,545.448,13.8347,22,0.798,3.437,0.313,2.694,54.708,13,78.5,25,7.5767,9.1,1.625,1.935,1.804,0.47015,5.7,1,5
125,"Korea, Democratic Republic of",PRK,Ranked,46.02,62.53,49.43,26.09,74.58,86.93,39.03,49.59,92.23,4.31,52.35,48.83,3.76,55.78,28.11,16.72,41.7,89.067,22.4,26.388,52.7725,95.5707,71.658,80.9302,0,37.4245,,92.3418,8.89,4.79464,4,0.058,21.5609,,97.7928,90.2433,1.01124,2.771,11.1481,0,0.0196,0.082,18.649,588.777,63.59,1.945,38.5422,,2.82155,0,0.015,0.304,0.021,0.317,66.355,0,82.5,8,,6,1.491,0.761,0.938,1.41074,,0,0
24,"Korea, Republic of",KOR,Ranked,83.29,94.41,83.96,71.50,97.91,99.26,94.39,86.06,97.89,90.77,87.42,59.78,89.33,77.01,59.93,59.72,2.5,11.465,3.6,3.262,25.5731,99.4509,97.7795,100,,100,5.74483,0.018094,96.8,0.681693,2,0.915,11.4039,99,97.3683,97.8926,1.00142,3.827,113.704,87.5568,1,2.51,24.7944,172.152,91.606,3.83,22.0118,435.605,3.4457,34,0.779,3.922,0.927,4.586,24.103,0,80.5,54,30.7769,3.1,2.491,2.121,3.06,4.66091,11.3,39,15
83,Kyrgyzstan,KGZ,Ranked,64.46,79.79,65.23,48.35,88.79,90.61,74.41,65.35,90.04,60.07,55.10,55.72,66.47,58.88,39.44,28.62,6.9,52.076,23.5,18.231,35.9205,86.7315,86.7482,96.5565,0,99.8,2.92807,36.639,76.91,3.62433,3,0.498,18.3174,99.2434,99.614,82.532,1.01602,2.261,130.979,28.3,0.41176,2.653,18.3701,546.134,66.757,2.258,39.0382,1049.04,12.3627,14,0.745,2.193,0.735,4.335,38.03,8,63.7,28,11.2246,8.6,1.808,2.325,2.128,2.39244,10.9,0,0
121,Laos,LAO,Ranked,47.18,57.33,54.86,29.34,64.85,57.62,56.03,50.84,74.07,31.31,42.43,71.65,24.54,44.32,38.01,10.51,17.7,208.135,70.1,47.56,186.066,76.0292,42.6876,66.8285,38.244,83.0873,4.7091,100.232,5.22,8.0434,3,0.132,31.0314,78.0678,95.6066,55.9805,0.92496,1.634,70.2297,14.26,0.19607,0.13,17.4162,601.2,50.815,0.94,29.5358,364.2,15.9012,1,0.056,1.652,0.188,2.316,81.47,20,66.4,25,40.7271,6.6,1.398,1.621,1.486,0.95437,4.3,0,0
39,Latvia,LVA,Ranked,79.11,90.38,80.58,66.36,96.29,94.95,92.58,77.70,95.88,85.21,67.10,74.12,94.68,79.91,49.44,41.41,2.5,12.255,5.5,8.6,22.4785,98.472,90.3545,91.0532,0,100,5.55839,4.69114,94.5,2.45004,3,0.96,10.8944,99.8959,97.9613,92.87,0.97966,3.484,118.247,75.83,0.70588,3.852,20.2306,484.16,80.547,3.172,32.5592,271.889,17,35,0.973,3.896,0.939,4.794,8.309,1,78.6,56,19.6055,7.7,2.555,2.457,2.413,3.17764,12,1,15
86,Lebanon,LBN,Ranked,63.59,79.07,64.29,47.41,92.27,91.12,73.63,59.24,77.42,60.22,68.28,51.26,64.85,62.73,29.04,33.01,9.3,21.7,8.7,13.37,20.8928,91.8006,86.2993,93.7979,,100,1.62516,0.014464,,4.473,5,0.618,7.40489,91.1842,84.845,64.8854,0.99197,1.909,78.2983,73,0.29411,2.212,21.7566,362.412,80.558,2.156,48.2674,354.393,2.88803,13,0.713,3.346,0.505,3.892,27.443,3,61.4,28,11.9388,8.7,0.757,1.51,2.415,1.92727,8.3,4,15
120,Lesotho,LSO,Ranked,47.82,46.27,46.60,50.59,46.70,51.91,42.15,44.32,60.12,48.99,37.50,39.78,69.46,60.42,59.24,13.25,13.3,346.838,94.7,40.274,1009.88,68.3727,63.2557,37.3172,38.9098,27.8,3.69931,115.243,32.99,31.0764,3,0.552,51.6225,76.6352,82.9695,36.9357,1.34407,3.187,99.674,22,0.13725,2.147,13.9118,826.605,48.117,2.592,52.4522,843.702,0.238939,28,0.7,3.735,0.594,2.796,55.621,15,78.6,44,18.2292,4.1,2.315,2.881,3.046,0.55005,7,0,0
128,Liberia,LBR,Ranked,45.20,41.82,47.87,45.91,43.55,27.68,30.38,65.66,48.56,38.22,44.04,60.65,82.83,43.17,51.13,6.53,37.6,484.56,83,36.846,667.69,71.4284,5.98351,16.54,63.287,9.4,3.10127,110.47,0.68,3.22846,4,0.797,17.6977,,90.0598,15.4819,0.77622,1.254,73.456,5.41,0.11764,2.716,16.2141,428.321,49.915,0.852,8.09105,620.816,2.201,28,0.87,3.841,0.679,4.456,78,20,45.9,37,3.2959,6,2.722,2.059,2.961,0.58337,3,0,0
33,Lithuania,LTU,Ranked,80.58,89.41,80.69,71.64,96.51,94.59,94.06,72.48,97.27,80.95,70.78,73.75,95.88,77.97,61.02,51.70,2.5,9.923,5,8.231,22.7829,96.1336,92.2318,91.7234,0,100,5.55513,1.02744,100,6.60587,3,0.904,11.3443,99.8156,99.9178,97.5025,0.95943,3.506,144.085,72.13,0.64705,3.421,20.6149,444.128,80.573,3.701,33.2577,272.967,16.9282,38,0.932,3.916,0.95,4.885,9.984,0,67.3,59,16.6566,4.6,2.686,2.541,3.56,3.34195,12.8,4,30
16,Luxembourg,LUX,Ranked,86.74,95.12,86.85,78.26,98.47,99.37,98.22,84.41,95.44,85.89,84.08,81.98,95.48,90.38,78.16,49.01,2.5,8.301,2.7,2.477,17.3912,99.9446,99.8892,97.6161,0,100,6.5603,0.15259,100,0.18358,,0.928,5.96525,99,98.5969,84.1435,1.03821,3.859,144.235,94.67,0.54901,3.823,23.8299,212.624,93.999,3.441,14.9183,229.399,17,38,0.956,3.66,0.98,4.858,6.172,1,,85,81.1652,3.1,2.647,3.138,3.751,0.9163,11.6,2,75
135,Madagascar,MDG,Ranked,42.51,41.59,45.79,40.13,55.32,26.30,22.93,61.82,59.56,32.98,33.62,57.02,70.49,32.83,45.79,11.42,35.5,294.135,49.9,51.037,358.588,50.778,33.287,9.36256,54.7305,18.7445,1.87839,144.711,0.94,9.17724,3,0.616,22.6181,71.5726,,30.2881,0.98901,0.282,41.1783,3.7,0.35294,2.46,15.9169,635.799,39.985,0.306,16.9296,1034.25,5.81281,24,0.677,3.533,0.366,4.616,85.568,40,56.7,28,2.2992,4.3,2.299,1.952,1.941,0.26904,6.7,0,0
114,Malawi,MWI,Ranked,49.67,52.68,53.81,42.51,60.21,47.10,31.51,71.90,63.85,29.37,47.56,74.45,72.08,49.33,43.28,5.35,22.1,181.022,65.7,39.393,570.433,66.0641,21.5739,25.2609,8.5239,11.9,2.67397,96.2473,2.35,1.73321,3,0.78,21.4471,65.1454,98.0068,32.5575,0.91753,0.78,32.9988,5.83,0.23529,2.835,17.089,425.636,52.074,1.217,13.2861,590.652,16.6794,27,0.834,3.901,0.746,2.078,59.89,26,72.4,31,2.3773,5.1,1.793,2.189,2.138,0.03875,3.8,0,0
