Region,Country,City,Unit,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Asia,Sri Lanka,Dehiwala-Mt.Lavinia,Rate,,,,,,,,,,,2.3,3.3,2,1.2,
Asia,Sri Lanka,Dehiwala/Mtlavinia,Count,,,,,,,,,,,,,,,3
Asia,Sri Lanka,Moratuwa,Count,,,,,,,,,,,1,2,3,1,4
Asia,Sri Lanka,Moratuwa,Rate,,,,,,,,,,,0.5,1,1.4,0.5,
Asia,State of Palestine,Hebron,Count,,,17,,,,,12,2,7,,,,,
Asia,State of Palestine,Hebron,Rate,,,3.2,,,,,2,0.3,1.1,,,,,
Asia,Syrian Arab Republic,Aleppo,Count,,,,,155,131,,,,,,,,,
Asia,Syrian Arab Republic,Aleppo,Rate,,,,,3.6,2.9,,,,,,,,,
Asia,Tajikistan,Dushanbe,Count,,52,38,29,26,19,19,24,23,,,,,,
Asia,Tajikistan,Dushanbe,Rate,,8.8,6,4.5,4,2.9,2.9,3.7,3.6,,,,,,
Asia,Thailand,Bangkok,Count,,,311,327,283,252,225,219,163,199,187,224,154,,
Asia,Thailand,Bangkok,Rate,,,5.6,5.9,5.1,4.5,3.9,3.8,2.9,3.5,3.3,3.9,2.7,,
Asia,Timor-Leste,Dili,Count,,,,,,,,17,,,,,,,
Asia,Timor-Leste,Dili,Rate,,,,,,,,11.3,,,,,,,
Asia,Turkey,Istanbul,Count,842,854,923,842,565,490,574,408,400,391,,,,,
Asia,Turkey,Istanbul,Rate,6.8,6.8,7.3,6.6,4.3,3.7,4.3,3,2.9,2.8,,,,,
Asia,Turkmenistan,Ashkhabad,Count,,,33,33,,,,,,,,,,,
Asia,Turkmenistan,Ashkhabad,Rate,,,3.6,3.5,,,,,,,,,,,
Asia,United Arab Emirates,Dubai,Count,,,25,20,,,,25,16,22,22,19,23,,
Asia,United Arab Emirates,Dubai,Rate,,,1.9,1.5,,,,1.1,0.7,0.9,0.9,0.8,0.9,,
Asia,Yemen,Sana'a,Count,,,96,102,93,81,83,,,,,,,,
Asia,Yemen,Sana'a,Rate,,,5.5,5.5,4.7,3.9,3.8,,,,,,,,
Europe,Albania,Shkodra,Count,,,,,,,,,,,,7,4,10,
Europe,Albania,Shkodra,Rate,,,,,,,,,,,,2.3,1.4,3.4,
Europe,Albania,Tirana,Count,,,24,19,21,18,25,33,28,29,32,23,16,20,
Europe,Albania,Tirana,Rate,,,2.9,2.3,2.5,2.2,3.1,4.1,3.5,3.6,4.1,2.9,2,2.5,
Europe,Albania,Vlora,Count,,,,,,,,,,,,9,7,12,
Europe,Albania,Vlora,Rate,,,,,,,,,,,,2.8,2.2,3.8,
Europe,Andorra,Andorra la Vella and Escaldes-Engordany,Count,,,,,0,0,,,1,0,0,0,0,,
Europe,Andorra,Andorra la Vella and Escaldes-Engordany,Rate,,,,,0,0,,,2.6,0,0,0,0,,
Europe,Austria,Graz,Count,,,,,,,,1,2,0,1,3,4,,
Europe,Austria,Graz,Rate,,,,,,,,0.4,0.8,0,0.4,1.1,1.5,,
Europe,Austria,Linz,Count,,,,,,,,1,1,1,0,1,2,,
Europe,Austria,Linz,Rate,,,,,,,,0.5,0.5,0.5,0,0.5,1,,
Europe,Austria,Vienna,Count,,15,22,18,20,17,20,21,23,19,26,11,9,,
Europe,Austria,Vienna,Rate,,0.9,1.3,1.1,1.2,1,1.2,1.2,1.3,1.1,1.5,0.6,0.5,,
Europe,Belarus,Gomel,Count,,,,,,,25,9,14,18,19,17,,,
Europe,Belarus,Gomel,Rate,,,,,,,5.1,1.8,2.8,3.6,3.7,3.3,,,
Europe,Belarus,Minsk,Count,,73,87,68,62,74,60,65,51,52,58,61,,,
Europe,Belarus,Minsk,Rate,,3.8,4.6,3.6,3.3,3.9,3.3,3.5,2.7,2.7,3,3.2,,,
Europe,Belarus,Mogilev,Count,,,,,,,24,17,9,11,11,13,,,
Europe,Belarus,Mogilev,Rate,,,,,,,6.8,4.7,2.5,3,3,3.5,,,
Europe,Belgium,Brussels,Count,12,29,32,37,20,44,33,31,27,35,37,37,38,,
Europe,Belgium,Brussels,Rate,1.1,2.6,2.9,3.3,1.8,3.9,2.9,2.7,2.3,3,3.2,3.1,3.2,,
Europe,Bosnia and Herzegovina,Banja Luka,Count,,,,,,,,,,,,,1,1,
Europe,Bosnia and Herzegovina,Banja Luka,Rate,,,,,,,,,,,,,0.7,0.7,
Europe,Bosnia and Herzegovina,Sarajevo,Count,,,9,10,10,10,,6,9,13,8,8,12,4,
Europe,Bosnia and Herzegovina,Sarajevo,Rate,,,1.7,1.9,1.9,1.9,,1.2,1.7,2.5,1.6,1.6,2.4,0.8,
Europe,Bosnia and Herzegovina,Tuzla,Count,,,,,,,,,,,,,3,2,
Europe,Bosnia and Herzegovina,Tuzla,Rate,,,,,,,,,,,,,4,2.7,
Europe,Bulgaria,Plovdiv,Count,,,,,,,,,,,,6,7,5,
Europe,Bulgaria,Plovdiv,Rate,,,,,,,,,,,,0.9,1,0.7,
Europe,Bulgaria,Sofia,Count,46,37,38,27,24,27,26,20,20,25,18,25,21,11,
Europe,Bulgaria,Sofia,Rate,3.2,2.6,2.7,1.9,1.7,2,1.9,1.5,1.5,1.9,1.4,1.9,1.6,0.8,
Europe,Bulgaria,Varna,Count,,,,,,,,,,,,6,8,1,
Europe,Bulgaria,Varna,Rate,,,,,,,,,,,,1.3,1.7,0.2,
Europe,Croatia,Rijeka,Count,,,,,,,,,,,,1,0,1,
Europe,Croatia,Rijeka,Rate,,,,,,,,,,,,0.8,0,0.8,
Europe,Croatia,Split,Count,,,,,,,,,,,,0,2,3,
Europe,Croatia,Split,Rate,,,,,,,,,,,,0,1.2,1.7,
Europe,Croatia,Zagreb,Count,15,7,16,11,6,15,5,10,11,10,6,5,3,10,
Europe,Croatia,Zagreb,Rate,1.9,0.9,2,1.4,0.7,1.9,0.6,1.3,1.4,1.3,0.8,0.6,0.4,1.2,
Europe,Czechia,Brno,Count,,,,,,,,,,,7,5,6,5,7
Europe,Czechia,Brno,Rate,,,,,,,,,,,1.8,1.3,1.6,1.3,
Europe,Czechia,Ostrava,Count,,,,,,,,,,,1,3,2,1,10
Europe,Czechia,Ostrava,Rate,,,,,,,,,,,0.3,1,0.7,0.3,
Europe,Czechia,Prague,Count,,,15,21,30,19,24,17,10,16,15,25,22,9,10
Europe,Czechia,Prague,Rate,,,1.2,1.7,2.4,1.5,1.9,1.3,0.8,1.3,1.2,2,1.7,0.7,
Europe,Denmark,Aalborg,Count,,,,,,,,2,0,1,1,2,7,3,
Europe,Denmark,Aalborg,Rate,,,,,,,,1,0,0.5,0.5,1,3.4,1.4,
Europe,Denmark,Aarhus,Count,,,,,,,,0,1,0,7,6,6,3,
Europe,Denmark,Aarhus,Rate,,,,,,,,0,0.3,0,2.2,1.9,1.8,0.9,
Europe,Denmark,Copenhagen,Count,,,13,9,7,8,13,4,16,14,1,6,10,5,
Europe,Denmark,Copenhagen,Rate,,,2.6,1.8,1.4,1.6,2.6,0.8,3,2.5,0.2,1,1.7,0.8,
Europe,Estonia,Tallinn,Count,,,40,21,35,,29,22,,20,20,16,11,,
Europe,Estonia,Tallinn,Rate,,,10.1,5.3,8.8,,7.3,5.5,,4.9,4.8,3.7,2.6,,
Europe,Finland,Espoo,Count,,,,,,,8,2,2,2,5,1,2,0,
Europe,Finland,Espoo,Rate,,,,,,,3.3,0.8,0.8,0.8,1.9,0.4,0.7,0,
Europe,Finland,Helsinki,Count,,22,13,14,10,16,7,12,14,12,6,10,12,9,
Europe,Finland,Helsinki,Rate,,3.7,2.2,2.4,1.7,2.7,1.2,2,2.4,2,1,1.6,1.9,1.4,
Europe,Finland,Tampere,Count,,,,,,,1,4,9,3,0,2,3,5,
Europe,Finland,Tampere,Rate,,,,,,,0.5,1.9,4.2,1.4,0,0.9,1.3,2.2,
Europe,France,Lyon,Count,,,,,,,,,,,,,8,5,9
Europe,France,Lyon,Rate,,,,,,,,,,,,,1.6,1,
Europe,France,Marseille,Count,,,,,,,,,,,,,39,30,38
Europe,France,Marseille,Rate,,,,,,,,,,,,,4.5,3.5,
Europe,France,Paris,Count,55,21,34,29,38,47,36,44,42,46,42,43,187,42,28
Europe,France,Paris,Rate,2.6,1,1.6,1.3,1.7,2.1,1.6,2,1.9,2.1,1.8,1.9,8.5,1.9,
Europe,Germany,Berlin,Count,,,60,50,42,42,67,41,43,52,55,51,42,48,
Europe,Germany,Berlin,Rate,,,1.8,1.5,1.3,1.3,2,1.2,1.3,1.6,1.6,1.5,1.2,1.4,
Europe,Germany,Hamburg,Count,,,,,,,,,,12,14,23,17,13,
Europe,Germany,Hamburg,Rate,,,,,,,,,,0.7,0.8,1.3,1,0.7,
Europe,Germany,Munich,Count,,,,,,,,,,8,7,5,11,15,
Europe,Germany,Munich,Rate,,,,,,,,,,0.6,0.5,0.4,0.8,1,
Europe,Greece,Athens,Count,29,41,49,43,68,69,70,82,86,66,54,40,28,,
Europe,Greece,Athens,Rate,0.7,1.1,1.3,1.1,1.7,1.8,1.8,2.1,2.2,1.7,1.4,1,0.7,,
Europe,Holy See,Vatican City State,Count,,,,,,,0,0,0,0,0,,0,,
Europe,Holy See,Vatican City State,Rate,,,,,,,0,0,0,0,0,,0,,
Europe,Hungary,Budapest,Count,39,32,31,30,17,33,26,32,33,25,29,33,37,39,
Europe,Hungary,Budapest,Rate,2.3,1.9,1.8,1.8,1,1.9,1.5,1.9,1.9,1.4,1.7,1.9,2.1,2.2,
Europe,Hungary,Debrecen,Count,,,,,,,1,2,3,3,2,4,2,6,
Europe,Hungary,Debrecen,Rate,,,,,,,0.5,1,1.4,1.5,1,2,1,3,
Europe,Hungary,Szeged,Count,,,,,,,2,0,0,0,1,1,2,2,
Europe,Hungary,Szeged,Rate,,,,,,,1.2,0,0,0,0.6,0.6,1.2,1.2,
Europe,Iceland,Hafnarfjordur,Count,,,,,,,,0,0,1,0,0,0,0,
Europe,Iceland,Hafnarfjordur,Rate,,,,,,,,0,0,3.8,0,0,0,0,
Europe,Iceland,Kopavogur,Count,,,,,,,,0,0,0,0,0,0,0,
Europe,Iceland,Kopavogur,Rate,,,,,,,,0,0,0,0,0,0,0,
Europe,Iceland,Reykjavik,Count,,,2,0,2,0,1,1,3,0,0,,2,0,
Europe,Iceland,Reykjavik,Rate,,,1.3,0,1.3,0,0.6,0.8,2.5,0,0,,0.9,0,
Europe,Ireland,Dublin,Count,,,29,33,31,26,29,30,,,,,,,
Europe,Ireland,Dublin,Rate,,,2.6,2.7,2.5,2,2.1,2,,,,,,,
Europe,Italy,Rome,Count,,,34,26,29,28,29,9,27,24,28,35,19,,
Europe,Italy,Rome,Rate,,,1.3,1,1.1,1,1.1,0.3,1,0.9,1,1.2,0.7,,
Europe,Kosovo under UNSCR 1244,Prishtina,Count,,,,,,7,8,6,6,1,3,6,2,,
Europe,Kosovo under UNSCR 1244,Prishtina,Rate,,,,,,4.9,5.6,4.2,4.1,0.7,2,4.1,1.4,,
Europe,Latvia,Daugavpils,Count,,,,,,,,,,,,5,0,,
Europe,Latvia,Daugavpils,Rate,,,,,,,,,,,,5.8,0,,
Europe,Latvia,Liepaja,Count,,,,,,,,,,,,4,2,,
Europe,Latvia,Liepaja,Rate,,,,,,,,,,,,5.6,2.8,,
Europe,Latvia,Riga,Count,81,72,35,46,29,30,37,23,18,26,26,30,31,,
Europe,Latvia,Riga,Rate,11.1,10,4.9,6.5,4.2,4.4,5.4,3.4,2.7,4,4,4.7,4.8,,
Europe,Liechtenstein,Schaan,Count,,,0,0,0,0,0,0,0,0,0,1,0,,
Europe,Liechtenstein,Schaan,Rate,,,0,0,0,0,0,0,0,0,0,16.9,0,,
Europe,Lithuania,Kaunas,Count,,,,,,,,,,,22,12,29,16,
Europe,Lithuania,Kaunas,Rate,,,,,,,,,,,7.2,4,9.7,5.4,
Europe,Lithuania,Klaipeda,Count,,,,,,,,,,,10,11,15,6,
Europe,Lithuania,Klaipeda,Rate,,,,,,,,,,,6.3,7,9.7,3.9,
Europe,Lithuania,Vilnius,Count,42,43,43,32,41,58,30,26,22,19,26,45,35,21,
Europe,Lithuania,Vilnius,Rate,6.7,6.9,7,5.3,6.9,9.8,5.2,4.5,3.9,3.4,4.8,8.3,6.4,3.9,
Europe,Luxembourg,Luxembourg,Count,,,1,4,2,3,5,0,3,0,0,1,,,
Europe,Luxembourg,Luxembourg,Rate,,,1.1,4.2,3.2,3.2,5.3,0,3,0,0,0.9,,,
Europe,Malta,Valletta,Count,,,0,0,0,0,0,1,0,0,0,0,0,,
Europe,Malta,Valletta,Rate,,,0,0,0,0,0,15.9,0,0,0,0,0,,
Europe,Monaco,Conadmine,Count,,,,,,,,,,,,,0,,
Europe,Monaco,Conadmine,Rate,,,,,,,,,,,,,0,,
Europe,Monaco,Fontvielle,Count,,,,,,,,,,,,,0,,
Europe,Monaco,Fontvielle,Rate,,,,,,,,,,,,,0,,
Europe,Monaco,Monte-Carlo,Count,,,1,1,0,0,,,,,0,,0,,
Europe,Monaco,Monte-Carlo,Rate,,,6.6,6.4,0,0,,,,,0,,0,,
Europe,Montenegro,Bijelo Polje,Count,,,,,,,,,,,,3,4,,
Europe,Montenegro,Bijelo Polje,Rate,,,,,,,,,,,,6.9,9.2,,
Europe,Montenegro,Niksic,Count,,,,,,,,,,,,3,2,2,
Europe,Montenegro,Niksic,Rate,,,,,,,,,,,,4.2,2.8,2.8,
Europe,Montenegro,Podgorica,Count,9,7,12,11,7,7,8,7,8,7,1,5,2,4,
Europe,Montenegro,Podgorica,Rate,4.7,3.7,6.3,5.7,3.6,3.6,4.1,3.6,4.1,3.6,0.5,2.6,1,2,
Europe,Netherlands,Amsterdam,Count,,,32,17,27,11,24,10,12,17,16,17,14,18,
Europe,Netherlands,Amsterdam,Rate,,,4.2,2.2,3.5,1.4,3.2,1.3,1.5,2.2,2,2.1,1.7,2.2,
Europe,Netherlands,Rotterdam,Count,,,,,,,15,9,14,12,11,6,9,8,
Europe,Netherlands,Rotterdam,Rate,,,,,,,2.6,1.5,2.3,1.9,1.8,1,1.4,1.3,
Europe,Netherlands,The Hague,Count,,,,,,,10,8,3,12,3,5,5,6,
Europe,Netherlands,The Hague,Rate,,,,,,,2.1,1.6,0.6,2.4,0.6,1,1,1.2,
Europe,Norway,Bergen,Count,,2,2,2,1,0,1,2,1,1,3,3,1,0,
Europe,Norway,Bergen,Rate,,,,,,,,,,,1.1,1.1,0.4,0,
Europe,Norway,Oslo,Count,11,12,8,9,8,12,7,5,19,8,8,7,12,4,
Europe,Norway,Oslo,Rate,2,2.1,1.4,1.6,1.4,2.1,1.2,0.9,3.2,1.3,1.3,1.1,1.9,0.6,
Europe,Norway,Trondheim,Count,,0,0,0,3,1,1,1,0,0,0,1,0,0,
Europe,Norway,Trondheim,Rate,,,,,,,,,,,0,0.5,0,0,
Europe,Poland,Krakow,Count,,,,,,,,,,,,,,2,
Europe,Poland,Krakow,Rate,,,,,,,,,,,,,,0.3,
Europe,Poland,Lodz,Count,,,,,,,,,,,,,,7,
Europe,Poland,Lodz,Rate,,,,,,,,,,,,,,1,
Europe,Poland,Warsaw,Count,,,37,36,37,25,33,22,29,25,18,20,8,9,
Europe,Poland,Warsaw,Rate,,,2.1,2,2.1,1.4,1.9,1.2,1.6,1.4,1,1.1,0.5,0.5,
Europe,Portugal,Lisbon,Count,11,10,14,14,12,9,4,6,5,13,10,7,11,,
Europe,Portugal,Lisbon,Rate,0.5,0.5,0.7,0.7,0.6,0.4,0.2,0.3,0.2,0.6,0.5,0.3,0.5,,
Europe,Republic of Moldova,BALTI,Count,,,,,,,,,,,,4,,,
Europe,Republic of Moldova,BALTI,Rate,,,,,,,,,,,,2.7,,,
Europe,Republic of Moldova,Cahul,Count,,,,,,,,,,,,4,,,
Europe,Republic of Moldova,Cahul,Rate,,,,,,,,,,,,9.8,,,
Europe,Republic of Moldova,Chishinau,Count,,73,57,56,51,33,39,32,31,38,25,18,,,
Europe,Republic of Moldova,Chishinau,Rate,,8.8,6.9,6.8,6.2,4,4.8,3.9,3.8,4.7,3.1,2.2,,,
Europe,Romania,BUCHAREST,Count,,,27,25,22,17,20,22,17,21,13,21,17,,
Europe,Romania,BUCHAREST,Rate,,,1.2,1.1,1,0.8,0.9,1,0.8,1,0.6,1,0.8,,
Europe,Russian Federation,Krasnodar,Count,,,,,,,532.5277199,595.9975935,487.6343947,542,,285,410,,
Europe,Russian Federation,Krasnodar,Rate,,,,,,,10.4,11.5,9.3,10.3,,5.3,7.5,,
Europe,Russian Federation,Krasnodar Krai,Count,,,,,,,,,,,246,,,,
Europe,Russian Federation,Krasnodar Krai,Rate,,,,,,,,,,,4.6,,,,
Europe,Russian Federation,Moscow,Count,,"1,361.44",,,,,,,,,,,,425,
Europe,Russian Federation,Moscow,Rate,,11.7,,,,,,,,,,,,5.2,
Europe,Russian Federation,Saint Petersburg,Count,,,,,,,228.9051382,191.4235951,179.3759563,197,211,171,242,259,
Europe,Russian Federation,Saint Petersburg,Rate,,,,,,,5,4.2,3.7,4,4.2,3.3,4.7,4.9,
Europe,Serbia,Belgrade,Count,,,48,50,50,40,26,22,37,22,35,26,32,16,
Europe,Serbia,Belgrade,Rate,,,2.8,2.9,2.9,2.3,1.5,1.3,2.2,1.3,2.1,1.6,1.9,1,
Europe,Serbia,Nis,Count,,,,,,,16,11,11,11,8,7,7,7,
Europe,Serbia,Nis,Rate,,,,,,,6.1,4.2,4.2,4.2,3.1,2.7,2.7,2.7,
Europe,Serbia,Novi Sad,Count,,,,,,,6,7,6,8,10,11,10,12,
Europe,Serbia,Novi Sad,Rate,,,,,,,1.7,2,1.7,2.3,2.9,3.2,2.8,3.4,
Europe,Slovakia,Bratislava,Count,17,18,11,15,16,10,9,8,14,12,9,11,15,,
Europe,Slovakia,Bratislava,Rate,4,4.2,2.6,3.5,3.8,2.3,2.1,1.9,3.2,2.9,2.1,2.6,3.5,,
Europe,Slovakia,Kosice,Count,,,,,,,,,,,,6,4,,
Europe,Slovakia,Kosice,Rate,,,,,,,,,,,,2.5,1.7,,
Europe,Slovakia,Presov,Count,,,,,,,,,,,,11,0,,
Europe,Slovakia,Presov,Rate,,,,,,,,,,,,14.2,0,,
Europe,Slovenia,Celje,Count,,,,,,,,,,,1,0,1,1,
Europe,Slovenia,Celje,Rate,,,,,,,,,,,,0,2.7,2.6,
Europe,Slovenia,Ljubljana,Count,,7,1,1,3,0,1,7,4,2,0,3,9,1,
Europe,Slovenia,Ljubljana,Rate,,2.8,0.4,0.4,1.2,0,0.4,2.6,1.5,0.7,0,1.1,3.2,0.4,
Europe,Slovenia,Maribor,Count,,,,,,,,,,,0,1,0,2,
Europe,Slovenia,Maribor,Rate,,,,,,,,,,,,1,0,2.1,
Europe,Spain,Barcelona,Count,,,,,,,,,,,,14,11,11,
Europe,Spain,Barcelona,Rate,,,,,,,,,,,,0.9,0.7,0.7,
Europe,Spain,Madrid,Count,,,36,37,34,39,32,28,21,28,22,18,14,19,
Europe,Spain,Madrid,Rate,,,1.2,1.2,1.1,1.2,1,0.9,0.7,0.9,0.7,0.6,0.4,0.6,
Europe,Spain,Valencia,Count,,,,,,,,,,,,4,6,6,
Europe,Spain,Valencia,Rate,,,,,,,,,,,,0.5,0.8,0.8,
Europe,Switzerland,Basel,Count,,,,,,,6,1,1,3,1,3,1,0,3
Europe,Switzerland,Basel,Rate,,,,,,,3.6,0.6,0.6,1.8,0.6,1.8,0.6,0,
Europe,Switzerland,Geneva,Count,,,,,,,6,2,5,0,3,3,1,2,2
Europe,Switzerland,Geneva,Rate,,,,,,,3.3,1.1,2.7,0,1.6,1.5,0.5,1,
Europe,Switzerland,Zurich,Count,,,,,,,4,11,1,2,0,2,2,4,2
Europe,Switzerland,Zurich,Rate,,,,,,,1.1,3,0.3,0.5,0,0.5,0.5,1,
Europe,The former Yugoslav Republic of Macedonia,Skopje,Count,,,,19,21,13,12,14,11,8,8,10,,,
Europe,The former Yugoslav Republic of Macedonia,Skopje,Rate,,,,2.9,3.2,2,1.9,2.2,1.7,1.2,1.3,1.5,,,
Europe,Ukraine,Kiev,Count,,139,129,129,99,102,118,89,,,,,,,
Europe,Ukraine,Kiev,Rate,,5,4.8,4.8,3.6,3.7,4.2,3.2,,,,,,,
Europe,United Kingdom (England and Wales),London,Count,,195,177,160,161,153,118,134,100,109,108,102,109,,
Europe,United Kingdom (England and Wales),London,Rate,,2.5,2.3,2,2,1.9,1.5,1.6,1.2,1.3,1.3,1.2,1.2,,
Europe,United Kingdom (Northern Ireland),BELFAST,Count,8,6,13,11,6,4,7,9,3,6,6,7,9,8,
Europe,United Kingdom (Northern Ireland),BELFAST,Rate,2.6,1.9,4.2,3.5,1.9,1.2,2.2,2.8,0.9,1.8,1.8,2.1,2.7,2.4,
Europe,United Kingdom (Scotland),Dundee,Count,,,,,,,,,,,1,1,3,4,
Europe,United Kingdom (Scotland),Dundee,Rate,,,,,,,,,,,0.4,0.4,1.3,1.7,
Europe,United Kingdom (Scotland),Edinburgh,Count,,,,,,,,,,,9,7,1,4,
Europe,United Kingdom (Scotland),Edinburgh,Rate,,,,,,,,,,,1.8,1.4,0.2,0.8,
Europe,United Kingdom (Scotland),Glasgow,Count,,23,31,33,31,24,20,25,16,18,18,14,15,12,
Europe,United Kingdom (Scotland),Glasgow,Rate,,4.1,5.5,5.8,5.4,4.2,3.4,4.3,2.7,3,3,2.3,2.5,2,
Oceania,Australia,Sydney,Count,,,51,62,49,,,,,,,,,,
Oceania,Australia,Sydney,Rate,,,1.2,1.4,1.1,,,,,,,,,,
Oceania,New Zealand,Auckland,Count,,,19,23,11,20,15,17,14,10,11,,,,
Oceania,New Zealand,Auckland,Rate,,,1.4,1.7,0.8,1.4,1,1.1,0.9,0.7,0.7,,,,
Oceania,Solomon Islands,Honiara,Count,,2,3,12,19,11,,,,,,,,,
Oceania,Solomon Islands,Honiara,Rate,,3.5,5.2,20.8,33,19.1,,,,,,,,,
Oceania,Tonga,Nuku'alofa,Count,,,4,8,1,3,4,1,2,1,,,,,
Oceania,Tonga,Nuku'alofa,Rate,,,17,33.8,4.2,12.5,16.5,4.1,8.1,4,,,,,
