id,brewery_id,name,cat_id,style_id,abv,ibu,srm,upc
3721,236,Avalanche Amber,3,33,0,0,0,0
3722,682,Pale Ale,3,26,0,0,0,0
3723,412,Weizen,8,95,0,0,0,0
3724,824,Rat Beach Red Ale,3,33,0,0,0,0
3725,824,Pier Pale Ale,3,26,0,0,0,0
3726,824,Blonde,-1,-1,0,0,0,0
3727,501,Maple Nut Brown,3,38,0,0,0,0
3728,412,Porter,2,25,0,0,0,0
3729,412,Oktoberfest Ale,7,84,0,0,0,0
3730,412,Good Life Stout,3,42,0,0,0,0
3731,412,Platte Valley ESB,-1,-1,0,0,0,0
3732,412,Homestead Pale Ale,3,26,0,0,0,0
3733,412,Sod House Altbier,3,38,0,0,0,0
3734,412,ZlatÃ© Pivo Golden Beer,-1,-1,0,0,0,0
3735,412,Whooping Wheat,-1,-1,0,0,0,0
3736,1071,Overcast Ale,3,26,0,0,0,0
3737,1269,Bitter Amber,3,33,0,0,0,0
3738,682,Beaver Tail Brown Ale,3,38,0,0,0,0
3739,236,Mountain Wheat,8,95,0,0,0,0
3740,1379,Railyard Ale,7,84,5.2,0,0,0
3741,590,Irish Porter (discontinued),2,25,0,0,0,0
3742,590,Old Powerhouse Lager (discontinued),8,95,0,0,0,0
3743,590,Belgian Ale (discontinued),-1,-1,0,0,0,0
3744,468,Champions Clubhouse Classic,1,10,0,0,0,0
3745,1382,Best Mild (discontinued),1,10,0,0,0,0
3746,1334,Evil Eye Ale,-1,-1,0,0,0,0
3747,1286,HopBack Amber Ale,3,33,5.6,0,0,0
3748,1286,Troegenator Double Bock,7,92,8.2,0,0,0, Illuminator, Subliminator... In the spirit of the tradition we give you the Troegenator to provide warmth and richness through the early spring months. A double bock of epic proportions, beware,"
the Troegenator is deceiving smooth and delicious.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,
3749,1286,Dreamweaver,11,116,4.8,0,0,0
3750,1286,Dead Reckoning Porter,2,25,5.8,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
3751,1286,Oatmeal Stout,3,42,6.8,0,0,0
3752,1286,Bavarian Lager,8,95,5,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
3753,1286,ESB,1,5,5.7,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
3754,540,In-Heat Wheat,4,50,4.7,0,0,0
3755,540,K-9 Cruiser Winter Ale,1,13,6.4,0,0,0
3756,1286,Troegs Pale Ale,3,26,5.4,0,0,0
3757,1286,Nugget Nectar,3,33,7.5,0,0,0
3758,1286,The Mad Elf,-1,-1,11,0,0,0
3759,540,Snake Dog IPA,3,31,7.1,0,0,0
3760,539,Blackbird Oatmeal Stout,1,21,0,0,0,0
3761,122,Trout Slayer,11,116,4.7,0,0,0
3762,122,Moose Drool Brown Ale,2,25,5.3,0,0,0
3763,122,Scape Goat Pale Ale,3,26,4.7,0,0,0
3764,122,Powder Hound Winter Ale,1,13,0,0,0,0, with the fine, hand-selected British hops fully complementing the smooth malt notes. After a day on the snow," enjoy a Powder Hound Winter Ale. Available November through March.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,
3765,122,Summer Honey Seasonal Ale,8,95,0,0,0,0
3766,122,IPA,3,31,0,0,0,0
3767,907,Totally Naked,8,95,4.2,0,0,0
3768,907,Edel-Pils,8,95,0,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
3769,907,Fat Squirrel Nut Brown Ale,3,38,5.8,0,0,0," remember to relax a moment and enjoy the \""Fat Squirrel\"" in your neighborhood.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
3770,907,Spotted Cow,3,33,4.8,0,0,0
3771,908,Mad Hatter IPA,3,31,5.8,0,0,0
3772,908,Black Tulip,5,61,9,0,0,0
3773,545,Z Lager,8,95,0,0,0,0
3774,119,#17 Cream Ale,8,95,0,0,0,0
3775,540,Classic Pale Ale,3,26,5.5,0,0,0
3776,812,#9,3,26,4.6,0,0,0
3777,863,Miller Chill,8,96,4.1,0,0,0
3778,863,Miller High Life,8,96,5,0,0,0, unpretentious beer. As the best beer value in America," we encourage our target consumers to \""Celebrate the High Life.\""""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,
3779,863,Miller Genuine Draft,8,96,4.66,0,0,0, present, and future. Because, ultimately, in beer as in life," \""Experience is Golden.\""""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,
3780,863,Milwaukee's Best Light,8,96,4.5,0,0,0
3781,863,Icehouse,8,96,5.5,0,0,0
3782,863,Milwaukees Best,8,96,4.5,0,0,0
3783,44,Budweiser,8,96,5,0,0,0
3784,44,Bud Light,8,96,4.2,0,0,0
3785,44,Budweiser Select,8,96,4.3,0,0,0
3786,1211,Abbey Triple,5,61,9,0,0,0
3787,1326,Golden Monkey Tripel,5,61,9.5,0,0,0
3788,45,Broad Street Barleywine,3,35,8.7,0,0,0
3789,45,Water Gap Wheat,11,116,4.5,0,0,0
3790,45,Mountain Lager,8,95,4.5,0,0,0
3791,45,Volks Weizenbock,4,55,7.2,0,0,0
3792,45,Purist Pale Ale,3,26,4.9,0,0,0
3793,45,Jolly Scot Scottish Ale,1,15,5.2,0,0,0
3794,45,Hoppy Trails India Pale Ale,3,31,6.2,0,0,0," had been created: an aggressively hoppy and now quite happy to be home pale ale.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
3795,45,Susquehanna Stout,3,42,4.6,0,0,0
3796,45,Zoigl Star Lager,8,95,5.9,0,0,0
3797,45,Abbey Roade Belgian Ale,5,72,6.4,0,0,0
3798,45,Celtic Knot Irish Red,3,33,4.8,0,0,0
3799,45,Peregrine Pilsner,7,77,4.8,0,0,0
3800,45,Anniversary Maibock,7,91,7.2,0,0,0
3801,45,Hinterland Hefe Weizen,4,50,5.3,0,0,0
3802,45,Dom Blonde KÃ¶lsch,-1,-1,5,0,0,0
3803,45,Kipona Fest,7,84,5.2,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
3804,45,Trail Blaze Organic Brown Ale,3,38,5.3,0,0,0
3805,45,Pennypacker Porter,2,25,5.4,0,0,0
3806,45,Grinnin' Grizzly Spiced Ale,3,33,5.7,0,0,0
3807,45,Sophie's Sparkling Ale,-1,-1,4.3,0,0,0
3808,45,Coconut Porter,2,25,0,0,0,0
3809,45,Wildflower Honey Wheat,11,116,0,0,0,0
3810,812,Lucky Kat,3,31,5.8,0,0,0
3811,863,Miller Lite,8,96,4.2,0,0,0," 1996) 
4) Miller Lite has half the carbs of Bud Light and fewer calories*. \""Miller Lite. Good Call.\""""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
3812,1388,Yuengling Lager,8,95,4.4,0,0,0
3813,1388,Yuengling Lager Light,8,96,3.4,0,0,0
3814,1388,Yuengling Porter,2,25,4.7,0,0,0
3815,1388,Yuengling Black and Tan,-1,-1,4.7,0,0,0
3816,1388,Lord Chesterfield Ale,3,26,5.4,0,0,0
3817,1388,Yuengling Premium Beer,8,95,4.4,0,0,0
3818,1388,Yuengling Premium Light,8,96,3.5,0,0,0
3819,1326,Throwback Lager,8,95,5.4,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
3820,1326,Prima Pils,7,77,5.3,0,0,0
3821,1326,Victory Lager,8,95,4.8,0,0,0
3822,1326,St. Boisterous Hellerbock,7,91,7.3,0,0,0
3823,1326,Sunrise Weissbier,4,50,5.7,0,0,0
3824,1326,Whirlwind Wit,5,67,5,0,0,0
3825,1326,Festbier,7,84,5.6,0,0,0
3826,1326,Hop Wallop,3,32,8.5,0,0,0
3827,1326,Moonglow Weizenbock,4,55,8.7,0,0,0
3828,1326,Old Horizontal,3,35,10.5,0,0,0
3829,1326,St. Victorious,8,95,7.6,0,0,0
3830,1326,Storm King Imperial Stout,3,43,9.1,0,0,0
3831,1326,V-12,5,72,12,0,0,0
3832,1326,Hop Devil India Pale Ale,3,31,6.7,0,0,0
3833,399,Coors Original,8,96,5,0,0,0," Coors' limited distribution left consumers in the eastern U.S. wanting a taste of the Rocky Mountains' finest beer. President Gerald Ford was known to take several cases of Coors on his Air Force One during return trips to the White House.

In September 1893", Coors competed for the first time at the Chicago World's Fair and won awards for brilliancy, flavor," chemical analysis and commercial flavor.  The award-winning legacy of the brew continues and in recent years Coors beer has won a number of honors at beer festivals.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,
3834,399,Coors Light,8,96,4.2,0,0,0
3835,399,Coors Extra Gold Lager,8,95,5,0,0,0
3836,878,Molson Canadian,8,95,5,0,0,0
3837,399,Harvest Moon Pumpkin,11,123,5.7,0,0,0
3838,399,Zima Clear,-1,-1,5,0,0,0
3839,399,Blue Moon Belgian White,5,67,5.4,0,0,0, wheat and oats. It is unfiltered," which allows protein and yeast to remain suspended in the beer and creates the cloudy appearance. This also adds to the smoothness and full body of the beer.

Putting a new twist on the lime ritual"," Blue Moon is traditionally served with a slice of orange.  Blue Moon was launched in 1995.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,
3840,399,Killian's Irish Red,8,95,4.9,0,0,0
3841,1286,Sunshine Pils,7,77,5.3,0,0,0
3842,1326,V-Saison,5,72,7.5,0,0,0
3843,960,Apricot Wheat,11,116,4.7,0,0,0
3844,960,Spruce Creek Lager,8,95,4.8,0,0,0
3845,960,Spring Creek Lager,8,95,5.2,0,0,0
3846,960,Red Mo Ale,3,26,5,0,0,0
3847,960,Mt. Nittany Pale Ale,3,26,5,0,0,0
3848,960,Double D IPA,3,32,8.2,0,0,0
3849,960,Black Mo Stout,3,42,4.6,0,0,0
3850,960,Tripel Ale,5,61,9.6,0,0,0
3851,960,Dubbel Ale,5,60,5.2,0,0,0
3852,960,Arthur's Nugget Pale Ale,3,26,5.2,0,0,0
3853,762,Labatt Blue,8,95,4.7,0,0,0
3854,762,Labatt Ice,8,95,5.6,0,0,0
3855,762,Labatt Blue Light,8,96,4,0,0,0
3856,762,Labatt Bleue Dry,7,77,6.1,0,0,0
3857,762,Labatt Crystal,8,95,5,0,0,0
3858,762,Labatt Extra Dry,8,95,5.5,0,0,0
3859,762,Labatt 50,3,26,5,0,0,0
3860,762,Genuine Lager,8,95,5,0,0,0
3861,762,Genuine Honey Lager,8,95,5,0,0,0
3862,762,Labatt Wildcat,8,95,4.9,0,0,0
3863,762,Labatt Sterling,8,96,4,0,0,0
3864,302,Original White Ale,-1,-1,5,0,0,0
3865,975,Penn Pilsner,7,77,4,0,0,0
3866,975,Penn Gold,8,95,4,0,0,0
3867,975,Penn Dark,-1,-1,4,0,0,0
3868,975,Penn Weizen,4,50,4,0,0,0
3869,975,Penn Marzen,-1,-1,4.5,0,0,0
3870,975,PENNdemonium,7,90,8,0,0,0
3871,975,Penn Oktoberfest,7,84,4.5,0,0,0
3872,698,Augustiner,8,95,4.3,0,0,0
3873,1214,Straub,-1,-1,4.33,0,0,0
3874,1214,Straub Light,-1,-1,3.16,0,0,0
3875,1211,Stoudt's American Pale Ale,3,26,5,0,0,0
3876,1211,Stoudt's Gold Lager,8,95,4.7,0,0,0
3877,1211,Scarlet Lady Ale,1,5,5,0,0,0
3878,1211,Stoudt's Pils,7,77,4.7,0,0,0
3879,771,Amish Four Grain,3,26,5.6,0,0,0
3880,771,Lancaster Strawberry Wheat,11,116,4.7,0,0,0
3881,771,Lancaster Milk Stout,3,42,5.3,0,0,0
3882,771,Hop Hog IPA,3,31,7.9,0,0,0
3883,963,Pabst Blue Ribbon,8,96,4.74,0,0,0, this classic American brew has been adopted by a whole new generation of PBR drinkers. Currently, PBR is one of the fastest growing domestic beer brands. When you're this good," quality always comes through-PBR ME ASAP!""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,
3884,963,Pabst Blue Ribbon Light,8,96,4.19,0,0,0, this classic American brew has been adopted by a whole new generation of PBR drinkers. Currently, PBR is one of the fastest growing domestic beer brands. When you're this good," quality always comes through-PBR ME ASAP!""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,
3885,963,Old Milwaukee,8,95,4.6,0,0,0," hard work and love for your family.

Speaking of family", the Old Milwaukee Family has a beer that is right for you. Old Milwaukee when you want a full bodied, full flavor American Lager. OM Light when you are in the mood for a lighter tasting beer with fewer calories. And don't forget OMNA," our flavorful non-alcoholic beer for those moments when you want the taste of America' best tasting beer without the alcohol content.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,
3886,963,Piels Draft,8,96,4.6,0,0,0
3887,963,Piels Light,8,96,3.79,0,0,0
3888,963,St Ides,-1,-1,8,0,0,0
3889,963,Colt 45,-1,-1,6.5,0,0,0," Colt 45 is the malt liquor that works EVERYTIME!""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
3890,698,IC Light,8,96,4.15,0,0,0
3891,771,Rare Rooster Summer Rye Ale,3,26,4.8,0,0,0
3892,771,Lancaster Winter Warmer,1,13,8.9,0,0,0
3893,771,Spring Bock,8,95,6.5,0,0,0
3894,771,Lancaster Oktoberfest,7,84,6.5,0,0,0
3895,771,Doppel Bock,7,90,8.1,0,0,0
3896,771,Lancaster Hefe Weizen,4,50,6,0,0,0
3897,771,Gold Star Pilsner,7,77,5.1,0,0,0
3898,1009,Shark Attack Double Red Ale,3,33,9,0,0,0
3899,1009,Wipeout IPA,3,31,7,0,0,0," a massively hopped India Pale Ale with enough substance and body to overcome even the worst and most tragic of on the water spills. We brew Wipeout IPA for everyone- especially those hardy souls who brave the cold winter water and monster sets produced by an amazing northwest swell. 

Only a tidal wave of hops can overcome the surging tide of malt that is required to produce a beer of this shape. We invite you to drop in", hang on and kick out the backside. That is," unless you enjoy wiping out and all the glory that goes with it.

Malts- Two Row", Wheat," Carapils and English Crystal Malts
Hops- Amarillo"," Centennial and Simcoe 
Yeast- White Labs California Ale

Original Gravity- 1.064
Terminal Gravity- 1.008
7.0% ABV

Draft- Available in Southern California and Arizona 22 Oz Bottles and Cases- At Port Brewing San Marcos and Pizza Port Carlsbad"," San Clemente and Solana Beach and wherever better beers are sold.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,
3900,1009,Amigo Lager,8,95,5,0,0,0
3901,1009,Hop 15 Ale,3,32,10,0,0,0," we are thankful it is on tap at our brewery each and every day.

Malts- Two Row and English Light Crystal
Hops- We use 15 Different Varieties on a strictly don't ask don't tell policy
Yeast- White Labs California Ale and Proprietary Yeast Strains

Original Gravity- 1.086
Terminal Gravity- 1.014
9.7 % ABV

Draft- Available in Southern California 22 Oz Bottles and Cases- At Port Brewing San Marcos and Pizza Port Carlsbad"," San Clemente and Solana Beach and wherever better beers are sold.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,
3902,1009,Old Viscosity,1,13,10.5,0,0,0, Stout, Old Ale and Barleywines.,,,,,,,,,,,,,,,,,,,,,,,
3903,975,St. Nikolaus Bock Bier,7,90,6,0,0,0
3904,871,Wild Rice Lager,8,95,0,0,0,0
3905,871,Pale Ale,3,26,0,0,0,0
3906,871,Nut Brown Ale,3,38,0,0,0,0
3907,871,Red Ale,3,33,0,0,0,0
3908,871,Rye Porter,2,25,0,0,0,0
3909,755,Brueghel Blonde,5,61,5.9,0,0,0
3910,6,10,5,61,10,0,0,0
3911,6,8,5,60,8,0,0,0
3912,6,6,3,37,6,0,0,0
3913,526,10 Squared (10Â²),3,31,10,0,0,0
3914,157,Samuel Adams Boston Lager,8,95,4.75,0,0,0
3915,157,Samuel Adams Double Bock,7,90,8.8,0,0,0
3916,157,Samuel Adams Summer Ale,11,116,5.2,0,0,0
3917,157,Samuel Adams Boston Ale,3,26,4.94,0,0,0
3918,157,Samuel Adams Black Lager,7,86,4.9,0,0,0
3919,157,Samuel Adams Winter Lager,7,90,5.8,0,0,0
3920,1352,Merry Monks,5,61,9.3,0,0,0
3921,1352,Winter Ale,11,141,5.6,0,0,0
3922,1352,AutumnFest,7,84,5.4,0,0,0
3923,1352,Black Hole,2,25,7,0,0,0
3924,1352,Blanche,5,67,5,0,0,0," Blanche was named as Best of the Mid-Atlantic/Southeast in the Belgian Specialty category at the US Beer Tasting Championships.

White beers are well known as the principal product from Hoegaarden", a small town in a wheat-growing region east of Brussels.  Light, cloudy and smooth," Weyerbacher Blanche brings you authentic Belgian-style flavor along with microbrewed quality and freshness.

Blanche is a thirst quenching beer that combines character and flavor with a moderate alcohol content.  Just try a bottle.  In the nose you'll notice spiciness from the coriander seeds and dried curacao orange peels added during the boil.  In the mouth you'll find a mild and refreshing ale with a hint of dryness from the wheat ingredients.  A clean finish follows with just a hint of tart spiciness.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,
3925,1352,Blasphemy,5,62,11.8,0,0,0
3926,1352,Blithering Idiot,3,35,11.1,0,0,0
3927,1352,Decadence,3,33,13,0,0,0
3928,1333,Oatmeal Stout,1,21,5.5,0,0,0
3929,1352,Double Simcoe IPA,3,32,9,0,0,0
3930,1352,Eleven,5,61,11.7,0,0,0
3931,1352,Heresy,3,43,8,0,0,0
3932,1352,Hops Infusion,3,31,6.2,0,0,0
3933,1352,House Ale,3,33,4.5,0,0,0
3934,1352,Imperial Pumpkin Ale,11,123,8,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
3935,1352,Insanity,3,35,11.1,0,0,0
3936,1352,Muse Farmhouse Ale,5,74,6.2,0,0,0, raw wheat and raw oats, this warm weather seasonal is dry and ever so slightly tart on the pallet from the wheat and oats. At 6.2% abv, its a bit higher than your strictly traditional farmhouse, but not out of the realm, really. The wheat and oats makes the mouthfeel silky and light at the same time.  They also bring some cloudiness to the brew, but don't be afraid!  Hopped with Styrian Goldings and finished with Saaz, this beer has a noticable hoppy dryness which makes it a fine thirst quencher, something the original Farmhouse Ales were intended to be," served to workers out in the fields on hot summer days as a restorative.
Fermented with Forbidden Fruit yeast", at a very high temperature (78F), the spiciness developed is entirely from this traditional yeast strain, not from any kettle additions. Unfiltered, to enjoy this natural beauty," and imagine yourself out in the flat fields of Belgium! Cheers!""",0,7/22/2010 20:00,,,,,,,,,
3937,1352,Old Heathen,3,43,8,0,0,0
3938,1352,Prophecy,5,61,9.3,0,0,0
3939,1352,Quad,5,62,11.8,0,0,0
3940,1352,Raspberry Imperial Stout,3,43,8,0,0,0," so check out the Brewing Schedule on the \""What's New\""  page for the next time it will be coming to a beer store near you.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
3941,1352,Twelve,3,35,10.2,0,0,0
3942,157,Samuel Adams OctoberFest,7,84,5.7,0,0,0
3943,157,Samuel Adams Scotch Ale,1,15,5.4,0,0,0
3944,540,Garde Dog,-1,-1,5.8,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
3945,399,Rising Moon Spring Ale,3,33,5.4,0,0,0
3946,44,Natural Ice,8,96,5.9,0,0,0
3947,44,Natural Light,8,96,4.2,0,0,0
3948,49,Harp Lager,8,95,5,0,0,0
3949,812,HIPA,3,31,6.8,0,0,0
3950,459,120 Minute IPA,3,32,18,0,0,0
3951,459,90 Minute IPA,3,32,9,0,0,0
3952,459,60 Minute IPA,3,31,6,0,0,0
3953,541,Imperial Espresso Porter,2,25,8,0,0,0
3954,305,Duchesse de Bourgogne,-1,-1,6.2,0,0,0
3955,541,Farmhouse Summer Ale,5,72,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
3956,541,HopFish IPA,3,31,6.2,0,0,0
3957,541,Belgian Abbey Dubbel,5,60,7,0,0,0
3958,541,ESB Ale,1,4,5.5,0,0,0
3959,541,Extra Pale Ale,3,26,4.8,0,0,0
3960,541,OktoberFish,7,84,5.5,0,0,0
3961,541,Grand Cru Winter Reserve,5,72,7.2,0,0,0
3962,1352,Scotch Ale,1,15,6,0,0,0
3963,459,Festina PÃªche,-1,-1,4.5,0,0,0
3964,1099,Nut Brown Ale,3,38,5,0,0,0
3965,981,Kenziger,3,26,4.5,0,0,0
3966,981,Newbold IPA,3,31,6.5,0,0,0
3967,981,Rowhouse Red,5,74,5,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
3968,981,Walt Wit,5,67,5,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
3969,157,Samuel Adams Pale Ale,3,26,5.25,0,0,0
3970,894,Full Moon Belgian White Ale,5,67,7.9,0,0,0
3971,1326,Baltic Thunder,3,42,8.5,0,0,0
3972,894,UpRiver Lager,8,96,0,0,0,0
3973,894,Skyline Stout,-1,-1,4.3,0,0,0
3974,894,Scorpion Amber Ale,3,33,0,0,0,0
3975,894,Dry Heat Hefeweizen,4,50,0,0,0,0
3976,44,Wild Blue Blueberry Lager,5,70,8,0,0,0
3977,44,Shock Top,5,67,5.2,0,0,0
3978,2,South Park Blonde,3,37,5,0,0,0
3979,2,Bitter American,1,4,3.6,0,0,0
3980,2,Watermelon Wheat,5,70,5.5,0,0,0
3981,2,Amendment Pale Ale,3,26,5.2,0,0,0
3982,2,Potrero ESB,1,4,5.2,0,0,0
3983,2,North Star Red,3,33,5.8,0,0,0
3984,2,General Pippo's Porter,2,25,5.5,0,0,0
3985,2,21A IPA,3,31,7.2,0,0,0
3986,2,Oyster Point Oyster Stout,3,42,5.9,0,0,0
3987,2,563 Stout,3,42,5,0,0,0
3988,2,Double Trouble IPA,3,32,9.8,0,0,0
3989,385,Below Decks,3,35,10,0,0,0
3990,385,Hang Ten,4,55,10,0,0,0
3991,385,Holy Sheet,5,72,9,0,0,0," it's Heavy Seas. Grab a line...Holy Sheet!...or you'll be swept overboard. Seasonally available in February while supplies last.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
3992,385,Loose Cannon Hop3 Ale,3,31,7.25,0,0,0
3993,385,Peg Leg Stout,3,43,8,0,0,0
3994,385,Red Sky at Night,5,74,7.25,0,0,0
3995,385,Small Craft Warning,7,77,7.25,0,0,0
3996,385,Winter Storm,1,5,7.5,0,0,0," firm hop bitterness. Seasonally available from mid October to February.

Gold Medal"," International Pale Ale Category- World Beer Cup""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,
3997,4,JuleÃ¸l,3,29,5.9,0,0,0," FrÃ¸y and Njord as well as the \""return\"" of the sun.
Furthermore"," the tradition was adopted by the Vikings that brought Christianity to the country between 1000 and 1100. They moved the tradition to December in connection with the birth of Jesus. 
In those days a farmer that did not set aside the best crop to produce the beer could lose his house to the king and the church. The law has been changed", but we promise you that we still use the very best of malt, yeast, hops," and pure Norwegian water to produce our Christmas beer.

Aass JuleÃ¸l has won most of the Norwegian JuleÃ¸l taste test conducted over time. For those of you that know what \""lutefisk\"" is"," Aass JuleÃ¸l is the perfect choice of beverage to this traditional Norwegian dish.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,
3998,4,Bock Beer,7,90,5.9,0,0,0," and it is allowed to mature for as long as 6 months before bottling. 

The beer is sold in a caracteristic nice-looking green bottle containing 11.2 fl. oz or 330 ml.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
3999,4,Genuine Pilsner,7,77,5.5,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
4000,4,Gull Classic,8,95,5.5,0,0,0," and it is allowed to mature for approximately 3 months before bottling. 

The beer is sold in caracteristic nice looking green bottel containing 11.2 fl. oz or 330 ml.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
4001,540,Gonzo Imperial Porter,2,25,7.8,0,0,0
4002,540,Old Scratch Lager,3,33,5.5,0,0,0
4003,11,Broadside Ale,1,5,6.3,0,0,0
4004,11,Adnams Explorer,1,3,5.5,0,0,0
4005,11,Adnam's Suffolk Special Bitter,1,5,4.5,0,0,0
4006,11,Nut Brown Ale,3,38,3.2,0,0,0
4007,11,Adnams Fisherman,3,33,4.5,0,0,0
4008,11,Adnams Tally Ho,3,35,7.5,0,0,0
4009,3,Oude Geuze,5,70,6,0,0,0
4010,265,Stella Artois,8,95,5.2,0,0,0
4011,774,Rolling Rock,8,96,4.6,0,0,0
4012,459,Midas Touch Golden Elixir,-1,-1,9,0,0,0
4013,459,Indian Brown Ale,3,38,7.2,0,0,0
4014,459,Shelter Pale Ale,3,26,5,0,0,0
4015,459,Chicory Stout,3,42,5.2,0,0,0
4016,850,Ipswich IPA,3,31,6.3,0,0,0
4017,850,Ipswich Original Ale,3,26,5.4,0,0,0
4018,850,Ipswich Oatmeal Stout,1,21,7,0,0,0
4019,850,Ipswich Dark Ale,3,38,6.3,0,0,0
4020,850,Ipswich Nut Brown,3,38,5.5,0,0,0
4021,850,Ipswich Porter,2,25,5.9,0,0,0
4022,850,Ipswich Summer,3,37,4.9,0,0,0
4023,850,Ipswich Harvest,3,33,6.9,0,0,0
4024,850,Ipswich Winter,1,13,6.2,0,0,0
4025,850,1084 Barleywine,3,35,0,0,0,0
4026,1316,Gold Coast Blonde Ale,3,37,4.4,0,0,0
4027,1316,Firehouse ESB,1,5,5.5,0,0,0
4028,1316,Honey-Raspberry Ale,5,70,4.4,0,0,0
4029,1316,American Wheat,11,116,4.7,0,0,0
4030,1316,Dundee Scotch Ale,1,15,6.5,0,0,0
4031,1316,O! Gold Light Beer,8,96,3.8,0,0,0
4032,1316,Capitol Premium Pale Ale,3,26,5,0,0,0
4033,1316,India Pale Ale,3,31,6.3,0,0,0
4034,1316,Blackstone Stout,3,42,4.4,0,0,0
4035,1316,1000 Barley Wine,-1,-1,9.2,0,0,0
4036,1316,Railyard Ale,3,26,5.8,0,0,0
4037,1316,Irish Red,-1,-1,4.4,0,0,0
4038,1173,Phin & Matt's Extroidinary Ale,3,26,5.6,0,0,0," and put a little love in each batch.\""  \""Eureka!\"" shouted Phin.  And thus became a beer so fresh and tasty they had to put their names on it.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,
4039,1173,Southern Tier IPA,3,31,6.5,0,0,0
4040,540,Double Dog Double Pale Ale,3,32,11.5,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
4041,1086,Blind Pig IPA,3,31,6,0,0,0
4042,1307,11,3,26,11,0,0,0
4043,1307,Don De Dieu,5,61,9,0,0,0
4044,1307,Maudite,5,66,8,0,0,0
4045,1307,Trois Pistoles,3,29,9,0,0,0
4046,771,Celtic Rose,2,22,5,0,0,0
4048,157,Samuel Adams White Ale,5,67,0,0,0,0
4049,157,Sam Adams Light,8,96,0,0,0,0
4050,157,Samuel Adams Old Fezziwig Ale,-1,-1,5.9,0,0,0
4051,157,Samuel Adams Holiday Porter,2,25,5.8,0,0,0
4052,157,Samuel Adams Cherry Wheat,1,10,0,0,0,0
4053,551,8th Street Ale,1,4,4.5,0,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,
4054,960,Arthur's English Old Ale,1,13,7.2,0,0,0
4055,551,Kilt Lifter  Scottish-Style Ale,1,15,6,0,0,0
4056,551,Hefeweizen,4,50,5,0,0,0,7/22/2010 20:00,,,,,,,,,,,,,,,,,,,,,,,,
4057,551,Hop Knot IPA,3,31,6,0,0,0
4058,551,Sunbru KÃ¶lsch Style Ale,-1,-1,5.2,0,0,0
4059,551,The Raj India Pale Ale,3,31,6.9,0,0,0
4060,551,Oatmeal Stout,1,21,5,0,0,0
4061,551,Arizona Peach,5,70,4,0,0,0
4062,551,Abbey Normal Ale,5,72,0,0,0,0
4063,551,American-Style Brown Ale,3,38,5,0,0,0
4064,551,Alt Ball and Chain,4,57,5.2,0,0,0
4065,551,Barrel-Aged Blind Date Ale,5,72,7.5,0,0,0
