id,brewery_id,name,cat_id,style_id,abv,ibu,srm,upc
1482,1295,Hopfenkopf,3,26,0,0,0,0
1483,947,Porter,2,25,6,0,0,0
1484,869,Oak Aged Single Malt,-1,-1,0,0,0,0
1485,973,Old Skeezer Barley Wine,-1,-1,0,0,0,0
1486,32,Hemp Ale,-1,-1,0,0,0,0
1487,576,Evolutionary IPA,3,31,0,0,0,0
1488,1301,Bitter Woman From Hell Extra IPA,3,31,0,0,0,0
1489,47,India Pale Ale,3,26,0,0,0,0
1490,71,Madelia Mild,1,10,0,0,0,0
1491,1327,Big Swede Swedish-Style Imperial Stout,3,42,0,0,0,0
1492,617,2nd Street Amber,3,33,0,0,0,0
1493,1103,Imperial Stout,3,42,0,0,0,0
1494,102,Pale Ale,3,26,0,0,0,0
1495,347,Scottish Ale,1,15,5.8,0,0,0
1496,472,Salmon Tail Pale Ale,3,26,0,0,0,0
1497,922,Poplar Porter,2,25,0,0,0,0
1498,1039,Red,3,33,0,0,0,0
1499,924,Griesendiech Pilsner,-1,-1,0,0,0,0
1500,865,Colony Oatmeal Stout,3,42,0,0,0,0
1501,768,Kayak KÃ¶lsch,-1,-1,0,0,0,0
1502,603,Coffee Ale,-1,-1,0,0,0,0
1503,603,Foxy Brown,3,38,0,0,0,0
1504,752,Maibock,7,90,0,0,0,0
1505,1200,Augsburger Dark,8,95,0,0,0,0
1506,1200,Augsburger Golden,-1,-1,0,0,0,0
1507,779,Left Hand Milk Stout,1,20,5.9,0,0,0
1508,912,Gritstone Premium Ale,3,38,0,0,0,0
1509,301,Het Kapittel Pater,-1,-1,0,0,0,0
1510,1200,Bock,7,90,0,0,0,0
1511,1181,Special Amber,8,95,5,0,0,0
1512,608,Luna Stout,-1,-1,0,0,0,0
1513,1217,Malteser Weissbier,4,50,5,0,0,0
1514,228,KrÃ¤usen NaturtrÃ¼b,-1,-1,0,0,0,0
1515,744,Original Badebier / Original Bathbeer Monastery Fun,7,86,0,0,0,0
1516,785,Export Premium,-1,-1,5.4,0,0,0
1517,40,Doppelbock Dunkel,7,90,7,0,0,0
1518,564,Export,-1,-1,0,0,0,0
1519,431,Urthel Novicius Vertus,-1,-1,5.9,0,0,0
1520,431,Urthel Tonicum Finiboldhus,-1,-1,7.5,0,0,0
1521,554,Double Hop Premium Ale,-1,-1,0,0,0,0
1522,804,Original,-1,-1,5.2,0,0,0
1523,752,Schwarzbier,7,86,4.8,0,0,0
1524,266,Wittekerke,-1,-1,5,0,0,0
1525,338,Capital Fest Beer,7,84,0,0,0,0
1526,619,Mestreechs Aajt,-1,-1,3.5,0,0,0
1527,604,Bee Sting Honey Ale,3,26,5.9,0,0,0
1528,1389,Yorkshire Terrier Premium Cask Bitter,-1,-1,4.2,0,0,0
1529,1243,The Iron Tankard,3,33,9.4,0,0,0
1530,599,Classic Oatmeal Stout,3,42,0,0,0,0
1531,637,A. LeCoq Imperial Extra Double Stout 2000,3,42,9,0,0,0
1532,586,Oatmeal Stout,3,42,0,0,0,0
1533,93,Genuine Irish Stout,3,42,4.1,0,0,0
1534,287,Liefmans Kriekbier,5,70,6,0,0,0
1535,1200,Amber Lager,8,95,0,0,0,0
1536,148,Pub Ale Draught,-1,-1,0,0,0,0
1537,632,Mile Rock Amber Ale,3,33,0,0,0,0
1538,406,John Courage Amber,-1,-1,0,0,0,0
1539,1136,Fuggles IPA,3,31,0,0,0,0
1540,919,PranQster Belgian Ale,-1,-1,7.6,0,0,0
1541,1353,Coniston Bluebird Bitter,-1,-1,0,0,0,0
1542,1268,Saison,-1,-1,0,0,0,0
1543,1268,Imperial IPA,3,31,0,0,0,0
1544,206,St.Pauli Girl Special Dark,-1,-1,0,0,0,0
1545,206,St.Pauli Girl Beer,8,95,0,0,0,0
1546,206,Beer,-1,-1,0,0,0,0
1547,1176,Oktoberfestbier / Oktoberfest Ur-MÃ¤rzen,7,84,0,0,0,0
1548,730,Third Coast Ale,3,26,0,0,0,0
1549,520,Manifesto Pale Ale,3,26,5.3,0,0,0
1550,206,Dark,-1,-1,0,0,0,0
1551,85,Ale,-1,-1,0,0,0,0
1552,727,Harvest Ale 2000,1,13,11.5,0,0,0
1553,94,Racer 5 IPA,3,31,7,0,0,0
1554,919,Old Stock Ale 2001,1,13,11.4,0,0,0
1555,769,Beer Line 2000,-1,-1,0,0,0,0
1556,1142,Bigfoot 1998,-1,-1,9.6,0,0,0
1557,94,Big Bear Black Stout,3,43,8.1,0,0,0," Gold Medal Winner; 
2002 Annual Bistro Beer Festival", Hayward, Gold Medal Winner; 2001 North American Brewers' Award, Honorable Mention - og 1.076, ABV 8.1%," IBU 68.""",0,7/22/2010 20:00,,,,,,,,,,,,,,,,,
1558,857,Tripel Crown,5,61,10,0,0,0
1559,526,Monkfish Tripel,-1,-1,0,0,0,0
1560,670,Old Hooky,-1,-1,4.6,0,0,0
1561,670,Best Bitter,-1,-1,3.4,0,0,0
1562,670,Generation,-1,-1,4,0,0,0
1563,572,Prize Old Ale,1,13,9,0,0,0
1564,832,Meister Pilsener,-1,-1,5.1,0,0,0
1565,832,Weissbier Dunkel,-1,-1,0,0,0,0
1566,832,Kasseler Premium Pils,-1,-1,0,0,0,0
1567,832,Weissbier Hell,4,50,5.2,0,0,0
1568,517,Angel Ale,1,10,0,0,0,0
1569,517,Northumbrian Brown Ale,3,38,0,0,0,0
1570,681,Luxus Pils,-1,-1,4.9,0,0,0
1571,865,Maifest,7,84,0,0,0,0
1572,309,Porter,3,42,9.5,0,0,0
1573,742,Hitachino Nest White Ale,-1,-1,0,0,0,0
1574,1375,Old Devil,1,10,0,0,0,0
1575,1375,Scarecrow Ale,-1,-1,0,0,0,0
1576,554,Old Tom Barley Wine,-1,-1,8.5,0,0,0
1577,742,Hitachino Nest Sweet Stout,3,42,3.5,0,0,0
1578,444,Southern Blonde,-1,-1,0,0,0,0
1579,284,Gouden Carolus NoÃ«l,-1,-1,0,0,0,0
1580,431,Urthel Hibernius Quentum Ale,-1,-1,9,0,0,0
1581,563,Vintage Ale 1999,1,13,8.5,0,0,0
1582,171,Abbaye de Saint-Martin Blonde,5,65,7,0,0,0
1583,304,Ertvelds Wit,-1,-1,5,0,0,0
1584,931,Jeffrey Hudson Bitter,-1,-1,0,0,0,0
1585,602,Old Scratch Barleywine 1996,-1,-1,0,0,0,0
1586,769,Cattail Ale,-1,-1,0,0,0,0
1587,608,Helles Bock,7,90,0,0,0,0
1588,766,Premium Ale,3,26,0,0,0,0
1589,1037,Pilsener,7,77,4.8,0,0,0
1590,1092,Schlafly KÃ¶lsch,-1,-1,0,0,0,0
1591,173,Cinq Cents (White),-1,-1,8,0,0,0
1592,1051,SunRye,8,95,0,0,0,0
1593,413,Weiss Beer,4,50,0,0,0,0
1594,413,Black Forest,-1,-1,0,0,0,0
1595,413,Steam,-1,-1,0,0,0,0
1596,413,Red Stallion,8,95,0,0,0,0
1597,413,Pilsner,-1,-1,0,0,0,0
1598,1375,Black Wych Stout,3,42,0,0,0,0
1599,1386,Abby Road Belgian Ale,-1,-1,0,0,0,0
1600,1386,"Ginger-\slap\"" Spiced Ale""",-1,-1,0,0,0,0
1601,1386,Z.P.A. India Pale Ale,3,26,0,0,0,0
1602,1386,Ponchartrain Porter,2,25,0,0,0,0
1603,1386,Category 5 Strong Ale,3,26,0,0,0,0
1604,1386,Lager,8,95,0,0,0,0
1605,1386,Clearview Light,-1,-1,0,0,0,0
1606,1020,Alt,3,38,4.8,0,0,0
1607,748,KÃ¶nig Ludwig Weissbier Hell,4,50,0,0,0,0
1608,838,Malt Mac Winter Ale,-1,-1,0,0,0,0
1609,381,Pale Ale,8,95,5.5,0,0,0
1610,432,Reinaert Flemish Wild Ale,-1,-1,9,0,0,0
1611,1063,Goat Toppler Mai Bock,7,90,0,0,0,0
1612,635,ESB,-1,-1,0,0,0,0
1613,381,Winter Porter,2,25,0,0,0,0
1614,1200,White BiÃ¨re,-1,-1,0,0,0,0
1615,392,Stite Golden Pilsner,8,95,4.7,0,0,0
1616,769,Cream City Pale Ale,3,26,0,0,0,0
1617,800,Swede Saw Red Ale,3,33,0,0,0,0
1618,800,Lager,8,95,0,0,0,0
1619,599,Bower City Pale Ale,3,26,0,0,0,0
1620,688,Dr. Hops Pale Ale,-1,-1,0,0,0,0
1621,688,Dr. Hops Amber Ale,3,33,0,0,0,0
1622,1268,Czech Mate Pilsner,-1,-1,0,0,0,0
1623,465,Bak,7,90,7.3,0,0,0
1624,705,Pale Ale,3,26,5.8,0,0,0
1625,104,Original Berliner Weisse,-1,-1,0,0,0,0
1626,125,Lager,-1,-1,4.5,0,0,0
1627,639,Premium Pils,-1,-1,4.8,0,0,0
1628,573,Ratskeller,-1,-1,4.9,0,0,0
1629,564,Pils,-1,-1,0,0,0,0
1630,757,Kapuziner Kristall-Weizen,-1,-1,5.4,0,0,0
1631,757,Kapuziner WeiÃŸbier,4,50,0,0,0,0
1632,757,MÃ¶nchshof Original Pils,-1,-1,0,0,0,0
1633,1176,MÃ¼nchner Hell / Premium Lager,8,95,5.2,0,0,0
1634,664,Altbairisch Dunkel,-1,-1,5.5,0,0,0
1635,664,Export-Hell,-1,-1,5.3,0,0,0
1636,1053,Stationsweizen,4,50,0,0,0,0
1637,88,Kristall Weissbier,4,50,5.4,0,0,0
1638,558,Pilsener,-1,-1,5,0,0,0
1639,386,KÃ¶lsch,-1,-1,0,0,0,0
1640,1176,Franziskaner Hefe-Weissbier Hell  / Franziskaner Club-Weiss,4,50,5,0,0,0
1641,749,Pils,-1,-1,0,0,0,0
1642,1021,KÃ¶lsch,-1,-1,0,0,0,0
1643,232,KÃ¶lsch,-1,-1,0,0,0,0
1644,229,Kupfer,-1,-1,0,0,0,0
1645,229,Messing,-1,-1,0,0,0,0
1646,570,Pils,-1,-1,0,0,0,0
1647,570,Helles Naturtrub,-1,-1,0,0,0,0
1648,570,Alt,3,38,0,0,0,0
1649,220,Alt,3,38,4.6,0,0,0
1650,640,Altbier,3,38,0,0,0,0
1651,215,Alt,3,38,0,0,0,0
1652,1019,WeiÃŸbier Mit Feiner Hefe,4,50,0,0,0,0
1653,748,KÃ¶nig Ludwig Dunkel,-1,-1,0,0,0,0
1654,668,Edel,-1,-1,0,0,0,0
1655,668,Astra Urtyp,-1,-1,0,0,0,0
1656,747,Pilsener,-1,-1,4.9,0,0,0
1657,729,Meranier Schwarzbier,7,86,0,0,0,0
1658,729,Kellerbier,-1,-1,0,0,0,0
1659,729,Premium Pilsener,-1,-1,0,0,0,0
1660,1114,Weissbier,4,50,0,0,0,0
1661,1114,Dunkel,-1,-1,0,0,0,0
1662,1114,Kellerbier,-1,-1,5,0,0,0
1663,1114,Edel-Pils,-1,-1,4.8,0,0,0
1664,1024,Weizen,4,50,0,0,0,0
1665,1024,Lagerbier,-1,-1,0,0,0,0
1666,746,Bamberger SchwÃ¤rzla,7,86,0,0,0,0
1667,746,Braunbier,7,84,5.7,0,0,0
1668,746,Bamberger Gold,-1,-1,5,0,0,0
1669,746,Bockbier,7,90,7,0,0,0
1670,70,HefeweiÃŸbier,4,50,0,0,0,0
1671,733,Weissbier,4,50,4.8,0,0,0
1672,733,Bamberger Herren Pils,-1,-1,4.6,0,0,0
1673,819,Pils,-1,-1,4.7,0,0,0
1674,222,Rauchbier Weissbier,8,95,0,0,0,0
1675,222,Rauchbier MÃ¤rzen,-1,-1,0,0,0,0
1676,222,Ungespundetes,-1,-1,0,0,0,0
1677,208,Lagerbier,-1,-1,5.5,0,0,0
1678,208,Zwergla,-1,-1,6,0,0,0
1679,208,Gold-Pils,-1,-1,5.5,0,0,0
1680,208,Weizla Hell,4,50,5,0,0,0
1681,819,Benediktiner Dunkel,-1,-1,0,0,0,0
1682,819,Eine Bamberger Weisse Hell,4,50,5.2,0,0,0
1683,1311,Helles Naturtrub,-1,-1,0,0,0,0
1684,1311,Unimator,7,90,0,0,0,0
1685,972,Hell,-1,-1,0,0,0,0
1686,40,WeiÃŸbier Dunkel,-1,-1,0,0,0,0
1687,40,Hell,-1,-1,4.8,0,0,0
1688,1191,Original,-1,-1,5.1,0,0,0
1689,1191,MÃ¼nchner Kindl Weissbier / MÃ¼nchner Weisse,4,50,0,0,0,0
1690,1191,Starkbier,7,90,0,0,0,0
1691,60,Pils,-1,-1,0,0,0,0
1692,804,Dunkel,-1,-1,5.5,0,0,0
1693,804,Schwarze Weisse,-1,-1,5.2,0,0,0
1694,804,Triumphator,7,90,7.6,0,0,0
1695,60,Maximator,7,90,0,0,0,0
1696,60,Dunkel,-1,-1,0,0,0,0
1697,60,Edelstoff,-1,-1,0,0,0,0
1698,730,Two-Hearted Ale,3,26,0,0,0,0
1699,907,Native Ale,3,33,0,0,0,0
1700,907,Home Town Blonde,-1,-1,0,0,0,0
1701,338,Capital Brown Ale,3,38,0,0,0,0
1702,338,Bavarian Lager,-1,-1,0,0,0,0
1703,338,Winter SkÃ¥l,7,90,0,0,0,0
1704,1176,Maibock,7,90,0,0,0,0
1705,276,Malheur 12,-1,-1,12,0,0,0
1706,815,Sweet Stout,3,42,0,0,0,0
1707,612,St. Edmund English Ale,-1,-1,5.5,0,0,0
1708,385,Pale Ale,3,26,5,0,0,0
1709,44,Michelob Hefeweizen,8,95,0,0,0,0
1710,1181,Hefe Weiss,4,50,4.2,0,0,0
1711,1181,Winter Brew,7,90,5.75,0,0,0
1712,1181,Black Bavarian Lager,7,86,5.86,0,0,0
1713,1181,Pale Lager,8,95,0,0,0,0
1714,520,Donner Party Porter,2,25,6.7,0,0,0
1715,913,Winter Fest Beer,7,90,0,0,0,0
1716,913,Blonde,-1,-1,3,0,0,0
1717,1039,Scottish Ale,-1,-1,0,0,0,0
1718,1039,Honey Weiss (discontinued),8,95,0,0,0,0
1719,1051,Nut Brown Ale,3,38,0,0,0,0
1720,1153,Esker Alt,3,38,0,0,0,0
1721,1271,Alpine Glacier Lager,8,95,0,0,0,0
1722,757,EKU Pils,-1,-1,4.9,0,0,0
1723,599,Witbier,-1,-1,0,0,0,0
1724,1102,Dark Lager,7,86,0,0,0,0
1725,1154,Original Dark,8,95,0,0,0,0
1726,1380,Deep Powder Winter Ale,1,13,0,0,0,0
1727,586,Pils,-1,-1,0,0,0,0
1728,421,Beer,8,95,0,0,0,0
1729,421,Light,8,95,0,0,0,0
1730,1271,Pick Axe Pale Ale,3,26,0,0,0,0
1731,392,Hefe Weiss,8,95,0,0,0,0
1732,744,Black Abbot / Schwarzer Abt,7,86,3.9,0,0,0
1733,1032,Green Beer,8,95,0,0,0,0
1734,768,Old Man Winter Warmer 2002,-1,-1,0,0,0,0
1735,1268,Steam Engine Common,-1,-1,0,0,0,0
1736,1268,Bridge Out Stout,3,42,0,0,0,0
1737,1268,Birra Canadeo / Gridiron Gold,-1,-1,0,0,0,0
1738,727,Harvest Ale 2001,1,13,11.5,0,0,0
1739,354,Porter,2,25,0,0,0,0
1740,160,Hazed & Infused Dry-Hopped Ale,3,26,4.85,0,0,0
1741,802,Oatmeal Stout,3,42,0,0,0,0
1742,802,ESB,-1,-1,0,0,0,0
1743,802,Lazy Jake Porter,2,25,0,0,0,0
1744,802,Black River Brown,3,38,0,0,0,0
1745,802,German Valley Amber,3,33,0,0,0,0
1746,802,Grist Mill Golden,3,26,0,0,0,0
1747,754,Packs A Punch Porter,2,25,0,0,0,0
1748,754,Old Krogh Oatmeal Stout,3,42,0,0,0,0
1749,754,Log Cabin Nut Brown,3,38,0,0,0,0
1750,754,Brogen Meadow Pale Ale,3,26,0,0,0,0
1751,754,Alpine Glow Red Ale,3,33,0,0,0,0
1752,754,Three Sisters Golden Wheat,8,95,0,0,0,0
1753,754,Gold,-1,-1,0,0,0,0
1754,1002,Oatmeal Stout,3,42,0,0,0,0
1755,1002,Gust-N-Gale Porter,2,25,0,0,0,0
1756,1002,32 Inning Ale,-1,-1,0,0,0,0
1757,1002,Station House Red Ale,3,33,0,0,0,0
1758,1002,Bootlegger Blonde Ale,-1,-1,0,0,0,0
1759,643,Full Moon Barley Wine Ale,-1,-1,0,0,0,0
1760,643,Not Tonight Honey Porter,2,25,6.5,0,0,0
1761,643,Indiana Pale Ale,3,26,0,0,0,0
1762,643,Red Rooster Ale,3,33,0,0,0,0
1763,643,Harvest Wheat Beer,8,95,0,0,0,0
1764,643,Cornhusker Lager,-1,-1,0,0,0,0
1765,374,Blueberry Wheat,11,116,0,0,0,0
1766,374,Henry Hudson IPA,3,31,0,0,0,0
1767,374,Sunset Red Ale,3,26,5,0,0,0
1768,374,Checker Cab Blonde Ale,-1,-1,5.2,0,0,0
1769,1326,Workhorse Porter,2,25,0,0,0,0
1770,1326,Dark Lager,-1,-1,0,0,0,0
1771,1326,Hard Times Lager,-1,-1,0,0,0,0
1772,1285,Scottish Ale,1,15,0,0,0,0
1773,1285,Winter Wonder,-1,-1,0,0,0,0
1774,1285,Bengal Gold India Pale Ale,3,26,0,0,0,0
1775,1285,Imperial Stout,3,42,9,0,0,0
1776,1285,Helles Lager,-1,-1,0,0,0,0
1777,1285,Amber Ale,3,33,0,0,0,0
1778,1285,Honey Wheat,8,95,0,0,0,0
1779,572,Horndean Special Bitter / HSB,-1,-1,0,0,0,0
1780,1134,Pheasant Plucker,1,10,0,0,0,0
1781,1134,Golden Wheat Light,8,95,0,0,0,0
1782,1134,ESB,-1,-1,0,0,0,0
1783,1134,Best Bitter,-1,-1,0,0,0,0
1784,84,Apple Ale,11,116,0,0,0,0
1785,84,Bad Seed Pumpkin Ale,-1,-1,0,0,0,0
1786,724,Porter,2,25,0,0,0,0
1787,724,Pale Ale,3,26,0,0,0,0
1788,724,Amber,3,33,0,0,0,0
1789,1304,Gelande Amber Lager,-1,-1,0,0,0,0
1790,829,Yo Ho Ho Christmas Ale 2001,-1,-1,0,0,0,0
1791,441,Jubel 2000,1,13,0,0,0,0
1792,39,Old Foghorn 2002,-1,-1,10,0,0,0
1793,21,IPA,3,31,7.25,0,0,0
1794,21,Anvil Ale,-1,-1,5.5,0,0,0
1795,1358,Black Cider,-1,-1,0,0,0,0
1796,429,Us Heit Dubbel Tarwe Bier,4,55,0,0,0,0
1797,1360,Whitstable Oyster Stout,3,42,0,0,0,0
1798,167,Chouffe-Bok,-1,-1,6.6,0,0,0
1799,167,BiÃ¨re de Mars,-1,-1,0,0,0,0
1800,771,Boss Hog Double IPA,3,32,10.1,0,0,0
1801,181,BiÃ¨re du Lion,-1,-1,0,0,0,0
1802,593,Moose Juice Stout,3,42,0,0,0,0
1803,1367,Kelpie Seaweed Ale,-1,-1,4.4,0,0,0
1804,630,Oude Gueuze,5,70,0,0,0,0
1805,905,1554 Enlightened Black Ale,5,72,5.5,0,0,0
1806,135,Dark Ale,8,95,0,0,0,0
1807,1268,Red Lager,8,95,0,0,0,0
1808,557,Deep Shaft Stout,3,42,6.2,0,0,0
1809,101,IPA,3,31,0,0,0,0
1810,101,Stout,3,42,0,0,0,0
1811,101,Dunkle,-1,-1,0,0,0,0
1812,101,Red,3,33,0,0,0,0
1813,101,Pretty Girl Pilsner,-1,-1,0,0,0,0
1814,101,Wheat,8,95,0,0,0,0
1815,603,Old Scratch Barleywine 1997,-1,-1,0,0,0,0
1816,603,Black Earth Porter,2,25,0,0,0,0
1817,603,New Peculier,1,13,0,0,0,0
1818,603,Old Glory American Pale Ale,3,26,0,0,0,0
1819,603,Stone of Scone Scotch Ale,1,15,0,0,0,0
1820,603,Sugar River ESB,-1,-1,0,0,0,0
1821,603,Crop Circle Wheat,4,50,0,0,0,0
1822,603,VerrÃ¼ckte Stadt Pilsner,-1,-1,0,0,0,0
1823,603,Landmark Light,8,95,0,0,0,0
1824,301,Het Kapittel Abt,-1,-1,10,0,0,0
1825,900,Urbock,7,90,0,0,0,0
1826,259,East India Pale Ale,3,31,6.8,0,0,0
1827,972,Hacker-Pschorr Original Oktoberfest,7,84,0,0,0,0
1828,1112,Pilsner,8,95,0,0,0,0
1829,246,Abbey Brown Ale / Pater,-1,-1,0,0,0,0
1830,110,La Trappe Quadrupel 2000/2001,-1,-1,10,0,0,0
1831,41,Winter Solstice Seasonal Ale 2002,-1,-1,0,0,0,0
1832,1268,Winter Gale Spiced Ale,-1,-1,0,0,0,0
1833,205,Jahrhundert-Bier,-1,-1,5.5,0,0,0
1834,972,Hacker-Pschorr Dunkel Weisse,-1,-1,0,0,0,0
1835,972,Hacker-Pschorr Weisse,4,50,0,0,0,0
1836,173,PremiÃ¨re (Red),-1,-1,0,0,0,0
1837,305,Echte Kriek,-1,-1,0,0,0,0
1838,525,Golden Lager,8,95,0,0,0,0
1839,1345,Weizen,4,50,0,0,0,0
1840,566,80 Shilling,-1,-1,0,0,0,0
1841,566,Steam Beer,-1,-1,0,0,0,0
1842,566,Pirate Pale,3,26,0,0,0,0
1843,566,Perfect Stout,3,42,4.8,0,0,0
1844,566,Bulldog Blonde,-1,-1,0,0,0,0
1845,566,Harvest Ale,7,84,5.6,0,0,0
1846,566,Bison Brown,3,38,5,0,0,0
1847,716,Cappa Cappa Crusher,-1,-1,4.6,0,0,0
1848,716,"Cali \Steam\"" Locomotive""",-1,-1,0,0,0,0
1849,716,Hop Garden Pale Ale,3,26,0,0,0,0
1850,636,Golden Blonde,-1,-1,0,0,0,0
1851,636,British Nut Brown,3,38,0,0,0,0
1852,636,Altruistic American Ale,3,26,0,0,0,0
1853,1280,Yorkshire Stout,3,42,4.5,0,0,0
1854,1280,Blackforest Lager,7,86,0,0,0,0
1855,1280,Octoberfest,7,84,0,0,0,0
1856,1280,Hathor Red Lager,8,95,5.4,0,0,0
1857,1280,Ghost Pony Helles Lager,-1,-1,5.6,0,0,0
1858,1280,Pacific Coast Ale,-1,-1,5.6,0,0,0
1859,1373,Norfolk Nog Old Dark Ale,1,13,99.99,0,0,0
1860,629,FatÃ¸l,-1,-1,0,0,0,0
1861,629,Pilsner,-1,-1,0,0,0,0
1862,629,Premium,-1,-1,4.5,0,0,0
1863,652,St. Edmunds Strong Porter,2,25,0,0,0,0
1864,652,India Pale Ale,3,26,5.2,0,0,0
1865,652,Schwarzbier,7,86,0,0,0,0
1866,652,Piva Bohemia,-1,-1,4.7,0,0,0
1867,310,South of the Border Light,-1,-1,0,0,0,0
1868,310,Munich Helle,-1,-1,0,0,0,0
1869,310,Stout,3,42,0,0,0,0
1870,310,Aussie Lager,8,95,0,0,0,0
1871,734,Wheat,8,95,0,0,0,0
1872,734,Brown,3,38,0,0,0,0
1873,888,New Hops Ale,3,26,0,0,0,0
1874,888,Oktoberfest,7,84,0,0,0,0
1875,888,North of the Border Porter,2,25,6,0,0,0
1876,888,Dunkel Lager,-1,-1,5,0,0,0
1877,734,Stout,3,42,0,0,0,0
1878,888,Dells Chief Amber Ale,3,33,4.5,0,0,0
1879,888,Weissbier,4,50,5,0,0,0
1880,888,Pilsner,8,95,4.5,0,0,0
1881,888,Schmitz Pale Ale No. 5,3,26,4.5,0,0,0
1882,888,Light Ale,-1,-1,4,0,0,0
1883,403,Weizen,4,50,0,0,0,0
1884,403,IPA,3,31,0,0,0,0
1885,403,Porter,2,25,0,0,0,0
1886,408,Courthouse Copper,8,95,0,0,0,0
1887,408,Canadian Light,8,95,0,0,0,0
1888,408,Munich Helles,-1,-1,0,0,0,0
1889,1314,Mudcat Stout,3,42,0,0,0,0
1890,1314,Mullin Brown,3,38,4.8,0,0,0
1891,1314,Hefeweizen,4,50,4.2,0,0,0
1892,1314,Pale Pale Boss Ale,3,26,4.8,0,0,0
1893,1314,Bartles and Lager,8,95,4,0,0,0
1894,355,Oktoberfest,7,84,0,0,0,0
1895,189,BiÃ¨re de Miel,-1,-1,0,0,0,0
1896,179,Saison,-1,-1,5.3,0,0,0
1897,1152,Royal Challenge Indian Premium Lager,8,95,0,0,0,0
1898,307,O.K. Beer,-1,-1,0,0,0,0
1899,972,Hefe-WeiÃŸbier,4,50,0,0,0,0
1900,1019,WeiÃŸbier Pikantus,4,55,0,0,0,0
1901,260,Old Jock Ale,-1,-1,0,0,0,0
1902,266,Witte Ezel,-1,-1,0,0,0,0
1903,1204,Imperial Stout 2002,3,42,9.47,0,0,0
1904,820,James Squire India Pale Ale,3,26,0,0,0,0
1905,769,White,-1,-1,0,0,0,0
1906,607,Old Bastard,1,13,0,0,0,0
1907,607,Capitol ESB,-1,-1,0,0,0,0
1908,607,Brown Trout Brown,3,38,0,0,0,0
1909,607,Honey Wheat,8,95,0,0,0,0
1910,607,Golden Prairie Blond,-1,-1,0,0,0,0
1911,607,Saint Peter Pale Ale,3,26,0,0,0,0
1912,1066,Heifer-Weizen,4,50,0,0,0,0
1913,1066,St. Paul Pilsner,-1,-1,0,0,0,0
1914,1066,Saison Goux,-1,-1,0,0,0,0
1915,1066,Stillwater Stout,3,42,0,0,0,0
1916,1066,Big Horn Nut Brown Ale,3,38,0,0,0,0
1917,1066,Eric the Red,3,33,0,0,0,0
1918,1066,Itasca Extra Pale Ale,1,10,0,0,0,0
1919,1066,North Star Premium Lager,8,95,0,0,0,0
1920,928,Pantown Pale Ale,3,26,0,0,0,0
1921,928,Quarry Rock Red,3,33,0,0,0,0
1922,928,Golden Honey Wheat,8,95,0,0,0,0
1923,596,Duke of Wellington IPA,3,31,0,0,0,0
1924,596,Broad Ax Stout,3,42,0,0,0,0
1925,596,Oktoberfest,7,84,0,0,0,0
1926,596,Pride of Pilsen,-1,-1,0,0,0,0
1927,596,Victory Lager,8,95,0,0,0,0
1928,596,Northern Light,8,95,0,0,0,0
1929,1133,Palace Porter,2,25,0,0,0,0
1930,1133,Star of India India Pale Ale,3,26,0,0,0,0
1931,1133,Gold Crown Lager,-1,-1,0,0,0,0
1932,1133,Queen Anne Light,-1,-1,0,0,0,0
1933,1133,Cologne Golden Ale,-1,-1,0,0,0,0
1934,1268,Weizen Bock,4,55,10,0,0,0
1935,586,Summertime KÃ¶lsch,-1,-1,0,0,0,0
1936,769,Organic Extra Special Bitter,-1,-1,0,0,0,0
1937,484,Ur-Bock Hell,7,90,6.5,0,0,0
1938,223,Jubilate Special Reserve Anniversary Ale,3,38,0,0,0,0
1939,276,Malheur 10,-1,-1,10,0,0,0
1940,930,Gnaw Bone Pale Ale,3,26,5.5,0,0,0
1941,790,Witbier,-1,-1,5,0,0,0
1942,293,Limburgse Witte,-1,-1,0,0,0,0
1943,930,Meridian Street Premium Lager,8,95,4.8,0,0,0
1944,158,Fenway American Pale Ale,3,26,0,0,0,0
1945,557,Trafalgar IPA,3,31,6,0,0,0
1946,90,Hell for Certain,-1,-1,0,0,0,0
1947,763,India Pale Ale,3,26,0,0,0,0
1948,763,Extra Special Bitter,-1,-1,0,0,0,0
1949,1281,Bear Ale,-1,-1,5,0,0,0
1950,401,Red Rooster Pale Ale,3,26,0,0,0,0
1951,553,Titan Porter,2,25,0,0,0,0
1952,680,Woodpecker,-1,-1,0,0,0,0
1953,642,Chocolate Stout,3,42,0,0,0,0
1954,1230,Kristall Weiss,4,50,0,0,0,0
1955,329,Golden Promise Traditional Scottish Ale,-1,-1,0,0,0,0
1956,392,Aspen Meadow Black and Tan,8,95,0,0,0,0
1957,608,Framboise,11,116,0,0,0,0
1958,39,Old Foghorn 1996,-1,-1,10,0,0,0
1959,630,Oudbeitje,5,70,0,0,0,0
1960,1268,English ESB,-1,-1,0,0,0,0
1961,1268,"Pale Ale \Ã¡ la Bushner\""""",3,26,0,0,0,0
1963,542,Grottenbier,-1,-1,6.5,0,0,0
1964,295,Triple,-1,-1,8.5,0,0,0
1965,276,Malheur Brut Reserve,-1,-1,11,0,0,0
1966,552,Ãœber-Sticke Altbier,3,38,0,0,0,0
1967,254,Vanilla Berry Orange,11,116,0,0,0,0
1968,254,Vanilla,-1,-1,0,0,0,0
1969,254,Munich Dunkel,-1,-1,0,0,0,0
