"Entity","Code","Year","continent","Fish","Prod"
"Afghanistan","AFG",1961,"Asia","Freshwater",300
"Afghanistan","AFG",1962,"Asia","Freshwater",300
"Afghanistan","AFG",1963,"Asia","Freshwater",300
"Afghanistan","AFG",1964,"Asia","Freshwater",300
"Afghanistan","AFG",1965,"Asia","Freshwater",300
"Afghanistan","AFG",1966,"Asia","Freshwater",300
"Afghanistan","AFG",1967,"Asia","Freshwater",400
"Afghanistan","AFG",1968,"Asia","Freshwater",400
"Afghanistan","AFG",1969,"Asia","Freshwater",460
"Afghanistan","AFG",1970,"Asia","Freshwater",460
"Afghanistan","AFG",1971,"Asia","Freshwater",560
"Afghanistan","AFG",1972,"Asia","Freshwater",560
"Afghanistan","AFG",1973,"Asia","Freshwater",560
"Afghanistan","AFG",1974,"Asia","Freshwater",560
"Afghanistan","AFG",1975,"Asia","Freshwater",660
"Afghanistan","AFG",1976,"Asia","Freshwater",770
"Afghanistan","AFG",1977,"Asia","Freshwater",770
"Afghanistan","AFG",1978,"Asia","Freshwater",770
"Afghanistan","AFG",1979,"Asia","Freshwater",770
"Afghanistan","AFG",1980,"Asia","Freshwater",870
"Afghanistan","AFG",1981,"Asia","Freshwater",870
"Afghanistan","AFG",1982,"Asia","Freshwater",870
"Afghanistan","AFG",1983,"Asia","Freshwater",970
"Afghanistan","AFG",1984,"Asia","Freshwater",970
"Afghanistan","AFG",1985,"Asia","Freshwater",970
"Afghanistan","AFG",1986,"Asia","Freshwater",970
"Afghanistan","AFG",1987,"Asia","Freshwater",1170
"Afghanistan","AFG",1988,"Asia","Freshwater",1170
"Afghanistan","AFG",1989,"Asia","Freshwater",1170
"Afghanistan","AFG",1990,"Asia","Freshwater",1400
"Afghanistan","AFG",1991,"Asia","Freshwater",1400
"Afghanistan","AFG",1992,"Asia","Freshwater",1500
"Afghanistan","AFG",1993,"Asia","Freshwater",1500
"Afghanistan","AFG",1994,"Asia","Freshwater",1600
"Afghanistan","AFG",1995,"Asia","Freshwater",1600
"Afghanistan","AFG",1996,"Asia","Freshwater",1600
"Afghanistan","AFG",1997,"Asia","Freshwater",1550
"Afghanistan","AFG",1998,"Asia","Freshwater",1500
"Afghanistan","AFG",1999,"Asia","Freshwater",1500
"Afghanistan","AFG",2000,"Asia","Freshwater",1300
"Afghanistan","AFG",2001,"Asia","Freshwater",1250
"Afghanistan","AFG",2002,"Asia","Freshwater",1350
"Afghanistan","AFG",2003,"Asia","Freshwater",1350
"Afghanistan","AFG",2004,"Asia","Freshwater",1450
"Afghanistan","AFG",2005,"Asia","Freshwater",1450
"Afghanistan","AFG",2006,"Asia","Freshwater",1450
"Afghanistan","AFG",2007,"Asia","Freshwater",2050
"Afghanistan","AFG",2008,"Asia","Freshwater",2050
"Afghanistan","AFG",2009,"Asia","Freshwater",2050
"Afghanistan","AFG",2010,"Asia","Freshwater",2050
"Afghanistan","AFG",2011,"Asia","Freshwater",2050
"Afghanistan","AFG",2012,"Asia","Freshwater",2050
"Afghanistan","AFG",2013,"Asia","Freshwater",2050
"Albania","ALB",1961,"Europe","Pelagic",0
"Albania","ALB",1961,"Europe","Crustaceans",0
"Albania","ALB",1961,"Europe","Cephalopods",0
"Albania","ALB",1961,"Europe","Demersal",0
"Albania","ALB",1961,"Europe","Freshwater",1100
"Albania","ALB",1961,"Europe","Molluscs",0
"Albania","ALB",1961,"Europe","Other Marine",2100
"Albania","ALB",1962,"Europe","Pelagic",0
"Albania","ALB",1962,"Europe","Crustaceans",0
"Albania","ALB",1962,"Europe","Cephalopods",0
"Albania","ALB",1962,"Europe","Demersal",0
"Albania","ALB",1962,"Europe","Freshwater",1000
"Albania","ALB",1962,"Europe","Molluscs",0
"Albania","ALB",1962,"Europe","Other Marine",1800
"Albania","ALB",1963,"Europe","Pelagic",0
"Albania","ALB",1963,"Europe","Crustaceans",0
"Albania","ALB",1963,"Europe","Cephalopods",0
"Albania","ALB",1963,"Europe","Demersal",0
"Albania","ALB",1963,"Europe","Freshwater",1000
"Albania","ALB",1963,"Europe","Molluscs",0
"Albania","ALB",1963,"Europe","Other Marine",2000
"Albania","ALB",1964,"Europe","Pelagic",0
"Albania","ALB",1964,"Europe","Crustaceans",0
"Albania","ALB",1964,"Europe","Cephalopods",0
"Albania","ALB",1964,"Europe","Demersal",0
"Albania","ALB",1964,"Europe","Freshwater",1000
"Albania","ALB",1964,"Europe","Molluscs",0
"Albania","ALB",1964,"Europe","Other Marine",2000
"Albania","ALB",1965,"Europe","Pelagic",0
"Albania","ALB",1965,"Europe","Crustaceans",0
"Albania","ALB",1965,"Europe","Cephalopods",0
"Albania","ALB",1965,"Europe","Demersal",0
"Albania","ALB",1965,"Europe","Freshwater",1400
"Albania","ALB",1965,"Europe","Molluscs",0
"Albania","ALB",1965,"Europe","Other Marine",2600
"Albania","ALB",1966,"Europe","Pelagic",0
"Albania","ALB",1966,"Europe","Crustaceans",0
"Albania","ALB",1966,"Europe","Cephalopods",0
"Albania","ALB",1966,"Europe","Demersal",0
"Albania","ALB",1966,"Europe","Freshwater",1400
"Albania","ALB",1966,"Europe","Molluscs",0
"Albania","ALB",1966,"Europe","Other Marine",2600
"Albania","ALB",1967,"Europe","Pelagic",0
"Albania","ALB",1967,"Europe","Crustaceans",0
"Albania","ALB",1967,"Europe","Cephalopods",0
"Albania","ALB",1967,"Europe","Demersal",0
"Albania","ALB",1967,"Europe","Freshwater",1700
"Albania","ALB",1967,"Europe","Molluscs",0
"Albania","ALB",1967,"Europe","Other Marine",3300
"Albania","ALB",1968,"Europe","Pelagic",0
"Albania","ALB",1968,"Europe","Crustaceans",0
"Albania","ALB",1968,"Europe","Cephalopods",0
"Albania","ALB",1968,"Europe","Demersal",0
"Albania","ALB",1968,"Europe","Freshwater",2000
"Albania","ALB",1968,"Europe","Molluscs",0
"Albania","ALB",1968,"Europe","Other Marine",4000
"Albania","ALB",1969,"Europe","Pelagic",0
"Albania","ALB",1969,"Europe","Crustaceans",0
"Albania","ALB",1969,"Europe","Cephalopods",0
"Albania","ALB",1969,"Europe","Demersal",0
"Albania","ALB",1969,"Europe","Freshwater",2400
"Albania","ALB",1969,"Europe","Molluscs",0
"Albania","ALB",1969,"Europe","Other Marine",4600
"Albania","ALB",1970,"Europe","Pelagic",0
"Albania","ALB",1970,"Europe","Crustaceans",0
"Albania","ALB",1970,"Europe","Cephalopods",0
"Albania","ALB",1970,"Europe","Demersal",0
"Albania","ALB",1970,"Europe","Freshwater",2700
"Albania","ALB",1970,"Europe","Molluscs",0
"Albania","ALB",1970,"Europe","Other Marine",5300
"Albania","ALB",1971,"Europe","Pelagic",0
"Albania","ALB",1971,"Europe","Crustaceans",0
"Albania","ALB",1971,"Europe","Cephalopods",0
"Albania","ALB",1971,"Europe","Demersal",0
"Albania","ALB",1971,"Europe","Freshwater",2700
"Albania","ALB",1971,"Europe","Molluscs",0
"Albania","ALB",1971,"Europe","Other Marine",5300
"Albania","ALB",1972,"Europe","Pelagic",0
"Albania","ALB",1972,"Europe","Crustaceans",0
"Albania","ALB",1972,"Europe","Cephalopods",0
"Albania","ALB",1972,"Europe","Demersal",0
"Albania","ALB",1972,"Europe","Freshwater",2700
"Albania","ALB",1972,"Europe","Molluscs",0
"Albania","ALB",1972,"Europe","Other Marine",5300
"Albania","ALB",1973,"Europe","Pelagic",0
"Albania","ALB",1973,"Europe","Crustaceans",0
"Albania","ALB",1973,"Europe","Cephalopods",0
"Albania","ALB",1973,"Europe","Demersal",0
"Albania","ALB",1973,"Europe","Freshwater",2700
"Albania","ALB",1973,"Europe","Molluscs",0
"Albania","ALB",1973,"Europe","Other Marine",5300
"Albania","ALB",1974,"Europe","Pelagic",0
"Albania","ALB",1974,"Europe","Crustaceans",0
"Albania","ALB",1974,"Europe","Cephalopods",0
"Albania","ALB",1974,"Europe","Demersal",0
"Albania","ALB",1974,"Europe","Freshwater",3000
"Albania","ALB",1974,"Europe","Molluscs",0
"Albania","ALB",1974,"Europe","Other Marine",5500
"Albania","ALB",1975,"Europe","Pelagic",0
"Albania","ALB",1975,"Europe","Crustaceans",0
"Albania","ALB",1975,"Europe","Cephalopods",0
"Albania","ALB",1975,"Europe","Demersal",0
"Albania","ALB",1975,"Europe","Freshwater",3000
"Albania","ALB",1975,"Europe","Molluscs",0
"Albania","ALB",1975,"Europe","Other Marine",5500
"Albania","ALB",1976,"Europe","Pelagic",0
"Albania","ALB",1976,"Europe","Crustaceans",0
"Albania","ALB",1976,"Europe","Cephalopods",0
"Albania","ALB",1976,"Europe","Demersal",0
"Albania","ALB",1976,"Europe","Freshwater",3000
"Albania","ALB",1976,"Europe","Molluscs",2
"Albania","ALB",1976,"Europe","Other Marine",5498
"Albania","ALB",1977,"Europe","Pelagic",0
"Albania","ALB",1977,"Europe","Crustaceans",0
"Albania","ALB",1977,"Europe","Cephalopods",0
"Albania","ALB",1977,"Europe","Demersal",0
"Albania","ALB",1977,"Europe","Freshwater",3000
"Albania","ALB",1977,"Europe","Molluscs",10
"Albania","ALB",1977,"Europe","Other Marine",5490
"Albania","ALB",1978,"Europe","Pelagic",0
"Albania","ALB",1978,"Europe","Crustaceans",0
"Albania","ALB",1978,"Europe","Cephalopods",0
"Albania","ALB",1978,"Europe","Demersal",0
"Albania","ALB",1978,"Europe","Freshwater",3000
"Albania","ALB",1978,"Europe","Molluscs",10
"Albania","ALB",1978,"Europe","Other Marine",5990
"Albania","ALB",1979,"Europe","Pelagic",0
"Albania","ALB",1979,"Europe","Crustaceans",0
"Albania","ALB",1979,"Europe","Cephalopods",0
"Albania","ALB",1979,"Europe","Demersal",0
"Albania","ALB",1979,"Europe","Freshwater",3000
"Albania","ALB",1979,"Europe","Molluscs",50
"Albania","ALB",1979,"Europe","Other Marine",5950
"Albania","ALB",1980,"Europe","Pelagic",0
"Albania","ALB",1980,"Europe","Crustaceans",0
"Albania","ALB",1980,"Europe","Cephalopods",0
"Albania","ALB",1980,"Europe","Demersal",0
"Albania","ALB",1980,"Europe","Freshwater",3000
"Albania","ALB",1980,"Europe","Molluscs",100
"Albania","ALB",1980,"Europe","Other Marine",5900
"Albania","ALB",1981,"Europe","Pelagic",0
"Albania","ALB",1981,"Europe","Crustaceans",0
"Albania","ALB",1981,"Europe","Cephalopods",0
"Albania","ALB",1981,"Europe","Demersal",0
"Albania","ALB",1981,"Europe","Freshwater",3033
"Albania","ALB",1981,"Europe","Molluscs",200
"Albania","ALB",1981,"Europe","Other Marine",6143
"Albania","ALB",1982,"Europe","Pelagic",0
"Albania","ALB",1982,"Europe","Crustaceans",0
"Albania","ALB",1982,"Europe","Cephalopods",0
"Albania","ALB",1982,"Europe","Demersal",0
"Albania","ALB",1982,"Europe","Freshwater",3377
"Albania","ALB",1982,"Europe","Molluscs",414
"Albania","ALB",1982,"Europe","Other Marine",5720
"Albania","ALB",1983,"Europe","Pelagic",2503
"Albania","ALB",1983,"Europe","Crustaceans",0
"Albania","ALB",1983,"Europe","Cephalopods",0
"Albania","ALB",1983,"Europe","Demersal",2144
"Albania","ALB",1983,"Europe","Freshwater",3065
"Albania","ALB",1983,"Europe","Molluscs",842
"Albania","ALB",1983,"Europe","Other Marine",1261
"Albania","ALB",1984,"Europe","Pelagic",2071
"Albania","ALB",1984,"Europe","Crustaceans",0
"Albania","ALB",1984,"Europe","Cephalopods",0
"Albania","ALB",1984,"Europe","Demersal",1383
"Albania","ALB",1984,"Europe","Freshwater",2723
"Albania","ALB",1984,"Europe","Molluscs",906
"Albania","ALB",1984,"Europe","Other Marine",923
"Albania","ALB",1985,"Europe","Pelagic",5050
"Albania","ALB",1985,"Europe","Crustaceans",0
"Albania","ALB",1985,"Europe","Cephalopods",0
"Albania","ALB",1985,"Europe","Demersal",1512
"Albania","ALB",1985,"Europe","Freshwater",3078
"Albania","ALB",1985,"Europe","Molluscs",902
"Albania","ALB",1985,"Europe","Other Marine",857
"Albania","ALB",1986,"Europe","Pelagic",3664
"Albania","ALB",1986,"Europe","Crustaceans",0
"Albania","ALB",1986,"Europe","Cephalopods",0
"Albania","ALB",1986,"Europe","Demersal",1774
"Albania","ALB",1986,"Europe","Freshwater",3196
"Albania","ALB",1986,"Europe","Molluscs",1752
"Albania","ALB",1986,"Europe","Other Marine",1536
"Albania","ALB",1987,"Europe","Pelagic",4805
"Albania","ALB",1987,"Europe","Crustaceans",154
"Albania","ALB",1987,"Europe","Cephalopods",0
"Albania","ALB",1987,"Europe","Demersal",2234
"Albania","ALB",1987,"Europe","Freshwater",2439
"Albania","ALB",1987,"Europe","Molluscs",2520
"Albania","ALB",1987,"Europe","Other Marine",982
"Albania","ALB",1988,"Europe","Pelagic",4627
"Albania","ALB",1988,"Europe","Crustaceans",220
"Albania","ALB",1988,"Europe","Cephalopods",0
"Albania","ALB",1988,"Europe","Demersal",2238
"Albania","ALB",1988,"Europe","Freshwater",2838
"Albania","ALB",1988,"Europe","Molluscs",3607
"Albania","ALB",1988,"Europe","Other Marine",1029
"Albania","ALB",1989,"Europe","Pelagic",2673
"Albania","ALB",1989,"Europe","Crustaceans",208
"Albania","ALB",1989,"Europe","Cephalopods",0
"Albania","ALB",1989,"Europe","Demersal",1694
"Albania","ALB",1989,"Europe","Freshwater",2864
"Albania","ALB",1989,"Europe","Molluscs",2037
"Albania","ALB",1989,"Europe","Other Marine",2485
"Albania","ALB",1990,"Europe","Pelagic",3881
"Albania","ALB",1990,"Europe","Crustaceans",45
"Albania","ALB",1990,"Europe","Cephalopods",0
"Albania","ALB",1990,"Europe","Demersal",3584
"Albania","ALB",1990,"Europe","Freshwater",2167
"Albania","ALB",1990,"Europe","Molluscs",4624
"Albania","ALB",1990,"Europe","Other Marine",714
"Albania","ALB",1991,"Europe","Pelagic",510
"Albania","ALB",1991,"Europe","Crustaceans",20
"Albania","ALB",1991,"Europe","Cephalopods",0
"Albania","ALB",1991,"Europe","Demersal",1082
"Albania","ALB",1991,"Europe","Freshwater",978
"Albania","ALB",1991,"Europe","Molluscs",710
"Albania","ALB",1991,"Europe","Other Marine",571
"Albania","ALB",1992,"Europe","Pelagic",54
"Albania","ALB",1992,"Europe","Crustaceans",15
"Albania","ALB",1992,"Europe","Cephalopods",0
"Albania","ALB",1992,"Europe","Demersal",1603
"Albania","ALB",1992,"Europe","Freshwater",1016
"Albania","ALB",1992,"Europe","Molluscs",357
"Albania","ALB",1992,"Europe","Other Marine",48
"Albania","ALB",1993,"Europe","Pelagic",70
"Albania","ALB",1993,"Europe","Crustaceans",10
"Albania","ALB",1993,"Europe","Cephalopods",0
"Albania","ALB",1993,"Europe","Demersal",1281
"Albania","ALB",1993,"Europe","Freshwater",954
"Albania","ALB",1993,"Europe","Molluscs",324
"Albania","ALB",1993,"Europe","Other Marine",250
"Albania","ALB",1994,"Europe","Pelagic",115
"Albania","ALB",1994,"Europe","Crustaceans",5
"Albania","ALB",1994,"Europe","Cephalopods",0
"Albania","ALB",1994,"Europe","Demersal",817
"Albania","ALB",1994,"Europe","Freshwater",795
"Albania","ALB",1994,"Europe","Molluscs",313
"Albania","ALB",1994,"Europe","Other Marine",450
"Albania","ALB",1995,"Europe","Pelagic",294
"Albania","ALB",1995,"Europe","Crustaceans",30
"Albania","ALB",1995,"Europe","Cephalopods",112
"Albania","ALB",1995,"Europe","Demersal",586
"Albania","ALB",1995,"Europe","Freshwater",292
"Albania","ALB",1995,"Europe","Molluscs",300
"Albania","ALB",1995,"Europe","Other Marine",105
"Albania","ALB",1996,"Europe","Pelagic",313
"Albania","ALB",1996,"Europe","Crustaceans",34
"Albania","ALB",1996,"Europe","Cephalopods",155
"Albania","ALB",1996,"Europe","Demersal",939
"Albania","ALB",1996,"Europe","Freshwater",430
"Albania","ALB",1996,"Europe","Molluscs",250
"Albania","ALB",1996,"Europe","Other Marine",327
"Albania","ALB",1997,"Europe","Pelagic",60
"Albania","ALB",1997,"Europe","Crustaceans",22
"Albania","ALB",1997,"Europe","Cephalopods",126
"Albania","ALB",1997,"Europe","Demersal",503
"Albania","ALB",1997,"Europe","Freshwater",187
"Albania","ALB",1997,"Europe","Molluscs",104
"Albania","ALB",1997,"Europe","Other Marine",108
"Albania","ALB",1998,"Europe","Pelagic",140
"Albania","ALB",1998,"Europe","Crustaceans",26
"Albania","ALB",1998,"Europe","Cephalopods",237
"Albania","ALB",1998,"Europe","Demersal",1195
"Albania","ALB",1998,"Europe","Freshwater",739
"Albania","ALB",1998,"Europe","Molluscs",100
"Albania","ALB",1998,"Europe","Other Marine",370
"Albania","ALB",1999,"Europe","Pelagic",181
"Albania","ALB",1999,"Europe","Crustaceans",23
"Albania","ALB",1999,"Europe","Cephalopods",234
"Albania","ALB",1999,"Europe","Demersal",1199
"Albania","ALB",1999,"Europe","Freshwater",845
"Albania","ALB",1999,"Europe","Molluscs",200
"Albania","ALB",1999,"Europe","Other Marine",375
"Albania","ALB",2000,"Europe","Pelagic",186
"Albania","ALB",2000,"Europe","Crustaceans",22
"Albania","ALB",2000,"Europe","Cephalopods",225
"Albania","ALB",2000,"Europe","Demersal",1257
"Albania","ALB",2000,"Europe","Freshwater",955
"Albania","ALB",2000,"Europe","Molluscs",200
"Albania","ALB",2000,"Europe","Other Marine",789
"Albania","ALB",2001,"Europe","Pelagic",203
"Albania","ALB",2001,"Europe","Crustaceans",100
"Albania","ALB",2001,"Europe","Cephalopods",111
"Albania","ALB",2001,"Europe","Demersal",1277
"Albania","ALB",2001,"Europe","Freshwater",1443
"Albania","ALB",2001,"Europe","Molluscs",150
"Albania","ALB",2001,"Europe","Other Marine",312
"Albania","ALB",2002,"Europe","Pelagic",244
"Albania","ALB",2002,"Europe","Crustaceans",182
"Albania","ALB",2002,"Europe","Cephalopods",242
"Albania","ALB",2002,"Europe","Demersal",1695
"Albania","ALB",2002,"Europe","Freshwater",1479
"Albania","ALB",2002,"Europe","Molluscs",350
"Albania","ALB",2002,"Europe","Other Marine",323
"Albania","ALB",2003,"Europe","Pelagic",222
"Albania","ALB",2003,"Europe","Crustaceans",204
"Albania","ALB",2003,"Europe","Cephalopods",225
"Albania","ALB",2003,"Europe","Demersal",1195
"Albania","ALB",2003,"Europe","Freshwater",1563
"Albania","ALB",2003,"Europe","Molluscs",860
"Albania","ALB",2003,"Europe","Other Marine",4
"Albania","ALB",2004,"Europe","Pelagic",248
"Albania","ALB",2004,"Europe","Crustaceans",314
"Albania","ALB",2004,"Europe","Cephalopods",278
"Albania","ALB",2004,"Europe","Demersal",1865
"Albania","ALB",2004,"Europe","Freshwater",1858
"Albania","ALB",2004,"Europe","Molluscs",800
"Albania","ALB",2004,"Europe","Other Marine",720
"Albania","ALB",2005,"Europe","Pelagic",292
"Albania","ALB",2005,"Europe","Crustaceans",251
"Albania","ALB",2005,"Europe","Cephalopods",186
"Albania","ALB",2005,"Europe","Demersal",1776
"Albania","ALB",2005,"Europe","Freshwater",2146
"Albania","ALB",2005,"Europe","Molluscs",860
"Albania","ALB",2005,"Europe","Other Marine",944
"Albania","ALB",2006,"Europe","Pelagic",394
"Albania","ALB",2006,"Europe","Crustaceans",205
"Albania","ALB",2006,"Europe","Cephalopods",271
"Albania","ALB",2006,"Europe","Demersal",2431
"Albania","ALB",2006,"Europe","Freshwater",2125
"Albania","ALB",2006,"Europe","Molluscs",1360
"Albania","ALB",2006,"Europe","Other Marine",900
"Albania","ALB",2007,"Europe","Pelagic",405
"Albania","ALB",2007,"Europe","Crustaceans",223
"Albania","ALB",2007,"Europe","Cephalopods",210
"Albania","ALB",2007,"Europe","Demersal",1948
"Albania","ALB",2007,"Europe","Freshwater",2587
"Albania","ALB",2007,"Europe","Molluscs",1360
"Albania","ALB",2007,"Europe","Other Marine",772
"Albania","ALB",2008,"Europe","Pelagic",460
"Albania","ALB",2008,"Europe","Crustaceans",221
"Albania","ALB",2008,"Europe","Cephalopods",251
"Albania","ALB",2008,"Europe","Demersal",2133
"Albania","ALB",2008,"Europe","Freshwater",2497
"Albania","ALB",2008,"Europe","Molluscs",950
"Albania","ALB",2008,"Europe","Other Marine",852
"Albania","ALB",2009,"Europe","Pelagic",518
"Albania","ALB",2009,"Europe","Crustaceans",291
"Albania","ALB",2009,"Europe","Cephalopods",295
"Albania","ALB",2009,"Europe","Demersal",2134
"Albania","ALB",2009,"Europe","Freshwater",2659
"Albania","ALB",2009,"Europe","Molluscs",1250
"Albania","ALB",2009,"Europe","Other Marine",980
"Albania","ALB",2010,"Europe","Pelagic",368
"Albania","ALB",2010,"Europe","Crustaceans",243
"Albania","ALB",2010,"Europe","Cephalopods",209
"Albania","ALB",2010,"Europe","Demersal",2141
"Albania","ALB",2010,"Europe","Freshwater",2416
"Albania","ALB",2010,"Europe","Molluscs",1410
"Albania","ALB",2010,"Europe","Other Marine",848
"Albania","ALB",2011,"Europe","Pelagic",407
"Albania","ALB",2011,"Europe","Crustaceans",220
"Albania","ALB",2011,"Europe","Cephalopods",255
"Albania","ALB",2011,"Europe","Demersal",1737
"Albania","ALB",2011,"Europe","Freshwater",1888
"Albania","ALB",2011,"Europe","Molluscs",1300
"Albania","ALB",2011,"Europe","Other Marine",1019
"Albania","ALB",2012,"Europe","Pelagic",292
"Albania","ALB",2012,"Europe","Crustaceans",313
"Albania","ALB",2012,"Europe","Cephalopods",366
"Albania","ALB",2012,"Europe","Demersal",2172
"Albania","ALB",2012,"Europe","Freshwater",2175
"Albania","ALB",2012,"Europe","Molluscs",760
"Albania","ALB",2012,"Europe","Other Marine",875
"Albania","ALB",2013,"Europe","Pelagic",346
"Albania","ALB",2013,"Europe","Crustaceans",362
"Albania","ALB",2013,"Europe","Cephalopods",424
"Albania","ALB",2013,"Europe","Demersal",2426
"Albania","ALB",2013,"Europe","Freshwater",2271
"Albania","ALB",2013,"Europe","Molluscs",800
"Albania","ALB",2013,"Europe","Other Marine",830
"Algeria","DZA",1961,"Africa","Pelagic",20100
"Algeria","DZA",1961,"Africa","Crustaceans",2000
"Algeria","DZA",1961,"Africa","Cephalopods",0
"Algeria","DZA",1961,"Africa","Demersal",1300
"Algeria","DZA",1961,"Africa","Freshwater",0
"Algeria","DZA",1961,"Africa","Molluscs",0
"Algeria","DZA",1961,"Africa","Other Marine",7000
"Algeria","DZA",1962,"Africa","Pelagic",11300
"Algeria","DZA",1962,"Africa","Crustaceans",1700
"Algeria","DZA",1962,"Africa","Cephalopods",0
"Algeria","DZA",1962,"Africa","Demersal",1500
"Algeria","DZA",1962,"Africa","Freshwater",0
"Algeria","DZA",1962,"Africa","Molluscs",0
"Algeria","DZA",1962,"Africa","Other Marine",7000
"Algeria","DZA",1963,"Africa","Pelagic",12200
"Algeria","DZA",1963,"Africa","Crustaceans",900
"Algeria","DZA",1963,"Africa","Cephalopods",0
"Algeria","DZA",1963,"Africa","Demersal",1500
"Algeria","DZA",1963,"Africa","Freshwater",0
"Algeria","DZA",1963,"Africa","Molluscs",0
"Algeria","DZA",1963,"Africa","Other Marine",2300
"Algeria","DZA",1964,"Africa","Pelagic",12500
"Algeria","DZA",1964,"Africa","Crustaceans",1200
"Algeria","DZA",1964,"Africa","Cephalopods",0
"Algeria","DZA",1964,"Africa","Demersal",1700
"Algeria","DZA",1964,"Africa","Freshwater",0
"Algeria","DZA",1964,"Africa","Molluscs",0
"Algeria","DZA",1964,"Africa","Other Marine",1900
"Algeria","DZA",1965,"Africa","Pelagic",14200
"Algeria","DZA",1965,"Africa","Crustaceans",1100
"Algeria","DZA",1965,"Africa","Cephalopods",0
"Algeria","DZA",1965,"Africa","Demersal",1000
"Algeria","DZA",1965,"Africa","Freshwater",0
"Algeria","DZA",1965,"Africa","Molluscs",0
"Algeria","DZA",1965,"Africa","Other Marine",2000
"Algeria","DZA",1966,"Africa","Pelagic",14450
"Algeria","DZA",1966,"Africa","Crustaceans",1300
"Algeria","DZA",1966,"Africa","Cephalopods",0
"Algeria","DZA",1966,"Africa","Demersal",1800
"Algeria","DZA",1966,"Africa","Freshwater",0
"Algeria","DZA",1966,"Africa","Molluscs",0
"Algeria","DZA",1966,"Africa","Other Marine",2800
"Algeria","DZA",1967,"Africa","Pelagic",14550
"Algeria","DZA",1967,"Africa","Crustaceans",2000
"Algeria","DZA",1967,"Africa","Cephalopods",0
"Algeria","DZA",1967,"Africa","Demersal",2100
"Algeria","DZA",1967,"Africa","Freshwater",0
"Algeria","DZA",1967,"Africa","Molluscs",0
"Algeria","DZA",1967,"Africa","Other Marine",2500
"Algeria","DZA",1968,"Africa","Pelagic",13150
"Algeria","DZA",1968,"Africa","Crustaceans",1400
"Algeria","DZA",1968,"Africa","Cephalopods",0
"Algeria","DZA",1968,"Africa","Demersal",1500
"Algeria","DZA",1968,"Africa","Freshwater",0
"Algeria","DZA",1968,"Africa","Molluscs",0
"Algeria","DZA",1968,"Africa","Other Marine",2200
"Algeria","DZA",1969,"Africa","Pelagic",16150
"Algeria","DZA",1969,"Africa","Crustaceans",1100
"Algeria","DZA",1969,"Africa","Cephalopods",0
"Algeria","DZA",1969,"Africa","Demersal",1800
"Algeria","DZA",1969,"Africa","Freshwater",0
"Algeria","DZA",1969,"Africa","Molluscs",0
"Algeria","DZA",1969,"Africa","Other Marine",4100
"Algeria","DZA",1970,"Africa","Pelagic",19334
"Algeria","DZA",1970,"Africa","Crustaceans",1000
"Algeria","DZA",1970,"Africa","Cephalopods",0
"Algeria","DZA",1970,"Africa","Demersal",3900
"Algeria","DZA",1970,"Africa","Freshwater",0
"Algeria","DZA",1970,"Africa","Molluscs",0
"Algeria","DZA",1970,"Africa","Other Marine",0
"Algeria","DZA",1971,"Africa","Pelagic",19052
"Algeria","DZA",1971,"Africa","Crustaceans",943
"Algeria","DZA",1971,"Africa","Cephalopods",0
"Algeria","DZA",1971,"Africa","Demersal",3458
"Algeria","DZA",1971,"Africa","Freshwater",0
"Algeria","DZA",1971,"Africa","Molluscs",0
"Algeria","DZA",1971,"Africa","Other Marine",262
"Algeria","DZA",1972,"Africa","Pelagic",22945
"Algeria","DZA",1972,"Africa","Crustaceans",895
"Algeria","DZA",1972,"Africa","Cephalopods",0
"Algeria","DZA",1972,"Africa","Demersal",4473
"Algeria","DZA",1972,"Africa","Freshwater",0
"Algeria","DZA",1972,"Africa","Molluscs",0
"Algeria","DZA",1972,"Africa","Other Marine",0
"Algeria","DZA",1973,"Africa","Pelagic",24512
"Algeria","DZA",1973,"Africa","Crustaceans",1330
"Algeria","DZA",1973,"Africa","Cephalopods",0
"Algeria","DZA",1973,"Africa","Demersal",4801
"Algeria","DZA",1973,"Africa","Freshwater",0
"Algeria","DZA",1973,"Africa","Molluscs",0
"Algeria","DZA",1973,"Africa","Other Marine",600
"Algeria","DZA",1974,"Africa","Pelagic",27478
"Algeria","DZA",1974,"Africa","Crustaceans",2290
"Algeria","DZA",1974,"Africa","Cephalopods",0
"Algeria","DZA",1974,"Africa","Demersal",5620
"Algeria","DZA",1974,"Africa","Freshwater",50
"Algeria","DZA",1974,"Africa","Molluscs",0
"Algeria","DZA",1974,"Africa","Other Marine",320
"Algeria","DZA",1975,"Africa","Pelagic",30715
"Algeria","DZA",1975,"Africa","Crustaceans",1546
"Algeria","DZA",1975,"Africa","Cephalopods",0
"Algeria","DZA",1975,"Africa","Demersal",5146
"Algeria","DZA",1975,"Africa","Freshwater",0
"Algeria","DZA",1975,"Africa","Molluscs",0
"Algeria","DZA",1975,"Africa","Other Marine",286
"Algeria","DZA",1976,"Africa","Pelagic",27633
"Algeria","DZA",1976,"Africa","Crustaceans",1443
"Algeria","DZA",1976,"Africa","Cephalopods",0
"Algeria","DZA",1976,"Africa","Demersal",5846
"Algeria","DZA",1976,"Africa","Freshwater",0
"Algeria","DZA",1976,"Africa","Molluscs",0
"Algeria","DZA",1976,"Africa","Other Marine",200
"Algeria","DZA",1977,"Africa","Pelagic",35623
