"Region","Country","City","Month","Day","Year","AvgTemperature","DATE"
"Africa","Kenya","Nairobi",1,13,2002,63.6,"2002-01-13"
"Africa","Kenya","Nairobi",1,14,2002,68.1,"2002-01-14"
"Africa","Kenya","Nairobi",1,15,2002,62.5,"2002-01-15"
"Africa","Kenya","Nairobi",1,21,2002,69.8,"2002-01-21"
"Africa","Kenya","Nairobi",1,23,2002,71.4,"2002-01-23"
"Africa","Kenya","Nairobi",1,29,2002,70.1,"2002-01-29"
"Africa","Kenya","Nairobi",1,30,2002,59.9,"2002-01-30"
"Africa","Kenya","Nairobi",2,1,2002,65,"2002-02-01"
"Africa","Kenya","Nairobi",2,2,2002,64.5,"2002-02-02"
"Africa","Kenya","Nairobi",2,3,2002,64.8,"2002-02-03"
"Africa","Kenya","Nairobi",2,4,2002,69,"2002-02-04"
"Africa","Kenya","Nairobi",2,5,2002,71.6,"2002-02-05"
"Africa","Kenya","Nairobi",3,1,2002,73.9,"2002-03-01"
"Africa","Kenya","Nairobi",3,2,2002,70.4,"2002-03-02"
"Africa","Kenya","Nairobi",3,3,2002,66.1,"2002-03-03"
"Africa","Kenya","Nairobi",3,4,2002,64.9,"2002-03-04"
"Africa","Kenya","Nairobi",3,5,2002,65.3,"2002-03-05"
"Africa","Kenya","Nairobi",3,6,2002,67.1,"2002-03-06"
"Africa","Kenya","Nairobi",3,7,2002,65.4,"2002-03-07"
"Africa","Kenya","Nairobi",3,8,2002,70.6,"2002-03-08"
"Africa","Kenya","Nairobi",3,10,2002,66.8,"2002-03-10"
"Africa","Kenya","Nairobi",3,11,2002,68.9,"2002-03-11"
"Africa","Kenya","Nairobi",3,12,2002,65.8,"2002-03-12"
"Africa","Kenya","Nairobi",3,13,2002,66.7,"2002-03-13"
"Africa","Kenya","Nairobi",3,14,2002,64.2,"2002-03-14"
"Africa","Kenya","Nairobi",3,15,2002,65.5,"2002-03-15"
"Africa","Kenya","Nairobi",3,16,2002,68.9,"2002-03-16"
"Africa","Kenya","Nairobi",3,17,2002,71.1,"2002-03-17"
"Africa","Kenya","Nairobi",3,18,2002,73.5,"2002-03-18"
"Africa","Kenya","Nairobi",3,20,2002,67,"2002-03-20"
"Africa","Kenya","Nairobi",3,21,2002,68.8,"2002-03-21"
"Africa","Kenya","Nairobi",3,22,2002,69.2,"2002-03-22"
"Africa","Kenya","Nairobi",3,23,2002,70.8,"2002-03-23"
"Africa","Kenya","Nairobi",3,24,2002,66.7,"2002-03-24"
"Africa","Kenya","Nairobi",3,25,2002,69.8,"2002-03-25"
"Africa","Kenya","Nairobi",3,26,2002,73.2,"2002-03-26"
"Africa","Kenya","Nairobi",3,27,2002,68,"2002-03-27"
"Africa","Kenya","Nairobi",3,28,2002,74,"2002-03-28"
"Africa","Kenya","Nairobi",3,29,2002,70.1,"2002-03-29"
"Africa","Kenya","Nairobi",3,30,2002,69.9,"2002-03-30"
"Africa","Kenya","Nairobi",3,31,2002,74.9,"2002-03-31"
"Africa","Kenya","Nairobi",4,1,2002,68.6,"2002-04-01"
"Africa","Kenya","Nairobi",4,2,2002,71.8,"2002-04-02"
"Africa","Kenya","Nairobi",4,3,2002,72,"2002-04-03"
"Africa","Kenya","Nairobi",4,4,2002,72.2,"2002-04-04"
"Africa","Kenya","Nairobi",4,5,2002,66.5,"2002-04-05"
"Africa","Kenya","Nairobi",4,6,2002,73.6,"2002-04-06"
"Africa","Kenya","Nairobi",4,7,2002,67.5,"2002-04-07"
"Africa","Kenya","Nairobi",4,8,2002,69.9,"2002-04-08"
"Africa","Kenya","Nairobi",4,9,2002,69.5,"2002-04-09"
"Africa","Kenya","Nairobi",4,10,2002,63.8,"2002-04-10"
"Africa","Kenya","Nairobi",4,11,2002,71.6,"2002-04-11"
"Africa","Kenya","Nairobi",4,12,2002,71.9,"2002-04-12"
"Africa","Kenya","Nairobi",4,13,2002,68.3,"2002-04-13"
"Africa","Kenya","Nairobi",4,14,2002,72,"2002-04-14"
"Africa","Kenya","Nairobi",4,15,2002,66.5,"2002-04-15"
"Africa","Kenya","Nairobi",4,17,2002,65.4,"2002-04-17"
"Africa","Kenya","Nairobi",4,18,2002,69.3,"2002-04-18"
"Africa","Kenya","Nairobi",4,19,2002,69.1,"2002-04-19"
"Africa","Kenya","Nairobi",5,16,2002,67.7,"2002-05-16"
"Africa","Kenya","Nairobi",5,29,2002,62.1,"2002-05-29"
"Africa","Kenya","Nairobi",6,3,2002,70.5,"2002-06-03"
"Africa","Kenya","Nairobi",6,4,2002,69.5,"2002-06-04"
"Africa","Kenya","Nairobi",6,5,2002,67.4,"2002-06-05"
"Africa","Kenya","Nairobi",6,7,2002,65.9,"2002-06-07"
"Africa","Kenya","Nairobi",6,8,2002,61.3,"2002-06-08"
"Africa","Kenya","Nairobi",6,9,2002,61.3,"2002-06-09"
"Africa","Kenya","Nairobi",6,13,2002,70.2,"2002-06-13"
"Africa","Kenya","Nairobi",6,14,2002,63.5,"2002-06-14"
"Africa","Kenya","Nairobi",6,16,2002,63.3,"2002-06-16"
"Africa","Kenya","Nairobi",6,17,2002,60.6,"2002-06-17"
"Africa","Kenya","Nairobi",6,22,2002,64.3,"2002-06-22"
"Africa","Kenya","Nairobi",6,23,2002,64.6,"2002-06-23"
"Africa","Kenya","Nairobi",6,24,2002,65.1,"2002-06-24"
"Africa","Kenya","Nairobi",6,25,2002,61,"2002-06-25"
"Africa","Kenya","Nairobi",6,26,2002,66.3,"2002-06-26"
"Africa","Kenya","Nairobi",6,27,2002,64.6,"2002-06-27"
"Africa","Kenya","Nairobi",6,28,2002,62.4,"2002-06-28"
"Africa","Kenya","Nairobi",6,29,2002,64.4,"2002-06-29"
"Africa","Kenya","Nairobi",6,30,2002,64,"2002-06-30"
"Africa","Kenya","Nairobi",7,2,2002,67.7,"2002-07-02"
"Africa","Kenya","Nairobi",7,20,2002,67.5,"2002-07-20"
"Africa","Kenya","Nairobi",7,21,2002,71.2,"2002-07-21"
"Africa","Kenya","Nairobi",7,22,2002,74.1,"2002-07-22"
"Africa","Kenya","Nairobi",7,23,2002,64.5,"2002-07-23"
"Africa","Kenya","Nairobi",7,24,2002,68.2,"2002-07-24"
"Africa","Kenya","Nairobi",7,25,2002,62.2,"2002-07-25"
"Africa","Kenya","Nairobi",7,26,2002,62,"2002-07-26"
"Africa","Kenya","Nairobi",7,27,2002,66.6,"2002-07-27"
"Africa","Kenya","Nairobi",7,28,2002,62.6,"2002-07-28"
"Africa","Kenya","Nairobi",7,29,2002,67.6,"2002-07-29"
"Africa","Kenya","Nairobi",7,30,2002,62.4,"2002-07-30"
"Africa","Kenya","Nairobi",7,31,2002,64.9,"2002-07-31"
"Africa","Kenya","Nairobi",8,1,2002,60.3,"2002-08-01"
"Africa","Kenya","Nairobi",8,2,2002,64.7,"2002-08-02"
"Africa","Kenya","Nairobi",8,3,2002,64.2,"2002-08-03"
"Africa","Kenya","Nairobi",8,4,2002,61.6,"2002-08-04"
"Africa","Kenya","Nairobi",8,5,2002,62.3,"2002-08-05"
"Africa","Kenya","Nairobi",8,6,2002,63.4,"2002-08-06"
"Africa","Kenya","Nairobi",8,7,2002,65.6,"2002-08-07"
"Africa","Kenya","Nairobi",8,8,2002,57.7,"2002-08-08"
"Africa","Kenya","Nairobi",8,9,2002,62.7,"2002-08-09"
"Africa","Kenya","Nairobi",8,10,2002,68.6,"2002-08-10"
"Africa","Kenya","Nairobi",8,11,2002,59.7,"2002-08-11"
"Africa","Kenya","Nairobi",8,12,2002,59.7,"2002-08-12"
"Africa","Kenya","Nairobi",8,13,2002,64,"2002-08-13"
"Africa","Kenya","Nairobi",8,14,2002,62.4,"2002-08-14"
"Africa","Kenya","Nairobi",8,15,2002,66.4,"2002-08-15"
"Africa","Kenya","Nairobi",8,16,2002,64.9,"2002-08-16"
"Africa","Kenya","Nairobi",8,17,2002,56.7,"2002-08-17"
"Africa","Kenya","Nairobi",8,18,2002,65.9,"2002-08-18"
"Africa","Kenya","Nairobi",8,19,2002,60.7,"2002-08-19"
"Africa","Kenya","Nairobi",8,20,2002,60.9,"2002-08-20"
"Africa","Kenya","Nairobi",8,21,2002,61.6,"2002-08-21"
"Africa","Kenya","Nairobi",8,22,2002,60.5,"2002-08-22"
"Africa","Kenya","Nairobi",8,23,2002,59.2,"2002-08-23"
"Africa","Kenya","Nairobi",8,24,2002,59.8,"2002-08-24"
"Africa","Kenya","Nairobi",8,25,2002,57.3,"2002-08-25"
"Africa","Kenya","Nairobi",8,26,2002,61.5,"2002-08-26"
"Africa","Kenya","Nairobi",8,27,2002,64.8,"2002-08-27"
"Africa","Kenya","Nairobi",8,28,2002,59.2,"2002-08-28"
"Africa","Kenya","Nairobi",8,29,2002,61.2,"2002-08-29"
"Africa","Kenya","Nairobi",8,30,2002,61.7,"2002-08-30"
"Africa","Kenya","Nairobi",8,31,2002,64.8,"2002-08-31"
"Africa","Kenya","Nairobi",9,1,2002,65.8,"2002-09-01"
"Africa","Kenya","Nairobi",9,2,2002,63.3,"2002-09-02"
"Africa","Kenya","Nairobi",9,3,2002,59.1,"2002-09-03"
"Africa","Kenya","Nairobi",9,4,2002,63,"2002-09-04"
"Africa","Kenya","Nairobi",9,5,2002,60.8,"2002-09-05"
"Africa","Kenya","Nairobi",9,6,2002,68.4,"2002-09-06"
"Africa","Kenya","Nairobi",9,7,2002,62.3,"2002-09-07"
"Africa","Kenya","Nairobi",9,8,2002,65.3,"2002-09-08"
"Africa","Kenya","Nairobi",9,9,2002,64.3,"2002-09-09"
"Africa","Kenya","Nairobi",9,10,2002,65.6,"2002-09-10"
"Africa","Kenya","Nairobi",9,11,2002,68.6,"2002-09-11"
"Africa","Kenya","Nairobi",9,12,2002,63.4,"2002-09-12"
"Africa","Kenya","Nairobi",9,13,2002,60.9,"2002-09-13"
"Africa","Kenya","Nairobi",9,14,2002,66.5,"2002-09-14"
"Africa","Kenya","Nairobi",9,15,2002,64.5,"2002-09-15"
"Africa","Kenya","Nairobi",9,16,2002,64.1,"2002-09-16"
"Africa","Kenya","Nairobi",9,17,2002,59,"2002-09-17"
"Africa","Kenya","Nairobi",9,18,2002,60.3,"2002-09-18"
"Africa","Kenya","Nairobi",9,19,2002,66.9,"2002-09-19"
"Africa","Kenya","Nairobi",9,20,2002,60.3,"2002-09-20"
"Africa","Kenya","Nairobi",9,21,2002,69.4,"2002-09-21"
"Africa","Kenya","Nairobi",9,22,2002,61.2,"2002-09-22"
"Africa","Kenya","Nairobi",9,23,2002,58.2,"2002-09-23"
"Africa","Kenya","Nairobi",9,24,2002,65.2,"2002-09-24"
"Africa","Kenya","Nairobi",9,25,2002,65.4,"2002-09-25"
"Africa","Kenya","Nairobi",9,26,2002,60.8,"2002-09-26"
"Africa","Kenya","Nairobi",9,27,2002,59.6,"2002-09-27"
"Africa","Kenya","Nairobi",9,28,2002,70.6,"2002-09-28"
"Africa","Kenya","Nairobi",9,29,2002,61.2,"2002-09-29"
"Africa","Kenya","Nairobi",9,30,2002,68.3,"2002-09-30"
"Africa","Kenya","Nairobi",10,1,2002,64.4,"2002-10-01"
"Africa","Kenya","Nairobi",10,3,2002,61.4,"2002-10-03"
"Africa","Kenya","Nairobi",10,4,2002,69.6,"2002-10-04"
"Africa","Kenya","Nairobi",10,5,2002,70,"2002-10-05"
"Africa","Kenya","Nairobi",10,6,2002,53.7,"2002-10-06"
"Africa","Kenya","Nairobi",10,7,2002,64.8,"2002-10-07"
"Africa","Kenya","Nairobi",10,8,2002,74.8,"2002-10-08"
"Africa","Kenya","Nairobi",10,9,2002,64.5,"2002-10-09"
"Africa","Kenya","Nairobi",10,10,2002,68.3,"2002-10-10"
"Africa","Kenya","Nairobi",10,11,2002,58.5,"2002-10-11"
"Africa","Kenya","Nairobi",10,12,2002,69.6,"2002-10-12"
"Africa","Kenya","Nairobi",10,13,2002,63.8,"2002-10-13"
"Africa","Kenya","Nairobi",10,14,2002,68.2,"2002-10-14"
"Africa","Kenya","Nairobi",10,15,2002,68.5,"2002-10-15"
"Africa","Kenya","Nairobi",10,16,2002,66.8,"2002-10-16"
"Africa","Kenya","Nairobi",10,17,2002,61.6,"2002-10-17"
"Africa","Kenya","Nairobi",10,18,2002,68.9,"2002-10-18"
"Africa","Kenya","Nairobi",10,19,2002,65,"2002-10-19"
"Africa","Kenya","Nairobi",10,20,2002,69,"2002-10-20"
"Africa","Kenya","Nairobi",10,21,2002,68.2,"2002-10-21"
"Africa","Kenya","Nairobi",10,22,2002,71.5,"2002-10-22"
"Africa","Kenya","Nairobi",10,23,2002,58,"2002-10-23"
"Africa","Kenya","Nairobi",10,24,2002,61.8,"2002-10-24"
"Africa","Kenya","Nairobi",10,25,2002,66.7,"2002-10-25"
"Africa","Kenya","Nairobi",10,28,2002,68.4,"2002-10-28"
"Africa","Kenya","Nairobi",10,29,2002,62.9,"2002-10-29"
"Africa","Kenya","Nairobi",10,30,2002,61.6,"2002-10-30"
"Africa","Kenya","Nairobi",10,31,2002,62.8,"2002-10-31"
"Africa","Kenya","Nairobi",11,1,2002,63.4,"2002-11-01"
"Africa","Kenya","Nairobi",11,2,2002,66.7,"2002-11-02"
"Africa","Kenya","Nairobi",11,3,2002,69.1,"2002-11-03"
"Africa","Kenya","Nairobi",11,4,2002,65.8,"2002-11-04"
"Africa","Kenya","Nairobi",11,5,2002,66.7,"2002-11-05"
"Africa","Kenya","Nairobi",11,6,2002,58.6,"2002-11-06"
"Africa","Kenya","Nairobi",11,7,2002,61.4,"2002-11-07"
"Africa","Kenya","Nairobi",11,8,2002,63,"2002-11-08"
"Africa","Kenya","Nairobi",11,9,2002,67.9,"2002-11-09"
"Africa","Kenya","Nairobi",11,10,2002,68.6,"2002-11-10"
"Africa","Kenya","Nairobi",11,11,2002,71.8,"2002-11-11"
"Africa","Kenya","Nairobi",11,12,2002,71.5,"2002-11-12"
"Africa","Kenya","Nairobi",11,13,2002,67.1,"2002-11-13"
"Africa","Kenya","Nairobi",11,14,2002,65.1,"2002-11-14"
"Africa","Kenya","Nairobi",11,15,2002,67,"2002-11-15"
"Africa","Kenya","Nairobi",11,16,2002,65.6,"2002-11-16"
"Africa","Kenya","Nairobi",11,17,2002,64.6,"2002-11-17"
"Africa","Kenya","Nairobi",11,18,2002,68.5,"2002-11-18"
"Africa","Kenya","Nairobi",11,19,2002,67.3,"2002-11-19"
"Africa","Kenya","Nairobi",11,20,2002,66.7,"2002-11-20"
"Africa","Kenya","Nairobi",11,21,2002,66.1,"2002-11-21"
"Africa","Kenya","Nairobi",11,22,2002,66.1,"2002-11-22"
"Africa","Kenya","Nairobi",11,23,2002,67.1,"2002-11-23"
"Africa","Kenya","Nairobi",11,24,2002,68.3,"2002-11-24"
"Africa","Kenya","Nairobi",11,25,2002,68.2,"2002-11-25"
"Africa","Kenya","Nairobi",11,26,2002,69.1,"2002-11-26"
"Africa","Kenya","Nairobi",11,27,2002,65.5,"2002-11-27"
"Africa","Kenya","Nairobi",11,28,2002,69.1,"2002-11-28"
"Africa","Kenya","Nairobi",11,29,2002,65.8,"2002-11-29"
"Africa","Kenya","Nairobi",11,30,2002,69.6,"2002-11-30"
"Africa","Kenya","Nairobi",12,2,2002,61.5,"2002-12-02"
"Africa","Kenya","Nairobi",12,3,2002,66.9,"2002-12-03"
"Africa","Kenya","Nairobi",12,4,2002,62.4,"2002-12-04"
"Africa","Kenya","Nairobi",12,5,2002,64.9,"2002-12-05"
"Africa","Kenya","Nairobi",12,6,2002,65.2,"2002-12-06"
"Africa","Kenya","Nairobi",12,7,2002,68,"2002-12-07"
"Africa","Kenya","Nairobi",12,8,2002,68.1,"2002-12-08"
"Africa","Kenya","Nairobi",12,9,2002,63.5,"2002-12-09"
"Africa","Kenya","Nairobi",12,10,2002,65.5,"2002-12-10"
"Africa","Kenya","Nairobi",12,11,2002,69.7,"2002-12-11"
"Africa","Kenya","Nairobi",12,12,2002,66.6,"2002-12-12"
"Africa","Kenya","Nairobi",12,13,2002,68.5,"2002-12-13"
"Africa","Kenya","Nairobi",12,14,2002,71.8,"2002-12-14"
"Africa","Kenya","Nairobi",12,15,2002,60.2,"2002-12-15"
"Africa","Kenya","Nairobi",12,16,2002,69.5,"2002-12-16"
"Africa","Kenya","Nairobi",12,17,2002,63.9,"2002-12-17"
"Africa","Kenya","Nairobi",12,18,2002,63.2,"2002-12-18"
"Africa","Kenya","Nairobi",12,19,2002,69.6,"2002-12-19"
"Africa","Kenya","Nairobi",12,20,2002,63.9,"2002-12-20"
"Africa","Kenya","Nairobi",12,21,2002,63.9,"2002-12-21"
"Africa","Kenya","Nairobi",12,26,2002,62.8,"2002-12-26"
"Africa","Kenya","Nairobi",12,29,2002,71.5,"2002-12-29"
"Africa","Kenya","Nairobi",12,31,2002,65.3,"2002-12-31"
"Africa","Kenya","Nairobi",1,1,2003,66.5,"2003-01-01"
"Africa","Kenya","Nairobi",1,2,2003,66.7,"2003-01-02"
"Africa","Kenya","Nairobi",1,3,2003,67,"2003-01-03"
"Africa","Kenya","Nairobi",1,4,2003,66,"2003-01-04"
"Africa","Kenya","Nairobi",1,5,2003,67.5,"2003-01-05"
"Africa","Kenya","Nairobi",1,6,2003,66.8,"2003-01-06"
"Africa","Kenya","Nairobi",1,7,2003,61.8,"2003-01-07"
"Africa","Kenya","Nairobi",1,8,2003,67.9,"2003-01-08"
"Africa","Kenya","Nairobi",1,9,2003,68.4,"2003-01-09"
"Africa","Kenya","Nairobi",1,10,2003,70.1,"2003-01-10"
"Africa","Kenya","Nairobi",1,11,2003,68.7,"2003-01-11"
"Africa","Kenya","Nairobi",1,12,2003,67.9,"2003-01-12"
"Africa","Kenya","Nairobi",1,13,2003,64.3,"2003-01-13"
"Africa","Kenya","Nairobi",1,14,2003,70.1,"2003-01-14"
"Africa","Kenya","Nairobi",1,15,2003,71.6,"2003-01-15"
"Africa","Kenya","Nairobi",1,16,2003,67.1,"2003-01-16"
"Africa","Kenya","Nairobi",1,19,2003,69.2,"2003-01-19"
"Africa","Kenya","Nairobi",1,20,2003,69.1,"2003-01-20"
"Africa","Kenya","Nairobi",1,21,2003,61.6,"2003-01-21"
"Africa","Kenya","Nairobi",1,22,2003,53.2,"2003-01-22"
"Africa","Kenya","Nairobi",1,23,2003,60.8,"2003-01-23"
"Africa","Kenya","Nairobi",1,24,2003,65.8,"2003-01-24"
"Africa","Kenya","Nairobi",1,25,2003,69.9,"2003-01-25"
"Africa","Kenya","Nairobi",1,26,2003,74.6,"2003-01-26"
"Africa","Kenya","Nairobi",1,27,2003,74.6,"2003-01-27"
"Africa","Kenya","Nairobi",1,28,2003,78.4,"2003-01-28"
"Africa","Kenya","Nairobi",1,29,2003,61.4,"2003-01-29"
"Africa","Kenya","Nairobi",1,30,2003,63.8,"2003-01-30"
"Africa","Kenya","Nairobi",1,31,2003,71.3,"2003-01-31"
"Africa","Kenya","Nairobi",2,1,2003,69.2,"2003-02-01"
"Africa","Kenya","Nairobi",2,2,2003,71.1,"2003-02-02"
"Africa","Kenya","Nairobi",2,3,2003,72.6,"2003-02-03"
"Africa","Kenya","Nairobi",2,4,2003,65.5,"2003-02-04"
"Africa","Kenya","Nairobi",2,5,2003,70,"2003-02-05"
"Africa","Kenya","Nairobi",2,6,2003,72,"2003-02-06"
"Africa","Kenya","Nairobi",2,7,2003,73.3,"2003-02-07"
"Africa","Kenya","Nairobi",2,8,2003,69.7,"2003-02-08"
"Africa","Kenya","Nairobi",2,9,2003,75.2,"2003-02-09"
"Africa","Kenya","Nairobi",2,10,2003,71.6,"2003-02-10"
"Africa","Kenya","Nairobi",2,11,2003,67.2,"2003-02-11"
"Africa","Kenya","Nairobi",2,12,2003,71.5,"2003-02-12"
"Africa","Kenya","Nairobi",2,13,2003,70.6,"2003-02-13"
"Africa","Kenya","Nairobi",2,14,2003,69.9,"2003-02-14"
"Africa","Kenya","Nairobi",2,15,2003,74.1,"2003-02-15"
"Africa","Kenya","Nairobi",2,16,2003,73.2,"2003-02-16"
"Africa","Kenya","Nairobi",2,17,2003,71.2,"2003-02-17"
"Africa","Kenya","Nairobi",2,18,2003,67.8,"2003-02-18"
"Africa","Kenya","Nairobi",2,19,2003,73.1,"2003-02-19"
"Africa","Kenya","Nairobi",2,20,2003,72.8,"2003-02-20"
"Africa","Kenya","Nairobi",2,21,2003,70.3,"2003-02-21"
"Africa","Kenya","Nairobi",2,22,2003,71.1,"2003-02-22"
"Africa","Kenya","Nairobi",2,23,2003,74.5,"2003-02-23"
"Africa","Kenya","Nairobi",2,24,2003,69,"2003-02-24"
"Africa","Kenya","Nairobi",2,25,2003,67.1,"2003-02-25"
"Africa","Kenya","Nairobi",2,26,2003,72.2,"2003-02-26"
"Africa","Kenya","Nairobi",2,27,2003,67.8,"2003-02-27"
"Africa","Kenya","Nairobi",2,28,2003,71.9,"2003-02-28"
"Africa","Kenya","Nairobi",3,1,2003,72.6,"2003-03-01"
"Africa","Kenya","Nairobi",3,2,2003,66.4,"2003-03-02"
"Africa","Kenya","Nairobi",3,3,2003,55.6,"2003-03-03"
"Africa","Kenya","Nairobi",3,4,2003,74.3,"2003-03-04"
"Africa","Kenya","Nairobi",3,5,2003,70.5,"2003-03-05"
"Africa","Kenya","Nairobi",3,6,2003,72.5,"2003-03-06"
"Africa","Kenya","Nairobi",3,7,2003,65.4,"2003-03-07"
"Africa","Kenya","Nairobi",3,8,2003,75.4,"2003-03-08"
"Africa","Kenya","Nairobi",3,9,2003,74.2,"2003-03-09"
"Africa","Kenya","Nairobi",3,10,2003,67.6,"2003-03-10"
"Africa","Kenya","Nairobi",3,11,2003,72.4,"2003-03-11"
"Africa","Kenya","Nairobi",3,12,2003,69.4,"2003-03-12"
"Africa","Kenya","Nairobi",3,13,2003,73.6,"2003-03-13"
"Africa","Kenya","Nairobi",3,14,2003,71.8,"2003-03-14"
"Africa","Kenya","Nairobi",3,15,2003,70.9,"2003-03-15"
"Africa","Kenya","Nairobi",3,16,2003,65.2,"2003-03-16"
"Africa","Kenya","Nairobi",3,17,2003,71.9,"2003-03-17"
"Africa","Kenya","Nairobi",3,18,2003,65.3,"2003-03-18"
"Africa","Kenya","Nairobi",3,19,2003,73.5,"2003-03-19"
"Africa","Kenya","Nairobi",3,20,2003,72.3,"2003-03-20"
"Africa","Kenya","Nairobi",3,21,2003,66.8,"2003-03-21"
"Africa","Kenya","Nairobi",3,22,2003,74,"2003-03-22"
"Africa","Kenya","Nairobi",3,23,2003,74.2,"2003-03-23"
"Africa","Kenya","Nairobi",3,24,2003,70.4,"2003-03-24"
"Africa","Kenya","Nairobi",3,25,2003,71.1,"2003-03-25"
"Africa","Kenya","Nairobi",3,26,2003,70.5,"2003-03-26"
"Africa","Kenya","Nairobi",3,27,2003,63.7,"2003-03-27"
"Africa","Kenya","Nairobi",3,28,2003,62.3,"2003-03-28"
"Africa","Kenya","Nairobi",3,29,2003,68.8,"2003-03-29"
"Africa","Kenya","Nairobi",3,30,2003,66.7,"2003-03-30"
"Africa","Kenya","Nairobi",3,31,2003,69.7,"2003-03-31"
"Africa","Kenya","Nairobi",4,1,2003,70.7,"2003-04-01"
"Africa","Kenya","Nairobi",4,2,2003,63,"2003-04-02"
"Africa","Kenya","Nairobi",4,3,2003,70.5,"2003-04-03"
"Africa","Kenya","Nairobi",4,4,2003,68.8,"2003-04-04"
"Africa","Kenya","Nairobi",4,5,2003,71.1,"2003-04-05"
"Africa","Kenya","Nairobi",4,6,2003,71.8,"2003-04-06"
"Africa","Kenya","Nairobi",4,7,2003,60.7,"2003-04-07"
"Africa","Kenya","Nairobi",4,8,2003,70.1,"2003-04-08"
"Africa","Kenya","Nairobi",4,9,2003,66.3,"2003-04-09"
"Africa","Kenya","Nairobi",4,10,2003,72.7,"2003-04-10"
"Africa","Kenya","Nairobi",4,11,2003,73.1,"2003-04-11"
"Africa","Kenya","Nairobi",4,12,2003,71,"2003-04-12"
"Africa","Kenya","Nairobi",4,13,2003,71.2,"2003-04-13"
"Africa","Kenya","Nairobi",4,14,2003,70.8,"2003-04-14"
"Africa","Kenya","Nairobi",4,15,2003,70.6,"2003-04-15"
"Africa","Kenya","Nairobi",4,16,2003,69.1,"2003-04-16"
"Africa","Kenya","Nairobi",4,17,2003,68.9,"2003-04-17"
"Africa","Kenya","Nairobi",4,18,2003,68.6,"2003-04-18"
"Africa","Kenya","Nairobi",4,19,2003,70.5,"2003-04-19"
"Africa","Kenya","Nairobi",4,20,2003,66.7,"2003-04-20"
"Africa","Kenya","Nairobi",4,21,2003,68.9,"2003-04-21"
"Africa","Kenya","Nairobi",4,22,2003,65.6,"2003-04-22"
"Africa","Kenya","Nairobi",4,23,2003,63.8,"2003-04-23"
"Africa","Kenya","Nairobi",4,24,2003,69.7,"2003-04-24"
"Africa","Kenya","Nairobi",4,25,2003,72.5,"2003-04-25"
"Africa","Kenya","Nairobi",4,26,2003,68.7,"2003-04-26"
"Africa","Kenya","Nairobi",4,27,2003,67.5,"2003-04-27"
"Africa","Kenya","Nairobi",4,28,2003,67.4,"2003-04-28"
"Africa","Kenya","Nairobi",4,29,2003,62.7,"2003-04-29"
"Africa","Kenya","Nairobi",4,30,2003,66.8,"2003-04-30"
"Africa","Kenya","Nairobi",5,1,2003,64.5,"2003-05-01"
"Africa","Kenya","Nairobi",5,2,2003,68.2,"2003-05-02"
"Africa","Kenya","Nairobi",5,5,2003,67.3,"2003-05-05"
"Africa","Kenya","Nairobi",5,6,2003,58.3,"2003-05-06"
"Africa","Kenya","Nairobi",5,7,2003,66.8,"2003-05-07"
"Africa","Kenya","Nairobi",5,8,2003,65.5,"2003-05-08"
"Africa","Kenya","Nairobi",5,9,2003,67.2,"2003-05-09"
"Africa","Kenya","Nairobi",5,10,2003,66.7,"2003-05-10"
"Africa","Kenya","Nairobi",5,11,2003,69.5,"2003-05-11"
"Africa","Kenya","Nairobi",5,12,2003,64.9,"2003-05-12"
"Africa","Kenya","Nairobi",5,13,2003,68.3,"2003-05-13"
"Africa","Kenya","Nairobi",5,14,2003,65.8,"2003-05-14"
"Africa","Kenya","Nairobi",5,15,2003,66.6,"2003-05-15"
"Africa","Kenya","Nairobi",5,16,2003,66.4,"2003-05-16"
"Africa","Kenya","Nairobi",5,17,2003,68.4,"2003-05-17"
"Africa","Kenya","Nairobi",5,18,2003,67.3,"2003-05-18"
"Africa","Kenya","Nairobi",5,19,2003,65.4,"2003-05-19"
"Africa","Kenya","Nairobi",5,20,2003,65.1,"2003-05-20"
"Africa","Kenya","Nairobi",5,21,2003,62.5,"2003-05-21"
"Africa","Kenya","Nairobi",5,22,2003,64.4,"2003-05-22"
"Africa","Kenya","Nairobi",5,23,2003,63.8,"2003-05-23"
"Africa","Kenya","Nairobi",5,24,2003,60.7,"2003-05-24"
"Africa","Kenya","Nairobi",5,25,2003,67.4,"2003-05-25"
"Africa","Kenya","Nairobi",5,26,2003,68.6,"2003-05-26"
"Africa","Kenya","Nairobi",5,27,2003,59.4,"2003-05-27"
"Africa","Kenya","Nairobi",5,28,2003,66.9,"2003-05-28"
"Africa","Kenya","Nairobi",5,29,2003,60.3,"2003-05-29"
"Africa","Kenya","Nairobi",5,30,2003,61.9,"2003-05-30"
"Africa","Kenya","Nairobi",5,31,2003,62.9,"2003-05-31"
"Africa","Kenya","Nairobi",6,1,2003,65.4,"2003-06-01"
"Africa","Kenya","Nairobi",6,2,2003,66.4,"2003-06-02"
"Africa","Kenya","Nairobi",6,3,2003,66.9,"2003-06-03"
"Africa","Kenya","Nairobi",6,4,2003,67.3,"2003-06-04"
"Africa","Kenya","Nairobi",6,5,2003,63.6,"2003-06-05"
"Africa","Kenya","Nairobi",6,6,2003,64.7,"2003-06-06"
"Africa","Kenya","Nairobi",6,7,2003,60,"2003-06-07"
