SOURCEID,EXS,NOTES,PORTID,ADRMID,STATIONID,WHSCPDID,FUELPTID,ENTRYPTID,PRTTYPE,HUMUSE,ONME,REPORTNME,LOCATION,PORTAUTH,FPNME,FPPHN,FPFAX,FPEML,FPVHF,HASVHFCVGE,VHFCVGEDSC,HASPHNCVGE,PHNCVGEDSC,HASRDACS,RDACSDSC,HASRLWACS,RLWACSDSC,HASWTWACS,WTWACSDSC,UNCTAD,GMT,ADCHART,ADPILOT,PTVHF,PILOTVHF,PTSENTNUM,HASANCHGE,HASAPPRCH,ISPILTGE,LOATRNGCM,AIRDRAUGTM,MXBLENGTHM,MXBDEPTHM,MXBDRAUGTM,HWST,LWST,HWNT,LWNT,TIDLRGEM,DRYSDEPTHM,WETSDEPTHM,OPSTATUS,ISUNDRCSTR,CSTWRKETC,DMG,RPRSTPE,HASLGHTNG,HASTWG,TWGCAP,WKGHRS,SHIFTS,HASOVT,TRAFFICMT,GCHDGMTD,GCHDGSMTS,GCTRAFFMT,BGCHDGMTD,BGCHDGSMTS,BGCTRAFMT,BKCHDGMTD,BKCHDGSMTS,BKCTRAFMT,CTHDGTH,CTTRFTEU,TKRHDGMTD,TKRHDGMTS,TKRTRAFMT,HASFUEL,HASELEC,HASDRKWAT,HASMEDIC,TRADEIN,TRADEOUT,HDGEQPTDSC,HDGDSC,ISISPS,ISPSLVL,SEC
srce200710150001,"0",KWMIS,,,,,,,"1","0",Mina Saud,,,,,,,,,"0",,"0",,"0",,"0",,"0",,"0","0",,,,,,"0","0","0","0","0",0.00000000000,0.00000000000,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,"0","0",,"0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0"
srce200710150001,"0",KWMIB,,,,,,,"1","0",Mina Abd Allah,,,,,,,,,"0",,"0",,"0",,"0",,"0",,"0","0",,,,,,"0","0","0","0","0",0.00000000000,0.00000000000,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,"0","0",,"0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0"
srce200710150001,"0",KWSAA,,,,,,,"1","0",Shuaiba,,,,,,,,,"0",,"0",,"0",,"0",,"0",,"0","0",,,,,,"0","0","0","0","0",0.00000000000,0.00000000000,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,"0","0",,"0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0"
srce200710150001,"0",KWMEA,,,,,,,"1","0",Mina al Ahmadi,,,,,,,,,"0",,"0",,"0",,"0",,"0",,"0","0",,,,,,"0","0","0","0","0",0.00000000000,0.00000000000,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,"0","0",,"0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0"
srce200710150001,"0",KWSWK,,,,,,,"1","0",Shuwaikh,,,,,,,,,"0",,"0",,"0",,"0",,"0",,"0","0",,,,,,"0","0","0","0","0",0.00000000000,0.00000000000,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,"0","0",,"0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0"
