Shape_Leng,Shape_Area,ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1EN,ADM4ALT2EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,POINT_X,POINT_Y
0.59439193587,0.00881113843,Abako,UG30670101,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.27021872000,2.10307949829
0.33002369709,0.00327819238,Abanga,UG31000101,,,,Okoro,UG310001,Zombo,UG3100,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.93410763310,2.38946740044
0.61286189480,0.01453258415,Abarilela,UG20270101,,,,Amuria,UG202701,Amuria,UG2027,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.82050041010,1.94540895602
0.76588333924,0.01804248428,Aber,UG30960101,,,,Oyam,UG309601,Oyam,UG3096,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.38970163060,2.15646826051
0.87440814452,0.01387415614,Abia,UG30670102,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.09748248880,2.43695462644
0.67034776290,0.01512848035,Abim,UG30640101,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.61437274950,2.74454386235
0.52307906960,0.00927902105,Abim Town Council,UG30640102,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.66160951100,2.63783444278
0.21164415872,0.00163897611,Abindu Division,UG30910101,,,,Nebbi Municipality,UG309101,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.09774723520,2.45845434052
0.56152789840,0.01099307728,Abok,UG30960102,,,,Oyam,UG309601,Oyam,UG3096,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.56158408510,2.55273824362
0.67055916583,0.01633399545,Aboke,UG30790101,,,,Kole,UG307901,Kole,UG3079,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.70014438240,2.37823484373
0.66104212287,0.01722135062,Abongomola,UG30810101,,,,Kwania,UG308101,Kwania,UG3081,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.82042038940,2.02171711952
0.33575887042,0.00414373120,Abuku,UG30780101,,,,Koboko,UG307801,Koboko,UG3078,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.04839924360,3.43854600720
0.76307717097,0.01488387197,Acaba,UG30960103,,,,Oyam,UG309601,Oyam,UG3096,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.47708095390,2.33624377377
0.63576243404,0.01236008227,Acholibur,UG30970101,,,,Aruu,UG309701,Pader,UG3097,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.87332829290,3.11491621880
0.75506554066,0.01702196411,Acowa,UG20460101,,,,Kapelebyong,UG204601,Kapelebyong,UG2046,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.84572561160,2.10326384989
0.37306301659,0.00824424363,Adeknino,UG30730101,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.02719567140,1.75851152757
0.47866651399,0.00694069629,Adekokwok,UG30830101,,,,Erute,UG308301,Lira,UG3083,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.92692617400,2.19202533874
1.06602911528,0.03064629197,Adilang,UG30660101,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.47574710670,2.71616774864
0.19606736625,0.00137538532,Adjumani Town Council,UG30650101,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.78766093950,3.37340177858
0.55336985363,0.00978819073,Adok,UG30730102,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.92444896030,2.01222075884
0.74995948750,0.00903983354,Adropi,UG30650102,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.72031553150,3.26024798174
0.76767620220,0.01163226642,Aduku,UG30810102,,,,Kwania,UG308101,Kwania,UG3081,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.71726630250,1.95001522105
0.29517309083,0.00201620365,Aduku Town Council,UG30810103,,,,Kwania,UG308101,Kwania,UG3081,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.72668910650,1.99842711932
0.42388877966,0.00525050660,Adumi,UG30720201,,,,Ayivu,UG307202,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.82522417620,3.03934201146
0.59795767443,0.01372361070,Adwari,UG30950101,,,,Otuke,UG309501,Otuke,UG3095,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.27118064450,2.54310112534
0.14435714300,0.00067173379,Adyel Division,UG30830201,,,,Lira Municipality,UG308302,Lira,UG3083,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.89267799710,2.26544328342
0.31933554940,0.00404973946,Agago Town Council,UG30660102,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.33730629550,2.83610897418
0.63634707538,0.01191065324,Agali,UG30830102,,,,Erute,UG308301,Lira,UG3083,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.08691202730,2.11410806194
0.37225759239,0.00500475772,Agikdak,UG30680101,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.94483290400,1.67772652512
0.96644489031,0.05115851422,Agoro,UG30820101,,,,Lamwo,UG308201,Lamwo,UG3082,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.99176747180,3.76117988903
0.36786920619,0.00412683530,Agule,UG20590201,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.71822408670,1.29469728369
0.47833939008,0.00645549234,Agulu Division,UG30710101,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.56959167940,1.94733425971
0.63538786924,0.01452476453,Agwata,UG30730103,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.01700997690,1.97585637602
0.53347254892,0.01091053664,Agweng,UG30830103,,,,Erute,UG308301,Lira,UG3083,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.93863054270,2.51400030177
0.65709954082,0.01743004566,Agwingiri,UG30680102,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.84106346180,1.54981275433
0.43462025742,0.00775107201,Aii-Vu,UG30720301,,,,Terego,UG307203,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.04594492700,3.19235566805
0.89179450386,0.02603566445,Ajia,UG30720401,,,,Vurra,UG307204,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.06021458050,2.93750783376
0.35192186225,0.00590584525,Akaa,UG31000102,,,,Okoro,UG310001,Zombo,UG3100,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.80450282480,2.45798769001
0.48673564640,0.01238252277,Akalo,UG30790102,,,,Kole,UG307901,Kole,UG3079,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.85155716700,2.14371841787
0.31719723283,0.00325066380,Akere Division,UG30710102,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.51039026320,1.94535541541
0.52629958452,0.00805520210,Akeriau,UG20270102,,,,Amuria,UG202701,Amuria,UG2027,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.39445318800,2.05354269733
0.28964920400,0.00293381304,Akisim,UG20590202,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.74971996230,1.26675902945
1.36887726203,0.06028560617,Akokoro,UG30710201,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.38970632220,1.74184369949
0.86362825243,0.01306639224,Akoromit,UG20460102,,,,Kapelebyong,UG204601,Kapelebyong,UG2046,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.79847945100,2.02948806302
