Shape_Leng,Shape_Area,ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1EN,ADM4ALT2EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,POINT_X,POINT_Y
0.66182089100,0.01170418823,Akura,UG30670103,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.13679119950,2.32354712131
0.37178258905,0.00391756882,Akwon,UG30680103,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.86302587730,1.72757935655
0.46392331701,0.00891979604,Akworo,UG30910201,,,,Padyere,UG309102,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.24296924040,2.27146424717
0.43933475276,0.00598131076,Alangi,UG31000103,,,,Okoro,UG310001,Zombo,UG3100,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.79638261850,2.58202768346
0.80572070964,0.01101112223,Alango,UG30950102,,,,Otuke,UG309501,Otuke,UG3095,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.22947313750,2.43998544982
0.25686210257,0.00251966380,Alebtong Town Council,UG30670104,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.23539096830,2.26244076997
0.47909244449,0.01028818068,Aleka,UG30960104,,,,Oyam,UG309601,Oyam,UG3096,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.75353276500,2.53771162128
1.42302745739,0.07555576714,Alerek,UG30640103,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.73188837100,2.87747608166
1.17797882111,0.02786180096,Alero,UG30920101,,,,Nwoya,UG309201,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.01359578300,2.71798641198
0.33263158561,0.00636160856,Aliba,UG30930101,,,,Obongi,UG309301,Obongi,UG3093,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.52011106750,3.20409400166
0.72828237764,0.01312264018,Alito,UG30790103,,,,Kole,UG307901,Kole,UG3079,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.80637496810,2.42606553409
1.27108960029,0.01602618827,Aloi,UG30670105,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.20320528760,2.29650834703
0.62211187800,0.01137384651,Alwa,UG20410101,,,,Kaberamaido,UG204101,Kaberamaido,UG2041,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.20212620600,1.86937614650
0.87879624177,0.01996509529,Alwi,UG30980101,,,,Jonam,UG309801,Pakwach,UG3098,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.34457913270,2.48556049001
0.63690900951,0.01488793828,Amach,UG30830104,,,,Erute,UG308301,Lira,UG3083,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.97639680400,2.10569887253
0.30640560197,0.00410938365,Amolatar Town Council,UG30680104,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.83636776250,1.64254344796
1.34839420060,0.04817489029,Amudat,UG30690101,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,34.92264430780,1.85454256200
0.24899603909,0.00154267738,Amudat Town Council,UG30690102,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,34.94071177220,1.95309646272
0.62196527747,0.01203869105,Amugu,UG30670106,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.33838066400,2.12826464311
0.11388696836,0.00041024218,Amukol,UG20450201,,,,Tingey,UG204502,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,34.35268818030,1.32774542028
0.22973699221,0.00232738850,Amuria Town Council,UG20270103,,,,Amuria,UG202701,Amuria,UG2027,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.63536960500,2.03752943343
2.75493097519,0.09800468506,Amuru,UG30700101,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.72169424050,2.89347024770
0.38141322665,0.00565539415,Amuru Town Council,UG30700102,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.86951646050,2.81885482756
0.37225624308,0.00607740984,Amwoma,UG30730104,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.11786022460,1.97045727365
0.70196395271,0.01208479772,Anaka Payira,UG30920102,,,,Nwoya,UG309201,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.95205738310,2.52311120317
0.40355995994,0.00618745441,Anaka Town Council,UG30920103,,,,Nwoya,UG309201,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.95272556320,2.60733312349
1.00367713197,0.03276154246,Angagura,UG30970102,,,,Aruu,UG309701,Pader,UG3097,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.60074576560,3.04390340436
0.43706304278,0.00966067898,Anyara,UG20420101,,,,Kalaki,UG204201,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.33177551390,1.99153175249
0.57712418483,0.00951683741,Anyiribu,UG30840101,,,,Madi Okollo,UG308401,Madi Okollo,UG3084,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.11979435470,2.58201929343
1.22586374532,0.01547147038,Apac,UG30710202,,,,Maruzi,UG307102,Apac,UG3071,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.63491983530,1.97267160375
0.40932310427,0.00870074284,Apala,UG30670107,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.03127648620,2.37474761881
0.43575750137,0.00639730909,Apapai,UG20420102,,,,Kalaki,UG204201,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.39628434100,1.90959999639
0.56153576971,0.00880561614,Apeduru,UG20270104,,,,Amuria,UG202701,Amuria,UG2027,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.70046935590,2.05652956984
0.60470996637,0.01015563350,Aperkira,UG20410102,,,,Kaberamaido,UG204101,Kaberamaido,UG2041,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.24223679020,1.73165074839
0.55326253823,0.00719597969,Apo,UG30990101,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.30796681080,3.45969222876
0.30742290726,0.00487395868,Apopong,UG20590203,,,,Pallisa,UG205902,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.66735012880,1.23033495766
0.45119314175,0.01027329880,Aputi,UG30680105,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.93178302690,1.74659486091
0.73768538952,0.01854664963,Arapai,UG20620101,,,,Soroti,UG206201,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.63432005950,1.84529543894
0.54408681171,0.01514892206,Arinyapi,UG30650103,,,,East Moyo,UG306501,Adjumani,UG3065,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.00433274810,3.51031171961
0.57582108206,0.01325904283,Arivu,UG30720402,,,,Vurra,UG307204,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.97123954350,2.83733166156
0.66892195038,0.01647986201,Ariwa,UG30990102,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.38282546200,3.27255943282
0.32865284569,0.00473498562,Arocha Division,UG30710103,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.49457884900,2.01129984411
0.29330394933,0.00315901994,Aroi,UG30720202,,,,Ayivu,UG307202,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.88388380890,3.10693821323
0.76771468895,0.01374039352,Aromo,UG30830105,,,,Erute,UG308301,Lira,UG3083,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.85476760010,2.57420651893
0.11519832323,0.00054939934,Arua Hill Division,UG30720101,,,,Arua Municipality,UG307201,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.91960970170,3.01267436873
0.63075108372,0.01630015847,Arum,UG30660103,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.12926153010,2.67760974168
0.47623135501,0.01193844561,Arwotcek,UG30680106,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.81875277190,1.75967440517
0.53863907779,0.01106377751,Asamuk,UG20270105,,,,Amuria,UG202701,Amuria,UG2027,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.69577041500,1.94127214509
0.58324750513,0.01544311045,Asuret,UG20620102,,,,Soroti,UG206201,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.58902062860,1.62878451075
0.90498126070,0.02276000071,Atanga,UG30970103,,,,Aruu,UG309701,Pader,UG3097,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.72067835540,2.90609821622
0.36598113058,0.00405668019,Atego,UG30910202,,,,Padyere,UG309102,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.14519582980,2.43465216726
0.51323150709,0.00701229109,Athuma,UG31000104,,,,Okoro,UG310001,Zombo,UG3100,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.88476070110,2.43037186989
0.58826379504,0.00979131149,Atiira,UG20600201,,,,Serere,UG206002,Serere,UG2060,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.49263506440,1.60406967959
0.26812641085,0.00217275133,Atik Division,UG30710104,,,,Apac Municipality,UG307101,Apac,UG3071,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.54612947180,2.02092250293
1.95309183287,0.09666012444,Attiak,UG30700103,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.17765510570,3.29960097741
0.41941240600,0.00589782405,Atutur,UG20490101,,,,Kumi,UG204901,Kumi,UG2049,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.99283984670,1.41242021031
0.71570551499,0.01235203422,Atyak,UG31000105,,,,Okoro,UG310001,Zombo,UG3100,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.95168171340,2.61264931692
0.46008642785,0.00985055118,Awach,UG30640104,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.58364139090,2.62553405313
1.07865223358,0.02528984859,Awach,UG30740101,,,,Aswa,UG307401,Gulu,UG3074,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.42268490200,2.95393677889
0.66460486189,0.01323994612,Awei,UG30670108,,,,Moroto,UG306701,Alebtong,UG3067,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.20023727070,2.16987313660
0.41040950629,0.00751193145,Awelo,UG30680107,,,,Kioga,UG306801,Amolatar,UG3068,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.76734161970,1.70424906129
1.05443841809,0.02570697138,Awere,UG30970104,,,,Aruu,UG309701,Pader,UG3097,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.83497033020,2.72785856189
0.84718936585,0.01295705032,Ayer,UG30790104,,,,Kole,UG307901,Kole,UG3079,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.64168806940,2.22138304954
0.39671916575,0.00382000901,Ayivuni,UG30720203,,,,Ayivu,UG307202,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,30.83194287320,3.08962079492
0.30862031022,0.00384044223,Bagezza,UG10200201,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,31.37312583880,0.45979293720
0.49097378804,0.00672734718,Baitambogwe,UG20530101,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.38974004120,0.53776001563
0.64196376401,0.01708370935,Bala,UG30790105,,,,Kole,UG307901,Kole,UG3079,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.73623563710,2.19022767303
0.49097810334,0.00769296316,Balawoli,UG20440101,,,,Bugabula,UG204401,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.08970198020,1.04649223346
0.59386706389,0.00980210351,Bamunanika,UG10140101,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,32.61826689000,0.71069619331
0.54044946139,0.01402926868,Bananywa,UG10120110,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,31.40162130480,1.21397724269
0.60919620336,0.01149834555,Banda,UG10120111,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,31.82110644480,1.08691510909
0.51529733070,0.01461793899,Banda,UG20550101,,,,Bukooli,UG205501,Namayingo,UG2055,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,33.89296497530,0.20011599838
0.23466702170,0.00167204538,Bar Dege Division,UG30740201,,,,Gulu Municipality,UG307402,Gulu,UG3074,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.28469674530,2.78324900368
0.72020643614,0.01959466673,Barr,UG30830106,,,,Erute,UG308301,Lira,UG3083,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.05217767950,2.23556740180
0.47383299673,0.00866862062,Batta,UG30730105,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,33.16218123600,2.05756917650
0.74032577599,0.02557127127,Bbaale,UG10100101,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,32.87772299340,1.11816649404
0.44197196574,0.00716926219,Bbanda,UG10180101,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,31.86948239610,0.27461677056
0.74714070900,0.00881679159,Benet,UG20500101,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,34.50462558180,1.35901712063
0.59704336407,0.01526275784,Bigasa,UG10020101,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,31.64475459130,-0.03893155746
0.57300268992,0.01404040619,Biguli,UG41130101,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.79138351830,0.34807173183
0.43346945235,0.00784237910,Bihanga,UG41010101,,,,Buhweju,UG410101,Buhweju,UG4101,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.34766224390,-0.25025753094
0.73336833745,0.01278018866,Bihanga,UG41130102,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.60347758350,0.25259889671
0.53391912718,0.00916822237,Biharwe Division,UG41260101,,,,Kashari,UG412601,Mbarara,UG4126,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.73832659990,-0.52942796822
0.81772882020,0.02363003323,Biiso,UG41020101,,,,Buliisa,UG410201,Buliisa,UG4102,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,31.49470685210,1.79425703519
0.75653397120,0.01246191969,Bileafe,UG30720302,,,,Terego,UG307203,Arua,UG3072,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,31.09865272100,3.06488500040
0.34159949291,0.00204595403,Binyiny,UG20500102,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,34.52221750610,1.44192326744
0.10299834862,0.00044134130,Binyiny Town Council,UG20500103,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020/06/11,2020/08/24,,34.53324374700,1.41639190767
0.50446962425,0.00830174164,Birembo,UG41120101,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,31.17676916000,0.92315851724
0.54814736862,0.00578399928,Birere,UG41080201,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.66229876250,-0.70781016677
0.66152033192,0.01103120968,Bisheshe Division,UG41070201,,,,Ibanda Municipality,UG410702,Ibanda,UG4107,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.49907547100,-0.04227208003
0.43730982810,0.00572703793,Bitereko,UG41270101,,,,Ruhinda,UG412701,Mitooma,UG4127,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,29.99690599430,-0.53561841200
0.71702277102,0.00879524295,Bitooma,UG41050201,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.22138269400,-0.36802451601
0.39843326059,0.00518144562,Bitsya,UG41010102,,,,Buhweju,UG410101,Buhweju,UG4101,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.47075691360,-0.29762833559
0.81401709800,0.01926408305,Bobi,UG30940101,,,,Omoro,UG309401,Omoro,UG3094,Northern,UG3,Uganda,UG,2020/06/11,2020/08/24,,32.34115910430,2.55149442516
0.11423100855,0.00068024342,Bombo Town Council,UG10140201,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,32.53963158870,0.58070279203
0.65279620815,0.01588102772,Bubaare,UG41260102,,,,Kashari,UG412601,Mbarara,UG4126,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,30.52354691350,-0.55427943753
0.55449857061,0.00688596974,Bubaare,UG41300101,,,,Rubanda,UG413001,Rubanda,UG4130,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,29.93125178390,-1.22386011415
0.19714072902,0.00071552223,Bubandi,UG41030201,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,29.98678221000,0.64376895443
0.56476438031,0.01267029784,Bubango,UG41170101,,,,Buyanja,UG411701,Kibaale,UG4117,Western,UG4,Uganda,UG,2020/06/11,2020/08/24,,31.00145427790,0.72872310218
1.39954011415,0.09828424416,Bubeke,UG10060201,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020/06/11,2020/08/24,,32.70566437570,-0.28300178715
