X,Y,osm_id,operatorty,amenity,addrfull,capacitype,addrcity,name,source,building
39.4670575,13.4648303,4592972690,,school,,,,,,
39.4666174,13.4600822,4592975489,,school,,,,,,
38.4719964,7.0589444,4595672189,,school,,,,Gebya Dar Primarily and Secondary School,,
38.8006938,9.0184222,4608975089,,school,,,,Adams Universitiy megenagna campus,,
38.7663687,9.0341255,4611634444,,college,,,Addis Ababa,Computational Science Program,,office
36.8517202,7.6763618,4621764890,,school,,,,,,
37.5652135,14.2124613,4633929598,,school,,,,ዓዲ ኣሰር ቀዳማይ ብርኪ Adi aser Elementary school,,
36.5704527,14.0822345,4633937289,,school,,,,ማይካድራ ካልኣይ ብርኪ ቤት ትምህርቲ,,
38.4991585,7.0478434,4647802410,,school,,,,ሀዋሳ ዩንቨርሲቲ የተክኖሎጂ እንስቲትዩት,,
38.761569,9.0302722,4659235092,,school,,,,ዳኑ,,
38.7594304,9.0502401,4666712690,,school,,,,Yekatit 12 preparatory,,
38.9640713,8.7510579,4681739526,,school,,,,,,
38.9593275,8.7481217,4681739527,,school,,,,ቤተልሄም ትምህርት ቤት,,
37.4295789,12.5441588,4698771649,,school,,,,Azezo elementary school,,
37.4296142,12.5451201,4701413528,,school,,,,Azezo Elementary School,,
38.4214668,6.7346212,4703055618,,school,,,,Masinchi Primary school,,
38.7722028,8.9931122,4730055292,,school,,,,,,
38.8093163,9.0195429,4732473923,,school,,,,,,
38.7848934,9.0245153,4735480826,,school,,,,,,
38.8069266,9.0191736,4739170226,,school,,,,,,
38.7590523,9.0356922,4739178121,,school,,,,,,
39.445725,13.519689,4740242321,,school,,,,Daero Accademy ዳዕሮ ኣካዳሚ,,
39.4585244,13.5047536,4740242621,,school,,,,Merciful Paradise Academy መርሲፉል ፓራዳይዝ ኣካደሚ,,
39.4572031,13.5113106,4740242622,,school,,,,ዓዲ ሹም ዱሑን ቀዳማይ ብርኪ ቤት ትምህርቲ,,
39.4728681,13.4875187,4740324125,,school,,,,,,
39.4519419,13.4873528,4740331022,,school,,,,,,
39.4584478,14.2793437,4740356150,,school,,,,,,
39.4709901,14.271776,4740356151,,school,,,,,,
39.4668094,13.4852521,4742022023,,school,,,,ትግራይ ውፅኢት ቆርበትን ጨርቅን መሰልጠኒ ማእኸል / Tigray Textile and Leather Training Institute,,
39.4753479,13.4888684,4742022025,,school,,,,,,
39.4750069,13.4900102,4742022026,,school,,,,,,
38.8379355,9.0373781,4745068299,,college,,,,Kotebe University College,,
39.4653116,13.5031065,4746637121,,school,,,,,,
38.7514204,9.0387551,4748799527,,school,,,,New Era Public Shool,,
38.7820551,8.9903988,4749254621,,school,,,,ገበያ ኮምፒዩተር ትሬኒንግ,,
37.5519728,6.0247187,4762022021,,school,,,,አ.ም.ዩ ነጭሳር ካምፓስ,,
38.7140715,9.0357182,4773226832,,school,,,,,,
38.7110375,9.0405968,4773227436,,school,,,,,,
39.6008134,11.8032262,4778584422,,school,,,,ወልድያ ዩኒቨርሲቲ,,
39.5551032,13.4680966,4778584424,,school,,,,,,
39.4645797,14.2964828,4789559821,,school,,,,,,
41.8688754,9.5900727,4800340430,,school,,,,,,
41.8590229,9.580349,4800346731,,school,,,,,,
38.7340286,8.9956575,4801081021,,kindergarten,,,,ኪድስ ፈርስት አካዳሚ,,
38.484553,7.0381677,4806390023,,school,,,,,,
41.8474816,9.6052344,4815360623,,school,,,,,,
39.5395303,13.47252,4820142627,,school,,,,ቤት ትምህርቲ መሰናድኦ ወልዱ ንጉሰ,,
39.6021148,11.8318291,4820158123,,school,,,,,,
37.8656468,7.5568091,4829211122,,school,,,,,,
39.4427826,8.6673414,4829979023,,school,,,,,,
42.8279281,9.3578909,4830532732,,school,,,,,,
42.7937257,9.3514891,4834019821,,school,,,,,,
42.7932523,9.3514431,4834019921,,school,,,,,,
39.5008284,14.2280488,4838672127,,school,,,,,,
39.5934281,14.0094266,4838672129,,school,,,,,,
39.5959513,13.9642339,4838712523,,school,,,,ኪሮስ አለማየሁ 2 ደረጃ ትምህርት ቤት,,
39.39234,14.3958126,4838712722,,school,,,,,,
39.6031374,13.8896947,4838712724,,school,,,,ነጋሽ ሁለተኛ ደረጃ ትምህርት ቤት,,
39.4482247,13.4748504,4846922452,,,,,,Adihaqi Secondary and Preparatory School,,school
39.4607734,13.4793571,4846928897,,,,,,OZOM ACADEMY,,school
39.468315,13.4891917,4846944578,,,,,,Ibex foreign languge Academy,,school
38.9915165,13.6297109,4849494792,,school,,,,meles zenawi preparatory school,,
39.2641902,8.5385236,4852113228,,school,,,,Mana Barumsa Naafyaad,,
39.2644206,8.5392184,4852117821,,school,,,,Yuniversiitii Rifti Vaalii,,
38.7242317,8.93642,4871715723,,school,,,,Hidase primary school,,
38.7287904,8.9970399,4871718821,,school,,,,ICS Addis,,
38.740348,8.9908215,4871719421,,school,,,,School of Nations,,
38.7972834,9.0156763,4892428044,,school,,,,NATI School,,
38.8330489,9.0232567,4902325922,,school,,,,Civil Service University ስቪል ሰርቪስ ዩኒቨርሲቲ,,
37.3892555,11.5554288,4906989458,,school,,,,Gordemma Elementary School,,
35.5682587,8.3092062,4908153821,,school,,,,መቱ ዩኒቨርሲቲው,,
38.47591,7.0324917,4916527015,,school,,,,Union Academy,,
38.8501085,9.0098495,4949222724,,school,,,,,,
38.9996234,8.7605057,4954561430,,school,,,,አ አ veternery campus,,
38.7311577,9.0228627,4954579027,,school,,,,ኦሜድላ ትምህርት ቤት,,
38.7836801,9.0147904,4954590999,,school,,,Addis Ababa,,,
38.788804,9.0247014,4958689621,,school,,,,,,
38.7263693,9.0495757,4958910126,,school,,,,,,
38.8216605,9.0186335,4967928751,,school,,,Addis Ababa,,,
38.787499,9.0206365,4984649021,,school,,,,Universal university college,,
38.8396068,9.021231,4989336903,,school,,,Addis Ababa,,,
38.8362907,9.0218529,4992893527,,school,,,,ጊብሰን የትምህርት ስርዓቶች,,
38.6810254,8.9983222,5035241122,,school,,,,,,
