_id,_source,_target,_label,ownership_type
e20174,n21385,n21949,IS_OWNER,Directly Controlled
e20175,n21381,n21950,IS_OWNER,Directly Controlled
e20176,n21385,n21951,IS_OWNER,Directly Controlled
e20177,n21444,n21952,IS_OWNER,Directly Controlled
e20178,n21444,n21953,IS_OWNER,Directly Controlled
e20179,n21444,n21954,IS_OWNER,Directly Controlled
e20180,n21781,n21955,IS_OWNER,Directly Controlled
e20181,n21403,n21956,IS_OWNER,Directly Controlled
e20182,n21956,n21957,IS_OWNER,Directly Controlled
e20183,n21956,n21958,IS_OWNER,Directly Controlled
e20184,n21956,n21959,IS_OWNER,Directly Controlled
e20185,n21956,n21960,IS_OWNER,Directly Controlled
e20186,n21956,n21961,IS_OWNER,Directly Controlled
e20187,n21956,n21962,IS_OWNER,Directly Controlled
e20188,n21956,n21963,IS_OWNER,Directly Controlled
e20189,n21381,n21964,IS_OWNER,Directly Controlled
e20190,n21381,n21965,IS_OWNER,Directly Controlled
e20191,n21889,n21966,IS_OWNER,Directly Controlled
e20192,n21381,n21967,IS_OWNER,Directly Controlled
e20193,n21444,n21968,IS_OWNER,Directly Controlled
e20194,n21381,n21969,IS_OWNER,Directly Controlled
e20195,n21403,n21970,IS_OWNER,Directly Controlled
e20196,n21403,n21971,IS_OWNER,Directly Controlled
e20197,n21489,n21972,IS_OWNER,Directly Controlled
e20198,n21489,n21605,IS_OWNER,Directly Controlled
e20199,n21581,n21973,IS_OWNER,Directly Controlled
e20200,n21468,n21974,IS_OWNER,Directly Controlled
e20201,n21403,n21975,IS_OWNER,Directly Controlled
e20202,n21571,n21976,IS_OWNER,Directly Controlled
e20203,n21976,n21977,IS_OWNER,Directly Controlled
e20204,n21976,n21978,IS_OWNER,Directly Controlled
e20205,n21980,n21979,IS_OWNER,Directly Controlled
e20206,n21976,n21981,IS_OWNER,Directly Controlled
e20207,n21381,n21982,IS_OWNER,Directly Controlled
e20208,n21526,n21983,IS_OWNER,Directly Controlled
e20209,n21985,n21984,IS_OWNER,Directly Controlled
e20210,n21489,n21985,IS_OWNER,Directly Controlled
e20211,n21985,n21986,IS_OWNER,Directly Controlled
e20212,n21385,n21987,IS_OWNER,Directly Controlled
e20213,n21987,n21988,IS_OWNER,Directly Controlled
e20214,n21985,n21989,IS_OWNER,Directly Controlled
e20215,n21985,n21990,IS_OWNER,Directly Controlled
e20216,n21985,n21991,IS_OWNER,Directly Controlled
e20217,n21403,n21992,IS_OWNER,Directly Controlled
e20218,n21403,n21444,IS_OWNER,Directly Controlled
e20219,n21390,n21993,IS_OWNER,Directly Controlled
e20220,n21994,n21390,IS_OWNER,Directly Controlled
e20221,n21994,n21995,IS_OWNER,Directly Controlled
e20222,n21390,n21996,IS_OWNER,Directly Controlled
e20223,n21390,n21997,IS_OWNER,Directly Controlled
e20224,n21995,n21998,IS_OWNER,Directly Controlled
e20225,n21390,n21999,IS_OWNER,Directly Controlled
e20226,n21390,n22000,IS_OWNER,Directly Controlled
e20227,n21390,n22001,IS_OWNER,Directly Controlled
e20228,n21390,n22002,IS_OWNER,Directly Controlled
e20229,n21387,n22003,IS_OWNER,Directly Controlled
e20230,n21390,n22004,IS_OWNER,Directly Controlled
e20231,n21390,n22005,IS_OWNER,Directly Controlled
e20232,n21390,n22006,IS_OWNER,Directly Controlled
e20233,n21526,n22007,IS_OWNER,Directly Controlled
e20234,n21489,n22008,IS_OWNER,Directly Controlled
e20235,n21987,n22009,IS_OWNER,Directly Controlled
e20236,n22011,n22010,IS_OWNER,Directly Controlled
e20237,n22011,n22012,IS_OWNER,Directly Controlled
e20238,n21403,n22011,IS_OWNER,Directly Controlled
e20239,n21470,n22013,IS_OWNER,Directly Controlled
e20240,n22011,n22014,IS_OWNER,Directly Controlled
e20241,n22011,n22015,IS_OWNER,Directly Controlled
e20242,n21385,n22016,IS_OWNER,Directly Controlled
e20243,n21385,n22017,IS_OWNER,Directly Controlled
e20244,n21864,n22018,IS_OWNER,Directly Controlled
e20245,n21403,n22019,IS_OWNER,Directly Controlled
e20246,n21385,n22020,IS_OWNER,Directly Controlled
e20247,n22022,n22021,IS_OWNER,Directly Controlled
e20248,n22021,n22023,IS_OWNER,Directly Controlled
e20249,n21403,n22024,IS_OWNER,Directly Controlled
e20250,n21605,n22025,IS_OWNER,Directly Controlled
e20251,n22027,n22026,IS_OWNER,Directly Controlled
e20252,n22028,n22022,IS_OWNER,Directly Controlled
e20253,n22023,n22029,IS_OWNER,Directly Controlled
e20254,n22031,n22030,IS_OWNER,Directly Controlled
e20255,n22033,n22032,IS_OWNER,Directly Controlled
e20256,n22035,n22034,IS_OWNER,Directly Controlled
e20257,n22037,n22036,IS_OWNER,Directly Controlled
e20258,n22039,n22038,IS_OWNER,Directly Controlled
e20259,n21473,n22040,IS_OWNER,Directly Controlled
e20260,n22042,n22041,IS_OWNER,Directly Controlled
e20261,n22044,n22043,IS_OWNER,Directly Controlled
e20262,n22046,n22045,IS_OWNER,Directly Controlled
e20263,n22048,n22047,IS_OWNER,Directly Controlled
e20264,n21875,n22049,IS_OWNER,Directly Controlled
e20265,n22051,n22050,IS_OWNER,Directly Controlled
e20266,n22048,n22052,IS_OWNER,Directly Controlled
e20267,n21571,n22053,IS_OWNER,Directly Controlled
e20268,n21381,n22054,IS_OWNER,Directly Controlled
e20269,n22051,n22055,IS_OWNER,Directly Controlled
e20270,n22048,n22056,IS_OWNER,Directly Controlled
e20271,n22048,n22057,IS_OWNER,Directly Controlled
e20272,n21381,n22058,IS_OWNER,Directly Controlled
e20273,n22054,n22059,IS_OWNER,Directly Controlled
e20274,n21403,n22060,IS_OWNER,Directly Controlled
e20275,n22062,n22061,IS_OWNER,Directly Controlled
e20276,n21403,n22063,IS_OWNER,Directly Controlled
e20277,n22039,n22064,IS_OWNER,Directly Controlled
e20278,n21403,n22065,IS_OWNER,Directly Controlled
e20279,n21403,n22066,IS_OWNER,Directly Controlled
e20280,n21649,n22067,IS_OWNER,Directly Controlled
e20281,n21649,n22068,IS_OWNER,Directly Controlled
e20282,n21472,n22069,IS_OWNER,Directly Controlled
e20283,n22071,n22070,IS_OWNER,Directly Controlled
e20284,n22062,n22072,IS_OWNER,Directly Controlled
e20285,n21571,n21820,IS_OWNER,Directly Controlled
e20286,n21622,n22073,IS_OWNER,Directly Controlled
e20287,n22075,n22074,IS_OWNER,Directly Controlled
e20288,n22077,n22076,IS_OWNER,Directly Controlled
e20289,n22076,n22078,IS_OWNER,Directly Controlled
e20290,n22075,n22079,IS_OWNER,Directly Controlled
e20291,n21468,n21475,IS_OWNER,Directly Controlled
e20292,n21571,n22080,IS_OWNER,Directly Controlled
e20293,n21468,n22081,IS_OWNER,Directly Controlled
e20294,n22039,n22082,IS_OWNER,Directly Controlled
e20295,n21489,n22083,IS_OWNER,Directly Controlled
e20296,n21489,n22084,IS_OWNER,Directly Controlled
e20297,n21489,n21808,IS_OWNER,Directly Controlled
e20298,n21489,n21866,IS_OWNER,Directly Controlled
e20299,n21468,n22085,IS_OWNER,Directly Controlled
e20300,n21571,n21790,IS_OWNER,Directly Controlled
e20301,n21571,n21512,IS_OWNER,Directly Controlled
e20302,n21468,n22086,IS_OWNER,Directly Controlled
e20303,n21468,n22087,IS_OWNER,Directly Controlled
e20304,n21468,n22088,IS_OWNER,Directly Controlled
e20305,n21592,n21479,IS_OWNER,Directly Controlled
e20306,n21479,n22089,IS_OWNER,Directly Controlled
e20307,n21403,n21581,IS_OWNER,Directly Controlled
e20308,n21571,n22090,IS_OWNER,Directly Controlled
e20309,n21489,n22091,IS_OWNER,Directly Controlled
e20310,n21581,n21503,IS_OWNER,Directly Controlled
e20311,n21571,n22092,IS_OWNER,Directly Controlled
e20312,n21571,n22093,IS_OWNER,Directly Controlled
e20313,n21489,n22094,IS_OWNER,Directly Controlled
e20314,n21648,n21840,IS_OWNER,Directly Controlled
e20315,n21403,n21603,IS_OWNER,Directly Controlled
e20316,n21571,n21592,IS_OWNER,Directly Controlled
e20317,n21592,n21648,IS_OWNER,Directly Controlled
e20318,n21592,n22095,IS_OWNER,Directly Controlled
e20319,n21489,n22096,IS_OWNER,Directly Controlled
e20320,n21468,n22097,IS_OWNER,Directly Controlled
e20321,n21403,n22098,IS_OWNER,Directly Controlled
e20322,n21489,n21798,IS_OWNER,Directly Controlled
e20323,n21489,n22099,IS_OWNER,Directly Controlled
e20324,n21403,n22100,IS_OWNER,Directly Controlled
e20325,n21462,n22101,IS_OWNER,Directly Controlled
e20326,n21468,n21510,IS_OWNER,Directly Controlled
e20327,n21571,n22102,IS_OWNER,Directly Controlled
e20328,n21468,n22103,IS_OWNER,Directly Controlled
e20329,n21468,n22104,IS_OWNER,Directly Controlled
e20330,n21468,n21558,IS_OWNER,Directly Controlled
e20331,n21468,n22105,IS_OWNER,Directly Controlled
e20332,n22106,n21560,IS_OWNER,Directly Controlled
e20333,n21468,n21636,IS_OWNER,Directly Controlled
e20334,n21468,n22107,IS_OWNER,Directly Controlled
e20335,n21468,n22108,IS_OWNER,Directly Controlled
e20336,n21468,n22109,IS_OWNER,Directly Controlled
e20337,n21468,n22110,IS_OWNER,Directly Controlled
e20338,n21468,n22111,IS_OWNER,Directly Controlled
e20339,n21468,n22112,IS_OWNER,Directly Controlled
e20340,n21468,n22113,IS_OWNER,Directly Controlled
e20341,n21468,n22114,IS_OWNER,Directly Controlled
e20342,n21468,n22115,IS_OWNER,Directly Controlled
e20343,n22039,n22062,IS_OWNER,Directly Controlled
e20344,n21571,n22039,IS_OWNER,Directly Controlled
e20345,n21468,n22116,IS_OWNER,Directly Controlled
e20346,n21468,n22117,IS_OWNER,Directly Controlled
e20347,n22039,n22118,IS_OWNER,Directly Controlled
e20348,n21468,n22119,IS_OWNER,Directly Controlled
e20349,n22039,n21468,IS_OWNER,Directly Controlled
e20350,n22039,n22120,IS_OWNER,Directly Controlled
e20351,n21403,n22121,IS_OWNER,Directly Controlled
e20352,n21468,n22122,IS_OWNER,Directly Controlled
e20353,n21460,n22123,IS_OWNER,Directly Controlled
e20354,n22125,n22124,IS_OWNER,Directly Controlled
e20355,n21571,n22126,IS_OWNER,Directly Controlled
e20356,n21468,n22127,IS_OWNER,Directly Controlled
e20357,n21489,n21403,IS_OWNER,Directly Controlled
e20358,n21403,n21788,IS_OWNER,Directly Controlled
e20359,n21489,n21884,IS_OWNER,Directly Controlled
e20360,n21489,n22128,IS_OWNER,Directly Controlled
e20361,n21489,n21571,IS_OWNER,Directly Controlled
e20362,n21571,n22129,IS_OWNER,Directly Controlled
e20363,n21403,n21980,IS_OWNER,Directly Controlled
e20364,n21468,n22130,IS_OWNER,Directly Controlled
e20365,n21468,n22131,IS_OWNER,Directly Controlled
e20366,n21468,n22132,IS_OWNER,Directly Controlled
e20367,n21468,n22133,IS_OWNER,Directly Controlled
e20368,n21648,n22134,IS_OWNER,Directly Controlled
e20369,n21468,n22135,IS_OWNER,Directly Controlled
e20370,n22125,n22136,IS_OWNER,Directly Controlled
e20371,n21571,n22137,IS_OWNER,Directly Controlled
e20372,n21489,n21472,IS_OWNER,Directly Controlled
e20373,n21866,n22138,IS_OWNER,Directly Controlled
e20374,n21468,n22139,IS_OWNER,Directly Controlled
e20375,n21571,n21912,IS_OWNER,Directly Controlled
e20376,n22125,n22140,IS_OWNER,Directly Controlled
e20377,n22125,n22141,IS_OWNER,Directly Controlled
e20378,n22125,n22142,IS_OWNER,Directly Controlled
e20379,n21571,n22125,IS_OWNER,Directly Controlled
e20380,n21571,n22143,IS_OWNER,Directly Controlled
e20381,n21581,n22144,IS_OWNER,Directly Controlled
e20382,n21571,n22145,IS_OWNER,Directly Controlled
e20383,n21489,n22146,IS_OWNER,Directly Controlled
e20384,n21489,n22147,IS_OWNER,Directly Controlled
e20385,n22148,n21562,IS_OWNER,Directly Controlled
e20386,n21403,n21565,IS_OWNER,Directly Controlled
e20387,n21489,n22149,IS_OWNER,Directly Controlled
e20388,n21571,n22150,IS_OWNER,Directly Controlled
e20389,n22039,n22151,IS_OWNER,Directly Controlled
e20390,n21468,n21939,IS_OWNER,Directly Controlled
e20391,n21468,n22152,IS_OWNER,Directly Controlled
e20392,n21489,n21803,IS_OWNER,Directly Controlled
e20393,n21489,n22153,IS_OWNER,Directly Controlled
e20394,n21468,n22154,IS_OWNER,Directly Controlled
e20395,n21468,n22155,IS_OWNER,Directly Controlled
e20396,n21571,n22156,IS_OWNER,Directly Controlled
e20397,n21468,n22157,IS_OWNER,Directly Controlled
e20398,n21489,n22158,IS_OWNER,Directly Controlled
e20399,n21489,n22051,IS_OWNER,Directly Controlled
e20400,n21468,n22159,IS_OWNER,Directly Controlled
e20401,n21468,n22160,IS_OWNER,Directly Controlled
e20402,n21468,n22161,IS_OWNER,Directly Controlled
e20403,n21468,n22162,IS_OWNER,Directly Controlled
e20404,n21648,n22163,IS_OWNER,Directly Controlled
e20405,n21489,n22164,IS_OWNER,Directly Controlled
e20406,n22039,n22071,IS_OWNER,Directly Controlled
e20407,n21571,n22165,IS_OWNER,Directly Controlled
e20408,n21941,n22166,IS_OWNER,Directly Controlled
e20409,n21571,n21941,IS_OWNER,Directly Controlled
e20410,n21571,n22167,IS_OWNER,Directly Controlled
e20411,n22125,n22168,IS_OWNER,Directly Controlled
e20412,n21468,n22169,IS_OWNER,Directly Controlled
e20413,n21403,n22148,IS_OWNER,Directly Controlled
e20414,n22039,n22170,IS_OWNER,Directly Controlled
e20415,n21489,n21520,IS_OWNER,Directly Controlled
e20416,n21648,n22171,IS_OWNER,Directly Controlled
e20417,n21403,n22172,IS_OWNER,Directly Controlled
e20418,n21385,n22173,IS_OWNER,Directly Controlled
e20419,n21520,n21385,IS_OWNER,Directly Controlled
e20420,n21622,n22174,IS_OWNER,Directly Controlled
e20421,n21468,n22175,IS_OWNER,Directly Controlled
e20422,n21385,n22176,IS_OWNER,Directly Controlled
e20423,n21489,n22177,IS_OWNER,Directly Controlled
e20424,n21571,n22178,IS_OWNER,Directly Controlled
e20425,n21622,n22179,IS_OWNER,Directly Controlled
e20426,n21468,n22180,IS_OWNER,Directly Controlled
e20427,n21403,n22037,IS_OWNER,Directly Controlled
e20428,n21520,n22181,IS_OWNER,Directly Controlled
e20429,n21571,n22182,IS_OWNER,Directly Controlled
e20430,n21571,n22183,IS_OWNER,Directly Controlled
e20431,n21571,n22184,IS_OWNER,Directly Controlled
e20432,n21468,n22185,IS_OWNER,Directly Controlled
e20433,n22185,n22186,IS_OWNER,Directly Controlled
e20434,n21403,n21600,IS_OWNER,Directly Controlled
e20435,n21571,n22187,IS_OWNER,Directly Controlled
e20436,n21571,n22188,IS_OWNER,Directly Controlled
e20437,n21571,n22189,IS_OWNER,Directly Controlled
e20438,n21571,n22190,IS_OWNER,Directly Controlled
e20439,n21512,n22191,IS_OWNER,Directly Controlled
e20440,n21571,n22192,IS_OWNER,Directly Controlled
e20441,n22062,n22193,IS_OWNER,Directly Controlled
e20442,n21489,n22194,IS_OWNER,Directly Controlled
e20443,n22092,n22195,IS_OWNER,Directly Controlled
e20444,n22039,n22196,IS_OWNER,Directly Controlled
e20445,n21520,n21622,IS_OWNER,Directly Controlled
e20446,n21571,n22197,IS_OWNER,Directly Controlled
e20447,n21468,n22198,IS_OWNER,Directly Controlled
e20448,n22150,n22199,IS_OWNER,Directly Controlled
e20449,n21403,n22200,IS_OWNER,Directly Controlled
e20450,n21571,n22201,IS_OWNER,Directly Controlled
e20451,n21468,n22202,IS_OWNER,Directly Controlled
e20452,n21468,n22106,IS_OWNER,Directly Controlled
e20453,n22204,n22203,IS_OWNER,Directly Controlled
e20454,n22204,n22205,IS_OWNER,Directly Controlled
e20455,n22204,n22206,IS_OWNER,Directly Controlled
e20456,n22146,n22204,IS_OWNER,Directly Controlled
e20457,n21403,n22207,IS_OWNER,Directly Controlled
e20458,n21571,n22208,IS_OWNER,Directly Controlled
e20459,n22210,n22209,IS_OWNER,Directly Controlled
e20460,n22125,n22211,IS_OWNER,Directly Controlled
e20461,n21571,n22212,IS_OWNER,Directly Controlled
e20462,n21571,n22213,IS_OWNER,Directly Controlled
e20463,n22125,n22214,IS_OWNER,Directly Controlled
e20464,n21489,n22215,IS_OWNER,Directly Controlled
e20465,n21520,n22216,IS_OWNER,Directly Controlled
e20466,n21571,n22210,IS_OWNER,Directly Controlled
e20467,n22210,n22217,IS_OWNER,Directly Controlled
e20468,n22125,n22218,IS_OWNER,Directly Controlled
e20469,n21468,n22219,IS_OWNER,Directly Controlled
e20470,n21571,n22027,IS_OWNER,Directly Controlled
e20471,n21468,n22220,IS_OWNER,Directly Controlled
e20472,n22092,n22221,IS_OWNER,Directly Controlled
e20473,n22125,n22222,IS_OWNER,Directly Controlled
e20474,n22125,n22223,IS_OWNER,Directly Controlled
e20475,n22039,n22224,IS_OWNER,Directly Controlled
e20476,n21468,n22225,IS_OWNER,Directly Controlled
e20477,n22226,n21836,IS_OWNER,Directly Controlled
e20478,n22204,n22227,IS_OWNER,Directly Controlled
e20479,n21468,n22228,IS_OWNER,Directly Controlled
e20480,n21531,n22229,IS_OWNER,Directly Controlled
e20481,n22231,n22230,IS_OWNER,Directly Controlled
e20482,n21531,n21418,IS_OWNER,Directly Controlled
e20483,n22233,n22232,IS_OWNER,Directly Controlled
e20484,n21872,n22234,IS_OWNER,Directly Controlled
e20485,n22233,n22235,IS_OWNER,Directly Controlled
e20486,n22233,n22236,IS_OWNER,Directly Controlled
e20487,n22238,n22237,IS_OWNER,Directly Controlled
e20488,n22233,n22239,IS_OWNER,Directly Controlled
e20489,n22233,n22240,IS_OWNER,Directly Controlled
e20490,n22242,n22241,IS_OWNER,Directly Controlled
e20491,n22244,n22243,IS_OWNER,Directly Controlled
e20492,n22246,n22245,IS_OWNER,Directly Controlled
e20493,n22248,n22247,IS_OWNER,Directly Controlled
e20494,n21464,n22249,IS_OWNER,Directly Controlled
e20495,n22169,n22075,IS_OWNER,Directly Controlled
e20496,n21462,n22250,IS_OWNER,Directly Controlled
e20497,n21462,n22251,IS_OWNER,Directly Controlled
e20498,n21462,n22252,IS_OWNER,Directly Controlled
e20499,n21462,n22253,IS_OWNER,Directly Controlled
e20500,n22255,n22254,IS_OWNER,Directly Controlled
e20501,n21795,n22077,IS_OWNER,Directly Controlled
e20502,n22255,n22256,IS_OWNER,Directly Controlled
e20503,n22255,n22257,IS_OWNER,Directly Controlled
e20504,n22255,n22258,IS_OWNER,Directly Controlled
e20505,n21464,n22259,IS_OWNER,Directly Controlled
e20506,n21462,n22260,IS_OWNER,Directly Controlled
e20507,n21462,n22261,IS_OWNER,Directly Controlled
e20508,n21462,n22262,IS_OWNER,Directly Controlled
e20509,n21864,n22263,IS_OWNER,Directly Controlled
e20510,n21462,n22264,IS_OWNER,Directly Controlled
e20511,n21462,n22265,IS_OWNER,Directly Controlled
e20512,n22267,n22266,IS_OWNER,Directly Controlled
e20513,n21795,n22268,IS_OWNER,Directly Controlled
e20514,n22255,n22269,IS_OWNER,Directly Controlled
e20515,n22255,n22270,IS_OWNER,Directly Controlled
e20516,n22272,n22271,IS_OWNER,Directly Controlled
e20517,n22255,n22273,IS_OWNER,Directly Controlled
e20518,n21464,n22274,IS_OWNER,Directly Controlled
e20519,n22272,n22275,IS_OWNER,Directly Controlled
e20520,n22272,n22276,IS_OWNER,Directly Controlled
e20521,n21462,n21894,IS_OWNER,Directly Controlled
e20522,n21462,n21933,IS_OWNER,Directly Controlled
e20523,n21462,n21944,IS_OWNER,Directly Controlled
e20524,n21464,n22272,IS_OWNER,Directly Controlled
e20525,n21484,n22277,IS_OWNER,Directly Controlled
e20526,n21462,n22278,IS_OWNER,Directly Controlled
e20527,n22255,n22279,IS_OWNER,Directly Controlled
e20528,n22280,n22255,IS_OWNER,Directly Controlled
e20529,n21795,n22281,IS_OWNER,Directly Controlled
e20530,n21574,n22282,IS_OWNER,Directly Controlled
e20531,n21484,n22283,IS_OWNER,Directly Controlled
e20532,n21795,n22284,IS_OWNER,Directly Controlled
e20533,n22255,n22285,IS_OWNER,Directly Controlled
e20534,n21462,n22286,IS_OWNER,Directly Controlled
e20535,n22077,n22287,IS_OWNER,Directly Controlled
e20536,n22268,n22288,IS_OWNER,Directly Controlled
e20537,n21462,n22289,IS_OWNER,Directly Controlled
e20538,n22290,n22044,IS_OWNER,Directly Controlled
e20539,n22255,n22291,IS_OWNER,Directly Controlled
e20540,n22293,n22292,IS_OWNER,Directly Controlled
e20541,n22295,n22294,IS_OWNER,Directly Controlled
e20542,n21574,n22295,IS_OWNER,Directly Controlled
e20543,n22297,n22296,IS_OWNER,Directly Controlled
e20544,n22299,n22298,IS_OWNER,Directly Controlled
e20545,n21458,n22300,IS_OWNER,Directly Controlled
e20546,n21468,n22301,IS_OWNER,Directly Controlled
e20547,n21795,n21399,IS_OWNER,Directly Controlled
e20548,n21462,n22302,IS_OWNER,Directly Controlled
e20549,n22304,n22303,IS_OWNER,Directly Controlled
e20550,n22305,n22297,IS_OWNER,Directly Controlled
e20551,n21462,n21500,IS_OWNER,Directly Controlled
e20552,n22297,n22306,IS_OWNER,Directly Controlled
e20553,n21462,n22307,IS_OWNER,Directly Controlled
e20554,n21462,n21458,IS_OWNER,Directly Controlled
e20555,n21795,n22308,IS_OWNER,Directly Controlled
e20556,n22248,n22309,IS_OWNER,Directly Controlled
e20557,n21464,n22310,IS_OWNER,Directly Controlled
e20558,n22280,n22311,IS_OWNER,Directly Controlled
e20559,n21462,n22312,IS_OWNER,Directly Controlled
e20560,n21795,n22313,IS_OWNER,Directly Controlled
e20561,n21864,n22314,IS_OWNER,Directly Controlled
e20562,n21460,n22315,IS_OWNER,Directly Controlled
e20563,n22248,n22316,IS_OWNER,Directly Controlled
e20564,n21462,n22317,IS_OWNER,Directly Controlled
e20565,n22248,n22318,IS_OWNER,Directly Controlled
e20566,n21571,n22319,IS_OWNER,Directly Controlled
e20567,n21473,n22035,IS_OWNER,Directly Controlled
e20568,n21474,n22046,IS_OWNER,Directly Controlled
e20569,n21473,n22033,IS_OWNER,Directly Controlled
e20570,n21531,n21460,IS_OWNER,Directly Controlled
e20571,n22321,n22320,IS_OWNER,Directly Controlled
e20572,n22233,n22321,IS_OWNER,Directly Controlled
e20573,n22323,n22322,IS_OWNER,Directly Controlled
e20574,n22325,n22324,IS_OWNER,Directly Controlled
e20575,n21574,n22326,IS_OWNER,Directly Controlled
e20576,n21795,n22327,IS_OWNER,Directly Controlled
e20577,n22231,n22328,IS_OWNER,Directly Controlled
e20578,n21462,n22329,IS_OWNER,Directly Controlled
e20579,n21531,n22330,IS_OWNER,Directly Controlled
e20580,n22128,n21531,IS_OWNER,Directly Controlled
e20581,n21795,n21462,IS_OWNER,Directly Controlled
e20582,n22231,n22331,IS_OWNER,Directly Controlled
e20583,n21795,n21864,IS_OWNER,Directly Controlled
e20584,n21864,n21484,IS_OWNER,Directly Controlled
e20585,n21484,n21814,IS_OWNER,Directly Controlled
e20586,n22234,n21874,IS_OWNER,Directly Controlled
e20587,n21484,n22332,IS_OWNER,Directly Controlled
e20588,n21574,n22333,IS_OWNER,Directly Controlled
e20589,n22280,n22334,IS_OWNER,Directly Controlled
e20590,n21484,n22335,IS_OWNER,Directly Controlled
e20591,n22264,n22336,IS_OWNER,Directly Controlled
e20592,n21462,n22337,IS_OWNER,Directly Controlled
e20593,n22339,n22338,IS_OWNER,Directly Controlled
e20594,n22338,n22340,IS_OWNER,Directly Controlled
e20595,n22329,n22339,IS_OWNER,Directly Controlled
e20596,n21462,n22341,IS_OWNER,Directly Controlled
e20597,n21468,n22342,IS_OWNER,Directly Controlled
e20598,n21872,n22343,IS_OWNER,Directly Controlled
e20599,n21574,n21872,IS_OWNER,Directly Controlled
e20600,n21574,n22344,IS_OWNER,Directly Controlled
e20601,n22264,n22031,IS_OWNER,Directly Controlled
e20602,n21864,n21549,IS_OWNER,Directly Controlled
e20603,n21462,n22345,IS_OWNER,Directly Controlled
e20604,n21574,n21795,IS_OWNER,Directly Controlled
e20605,n21462,n22346,IS_OWNER,Directly Controlled
e20606,n21531,n21574,IS_OWNER,Directly Controlled
e20607,n21462,n21627,IS_OWNER,Directly Controlled
e20608,n21531,n22347,IS_OWNER,Directly Controlled
e20609,n21403,n22348,IS_OWNER,Directly Controlled
e20610,n22342,n22349,IS_OWNER,Directly Controlled
e20611,n22231,n22350,IS_OWNER,Directly Controlled
e20612,n21468,n22351,IS_OWNER,Directly Controlled
e20613,n21531,n22352,IS_OWNER,Directly Controlled
e20614,n22101,n22353,IS_OWNER,Directly Controlled
e20615,n21462,n22299,IS_OWNER,Directly Controlled
e20616,n21531,n22354,IS_OWNER,Directly Controlled
e20617,n21464,n22355,IS_OWNER,Directly Controlled
e20618,n21531,n22356,IS_OWNER,Directly Controlled
e20619,n21462,n22357,IS_OWNER,Directly Controlled
e20620,n21531,n22358,IS_OWNER,Directly Controlled
e20621,n22280,n22359,IS_OWNER,Directly Controlled
e20622,n22280,n22360,IS_OWNER,Directly Controlled
e20623,n22362,n22361,IS_OWNER,Directly Controlled
e20624,n21464,n22363,IS_OWNER,Directly Controlled
e20625,n22280,n22364,IS_OWNER,Directly Controlled
e20626,n22231,n22242,IS_OWNER,Directly Controlled
e20627,n21462,n22365,IS_OWNER,Directly Controlled
e20628,n21466,n22366,IS_OWNER,Directly Controlled
e20629,n22231,n22246,IS_OWNER,Directly Controlled
e20630,n22231,n22280,IS_OWNER,Directly Controlled
e20631,n22231,n21464,IS_OWNER,Directly Controlled
e20632,n21462,n22367,IS_OWNER,Directly Controlled
e20633,n21462,n22368,IS_OWNER,Directly Controlled
e20634,n21462,n22369,IS_OWNER,Directly Controlled
e20635,n21531,n22370,IS_OWNER,Directly Controlled
e20636,n22329,n22371,IS_OWNER,Directly Controlled
e20637,n21574,n22372,IS_OWNER,Directly Controlled
e20638,n21462,n22290,IS_OWNER,Directly Controlled
e20639,n21574,n22373,IS_OWNER,Directly Controlled
e20640,n22246,n22374,IS_OWNER,Directly Controlled
e20641,n22375,n22042,IS_OWNER,Directly Controlled
e20642,n21464,n22248,IS_OWNER,Directly Controlled
e20643,n22329,n22233,IS_OWNER,Directly Controlled
e20644,n21462,n22376,IS_OWNER,Directly Controlled
e20645,n21795,n22377,IS_OWNER,Directly Controlled
e20646,n22379,n22378,IS_OWNER,Directly Controlled
e20647,n22031,n22375,IS_OWNER,Directly Controlled
e20648,n22356,n22380,IS_OWNER,Directly Controlled
e20649,n22339,n22381,IS_OWNER,Directly Controlled
e20650,n22383,n22382,IS_OWNER,Directly Controlled
e20651,n21460,n22384,IS_OWNER,Directly Controlled
e20652,n22386,n22385,IS_OWNER,Directly Controlled
e20653,n22233,n22387,IS_OWNER,Directly Controlled
e20654,n22311,n22388,IS_OWNER,Directly Controlled
e20655,n22380,n22389,IS_OWNER,Directly Controlled
e20656,n22356,n21551,IS_OWNER,Directly Controlled
e20657,n22233,n22390,IS_OWNER,Directly Controlled
e20658,n22235,n22391,IS_OWNER,Directly Controlled
e20659,n22393,n22392,IS_OWNER,Directly Controlled
e20660,n22390,n22394,IS_OWNER,Directly Controlled
e20661,n21571,n22395,IS_OWNER,Directly Controlled
e20662,n22333,n22396,IS_OWNER,Directly Controlled
e20663,n22333,n22397,IS_OWNER,Directly Controlled
e20664,n22255,n22398,IS_OWNER,Directly Controlled
e20665,n22305,n22399,IS_OWNER,Directly Controlled
e20666,n21460,n22305,IS_OWNER,Directly Controlled
e20667,n21531,n22400,IS_OWNER,Directly Controlled
e20668,n21462,n22401,IS_OWNER,Directly Controlled
e20669,n21464,n22402,IS_OWNER,Directly Controlled
e20670,n22311,n22403,IS_OWNER,Directly Controlled
e20671,n22256,n22404,IS_OWNER,Directly Controlled
e20672,n21460,n22405,IS_OWNER,Directly Controlled
