id,source,target,SUID,source_url,interaction,confidence,shared_interaction,name,shared_name,contract_share,log_message,ownership_type,start_date,source_date,ownership_status
4043,1049,1330,4043,,-,,-,n22367 (-) n22648,n22367 (-) n22648,,,,,,
4039,1048,1330,4039,,-,,-,n22366 (-) n22648,n22366 (-) n22648,,,,,,
4038,1047,1330,4038,,-,,-,n22365 (-) n22648,n22365 (-) n22648,,,,,,
4036,1046,1330,4036,,-,,-,n22364 (-) n22648,n22364 (-) n22648,,,,,,
4035,1045,1330,4035,,-,,-,n22363 (-) n22648,n22363 (-) n22648,,,,,,
4225,1044,1334,4225,,-,,-,n22362 (-) n22652,n22362 (-) n22652,,,,,,
3046,1044,1208,3046,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22362 (-) n22526,n22362 (-) n22526,,,Directly Controlled,,7/6/2013,
2871,1044,1043,2871,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22362 (-) n22361,n22362 (-) n22361,,,Directly Controlled,,7/6/2013,
4034,1043,1330,4034,,-,,-,n22361 (-) n22648,n22361 (-) n22648,,,,,,
4033,1042,1330,4033,,-,,-,n22360 (-) n22648,n22360 (-) n22648,,,,,,
3039,1042,1201,3039,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22360 (-) n22519,n22360 (-) n22519,,,Directly Controlled,,7/6/2013,
2972,1042,1139,2972,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22360 (-) n22457,n22360 (-) n22457,,,Directly Controlled,,7/6/2013,
4032,1041,1330,4032,,-,,-,n22359 (-) n22648,n22359 (-) n22648,,,,,,
4031,1040,1330,4031,,-,,-,n22358 (-) n22648,n22358 (-) n22648,,,,,,
4030,1039,1330,4030,,-,,-,n22357 (-) n22648,n22357 (-) n22648,,,,,,
4029,1038,1330,4029,,-,,-,n22356 (-) n22648,n22356 (-) n22648,,,,,,
2904,1038,233,2904,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22356 (-) n21551,n22356 (-) n21551,,,Directly Controlled,,7/6/2013,
2896,1038,1062,2896,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22356 (-) n22380,n22356 (-) n22380,,,Directly Controlled,,7/6/2013,
4028,1037,1330,4028,,-,,-,n22355 (-) n22648,n22355 (-) n22648,,,,,,
4027,1036,1330,4027,,-,,-,n22354 (-) n22648,n22354 (-) n22648,,,,,,
4025,1035,1330,4025,,-,,-,n22353 (-) n22648,n22353 (-) n22648,,,,,,
4024,1034,1330,4024,,-,,-,n22352 (-) n22648,n22352 (-) n22648,,,,,,
4023,1033,1330,4023,,-,,-,n22351 (-) n22648,n22351 (-) n22648,,,,,,
4022,1032,1330,4022,,-,,-,n22350 (-) n22648,n22350 (-) n22648,,,,,,
2966,1032,1135,2966,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22350 (-) n22453,n22350 (-) n22453,,,Directly Controlled,,7/6/2013,
4021,1031,1330,4021,,-,,-,n22349 (-) n22648,n22349 (-) n22648,,,,,,
4020,1030,1330,4020,,-,,-,n22348 (-) n22648,n22348 (-) n22648,,,,,,
4019,1029,1330,4019,,-,,-,n22347 (-) n22648,n22347 (-) n22648,,,,,,
4016,1028,1330,4016,,-,,-,n22346 (-) n22648,n22346 (-) n22648,,,,,,
4014,1027,1330,4014,,-,,-,n22345 (-) n22648,n22345 (-) n22648,,,,,,
4011,1026,1330,4011,,-,,-,n22344 (-) n22648,n22344 (-) n22648,,,,,,
4009,1025,1330,4009,,-,,-,n22343 (-) n22648,n22343 (-) n22648,,,,,,
4008,1024,1330,4008,,-,,-,n22342 (-) n22648,n22342 (-) n22648,,,,,,
2858,1024,1031,2858,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22342 (-) n22349,n22342 (-) n22349,,,Directly Controlled,,7/6/2013,
4007,1023,1330,4007,,-,,-,n22341 (-) n22648,n22341 (-) n22648,,,,,,
4005,1022,1330,4005,,-,,-,n22340 (-) n22648,n22340 (-) n22648,,,,,,
4006,1021,1330,4006,,-,,-,n22339 (-) n22648,n22339 (-) n22648,,,,,,
3019,1021,1184,3019,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22339 (-) n22502,n22339 (-) n22502,,,Directly Controlled,,7/6/2013,
3018,1021,1183,3018,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22339 (-) n22501,n22339 (-) n22501,,,Directly Controlled,,7/6/2013,
2963,1021,1132,2963,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22339 (-) n22450,n22339 (-) n22450,,,Directly Controlled,,7/6/2013,
2897,1021,1063,2897,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22339 (-) n22381,n22339 (-) n22381,,,Directly Controlled,,7/6/2013,
2841,1021,1020,2841,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22339 (-) n22338,n22339 (-) n22338,,,Directly Controlled,,7/6/2013,
4004,1020,1330,4004,,-,,-,n22338 (-) n22648,n22338 (-) n22648,,,,,,
2842,1020,1022,2842,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22338 (-) n22340,n22338 (-) n22340,,,Directly Controlled,,7/6/2013,
4003,1019,1330,4003,,-,,-,n22337 (-) n22648,n22337 (-) n22648,,,,,,
4002,1018,1330,4002,,-,,-,n22336 (-) n22648,n22336 (-) n22648,,,,,,
2992,1018,152,2992,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22336 (-) n21470,n22336 (-) n21470,,,Directly Controlled,,7/6/2013,
4001,1017,1330,4001,,-,,-,n22335 (-) n22648,n22335 (-) n22648,,,,,,
4000,1016,1330,4000,,-,,-,n22334 (-) n22648,n22334 (-) n22648,,,,,,
3999,1015,1330,3999,,-,,-,n22333 (-) n22648,n22333 (-) n22648,,,,,,
2911,1015,1079,2911,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22333 (-) n22397,n22333 (-) n22397,,,Directly Controlled,,7/6/2013,
2910,1015,1078,2910,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22333 (-) n22396,n22333 (-) n22396,,,Directly Controlled,,7/6/2013,
3998,1014,1330,3998,,-,,-,n22332 (-) n22648,n22332 (-) n22648,,,,,,
3993,1013,1330,3993,,-,,-,n22331 (-) n22648,n22331 (-) n22648,,,,,,
3990,1012,1330,3990,,-,,-,n22330 (-) n22648,n22330 (-) n22648,,,,,,
3989,1011,1330,3989,,-,,-,n22329 (-) n22648,n22329 (-) n22648,,,,,,
3055,1011,1216,3055,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22329 (-) n22534,n22329 (-) n22534,,,Directly Controlled,,7/6/2013,
2964,1011,1133,2964,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22329 (-) n22451,n22329 (-) n22451,,,Directly Controlled,,7/6/2013,
2891,1011,915,2891,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22329 (-) n22233,n22329 (-) n22233,,,Directly Controlled,,7/6/2013,
2884,1011,1053,2884,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22329 (-) n22371,n22329 (-) n22371,,,Directly Controlled,,7/6/2013,
2843,1011,1021,2843,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22329 (-) n22339,n22329 (-) n22339,,,Directly Controlled,,7/6/2013,
3988,1010,1330,3988,,-,,-,n22328 (-) n22648,n22328 (-) n22648,,,,,,
2921,1010,1088,2921,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22328 (-) n22406,n22328 (-) n22406,,,Directly Controlled,,7/6/2013,
3987,1009,1330,3987,,-,,-,n22327 (-) n22648,n22327 (-) n22648,,,,,,
3986,1008,1330,3986,,-,,-,n22326 (-) n22648,n22326 (-) n22648,,,,,,
4105,1007,1330,4105,,-,,-,n22325 (-) n22648,n22325 (-) n22648,,,,,,
2973,1007,1005,2973,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22325 (-) n22323,n22325 (-) n22323,,,Directly Controlled,,7/6/2013,
2956,1007,1112,2956,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22325 (-) n22430,n22325 (-) n22430,,,Directly Controlled,,7/6/2013,
2943,1007,1110,2943,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22325 (-) n22428,n22325 (-) n22428,,,Directly Controlled,,7/6/2013,
2822,1007,1006,2822,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22325 (-) n22324,n22325 (-) n22324,,,Directly Controlled,,7/6/2013,
3985,1006,1330,3985,,-,,-,n22324 (-) n22648,n22324 (-) n22648,,,,,,
4136,1005,1330,4136,,-,,-,n22323 (-) n22648,n22323 (-) n22648,,,,,,
2821,1005,1004,2821,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22323 (-) n22322,n22323 (-) n22322,,,Directly Controlled,,7/6/2013,
3984,1004,1330,3984,,-,,-,n22322 (-) n22648,n22322 (-) n22648,,,,,,
3983,1003,1330,3983,,-,,-,n22321 (-) n22648,n22321 (-) n22648,,,,,,
2819,1003,1002,2819,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22321 (-) n22320,n22321 (-) n22320,,,Directly Controlled,,7/6/2013,
3982,1002,1330,3982,,-,,-,n22320 (-) n22648,n22320 (-) n22648,,,,,,
3977,1001,1330,3977,,-,,-,n22319 (-) n22648,n22319 (-) n22648,,,,,,
3976,1000,1330,3976,,-,,-,n22318 (-) n22648,n22318 (-) n22648,,,,,,
3975,999,1330,3975,,-,,-,n22317 (-) n22648,n22317 (-) n22648,,,,,,
2932,999,1099,2932,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22317 (-) n22417,n22317 (-) n22417,,,Directly Controlled,,7/6/2013,
3974,998,1330,3974,,-,,-,n22316 (-) n22648,n22316 (-) n22648,,,,,,
3973,997,1330,3973,,-,,-,n22315 (-) n22648,n22315 (-) n22648,,,,,,
3972,996,1330,3972,,-,,-,n22314 (-) n22648,n22314 (-) n22648,,,,,,
3971,995,1330,3971,,-,,-,n22313 (-) n22648,n22313 (-) n22648,,,,,,
3970,994,1330,3970,,-,,-,n22312 (-) n22648,n22312 (-) n22648,,,,,,
3969,993,1330,3969,,-,,-,n22311 (-) n22648,n22311 (-) n22648,,,,,,
2985,993,1151,2985,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22311 (-) n22469,n22311 (-) n22469,,,Directly Controlled,,7/6/2013,
2918,993,1085,2918,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22311 (-) n22403,n22311 (-) n22403,,,Directly Controlled,,7/6/2013,
2902,993,1070,2902,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22311 (-) n22388,n22311 (-) n22388,,,Directly Controlled,,7/6/2013,
3968,992,1330,3968,,-,,-,n22310 (-) n22648,n22310 (-) n22648,,,,,,
3967,991,1330,3967,,-,,-,n22309 (-) n22648,n22309 (-) n22648,,,,,,
3966,990,1330,3966,,-,,-,n22308 (-) n22648,n22308 (-) n22648,,,,,,
3964,989,1330,3964,,-,,-,n22307 (-) n22648,n22307 (-) n22648,,,,,,
3963,988,1330,3963,,-,,-,n22306 (-) n22648,n22306 (-) n22648,,,,,,
4077,987,1330,4077,,-,,-,n22305 (-) n22648,n22305 (-) n22648,,,,,,
2913,987,1081,2913,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22305 (-) n22399,n22305 (-) n22399,,,Directly Controlled,,7/6/2013,
2798,987,979,2798,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22305 (-) n22297,n22305 (-) n22297,,,Directly Controlled,,7/6/2013,
2797,986,985,2797,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22304 (-) n22303,n22304 (-) n22303,,,Directly Controlled,,7/6/2013,
3960,985,1330,3960,,-,,-,n22303 (-) n22648,n22303 (-) n22648,,,,,,
3959,984,1330,3959,,-,,-,n22302 (-) n22648,n22302 (-) n22648,,,,,,
3957,983,1330,3957,,-,,-,n22301 (-) n22648,n22301 (-) n22648,,,,,,
3956,982,1330,3956,,-,,-,n22300 (-) n22648,n22300 (-) n22648,,,,,,
4026,981,1330,4026,,-,,-,n22299 (-) n22648,n22299 (-) n22648,,,,,,
2792,981,980,2792,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22299 (-) n22298,n22299 (-) n22298,,,Directly Controlled,,7/6/2013,
3955,980,1330,3955,,-,,-,n22298 (-) n22648,n22298 (-) n22648,,,,,,
3961,979,1330,3961,,-,,-,n22297 (-) n22648,n22297 (-) n22648,,,,,,
2979,979,1145,2979,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22297 (-) n22463,n22297 (-) n22463,,,Directly Controlled,,7/6/2013,
2800,979,988,2800,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22297 (-) n22306,n22297 (-) n22306,,,Directly Controlled,,7/6/2013,Forfeited
2791,979,978,2791,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22297 (-) n22296,n22297 (-) n22296,,,Directly Controlled,,7/6/2013,
3954,978,1330,3954,,-,,-,n22296 (-) n22648,n22296 (-) n22648,,,,,,
3953,977,1330,3953,,-,,-,n22295 (-) n22648,n22295 (-) n22648,,,,,,
2789,977,976,2789,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22295 (-) n22294,n22295 (-) n22294,,,Directly Controlled,,7/6/2013,
3952,976,1330,3952,,-,,-,n22294 (-) n22648,n22294 (-) n22648,,,,,,
3050,976,1068,3050,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22294 (-) n22386,n22294 (-) n22386,,,Directly Controlled,,7/6/2013,
2788,975,974,2788,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22293 (-) n22292,n22293 (-) n22292,,,Directly Controlled,,7/6/2013,
3951,974,1330,3951,,-,,-,n22292 (-) n22648,n22292 (-) n22648,,,,,,
3950,973,1330,3950,,-,,-,n22291 (-) n22648,n22291 (-) n22648,,,,,,
3036,973,1199,3036,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22291 (-) n22517,n22291 (-) n22517,,,Directly Controlled,,7/6/2013,
4049,972,1330,4049,,-,,-,n22290 (-) n22648,n22290 (-) n22648,,,,,,
2786,972,726,2786,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22290 (-) n22044,n22290 (-) n22044,,,Directly Controlled,,7/6/2013,
3948,971,1330,3948,,-,,-,n22289 (-) n22648,n22289 (-) n22648,,,,,,
3947,970,1330,3947,,-,,-,n22288 (-) n22648,n22288 (-) n22648,,,,,,
3946,969,1330,3946,,-,,-,n22287 (-) n22648,n22287 (-) n22648,,,,,,
3945,968,1330,3945,,-,,-,n22286 (-) n22648,n22286 (-) n22648,,,,,,
3944,967,1330,3944,,-,,-,n22285 (-) n22648,n22285 (-) n22648,,,,,,
3943,966,1330,3943,,-,,-,n22284 (-) n22648,n22284 (-) n22648,,,,,,
3942,965,1330,3942,,-,,-,n22283 (-) n22648,n22283 (-) n22648,,,,,,
3941,964,1330,3941,,-,,-,n22282 (-) n22648,n22282 (-) n22648,,,,,,
3940,963,1330,3940,,-,,-,n22281 (-) n22648,n22281 (-) n22648,,,,,,
4041,962,1330,4041,,-,,-,n22280 (-) n22648,n22280 (-) n22648,,,,,,
3044,962,1206,3044,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22524,n22280 (-) n22524,,,Directly Controlled,,7/6/2013,
3021,962,1186,3021,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22504,n22280 (-) n22504,,,Directly Controlled,,7/6/2013,
2873,962,1046,2873,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22364,n22280 (-) n22364,,,Directly Controlled,,7/6/2013,
2870,962,1042,2870,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22360,n22280 (-) n22360,,,Directly Controlled,,7/6/2013,
2869,962,1041,2869,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22359,n22280 (-) n22359,,,Directly Controlled,,7/6/2013,
2837,962,1016,2837,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22334,n22280 (-) n22334,,,Directly Controlled,,7/6/2013,
2806,962,993,2806,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22311,n22280 (-) n22311,,,Directly Controlled,,7/6/2013,
2776,962,937,2776,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22280 (-) n22255,n22280 (-) n22255,,,Directly Controlled,,7/6/2013,
3938,961,1330,3938,,-,,-,n22279 (-) n22648,n22279 (-) n22648,,,,,,
3937,960,1330,3937,,-,,-,n22278 (-) n22648,n22278 (-) n22648,,,,,,
3936,959,1330,3936,,-,,-,n22277 (-) n22648,n22277 (-) n22648,,,,,,
3931,958,1330,3931,,-,,-,n22276 (-) n22648,n22276 (-) n22648,,,,,,
3930,957,1330,3930,,-,,-,n22275 (-) n22648,n22275 (-) n22648,,,,,,
3929,956,1330,3929,,-,,-,n22274 (-) n22648,n22274 (-) n22648,,,,,,
3928,955,1330,3928,,-,,-,n22273 (-) n22648,n22273 (-) n22648,,,,,,
2969,955,1138,2969,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22273 (-) n22456,n22273 (-) n22456,,,Directly Controlled,,7/6/2013,
3935,954,1330,3935,,-,,-,n22272 (-) n22648,n22272 (-) n22648,,,,,,
2987,954,1153,2987,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22272 (-) n22471,n22272 (-) n22471,,,Directly Controlled,,7/6/2013,
2768,954,958,2768,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22272 (-) n22276,n22272 (-) n22276,,,Directly Controlled,,7/6/2013,
2767,954,957,2767,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22272 (-) n22275,n22272 (-) n22275,,,Directly Controlled,,7/6/2013,
2764,954,953,2764,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22272 (-) n22271,n22272 (-) n22271,,,Directly Controlled,,7/6/2013,
3927,953,1330,3927,,-,,-,n22271 (-) n22648,n22271 (-) n22648,,,,,,
3926,952,1330,3926,,-,,-,n22270 (-) n22648,n22270 (-) n22648,,,,,,
3925,951,1330,3925,,-,,-,n22269 (-) n22648,n22269 (-) n22648,,,,,,
3924,950,1330,3924,,-,,-,n22268 (-) n22648,n22268 (-) n22648,,,,,,
2784,950,970,2784,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22268 (-) n22288,n22268 (-) n22288,,,Directly Controlled,,7/6/2013,
2760,949,948,2760,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22267 (-) n22266,n22267 (-) n22266,,,Directly Controlled,,7/6/2013,
3923,948,1330,3923,,-,,-,n22266 (-) n22648,n22266 (-) n22648,,,,,,
3922,947,1330,3922,,-,,-,n22265 (-) n22648,n22265 (-) n22648,,,,,,
3921,946,1330,3921,,-,,-,n22264 (-) n22648,n22264 (-) n22648,,,,,,
2849,946,713,2849,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22264 (-) n22031,n22264 (-) n22031,,,Directly Controlled,,7/6/2013,
2839,946,1018,2839,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22264 (-) n22336,n22264 (-) n22336,,,Directly Controlled,,7/6/2013,
3920,945,1330,3920,,-,,-,n22263 (-) n22648,n22263 (-) n22648,,,,,,
3919,944,1330,3919,,-,,-,n22262 (-) n22648,n22262 (-) n22648,,,,,,
3918,943,1330,3918,,-,,-,n22261 (-) n22648,n22261 (-) n22648,,,,,,
3917,942,1330,3917,,-,,-,n22260 (-) n22648,n22260 (-) n22648,,,,,,
3916,941,1330,3916,,-,,-,n22259 (-) n22648,n22259 (-) n22648,,,,,,
3915,940,1330,3915,,-,,-,n22258 (-) n22648,n22258 (-) n22648,,,,,,
3914,939,1330,3914,,-,,-,n22257 (-) n22648,n22257 (-) n22648,,,,,,
2922,939,1089,2922,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22257 (-) n22407,n22257 (-) n22407,,,Directly Controlled,,7/6/2013,
3913,938,1330,3913,,-,,-,n22256 (-) n22648,n22256 (-) n22648,,,,,,
2919,938,1086,2919,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22256 (-) n22404,n22256 (-) n22404,,,Directly Controlled,,7/6/2013,
3939,937,1330,3939,,-,,-,n22255 (-) n22648,n22255 (-) n22648,,,,,,
2912,937,1080,2912,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22398,n22255 (-) n22398,,,Directly Controlled,,7/6/2013,
2787,937,973,2787,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22291,n22255 (-) n22291,,,Directly Controlled,,7/6/2013,
2781,937,967,2781,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22285,n22255 (-) n22285,,,Directly Controlled,,7/6/2013,
2775,937,961,2775,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22279,n22255 (-) n22279,,,Directly Controlled,,7/6/2013,
2765,937,955,2765,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22273,n22255 (-) n22273,,,Directly Controlled,,7/6/2013,
2763,937,952,2763,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22270,n22255 (-) n22270,,,Directly Controlled,,7/6/2013,
2762,937,951,2762,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22269,n22255 (-) n22269,,,Directly Controlled,,7/6/2013,
2752,937,940,2752,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22258,n22255 (-) n22258,,,Directly Controlled,,7/6/2013,
2751,937,939,2751,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22257,n22255 (-) n22257,,,Directly Controlled,,7/6/2013,
2750,937,938,2750,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22256,n22255 (-) n22256,,,Directly Controlled,,7/6/2013,
2748,937,936,2748,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22255 (-) n22254,n22255 (-) n22254,,,Directly Controlled,,7/6/2013,
3911,936,1330,3911,,-,,-,n22254 (-) n22648,n22254 (-) n22648,,,,,,
3910,935,1330,3910,,-,,-,n22253 (-) n22648,n22253 (-) n22648,,,,,,
3909,934,1330,3909,,-,,-,n22252 (-) n22648,n22252 (-) n22648,,,,,,
3908,933,1330,3908,,-,,-,n22251 (-) n22648,n22251 (-) n22648,,,,,,
3907,932,1330,3907,,-,,-,n22250 (-) n22648,n22250 (-) n22648,,,,,,
3905,931,1330,3905,,-,,-,n22249 (-) n22648,n22249 (-) n22648,,,,,,
4053,930,1330,4053,,-,,-,n22248 (-) n22648,n22248 (-) n22648,,,,,,
3051,930,1212,3051,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22248 (-) n22530,n22248 (-) n22530,,,Directly Controlled,,7/6/2013,
2813,930,1000,2813,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22248 (-) n22318,n22248 (-) n22318,,,Directly Controlled,,7/6/2013,
2811,930,998,2811,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22248 (-) n22316,n22248 (-) n22316,,,Directly Controlled,,7/6/2013,
2804,930,991,2804,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22248 (-) n22309,n22248 (-) n22309,,,Directly Controlled,,7/6/2013,
2741,930,929,2741,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22248 (-) n22247,n22248 (-) n22247,,,Directly Controlled,,7/6/2013,
3904,929,1330,3904,,-,,-,n22247 (-) n22648,n22247 (-) n22648,,,,,,
4040,928,1330,4040,,-,,-,n22246 (-) n22648,n22246 (-) n22648,,,,,,
2999,928,1162,2999,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22246 (-) n22480,n22246 (-) n22480,,,Directly Controlled,,7/6/2013,
2888,928,1056,2888,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22246 (-) n22374,n22246 (-) n22374,,,Directly Controlled,,7/6/2013,
2740,928,927,2740,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22246 (-) n22245,n22246 (-) n22245,,,Directly Controlled,,7/6/2013,
3903,927,1330,3903,,-,,-,n22245 (-) n22648,n22245 (-) n22648,,,,,,
3034,926,1197,3034,https://docs.google.com/file/d/0B5ORBm2amqZSY2NvOFQwbTZvemM,-,High confidence,-,n22244 (-) n22515,n22244 (-) n22515,,,Directly Controlled,,7/6/2013,
