id,source,target,SUID,source_url,interaction,confidence,shared_interaction,name,shared_name,contract_share,log_message,ownership_type,start_date,source_date,ownership_status
5061,1706,1400,5061,http://64.224.108.87/news/35504_SHI-wins-3bn-deal-to-build-FPSO-for-Nigerian-oil-fields.html,-,Low,-,n23086 (-) n22780,n23086 (-) n22780,,,,,,
5411,1705,1642,5411,http://64.224.108.87/news/35504_SHI-wins-3bn-deal-to-build-FPSO-for-Nigerian-oil-fields.html,-,Low,-,n23085 (-) n23022,n23085 (-) n23022,,,,,,
5060,1705,1440,5060,http://64.224.108.87/news/35504_SHI-wins-3bn-deal-to-build-FPSO-for-Nigerian-oil-fields.html,-,Low,-,n23085 (-) n22820,n23085 (-) n22820,,,,,,
5410,1704,1642,5410,http://www.thisdaylive.com/articles/nestoil-secures-shell-s-major-pipeline-contract/152200/,-,Low,-,n23084 (-) n23022,n23084 (-) n23022,,,,,,
5059,1704,1430,5059,http://www.thisdaylive.com/articles/nestoil-secures-shell-s-major-pipeline-contract/152200/,-,Low,-,n23084 (-) n22810,n23084 (-) n22810,,,,,,
5409,1703,1642,5409,http://www.shell.com.ng/aboutshell/media-centre/news-and-media-releases/archive/2011/line-pipes.html,-,Low,-,n23083 (-) n23022,n23083 (-) n23022,,,,,,
5058,1703,1441,5058,http://www.shell.com.ng/aboutshell/media-centre/news-and-media-releases/archive/2011/line-pipes.html,-,Low,-,n23083 (-) n22821,n23083 (-) n22821,,,,,,
5408,1702,1642,5408,http://www.shell.com.ng/aboutshell/media-centre/news-and-media-releases/archive/2012/subsurface-contract.html,-,Low,-,n23082 (-) n23022,n23082 (-) n23022,,,,,,
5057,1702,1435,5057,http://www.shell.com.ng/aboutshell/media-centre/news-and-media-releases/archive/2012/subsurface-contract.html,-,Low,-,n23082 (-) n22815,n23082 (-) n22815,,,,,,
5056,1702,1424,5056,http://www.shell.com.ng/aboutshell/media-centre/news-and-media-releases/archive/2012/subsurface-contract.html,-,Low,-,n23082 (-) n22804,n23082 (-) n22804,,,,,,
5055,1702,1410,5055,http://www.shell.com.ng/aboutshell/media-centre/news-and-media-releases/archive/2012/subsurface-contract.html,-,Low,-,n23082 (-) n22790,n23082 (-) n22790,,,,,,
5054,1702,1428,5054,http://www.shell.com.ng/aboutshell/media-centre/news-and-media-releases/archive/2012/subsurface-contract.html,-,Low,-,n23082 (-) n22808,n23082 (-) n22808,,,,,,
5407,1701,1642,5407,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23081 (-) n23022,n23081 (-) n23022,,,,,,
5053,1701,1436,5053,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23081 (-) n22816,n23081 (-) n22816,,,,,,
5406,1700,1642,5406,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23080 (-) n23022,n23080 (-) n23022,,,,,,
5052,1700,1436,5052,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23080 (-) n22816,n23080 (-) n22816,,,,,,
5405,1699,1642,5405,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23079 (-) n23022,n23079 (-) n23022,,,,,,
5051,1699,1436,5051,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23079 (-) n22816,n23079 (-) n22816,,,,,,
5404,1698,1642,5404,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23078 (-) n23022,n23078 (-) n23022,,,,,,
5050,1698,1436,5050,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23078 (-) n22816,n23078 (-) n22816,,,,,,
5403,1697,1642,5403,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23077 (-) n23022,n23077 (-) n23022,,,,,,
5049,1697,1436,5049,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23077 (-) n22816,n23077 (-) n22816,,,,,,
5402,1696,1642,5402,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23076 (-) n23022,n23076 (-) n23022,,,,,,
5048,1696,1436,5048,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23076 (-) n22816,n23076 (-) n22816,,,,,,
5401,1695,1642,5401,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23075 (-) n23022,n23075 (-) n23022,,,,,,
5047,1695,1436,5047,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23075 (-) n22816,n23075 (-) n22816,,,,,,
5400,1694,1642,5400,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23074 (-) n23022,n23074 (-) n23022,,,,,,
5046,1694,1436,5046,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23074 (-) n22816,n23074 (-) n22816,,,,,,
5399,1693,1642,5399,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23073 (-) n23022,n23073 (-) n23022,,,,,,
5045,1693,1436,5045,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23073 (-) n22816,n23073 (-) n22816,,,,,,
5398,1692,1642,5398,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23072 (-) n23022,n23072 (-) n23022,,,,,,
5044,1692,1436,5044,http://pointengineering.com/index.php/experience?start=1,-,Low,-,n23072 (-) n22816,n23072 (-) n22816,,,,,,
5397,1691,1642,5397,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23071 (-) n23022,n23071 (-) n23022,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5043,1691,1414,5043,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23071 (-) n22794,n23071 (-) n22794,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5396,1690,1642,5396,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23070 (-) n23022,n23070 (-) n23022,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5042,1690,1414,5042,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23070 (-) n22794,n23070 (-) n22794,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5395,1689,1642,5395,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23069 (-) n23022,n23069 (-) n23022,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5041,1689,1414,5041,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23069 (-) n22794,n23069 (-) n22794,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5394,1688,1642,5394,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23068 (-) n23022,n23068 (-) n23022,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5040,1688,1414,5040,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23068 (-) n22794,n23068 (-) n22794,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5393,1687,1642,5393,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23067 (-) n23022,n23067 (-) n23022,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5039,1687,1414,5039,http://www.technip.com/en/entities/crestech/experience,-,Low,-,n23067 (-) n22794,n23067 (-) n22794,,Crestech is one of the affiliates of the Technip group (http://www.technip.com/en/entities/crestech/profile).,,,,
5392,1686,1642,5392,http://www.hyprops.com/projects.html,-,Low,-,n23066 (-) n23022,n23066 (-) n23022,,,,,,
5038,1686,1423,5038,http://www.hyprops.com/projects.html,-,Low,-,n23066 (-) n22803,n23066 (-) n22803,,,,,,
5391,1685,1642,5391,http://www.hyprops.com/projects.html,-,Low,-,n23065 (-) n23022,n23065 (-) n23022,,,,,,
5037,1685,1423,5037,http://www.hyprops.com/projects.html,-,Low,-,n23065 (-) n22803,n23065 (-) n22803,,,,,,
5390,1684,1642,5390,http://www.hyprops.com/projects.html,-,Low,-,n23064 (-) n23022,n23064 (-) n23022,,,,,,
5036,1684,1423,5036,http://www.hyprops.com/projects.html,-,Low,-,n23064 (-) n22803,n23064 (-) n22803,,,,,,
5389,1683,1642,5389,http://www.hyprops.com/projects.html,-,Low,-,n23063 (-) n23022,n23063 (-) n23022,,,,,,
5035,1683,1423,5035,http://www.hyprops.com/projects.html,-,Low,-,n23063 (-) n22803,n23063 (-) n22803,,,,,,
5388,1682,1642,5388,http://primesources.net/projects.html,-,Low,-,n23062 (-) n23022,n23062 (-) n23022,,,,,,
5034,1682,1437,5034,http://primesources.net/projects.html,-,Low,-,n23062 (-) n22817,n23062 (-) n22817,,,,,,
5387,1681,1642,5387,http://primesources.net/projects.html,-,Low,-,n23061 (-) n23022,n23061 (-) n23022,,,,,,
5033,1681,1437,5033,http://primesources.net/projects.html,-,Low,-,n23061 (-) n22817,n23061 (-) n22817,,,,,,
5386,1680,1642,5386,http://primesources.net/projects.html,-,Low,-,n23060 (-) n23022,n23060 (-) n23022,,CNA is made up of about 12 IOCs operating in Nigeria,,,,
5032,1680,1437,5032,http://primesources.net/projects.html,-,Low,-,n23060 (-) n22817,n23060 (-) n22817,,CNA is made up of about 12 IOCs operating in Nigeria,,,,
5385,1679,1642,5385,http://primesources.net/projects.html,-,Low,-,n23059 (-) n23022,n23059 (-) n23022,,,,,,
5031,1679,1437,5031,http://primesources.net/projects.html,-,Low,-,n23059 (-) n22817,n23059 (-) n22817,,,,,,
5384,1678,1642,5384,http://primesources.net/projects.html,-,Low,-,n23058 (-) n23022,n23058 (-) n23022,,,,,,
5030,1678,1437,5030,http://primesources.net/projects.html,-,Low,-,n23058 (-) n22817,n23058 (-) n22817,,,,,,
5383,1677,1642,5383,http://primesources.net/projects.html,-,Low,-,n23057 (-) n23022,n23057 (-) n23022,,,,,,
5029,1677,1437,5029,http://primesources.net/projects.html,-,Low,-,n23057 (-) n22817,n23057 (-) n22817,,,,,,
5382,1676,1642,5382,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23056 (-) n23022,n23056 (-) n23022,,,,,,
5028,1676,1411,5028,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23056 (-) n22791,n23056 (-) n22791,,,,,,
5381,1675,1642,5381,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23055 (-) n23022,n23055 (-) n23022,,,,,,
5027,1675,1411,5027,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23055 (-) n22791,n23055 (-) n22791,,,,,,
5380,1674,1642,5380,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23054 (-) n23022,n23054 (-) n23022,,,,,,
5026,1674,1411,5026,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23054 (-) n22791,n23054 (-) n22791,,,,,,
5379,1673,1642,5379,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23053 (-) n23022,n23053 (-) n23022,,,,,,
5025,1673,1411,5025,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23053 (-) n22791,n23053 (-) n22791,,,,,,
5378,1672,1642,5378,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23052 (-) n23022,n23052 (-) n23022,,,,,,
5024,1672,1411,5024,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23052 (-) n22791,n23052 (-) n22791,,,,,,
5377,1671,1642,5377,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23051 (-) n23022,n23051 (-) n23022,,,,,,
5023,1671,1411,5023,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23051 (-) n22791,n23051 (-) n22791,,,,,,
5376,1670,1642,5376,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23050 (-) n23022,n23050 (-) n23022,,,,,,
5022,1670,1411,5022,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23050 (-) n22791,n23050 (-) n22791,,,,,,
5375,1669,1642,5375,http://www.zechoil.com/clients.htm,-,Low,-,n23049 (-) n23022,n23049 (-) n23022,,,,,,
5021,1669,1456,5021,http://www.zechoil.com/clients.htm,-,Low,-,n23049 (-) n22836,n23049 (-) n22836,,,,,,
5374,1668,1642,5374,http://www.zechoil.com/clients.htm,-,Low,-,n23048 (-) n23022,n23048 (-) n23022,,,,,,
5020,1668,1456,5020,http://www.zechoil.com/clients.htm,-,Low,-,n23048 (-) n22836,n23048 (-) n22836,,,,,,
5373,1667,1642,5373,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23047 (-) n23022,n23047 (-) n23022,,,,,,
5019,1667,1450,5019,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23047 (-) n22830,n23047 (-) n22830,,,,,,
5372,1666,1642,5372,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23046 (-) n23022,n23046 (-) n23022,,,,,,
5018,1666,1450,5018,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23046 (-) n22830,n23046 (-) n22830,,,,,,
5371,1665,1642,5371,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23045 (-) n23022,n23045 (-) n23022,,,,,,
5017,1665,1450,5017,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23045 (-) n22830,n23045 (-) n22830,,,,,,
5370,1664,1642,5370,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23044 (-) n23022,n23044 (-) n23022,,,,,,
5016,1664,1450,5016,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23044 (-) n22830,n23044 (-) n22830,,,,,,
5369,1663,1642,5369,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23043 (-) n23022,n23043 (-) n23022,,,,,,
5015,1663,1450,5015,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23043 (-) n22830,n23043 (-) n22830,,,,,,
5368,1662,1642,5368,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23042 (-) n23022,n23042 (-) n23022,,,,,,
5014,1662,1450,5014,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23042 (-) n22830,n23042 (-) n22830,,,,,,
5367,1661,1642,5367,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23041 (-) n23022,n23041 (-) n23022,,,,,,
5013,1661,1450,5013,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23041 (-) n22830,n23041 (-) n22830,,,,,,
5366,1660,1642,5366,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23040 (-) n23022,n23040 (-) n23022,,,,,,
5012,1660,1450,5012,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23040 (-) n22830,n23040 (-) n22830,,,,,,
5365,1659,1642,5365,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23039 (-) n23022,n23039 (-) n23022,,,,,,
5011,1659,1450,5011,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23039 (-) n22830,n23039 (-) n22830,,,,,,
5364,1658,1642,5364,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23038 (-) n23022,n23038 (-) n23022,,,,,,
5010,1658,1450,5010,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23038 (-) n22830,n23038 (-) n22830,,,,,,
5363,1657,1642,5363,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23037 (-) n23022,n23037 (-) n23022,,,,,,
5009,1657,1450,5009,http://www.teconoilserv.com/index.php?s=projects,-,Low,-,n23037 (-) n22830,n23037 (-) n22830,,,,,,
5362,1656,1642,5362,http://www.kaztec-eng.com/index.php/2014-01-17-08-24-48/2014-01-17-09-13-56/2014-01-24-08-53-41,-,Low,-,n23036 (-) n23022,n23036 (-) n23022,,,,,,
5008,1656,1427,5008,http://www.kaztec-eng.com/index.php/2014-01-17-08-24-48/2014-01-17-09-13-56/2014-01-24-08-53-41,-,Low,-,n23036 (-) n22807,n23036 (-) n22807,,,,,,
5361,1655,1642,5361,http://www.kaztec-eng.com/index.php/2014-01-17-08-24-48/2014-01-17-08-51-17/2014-01-17-09-05-52,-,Low,-,n23035 (-) n23022,n23035 (-) n23022,,,,,,
5007,1655,1427,5007,http://www.kaztec-eng.com/index.php/2014-01-17-08-24-48/2014-01-17-08-51-17/2014-01-17-09-05-52,-,Low,-,n23035 (-) n22807,n23035 (-) n22807,,,,,,
5360,1654,1642,5360,http://www.nestoilgroup.com/projects.php,-,Low,-,n23034 (-) n23022,n23034 (-) n23022,,,,,,
5006,1654,1430,5006,http://www.nestoilgroup.com/projects.php,-,Low,-,n23034 (-) n22810,n23034 (-) n22810,,,,,,
5359,1653,1642,5359,http://www.nestoilgroup.com/projects.php,-,Low,-,n23033 (-) n23022,n23033 (-) n23022,,,,,,
5005,1653,1430,5005,http://www.nestoilgroup.com/projects.php,-,Low,-,n23033 (-) n22810,n23033 (-) n22810,,,,,,
5358,1652,1642,5358,http://www.nestoilgroup.com/projects.php,-,Low,-,n23032 (-) n23022,n23032 (-) n23022,,,,,,
5004,1652,1430,5004,http://www.nestoilgroup.com/projects.php,-,Low,-,n23032 (-) n22810,n23032 (-) n22810,,,,,,
5357,1651,1642,5357,http://www.akersolutions.com/Documents/Drilling%20Technologies/Process%20Systems/Reference%20lists/Crude%20oil%20complete.pdf,-,Low,-,n23031 (-) n23022,n23031 (-) n23022,,The project is subcontracted to Aker Solutions by Sime Sembcorp Engineering for ExxonMobil Nigeria,,,,
5003,1651,1407,5003,http://www.akersolutions.com/Documents/Drilling%20Technologies/Process%20Systems/Reference%20lists/Crude%20oil%20complete.pdf,-,Low,-,n23031 (-) n22787,n23031 (-) n22787,,The project is subcontracted to Aker Solutions by Sime Sembcorp Engineering for ExxonMobil Nigeria,,,,
5356,1650,1642,5356,http://www.akersolutions.com/Documents/Drilling%20Technologies/Process%20Systems/Reference%20lists/Crude%20oil%20complete.pdf,-,Low,-,n23030 (-) n23022,n23030 (-) n23022,,,,,,
5002,1650,1407,5002,http://www.akersolutions.com/Documents/Drilling%20Technologies/Process%20Systems/Reference%20lists/Crude%20oil%20complete.pdf,-,Low,-,n23030 (-) n22787,n23030 (-) n22787,,,,,,
4602,1649,1675,4602,http://www.bgiresourcesltd.com/index2.php?p=projects,-,Low,-,n23029 (-) n23055,n23029 (-) n23055,,,,,,
4560,1649,1650,4560,http://www.akersolutions.com/Documents/Drilling%20Technologies/Process%20Systems/Reference%20lists/Crude%20oil%20complete.pdf,-,Low,-,n23029 (-) n23030,n23029 (-) n23030,,,,,,
5355,1648,1642,5355,http://www.akersolutions.com/en/Global-menu/Media/Press-Releases/All/2013/Aker-Solutions-signs-umbilical-contract-with-ExxonMobil/,-,Low,-,n23028 (-) n23022,n23028 (-) n23022,,,,,,
5001,1648,1407,5001,http://www.akersolutions.com/en/Global-menu/Media/Press-Releases/All/2013/Aker-Solutions-signs-umbilical-contract-with-ExxonMobil/,-,Low,-,n23028 (-) n22787,n23028 (-) n22787,,,,,,
5354,1647,1642,5354,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23027 (-) n23022,n23027 (-) n23022,,,,,,
5000,1647,1422,5000,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23027 (-) n22802,n23027 (-) n22802,,,,,,
5353,1646,1642,5353,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23026 (-) n23022,n23026 (-) n23022,,,,,,
4999,1646,1422,4999,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23026 (-) n22802,n23026 (-) n22802,,,,,,
5352,1645,1642,5352,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23025 (-) n23022,n23025 (-) n23022,,,,,,
4998,1645,1422,4998,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23025 (-) n22802,n23025 (-) n22802,,,,,,
5351,1644,1642,5351,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23024 (-) n23022,n23024 (-) n23022,,,,,,
4997,1644,1422,4997,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23024 (-) n22802,n23024 (-) n22802,,,,,,
5350,1643,1642,5350,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23023 (-) n23022,n23023 (-) n23022,,,,,,
4996,1643,1422,4996,http://hamiltontechnologies.com/index.php/projects/bulk-methanol-delivery,-,Low,-,n23023 (-) n22802,n23023 (-) n22802,,,,,,
4545,1638,1301,4545,,-,,-,n23018 (-) n22619,n23018 (-) n22619,,,,,,
4544,1637,1301,4544,,-,,-,n23017 (-) n22619,n23017 (-) n22619,,,,,,
4543,1636,1301,4543,,-,,-,n23016 (-) n22619,n23016 (-) n22619,,,,,,
4542,1635,1301,4542,,-,,-,n23015 (-) n22619,n23015 (-) n22619,,,,,,
4541,1634,1301,4541,,-,,-,n23014 (-) n22619,n23014 (-) n22619,,,,,,
4540,1633,1301,4540,,-,,-,n23013 (-) n22619,n23013 (-) n22619,,,,,,
4539,1632,1301,4539,,-,,-,n23012 (-) n22619,n23012 (-) n22619,,,,,,
4538,1631,1301,4538,,-,,-,n23011 (-) n22619,n23011 (-) n22619,,,,,,
4537,1630,1301,4537,,-,,-,n23010 (-) n22619,n23010 (-) n22619,,,,,,
4536,1629,1301,4536,,-,,-,n23009 (-) n22619,n23009 (-) n22619,,,,,,
4535,1628,1301,4535,,-,,-,n23008 (-) n22619,n23008 (-) n22619,,,,,,
4534,1627,1301,4534,,-,,-,n23007 (-) n22619,n23007 (-) n22619,,,,,,
4533,1626,1301,4533,,-,,-,n23006 (-) n22619,n23006 (-) n22619,,,,,,
4532,1625,1301,4532,,-,,-,n23005 (-) n22619,n23005 (-) n22619,,,,,,
4531,1624,1301,4531,,-,,-,n23004 (-) n22619,n23004 (-) n22619,,,,,,
4530,1623,1301,4530,,-,,-,n23003 (-) n22619,n23003 (-) n22619,,,,,,
4529,1622,1301,4529,,-,,-,n23002 (-) n22619,n23002 (-) n22619,,,,,,
4528,1621,1301,4528,,-,,-,n23001 (-) n22619,n23001 (-) n22619,,,,,,
4527,1620,1301,4527,,-,,-,n23000 (-) n22619,n23000 (-) n22619,,,,,,
4526,1619,1301,4526,,-,,-,n22999 (-) n22619,n22999 (-) n22619,,,,,,
4525,1618,1301,4525,,-,,-,n22998 (-) n22619,n22998 (-) n22619,,,,,,
4524,1617,1301,4524,,-,,-,n22997 (-) n22619,n22997 (-) n22619,,,,,,
4523,1616,1301,4523,,-,,-,n22996 (-) n22619,n22996 (-) n22619,,,,,,
4522,1615,1301,4522,,-,,-,n22995 (-) n22619,n22995 (-) n22619,,,,,,
4521,1614,1301,4521,,-,,-,n22994 (-) n22619,n22994 (-) n22619,,,,,,
4520,1613,1301,4520,,-,,-,n22993 (-) n22619,n22993 (-) n22619,,,,,,
4519,1612,1301,4519,,-,,-,n22992 (-) n22619,n22992 (-) n22619,,,,,,
4518,1611,1301,4518,,-,,-,n22991 (-) n22619,n22991 (-) n22619,,,,,,
4517,1610,1301,4517,,-,,-,n22990 (-) n22619,n22990 (-) n22619,,,,,,
4516,1609,1301,4516,,-,,-,n22989 (-) n22619,n22989 (-) n22619,,,,,,
4515,1608,1301,4515,,-,,-,n22988 (-) n22619,n22988 (-) n22619,,,,,,
4514,1607,1301,4514,,-,,-,n22987 (-) n22619,n22987 (-) n22619,,,,,,
4513,1606,1301,4513,,-,,-,n22986 (-) n22619,n22986 (-) n22619,,,,,,
4512,1605,1301,4512,,-,,-,n22985 (-) n22619,n22985 (-) n22619,,,,,,
4511,1604,1301,4511,,-,,-,n22984 (-) n22619,n22984 (-) n22619,,,,,,
4510,1603,1301,4510,,-,,-,n22983 (-) n22619,n22983 (-) n22619,,,,,,
4509,1602,1301,4509,,-,,-,n22982 (-) n22619,n22982 (-) n22619,,,,,,
4508,1601,1301,4508,,-,,-,n22981 (-) n22619,n22981 (-) n22619,,,,,,
4507,1600,1301,4507,,-,,-,n22980 (-) n22619,n22980 (-) n22619,,,,,,
4506,1599,1301,4506,,-,,-,n22979 (-) n22619,n22979 (-) n22619,,,,,,
4505,1598,1301,4505,,-,,-,n22978 (-) n22619,n22978 (-) n22619,,,,,,
4504,1597,1301,4504,,-,,-,n22977 (-) n22619,n22977 (-) n22619,,,,,,
4503,1596,1301,4503,,-,,-,n22976 (-) n22619,n22976 (-) n22619,,,,,,
4502,1595,1301,4502,,-,,-,n22975 (-) n22619,n22975 (-) n22619,,,,,,
4501,1594,1301,4501,,-,,-,n22974 (-) n22619,n22974 (-) n22619,,,,,,
4500,1593,1301,4500,,-,,-,n22973 (-) n22619,n22973 (-) n22619,,,,,,
4499,1592,1301,4499,,-,,-,n22972 (-) n22619,n22972 (-) n22619,,,,,,
4498,1591,1301,4498,,-,,-,n22971 (-) n22619,n22971 (-) n22619,,,,,,
4497,1590,1301,4497,,-,,-,n22970 (-) n22619,n22970 (-) n22619,,,,,,
4496,1589,1301,4496,,-,,-,n22969 (-) n22619,n22969 (-) n22619,,,,,,
4495,1588,1301,4495,,-,,-,n22968 (-) n22619,n22968 (-) n22619,,,,,,
4494,1587,1301,4494,,-,,-,n22967 (-) n22619,n22967 (-) n22619,,,,,,
4493,1586,1301,4493,,-,,-,n22966 (-) n22619,n22966 (-) n22619,,,,,,
4492,1585,1301,4492,,-,,-,n22965 (-) n22619,n22965 (-) n22619,,,,,,
4491,1584,1301,4491,,-,,-,n22964 (-) n22619,n22964 (-) n22619,,,,,,
4490,1583,1301,4490,,-,,-,n22963 (-) n22619,n22963 (-) n22619,,,,,,
4489,1582,1301,4489,,-,,-,n22962 (-) n22619,n22962 (-) n22619,,,,,,
4488,1581,1301,4488,,-,,-,n22961 (-) n22619,n22961 (-) n22619,,,,,,
4487,1580,1301,4487,,-,,-,n22960 (-) n22619,n22960 (-) n22619,,,,,,
4486,1579,1301,4486,,-,,-,n22959 (-) n22619,n22959 (-) n22619,,,,,,
4485,1578,1301,4485,,-,,-,n22958 (-) n22619,n22958 (-) n22619,,,,,,
4484,1577,1301,4484,,-,,-,n22957 (-) n22619,n22957 (-) n22619,,,,,,
4483,1576,1301,4483,,-,,-,n22956 (-) n22619,n22956 (-) n22619,,,,,,
4482,1575,1301,4482,,-,,-,n22955 (-) n22619,n22955 (-) n22619,,,,,,
4481,1574,1301,4481,,-,,-,n22954 (-) n22619,n22954 (-) n22619,,,,,,
4480,1573,1301,4480,,-,,-,n22953 (-) n22619,n22953 (-) n22619,,,,,,
4995,1572,1916,4995,http://www.ventures-africa.com/2012/09/elcrest-acquires-30-stake-in-shells-oml-40-oil-block-for-102m/,-,Low,-,n22952 (-) n23296,n22952 (-) n23296,,,,,,
4993,1572,1923,4993,http://waltersmithng.com/index.php/about-us,-,Low,-,n22952 (-) n23303,n22952 (-) n23303,,,,,,
4991,1572,1922,4991,http://oilbarrel.com/media/pub/var/conference_presenter_presentation_file/68.pdf,-,Low,-,n22952 (-) n23302,n22952 (-) n23302,,,,,,
4989,1572,1921,4989,cad=rja,-,Low,-,n22952 (-) n23301,n22952 (-) n23301,,,,,,
4987,1572,1920,4987,http://www.petroleumafrica.com/oando-signs-agreements-on-agip-operated-block-opl-282/,-,Low,-,n22952 (-) n23300,n22952 (-) n23300,,,,,,
4985,1572,1919,4985,http://www.petroleumafrica.com/oando-signs-psc-and-gmou/,-,Low,-,n22952 (-) n23299,n22952 (-) n23299,,,,,,
4983,1572,1917,4983,http://www.oandoplc.com/wp-content/uploads/Q12006.pdf,-,Low,-,n22952 (-) n23297,n22952 (-) n23297,,,,,,
4981,1572,1916,4981,http://investor.serinusenergy.com/en/pr/199489/nigeria-oml-42-purchase-completed-by-neconde-kov-retains-option-to-participate,-,Low,-,n22952 (-) n23296,n22952 (-) n23296,,,,,,
4979,1572,1915,4979,http://www.fhnigeria.com/assets/,-,Low,-,n22952 (-) n23295,n22952 (-) n23295,,,,,,
