id,SUID,field,selected,name,shared_name,license_area,description,end_date,start_date,duration_months,value_currency_unit,directors,foundation_date,other_names,shareholders,headquarters,oc_id,website
330,330,,FALSE,BP Chemicals Limited,BP Chemicals Limited,,,,,,,,,,,,,
329,329,,FALSE,BP Chemicals France Holding,BP Chemicals France Holding,,,,,,,,,,,,,
328,328,,FALSE,Nordic Lubricants Oy,Nordic Lubricants Oy,,,,,,,,,,,,,
327,327,,FALSE,Estonian Aviation Fuelling Services,Estonian Aviation Fuelling Services,,,,,,,,,,,,,
326,326,,FALSE,West Morgan Petroleum Company (PETROMORGAN),West Morgan Petroleum Company (PETROMORGAN),,,,,,,,,,,,,
325,325,,FALSE,"United Gas Derivatives Company ""UGDC""","United Gas Derivatives Company ""UGDC""",,,,,,,,,,,,,
324,324,,FALSE,"Torsina Oil Company ""TORSINA""","Torsina Oil Company ""TORSINA""",,,,,,,,,,,,,
323,323,,FALSE,"Rudeis Oil Company ""RUDOCO""","Rudeis Oil Company ""RUDOCO""",,,,,,,,,,,,,
322,322,,FALSE,BP Egypt Production B V,BP Egypt Production B V,,,,,,,,,,,,,
321,321,,FALSE,"Pharaonic Petroleum Company ""PhPC""","Pharaonic Petroleum Company ""PhPC""",,,,,,,,,,,,,
320,320,,FALSE,"Petro Shadwan Petroleum Company ""PETRO SHADWAN""","Petro Shadwan Petroleum Company ""PETRO SHADWAN""",,,,,,,,,,,,,
319,319,,FALSE,"North October Petroleum Company ""NOPCO""","North October Petroleum Company ""NOPCO""",,,,,,,,,,,,,
318,318,,FALSE,BP Exploration (Delta) Limited,BP Exploration (Delta) Limited,,,,,,,,,,,,,
317,317,,FALSE,North Ghara Petroleum Company (NOGHCO),North Ghara Petroleum Company (NOGHCO),,,,,,,,,,,,,
316,316,,FALSE,Nile Delta Oil Company (NIDOCO),Nile Delta Oil Company (NIDOCO),,,,,,,,,,,,,
315,315,,FALSE,BP Middle East Enterprises Corporation,BP Middle East Enterprises Corporation,,,,,,,,,,,,,
314,314,,FALSE,"Natural Gas Vehicles Company ""NGVC""","Natural Gas Vehicles Company ""NGVC""",,,,,,,,,,,,,
313,313,,FALSE,"Mediteranean Gas Co ""MEDGAS""","Mediteranean Gas Co ""MEDGAS""",,,,,,,,,,,,,
312,312,,FALSE,"Gulf Of Suez Petroleum Company ""GUPCO""","Gulf Of Suez Petroleum Company ""GUPCO""",,,,,,,,,,,,,
311,311,,FALSE,"Esma Petroleum Company ""ESMA""","Esma Petroleum Company ""ESMA""",,,,,,,,,,,,,
310,310,,FALSE,"El Temsah Petroleum Company ""PETROTEMSAH""","El Temsah Petroleum Company ""PETROTEMSAH""",,,,,,,,,,,,,
309,309,,FALSE,BP Egypt Company,BP Egypt Company,,,,,,,,,,,,,
308,308,,FALSE,"Ekma Oil Company ""EKMA""","Ekma Oil Company ""EKMA""",,,,,,,,,,,,,
307,307,,FALSE,BP Egypt East Tanka B V,BP Egypt East Tanka B V,,,,,,,,,,,,,
306,306,,FALSE,"East Tanka Petroleum Company ""ETAPCO""","East Tanka Petroleum Company ""ETAPCO""",,,,,,,,,,,,,
305,305,,FALSE,BP Marketing Egypt LLC,BP Marketing Egypt LLC,,,,,,,,,,,,,
304,304,,FALSE,Lubricants UK Limited,Lubricants UK Limited,,,,,,,,,,,,,
303,303,,FALSE,Castrol Ecuador,Castrol Ecuador,,,,,,,,,,,,,
302,302,,FALSE,BP Danmark A/5,BP Danmark A/5,,,,,,,,,,,,,
301,301,,FALSE,Nordic Lubricants A/S,Nordic Lubricants A/S,,,,,,,,,,,,,
300,300,,FALSE,Danish Tankage Services I/S,Danish Tankage Services I/S,,,,,,,,,,,,,
299,299,,FALSE,Danish Refuelling Service I/S,Danish Refuelling Service I/S,,,,,,,,,,,,,
298,298,,FALSE,Braendstoflageret Kobenhavns Lufthavn I/S,Braendstoflageret Kobenhavns Lufthavn I/S,,,,,,,,,,,,,
297,297,,FALSE,BP Danmark A/S,BP Danmark A/S,,,,,,,,,,,,,
296,296,,FALSE,BP Aviation A/S,BP Aviation A/S,,,,,,,,,,,,,
295,295,,FALSE,"Castrol Lubricants (CR), s r o","Castrol Lubricants (CR), s r o",,,,,,,,,,,,,
294,294,,FALSE,Castrol B V,Castrol B V,,,,,,,,,,,,,
293,293,,FALSE,Castrol Cuba S A,Castrol Cuba S A,,,,,,,,,,,,,
292,292,,FALSE,Castrol Colombia Limitada,Castrol Colombia Limitada,,,,,,,,,,,,,
291,291,,FALSE,BP (Guangzhou) LPG Limited,BP (Guangzhou) LPG Limited,,,,,,,,,,,,,
290,290,,FALSE,"Yangtze River Acetyls Co, Ltd","Yangtze River Acetyls Co, Ltd",,,,,,,,,,,,,
289,289,,FALSE,South China Bluesky Aviation Oil Company Limited,South China Bluesky Aviation Oil Company Limited,,,,,,,,,,,,,
288,288,,FALSE,Shenzhen Dapeng LNG Marketing Company Limited,Shenzhen Dapeng LNG Marketing Company Limited,,,,,,,,,,,,,
287,287,,FALSE,BP Asia Pacific Pte Ltd,BP Asia Pacific Pte Ltd,,,,,,,,,,,,,
286,286,,FALSE,Shenzhen Cheng Yuan Aviation Oil Company Limited,Shenzhen Cheng Yuan Aviation Oil Company Limited,,,,,,,,,,,,,
285,285,,FALSE,BP Chemicals East China Investments Limited,BP Chemicals East China Investments Limited,,,,,,,,,,,,,
284,284,,FALSE,Shanghai SECCO Petrochemical Company Limited,Shanghai SECCO Petrochemical Company Limited,,,,,,,,,,,,,
283,283,,FALSE,"Shanghai Bi Ke Clean Energy Technology Co, Ltd","Shanghai Bi Ke Clean Energy Technology Co, Ltd",,,,,,,,,,,,,
282,282,,FALSE,Guangdong Investments Limited,Guangdong Investments Limited,,,,,,,,,,,,,
281,281,,FALSE,Guangdong Dapeng LNG Co. Ltd,Guangdong Dapeng LNG Co. Ltd,,,,,,,,,,,,,
280,280,,FALSE,Castrol Trading (Guangzhou) Limited,Castrol Trading (Guangzhou) Limited,,,,,,,,,,,,,
279,279,,FALSE,"Castrol DongFeng Lubricant Co, Ltd","Castrol DongFeng Lubricant Co, Ltd",,,,,,,,,,,,,
278,278,,FALSE,Castrol (Shenzhen) Company Limited,Castrol (Shenzhen) Company Limited,,,,,,,,,,,,,
277,277,,FALSE,"BPZR (Ningbo)LPG Co ,Ltd","BPZR (Ningbo)LPG Co ,Ltd",,,,,,,,,,,,,
276,276,,FALSE,BP Zhuhai Chemical Company Limited,BP Zhuhai Chemical Company Limited,,,,,,,,,,,,,
275,275,,FALSE,"BP ZhongShan LPG Co ,Ltd","BP ZhongShan LPG Co ,Ltd",,,,,,,,,,,,,
274,274,,FALSE,BP Chemicals Investments Limited,BP Chemicals Investments Limited,,,,,,,,,,,,,
273,273,,FALSE,BP YPC Acetyls Company (Nanjing) Limited,BP YPC Acetyls Company (Nanjing) Limited,,,,,,,,,,,,,
272,272,,FALSE,"BP Sinopec (The.liang) Petroleum Co, Ltd","BP Sinopec (The.liang) Petroleum Co, Ltd",,,,,,,,,,,,,
271,271,,FALSE,BP Quanzhou LPG Company Limited,BP Quanzhou LPG Company Limited,,,,,,,,,,,,,
270,270,,FALSE,"BP PetroChina Petroleum Co , Ltd","BP PetroChina Petroleum Co , Ltd",,,,,,,,,,,,,
269,269,,FALSE,BP Jiangmen LPG Co Limited,BP Jiangmen LPG Co Limited,,,,,,,,,,,,,
268,268,,FALSE,BP Huizhou Limited,BP Huizhou Limited,,,,,,,,,,,,,
267,267,,FALSE,"BP Guangzhou Development Oil Product Co, Ltd","BP Guangzhou Development Oil Product Co, Ltd",,,,,,,,,,,,,
266,266,,FALSE,BP Guangdong Limited,BP Guangdong Limited,,,,,,,,,,,,,
265,265,,FALSE,BP FuJian Ltd,BP FuJian Ltd,,,,,,,,,,,,,
264,264,,FALSE,"BP Foshan LPG Co, Ltd","BP Foshan LPG Co, Ltd",,,,,,,,,,,,,
263,263,,FALSE,BP Asia Pacific Holdings Limited,BP Asia Pacific Holdings Limited,,,,,,,,,,,,,
262,262,,FALSE,BP (Shanghai) Trading Limited,BP (Shanghai) Trading Limited,,,,,,,,,,,,,
261,261,,FALSE,BP (Shanghai) LPG LIMITED,BP (Shanghai) LPG LIMITED,,,,,,,,,,,,,
260,260,,FALSE,BP (China) Industrial Lubricants Limited,BP (China) Industrial Lubricants Limited,,,,,,,,,,,,,
259,259,,FALSE,BP (China) Holdings Limited,BP (China) Holdings Limited,,,,,,,,,,,,,
258,258,,FALSE,Pan American Energy Chile Limitada,Pan American Energy Chile Limitada,,,,,,,,,,,,,
257,257,,FALSE,Foseco Chile Ltda,Foseco Chile Ltda,,,,,,,,,,,,,
256,256,,FALSE,BP Corporation North America Inc,BP Corporation North America Inc,,,,,,,,,,,,,
255,255,,FALSE,Campania de Inversiones El Condor Limitada,Campania de Inversiones El Condor Limitada,,,,,,,,,,,,,
254,254,,FALSE,Burmah Chile S A,Burmah Chile S A,,,,,,,,,,,,,
253,253,,FALSE,BP International Limited,BP International Limited,,,,,,,,,,,,,
252,252,,FALSE,BP Chile Petrolera Limitada,BP Chile Petrolera Limitada,,,,,,,,,,,,,
251,251,,FALSE,Air BP Copec S A,Air BP Copec S A,,,,,,,,,,,,,
250,250,,FALSE,The Baku-Tbilisi-Ceyhan Pipeline Company,The Baku-Tbilisi-Ceyhan Pipeline Company,,,,,,,,,,,,,
249,249,,FALSE,South Caucasus Pipeline Option Gas Company Limited,South Caucasus Pipeline Option Gas Company Limited,,,,,,,,,,,,,
248,248,,FALSE,South Caucasus Pipeline Holding Company Limited,South Caucasus Pipeline Holding Company Limited,,,,,,,,,,,,,
247,247,,FALSE,BP Pipelines (SCP) Limited,BP Pipelines (SCP) Limited,,,,,,,,,,,,,
246,246,,FALSE,South Caucasus Pipeline Company Limited,South Caucasus Pipeline Company Limited,,,,,,,,,,,,,
245,245,,FALSE,Georgian Pipeline Company,Georgian Pipeline Company,,,,,,,,,,,,,
244,244,,FALSE,BP Pipelines (BTC) Limited,BP Pipelines (BTC) Limited,,,,,,,,,,,,,
243,243,,FALSE,BTC International Investment Co,BTC International Investment Co,,,,,,,,,,,,,
242,242,,FALSE,BP Exploration (Caspian Sea) Limited,BP Exploration (Caspian Sea) Limited,,,,,,,,,,,,,
241,241,,FALSE,Azerbaijan International Operating Company,Azerbaijan International Operating Company,,,,,,,,,,,,,
240,240,,FALSE,BP Exploration (Azerbaijan) Limited,BP Exploration (Azerbaijan) Limited,,,,,,,,,,,,,
239,239,,FALSE,Azerbaijan Gas Supply Company Limited,Azerbaijan Gas Supply Company Limited,,,,,,,,,,,,,
238,238,,FALSE,Sunrise Oil Sands Partnership,Sunrise Oil Sands Partnership,,,,,,,,,,,,,
237,237,,FALSE,Welchem Canada Ltd,Welchem Canada Ltd,,,,,,,,,,,,,
236,236,,FALSE,Terre de Grace Partnership,Terre de Grace Partnership,,,,,,,,,,,,,
235,235,,FALSE,Redwater Water Disposal Company Ltd,Redwater Water Disposal Company Ltd,,,,,,,,,,,,,
234,234,,FALSE,ProGas Limited,ProGas Limited,,,,,,,,,,,,,
233,233,,FALSE,Castrol Industrial North America Inc,Castrol Industrial North America Inc,,,,,,,,,,,,,
232,232,,FALSE,LubeCon Canada Ltd,LubeCon Canada Ltd,,,,,,,,,,,,,
231,231,,FALSE,BP Chemical US Sales Company,BP Chemical US Sales Company,,,,,,,,,,,,,
230,230,,FALSE,LAO Chemicals Holding Company,LAO Chemicals Holding Company,,,,,,,,,,,,,
229,229,,FALSE,First-Tier Energy Ltd,First-Tier Energy Ltd,,,,,,,,,,,,,
228,228,,FALSE,Dome Wallis (1980) Limited Partnership,Dome Wallis (1980) Limited Partnership,,,,,,,,,,,,,
227,227,,FALSE,Dome Beaufort Petroleum Limited 1979 Partnership No 3,Dome Beaufort Petroleum Limited 1979 Partnership No 3,,,,,,,,,,,,,
226,226,,FALSE,Dome Beaufort Petroleum Limited 1979 Partnership No 2,Dome Beaufort Petroleum Limited 1979 Partnership No 2,,,,,,,,,,,,,
225,225,,FALSE,Dome Beaufort Petroleum Limited 1979 Partnership No 1,Dome Beaufort Petroleum Limited 1979 Partnership No 1,,,,,,,,,,,,,
224,224,,FALSE,Dome Beaufort Petroleum Limited 1978 Partnership No 4,Dome Beaufort Petroleum Limited 1978 Partnership No 4,,,,,,,,,,,,,
223,223,,FALSE,Dome Beaufort Petroleum Limited 1978 Partnership No 3,Dome Beaufort Petroleum Limited 1978 Partnership No 3,,,,,,,,,,,,,
222,222,,FALSE,Dome Beaufort Petroleum Limited 1978 Partnership No 2,Dome Beaufort Petroleum Limited 1978 Partnership No 2,,,,,,,,,,,,,
221,221,,FALSE,Dome Beaufort Petroleum Limited 1978 Partnership No 1,Dome Beaufort Petroleum Limited 1978 Partnership No 1,,,,,,,,,,,,,
220,220,,FALSE,Dome Beaufort Petroleum Limited 1977 Partnership No 2,Dome Beaufort Petroleum Limited 1977 Partnership No 2,,,,,,,,,,,,,
219,219,,FALSE,Dome Beaufort Petroleum Limited 1977 Partnership No 1,Dome Beaufort Petroleum Limited 1977 Partnership No 1,,,,,,,,,,,,,
218,218,,FALSE,Dome Beaufort Petroleum Limited (March 1980) Limited Partnership,Dome Beaufort Petroleum Limited (March 1980) Limited Partnership,,,,,,,,,,,,,
217,217,,FALSE,Dome Beaufort Petroleum Limited,Dome Beaufort Petroleum Limited,,,,,,,,,,,,,
216,216,,FALSE,BP Canada International Holdings BV,BP Canada International Holdings BV,,,,,,,,,,,,,
215,215,,FALSE,BP Canada Energy Development Company,BP Canada Energy Development Company,,,,,,,,,,,,,
214,214,,FALSE,Amoco Fabrics and Fibers Ltd,Amoco Fabrics and Fibers Ltd,,,,,,,,,,,,,
213,213,,FALSE,BP America Inc,BP America Inc,,,,,,,,,,,,,
212,212,,FALSE,Air BP Canada Limited,Air BP Canada Limited,,,,,,,,,,,,,
211,211,,FALSE,563916 Alberta Ltd,563916 Alberta Ltd,,,,,,,,,,,,,
210,210,,FALSE,BP Canada Energy Group ULC,BP Canada Energy Group ULC,,,,,,,,,,,,,
209,209,,FALSE,1594416 Alberta Ltd,1594416 Alberta Ltd,,,,,,,,,,,,,
208,208,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
207,207,,FALSE,"Petrol Card Service 0 0 D, Sofia / Bulganen","Petrol Card Service 0 0 D, Sofia / Bulganen",,,,,,,,,,,,,
206,206,,FALSE,Vigesimus Administracao E Participacao Ltd,Vigesimus Administracao E Participacao Ltd,,,,,,,,,,,,,
205,205,,FALSE,Tropical Bioenergia SA,Tropical Bioenergia SA,,,,,,,,,,,,,
204,204,,FALSE,Elm Holdings Inc,Elm Holdings Inc,,,,,,,,,,,,,
203,203,,FALSE,TEA Comercio E Participacoes Ltda,TEA Comercio E Participacoes Ltda,,,,,,,,,,,,,
202,202,,FALSE,Burmah Castrol PLC,Burmah Castrol PLC,,,,,,,,,,,,,
201,201,,FALSE,Reax Industria e Comerao Ltda,Reax Industria e Comerao Ltda,,,,,,,,,,,,,
200,200,,FALSE,Platina Bioenergia Ltda,Platina Bioenergia Ltda,,,,,,,,,,,,,
199,199,,FALSE,Pan American Energy do Brasil Ltda,Pan American Energy do Brasil Ltda,,,,,,,,,,,,,
198,198,,FALSE,Central ltumbiara de Bioenergia e Alimentos S A,Central ltumbiara de Bioenergia e Alimentos S A,,,,,,,,,,,,,
197,197,,FALSE,Castrol Servicos Ltda,Castrol Servicos Ltda,,,,,,,,,,,,,
196,196,,FALSE,Castrol Brasil Ltda,Castrol Brasil Ltda,,,,,,,,,,,,,
195,195,,FALSE,Campina Verde Bioenergia Ltda,Campina Verde Bioenergia Ltda,,,,,,,,,,,,,
194,194,,FALSE,BP Alternative Energy International Limited,BP Alternative Energy International Limited,,,,,,,,,,,,,
193,193,,FALSE,BP Solar do Brasil Ltda,BP Solar do Brasil Ltda,,,,,,,,,,,,,
192,192,,FALSE,"BP Energy Exploration Brazil, Inc","BP Energy Exploration Brazil, Inc",,,,,,,,,,,,,
191,191,,FALSE,BP Exploration do Brasil Ltda,BP Exploration do Brasil Ltda,,,,,,,,,,,,,
190,190,,FALSE,BP Energy Europe Limited,BP Energy Europe Limited,,,,,,,,,,,,,
189,189,,FALSE,BP Brasil Ltda,BP Brasil Ltda,,,,,,,,,,,,,
188,188,,FALSE,BP Brasil Investimentos Ltda,BP Brasil Investimentos Ltda,,,,,,,,,,,,,
187,187,,FALSE,Ituiutaba Bioenergia Ltda,Ituiutaba Bioenergia Ltda,,,,,,,,,,,,,
186,186,,FALSE,"BP Biofuels Trading Comercio, Importacao e Exportacao Ltda.","BP Biofuels Trading Comercio, Importacao e Exportacao Ltda.",,,,,,,,,,,,,
185,185,,FALSE,BP Biofuels Brazil Investments Limited,BP Biofuels Brazil Investments Limited,,,,,,,,,,,,,
184,184,,FALSE,BP Biofuels Brasil Participacoes Ltda,BP Biofuels Brasil Participacoes Ltda,,,,,,,,,,,,,
183,183,,FALSE,BP Biocombustiveis S A,BP Biocombustiveis S A,,,,,,,,,,,,,
182,182,,FALSE,"ARCO Exploration, Inc","ARCO Exploration, Inc",,,,,,,,,,,,,
181,181,,FALSE,Arco do Brasil Ltda,Arco do Brasil Ltda,,,,,,,,,,,,,
180,180,,FALSE,Air BP Brasil Ltda,Air BP Brasil Ltda,,,,,,,,,,,,,
179,179,,FALSE, Gas Bolivia Ltda, Gas Bolivia Ltda,,,,,,,,,,,,,
178,178,,FALSE,Pan American Energy LNG LLC,Pan American Energy LNG LLC,,,,,,,,,,,,,
177,177,,FALSE,Pacific LNG Bolivia SRI,Pacific LNG Bolivia SRI,,,,,,,,,,,,,
176,176,,FALSE,Pan American Energy Holdings Ltd,Pan American Energy Holdings Ltd,,,,,,,,,,,,,
175,175,,FALSE,Inversiones Bulo Bulo S A,Inversiones Bulo Bulo S A,,,,,,,,,,,,,
174,174,,FALSE,International Gas Transportation Company Limited,International Gas Transportation Company Limited,,,,,,,,,,,,,
173,173,,FALSE,BP Peru Limited,BP Peru Limited,,,,,,,,,,,,,
172,172,,FALSE,BP LNG Shipping Ltd,BP LNG Shipping Ltd,,,,,,,,,,,,,
171,171,,FALSE,BP P L C,BP P L C,,,,,,,,,,,,,
170,170,,FALSE,BP (Bermuda) Limited,BP (Bermuda) Limited,,,,,,,,,,,,,
169,169,,FALSE,Hydrant Refueling System N V /S A,Hydrant Refueling System N V /S A,,,,,,,,,,,,,
168,168,,FALSE,Brussels Airfuels Services C V,Brussels Airfuels Services C V,,,,,,,,,,,,,
167,167,,FALSE,BP IRAQ N V,BP IRAQ N V,,,,,,,,,,,,,
166,166,,FALSE,BP Amoco Chemical Holding Company,BP Amoco Chemical Holding Company,,,,,,,,,,,,,
165,165,,FALSE,BP Chembel N V,BP Chembel N V,,,,,,,,,,,,,
164,164,,FALSE,BP Capital NOK V 0 F,BP Capital NOK V 0 F,,,,,,,,,,,,,
163,163,,FALSE,BP IFC Belgium BVBA,BP IFC Belgium BVBA,,,,,,,,,,,,,
162,162,,FALSE,BP Capital EURO V 0 F,BP Capital EURO V 0 F,,,,,,,,,,,,,
161,161,,FALSE,BP Aromatics Holdings Limited,BP Aromatics Holdings Limited,,,,,,,,,,,,,
160,160,,FALSE,BP Aromatics Limited N V,BP Aromatics Limited N V,,,,,,,,,,,,,
159,159,,FALSE,BP Caplux S A,BP Caplux S A,,,,,,,,,,,,,
158,158,,FALSE,BP Arobel N V,BP Arobel N V,,,,,,,,,,,,,
157,157,,FALSE,Atlantic 2/3 UK Holdings Limited,Atlantic 2/3 UK Holdings Limited,,,,,,,,,,,,,
156,156,,FALSE,BP TRAIN 2/3 HOLDING SRL,BP TRAIN 2/3 HOLDING SRL,,,,,,,,,,,,,
155,155,,FALSE,BP (Barbados) Holding SRL,BP (Barbados) Holding SRL,,,,,,,,,,,,,
154,154,,FALSE,BP Middle East Limited,BP Middle East Limited,,,,,,,,,,,,,
153,153,,FALSE,Bahrain Aviation Fuelling Company B S C,Bahrain Aviation Fuelling Company B S C,,,,,,,,,,,,,
152,152,,FALSE,Pan American Energy LLC,Pan American Energy LLC,,,,,,,,,,,,,
151,151,,FALSE, P Bolivia Limited, P Bolivia Limited,,,,,,,,,,,,,
150,150,,FALSE,BP Exploration Operating Company Limited,BP Exploration Operating Company Limited,,,,,,,,,,,,,
149,149,,FALSE,BP Exploration (Epsilon) Limited,BP Exploration (Epsilon) Limited,,,,,,,,,,,,,
148,148,,FALSE,Union Texas International Corporation,Union Texas International Corporation,,,,,,,,,,,,,
147,147,,FALSE,BP East Kalimantan Limited,BP East Kalimantan Limited,,,,,,,,,,,,,
146,146,,FALSE,BP Products North America Inc,BP Products North America Inc,,,,,,,,,,,,,
145,145,,FALSE,ARCO Wittenberg investments Limited,ARCO Wittenberg investments Limited,,,,,,,,,,,,,
144,144,,FALSE,BP America Production Company,BP America Production Company,,,,,,,,,,,,,
143,143,,FALSE,ARCO Trinidad Exploration and Production Company Limited,ARCO Trinidad Exploration and Production Company Limited,,,,,,,,,,,,,
142,142,,FALSE,Atlantic Richfield Company,Atlantic Richfield Company,,,,,,,,,,,,,
141,141,,FALSE,ARCO Oman Inc,ARCO Oman Inc,,,,,,,,,,,,,
140,140,,FALSE,ARCO International Investments Inc,ARCO International Investments Inc,,,,,,,,,,,,,
139,139,,FALSE,ARCO Denmark Limited,ARCO Denmark Limited,,,,,,,,,,,,,
138,138,,FALSE,Fork LPG GmbH,Fork LPG GmbH,,,,,,,,,,,,,
137,137,,FALSE,Ruhr Oel GmbH (ROG),Ruhr Oel GmbH (ROG),,,,,,,,,,,,,
136,136,,FALSE,Transalpine Olleitung in Osterreich GmbH,Transalpine Olleitung in Osterreich GmbH,,,,,,,,,,,,,
135,135,,FALSE,Transalpine Olleitung in Osterreich Gesellschaft m b h,Transalpine Olleitung in Osterreich Gesellschaft m b h,,,,,,,,,,,,,
134,134,,FALSE,TLM Tanklager Management GmbH,TLM Tanklager Management GmbH,,,,,,,,,,,,,
133,133,,FALSE,Salzburg Fuelling GmbH,Salzburg Fuelling GmbH,,,,,,,,,,,,,
132,132,,FALSE,Oelwerke Julius Schindler GmbH,Oelwerke Julius Schindler GmbH,,,,,,,,,,,,,
131,131,,FALSE, Co KG, Co KG,,,,,,,,,,,,,
130,130,,FALSE,Erdol-Lagergesellschaft m b H,Erdol-Lagergesellschaft m b H,,,,,,,,,,,,,
129,129,,FALSE,CASTROL Austria GmbH,CASTROL Austria GmbH,,,,,,,,,,,,,
128,128,,FALSE,Aircraft Refuelling Company GmbH,Aircraft Refuelling Company GmbH,,,,,,,,,,,,,
127,127,,FALSE,Adria-Wien Pipeline GmbH,Adria-Wien Pipeline GmbH,,,,,,,,,,,,,
126,126,,FALSE,BP Europa SE,BP Europa SE,,,,,,,,,,,,,
125,125,,FALSE,ABG Autobahn-Betriebe GmbH,ABG Autobahn-Betriebe GmbH,,,,,,,,,,,,,
124,124,,FALSE,BP Solar Pty Limited,BP Solar Pty Limited,,,,,,,,,,,,,
123,123,,FALSE,"Westoil Petroleum, Pty Ltd","Westoil Petroleum, Pty Ltd",,,,,,,,,,,,,
122,122,,FALSE,West Kimberly Fuels Pty Ltd,West Kimberly Fuels Pty Ltd,,,,,,,,,,,,,
121,121,,FALSE,North West Shelf Shipping Service Company Pty Ltd,North West Shelf Shipping Service Company Pty Ltd,,,,,,,,,,,,,
120,120,,FALSE,North West Shelf Liaison Company Pty Ltd,North West Shelf Liaison Company Pty Ltd,,,,,,,,,,,,,
119,119,,FALSE,North West Shelf Gas Pty Limited,North West Shelf Gas Pty Limited,,,,,,,,,,,,,
118,118,,FALSE,North West Shelf Australia LNG Pty Ltd,North West Shelf Australia LNG Pty Ltd,,,,,,,,,,,,,
117,117,,FALSE,No 1 Riverside Quay Pty Ltd,No 1 Riverside Quay Pty Ltd,,,,,,,,,,,,,
116,116,,FALSE,Murray Goulburn Co-Operative Co Limited,Murray Goulburn Co-Operative Co Limited,,,,,,,,,,,,,
115,115,,FALSE,Minza Pty Ltd,Minza Pty Ltd,,,,,,,,,,,,,
114,114,,FALSE,Taradadis Pty Ltd,Taradadis Pty Ltd,,,,,,,,,,,,,
113,113,,FALSE,Goldlink Petroleum Distributors Pty Ltd,Goldlink Petroleum Distributors Pty Ltd,,,,,,,,,,,,,
112,112,,FALSE,Elite Customer Solutions Pty Limited,Elite Customer Solutions Pty Limited,,,,,,,,,,,,,
111,111,,FALSE,Dermody Investments Pty Ltd,Dermody Investments Pty Ltd,,,,,,,,,,,,,
110,110,,FALSE,Dermody Holdings Pty Ltd,Dermody Holdings Pty Ltd,,,,,,,,,,,,,
109,109,,FALSE,Dermody Petroleum Pty Ltd,Dermody Petroleum Pty Ltd,,,,,,,,,,,,,
108,108,,FALSE,Dermody Developments Pty Ltd,Dermody Developments Pty Ltd,,,,,,,,,,,,,
107,107,,FALSE,CO2CRC Technologies Pty Ltd,CO2CRC Technologies Pty Ltd,,,,,,,,,,,,,
106,106,,FALSE,Clansse Holdings Pty Ltd,Clansse Holdings Pty Ltd,,,,,,,,,,,,,
105,105,,FALSE,Castrol Australia Pty Limited,Castrol Australia Pty Limited,,,,,,,,,,,,,
104,104,,FALSE,Cairns Airport Refuelling Services Pty Ltd,Cairns Airport Refuelling Services Pty Ltd,,,,,,,,,,,,,
103,103,,FALSE,Burmah Fuels Australia Pty Ltd (in liquidation),Burmah Fuels Australia Pty Ltd (in liquidation),,,,,,,,,,,,,
102,102,,FALSE,Burmah Castrol Australia Pty Ltd,Burmah Castrol Australia Pty Ltd,,,,,,,,,,,,,
101,101,,FALSE,Brian Jasper Nominees Pty Ltd,Brian Jasper Nominees Pty Ltd,,,,,,,,,,,,,
100,100,,FALSE,200 PS Overseas Holdings Inc,200 PS Overseas Holdings Inc,,,,,,,,,,,,,
99,99,,FALSE,BP Regional Australasia Holdings Pty Ltd,BP Regional Australasia Holdings Pty Ltd,,,,,,,,,,,,,
98,98,,FALSE,BP Refinery (Kwinana) Pty Ltd,BP Refinery (Kwinana) Pty Ltd,,,,,,,,,,,,,
97,97,,TRUE,BP Refinery (Bulwer Island) Pty Limited,BP Refinery (Bulwer Island) Pty Limited,,,,,,,,,,,,,
96,96,,FALSE,BP Lubricants Services Pty Limited,BP Lubricants Services Pty Limited,,,,,,,,,,,,,
95,95,,FALSE,BP Hydrogen Power Australia Pty Ltd,BP Hydrogen Power Australia Pty Ltd,,,,,,,,,,,,,
94,94,,FALSE,BP Finance Australia Pty Ltd,BP Finance Australia Pty Ltd,,,,,,,,,,,,,
93,93,,FALSE,BP Exploration Australia Pty Ltd,BP Exploration Australia Pty Ltd,,,,,,,,,,,,,
92,92,,FALSE,BP Developments Australia Pty Limited,BP Developments Australia Pty Limited,,,,,,,,,,,,,
91,91,,FALSE,BP Developments Australia (No 1) Pty Ltd,BP Developments Australia (No 1) Pty Ltd,,,,,,,,,,,,,
90,90,,FALSE,BP Australia Shipping Proprietary Limited,BP Australia Shipping Proprietary Limited,,,,,,,,,,,,,
89,89,,FALSE,BP Australia Nominees Pty Ltd,BP Australia Nominees Pty Ltd,,,,,,,,,,,,,
88,88,,FALSE,BP Australia Investments Pty Limited,BP Australia Investments Pty Limited,,,,,,,,,,,,,
87,87,,FALSE,BP Australia Group Pty Ltd,BP Australia Group Pty Ltd,,,,,,,,,,,,,
86,86,,FALSE,BP Australia Employee Share Plan Pty Ltd,BP Australia Employee Share Plan Pty Ltd,,,,,,,,,,,,,
85,85,,FALSE,BP Global Investments Limited,BP Global Investments Limited,,,,,,,,,,,,,
84,84,,FALSE,BP Australia Capital Markets Ltd,BP Australia Capital Markets Ltd,,,,,,,,,,,,,
83,83,,FALSE,BP Oil Australia Pty Limited,BP Oil Australia Pty Limited,,,,,,,,,,,,,
