"","Continent","Country","ISO_Code","Country_Code","Metric","Region","Date","Year","Population"
"1","Asia","Afghanistan","AFG",4,"Rural with sanitation","Southern Asia",1990-01-01,1990,12067.57
"2","Europe","Albania","ALB",8,"Rural with sanitation","Southern Europe",1990-01-01,1990,3281.453
"3","Africa","Algeria","DZA",12,"Rural with sanitation","Northern Africa",1990-01-01,1990,25912.364
"4","Europe","Andorra","AND",20,"Rural with sanitation","Southern Europe",1990-01-01,1990,54.511
"5","Africa","Angola","AGO",24,"Rural with sanitation","Middle Africa",1990-01-01,1990,11127.87
"6","North America","Anguilla","AIA",660,"Rural with sanitation","Caribbean",1990-01-01,1990,8.334
"7","North America","Antigua and Barbuda","ATG",28,"Rural with sanitation","Caribbean",1990-01-01,1990,61.906
"8","South America","Argentina","ARG",32,"Rural with sanitation","South America",1990-01-01,1990,32729.74
"9","Asia","Armenia","ARM",51,"Rural with sanitation","Western Asia",1990-01-01,1990,3544.695
"10","North America","Aruba","ABW",533,"Rural with sanitation","Caribbean",1990-01-01,1990,62.148
"11","Oceania","Australia","AUS",36,"Rural with sanitation","Australia and New Zealand",1990-01-01,1990,17096.869
"12","Europe","Austria","AUT",40,"Rural with sanitation","Western Europe",1990-01-01,1990,7706.571
"13","Asia","Azerbaijan","AZE",31,"Rural with sanitation","Western Asia",1990-01-01,1990,7216.503
"14","North America","Bahamas","BHS",44,"Rural with sanitation","Caribbean",1990-01-01,1990,256.338
"15","Asia","Bahrain","BHR",48,"Rural with sanitation","Western Asia",1990-01-01,1990,495.944
"16","Asia","Bangladesh","BGD",50,"Rural with sanitation","Southern Asia",1990-01-01,1990,105983.136
"17","North America","Barbados","BRB",52,"Rural with sanitation","Caribbean",1990-01-01,1990,260.374
"18","Europe","Belarus","BLR",112,"Rural with sanitation","Eastern Europe",1990-01-01,1990,10231.983
"19","Europe","Belgium","BEL",56,"Rural with sanitation","Western Europe",1990-01-01,1990,9978.241
"20","North America","Belize","BLZ",84,"Rural with sanitation","Central America",1990-01-01,1990,187.552
"21","Africa","Benin","BEN",204,"Rural with sanitation","Western Africa",1990-01-01,1990,5001.271
"22","North America","Bermuda","BMU",60,"Rural with sanitation","Northern America",1990-01-01,1990,60.931
"23","Asia","Bhutan","BTN",64,"Rural with sanitation","Southern Asia",1990-01-01,1990,535.505
"24","South America","Bolivia","BOL",68,"Rural with sanitation","South America",1990-01-01,1990,6856.246
"25","Europe","Bosnia and Herzegovina","BIH",70,"Rural with sanitation","Southern Europe",1990-01-01,1990,4526.996
"26","Africa","Botswana","BWA",72,"Rural with sanitation","Southern Africa",1990-01-01,1990,1379.814
"27","South America","Brazil","BRA",76,"Rural with sanitation","South America",1990-01-01,1990,150393.143
"28","North America","British Virgin Islands","VGB",92,"Rural with sanitation","Caribbean",1990-01-01,1990,16.459
"29","Asia","Brunei Darussalam","BRN",96,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,256.939
"30","Europe","Bulgaria","BGR",100,"Rural with sanitation","Eastern Europe",1990-01-01,1990,8821.111
"31","Africa","Burkina Faso","BFA",854,"Rural with sanitation","Western Africa",1990-01-01,1990,8811.033
"32","Africa","Burundi","BDI",108,"Rural with sanitation","Eastern Africa",1990-01-01,1990,5613.141
"33","Asia","Cambodia","KHM",116,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,9008.856
"34","Africa","Cameroon","CMR",120,"Rural with sanitation","Middle Africa",1990-01-01,1990,12070.359
"35","North America","Canada","CAN",124,"Rural with sanitation","Northern America",1990-01-01,1990,27662.44
"36","Africa","Cape Verde","CPV",132,"Rural with sanitation","Western Africa",1990-01-01,1990,341.256
"37","Africa","Central African Republic","CAF",140,"Rural with sanitation","Middle Africa",1990-01-01,1990,2937.832
"38","Africa","Chad","TCD",148,"Rural with sanitation","Middle Africa",1990-01-01,1990,5958.022
"39","South America","Chile","CHL",152,"Rural with sanitation","South America",1990-01-01,1990,13141.202
"40","Asia","China","CHN",156,"Rural with sanitation","Eastern Asia",1990-01-01,1990,1154605.773
"41","South America","Colombia","COL",170,"Rural with sanitation","South America",1990-01-01,1990,34271.563
"42","Africa","Comoros","COM",174,"Rural with sanitation","Eastern Africa",1990-01-01,1990,415.144
"43","Africa","Congo","COG",178,"Rural with sanitation","Middle Africa",1990-01-01,1990,2386.467
"44","Oceania","Cook Islands","COK",184,"Rural with sanitation","Polynesia",1990-01-01,1990,17.613
"45","North America","Costa Rica","CRI",188,"Rural with sanitation","Central America",1990-01-01,1990,3095.994
"46","Africa","Cote d'Ivoire","CIV",384,"Rural with sanitation","Western Africa",1990-01-01,1990,12165.909
"47","Europe","Croatia","HRV",191,"Rural with sanitation","Southern Europe",1990-01-01,1990,4776.374
"48","North America","Cuba","CUB",192,"Rural with sanitation","Caribbean",1990-01-01,1990,10582.082
"49","Asia","Cyprus","CYP",196,"Rural with sanitation","Western Asia",1990-01-01,1990,766.611
"50","Europe","Czech Republic","CZE",203,"Rural with sanitation","Eastern Europe",1990-01-01,1990,10323.701
"51","Africa","Democratic Republic of the Congo","COD",180,"Rural with sanitation","Middle Africa",1990-01-01,1990,34962.676
"52","Europe","Denmark","DNK",208,"Rural with sanitation","Northern Europe",1990-01-01,1990,5140.332
"53","Africa","Djibouti","DJI",262,"Rural with sanitation","Eastern Africa",1990-01-01,1990,588.356
"54","North America","Dominica","DMA",212,"Rural with sanitation","Caribbean",1990-01-01,1990,70.928
"55","North America","Dominican Republic","DOM",214,"Rural with sanitation","Caribbean",1990-01-01,1990,7183.646
"56","South America","Ecuador","ECU",218,"Rural with sanitation","South America",1990-01-01,1990,10218.085
"57","Africa","Egypt","EGY",818,"Rural with sanitation","Northern Africa",1990-01-01,1990,56397.273
"58","North America","El Salvador","SLV",222,"Rural with sanitation","Central America",1990-01-01,1990,5252.082
"59","Africa","Equatorial Guinea","GNQ",226,"Rural with sanitation","Middle Africa",1990-01-01,1990,377.363
"60","Africa","Eritrea","ERI",232,"Rural with sanitation","Eastern Africa",1990-01-01,1990,3139.083
"61","Europe","Estonia","EST",233,"Rural with sanitation","Northern Europe",1990-01-01,1990,1565.32
"62","Africa","Ethiopia","ETH",231,"Rural with sanitation","Eastern Africa",1990-01-01,1990,48057.094
"63","Oceania","Fiji","FJI",242,"Rural with sanitation","Melanesia",1990-01-01,1990,728.626
"64","Europe","Finland","FIN",246,"Rural with sanitation","Northern Europe",1990-01-01,1990,4986.705
"65","Europe","France","FRA",250,"Rural with sanitation","Western Europe",1990-01-01,1990,56943.299
"66","Oceania","French Polynesia","PYF",258,"Rural with sanitation","Polynesia",1990-01-01,1990,198.37
"67","Africa","Gabon","GAB",266,"Rural with sanitation","Middle Africa",1990-01-01,1990,952.269
"68","Africa","Gambia","GMB",270,"Rural with sanitation","Western Africa",1990-01-01,1990,916.811
"69","Asia","Georgia","GEO",268,"Rural with sanitation","Western Asia",1990-01-01,1990,5460.309
"70","Europe","Germany","DEU",276,"Rural with sanitation","Western Europe",1990-01-01,1990,78958.237
"71","Africa","Ghana","GHA",288,"Rural with sanitation","Western Africa",1990-01-01,1990,14628.26
"72","Europe","Gibraltar","GIB",292,"Rural with sanitation","Southern Europe",1990-01-01,1990,26.833
"73","Europe","Greece","GRC",300,"Rural with sanitation","Southern Europe",1990-01-01,1990,10131.737
"74","North America","Grenada","GRD",308,"Rural with sanitation","Caribbean",1990-01-01,1990,96.286
"75","North America","Guadeloupe","GLP",312,"Rural with sanitation","Caribbean",1990-01-01,1990,389.907
"76","Oceania","Guam","GUM",316,"Rural with sanitation","Micronesia",1990-01-01,1990,130.482
"77","North America","Guatemala","GTM",320,"Rural with sanitation","Central America",1990-01-01,1990,9158.547
"78","Africa","Guinea-Bissau","GNB",624,"Rural with sanitation","Western Africa",1990-01-01,1990,1056.208
"79","Africa","Guinea-Conakry","GIN",324,"Rural with sanitation","Western Africa",1990-01-01,1990,6034.082
"80","South America","Guyana","GUY",328,"Rural with sanitation","South America",1990-01-01,1990,720.282
"81","North America","Haiti","HTI",332,"Rural with sanitation","Caribbean",1990-01-01,1990,7099.733
"82","North America","Honduras","HND",340,"Rural with sanitation","Central America",1990-01-01,1990,4903.363
"83","Europe","Hungary","HUN",348,"Rural with sanitation","Eastern Europe",1990-01-01,1990,10385.061
"84","Europe","Iceland","ISL",352,"Rural with sanitation","Northern Europe",1990-01-01,1990,254.83
"85","Asia","India","IND",356,"Rural with sanitation","Southern Asia",1990-01-01,1990,870601.776
"86","Asia","Indonesia","IDN",360,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,181436.821
"87","Asia","Iran","IRN",364,"Rural with sanitation","Southern Asia",1990-01-01,1990,56169.196
"88","Asia","Iraq","IRQ",368,"Rural with sanitation","Western Asia",1990-01-01,1990,17478.455
"89","Europe","Ireland","IRL",372,"Rural with sanitation","Northern Europe",1990-01-01,1990,3563.106
"90","Asia","Israel","ISR",376,"Rural with sanitation","Western Asia",1990-01-01,1990,4499.161
"91","Europe","Italy","ITA",380,"Rural with sanitation","Southern Europe",1990-01-01,1990,57007.577
"92","North America","Jamaica","JAM",388,"Rural with sanitation","Caribbean",1990-01-01,1990,2385.806
"93","Asia","Japan","JPN",392,"Rural with sanitation","Eastern Asia",1990-01-01,1990,122249.285
"94","Asia","Jordan","JOR",400,"Rural with sanitation","Western Asia",1990-01-01,1990,3358.453
"95","Asia","Kazakhstan","KAZ",398,"Rural with sanitation","Central Asia",1990-01-01,1990,16530.027
"96","Africa","Kenya","KEN",404,"Rural with sanitation","Eastern Africa",1990-01-01,1990,23446.229
"97","Oceania","Kiribati","KIR",296,"Rural with sanitation","Micronesia",1990-01-01,1990,72.411
"98","Asia","Kuwait","KWT",414,"Rural with sanitation","Western Asia",1990-01-01,1990,2058.832
"99","Asia","Kyrgyzstan","KGZ",417,"Rural with sanitation","Central Asia",1990-01-01,1990,4394.502
"100","Asia","Laos","LAO",418,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,4247.839
"101","Europe","Latvia","LVA",428,"Rural with sanitation","Northern Europe",1990-01-01,1990,2663.985
"102","Asia","Lebanon","LBN",422,"Rural with sanitation","Western Asia",1990-01-01,1990,2703.019
"103","Africa","Lesotho","LSO",426,"Rural with sanitation","Southern Africa",1990-01-01,1990,1597.534
"104","Africa","Liberia","LBR",430,"Rural with sanitation","Western Africa",1990-01-01,1990,2102.877
"105","Africa","Libya","LBY",434,"Rural with sanitation","Northern Africa",1990-01-01,1990,4398.419
"106","Europe","Lithuania","LTU",440,"Rural with sanitation","Northern Europe",1990-01-01,1990,3697.393
"107","Europe","Luxembourg","LUX",442,"Rural with sanitation","Western Europe",1990-01-01,1990,381.787
"108","Europe","Macedonia","MKD",807,"Rural with sanitation","Southern Europe",1990-01-01,1990,1996.227
"109","Africa","Madagascar","MDG",450,"Rural with sanitation","Eastern Africa",1990-01-01,1990,11545.782
"110","Africa","Malawi","MWI",454,"Rural with sanitation","Eastern Africa",1990-01-01,1990,9408.998
"111","Asia","Malaysia","MYS",458,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,18211.097
"112","Asia","Maldives","MDV",462,"Rural with sanitation","Southern Asia",1990-01-01,1990,223.179
"113","Africa","Mali","MLI",466,"Rural with sanitation","Western Africa",1990-01-01,1990,8482.075
"114","Europe","Malta","MLT",470,"Rural with sanitation","Southern Europe",1990-01-01,1990,355.707
"115","Oceania","Marshall Islands","MHL",584,"Rural with sanitation","Micronesia",1990-01-01,1990,47.3
"116","Africa","Mauritania","MRT",478,"Rural with sanitation","Western Africa",1990-01-01,1990,2023.665
"117","Africa","Mauritius","MUS",480,"Rural with sanitation","Eastern Africa",1990-01-01,1990,1055.865
"118","North America","Mexico","MEX",484,"Rural with sanitation","Central America",1990-01-01,1990,85609.404
"119","Oceania","Micronesia","FSM",583,"Rural with sanitation","Micronesia",1990-01-01,1990,96.331
"120","Europe","Moldova","MDA",498,"Rural with sanitation","Eastern Europe",1990-01-01,1990,4364.114
"121","Europe","Monaco","MCO",492,"Rural with sanitation","Western Europe",1990-01-01,1990,29.438
"122","Asia","Mongolia","MNG",496,"Rural with sanitation","Eastern Asia",1990-01-01,1990,2184.145
"123","Europe","Montenegro","MNE",499,"Rural with sanitation","Southern Europe",1990-01-01,1990,614.999
"124","Africa","Morocco","MAR",504,"Rural with sanitation","Northern Africa",1990-01-01,1990,24950.128
"125","Africa","Mozambique","MOZ",508,"Rural with sanitation","Eastern Africa",1990-01-01,1990,13371.971
"126","Asia","Myanmar","MMR",104,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,42007.309
"127","Africa","Namibia","NAM",516,"Rural with sanitation","Southern Africa",1990-01-01,1990,1415.447
"128","Oceania","Nauru","NRU",520,"Rural with sanitation","Micronesia",1990-01-01,1990,9.157
"129","Asia","Nepal","NPL",524,"Rural with sanitation","Southern Asia",1990-01-01,1990,18741.688
"130","Europe","Netherlands","NLD",528,"Rural with sanitation","Western Europe",1990-01-01,1990,14915.139
"131","Oceania","New Zealand","NZL",554,"Rural with sanitation","Australia and New Zealand",1990-01-01,1990,3397.534
"132","North America","Nicaragua","NIC",558,"Rural with sanitation","Central America",1990-01-01,1990,4144.564
"133","Africa","Niger","NER",562,"Rural with sanitation","Western Africa",1990-01-01,1990,7911.884
"134","Africa","Nigeria","NGA",566,"Rural with sanitation","Western Africa",1990-01-01,1990,95617.345
"135","Oceania","Niue","NIU",570,"Rural with sanitation","Polynesia",1990-01-01,1990,2.332
"136","Asia","North Korea","PRK",408,"Rural with sanitation","Eastern Asia",1990-01-01,1990,20194.354
"137","Oceania","Northern Mariana Islands","MNP",580,"Rural with sanitation","Micronesia",1990-01-01,1990,43.972
"138","Europe","Norway","NOR",578,"Rural with sanitation","Northern Europe",1990-01-01,1990,4240.375
"139","Asia","Occupied Palestinian Territory","PSE",275,"Rural with sanitation","Western Asia",1990-01-01,1990,2101.156
"140","Asia","Oman","OMN",512,"Rural with sanitation","Western Asia",1990-01-01,1990,1812.159
"141","Asia","Pakistan","PAK",586,"Rural with sanitation","Southern Asia",1990-01-01,1990,107607.639
"142","Oceania","Palau","PLW",585,"Rural with sanitation","Micronesia",1990-01-01,1990,15.089
"143","North America","Panama","PAN",591,"Rural with sanitation","Central America",1990-01-01,1990,2471.01
"144","Oceania","Papua New Guinea","PNG",598,"Rural with sanitation","Melanesia",1990-01-01,1990,4157.903
"145","South America","Paraguay","PRY",600,"Rural with sanitation","South America",1990-01-01,1990,4213.74
"146","South America","Peru","PER",604,"Rural with sanitation","South America",1990-01-01,1990,21826.658
"147","Asia","Philippines","PHL",608,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,61947.34
"148","Europe","Poland","POL",616,"Rural with sanitation","Eastern Europe",1990-01-01,1990,38195.258
"149","Europe","Portugal","PRT",620,"Rural with sanitation","Southern Europe",1990-01-01,1990,9890.319
"150","North America","Puerto Rico","PRI",630,"Rural with sanitation","Caribbean",1990-01-01,1990,3517.984
"151","Asia","Qatar","QAT",634,"Rural with sanitation","Western Asia",1990-01-01,1990,476.478
"152","Europe","Romania","ROU",642,"Rural with sanitation","Eastern Europe",1990-01-01,1990,23489.361
"153","Europe","Russia","RUS",643,"Rural with sanitation","Eastern Europe",1990-01-01,1990,147568.552
"154","Africa","Rwanda","RWA",646,"Rural with sanitation","Eastern Africa",1990-01-01,1990,7259.74
"155","North America","Saint Kitts and Nevis","KNA",659,"Rural with sanitation","Caribbean",1990-01-01,1990,40.833
"156","North America","Saint Lucia","LCA",662,"Rural with sanitation","Caribbean",1990-01-01,1990,138.18
"157","North America","Saint Vincent and the Grenadines","VCT",670,"Rural with sanitation","Caribbean",1990-01-01,1990,107.509
"158","Oceania","Samoa","WSM",882,"Rural with sanitation","Polynesia",1990-01-01,1990,162.865
"159","Europe","San Marino","SMR",674,"Rural with sanitation","Southern Europe",1990-01-01,1990,24.045
"160","Africa","Sao Tome and Principe","STP",678,"Rural with sanitation","Middle Africa",1990-01-01,1990,113.575
"161","Asia","Saudi Arabia","SAU",682,"Rural with sanitation","Western Asia",1990-01-01,1990,16361.453
"162","Africa","Senegal","SEN",686,"Rural with sanitation","Western Africa",1990-01-01,1990,7514.201
"163","Europe","Serbia","SRB",688,"Rural with sanitation","Southern Europe",1990-01-01,1990,9517.67
"164","Africa","Seychelles","SYC",690,"Rural with sanitation","Eastern Africa",1990-01-01,1990,70.627
"165","Africa","Sierra Leone","SLE",694,"Rural with sanitation","Western Africa",1990-01-01,1990,3931.208
"166","Asia","Singapore","SGP",702,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,3016.4
"167","Europe","Slovakia","SVK",703,"Rural with sanitation","Eastern Europe",1990-01-01,1990,5277.709
"168","Europe","Slovenia","SVN",705,"Rural with sanitation","Southern Europe",1990-01-01,1990,2006.52
"169","Oceania","Solomon Islands","SLB",90,"Rural with sanitation","Melanesia",1990-01-01,1990,311.849
"170","Africa","Somalia","SOM",706,"Rural with sanitation","Eastern Africa",1990-01-01,1990,6321.615
"171","Africa","South Africa","ZAF",710,"Rural with sanitation","Southern Africa",1990-01-01,1990,36793.49
"172","Asia","South Korea","KOR",410,"Rural with sanitation","Eastern Asia",1990-01-01,1990,42972.254
"173","Africa","South Sudan","SSD",728,"Rural with sanitation","Eastern Africa",1990-01-01,1990,5762.19
"174","Europe","Spain","ESP",724,"Rural with sanitation","Southern Europe",1990-01-01,1990,39192.055
"175","Asia","Sri Lanka","LKA",144,"Rural with sanitation","Southern Asia",1990-01-01,1990,17330.817
"176","Africa","Sudan","SDN",729,"Rural with sanitation","Northern Africa",1990-01-01,1990,20008.804
"177","South America","Suriname","SUR",740,"Rural with sanitation","South America",1990-01-01,1990,408.276
"178","Europe","Sweden","SWE",752,"Rural with sanitation","Northern Europe",1990-01-01,1990,8559.107
"179","Europe","Switzerland","CHE",756,"Rural with sanitation","Western Europe",1990-01-01,1990,6673.92
"180","Asia","Syria","SYR",760,"Rural with sanitation","Western Asia",1990-01-01,1990,12451.539
"181","Asia","Tajikistan","TJK",762,"Rural with sanitation","Central Asia",1990-01-01,1990,5297.286
"182","Africa","Tanzania","TZA",834,"Rural with sanitation","Eastern Africa",1990-01-01,1990,25458.208
"183","Asia","Thailand","THA",764,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,56582.824
"184","Asia","Timor-Leste","TLS",626,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,740.231
"185","Africa","Togo","TGO",768,"Rural with sanitation","Western Africa",1990-01-01,1990,3786.942
"186","Oceania","Tokelau","TKL",772,"Rural with sanitation","Polynesia",1990-01-01,1990,1.609
"187","Oceania","Tonga","TON",776,"Rural with sanitation","Polynesia",1990-01-01,1990,95.152
"188","North America","Trinidad and Tobago","TTO",780,"Rural with sanitation","Caribbean",1990-01-01,1990,1221.904
"189","Africa","Tunisia","TUN",788,"Rural with sanitation","Northern Africa",1990-01-01,1990,8232.797
"190","Asia","Turkey","TUR",792,"Rural with sanitation","Western Asia",1990-01-01,1990,53994.605
"191","Asia","Turkmenistan","TKM",795,"Rural with sanitation","Central Asia",1990-01-01,1990,3668
"192","North America","Turks and Caicos Islands","TCA",796,"Rural with sanitation","Caribbean",1990-01-01,1990,11.55
"193","Oceania","Tuvalu","TUV",798,"Rural with sanitation","Polynesia",1990-01-01,1990,9.004
"194","Africa","Uganda","UGA",800,"Rural with sanitation","Eastern Africa",1990-01-01,1990,17384.369
"195","Europe","Ukraine","UKR",804,"Rural with sanitation","Eastern Europe",1990-01-01,1990,51370.009
"196","Asia","United Arab Emirates","ARE",784,"Rural with sanitation","Western Asia",1990-01-01,1990,1811.458
"197","Europe","United Kingdom","GBR",826,"Rural with sanitation","Northern Europe",1990-01-01,1990,57110.117
"198","North America","United States of America","USA",840,"Rural with sanitation","Northern America",1990-01-01,1990,252847.81
"199","South America","Uruguay","URY",858,"Rural with sanitation","South America",1990-01-01,1990,3109.987
"200","Asia","Uzbekistan","UZB",860,"Rural with sanitation","Central Asia",1990-01-01,1990,20515.248
"201","Oceania","Vanuatu","VUT",548,"Rural with sanitation","Melanesia",1990-01-01,1990,146.633
"202","South America","Venezuela","VEN",862,"Rural with sanitation","South America",1990-01-01,1990,19861.959
"203","Asia","Viet Nam","VNM",704,"Rural with sanitation","South-eastern Asia",1990-01-01,1990,68209.604
"204","Oceania","Wallis and Futuna Islands","WLF",876,"Rural with sanitation","Polynesia",1990-01-01,1990,13.88
"205","Africa","Western Sahara","ESH",732,"Rural with sanitation","Northern Africa",1990-01-01,1990,216.828
"206","Asia","Yemen","YEM",887,"Rural with sanitation","Western Asia",1990-01-01,1990,11961.099
"207","Africa","Zambia","ZMB",894,"Rural with sanitation","Eastern Africa",1990-01-01,1990,8143.142
"208","Africa","Zimbabwe","ZWE",716,"Rural with sanitation","Eastern Africa",1990-01-01,1990,10484.771
"209","Asia","Afghanistan","AFG",4,"Urban with water","Southern Asia",1990-01-01,1990,12067.57
"210","Europe","Albania","ALB",8,"Urban with water","Southern Europe",1990-01-01,1990,3281.453
"211","Africa","Algeria","DZA",12,"Urban with water","Northern Africa",1990-01-01,1990,25912.364
"212","Europe","Andorra","AND",20,"Urban with water","Southern Europe",1990-01-01,1990,54.511
"213","Africa","Angola","AGO",24,"Urban with water","Middle Africa",1990-01-01,1990,11127.87
"214","North America","Anguilla","AIA",660,"Urban with water","Caribbean",1990-01-01,1990,8.334
"215","North America","Antigua and Barbuda","ATG",28,"Urban with water","Caribbean",1990-01-01,1990,61.906
"216","South America","Argentina","ARG",32,"Urban with water","South America",1990-01-01,1990,32729.74
"217","Asia","Armenia","ARM",51,"Urban with water","Western Asia",1990-01-01,1990,3544.695
"218","North America","Aruba","ABW",533,"Urban with water","Caribbean",1990-01-01,1990,62.148
"219","Oceania","Australia","AUS",36,"Urban with water","Australia and New Zealand",1990-01-01,1990,17096.869
"220","Europe","Austria","AUT",40,"Urban with water","Western Europe",1990-01-01,1990,7706.571
"221","Asia","Azerbaijan","AZE",31,"Urban with water","Western Asia",1990-01-01,1990,7216.503
"222","North America","Bahamas","BHS",44,"Urban with water","Caribbean",1990-01-01,1990,256.338
"223","Asia","Bahrain","BHR",48,"Urban with water","Western Asia",1990-01-01,1990,495.944
"224","Asia","Bangladesh","BGD",50,"Urban with water","Southern Asia",1990-01-01,1990,105983.136
"225","North America","Barbados","BRB",52,"Urban with water","Caribbean",1990-01-01,1990,260.374
"226","Europe","Belarus","BLR",112,"Urban with water","Eastern Europe",1990-01-01,1990,10231.983
"227","Europe","Belgium","BEL",56,"Urban with water","Western Europe",1990-01-01,1990,9978.241
"228","North America","Belize","BLZ",84,"Urban with water","Central America",1990-01-01,1990,187.552
"229","Africa","Benin","BEN",204,"Urban with water","Western Africa",1990-01-01,1990,5001.271
"230","North America","Bermuda","BMU",60,"Urban with water","Northern America",1990-01-01,1990,60.931
"231","Asia","Bhutan","BTN",64,"Urban with water","Southern Asia",1990-01-01,1990,535.505
"232","South America","Bolivia","BOL",68,"Urban with water","South America",1990-01-01,1990,6856.246
"233","Europe","Bosnia and Herzegovina","BIH",70,"Urban with water","Southern Europe",1990-01-01,1990,4526.996
"234","Africa","Botswana","BWA",72,"Urban with water","Southern Africa",1990-01-01,1990,1379.814
"235","South America","Brazil","BRA",76,"Urban with water","South America",1990-01-01,1990,150393.143
"236","North America","British Virgin Islands","VGB",92,"Urban with water","Caribbean",1990-01-01,1990,16.459
"237","Asia","Brunei Darussalam","BRN",96,"Urban with water","South-eastern Asia",1990-01-01,1990,256.939
"238","Europe","Bulgaria","BGR",100,"Urban with water","Eastern Europe",1990-01-01,1990,8821.111
"239","Africa","Burkina Faso","BFA",854,"Urban with water","Western Africa",1990-01-01,1990,8811.033
"240","Africa","Burundi","BDI",108,"Urban with water","Eastern Africa",1990-01-01,1990,5613.141
"241","Asia","Cambodia","KHM",116,"Urban with water","South-eastern Asia",1990-01-01,1990,9008.856
"242","Africa","Cameroon","CMR",120,"Urban with water","Middle Africa",1990-01-01,1990,12070.359
"243","North America","Canada","CAN",124,"Urban with water","Northern America",1990-01-01,1990,27662.44
"244","Africa","Cape Verde","CPV",132,"Urban with water","Western Africa",1990-01-01,1990,341.256
"245","Africa","Central African Republic","CAF",140,"Urban with water","Middle Africa",1990-01-01,1990,2937.832
"246","Africa","Chad","TCD",148,"Urban with water","Middle Africa",1990-01-01,1990,5958.022
"247","South America","Chile","CHL",152,"Urban with water","South America",1990-01-01,1990,13141.202
"248","Asia","China","CHN",156,"Urban with water","Eastern Asia",1990-01-01,1990,1154605.773
"249","South America","Colombia","COL",170,"Urban with water","South America",1990-01-01,1990,34271.563
"250","Africa","Comoros","COM",174,"Urban with water","Eastern Africa",1990-01-01,1990,415.144
"251","Africa","Congo","COG",178,"Urban with water","Middle Africa",1990-01-01,1990,2386.467
"252","Oceania","Cook Islands","COK",184,"Urban with water","Polynesia",1990-01-01,1990,17.613
"253","North America","Costa Rica","CRI",188,"Urban with water","Central America",1990-01-01,1990,3095.994
"254","Africa","Cote d'Ivoire","CIV",384,"Urban with water","Western Africa",1990-01-01,1990,12165.909
"255","Europe","Croatia","HRV",191,"Urban with water","Southern Europe",1990-01-01,1990,4776.374
"256","North America","Cuba","CUB",192,"Urban with water","Caribbean",1990-01-01,1990,10582.082
"257","Asia","Cyprus","CYP",196,"Urban with water","Western Asia",1990-01-01,1990,766.611
"258","Europe","Czech Republic","CZE",203,"Urban with water","Eastern Europe",1990-01-01,1990,10323.701
"259","Africa","Democratic Republic of the Congo","COD",180,"Urban with water","Middle Africa",1990-01-01,1990,34962.676
"260","Europe","Denmark","DNK",208,"Urban with water","Northern Europe",1990-01-01,1990,5140.332
"261","Africa","Djibouti","DJI",262,"Urban with water","Eastern Africa",1990-01-01,1990,588.356
"262","North America","Dominica","DMA",212,"Urban with water","Caribbean",1990-01-01,1990,70.928
"263","North America","Dominican Republic","DOM",214,"Urban with water","Caribbean",1990-01-01,1990,7183.646
"264","South America","Ecuador","ECU",218,"Urban with water","South America",1990-01-01,1990,10218.085
"265","Africa","Egypt","EGY",818,"Urban with water","Northern Africa",1990-01-01,1990,56397.273
"266","North America","El Salvador","SLV",222,"Urban with water","Central America",1990-01-01,1990,5252.082
"267","Africa","Equatorial Guinea","GNQ",226,"Urban with water","Middle Africa",1990-01-01,1990,377.363
"268","Africa","Eritrea","ERI",232,"Urban with water","Eastern Africa",1990-01-01,1990,3139.083
"269","Europe","Estonia","EST",233,"Urban with water","Northern Europe",1990-01-01,1990,1565.32
"270","Africa","Ethiopia","ETH",231,"Urban with water","Eastern Africa",1990-01-01,1990,48057.094
"271","Oceania","Fiji","FJI",242,"Urban with water","Melanesia",1990-01-01,1990,728.626
"272","Europe","Finland","FIN",246,"Urban with water","Northern Europe",1990-01-01,1990,4986.705
"273","Europe","France","FRA",250,"Urban with water","Western Europe",1990-01-01,1990,56943.299
"274","Oceania","French Polynesia","PYF",258,"Urban with water","Polynesia",1990-01-01,1990,198.37
"275","Africa","Gabon","GAB",266,"Urban with water","Middle Africa",1990-01-01,1990,952.269
"276","Africa","Gambia","GMB",270,"Urban with water","Western Africa",1990-01-01,1990,916.811
"277","Asia","Georgia","GEO",268,"Urban with water","Western Asia",1990-01-01,1990,5460.309
"278","Europe","Germany","DEU",276,"Urban with water","Western Europe",1990-01-01,1990,78958.237
"279","Africa","Ghana","GHA",288,"Urban with water","Western Africa",1990-01-01,1990,14628.26
"280","Europe","Gibraltar","GIB",292,"Urban with water","Southern Europe",1990-01-01,1990,26.833
"281","Europe","Greece","GRC",300,"Urban with water","Southern Europe",1990-01-01,1990,10131.737
"282","North America","Grenada","GRD",308,"Urban with water","Caribbean",1990-01-01,1990,96.286
"283","North America","Guadeloupe","GLP",312,"Urban with water","Caribbean",1990-01-01,1990,389.907
