"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"7-charts-3-distribution-5-dumbell-gender-pay-gap","7-charts","3-distribution","5-dumbell","Dumbbell","gender pay gap","7-charts/3-distribution/5-dumbell/gender-pay-gap.html","gender pay gap","geom_segment geom_point","Information is Beautiful","gender-pay-gap-icon.svg",2021-10-22
