"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"7-charts-1-correlation-9-scatter-polar-women-in-space","7-charts","1-correlation","9-scatter-polar","","women in space","7-charts/1-correlation/9-scatter-polar/women-in-space.html","women space astronaut","geom_arc","TidyTuesday","women-in-space-icon.svg",2021-10-22
