"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"7-charts-3-distribution-4-density-corruption-perception-index","7-charts","3-distribution","4-density","","corruption perception index","7-charts/3-distribution/4-density/corruption-perception-index.html","corruption perception index","clean_names stat_halfeye stat_dotsinterval","TidyTuesday Transparency International","corruption-perception-index-icon.svg",2021-10-21
