"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"7-charts-3-distribution-5-dumbell-teacher-worth","7-charts","3-distribution","5-dumbell","Dumbbell","teacher worth","7-charts/3-distribution/5-dumbell/teacher-worth.html","teacher worth","geom_segment geom_point scale_shape_manual dollar_format dup_axis","OECD","teacher-worth-icon.svg",2021-10-22
