"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"13-temporals-2-change-5-area-segmented-facet-california-droughts","13-temporals","2-change","5-area-segmented-facet","area segmented facet","california droughts","13-temporals/2-change/5-area-segmented-facet/california-droughts.html","california droughts","geom_col facet_wrap","TidyTuesday U.S. drought monitor","california-droughts-icon.svg",2021-10-19
