"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"3-ingest-4-pdf-1-structured-global-peace-index-report-2020","3-ingest","4-pdf","1-structured","pdf","global peace index report 2020","3-ingest/4-pdf/1-structured/global-peace-index-report-2020.html","global peace index","extract_tables extract_text pdf_data pdf_text","Vision of Humanity and Institute for Economics & Peace","global-peace-index-report-2020-icon.svg",2021-10-26
