"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"3-ingest-1-tabular-2-excel-data-file-alcohol-consumption-by-country","3-ingest","1-tabular","2-excel-data-file","Excel","alcohol consumption by country","3-ingest/1-tabular/2-excel-data-file/alcohol-consumption-by-country.html","alcohol consumption","read_excel","World Health Organization","alcohol-consumption-by-country-icon.svg",2021-10-26
