"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"4-wranglers-1-evaluate-4-compare-global-education-expenditure","4-wranglers","1-evaluate","4-compare","compare difference intersect","global education expenditure","4-wranglers/1-evaluate/4-compare/global-education-expenditure.html","education expenditure global","subset","Financing-Education","global-education-expenditure-icon.svg",2021-10-26
