"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"14-trees-1-space-filling-4-treemap-the-top-1-percent","14-trees","1-space-filling","4-treemap","","the top 1 percent","14-trees/1-space-filling/4-treemap/the-top-1-percent.html","jobs occupation industry wealth","geom_treemap geom_treemap_subgroup_border geom_treemap_subgroup_text geom_treemap_text","The New York Times","the-top-1-percent-icon.svg",2021-09-22
