"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"14-trees-2-node-link-2-radial-sustainable-development-goals","14-trees","2-node-link","2-radial","","sustainable development goals","14-trees/2-node-link/2-radial/sustainable-development-goals.html","sustainable development goals","graph_from_data_frame create_layout ggraph","UN Statistics Division","sustainable-development-goals-icon.svg",2021-09-23
