"id","activity","subactivity","task","methods","title","url","keywords","commands","sources","icon","last_update"
"7-charts-3-distribution-4-density-parental-education-student-scores","7-charts","3-distribution","4-density","","parental education student scores","7-charts/3-distribution/4-density/parental-education-student-scores.html","parental education student scores","clean_names stat_slab stat_dotsinterval","30DayChartChallenge Kaggle","parental-education-student-scores-icon.svg",2021-10-21
