"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"FR000007150","PARIS LE BOURGET, FR","2020-02-13",,,"48","56","41"
"FR000007150","PARIS LE BOURGET, FR","2020-02-14","0.00",,"50","54",
"FR000007150","PARIS LE BOURGET, FR","2020-02-15","0.00",,"50","58","44"
"FR000007150","PARIS LE BOURGET, FR","2020-02-16","0.02",,"57","65",
"FR000007150","PARIS LE BOURGET, FR","2020-02-17","0.00",,"49","62",
"FR000007150","PARIS LE BOURGET, FR","2020-02-18",,,"46","53","39"
"FR000007150","PARIS LE BOURGET, FR","2020-02-19",,,"46","50","42"
"FR000007150","PARIS LE BOURGET, FR","2020-02-20",,,"48","53",
"FR000007150","PARIS LE BOURGET, FR","2020-02-21",,,"44","51","37"
"FR000007150","PARIS LE BOURGET, FR","2020-02-22","0.00",,"49","56","41"
"FR000007150","PARIS LE BOURGET, FR","2020-02-23","0.00",,"53","57","50"
"FR000007150","PARIS LE BOURGET, FR","2020-02-24","0.02",,"53","56",
"FR000007150","PARIS LE BOURGET, FR","2020-02-25","0.16",,"47","54",
"FR000007150","PARIS LE BOURGET, FR","2020-02-26","0.08",,"40","46","37"
"FR000007150","PARIS LE BOURGET, FR","2020-02-27","0.25",,"42","53","38"
"FR000007150","PARIS LE BOURGET, FR","2020-02-28","0.32",,"43",,"35"
"FR000007150","PARIS LE BOURGET, FR","2020-02-29","0.00",,"48","56","44"
"FR000007150","PARIS LE BOURGET, FR","2020-03-01","0.20",,"43","49","36"
"FR000007150","PARIS LE BOURGET, FR","2020-03-02","0.83",,"44","49","40"
"FR000007150","PARIS LE BOURGET, FR","2020-03-03","0.19",,"42","49","36"
"FR000007150","PARIS LE BOURGET, FR","2020-03-04","0.00",,"43","48","38"
"FR000007150","PARIS LE BOURGET, FR","2020-03-05","0.20",,"48","55",
"FR000007150","PARIS LE BOURGET, FR","2020-03-06","0.60",,"46","50","43"
"FR000007150","PARIS LE BOURGET, FR","2020-03-07","0.00",,"47","53","38"
"FR000007150","PARIS LE BOURGET, FR","2020-03-08","0.00",,"48","52",
"FR000007150","PARIS LE BOURGET, FR","2020-03-09","0.15",,"47","55","42"
"FR000007150","PARIS LE BOURGET, FR","2020-03-10","0.13",,"54","59","45"
"FR000007150","PARIS LE BOURGET, FR","2020-03-11","0.00",,"58","63",
"FR000007150","PARIS LE BOURGET, FR","2020-03-12","0.06",,"52","60",
"FR000007150","PARIS LE BOURGET, FR","2020-03-13","0.00",,"47","54","41"
"FR000007150","PARIS LE BOURGET, FR","2020-03-14",,,"49","53","44"
"FR000007150","PARIS LE BOURGET, FR","2020-03-15","0.00",,"53","63","45"
"FR000007150","PARIS LE BOURGET, FR","2020-03-16","0.00",,"50","57","46"
"FR000007150","PARIS LE BOURGET, FR","2020-03-17","0.00",,"53","60","48"
"FR000007150","PARIS LE BOURGET, FR","2020-03-18","0.00",,"57","65","52"
"FR000007150","PARIS LE BOURGET, FR","2020-03-19","0.00",,"58","70","47"
"FR000007150","PARIS LE BOURGET, FR","2020-03-20","0.00",,"54","64",
"FR000007150","PARIS LE BOURGET, FR","2020-03-21","0.00",,"46","51","44"
"FR000007150","PARIS LE BOURGET, FR","2020-03-22","0.00",,"47","53","42"
"FR000007150","PARIS LE BOURGET, FR","2020-03-23","0.00",,"44","54","36"
"FR000007150","PARIS LE BOURGET, FR","2020-03-24","0.00",,"46","57","35"
"FR000007150","PARIS LE BOURGET, FR","2020-03-25","0.00",,"45","56","35"
"FR000007150","PARIS LE BOURGET, FR","2020-03-26","0.00",,"45","53","38"
"FR000007150","PARIS LE BOURGET, FR","2020-03-27","0.00","6.7","48","57","39"
"FR000007150","PARIS LE BOURGET, FR","2020-03-28","0.00",,"51","63","42"
"FR000007150","PARIS LE BOURGET, FR","2020-03-29","0.00",,"44","57",
"FR000007150","PARIS LE BOURGET, FR","2020-03-30","0.00",,"42","51","32"
"FR000007150","PARIS LE BOURGET, FR","2020-03-31","0.00",,"46","55","37"
"FR000007150","PARIS LE BOURGET, FR","2020-04-01","0.00",,"47","57","36"
"FR000007150","PARIS LE BOURGET, FR","2020-04-02","0.00",,"45","53","37"
"FR000007150","PARIS LE BOURGET, FR","2020-04-03","0.00",,"51","59","45"
"FR000007150","PARIS LE BOURGET, FR","2020-04-04","0.00",,"54","64","43"
"FR000007150","PARIS LE BOURGET, FR","2020-04-05","0.00",,"59","74","45"
"FR000007150","PARIS LE BOURGET, FR","2020-04-06","0.00",,"55","69","50"
"FR000007150","PARIS LE BOURGET, FR","2020-04-07","0.10",,"62","75","52"
"FR000007150","PARIS LE BOURGET, FR","2020-04-08","0.00",,"64","78","52"
"FR000007150","PARIS LE BOURGET, FR","2020-04-09","0.00",,"66","81","52"
"FR000007150","PARIS LE BOURGET, FR","2020-04-10","0.00",,"66","80","54"
"FR000007150","PARIS LE BOURGET, FR","2020-04-11","0.00",,"67","79","57"
"FR000007150","PARIS LE BOURGET, FR","2020-04-12","0.00",,"65","79","57"
"FR000007150","PARIS LE BOURGET, FR","2020-04-13","0.05",,"56","68",
"FR000007150","PARIS LE BOURGET, FR","2020-04-14","0.00",,"48","58","38"
"FR000007150","PARIS LE BOURGET, FR","2020-04-15","0.00",,"55","69","42"
"FR000007150","PARIS LE BOURGET, FR","2020-04-16","0.00",,"63","76","47"
"FR000007150","PARIS LE BOURGET, FR","2020-04-17","0.00",,"66","77","56"
"FR000007150","PARIS LE BOURGET, FR","2020-04-18","0.00",,"65","75","58"
"FR000007150","PARIS LE BOURGET, FR","2020-04-19","0.02",,"61","70","54"
"FR000007150","PARIS LE BOURGET, FR","2020-04-20","0.00",,"61","73","52"
"FR000007150","PARIS LE BOURGET, FR","2020-04-21","0.00",,"61","71","52"
"FR000007150","PARIS LE BOURGET, FR","2020-04-22","0.00",,"64","73","53"
"FR000007150","PARIS LE BOURGET, FR","2020-04-23","0.00",,"67","79","53"
"FR000007150","PARIS LE BOURGET, FR","2020-04-24","0.00",,"66","76","58"
"FR000007150","PARIS LE BOURGET, FR","2020-04-25","0.00",,"62","71",
"FR000007150","PARIS LE BOURGET, FR","2020-04-26","0.00",,"59","71","46"
"FR000007150","PARIS LE BOURGET, FR","2020-04-27","0.00",,"62","78","49"
"FR000007150","PARIS LE BOURGET, FR","2020-04-28","0.13",,"59","67",
"FR000007150","PARIS LE BOURGET, FR","2020-04-29","0.14",,"54","62","51"
"FR000007150","PARIS LE BOURGET, FR","2020-04-30","0.37",,"52","59","48"
"FR000007150","PARIS LE BOURGET, FR","2020-05-01","0.35",,"55","64","48"
"FR000007150","PARIS LE BOURGET, FR","2020-05-02","0.02",,"55","64","46"
"FR000007150","PARIS LE BOURGET, FR","2020-05-03","0.00",,"59","70","51"
"FR000007150","PARIS LE BOURGET, FR","2020-05-04","0.00",,"60","69","54"
"FR000007150","PARIS LE BOURGET, FR","2020-05-05","0.00",,"56","63","52"
"FR000007150","PARIS LE BOURGET, FR","2020-05-06","0.07",,"62","71","54"
"FR000007150","PARIS LE BOURGET, FR","2020-05-07","0.00",,"63","74","49"
"FR000007150","PARIS LE BOURGET, FR","2020-05-08","0.00",,"66","78","53"
"FR000007150","PARIS LE BOURGET, FR","2020-05-09","0.00",,"66","76",
"FR000007150","PARIS LE BOURGET, FR","2020-05-10","1.40",,"63","74",
"FR000007150","PARIS LE BOURGET, FR","2020-05-11","0.60",,"50","66","43"
"FR000007150","PARIS LE BOURGET, FR","2020-05-12","0.00",,"51","60","41"
"FR000007150","PARIS LE BOURGET, FR","2020-05-13","0.00",,"53","63","44"
"FR000007150","PARIS LE BOURGET, FR","2020-05-14","0.00",,"52","62","42"
"FR000007150","PARIS LE BOURGET, FR","2020-05-15","0.00",,"55","66","43"
"FR000007150","PARIS LE BOURGET, FR","2020-05-16","0.00",,"58","68","46"
"FR000007150","PARIS LE BOURGET, FR","2020-05-17","0.00",,"60","71","48"
"FR000007150","PARIS LE BOURGET, FR","2020-05-18","0.00",,"63","76","53"
"FR000007150","PARIS LE BOURGET, FR","2020-05-19","0.00",,"65","77","53"
"FR000007150","PARIS LE BOURGET, FR","2020-05-20","0.00",,"71","84","57"
"FR000007150","PARIS LE BOURGET, FR","2020-05-21","0.00",,"74","87","61"
"FR000007150","PARIS LE BOURGET, FR","2020-05-22","0.00",,"69","83","63"
"FR000007150","PARIS LE BOURGET, FR","2020-05-23","0.14",,"62","69","53"
"FR000007150","PARIS LE BOURGET, FR","2020-05-24","0.02",,"60","70","51"
"FR000007150","PARIS LE BOURGET, FR","2020-05-25","0.00",,"65","76","53"
"FR000007150","PARIS LE BOURGET, FR","2020-05-26","0.00",,"69","79","57"
"FR000007150","PARIS LE BOURGET, FR","2020-05-27","0.00",,"70","80","59"
"FR000007150","PARIS LE BOURGET, FR","2020-05-28","0.00",,"67","78","55"
"FR000007150","PARIS LE BOURGET, FR","2020-05-29","0.00",,"68","78","57"
"FR000007150","PARIS LE BOURGET, FR","2020-05-30","0.00",,"69","79","56"
"FR000007150","PARIS LE BOURGET, FR","2020-05-31","0.00",,"68","76","59"
"FR000007150","PARIS LE BOURGET, FR","2020-06-01","0.00",,"71","82","57"
"FR000007150","PARIS LE BOURGET, FR","2020-06-02","0.00",,"75","87","62"
"FR000007150","PARIS LE BOURGET, FR","2020-06-03","0.00",,"70","83",
"FR000007150","PARIS LE BOURGET, FR","2020-06-04","1.13","6.3","57","75","54"
"FR000007150","PARIS LE BOURGET, FR","2020-06-05","0.13",,"57","64","53"
"FR000007150","PARIS LE BOURGET, FR","2020-06-06","0.06",,"58","66","52"
"FR000007150","PARIS LE BOURGET, FR","2020-06-07","0.00",,"58","69","50"
"FR000007150","PARIS LE BOURGET, FR","2020-06-08","0.00",,"59","67","53"
"FR000007150","PARIS LE BOURGET, FR","2020-06-09","0.00",,"58","68","53"
"FR000007150","PARIS LE BOURGET, FR","2020-06-10","0.00",,"60","70","51"
"FR000007150","PARIS LE BOURGET, FR","2020-06-11","0.02",,"63","76","54"
"FR000007150","PARIS LE BOURGET, FR","2020-06-12","0.32","0.4","62","71","57"
"FR000007150","PARIS LE BOURGET, FR","2020-06-13","0.05",,"65","77","55"
"FR000007150","PARIS LE BOURGET, FR","2020-06-14","0.00",,"64","74","56"
"FR000007150","PARIS LE BOURGET, FR","2020-06-15","0.00",,"64","72","57"
"FR000007150","PARIS LE BOURGET, FR","2020-06-16","0.00",,"65","75","58"
"FR000007150","PARIS LE BOURGET, FR","2020-06-17","0.00",,"64","71","57"
"FR000007150","PARIS LE BOURGET, FR","2020-06-18","0.00",,"64","72","58"
"FR000007150","PARIS LE BOURGET, FR","2020-06-19","0.02",,"63","70","55"
"FR000007150","PARIS LE BOURGET, FR","2020-06-20","0.00",,"68","77","61"
"FR000007150","PARIS LE BOURGET, FR","2020-06-21","0.00",,"64","75","58"
"FR000007150","PARIS LE BOURGET, FR","2020-06-22","0.06",,"66","77","55"
"FR000007150","PARIS LE BOURGET, FR","2020-06-23","0.00",,"74","87","60"
"FR000007150","PARIS LE BOURGET, FR","2020-06-24","0.00","6.3","80","92","64"
"FR000007150","PARIS LE BOURGET, FR","2020-06-25","0.00",,"82","95","68"
"FR000007150","PARIS LE BOURGET, FR","2020-06-26","0.00",,"78","89","70"
"FR000007150","PARIS LE BOURGET, FR","2020-06-27","0.02",,"69","84","65"
"FR000007150","PARIS LE BOURGET, FR","2020-06-28","0.04",,"67","75","61"
"FR000007150","PARIS LE BOURGET, FR","2020-06-29","0.00",,"65","74","59"
"FR000007150","PARIS LE BOURGET, FR","2020-06-30","0.00",,"67","72","61"
"FR000007150","PARIS LE BOURGET, FR","2020-07-01","0.00",,"69","74","64"
"FR000007150","PARIS LE BOURGET, FR","2020-07-02","0.08",,"65","72","59"
"FR000007150","PARIS LE BOURGET, FR","2020-07-03","0.00",,"65","73","56"
"FR000007150","PARIS LE BOURGET, FR","2020-07-04","0.01",,"67","75","58"
"FR000007150","PARIS LE BOURGET, FR","2020-07-05","0.00",,"69","76",
"FR000007150","PARIS LE BOURGET, FR","2020-07-06","0.00",,"63","74","54"
"FR000007150","PARIS LE BOURGET, FR","2020-07-07","0.00",,"66","78","54"
"FR000007150","PARIS LE BOURGET, FR","2020-07-08","0.00",,"71","82","57"
"FR000007150","PARIS LE BOURGET, FR","2020-07-09","0.00",,"76","89","62"
"FR000007150","PARIS LE BOURGET, FR","2020-07-10","0.00",,"67","87",
"FR000007150","PARIS LE BOURGET, FR","2020-07-11","0.00",,"66","76","56"
"FR000007150","PARIS LE BOURGET, FR","2020-07-12","0.00",,"68","80","55"
"FR000007150","PARIS LE BOURGET, FR","2020-07-13","0.00",,"70","82","59"
"FR000007150","PARIS LE BOURGET, FR","2020-07-14","0.00",,"67","78","62"
"FR000007150","PARIS LE BOURGET, FR","2020-07-15","0.00",,"66","72","61"
"FR000007150","PARIS LE BOURGET, FR","2020-07-16","0.00",,"65","70","60"
"FR000007150","PARIS LE BOURGET, FR","2020-07-17","0.00",,"70","81","60"
"FR000007150","PARIS LE BOURGET, FR","2020-07-18","0.00",,"72","84","62"
"FR000007150","PARIS LE BOURGET, FR","2020-07-19","0.00",,"74","88","61"
"FR000007150","PARIS LE BOURGET, FR","2020-07-20","0.00",,"70","84","62"
"FR000007150","PARIS LE BOURGET, FR","2020-07-21","0.00",,"69","80","58"
"FR000007150","PARIS LE BOURGET, FR","2020-07-22","0.00","0.4","68","78","56"
"FR000007150","PARIS LE BOURGET, FR","2020-07-23","0.00",,"72","84","59"
"FR000007150","PARIS LE BOURGET, FR","2020-07-24","0.00",,"70","79","64"
"FR000007150","PARIS LE BOURGET, FR","2020-07-25","0.00",,"71","81","63"
"FR000007150","PARIS LE BOURGET, FR","2020-07-26","0.25",,"69","79","61"
"FR000007150","PARIS LE BOURGET, FR","2020-07-27","0.00",,"75","90","60"
"FR000007150","PARIS LE BOURGET, FR","2020-07-28","0.00",,"69","85",
"FR000007150","PARIS LE BOURGET, FR","2020-07-29","0.00",,"69","81","58"
"FR000007150","PARIS LE BOURGET, FR","2020-07-30","0.00",,"76","92","59"
"FR000007150","PARIS LE BOURGET, FR","2020-07-31","0.00",,"84","103","69"
"FR000007150","PARIS LE BOURGET, FR","2020-08-01","0.00",,"75","89","67"
"FR000007150","PARIS LE BOURGET, FR","2020-08-02","0.00",,"69","79","62"
"FR000007150","PARIS LE BOURGET, FR","2020-08-03","0.00",,"65","74","60"
"FR000007150","PARIS LE BOURGET, FR","2020-08-04","0.00",,"68","80","57"
"FR000007150","PARIS LE BOURGET, FR","2020-08-05","0.00",,"74","89","57"
"FR000007150","PARIS LE BOURGET, FR","2020-08-06","0.00",,"80","95","63"
"FR000007150","PARIS LE BOURGET, FR","2020-08-07","0.00",,"85","99","70"
"FR000007150","PARIS LE BOURGET, FR","2020-08-08","0.00",,"87","100","73"
"FR000007150","PARIS LE BOURGET, FR","2020-08-09","0.00",,"88","102","76"
"FR000007150","PARIS LE BOURGET, FR","2020-08-10","0.00",,"84","98","73"
"FR000007150","PARIS LE BOURGET, FR","2020-08-11","0.00",,"82","98","73"
"FR000007150","PARIS LE BOURGET, FR","2020-08-12","0.08",,"81","98","72"
"FR000007150","PARIS LE BOURGET, FR","2020-08-13","0.58",,"74","84","67"
"FR000007150","PARIS LE BOURGET, FR","2020-08-14","0.24",,"71","81","66"
"FR000007150","PARIS LE BOURGET, FR","2020-08-15","0.00",,"73","83","66"
"FR000007150","PARIS LE BOURGET, FR","2020-08-16","0.00",,"71","82","64"
"FR000007150","PARIS LE BOURGET, FR","2020-08-17","0.30",,"68","76","63"
"FR000007150","PARIS LE BOURGET, FR","2020-08-18","0.20",,"71","81","62"
"FR000007150","PARIS LE BOURGET, FR","2020-08-19","0.00",,"71","79","63"
"FR000007150","PARIS LE BOURGET, FR","2020-08-20","0.02",,"78","89","69"
"FR000007150","PARIS LE BOURGET, FR","2020-08-21","0.09",,"76","85","69"
"FR000007150","PARIS LE BOURGET, FR","2020-08-22","0.00",,"70","80","62"
"FR000007150","PARIS LE BOURGET, FR","2020-08-23","0.00",,"66","74","60"
"FR000007150","PARIS LE BOURGET, FR","2020-08-24","0.00",,"65","73","58"
"FR000007150","PARIS LE BOURGET, FR","2020-08-25",,,"72","85","60"
"FR000007150","PARIS LE BOURGET, FR","2020-08-26","0.00",,"67","78","61"
"FR000007150","PARIS LE BOURGET, FR","2020-08-27","0.00",,"68","80","58"
"FR000007150","PARIS LE BOURGET, FR","2020-08-28","0.02",,"63","75",
"FR000007150","PARIS LE BOURGET, FR","2020-08-29","0.05",,"59","65","54"
"FR000007150","PARIS LE BOURGET, FR","2020-08-30","0.07",,"62","71","56"
"FR000007150","PARIS LE BOURGET, FR","2020-08-31","0.02",,"62","69","56"
"FR000007150","PARIS LE BOURGET, FR","2020-09-01","0.00",,"62","72","53"
"FR000007150","PARIS LE BOURGET, FR","2020-09-02","0.00",,"63","72","52"
"FR000007150","PARIS LE BOURGET, FR","2020-09-03","0.00",,"71","82","59"
"FR000007150","PARIS LE BOURGET, FR","2020-09-04","0.00",,"74","85","65"
"FR000007150","PARIS LE BOURGET, FR","2020-09-05","0.01",,"63","77",
"FR000007150","PARIS LE BOURGET, FR","2020-09-06","0.00",,"60","68","54"
"FR000007150","PARIS LE BOURGET, FR","2020-09-07","0.01",,"64","73","54"
"FR000007150","PARIS LE BOURGET, FR","2020-09-08","0.00",,"69","79","59"
"FR000007150","PARIS LE BOURGET, FR","2020-09-09","0.00",,"72","80","67"
"FR000007150","PARIS LE BOURGET, FR","2020-09-10","0.00",,"70","79","62"
"FR000007150","PARIS LE BOURGET, FR","2020-09-11","0.00",,"70","79","61"
"FR000007150","PARIS LE BOURGET, FR","2020-09-12","0.00","0.4","64","74","58"
"FR000007150","PARIS LE BOURGET, FR","2020-09-13","0.00",,"69","83","57"
"FR000007150","PARIS LE BOURGET, FR","2020-09-14","0.00",,"75","92","59"
"FR000007150","PARIS LE BOURGET, FR","2020-09-15","0.00",,"78","94","64"
"FR000007150","PARIS LE BOURGET, FR","2020-09-16","0.00",,"76","89","66"
"FR000007150","PARIS LE BOURGET, FR","2020-09-17","0.00",,"69","82","63"
"FR000007150","PARIS LE BOURGET, FR","2020-09-18","0.00",,"70","81","58"
"FR000007150","PARIS LE BOURGET, FR","2020-09-19","0.00",,"74","84",
"FR000007150","PARIS LE BOURGET, FR","2020-09-20","0.09",,"72","82","63"
"FR000007150","PARIS LE BOURGET, FR","2020-09-21","0.00",,"68","79","59"
"FR000007150","PARIS LE BOURGET, FR","2020-09-22","0.00",,"67","79","56"
"FR000007150","PARIS LE BOURGET, FR","2020-09-23","0.00",,"64","72",
"FR000007150","PARIS LE BOURGET, FR","2020-09-24","0.37",,"56","64",
"FR000007150","PARIS LE BOURGET, FR","2020-09-25","0.30",,"52","57","48"
"FR000007150","PARIS LE BOURGET, FR","2020-09-26","0.25",,"53","59","48"
"FR000007150","PARIS LE BOURGET, FR","2020-09-27","0.23",,"54","58","51"
"FR000007150","PARIS LE BOURGET, FR","2020-09-28","0.52",,"56","60","54"
"FR000007150","PARIS LE BOURGET, FR","2020-09-29","0.15",,"60","64","56"
"FR000007150","PARIS LE BOURGET, FR","2020-09-30","0.02",,"62","68","58"
"FR000007150","PARIS LE BOURGET, FR","2020-10-01","0.13",,"57","62",
"FR000007150","PARIS LE BOURGET, FR","2020-10-02","0.57",,"55","58","52"
"FR000007150","PARIS LE BOURGET, FR","2020-10-03","0.72",,"53","59","47"
"FR000007150","PARIS LE BOURGET, FR","2020-10-04","0.04",,"53","60","48"
"FR000007150","PARIS LE BOURGET, FR","2020-10-05","0.27",,"54","57","51"
"FR000007150","PARIS LE BOURGET, FR","2020-10-06","0.31",,"56","61","53"
"FR000007150","PARIS LE BOURGET, FR","2020-10-07","0.04",,"58","64","54"
"FR000007150","PARIS LE BOURGET, FR","2020-10-08","0.00",,"62","66","57"
"FR000007150","PARIS LE BOURGET, FR","2020-10-09","0.11",,"59","64",
"FR000007150","PARIS LE BOURGET, FR","2020-10-10","0.06",,"53","59","50"
"FR000007150","PARIS LE BOURGET, FR","2020-10-11","0.06",,"52","57",
"FR000007150","PARIS LE BOURGET, FR","2020-10-12","0.00",,"51","58","46"
"FR000007150","PARIS LE BOURGET, FR","2020-10-13","0.09","0.4","51","56",
"FR000007150","PARIS LE BOURGET, FR","2020-10-14","0.06","0.4","51","58","46"
"FR000007150","PARIS LE BOURGET, FR","2020-10-15","0.02",,"50","57","47"
"FR000007150","PARIS LE BOURGET, FR","2020-10-16","0.00",,"51","59","49"
"FR000007150","PARIS LE BOURGET, FR","2020-10-17","0.00",,"51","56",
"FR000007150","PARIS LE BOURGET, FR","2020-10-18","0.00",,"50","60","44"
"FR000007150","PARIS LE BOURGET, FR","2020-10-19","0.00",,"50","59","42"
"FR000007150","PARIS LE BOURGET, FR","2020-10-20","0.02","0.4","55","58","50"
"FR000007150","PARIS LE BOURGET, FR","2020-10-21","0.44",,"62","70","55"
"FR000007150","PARIS LE BOURGET, FR","2020-10-22","0.01",,"62","68","57"
"FR000007150","PARIS LE BOURGET, FR","2020-10-23","0.00",,"60","66",
"FR000007150","PARIS LE BOURGET, FR","2020-10-24","0.00","0.4","57","61","52"
"FR000007150","PARIS LE BOURGET, FR","2020-10-25","0.06","0.4","53","59",
"FR000007150","PARIS LE BOURGET, FR","2020-10-26","0.50","0.4","51","58","45"
"FR000007150","PARIS LE BOURGET, FR","2020-10-27","0.01","0.4","51",,"46"
"FR000007150","PARIS LE BOURGET, FR","2020-10-28","0.15","0.4","54","58","49"
"FR000007150","PARIS LE BOURGET, FR","2020-10-29","0.12","0.4","55",,"51"
"FR000007150","PARIS LE BOURGET, FR","2020-10-30","0.00","0.4","58","61","56"
"FR000007150","PARIS LE BOURGET, FR","2020-10-31","0.00","0.4","58","64","51"
"FR000007150","PARIS LE BOURGET, FR","2020-11-01","0.05","0.4","61","65","55"
"FR000007150","PARIS LE BOURGET, FR","2020-11-02","0.03","0.4","61","68",
"FR000007150","PARIS LE BOURGET, FR","2020-11-03","0.05","0.4","48","57",
"FR000007150","PARIS LE BOURGET, FR","2020-11-04","0.01","0.4","45","53","38"
"FR000007150","PARIS LE BOURGET, FR","2020-11-05","0.00",,"46","54","40"
"FR000007150","PARIS LE BOURGET, FR","2020-11-06","0.01",,"46","57","39"
"FR000007150","PARIS LE BOURGET, FR","2020-11-07","0.00",,"53","61","44"
"FR000007150","PARIS LE BOURGET, FR","2020-11-08","0.00",,"57","64","51"
"FR000007150","PARIS LE BOURGET, FR","2020-11-12",,,"52","58",
"FR000007150","PARIS LE BOURGET, FR","2020-11-13","0.00",,"55","60","46"
"FR000007150","PARIS LE BOURGET, FR","2020-11-14","0.02",,"57","64","51"
"FR000007150","PARIS LE BOURGET, FR","2020-11-15","0.00",,"56","59",
"FR000007150","PARIS LE BOURGET, FR","2020-11-16","0.17",,"52",,
"FR000007150","PARIS LE BOURGET, FR","2020-11-17","0.00",,"53","56",
"FR000007150","PARIS LE BOURGET, FR","2020-11-18","0.00",,"52","61","44"
"FR000007150","PARIS LE BOURGET, FR","2020-11-19","0.04",,"50","58","47"
"FR000007150","PARIS LE BOURGET, FR","2020-11-20","0.08",,"45","50","42"
"FR000007150","PARIS LE BOURGET, FR","2020-11-21","0.00",,"45","52","39"
"FR000007150","PARIS LE BOURGET, FR","2020-11-22","0.00",,"46","52","40"
"FR000007150","PARIS LE BOURGET, FR","2020-11-23","0.01",,"50","55","47"
"FR000007150","PARIS LE BOURGET, FR","2020-11-24","0.05",,"45","51","42"
"FR000007150","PARIS LE BOURGET, FR","2020-11-25","0.00",,"46","54","39"
"FR000007150","PARIS LE BOURGET, FR","2020-11-26","0.01",,"45","53","40"
"FR000007150","PARIS LE BOURGET, FR","2020-11-27","0.00",,"47","54",
"FR000007150","PARIS LE BOURGET, FR","2020-11-28","0.01",,"45","53","41"
"FR000007150","PARIS LE BOURGET, FR","2020-11-29","0.01",,"39","46",
"FR000007150","PARIS LE BOURGET, FR","2020-11-30","0.00",,"38",,"34"
"FR000007150","PARIS LE BOURGET, FR","2020-12-01","0.04",,"46","49","40"
"FR000007150","PARIS LE BOURGET, FR","2020-12-02","0.00",,"46","47",
"FR000007150","PARIS LE BOURGET, FR","2020-12-03","0.01",,"44",,"42"
"FR000007150","PARIS LE BOURGET, FR","2020-12-04","0.42",,"42","47",
"FR000007150","PARIS LE BOURGET, FR","2020-12-05","0.06",,"41","44","37"
"FR000007150","PARIS LE BOURGET, FR","2020-12-06","0.05",,"41","45",
"FR000007150","PARIS LE BOURGET, FR","2020-12-07","0.00",,"39","42","36"
"FR000007150","PARIS LE BOURGET, FR","2020-12-08","0.00",,"39","42",
"FR000007150","PARIS LE BOURGET, FR","2020-12-09","0.00",,"36","40","31"
"FR000007150","PARIS LE BOURGET, FR","2020-12-10","0.00",,"42","46","38"
"FR000007150","PARIS LE BOURGET, FR","2020-12-11","0.24",,"48","53","43"
"FR000007150","PARIS LE BOURGET, FR","2020-12-12","0.29",,"48","52",
"FR000007150","PARIS LE BOURGET, FR","2020-12-13","0.09",,"43","48","37"
"FR000007150","PARIS LE BOURGET, FR","2020-12-14","0.03",,"51","54","46"
"FR000007150","PARIS LE BOURGET, FR","2020-12-15","0.28",,"50","54",
"FR000007150","PARIS LE BOURGET, FR","2020-12-16","0.06",,"46",,"42"
"FR000007150","PARIS LE BOURGET, FR","2020-12-17","0.11",,"49","51",
"FR000007150","PARIS LE BOURGET, FR","2020-12-18","0.02",,"47","53","42"
"FR000007150","PARIS LE BOURGET, FR","2020-12-19","0.01",,"48","53","43"
"FR000007150","PARIS LE BOURGET, FR","2020-12-20","0.07",,"49","53",
"FR000007150","PARIS LE BOURGET, FR","2020-12-21","0.24",,"51",,"46"
"FR000007150","PARIS LE BOURGET, FR","2020-12-22","0.41",,"58","60","56"
"FR000007150","PARIS LE BOURGET, FR","2020-12-23","0.67",,"54","59",
"FR000007150","PARIS LE BOURGET, FR","2020-12-24","0.35",,"44","52",
"FR000007150","PARIS LE BOURGET, FR","2020-12-25","0.09",,"40","44",
"FR000007150","PARIS LE BOURGET, FR","2020-12-26","0.00",,"39","43","35"
"FR000007150","PARIS LE BOURGET, FR","2020-12-27",,,"42","45",
"FR000007150","PARIS LE BOURGET, FR","2020-12-28","0.48",,"39","42",
"FR000007150","PARIS LE BOURGET, FR","2020-12-29","0.12",,"39",,"35"
"FR000007150","PARIS LE BOURGET, FR","2020-12-30","0.01",,"41","45","37"
"FR000007150","PARIS LE BOURGET, FR","2020-12-31","0.12",,"40","43",
"FR000007150","PARIS LE BOURGET, FR","2021-01-01","0.03",,"36","40","33"
"FR000007150","PARIS LE BOURGET, FR","2021-01-02","0.00",,"36","40","31"
"FR000007150","PARIS LE BOURGET, FR","2021-01-03","0.00",,"38","40","37"
"FR000007150","PARIS LE BOURGET, FR","2021-01-04","0.00",,"38","39","37"
"FR000007150","PARIS LE BOURGET, FR","2021-01-05","0.01",,"38","38","37"
"FR000007150","PARIS LE BOURGET, FR","2021-01-06","0.00",,"38","40","37"
"FR000007150","PARIS LE BOURGET, FR","2021-01-07","0.00",,"38","40",
"FR000007150","PARIS LE BOURGET, FR","2021-01-08","0.01",,"37","40",
"FR000007150","PARIS LE BOURGET, FR","2021-01-09","0.00",,"35","40","32"
"FR000007150","PARIS LE BOURGET, FR","2021-01-10","0.00",,"35","40","31"
"FR000007150","PARIS LE BOURGET, FR","2021-01-11","0.00",,"38","42","33"
"FR000007150","PARIS LE BOURGET, FR","2021-01-12","0.02",,"45","50","40"
"FR000007150","PARIS LE BOURGET, FR","2021-01-13","0.20",,"47","50","42"
"FR000007150","PARIS LE BOURGET, FR","2021-01-14","0.09",,"49","52",
