"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"FR000007150","PARIS LE BOURGET, FR","2021-01-15","0.09",,"36","50",
"FR000007150","PARIS LE BOURGET, FR","2021-01-16","0.00","0.4","34",,"32"
"FR000007150","PARIS LE BOURGET, FR","2021-01-17","0.45","0.4","43","46","34"
"FR000007150","PARIS LE BOURGET, FR","2021-01-18","0.02",,"41","47","37"
"FR000007150","PARIS LE BOURGET, FR","2021-01-19","0.00",,"43","45","40"
"FR000007150","PARIS LE BOURGET, FR","2021-01-20","0.11",,"49","55","42"
"FR000007150","PARIS LE BOURGET, FR","2021-01-21","0.27",,"48","55","42"
"FR000007150","PARIS LE BOURGET, FR","2021-01-22","0.52",,"43","50","40"
"FR000007150","PARIS LE BOURGET, FR","2021-01-23","0.01",,"39","44",
"FR000007150","PARIS LE BOURGET, FR","2021-01-24","0.18",,"35","39","31"
"FR000007150","PARIS LE BOURGET, FR","2021-01-25","0.09",,"38","42","35"
"FR000007150","PARIS LE BOURGET, FR","2021-01-26","0.00",,"37","40","34"
"FR000007150","PARIS LE BOURGET, FR","2021-01-27","0.13",,"42",,"36"
"FR000007150","PARIS LE BOURGET, FR","2021-01-28","0.32",,"53","58","46"
"FR000007150","PARIS LE BOURGET, FR","2021-01-29","0.17",,"51","54",
"FR000007150","PARIS LE BOURGET, FR","2021-01-30","0.33",,"50","56","45"
"FR000007150","PARIS LE BOURGET, FR","2021-01-31","0.26",,"47","51","44"
"FR000007150","PARIS LE BOURGET, FR","2021-02-01","0.27",,"48","50",
"FR000007150","PARIS LE BOURGET, FR","2021-02-02","0.10",,"53","60","44"
"FR000007150","PARIS LE BOURGET, FR","2021-02-03","0.10",,"51","56",
"FR000007150","PARIS LE BOURGET, FR","2021-02-04","0.27",,"47","53","42"
"FR000007150","PARIS LE BOURGET, FR","2021-02-05","0.00",,"49","54","45"
"FR000007150","PARIS LE BOURGET, FR","2021-02-06","0.09",,"47","51",
"FR000007150","PARIS LE BOURGET, FR","2021-02-07","0.83",,"38","47",
"FR000007150","PARIS LE BOURGET, FR","2021-02-08","0.05",,"31","34",
"FR000007150","PARIS LE BOURGET, FR","2021-02-09","0.00",,"29",,"27"
"FR000007150","PARIS LE BOURGET, FR","2021-02-10","0.07","0.8","26","31",
"FR000007150","PARIS LE BOURGET, FR","2021-02-13",,"0.4","30","33","23"
"FR000007150","PARIS LE BOURGET, FR","2021-02-14","0.00",,"30",,"24"
"FR000007150","PARIS LE BOURGET, FR","2021-02-15","0.01",,"43","48","34"
"FR000007150","PARIS LE BOURGET, FR","2021-02-16","0.02",,"48","53","43"
"FR000007150","PARIS LE BOURGET, FR","2021-02-17","0.00",,"50","56",
"FR000007150","PARIS LE BOURGET, FR","2021-02-18","0.00",,"47","51",
"FR000007150","PARIS LE BOURGET, FR","2021-02-19","0.30",,"44",,"41"
"FR000007150","PARIS LE BOURGET, FR","2021-02-21","0.00",,"58","66","46"
"FR000007150","PARIS LE BOURGET, FR","2021-02-22","0.00",,"55","60","50"
"FR000007150","PARIS LE BOURGET, FR","2021-02-23","0.00",,"58","65","51"
"FR000007150","PARIS LE BOURGET, FR","2021-02-24","0.00",,"57","68","49"
"FR000007150","PARIS LE BOURGET, FR","2021-02-25","0.01",,"55","63","48"
"FR000007150","PARIS LE BOURGET, FR","2021-02-26","0.04",,"49","59",
"FR000007150","PARIS LE BOURGET, FR","2021-02-27","0.02",,"45","53","39"
"FR000007150","PARIS LE BOURGET, FR","2021-02-28","0.00",,"45","53","38"
"FR000007150","PARIS LE BOURGET, FR","2021-03-01","0.00",,"47","58","38"
"FR000007150","PARIS LE BOURGET, FR","2021-03-02","0.00",,"51","63","41"
"FR000007150","PARIS LE BOURGET, FR","2021-03-03","0.00",,"55","66","47"
"FR000007150","PARIS LE BOURGET, FR","2021-03-04","0.01",,"50","58",
"FR000007150","PARIS LE BOURGET, FR","2021-03-05","0.04",,"41","48",
"FR000007150","PARIS LE BOURGET, FR","2021-03-06","0.00",,"41","49","34"
"FR000007150","PARIS LE BOURGET, FR","2021-03-07","0.00",,"40","50","32"
"FR000007150","PARIS LE BOURGET, FR","2021-03-08","0.00",,"40","48","33"
"FR000007150","PARIS LE BOURGET, FR","2021-03-09","0.00",,"45","54","36"
"FR000007150","PARIS LE BOURGET, FR","2021-03-10","0.00",,"45","52","37"
"FR000007150","PARIS LE BOURGET, FR","2021-03-11","0.05",,"51","59","45"
"FR000007150","PARIS LE BOURGET, FR","2021-03-12","0.16",,"46","54","41"
"FR000007150","PARIS LE BOURGET, FR","2021-03-13","0.21",,"47","54",
"FR000007150","PARIS LE BOURGET, FR","2021-03-14","0.31",,"46","53","36"
"FR000007150","PARIS LE BOURGET, FR","2021-03-15","0.09",,"48","52","45"
"FR000007150","PARIS LE BOURGET, FR","2021-03-16","0.11",,"46","51","42"
"FR000007150","PARIS LE BOURGET, FR","2021-03-17","0.09",,"45","51","43"
"FR000007150","PARIS LE BOURGET, FR","2021-03-18","0.12",,"44","47","41"
"FR000007150","PARIS LE BOURGET, FR","2021-03-19","0.12",,"43","49","39"
"FR000007150","PARIS LE BOURGET, FR","2021-03-20","0.00",,"43","50","37"
"FR000007150","PARIS LE BOURGET, FR","2021-03-21","0.00",,"46","54","40"
"FR000007150","PARIS LE BOURGET, FR","2021-03-22","0.00",,"44","49","39"
"FR000007150","PARIS LE BOURGET, FR","2021-03-23","0.00",,"47","59","37"
"FR000007150","PARIS LE BOURGET, FR","2021-03-24","0.00",,"53","66","39"
"FR000007150","PARIS LE BOURGET, FR","2021-03-25","0.06",,"51","59",
"FR000007150","PARIS LE BOURGET, FR","2021-03-26","0.02",,"49","60","41"
"FR000007150","PARIS LE BOURGET, FR","2021-03-27","0.08",,"48","57","40"
"FR000007150","PARIS LE BOURGET, FR","2021-03-28","0.00",,"53","63","42"
"FR000007150","PARIS LE BOURGET, FR","2021-03-29","0.00",,"58","74","43"
"FR000007150","PARIS LE BOURGET, FR","2021-03-30","0.00",,"63","78","49"
"FR000007150","PARIS LE BOURGET, FR","2021-03-31","0.00",,"64","79","51"
"FR000007150","PARIS LE BOURGET, FR","2021-04-01","0.00",,"65","78","54"
"FR000007150","PARIS LE BOURGET, FR","2021-04-02","0.00",,"50","69",
"FR000007150","PARIS LE BOURGET, FR","2021-04-03","0.00",,"47","55","42"
"FR000007150","PARIS LE BOURGET, FR","2021-04-04","0.00",,"47","57","38"
"FR000007150","PARIS LE BOURGET, FR","2021-04-05","0.00",,"42","51",
"FR000007150","PARIS LE BOURGET, FR","2021-04-06","0.02",,"39","46","33"
"FR000007150","PARIS LE BOURGET, FR","2021-04-07","0.02",,"41","50","32"
"FR000007150","PARIS LE BOURGET, FR","2021-04-08","0.00",,"47","56","40"
"FR000007150","PARIS LE BOURGET, FR","2021-04-09","0.00",,"50","62","39"
"FR000007150","PARIS LE BOURGET, FR","2021-04-10","0.57",,"51","59","46"
"FR000007150","PARIS LE BOURGET, FR","2021-04-11","0.54",,"43","54","40"
"FR000007150","PARIS LE BOURGET, FR","2021-04-12","0.02",,"44","54","36"
"FR000007150","PARIS LE BOURGET, FR","2021-04-13","0.02",,"45","54","36"
"FR000007150","PARIS LE BOURGET, FR","2021-04-14","0.00",,"46","54","38"
"FR000007150","PARIS LE BOURGET, FR","2021-04-15","0.00",,"44","53","37"
"FR000007150","PARIS LE BOURGET, FR","2021-04-16","0.00",,"45","53","38"
"FR000007150","PARIS LE BOURGET, FR","2021-04-17","0.00",,"49","59","40"
"FR000007150","PARIS LE BOURGET, FR","2021-04-18","0.00",,"49","59","40"
"FR000007150","PARIS LE BOURGET, FR","2021-04-19","0.00",,"50",,"42"
"FR000007150","PARIS LE BOURGET, FR","2021-04-20","0.00",,"57","67","47"
"FR000007150","PARIS LE BOURGET, FR","2021-04-21","0.01",,"57","69","48"
"FR000007150","PARIS LE BOURGET, FR","2021-04-22","0.00",,"54","65","43"
"FR000007150","PARIS LE BOURGET, FR","2021-04-23","0.00",,"57","68","45"
"FR000007150","PARIS LE BOURGET, FR","2021-04-24","0.00",,"57","70","45"
"FR000007150","PARIS LE BOURGET, FR","2021-04-25","0.00",,"54","65","46"
"FR000007150","PARIS LE BOURGET, FR","2021-04-26","0.00",,"55","67","42"
"FR000007150","PARIS LE BOURGET, FR","2021-04-27","0.00",,"56","68","43"
"FR000007150","PARIS LE BOURGET, FR","2021-04-28","0.00",,"57","69","47"
"FR000007150","PARIS LE BOURGET, FR","2021-04-29","0.03",,"51","58","45"
"FR000007150","PARIS LE BOURGET, FR","2021-04-30","0.00",,"51","58","46"
"FR000007150","PARIS LE BOURGET, FR","2021-05-01","0.00",,"49","55",
"FR000007150","PARIS LE BOURGET, FR","2021-05-02","0.03",,"49","58","42"
"FR000007150","PARIS LE BOURGET, FR","2021-05-03","0.01",,"54","65","42"
"FR000007150","PARIS LE BOURGET, FR","2021-05-04","0.01",,"54","61",
"FR000007150","PARIS LE BOURGET, FR","2021-05-05","0.00",,"48","57","43"
"FR000007150","PARIS LE BOURGET, FR","2021-05-06","0.03",,"48","52","45"
"FR000007150","PARIS LE BOURGET, FR","2021-05-07","0.30",,"51","62","42"
"FR000007150","PARIS LE BOURGET, FR","2021-05-08","0.00",,"60","72","49"
"FR000007150","PARIS LE BOURGET, FR","2021-05-09","0.01",,"67","83","56"
"FR000007150","PARIS LE BOURGET, FR","2021-05-10","0.21",,"60","69",
"FR000007150","PARIS LE BOURGET, FR","2021-05-11","0.00",,"56","63","49"
"FR000007150","PARIS LE BOURGET, FR","2021-05-12","0.02",,"54","61","45"
"FR000007150","PARIS LE BOURGET, FR","2021-05-13","0.20",,"54","64","47"
"FR000007150","PARIS LE BOURGET, FR","2021-05-14","0.00",,"52","58","48"
"FR000007150","PARIS LE BOURGET, FR","2021-05-15","0.24",,"54","63","49"
"FR000007150","PARIS LE BOURGET, FR","2021-05-16","0.32",,"54","64","48"
"FR000007150","PARIS LE BOURGET, FR","2021-05-17","0.12",,"55","62","51"
"FR000007150","PARIS LE BOURGET, FR","2021-05-18","0.07",,"55","63","50"
"FR000007150","PARIS LE BOURGET, FR","2021-05-19","0.04",,"54","61","50"
"FR000007150","PARIS LE BOURGET, FR","2021-05-20","0.16",,"56","64","46"
"FR000007150","PARIS LE BOURGET, FR","2021-05-21","0.00",,"57","67",
"FR000007150","PARIS LE BOURGET, FR","2021-05-22","0.02",,"54","62",
"FR000007150","PARIS LE BOURGET, FR","2021-05-23","0.10",,"56","65","48"
"FR000007150","PARIS LE BOURGET, FR","2021-05-24","0.12",,"53","63","49"
"FR000007150","PARIS LE BOURGET, FR","2021-05-25","0.16",,"53","61","46"
"FR000007150","PARIS LE BOURGET, FR","2021-05-26","0.35",,"55","61","50"
"FR000007150","PARIS LE BOURGET, FR","2021-05-27","0.01",,"60","72","48"
"FR000007150","PARIS LE BOURGET, FR","2021-05-28","0.00",,"63","75","52"
"FR000007150","PARIS LE BOURGET, FR","2021-05-29","0.00",,"65","74","54"
"FR000007150","PARIS LE BOURGET, FR","2021-05-30","0.00",,"66","76","55"
"FR000007150","PARIS LE BOURGET, FR","2021-05-31","0.00",,"68","77","58"
"FR000007150","PARIS LE BOURGET, FR","2021-06-01","0.00",,"72","84","57"
"FR000007150","PARIS LE BOURGET, FR","2021-06-02","0.00",,"72","82","62"
"FR000007150","PARIS LE BOURGET, FR","2021-06-03","0.00",,"72","84","64"
"FR000007150","PARIS LE BOURGET, FR","2021-06-04","1.21",,"65","74",
"FR000007150","PARIS LE BOURGET, FR","2021-06-05","0.10",,"61","68","56"
"FR000007150","PARIS LE BOURGET, FR","2021-06-06","0.00",,"65","75","54"
"FR000007150","PARIS LE BOURGET, FR","2021-06-07","0.00",,"67","76","56"
"FR000007150","PARIS LE BOURGET, FR","2021-06-08","0.00",,"69","79","59"
"FR000007150","PARIS LE BOURGET, FR","2021-06-09","0.00",,"72","83","60"
"FR000007150","PARIS LE BOURGET, FR","2021-06-10","0.00",,"73","82","64"
"FR000007150","PARIS LE BOURGET, FR","2021-06-11","0.00",,"72","80","62"
"FR000007150","PARIS LE BOURGET, FR","2021-06-12","0.00",,"68","79","63"
"FR000007150","PARIS LE BOURGET, FR","2021-06-13","0.00",,"71","81","60"
"FR000007150","PARIS LE BOURGET, FR","2021-06-14","0.00",,"76","88","61"
"FR000007150","PARIS LE BOURGET, FR","2021-06-15","0.00",,"76","86","65"
"FR000007150","PARIS LE BOURGET, FR","2021-06-16","0.00",,"81","92","69"
"FR000007150","PARIS LE BOURGET, FR","2021-06-17","0.53",,"74","86",
"FR000007150","PARIS LE BOURGET, FR","2021-06-18","0.49",,"72","80","66"
"FR000007150","PARIS LE BOURGET, FR","2021-06-19","0.06",,"70","80","65"
"FR000007150","PARIS LE BOURGET, FR","2021-06-20","0.71",,"68","78","60"
"FR000007150","PARIS LE BOURGET, FR","2021-06-21","0.06",,"69","79","62"
