date,Coal,Natural Gas (Dry),Crude Oil,Natural Gas Plant Liquids,Nuclear Electric Power,Hydroelectric Power,Geothermal Energy,Solar Energy,Wind Energy,Biomass Energy
2017 July,1.269894,2.359742,1.638654,0.430728,0.745875,0.237678,0.018021,0.081295,0.145542,0.425652
2017 August,1.422464,2.363596,1.636098,0.42486,0.757067,0.196095,0.017921,0.079435,0.120836,0.43586
2017 September,1.267315,2.333545,1.62825,0.409882,0.712236,0.175081,0.017456,0.074195,0.159419,0.407216
2017 October,1.336964,2.415503,1.720722,0.455074,0.690239,0.158887,0.017034,0.06826,0.229149,0.424109
2017 November,1.295966,2.407015,1.733901,0.449939,0.696756,0.183167,0.017536,0.047416,0.215291,0.427124
2017 December,1.276612,2.521729,1.780545,0.451496,0.770824,0.207784,0.018253,0.045697,0.210266,0.442926
2018 January,1.247895,2.484512,1.772855,0.438687,0.780754,0.234696,0.018072,0.048632,0.247728,0.435264
2018 February,1.211684,2.285624,1.641932,0.416809,0.677639,0.236277,0.016896,0.057253,0.220974,0.404063
2018 March,1.316956,2.556243,1.855654,0.478669,0.701095,0.238991,0.018179,0.074537,0.251803,0.432514
2018 April,1.195198,2.481294,1.797703,0.472842,0.617991,0.254942,0.016405,0.087297,0.247018,0.414255
2018 May,1.259803,2.583146,1.852309,0.495674,0.704102,0.27965,0.018399,0.099508,0.216076,0.428991
