"animals","unit","geo","time","values"
"A4200","THS_HD","AT","2017-01-01",91.13
"A4200","THS_HD","AT1","2017-01-01",17.95
"A4200","THS_HD","AT11","2017-01-01",1.24
"A4200","THS_HD","AT12","2017-01-01",16.56
"A4200","THS_HD","AT13","2017-01-01",0.16
"A4200","THS_HD","AT2","2017-01-01",13.58
"A4200","THS_HD","AT21","2017-01-01",5.37
"A4200","THS_HD","AT22","2017-01-01",8.21
"A4200","THS_HD","AT3","2017-01-01",59.61
"A4200","THS_HD","AT31","2017-01-01",29.49
"A4200","THS_HD","AT32","2017-01-01",6.69
"A4200","THS_HD","AT33","2017-01-01",18.52
"A4200","THS_HD","AT34","2017-01-01",4.9
"A4200","THS_HD","BA","2017-01-01",73
"A4200","THS_HD","BG","2017-01-01",256.97
"A4200","THS_HD","BG3","2017-01-01",131.67
"A4200","THS_HD","BG31","2017-01-01",46.4
"A4200","THS_HD","BG32","2017-01-01",22.48
"A4200","THS_HD","BG33","2017-01-01",23.94
"A4200","THS_HD","BG34","2017-01-01",38.84
"A4200","THS_HD","BG4","2017-01-01",125.3
"A4200","THS_HD","BG41","2017-01-01",91.61
"A4200","THS_HD","BG42","2017-01-01",33.69
"A4200","THS_HD","DE","2017-01-01",140
"A4200","THS_HD","EL","2017-01-01",3767.8
"A4200","THS_HD","EL3","2017-01-01",29.6
"A4200","THS_HD","EL30","2017-01-01",35.3
"A4200","THS_HD","EL4","2017-01-01",859.1
"A4200","THS_HD","EL41","2017-01-01",98.4
"A4200","THS_HD","EL42","2017-01-01",211
"A4200","THS_HD","EL43","2017-01-01",549.7
"A4200","THS_HD","EL5","2017-01-01",1172.9
"A4200","THS_HD","EL51","2017-01-01",377.7
"A4200","THS_HD","EL52","2017-01-01",461.6
"A4200","THS_HD","EL53","2017-01-01",153.2
"A4200","THS_HD","EL54","2017-01-01",180.4
"A4200","THS_HD","EL6","2017-01-01",1706.2
"A4200","THS_HD","EL61","2017-01-01",383.5
"A4200","THS_HD","EL62","2017-01-01",114.2
"A4200","THS_HD","EL63","2017-01-01",452.7
"A4200","THS_HD","EL64","2017-01-01",328.3
"A4200","THS_HD","EL65","2017-01-01",427.4
"A4200","THS_HD","ES","2017-01-01",3061.43
"A4200","THS_HD","ES1","2017-01-01",115
"A4200","THS_HD","ES11","2017-01-01",56.21
"A4200","THS_HD","ES12","2017-01-01",31.02
"A4200","THS_HD","ES13","2017-01-01",27.77
"A4200","THS_HD","ES2","2017-01-01",110.44
"A4200","THS_HD","ES21","2017-01-01",27.44
"A4200","THS_HD","ES22","2017-01-01",13.01
"A4200","THS_HD","ES23","2017-01-01",14.26
"A4200","THS_HD","ES24","2017-01-01",55.73
"A4200","THS_HD","ES3","2017-01-01",35.15
"A4200","THS_HD","ES30","2017-01-01",35.15
"A4200","THS_HD","ES4","2017-01-01",1054.24
"A4200","THS_HD","ES41","2017-01-01",153.59
"A4200","THS_HD","ES42","2017-01-01",594.15
"A4200","THS_HD","ES43","2017-01-01",306.51
"A4200","THS_HD","ES5","2017-01-01",163.09
"A4200","THS_HD","ES51","2017-01-01",72.32
"A4200","THS_HD","ES52","2017-01-01",76.51
"A4200","THS_HD","ES53","2017-01-01",14.27
"A4200","THS_HD","ES6","2017-01-01",1320.58
"A4200","THS_HD","ES61","2017-01-01",1105.88
"A4200","THS_HD","ES62","2017-01-01",214.71
"A4200","THS_HD","ES63","2017-01-01",0
"A4200","THS_HD","ES64","2017-01-01",0
"A4200","THS_HD","ES7","2017-01-01",262.92
"A4200","THS_HD","ES70","2017-01-01",262.92
"A4200","THS_HD","FR","2017-01-01",1213
"A4200","THS_HD","FR1","2017-01-01",2
"A4200","THS_HD","FR10","2017-01-01",2
"A4200","THS_HD","FRB","2017-01-01",134
"A4200","THS_HD","FRB0","2017-01-01",134
"A4200","THS_HD","FRC","2017-01-01",41
"A4200","THS_HD","FRC1","2017-01-01",36
"A4200","THS_HD","FRC2","2017-01-01",5
"A4200","THS_HD","FRD","2017-01-01",7
"A4200","THS_HD","FRD1","2017-01-01",5
"A4200","THS_HD","FRD2","2017-01-01",2
"A4200","THS_HD","FRE","2017-01-01",4
"A4200","THS_HD","FRE1","2017-01-01",2
"A4200","THS_HD","FRE2","2017-01-01",1
"A4200","THS_HD","FRF","2017-01-01",10
"A4200","THS_HD","FRF1","2017-01-01",4
"A4200","THS_HD","FRF2","2017-01-01",1
"A4200","THS_HD","FRF3","2017-01-01",5
"A4200","THS_HD","FRG","2017-01-01",156
"A4200","THS_HD","FRG0","2017-01-01",156
"A4200","THS_HD","FRH","2017-01-01",29
"A4200","THS_HD","FRH0","2017-01-01",29
"A4200","THS_HD","FRI","2017-01-01",434
"A4200","THS_HD","FRI1","2017-01-01",44
"A4200","THS_HD","FRI2","2017-01-01",22
"A4200","THS_HD","FRI3","2017-01-01",369
"A4200","THS_HD","FRJ","2017-01-01",146
"A4200","THS_HD","FRJ1","2017-01-01",22
"A4200","THS_HD","FRJ2","2017-01-01",124
"A4200","THS_HD","FRK","2017-01-01",160
"A4200","THS_HD","FRK1","2017-01-01",33
"A4200","THS_HD","FRK2","2017-01-01",127
"A4200","THS_HD","FRL","2017-01-01",36
"A4200","THS_HD","FRL0","2017-01-01",36
"A4200","THS_HD","FRM","2017-01-01",32
"A4200","THS_HD","FRM0","2017-01-01",32
"A4200","THS_HD","FRY","2017-01-01",22
"A4200","THS_HD","FRY1","2017-01-01",7
"A4200","THS_HD","FRY2","2017-01-01",3
"A4200","THS_HD","FRY3","2017-01-01",2
"A4200","THS_HD","FRY4","2017-01-01",10
"A4200","THS_HD","HR","2017-01-01",76.8
"A4200","THS_HD","HR03","2017-01-01",47.4
"A4200","THS_HD","HR04","2017-01-01",29.4
"A4200","THS_HD","HU","2017-01-01",80
"A4200","THS_HD","HU1","2017-01-01",7
"A4200","THS_HD","HU10","2017-01-01",7
"A4200","THS_HD","HU11","2017-01-01",1
"A4200","THS_HD","HU12","2017-01-01",7
"A4200","THS_HD","HU2","2017-01-01",27
"A4200","THS_HD","HU21","2017-01-01",8
"A4200","THS_HD","HU22","2017-01-01",8
"A4200","THS_HD","HU23","2017-01-01",11
"A4200","THS_HD","HU3","2017-01-01",46
"A4200","THS_HD","HU31","2017-01-01",12
"A4200","THS_HD","HU32","2017-01-01",17
"A4200","THS_HD","HU33","2017-01-01",17
"A4200","THS_HD","IS","2017-01-01",1.3
"A4200","THS_HD","IS0","2017-01-01",1.3
"A4200","THS_HD","IS00","2017-01-01",1.3
"A4200","THS_HD","IT","2017-01-01",992.08
"A4200","THS_HD","ITC","2017-01-01",193.5
"A4200","THS_HD","ITC1","2017-01-01",69.83
"A4200","THS_HD","ITC2","2017-01-01",5.69
"A4200","THS_HD","ITC3","2017-01-01",5.34
"A4200","THS_HD","ITC4","2017-01-01",112.64
"A4200","THS_HD","ITF","2017-01-01",287.89
"A4200","THS_HD","ITF1","2017-01-01",19.64
"A4200","THS_HD","ITF2","2017-01-01",10.5
"A4200","THS_HD","ITF3","2017-01-01",40.77
"A4200","THS_HD","ITF4","2017-01-01",35.46
"A4200","THS_HD","ITF5","2017-01-01",55.5
"A4200","THS_HD","ITF6","2017-01-01",126.01
"A4200","THS_HD","ITG","2017-01-01",345.04
"A4200","THS_HD","ITG1","2017-01-01",118.56
"A4200","THS_HD","ITG2","2017-01-01",226.48
"A4200","THS_HD","ITH","2017-01-01",89.61
"A4200","THS_HD","ITH1","2017-01-01",31.06
"A4200","THS_HD","ITH2","2017-01-01",12.51
"A4200","THS_HD","ITH3","2017-01-01",19.94
"A4200","THS_HD","ITH4","2017-01-01",5.25
"A4200","THS_HD","ITH5","2017-01-01",20.85
"A4200","THS_HD","ITI","2017-01-01",76.03
"A4200","THS_HD","ITI1","2017-01-01",26.45
"A4200","THS_HD","ITI2","2017-01-01",4.49
"A4200","THS_HD","ITI3","2017-01-01",19.35
"A4200","THS_HD","ITI4","2017-01-01",25.74
"A4200","THS_HD","LT","2017-01-01",14.3
"A4200","THS_HD","LT0","2017-01-01",14.3
"A4200","THS_HD","LT00","2017-01-01",14.3
"A4200","THS_HD","LT01","2017-01-01",2.9
"A4200","THS_HD","LT02","2017-01-01",11.4
"A4200","THS_HD","LV","2017-01-01",12.76
"A4200","THS_HD","LV0","2017-01-01",12.76
"A4200","THS_HD","LV00","2017-01-01",12.76
"A4200","THS_HD","ME","2017-01-01",29
"A4200","THS_HD","ME0","2017-01-01",29
"A4200","THS_HD","ME00","2017-01-01",29
"A4200","THS_HD","MK","2017-01-01",107
"A4200","THS_HD","MK0","2017-01-01",107
"A4200","THS_HD","MK00","2017-01-01",107
"A4200","THS_HD","MT","2017-01-01",5.16
"A4200","THS_HD","MT0","2017-01-01",5.16
"A4200","THS_HD","MT00","2017-01-01",5.16
"A4200","THS_HD","NL","2017-01-01",546
"A4200","THS_HD","NL1","2017-01-01",48
"A4200","THS_HD","NL11","2017-01-01",9
"A4200","THS_HD","NL12","2017-01-01",21
"A4200","THS_HD","NL13","2017-01-01",18
"A4200","THS_HD","NL2","2017-01-01",209
"A4200","THS_HD","NL21","2017-01-01",74
"A4200","THS_HD","NL22","2017-01-01",94
"A4200","THS_HD","NL23","2017-01-01",42
"A4200","THS_HD","NL3","2017-01-01",66
"A4200","THS_HD","NL31","2017-01-01",28
"A4200","THS_HD","NL32","2017-01-01",17
"A4200","THS_HD","NL33","2017-01-01",18
"A4200","THS_HD","NL34","2017-01-01",3
"A4200","THS_HD","NL4","2017-01-01",223
"A4200","THS_HD","NL41","2017-01-01",171
"A4200","THS_HD","NL42","2017-01-01",53
"A4200","THS_HD","PT","2017-01-01",339.65
"A4200","THS_HD","PT1","2017-01-01",325.99
"A4200","THS_HD","PT11","2017-01-01",81.34
"A4200","THS_HD","PT15","2017-01-01",15.59
"A4200","THS_HD","PT16","2017-01-01",112.47
"A4200","THS_HD","PT17","2017-01-01",8.72
"A4200","THS_HD","PT18","2017-01-01",107.88
"A4200","THS_HD","PT2","2017-01-01",6.9
"A4200","THS_HD","PT20","2017-01-01",6.9
"A4200","THS_HD","PT3","2017-01-01",6.76
"A4200","THS_HD","PT30","2017-01-01",6.76
"A4200","THS_HD","RO","2017-01-01",1503.3
"A4200","THS_HD","RO1","2017-01-01",254.5
"A4200","THS_HD","RO11","2017-01-01",115.3
"A4200","THS_HD","RO12","2017-01-01",139.2
"A4200","THS_HD","RO2","2017-01-01",608.6
"A4200","THS_HD","RO21","2017-01-01",230.8
"A4200","THS_HD","RO22","2017-01-01",377.8
"A4200","THS_HD","RO3","2017-01-01",274.8
"A4200","THS_HD","RO31","2017-01-01",261.3
"A4200","THS_HD","RO32","2017-01-01",13.5
"A4200","THS_HD","RO4","2017-01-01",365.4
"A4200","THS_HD","RO41","2017-01-01",286.4
"A4200","THS_HD","RO42","2017-01-01",79
"A4200","THS_HD","RS","2017-01-01",183
"A4200","THS_HD","RS1","2017-01-01",54
"A4200","THS_HD","RS11","2017-01-01",8
"A4200","THS_HD","RS12","2017-01-01",46
"A4200","THS_HD","RS2","2017-01-01",128
"A4200","THS_HD","RS21","2017-01-01",52
"A4200","THS_HD","RS22","2017-01-01",76
"A4200","THS_HD","SE","2017-01-01",0
"A4200","THS_HD","SE1","2017-01-01",0
"A4200","THS_HD","SE11","2017-01-01",0
"A4200","THS_HD","SE12","2017-01-01",0
"A4200","THS_HD","SE2","2017-01-01",0
"A4200","THS_HD","SE21","2017-01-01",0
"A4200","THS_HD","SE22","2017-01-01",0
"A4200","THS_HD","SE23","2017-01-01",0
"A4200","THS_HD","SE3","2017-01-01",0
"A4200","THS_HD","SE31","2017-01-01",0
"A4200","THS_HD","SE32","2017-01-01",0
"A4200","THS_HD","SE33","2017-01-01",0
"A4200","THS_HD","SK","2017-01-01",37.07
"A4200","THS_HD","SK0","2017-01-01",37.07
"A4200","THS_HD","SK01","2017-01-01",0.59
"A4200","THS_HD","SK02","2017-01-01",9.61
"A4200","THS_HD","SK03","2017-01-01",16.68
"A4200","THS_HD","SK04","2017-01-01",10.18
"A4200","THS_HD","TR","2017-01-01",10634.67
"A4200","THS_HD","UK","2017-01-01",105
"A4200","THS_HD","UKC","2017-01-01",1
"A4200","THS_HD","UKD","2017-01-01",7
"A4200","THS_HD","UKE","2017-01-01",18
"A4200","THS_HD","UKF","2017-01-01",8
"A4200","THS_HD","UKG","2017-01-01",10
"A4200","THS_HD","UKH","2017-01-01",4
"A4200","THS_HD","UKI","2017-01-01",0
"A4200","THS_HD","UKJ","2017-01-01",9
"A4200","THS_HD","UKK","2017-01-01",27
"A4200","THS_HD","UKL","2017-01-01",12
"A4200","THS_HD","UKM","2017-01-01",5
"A4200","THS_HD","UKN","2017-01-01",4
"A4200","THS_HD","UKN0","2017-01-01",4
"A4200","THS_HD","BE","2016-01-01",50.8
"A4200","THS_HD","BE1","2016-01-01",0.01
"A4200","THS_HD","BE10","2016-01-01",0.01
"A4200","THS_HD","BE2","2016-01-01",39.15
"A4200","THS_HD","BE21","2016-01-01",18.8
"A4200","THS_HD","BE22","2016-01-01",3.71
"A4200","THS_HD","BE23","2016-01-01",10.42
"A4200","THS_HD","BE24","2016-01-01",0.74
"A4200","THS_HD","BE25","2016-01-01",5.48
"A4200","THS_HD","BE3","2016-01-01",11.64
"A4200","THS_HD","BE31","2016-01-01",0.34
"A4200","THS_HD","BE32","2016-01-01",3.37
"A4200","THS_HD","BE33","2016-01-01",1.8
"A4200","THS_HD","BE34","2016-01-01",1.13
"A4200","THS_HD","BE35","2016-01-01",4.99
"A4200","THS_HD","DE1","2016-01-01",29.78
"A4200","THS_HD","DE2","2016-01-01",37.79
"A4200","THS_HD","DE3","2016-01-01",0.02
"A4200","THS_HD","DE4","2016-01-01",3.9
"A4200","THS_HD","DE5","2016-01-01",0.03
"A4200","THS_HD","DE6","2016-01-01",0.1
"A4200","THS_HD","DE7","2016-01-01",9.37
"A4200","THS_HD","DE8","2016-01-01",1.92
"A4200","THS_HD","DE9","2016-01-01",7.95
"A4200","THS_HD","DEA","2016-01-01",10.65
"A4200","THS_HD","DEB","2016-01-01",5.74
"A4200","THS_HD","DEC","2016-01-01",0.64
"A4200","THS_HD","DED","2016-01-01",7.37
"A4200","THS_HD","DEE","2016-01-01",6.76
"A4200","THS_HD","DEF","2016-01-01",4.29
"A4200","THS_HD","DEG","2016-01-01",12.52
"A4200","THS_HD","FR2","2016-01-01",170
"A4200","THS_HD","FR3","2016-01-01",2
"A4200","THS_HD","FR30","2016-01-01",2
"A4200","THS_HD","FR4","2016-01-01",13
"A4200","THS_HD","FR5","2016-01-01",553
"A4200","THS_HD","FR6","2016-01-01",188
"A4200","THS_HD","FR7","2016-01-01",163
"A4200","THS_HD","FR8","2016-01-01",89
"A4200","THS_HD","FRA","2016-01-01",25
