continent,Country Or Region,Zoo Name,zoo point?,# point,CurveX,CurveY,Lat,Lon,Point,sigmoid,sigmoid EXP,startX,startX offset ,startY,Zoo Order
AP,Malaysia,Zoo Negara Malaysia,False,80,101.587725885,17.582887084,3.210452898,101.759183697,18,0.996687393,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,98.087870874,29.822270877,18.805796762,98.945666710,18,0.987558379,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.591356463,63.130755717,55.763382285,37.576469152,18,0.999845605,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.304956737,57.181012581,48.182257966,16.302773769,18,0.999977882,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.342738011,60.575958617,52.508076303,13.337733240,18,0.999932968,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.528885884,63.059449400,55.672524235,12.521422471,18,0.999849159,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.203114745,68.446381876,62.536518842,24.184888389,18,0.999124369,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.591105972,60.143919379,51.957574693,5.590267169,18,0.999941789,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.886542819,59.066780716,50.585091557,3.887316200,18,0.999959053,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.347035585,56.446315747,47.246112,1.347929,18,0.999982601,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.280156740,63.271300879,55.942464024,-3.268561615,18,0.999838354,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.763918551,51.087065070,40.417389363,-3.763636756,18,0.999996978,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.967647165,48.287527800,38.929749118,-77.049805860,19,0.996273949,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.382685219,44.275847553,33.734294372,-84.372325147,19,0.998159085,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.061266750,45.369110865,35.150159973,-89.994318242,19,0.997768806,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-114.710039150,57.643109918,51.045994812,-114.023673802,19,0.980921750,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.210823319,33.225679483,19.423420970,-99.189568518,19,0.999736979,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,138.631318038,-11.009856817,-34.914404731,138.606100240,19,0.999809524,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,145.751308062,43.528041216,35.716643542,139.771324791,19,0.942626314,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,138.294922298,41.945669468,33.667342425,135.375273784,19,0.951032924,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,136.159386544,42.750501079,34.709665332,135.215270355,19,0.946914223,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.189460368,44.746102152,37.294132295,127.202577126,19,0.935250547,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.943960065,10.761688135,-6.718469464,106.951469929,19,0.998099476,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.702853595,17.034394019,1.405198811,103.790463066,19,0.996317454,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,101.538437733,18.428324389,3.210452898,101.759183697,19,0.995735134,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,97.906568856,30.470298766,18.805796762,98.945666710,19,0.984928743,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.598456628,63.564130625,55.763382285,37.576469152,19,0.999771970,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.306288899,57.710351087,48.182257966,16.302773769,19,0.999964385,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.345404486,61.050539930,52.508076303,13.337733240,19,0.999897254,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.532456821,63.493974409,55.672524235,12.521422471,19,0.999776987,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.209802197,68.794020878,62.536518842,24.184888389,19,0.998803090,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.591560968,60.625469067,51.957574693,5.590267169,19,0.999910214,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.886104501,59.565703607,50.585091557,3.887316200,19,0.999935846,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.346474947,56.987504203,47.246112,1.347929,19,0.999971682,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.285651818,63.702408930,55.942464024,-3.268561615,19,0.999761747,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.764132491,51.714693053,40.417389363,-3.763636756,19,0.999994683,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.943376070,48.807404393,38.929749118,-77.049805860,20,0.995173210,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.386201054,44.861489397,33.734294372,-84.372325147,20,0.997534345,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.083177293,45.936830359,35.150159973,-89.994318242,20,0.997038592,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-114.844928766,58.009616313,51.045994812,-114.023673802,20,0.977172351,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.220750985,33.992471623,19.423420970,-99.189568518,20,0.999614128,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,138.643657471,-9.681826378,-34.914404731,138.606100240,20,0.999716322,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,146.528884768,43.962007754,35.716643542,139.771324791,20,0.935166019,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,138.702759924,42.405576526,33.667342425,135.375273784,20,0.944192848,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,136.286624878,43.197214176,34.709665332,135.215270355,20,0.939759865,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.187851872,45.160100477,37.294132295,127.202577126,20,0.927310378,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.941426578,11.732808002,-6.718469464,106.951469929,20,0.997458325,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.676908837,17.902682641,1.405198811,103.790463066,20,0.995226901,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,101.475058990,19.273761694,3.210452898,101.759183697,20,0.994510642,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,97.687655209,31.118326655,18.805796762,98.945666710,20,0.981753581,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.608941915,63.997505533,55.763382285,37.576469152,20,0.999663228,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.308433970,58.239689594,48.182257966,16.302773769,20,0.999942651,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.349491400,61.525121242,52.508076303,13.337733240,20,0.999842515,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.537735741,63.928499419,55.672524235,12.521422471,20,0.999670296,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.218939331,69.141659880,62.536518842,24.184888389,20,0.998364124,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.592262738,61.107018754,51.957574693,5.590267169,20,0.999861512,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.885417787,60.064626499,50.585091557,3.887316200,20,0.999899487,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.345562513,57.528692658,47.246112,1.347929,20,0.999953913,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.293750169,64.133516980,55.942464024,-3.268561615,20,0.999648849,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.764508855,52.342321035,40.417389363,-3.763636756,20,0.999990646,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.911979862,49.327280987,38.929749118,-77.049805860,21,0.993749333,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.390906090,45.447131240,33.734294372,-84.372325147,21,0.996698291,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.112230358,46.504549853,35.150159973,-89.994318242,21,0.996070340,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-115.005590284,58.376122708,51.045994812,-114.023673802,21,0.972706594,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.235313026,34.759263762,19.423420970,-99.189568518,21,0.999433928,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,138.662032215,-8.353795938,-34.914404731,138.606100240,21,0.999577534,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,147.399719286,44.395974291,35.716643542,139.771324791,21,0.926810981,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,139.163761093,42.865483583,33.667342425,135.375273784,21,0.936461137,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,136.429774432,43.643927273,34.709665332,135.215270355,21,0.931710850,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.186063319,45.574098802,37.294132295,127.202577126,21,0.918481382,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.938041319,12.703927868,-6.718469464,106.951469929,21,0.996601616,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.643328466,18.770971264,1.405198811,103.790463066,21,0.993815396,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,101.393612542,20.119199000,3.210452898,101.759183697,21,0.992937076,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,97.423655273,31.766354544,18.805796762,98.945666710,21,0.977924480,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.624424890,64.430880441,55.763382285,37.576469152,21,0.999502655,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.311887927,58.769028101,48.182257966,16.302773769,21,0.999907655,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.355755122,61.999702555,52.508076303,13.337733240,21,0.999758621,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.545538908,64.363024429,55.672524235,12.521422471,21,0.999512588,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.231420008,69.489298882,62.536518842,24.184888389,21,0.997764527,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.593345072,61.588568442,51.957574693,5.590267169,21,0.999786401,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.884341951,60.563549391,50.585091557,3.887316200,21,0.999842527,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.344077559,58.069881114,47.246112,1.347929,21,0.999924993,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.305684012,64.564625030,55.942464024,-3.268561615,21,0.999482481,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.765170951,52.969949018,40.417389363,-3.763636756,21,0.999983545,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.871397245,49.847157580,38.929749118,-77.049805860,22,0.991908835,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.397199438,46.032773083,33.734294372,-84.372325147,22,0.995580006,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.150732854,47.072269347,35.150159973,-89.994318242,22,0.994787167,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-115.196633225,58.742629103,51.045994812,-114.023673802,22,0.967396353,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.256669814,35.526055902,19.423420970,-99.189568518,22,0.999169646,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,138.689391081,-7.025765498,-34.914404731,138.606100240,22,0.999370886,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,148.372873323,44.829940829,35.716643542,139.771324791,22,0.917474260,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,139.683743006,43.325390641,33.667342425,135.375273784,22,0.927740226,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,136.590477179,44.090640370,34.709665332,135.215270355,22,0.922674854,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.184078918,45.988097128,37.294132295,127.202577126,22,0.908685604,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.933520205,13.675047735,-6.718469464,106.951469929,22,0.995457456,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.599897599,19.639259887,1.405198811,103.790463066,22,0.991989838,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,101.289032111,20.964636305,3.210452898,101.759183697,22,0.990916557,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,97.105759590,32.414382433,18.805796762,98.945666710,22,0.973313666,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.647284704,64.864255349,55.763382285,37.576469152,22,0.999265578,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.317449237,59.298366608,48.182257966,16.302773769,22,0.999851308,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.365354375,62.474283868,52.508076303,13.337733240,22,0.999630052,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.557071892,64.797549438,55.672524235,12.521422471,22,0.999279498,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.248461226,69.836937884,62.536518842,24.184888389,22,0.996945832,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.595014238,62.070118129,51.957574693,5.590267169,22,0.999670565,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.882656584,61.062472282,50.585091557,3.887316200,22,0.999753294,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.341660920,58.611069570,47.246112,1.347929,22,0.999877929,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.323267562,64.995733081,55.942464024,-3.268561615,22,0.999237350,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.766335694,53.597577001,40.417389363,-3.763636756,22,0.999971053,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.818991021,50.367034174,38.929749118,-77.049805860,23,0.989532115,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.405611688,46.618414927,33.734294372,-84.372325147,23,0.994085205,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.201720537,47.639988841,35.150159973,-89.994318242,23,0.993087899,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-115.423359042,59.109135497,51.045994812,-114.023673802,23,0.961094270,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.287985316,36.292848041,19.423420970,-99.189568518,23,0.998782128,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,138.730119869,-5.697735059,-34.914404731,138.606100240,23,0.999063253,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,149.457724174,45.263907366,35.716643542,139.771324791,23,0.907065888,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,140.268839194,43.785297699,33.667342425,135.375273784,23,0.917927247,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,136.770448338,44.537353467,34.709665332,135.215270355,23,0.912555433,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.181882582,46.402095453,37.294132295,127.202577126,23,0.897843627,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.927486202,14.646167602,-6.718469464,106.951469929,23,0.993930429,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.543780660,20.507548509,1.405198811,103.790463066,23,0.989631038,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,101.154885710,21.810073610,3.210452898,101.759183697,23,0.988324816,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,96.723654658,33.062410322,18.805796762,98.945666710,23,0.967771549,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.681029644,65.297630256,55.763382285,37.576469152,23,0.998915612,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.326403157,59.827705115,48.182257966,16.302773769,23,0.999760587,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.380063717,62.948865180,52.508076303,13.337733240,23,0.999433041,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.574114314,65.232074448,55.672524235,12.521422471,23,0.998935057,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.271717337,70.184576886,62.536518842,24.184888389,23,0.995828562,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.597588143,62.551667816,51.957574693,5.590267169,23,0.999491942,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.880016569,61.561395174,50.585091557,3.887316200,23,0.999613517,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.337728232,59.152258025,47.246112,1.347929,23,0.999801340,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.349170447,65.426841131,55.942464024,-3.268561615,23,0.998876241,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.768384651,54.225204984,40.417389363,-3.763636756,23,0.999949077,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.751400883,50.886910767,38.929749118,-77.049805860,24,0.986466775,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.416846275,47.204056770,33.734294372,-84.372325147,24,0.992088895,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.269176024,48.207708335,35.150159973,-89.994318242,24,0.990839809,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-115.691809030,59.475641892,51.045994812,-114.023673802,24,0.953632419,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.333889329,37.059640181,19.423420970,-99.189568518,24,0.998214082,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,138.790737029,-4.369704619,-34.914404731,138.606100240,24,0.998605398,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,150.663814289,45.697873903,35.716643542,139.771324791,24,0.895494311,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,140.925419978,44.245204757,33.667342425,135.375273784,24,0.906915360,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,136.971451398,44.984066564,34.709665332,135.215270355,24,0.901253430,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.179458221,46.816093778,37.294132295,127.202577126,24,0.885876030,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.919440319,15.617287468,-6.718469464,106.951469929,24,0.991894254,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.471362075,21.375837132,1.405198811,103.790463066,24,0.986587021,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,100.983043083,22.655510915,3.210452898,101.759183697,24,0.985004775,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,96.265365141,33.710438211,18.805796762,98.945666710,24,0.961124438,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.730828920,65.731005164,55.763382285,37.576469152,24,0.998399148,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.340818012,60.357043621,48.182257966,16.302773769,24,0.999614536,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.402599555,63.423446493,52.508076303,13.337733240,24,0.999131204,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.599291139,65.666599458,55.672524235,12.521422471,24,0.998426215,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.303432362,70.532215888,62.536518842,24.184888389,24,0.994304908,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.601556550,63.033217504,51.957574693,5.590267169,24,0.999216545,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.875881697,62.060318066,50.585091557,3.887316200,24,0.999394594,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.331328912,59.693446481,47.246112,1.347929,24,0.999676714,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.387317846,65.857949181,55.942464024,-3.268561615,24,0.998344433,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.771988981,54.852832966,40.417389363,-3.763636756,24,0.999910419,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.664367782,51.406787361,38.929749118,-77.049805860,25,0.982519661,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.431832330,47.789698614,33.734294372,-84.372325147,25,0.989425974,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.358302734,48.775427829,35.150159973,-89.994318242,25,0.987869481,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-116.008789909,59.842148287,51.045994812,-114.023673802,25,0.944821600,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.401147974,37.826432321,19.423420970,-99.189568518,25,0.997381780,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,138.880920523,-3.041674179,-34.914404731,138.606100240,25,0.997924222,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,152.000653666,46.131840441,35.716643542,139.771324791,25,0.882668288,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,141.659979872,44.705111815,33.667342425,135.375273784,25,0.894595640,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,137.195264186,45.430779661,34.709665332,135.215270355,25,0.888668882,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.176790113,47.230092104,37.294132295,127.202577126,25,0.872705206,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.908724638,16.588407335,-6.718469464,106.951469929,25,0.989182433,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.378055959,22.244125755,1.405198811,103.790463066,25,0.982665024,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,100.763285366,23.500948220,3.210452898,101.759183697,25,0.980759002,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,95.717127125,34.358466100,18.805796762,98.945666710,25,0.953172698,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.804290117,66.164380072,55.763382285,37.576469152,25,0.997637289,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.364021035,60.886382128,48.182257966,16.302773769,25,0.999379443,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.437117009,63.898027806,52.508076303,13.337733240,25,0.998668889,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.636469765,66.101124467,55.672524235,12.521422471,25,0.997674806,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.346641175,70.879854890,62.536518842,24.184888389,25,0.992229069,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.607673471,63.514767191,51.957574693,5.590267169,25,0.998792045,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.869406851,62.559240957,50.585091557,3.887316200,25,0.999051779,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.320917175,60.234634937,47.246112,1.347929,25,0.999473945,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.443474087,66.289057232,55.942464024,-3.268561615,25,0.997561565,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.778329079,55.480460949,40.417389363,-3.763636756,25,0.999842419,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.552530843,51.926663954,38.929749118,-77.049805860,26,0.977447646,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.451790975,48.375340457,33.734294372,-84.372325147,26,0.985879456,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.475862004,49.343147323,35.150159973,-89.994318242,26,0.983951581,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-116.381863695,60.208654682,51.045994812,-114.023673802,26,0.934451620,0.5,-150,-50,80,21
AM,Mexico,Chapultepec Zoo,False,80,-99.499631063,38.593224460,19.423420970,-99.189568518,26,0.996163088,0.5,-180,-50,80,20
AP,Australia,Adelaide Zoo,False,80,139.015016756,-1.713643740,-34.914404731,138.606100240,26,0.996911364,0.3,271,120,70,19
AP,Japan,Ueno Zoo,False,80,153.477470529,46.565806978,35.716643542,139.771324791,26,0.868499281,0.3,244,120,70,18
AP,Japan,Adventure World,False,80,142.478986998,45.165018873,33.667342425,135.375273784,26,0.880859609,0.3,195,120,70,17
AP,Japan,Kobe Oji Zoo,False,80,137.443634871,45.877492759,34.709665332,135.215270355,26,0.874703492,0.3,153,120,70,16
AP,South Korea,Everland Resort,False,80,127.173863352,47.644090429,37.294132295,127.202577126,26,0.858257570,0.3,127,120,70,15
AP,Indonesia,Taman Safari,False,80,106.894476099,17.559527202,-6.718469464,106.951469929,26,0.985576550,0.3,103,120,70,14
AP,Singapore,Wildlife Reserves Singapore,False,80,103.258085679,23.112414377,1.405198811,103.790463066,26,0.977622235,0.3,80,120,70,13
AP,Malaysia,Zoo Negara Malaysia,False,80,100.482862786,24.346385525,3.210452898,101.759183697,26,0.975341170,0.3,50,120,70,12
AP,Thailand,Chiang Mai Zoo,False,80,95.063320589,35.006493989,18.805796762,98.945666710,26,0.943689773,0.3,30,120,70,11
EU,Russia,Moscow Zoo,False,80,37.912590090,66.597754980,55.763382285,37.576469152,26,0.996514119,0.9,134,40,90,10
EU,Austria,Tiergarten Schönbrunn,False,80,16.401361342,61.415720635,48.182257966,16.302773769,26,0.999001111,0.9,115,40,90,9
EU,Germany,Zoo Berlin,False,80,13.489964828,64.372609118,52.508076303,13.337733240,26,0.997961064,0.9,88,40,90,8
EU,Demark,Zoo København,False,80,12.691338380,66.535649477,55.672524235,12.521422471,26,0.996565869,0.9,62,40,90,7
EU,Finland,Ähtäri Zoo,False,80,24.405431606,71.227493892,62.536518842,24.184888389,26,0.989404658,0.9,45,40,90,6
EU,Netherlands,Ouwehands Dierenpark,False,80,5.617098546,63.996316879,51.957574693,5.590267169,26,0.998137969,0.9,20,40,90,5
EU,Belgium,Pairi Daiza,False,80,3.859271037,63.058163849,50.585091557,3.887316200,26,0.998515132,0.9,-15,40,90,4
EU,France,ZooParc de Beauval,False,80,1.303980685,60.775823392,47.246112,1.347929,26,0.999144107,0.9,-50,40,90,3
EU,UK,Edinburgh Zoo,False,80,-3.526089426,66.720165282,55.942464024,-3.268561615,26,0.996409833,0.9,-75,40,90,2
EU,Spain,Zoo Madrid,False,80,-3.789480555,56.108088932,40.417389363,-3.763636756,26,0.999722814,0.9,-97,40,90,1
AM,USA,Smithsonian's National Zoo,False,80,-76.409203344,52.446540548,38.929749118,-77.049805860,27,0.970947476,0.5,-55,-50,80,24
AM,USA,Zoo Atlanta,False,80,-84.478316304,48.960982300,33.734294372,-84.372325147,27,0.981166084,0.5,-90,-50,80,23
AM,USA,Memphis Zoo,False,80,-90.630575419,49.910866817,35.150159973,-89.994318242,27,0.978795443,0.5,-120,-50,80,22
AM,Canada,Calgary Zoo,False,80,-116.819284769,60.575161077,51.045994812,-114.023673802,27,0.922293039,0.5,-150,-50,80,21
