city_id,name,lon,lat,cable_id
16503,"Koungou, Comoros",45.206894,-12.736801,1865
16809,"BP Clair Ridge, United Kingdom",2.294939,60.441045,1576
16803,"Port Mathurin, Mauritius",63.426978,-19.679717,1901
7660,"Hong Kong, China",114.158717,22.283324,1902
16758,"Baie Longue, SaintMartin",-63.145703,18.059657,1245
10783,"Philipsburg, Sint Maarten",-63.045825,18.030201,1245
9134,"Mamoudzou, Mayotte",45.233286,-12.783309,1872
3017,"Melbourne, Australia",144.967149,-37.817502,1818
4045,"Adelaide, Australia",138.599867,-34.926097,1818
7671,"Hobart, Australia",147.331601,-42.881635,1818
3239,"Perth, Australia",115.857227,-31.953442,1818
3030,"Sydney, Australia",151.206990,-33.869872,1818
3925,"Port Moresby, Papua New Guinea",147.188510,-9.479600,1898
16730,"Kikori, Papua New Guinea",144.240196,-7.413512,1898
16720,"Sisimiut, Greenland",-53.673381,66.939467,1897
16719,"Maniitsoq, Greenland",-52.905718,65.407681,1897
16718,"Aasiaat, Greenland",-52.859111,68.706971,1897
3029,"Singapore, Singapore",103.853106,1.293881,1895
7311,"Dumai, Indonesia",101.447639,1.665609,1895
5862,"Batam, Indonesia",103.962506,1.134726,1895
3012,"Jakarta, Indonesia",106.827861,-6.171594,1895
9595,"Bali, Indonesia",115.596973,-8.464415,1895
9720,"Makassar, Indonesia",119.412401,-5.152185,1895
9716,"Balikpapan, Indonesia",116.831201,-1.265371,1895
16618,"Tarakan, Indonesia",117.578515,3.327352,1895
15115,"Manado, Indonesia",124.839620,1.490829,1895
16717,"Madura, Indonesia",113.283473,-6.902282,1895
5942,"Mtunzini, South Africa",31.757853,-28.950440,1878
4361,"Jeddah, Saudi Arabia",39.182873,21.481542,1878
5896,"Mombasa, Kenya",39.672839,-4.053016,1878
9486,"Zafarana, Egypt",32.649893,29.116658,1878
3259,"Karachi, Pakistan",67.028539,24.889683,1878
4252,"Maputo, Mozambique",32.580631,-25.968166,1878
13489,"Antsiranana, Madagascar",49.292170,-12.275253,1878
9400,"Terre Rouge, Mauritius",57.510086,-20.077813,1901
9400,"Terre Rouge, Mauritius",57.510086,-20.077813,1878
4182,"Dar Es Salaam, Tanzania",39.269690,-6.822985,1878
3212,"Mumbai, India",72.875875,19.076075,1878
5962,"Fujairah, United Arab Emirates",56.333744,25.121665,1878
16693,"Mocha, Yemen",43.247325,13.320291,1878
5950,"Port Sudan, Sudan",37.219691,19.615552,1878
5942,"Mtunzini, South Africa",31.757853,-28.950440,1864
4252,"Maputo, Mozambique",32.580631,-25.968166,1864
4182,"Dar Es Salaam, Tanzania",39.269690,-6.822985,1864
5896,"Mombasa, Kenya",39.672839,-4.053016,1864
4177,"Djibouti City, Djibouti",43.148033,11.594853,1864
4363,"Aqaba, Jordan",35.006972,29.531966,1864
16715,"Quseer, Egypt",34.274355,26.106821,1864
7694,"Hanko, Finland",22.968221,59.823211,1816
16711,"Bomba, Belize",-88.294458,17.925611,1893
16710,"San Pedro, Belize",-87.978345,17.911036,1893
16695,"Kiamsam, Malaysia",115.168946,5.255329,1891
16694,"Socotra, Yemen",53.486553,12.696390,1863
16693,"Mocha, Yemen",43.247300,13.320291,1863
5506,"São Mateus, Brazil",-39.859130,-18.716705,1888
5493,"Porto Seguro, Brazil",-39.064697,-16.451081,1888
4590,"Ilhéus, Brazil",-39.047704,-14.787972,1888
3342,"Salvador, Brazil",-38.504541,-12.969979,1888
3356,"Aracajú, Brazil",-37.074805,-10.909604,1888
3344,"Maceió, Brazil",-35.734962,-9.666465,1888
3352,"Recife, Brazil",-34.871974,-8.055333,1888
3351,"João Pessoa, Brazil",-34.861037,-7.115295,1888
3354,"Natal, Brazil",-35.211183,-5.794836,1888
3242,"Rio de Janeiro, Brazil",-43.209568,-22.903397,1888
3343,"Vitória, Brazil",-40.301659,-20.294024,1888
3387,"Macaé, Brazil",-41.785643,-22.371806,1888
16689,"Sitio, Brazil",-37.570508,-11.846664,1888
16690,"Atafona, Brazil",-41.027245,-21.631157,1888
16505,"Thinadhoo, Maldives",72.997677,0.531088,1868
16506,"Kolhufushi, Maldives",73.424630,2.776766,1868
16283,"Oranjestad Bay, Bonaire, Sint Eustatius and Saba",-62.987036,17.481849,1807
16282,"Fort Bay, Bonaire, Sint Eustatius and Saba",-63.251636,17.616493,1807
16123,"Great Bay Beach, Saint Martin",-63.055054,18.024452,1807
16635,"Terempa, Indonesia",106.211137,3.207137,1886
16634,"Penarik, Indonesia",108.290238,3.666756,1886
16627,"Jayapura, Indonesia",140.669104,-2.591566,1885
16628,"Sarmi, Indonesia",139.353285,-2.175233,1885
16629,"Biak, Indonesia",136.053286,-1.163466,1885
16630,"Manokwari, Indonesia",134.062003,-0.861465,1885
16573,"Sorong, Indonesia",131.295403,-0.882070,1885
16636,"Labuha, Indonesia",127.480463,-0.626797,1884
15115,"Manado, Indonesia",124.839547,1.490878,1884
16572,"Ternate, Indonesia",127.375385,0.789853,1884
16622,"Sofifi, Indonesia",127.561420,0.734970,1884
16573,"Sorong, Indonesia",131.295403,-0.882070,1884
16623,"Sanana, Indonesia",125.937007,-2.201479,1884
16624,"Namlea, Indonesia",127.085834,-3.233412,1884
16571,"Ambon, Indonesia",128.190717,-3.655384,1884
16570,"Kendari, Indonesia",122.512985,-3.998475,1884
16625,"Masohi, Indonesia",128.955267,-3.297840,1884
16626,"Bandaneria, Indonesia",129.872064,-4.520179,1884
16574,"Fakfak, Indonesia",133.019425,-3.097767,1884
16631,"Waisai, Indonesia",130.857610,-0.383364,1885
16574,"Fakfak, Indonesia",133.019425,-3.097767,1885
16632,"Tual, Indonesia",132.752043,-5.626550,1885
16633,"Kaimana, Indonesia",133.791495,-3.679359,1885
16575,"Timika, Indonesia",136.889614,-4.550257,1885
16576,"Merauke, Indonesia",140.405042,-8.499083,1885
16621,"Tutuyan, Indonesia",124.574996,0.761435,1883
16620,"Luwuk, Indonesia",122.792770,-0.938784,1883
16619,"Tanjung Selor, Indonesia",117.819433,2.572030,1882
16618,"Tarakan, Indonesia",117.578515,3.327352,1882
16617,"Muntok, Indonesia",105.164263,-2.065151,1881
7802,"Surabaya, Indonesia",112.746681,-7.258581,1880
9720,"Makassar, Indonesia",119.412401,-5.152185,1880
3239,"Perth, Australia",115.857227,-31.953442,1744
3029,"Singapore, Singapore",103.853033,1.293661,1744
16556,"Øygarden, Norway",4.830241,60.587346,1203
15386,"Farsund, Norway",6.752799,58.082770,1203
16362,"Tjele, Denmark",9.611684,56.510798,1875
16552,"Tachognya Beach, Tinian, Northern Mariana Islands",145.629258,14.958767,1874
16551,"Sasanlagu, Rota, Northern Mariana Islands",145.134337,14.144937,1874
16550,"Sugar Dock, Saipan",145.699571,15.151809,1874
5970,"Tungku, Brunei",114.885840,4.926374,1891
4862,"Virginia Beach, Virginia, United States",-76.059198,36.755009,1900
4862,"Virginia Beach, Virginia, United States",-76.059198,36.755009,1890
4862,"Virginia Beach, Virginia, United States",-76.059198,36.755009,1873
16519,"Laucala Bay, Fiji",178.488813,-18.148785,1855
16520,"Tuasivi, Samoa",-172.178174,-13.670614,1855
16521,"Fagali'i, Samoa",-171.740084,-13.849227,1855
5936,"Carcavelos, Portugal",-9.331557,38.690165,1046
5936,"Carcavelos, Portugal",-9.331557,38.690165,1443
5936,"Carcavelos, Portugal",-9.331557,38.690165,1629
5936,"Carcavelos, Portugal",-9.331557,38.690165,1045
16441,"Utqiaġvik, Alaska, United States",-156.788635,71.290552,1862
16440,"Point Hope, Alaska, United States",-166.808058,68.347768,1862
16439,"Wainwright, Alaska, United States",-160.038342,70.636951,1862
16438,"Kotzebue, Alaska, United States",-162.596681,66.898342,1862
16437,"Nome, Alaska, United States",-165.406398,64.501114,1862
13390,"Prudhoe Bay, Alaska, United States",-148.338442,70.255640,1862
16518,"Kauditan, Indonesia",125.065621,1.378622,1823
7775,"Candelaria, Canary Islands, Spain",-16.371739,28.355538,1701
16514,"Cabo Espiritu Santo, Argentina",-68.605784,-52.658901,1871
16513,"Punta Dungeness, Argentina",-68.419749,-52.390224,1871
16516,"Sengigi, Indonesia",116.047266,-8.485460,1867
16515,"Seraya, Indonesia",115.746680,-8.386266,1867
16517,"Tarahales, Spain",-15.450743,28.096371,1866
4979,"Manhattan Beach, California, United States",-118.410832,33.887127,1858
16442,"Mangawhai, New Zealand",174.574459,-36.126145,1733
16358,"Kapolei, HI, United States",-158.056895,21.335424,1733
10498,"Taba, Egypt",34.894863,29.492574,1806
16413,"Praia Grande, Brazil",-46.412496,-24.008866,1728
9754,"Sines, Portugal",-8.869594,37.957218,1725
6007,"Cape D'Aguilar, China",114.260255,22.208031,1739
16373,"Bosaso, Somalia",49.187922,11.275566,1863
16373,"Bosaso, Somalia",49.187922,11.275566,1850
10093,"Berbera, Somalia",45.010874,10.435112,1863
10093,"Berbera, Somalia",45.010874,10.435112,1850
5924,"Salalah, Oman",54.148076,17.095827,1850
16371,"Gwador, Pakistan",62.325026,25.132297,1849
16372,"Thanlyin, Myanmar",96.248252,16.758754,1854
5706,"Diego Garcia, British Indian Ocean Territory",72.416622,-7.333361,1845
7777,"Chipiona, Spain",-6.428872,36.731303,1866
7777,"Chipiona, Spain",-6.428872,36.731303,1852
10340,"La Union, Philippines",120.389646,16.582594,1507
16316,"Lingang, China",121.896091,30.935664,1786
9719,"Jambi, Indonesia",103.609967,-1.590004,1844
15182,"San Andres, Colombia",-81.700553,12.584696,1843
16208,"Skagway, Alaska, United States",-135.313894,59.458343,1840
16207,"Haines, Alaska, United States",-135.445003,59.235833,1840
16121,"Kaunakakai, HI, United States",-157.023886,21.093359,1456
16122,"Manele Bay, HI, United States",-156.896885,20.743432,1456
16118,"Ko Olina, HI, United States",-158.119495,21.339697,1455
16116,"Koko Head, HI, United States",-157.696005,21.277563,1456
16116,"Koko Head, HI, United States",-157.696005,21.277563,1455
7795,"Kihei, Maui, HI, United States",-156.463096,20.782153,1456
7795,"Kihei, Maui, HI, United States",-156.463096,20.782153,1455
4822,"Lihue, HI, United States",-159.368562,21.974938,1456
4822,"Lihue, HI, United States",-159.368562,21.974938,1455
5721,"Gran Canaria, Canary Islands, Spain",-15.596593,27.957760,1449
7781,"Lanzaarote, Canary Islands, Spain",-13.650402,29.038509,1449
16021,"Skaill, United Kingdom",-3.354948,59.051459,1836
16020,"Dunnet Head, United Kingdom",-3.376579,58.670331,1836
16018,"Whitehead, United Kingdom",-5.718716,54.753707,1834
11461,"Troon, United Kingdom",-4.659928,55.541328,1834
3537,"Aberdeen, United Kingdom",-2.106804,57.153791,1203
10400,"Rota, Spain",-6.363003,36.626274,1666
16016,"Tinocas, Canary Islands, Spain",-15.487706,28.134359,1666
16017,"Güimar, Canary Islands",-16.412559,28.310580,1666
9719,"Jambi, Indonesia",103.609967,-1.590004,1832
16015,"Bratu Prahu, Indonesia",106.547465,-3.079921,1833
3012,"Jakarta, Indonesia",106.827836,-6.171594,1844
9095,"Tanjung Pakis, Indonesia",107.120903,-5.981262,1844
10687,"Tanjung Pandan, Indonesia",107.662895,-2.767445,1844
8360,"Pontianak, Indonesia",109.335452,-0.027407,1844
5862,"Batam, Indonesia",103.962506,1.134726,1887
5862,"Batam, Indonesia",103.962506,1.134726,1844
7311,"Dumai, Indonesia",101.447565,1.665609,1559
7311,"Dumai, Indonesia",101.447565,1.665609,1844
9724,"Pekanbaru, Indonesia",101.450007,0.533335,1844
9723,"Palembang, Indonesia",104.757330,-2.990980,1881
9723,"Palembang, Indonesia",104.757330,-2.990980,1844
9727,"Bandar Lampung, Indonesia",105.254107,-5.409290,1844
5861,"Medan, Indonesia",98.676082,3.752132,1559
5861,"Medan, Indonesia",98.676082,3.752132,1844
14269,"Bandar Bukit Tinggi, Malaysia",101.436726,3.009286,1844
9722,"Padang, Indonesia",100.361628,-0.943862,1844
16284,"Baturaja, Indonesia",103.838971,-5.040320,1844
16285,"Teping Tinggi, Indonesia",99.208211,3.380599,1844
16286,"Rantu Prapat, Indonesia",99.827840,2.105136,1844
16287,"Sibolga, Indonesia",98.786629,1.747812,1844
16014,"Pesaren, Indonesia",105.582720,-1.553871,1833
16013,"Linao, Chile",-73.504463,-41.991132,1830
16012,"Meimen, Chile",-73.155293,-41.806928,1830
6009,"Kota Kinabalu, Malaysia",116.074316,5.981330,1828
7809,"Miri, Malaysia",114.007423,4.425300,1828
7811,"Bintulu, Malaysia",113.068361,3.197005,1828
7808,"Kuching, Malaysia",110.353714,1.520175,1886
7808,"Kuching, Malaysia",110.353714,1.520175,1828
7855,"Canterbury, New Zealand",171.707371,-43.494184,1487
7854,"Marlborough, New Zealand",173.580710,-41.527241,1487
7853,"Manawatu-Wanganui, New Zealand",175.618209,-39.625435,1487
7852,"Taranaki, New Zealand",174.371530,-39.287862,1487
7851,"Waikato, New Zealand",175.534908,-37.915890,1487
4052,"Wellington, New Zealand",174.767135,-41.280537,1487
15837,"Largs, United Kingdom",-4.867301,55.793342,1827
15838,"Kilchatten Bay, United Kingdom",-5.028092,55.751839,1827
15839,"Otter Ferry, United Kingdom",-5.321207,56.008284,1827
15840,"Achnaba, United Kingdom",-5.365787,56.019416,1827
15841,"Blackwaterfoot, United Kingdom",-5.332096,55.501948,1827
15842,"Ardnacross, United Kingdom",-5.533414,55.476546,1827
15843,"Down Craig, United Kingdom",-4.900455,55.780159,1827
15844,"Corrie, United Kingdom",-5.141422,55.643648,1827
15845,"Ardneil Bay, United Kingdom",-4.889371,55.693049,1827
15846,"Port Askaig, United Kingdom",-6.106314,55.847737,1827
15847,"Feolin Ferry, United Kingdom",-6.089908,55.846748,1827
15848,"Lavagulin, United Kingdom",-6.125406,55.636116,1827
15849,"Glenbarr, United Kingdom",-5.697574,55.565498,1827
15850,"Craighouse, United Kingdom",-5.953824,55.833674,1827
15851,"Ormsary, United Kingdom",-5.614566,55.891682,1827
15852,"Kilchoan Ferry, United Kingdom",-6.093960,56.688569,1827
15853,"Tobermory, United Kingdom",-6.070279,56.621845,1827
15854,"Duart Bay, United Kingdom",-5.669351,56.455842,1827
15855,"Ganavan Bay, United Kingdom",-5.475797,56.437763,1827
15856,"Corran, United Kingdom",-5.245377,56.722529,1827
15857,"Ardmair, United Kingdom",-5.196207,57.934076,1827
15858,"Branahuie Bay, United Kingdom",-6.310757,58.209064,1827
15859,"Leverburgh, United Kingdom",-7.008364,57.769403,1827
15860,"Lochmaddy, United Kingdom",-7.163345,57.603693,1827
15861,"Dunvegan, United Kingdom",-6.581655,57.436323,1827
15862,"Sandwick Village, United Kingdom",-7.274136,57.366694,1827
15863,"Ardvasar, United Kingdom",-5.906460,57.059370,1827
15864,"Mallaigvaig, United Kingdom",-5.820425,57.008479,1827
15865,"Scarinish, United Kingdom",-6.808511,56.503791,1827
15866,"Calgary, United Kingdom",-6.272378,56.582124,1827
15867,"Ludag, United Kingdom",-7.328139,57.105537,1827
15868,"Balla, United Kingdom",-7.312173,57.081525,1827
15869,"North Bay, United Kingdom",-7.449477,57.025288,1827
15870,"Bay of Tuquoy, United Kingdom",-2.939519,59.279767,1827
15871,"Aikerness , United Kingdom",-2.959147,59.350457,1827
15872,"Portachur Point, United Kingdom",-4.943863,55.742769,1827
15873,"Coilleag, United Kingdom",-7.302212,57.073615,1827
15874,"Ardbeg Point, United Kingdom",-5.063590,55.858589,1827
15875,"Ardyne Point, United Kingdom",-5.019986,55.869417,1827
15876,"Ardgour, United Kingdom",-5.233658,56.721565,1827
15884,"Raglan, New Zealand",174.871822,-37.801388,1750
15834,"Ola, Russia",151.283357,59.583343,1825
15833,"Okha, Russia",142.942443,53.577548,1825
15832,"Ust-Bolsheretsk, Russia",156.287066,52.812411,1825
15836,"Porthcressa Beach, United Kingdom",-6.308169,49.919908,1826
4255,"Mogadishu, Somalia",45.344174,2.041195,1863
4255,"Mogadishu, Somalia",45.344174,2.041195,1246
10985,"Rayong, Thailand",101.277351,12.670658,1776
6011,"Cherating, Malaysia",103.393658,4.130232,1828
6011,"Cherating, Malaysia",103.393658,4.130232,1776
3902,"Davao, Philippines",125.612788,7.079987,1823
15111,"Ilyich, Russia",36.770838,45.423609,1822
15112,"Kerch, Ukraine",36.477382,45.356983,1822
3144,"Domburg, Netherlands",3.496160,51.563950,1819
3225,"Aldeburgh, United Kingdom",1.590606,52.157846,1819
5777,"Port Hedland, Australia",118.577245,-20.313457,1817
7685,"Darwin, Australia",130.843157,-12.467489,1817
15033,"Igiugig, Alaska, United States",-155.894736,59.327801,1693
15032,"Port Alwsorth, Alaska, United States",-154.336926,60.200372,1693
15031,"Fish Camp, Alaska, United States",-154.858846,59.949200,1693
15030,"Nondalton, Alaska, United States",-154.847716,59.972649,1693
15029,"Newhalem, Alaska, United States",-154.899767,59.718145,1693
15028,"Kokhanok, Alaska, United States",-154.752747,59.442157,1693
15026,"Pile Bay, Alaska, United States",-153.880477,59.776055,1693
15027,"Illiamna, Alaska, United States",-154.906116,59.754766,1693
15025,"Pedro Bay, Alaska, United States",-154.106115,59.787213,1693
15024,"Williamsport, Alaska, United States",-153.632138,59.682403,1693
15023,"McHugh Point, Alaska, United States",-149.732188,61.015715,1813
15022,"Portage, Alaska, United States",-148.989809,60.828289,1813
15021,"Matara, Sri Lanka",80.539861,5.940827,1559
15020,"Kuakata, Bangladesh",90.116614,21.816735,1559
14639,"Ngwe Saung, Myanmar",94.391221,16.858034,1739
14639,"Ngwe Saung, Myanmar",94.391221,16.858034,1559
9269,"Yanbu, Saudi Arabia",38.106971,24.070555,1559
5346,"Toulon, France",5.930338,43.125294,1559
15019,"Al Bustan, Oman",58.606082,23.576085,1739
15018,"Kuala Kurau, Malaysia",100.397078,5.019465,1739
5806,"Buenaventura, Colombia",-77.040301,3.883675,1084
14844,"Puerto Chacabuco, Chile",-72.805098,-45.458294,1805
14843,"Quellon, Chile",-73.479463,-43.117475,1805
7762,"Gavá, Spain",2.001348,41.304006,1187
14842,"Fomboni Moheli, Comoros",43.739585,-12.288241,1803
14841,"Mutsamudu, Comoros",44.400034,-12.166659,1865
14841,"Mutsamudu, Comoros",44.400034,-12.166659,1872
14841,"Mutsamudu, Comoros",44.400034,-12.166659,1803
14840,"Chindini, Comoros",43.489097,-11.923495,1865
14840,"Chindini, Comoros",43.489097,-11.923495,1872
14840,"Chindini, Comoros",43.489097,-11.923495,1803
14839,"Mouly, New Caledonia",166.489014,-20.705938,1802
14838,"Xepenehe, New Caledonia",167.151318,-20.780913,1802
14837,"Poindimie, New Caledonia",165.341554,-20.945879,1802
14836,"Angra do Heroismo, Portugal",-27.215825,38.658524,1801
14835,"Vila do Porto, Portugal",-25.141266,36.956767,1801
14834,"Sao Mateus, Portugal",-28.461235,38.432291,1801
14833,"Velas, Portugal",-28.213188,38.683841,1801
