TerminalID,ProjectID,ComboID,Facility,Country,Region,Wiki,Name,Other Names,Owner,Status,StartYear1,StartYear2,StartYear3,StopYear,Capacity,Capacity Unit,mtpa,Location,Prefecture/District,State/Province,Latitude,Longitude,Accuracy,Floating,Pre-FID,FID Year
T0278,9,T02789,Export,Indonesia,SE Asia,https://www.gem.wiki/Bontang_LNG_Terminal,Bontang LNG Terminal I,,"Pertamina, 55.00%, VICO Energy, 20.00%, Total S.A., 10.00%, PT Japan Indonesia LNG Co (JILCO), 15.00%",Cancelled,2004,,,,2.95,mtpa,2.95,Bontang,,East Kalimantan,0.10123,117.4701,exact,no,,
T0279,0,T02790,Import,Indonesia,SE Asia,https://www.gem.wiki/Central_Java_FSRU_Terminal,Central Java FSRU,,Pertamina,Proposed,,,,,1.40,mtpa,1.40,Cilicap,,Central Java,-7.733333,109,approximate,yes,,
T0280,0,T02800,Import,Indonesia,SE Asia,https://www.gem.wiki/Cilamaya_FSRU,Cilamaya FSRU,,"Pertamina, 40.00%, Marubeni Corporation, 40.00%, Sojitz, 20.00%",Construction,2021,,,,0.60,mtpa,0.60,Cilamaya,,West Java,-6.2443159,107.5832748,approximate,yes,,
T0281,1,T02811,Export,Indonesia,SE Asia,https://www.gem.wiki/Donggi_Senoro_LNG_Terminal,Donggi Senoro LNG Terminal,,"Mitsubishi, 45.00%, KOGAS, 15.00%, Pertamina, 29.00%, MedcoEnergi, 11.00%",Operating,2015,,,,2.00,mtpa,2.00,Luwuk,Banggai Regency,Central Sulawesi,-1.254369,122.58559,exact,no,,
T0282,0,T02820,Import,Indonesia,SE Asia,https://www.gem.wiki/East_Java_FSRU,East Java FSRU Terminal,,PNG LNG,Shelved,,,,,2.40,mtpa,2.40,Probolinggo,,East Java,-7.75,113.216667,approximate,yes,,
T0283,0,T02830,Import,Indonesia,SE Asia,https://www.gem.wiki/Lampung_FLNG_Terminal,Lampung FSRU,Medan FLNG (first proposal),Leif Höegh & Co,Operating,2014,,,,2.50,mtpa,2.50,Labuhan Maringgai,,Lampung,-5.45,105.94,exact,yes,,
T0284,0,T02840,Import,Indonesia,SE Asia,https://www.gem.wiki/West_Java_FLNG_Terminal,Nusantara Regas Satu Terminal,West Java FSRU,"Pertamina, 60.00%, Perusahaan Gas Negara, 40.00%",Operating,2012,,,,3.00,mtpa,3.00,Jakarta Bay,,West Java,-5.992909,106.82,exact,yes,,
T0285,1,T02851,Export,Indonesia,SE Asia,https://www.gem.wiki/Sengkang_LNG_Terminal,Sengkang LNG Terminal T1,,EnergyWorld,Construction,2022,,,,0.50,mtpa,0.50,South Sulawesi coastline,,Sulawesi,-4.5459732,120.4136867,approximate,no,Pre-FID,
T0285,2,T02852,Export,Indonesia,SE Asia,https://www.gem.wiki/Sengkang_LNG_Terminal,Sengkang LNG Terminal T2,,EnergyWorld,Proposed,2022,,,,0.50,mtpa,0.50,South Sulawesi coastline,,Sulawesi,-4.5459732,120.4136867,approximate,no,Pre-FID,
T0285,3,T02853,Export,Indonesia,SE Asia,https://www.gem.wiki/Sengkang_LNG_Terminal,Sengkang LNG Terminal T3,,EnergyWorld,Proposed,2022,,,,0.50,mtpa,0.50,South Sulawesi coastline,,Sulawesi,-4.5459732,120.4136867,approximate,no,Pre-FID,
T0285,4,T02854,Export,Indonesia,SE Asia,https://www.gem.wiki/Sengkang_LNG_Terminal,Sengkang LNG Terminal T4,,EnergyWorld,Proposed,2022,,,,0.50,mtpa,0.50,South Sulawesi coastline,,Sulawesi,-4.5459732,120.4136867,approximate,no,Pre-FID,
T0286,1,T02861,Export,Indonesia,SE Asia,https://www.gem.wiki/Tangguh_LNG_Terminal,Tangguh LNG Terminal T1,,"BP, 37.16%, Mitsubishi, 16.30%, China National Offshore Oil Corporation, 13.90%, JXTG Holdings, 12.23%, Kanematsu Corporation, 10.00%, LNG Japan Corporation, 7.35%, Repsol, 3.06%",Operating,2009,,,,3.80,mtpa,3.80,Teluk Bintuni,Bintuni Bay,West Papua,-2.44314,133.139,exact,no,,
T0286,2,T02862,Export,Indonesia,SE Asia,https://www.gem.wiki/Tangguh_LNG_Terminal,Tangguh LNG Terminal T2,,"BP, 37.16%, Mitsubishi, 16.30%, China National Offshore Oil Corporation, 13.90%, JXTG Holdings, 12.23%, Kanematsu Corporation, 10.00%, LNG Japan Corporation, 7.35%, Repsol, 3.06%",Operating,2009,,,,3.80,mtpa,3.80,Teluk Bintuni,Bintuni Bay,West Papua,-2.44314,133.139,exact,no,,
T0286,3,T02863,Export,Indonesia,SE Asia,https://www.gem.wiki/Tangguh_LNG_Terminal,Tangguh LNG Terminal T3,,"BP, 37.16%, Mitsubishi, 16.30%, China National Offshore Oil Corporation, 13.90%, JXTG Holdings, 12.23%, Kanematsu Corporation, 10.00%, LNG Japan Corporation, 7.35%, Repsol, 3.06%",Construction,2022,,,,3.80,mtpa,3.80,Teluk Bintuni,Bintuni Bay,West Papua,-2.44314,133.139,exact,no,,
T0287,0,T02870,Import,Malaysia,SE Asia,https://www.gem.wiki/Lahad_Datu_Sabah_LNG_Terminal,Lahad Datu Sabah LNG Terminal,,"Petronas, 80.00%, Sabah Energy, 20.00%",Cancelled,,,,,0.76,mtpa,0.76,Lahad Datu,Tawau,Sabah,5.03,118.34,approximate,no,,
T0288,1,T02881,Export,Malaysia,SE Asia,https://www.gem.wiki/Satu_FLNG,Satu FLNG,PFLNG Satu,Petronas,Operating,2017,,,,1.20,mtpa,1.20,Bintulu,,Sarawak,7.375718,115.480022,approximate,yes,,
T0289,1,T02891,Export,Malaysia,SE Asia,https://www.gem.wiki/Dua_FLNG,Dua FLNG,"Sabah FLNG Terminal, PFLNG Dua, PFLNG-2, Rotan FLNG Project",Petronas,Construction,2021,,,,1.50,mtpa,1.50,Rotan gas field,,Sabah,12,113,approximate,yes,FID,2014
T0290,0,T02900,Import,Malaysia,SE Asia,https://www.gem.wiki/Melaka_LNG_Import_Terminal,Melaka LNG Terminal,"Malacca FLNG, Re-gasification Terminal (RGT) Sungai Udang",Petronas,Operating,2013,,,,3.80,mtpa,3.80,Sungei Udang Port,Central Malacca,Kuala Lumpur,2.2444375,102.1234396,exact,yes,FID,2012
T0291,0,T02910,Import,Malaysia,SE Asia,https://www.gem.wiki/Pengerang_Johur_LNG_Terminal,Pengerang Johor LNG Terminal,,"Petronas, 65.00%, Dialog Group, 25.00%, Government of Johor, 10.00%",Operating,2017,,,,3.50,mtpa,3.50,Pengerang,,Johor,1.341382,104.182089,exact,no,,
T0292,1,T02921,Export,Malaysia,SE Asia,https://www.gem.wiki/Dua_Malaysia_LNG_Terminal,Dua Malaysia LNG Terminal T1,Petronas Bintulu LNG Complex,"Petronas, 60.00%, Mitsubishi, 15.00%, Royal Dutch Shell, 15.00%, Government of Sarawak, 10.00%",Operating,1995,,,,3.20,mtpa,3.20,Bintulu,,Sarawak,3.28238,113.083,exact,no,,
T0292,2,T02922,Export,Malaysia,SE Asia,https://www.gem.wiki/Dua_Malaysia_LNG_Terminal,Dua Malaysia LNG Terminal T2,Petronas Bintulu LNG Complex,"Petronas, 60.00%, Mitsubishi, 15.00%, Royal Dutch Shell, 15.00%, Government of Sarawak, 10.00%",Operating,1995,,,,3.20,mtpa,3.20,Bintulu,,Sarawak,3.28238,113.083,exact,no,,
T0292,3,T02923,Export,Malaysia,SE Asia,https://www.gem.wiki/Dua_Malaysia_LNG_Terminal,Dua Malaysia LNG Terminal T3,Petronas Bintulu LNG Complex,"Petronas, 60.00%, Mitsubishi, 15.00%, Royal Dutch Shell, 15.00%, Government of Sarawak, 10.00%",Operating,1995,,,,3.20,mtpa,3.20,Bintulu,,Sarawak,3.28238,113.083,exact,no,,
T0293,9,T02939,Export,Malaysia,SE Asia,https://www.gem.wiki/Malaysia_LNG_Terminal_Train_9,Malaysia LNG Terminal T9,"Petronas Bintulu LNG Complex, Petronas LNG 9","Petronas, 70.00%, JXTG Holdings, 10.00%, Government of Sarawak, 10.00%, PTT Public Company Limited, 10.00%",Operating,2016,,,,3.60,mtpa,3.60,Bintulu,,Sarawak,3.2903,113.087,exact,no,,
T0294,1,T02941,Export,Malaysia,SE Asia,https://www.gem.wiki/Satu_Malaysia_Terminal,Satu Malaysia Terminal T1,Petronas Bintulu LNG Complex,"Petronas, 90.00%, Mitsubishi, 5.00%, Government of Sarawak, 5.00%",Operating,1983,,,,2.80,mtpa,2.80,Bintulu,,Sarawak,3.2851,113.08114,exact,no,,
T0294,2,T02942,Export,Malaysia,SE Asia,https://www.gem.wiki/Satu_Malaysia_Terminal,Satu Malaysia Terminal T2,Petronas Bintulu LNG Complex,"Petronas, 90.00%, Mitsubishi, 5.00%, Government of Sarawak, 5.00%",Operating,1983,,,,2.80,mtpa,2.80,Bintulu,,Sarawak,3.2851,113.08114,exact,no,,
T0294,3,T02943,Export,Malaysia,SE Asia,https://www.gem.wiki/Satu_Malaysia_Terminal,Satu Malaysia Terminal T3,Petronas Bintulu LNG Complex,"Petronas, 90.00%, Mitsubishi, 5.00%, Government of Sarawak, 5.00%",Operating,1983,,,,2.80,mtpa,2.80,Bintulu,,Sarawak,3.2851,113.08114,exact,no,,
T0295,7,T02957,Export,Malaysia,SE Asia,https://www.gem.wiki/Tiga_Malaysia_LNG_Terminal,Tiga Malaysia LNG Terminal T7,Petronas Bintulu LNG Complex,"Petronas, 60.00%, Government of Sarawak, 25.00%, JXTG Holdings, 10.00%, Mitsubishi, 5.00%",Operating,2003,,,,3.60,mtpa,3.60,Bintulu,,Sarawak,3.29033,113.08767,exact,no,,
T0295,8,T02958,Export,Malaysia,SE Asia,https://www.gem.wiki/Tiga_Malaysia_LNG_Terminal,Tiga Malaysia LNG Terminal T8,Petronas Bintulu LNG Complex,"Petronas, 60.00%, Government of Sarawak, 25.00%, JXTG Holdings, 10.00%, Mitsubishi, 5.00%",Operating,2003,,,,3.60,mtpa,3.60,Bintulu,,Sarawak,3.29033,113.08767,exact,no,,
T0296,0,T02960,Import,Myanmar,SE Asia,https://www.gem.wiki/Yangon_LNG_Terminal,Yangon LNG Terminal,,TTCL,Proposed,2023,,,,4.00,mtpa,4.00,Dalla,Yangon,Mon,16.6181383,96.2668211,approximate,yes,,
T0297,0,T02970,Import,Pakistan,South Asia,https://www.gem.wiki/Mashal_LNG_Terminal,Mashal LNG Terminal,,4Gas,Cancelled,,,,,3.50,mtpa,3.50,Port Qasim,Karachi,Sindh,24.766667,67.333333,approximate,no,,
T0298,0,T02980,Import,Pakistan,South Asia,https://www.gem.wiki/Engro_Elengy_FSRU,Engro Elengy FSRU,,"Engro Corporation, 56.00%, Vopak, 44.00%",Operating,2015,,,,4.80,mtpa,4.80,Port Qasim,Karachi,Sindh,24.7907232,67.3688752,exact,yes,,
T0299,0,T02990,Import,Pakistan,South Asia,https://www.gem.wiki/Pakistan_GasPort_LNG_Terminal,Pakistan GasPort LNG Terminal,Pakistan FSRU 2,Pakistan GasPort Limited,Operating,2017,,,,5.60,mtpa,5.60,Port Qasim,Karachi,Sindh,24.7749916,67.288333,exact,yes,,
T0300,0,T03000,Import,Pakistan,South Asia,https://www.gem.wiki/Gwadar-Nawabshah_LNG_Terminal,Gwadar-Nawabshah LNG Terminal,,"Government Holding Limited, China Petroleum Pipeline Bureau",Proposed,,,,,4.00,mtpa,4.00,Gwadar Port,,Balochistan,25.1106,62.3396,exact,no,,
T0301,0,T03010,Import,Pakistan,South Asia,https://www.gem.wiki/Port_Qasim_FLNG_Terminal,Port Qasim FLNG Terminal,,"Leif Höegh & Co, Global Energy Infrastructure Limited",Operating,2017,,,,4.50,mtpa,4.50,Port Qasim,Karachi,Sindh,24.7718,67.3119,exact,yes,,
T0302,1,T03021,Export,Papua New Guinea,SE Asia,https://www.gem.wiki/Liquid_Niugini_FLNG_Terminal,Liquid Niugini FLNG Terminal,,"ExxonMobil, Pacific LNG Operations",Cancelled,,,,,5.00,mtpa,5.00,Port Moresby,,National Capital District,-9.478472,147.148058,approximate,yes,,
T0303,1,T03031,Export,Papua New Guinea,SE Asia,https://www.gem.wiki/Papua_LNG_Terminal_(Total),Papua LNG Terminal T1 (Total),Caution Bay LNG Terminal,"Total S.A., 31.10%, ExxonMobil, 28.70%, Oil Search Limited, 17.70%, Government of Papua New Guinea, 22.50%",Proposed,2023,,,,2.70,mtpa,2.70,Caution Bay,,Central Province,-9.3392748,146.9872856,exact,no,Pre-FID,2023
T0303,2,T03032,Export,Papua New Guinea,SE Asia,https://www.gem.wiki/Papua_LNG_Terminal_(Total),Papua LNG Terminal T2 (Total),Caution Bay LNG Terminal,"Total S.A., 31.10%, ExxonMobil, 28.70%, Oil Search Limited, 17.70%, Government of Papua New Guinea, 22.50%",Proposed,2023,,,,2.70,mtpa,2.70,Caution Bay,,Central Province,-9.3392748,146.9872856,exact,no,Pre-FID,2023
T0304,1,T03041,Export,Papua New Guinea,SE Asia,https://www.gem.wiki/Papua_New_Guinea_LNG_Terminal_(Exxon),Papua New Guinea LNG Terminal (Exxon) T1,PNG LNG,"ExxonMobil, 36.86%, Oil Search Limited, 36.86%, Santos Limited, 14.32%, ENEOS Holdings, 11.96%",Operating,2014,,,,4.15,mtpa,4.15,Port Moresby,,National Capital District,-9.33862,147.01825,exact,no,,
T0304,2,T03042,Export,Papua New Guinea,SE Asia,https://www.gem.wiki/Papua_New_Guinea_LNG_Terminal_(Exxon),Papua New Guinea LNG Terminal (Exxon) T2,PNG LNG,"ExxonMobil, 36.86%, Oil Search Limited, 36.86%, Santos Limited, 14.32%, ENEOS Holdings, 11.96%",Operating,2014,,,,4.15,mtpa,4.15,Port Moresby,,National Capital District,-9.33862,147.01825,exact,no,,
T0304,3,T03043,Export,Papua New Guinea,SE Asia,https://www.gem.wiki/Papua_New_Guinea_LNG_Terminal_(Exxon),Papua New Guinea LNG Terminal (Exxon) T3,PNG LNG,"ExxonMobil, 36.86%, Oil Search Limited, 36.86%, Santos Limited, 14.32%, ENEOS Holdings, 11.96%",Proposed,2025,,,,2.60,mtpa,2.60,Port Moresby,,National Capital District,-9.33862,147.01825,exact,no,Pre-FID,2023
T0305,0,T03050,Import,Philippines,SE Asia,https://www.gem.wiki/Bataan-Manila_LNG_Terminal,Bataan-Manila LNG Terminal,"Limay LNG Terminal, Batman II",Philippine National Oil Company,Shelved,2020,,,,,,,Limay,Second District,Bataan,14.57,120.6,approximate,no,,
T0306,0,T03060,Import,Philippines,SE Asia,https://www.gem.wiki/Batangas_LNG_Terminal,Batangas LNG Terminal (PNOC),,Philippine National Oil Company,Cancelled,2020,,,,,,,Batangas,,Batangas,13.690671,120.891207,approximate,yes,,
T0307,0,T03070,Import,Philippines,SE Asia,https://www.gem.wiki/Mariveles_LNG_Terminal,Mariveles LNG Terminal,,GNPower,Cancelled,,,,,2.17,mtpa,2.17,Mariveles,,Bataan,14.43,120.48,approximate,no,,
T0308,0,T03080,Import,Philippines,SE Asia,https://www.gem.wiki/Pagbilao_Grande_Island_LNG_Terminal,Pagbilao Grande Island LNG Terminal,"Quezon LNG, P9B Terminal",EnergyWorld,Construction,2022,,,,1.50,mtpa,1.50,Pagbilao Grande Island,,Quezon,13.966667,121.7,approximate,no,,
T0309,0,T03090,Import,Singapore,SE Asia,https://www.gem.wiki/Singapore_LNG_Terminal,Singapore LNG Terminal,Jurong Island LNG Terminal,Singapore LNG Corporation,Operating,2013,2018,,,11.00,mtpa,11.00,Jurong Island,,West Region,1.23616,103.67135,exact,no,,
T0310,0,T03100,Import,South Korea,East Asia,https://www.gem.wiki/Boryeong_LNG_Terminal,Boryeong LNG Terminal,"GS Group 50%, SK E&S 50%","GS Group, 50.00%, SK Group, 50.00%",Operating,2017,,,,4.00,mtpa,4.00,"Yeongbo Industrial Zone, Boryeong",,South Chungcheong,36.415,126.4947,exact,no,,
T0311,0,T03110,Import,South Korea,East Asia,https://www.gem.wiki/Gwangyang_LNG_Terminal,Gwangyang LNG Terminal,,POSCO,Operating,2005,,,,3.10,mtpa,3.10,Gwangyang,,South Jeolla,34.889,127.7815,exact,no,,
T0312,0,T03120,Import,South Korea,East Asia,https://www.gem.wiki/Incheon_LNG_Terminal,Incheon LNG Terminal,,KOGAS,Operating,1996,,,,40.00,mtpa,40.00,Incheon,,Seoul Capital Area,37.35124,126.602,exact,no,,
T0313,0,T03130,Import,South Korea,East Asia,https://www.gem.wiki/Pyeongtaek_LNG_Terminal,Pyeongtaek LNG Terminal,,KOGAS,Operating,1986,,,,30.10,mtpa,30.10,Pyeongtaek,,Gyeonggi,37.0057,126.7841,exact,no,,
T0314,0,T03140,Import,South Korea,East Asia,https://www.gem.wiki/Samcheok_LNG_Terminal,Samcheok LNG Terminal,,KOGAS,Operating,2014,,,,9.00,mtpa,9.00,Samcheok,,Gangwon-do,37.1683,129.3502,exact,no,,
T0315,0,T03150,Import,South Korea,East Asia,https://www.gem.wiki/Tongyoung_LNG_Terminal,Tongyoung LNG Terminal,Tongyeong LNG Terminal,KOGAS,Operating,2002,,,,15.50,mtpa,15.50,Tongyoung,,South Gyeongsang,34.9474,128.4255,exact,no,,
T0316,0,T03160,Import,Sri Lanka,South Asia,https://www.gem.wiki/Kerewalapitiya_LNG_Terminal,Kerewalapitiya LNG Terminal,,Petronet LNG,Proposed,2021,,,,2.70,mtpa,2.70,"Kerewalapitiya, Colombo",Colombo,Western,7.016667,79.883333,approximate,no,,
T0317,0,T03170,Import,Taiwan,East Asia,https://www.gem.wiki/Taichung_LNG_Terminal,Taichung LNG Terminal,臺中LNG接收站,CPC Corporation,Operating,2009,,,,3.00,mtpa,3.00,Taichung Harbor,,Taichung,24.25304,120.49586,exact,no,,
T0318,0,T03180,Import,Taiwan,East Asia,https://www.gem.wiki/Taoyuan_LNG_Terminal,Taoyuan LNG Terminal,桃園大潭觀塘LNG接收站,CPC Corporation,Proposed,2023,,,,3.00,mtpa,3.00,Guantang (Kwun Tong) Industrial Area,,Taoyuan,25.045533,121.060884,exact,no,,
T0320,0,T03200,Import,Taiwan,East Asia,https://www.gem.wiki/Yung-An_LNG_Terminal,Yung-An LNG Terminal,永安LNG接收站,CPC Corporation,Operating,1990,,,,10.50,mtpa,10.50,Yongan Township,,Kaohsiung,22.80928,120.2054,exact,no,,
T0321,0,T03210,Import,Thailand,SE Asia,https://www.gem.wiki/Map_Ta_Phut_LNG_Terminal,Map Ta Phut LNG Terminal,Rayong LNG Terminal,PTT Public Company Limited,Operating,2011,2017,,,10.00,mtpa,10.00,Map Ta Phut,,Rayong,12.651686,101.159533,exact,no,,
T0322,0,T03220,Import,Thailand,SE Asia,https://www.gem.wiki/Nong_Fab_LNG_Terminal,Nong Fab LNG Terminal,,PTT Public Company Limited,Construction,2022,,,,7.50,mtpa,7.50,Map Ta Phut,,Rayong,12.6791481,101.1178382,exact,no,,
T0323,0,T03230,Import,Vietnam,SE Asia,https://www.gem.wiki/Thi_Vai_LNG_Terminal,Thi Vai LNG Terminal T1,,"PetroVietnam, Tokyo Gas",Construction,2022,,,,1.00,mtpa,1.00,Vũng Tàu Port,,Bà Rịa–Vũng Tàu,10.527191,107.026022,approximate,no,,
T0323,1,T03231,Import,Vietnam,SE Asia,https://www.gem.wiki/Thi_Vai_LNG_Terminal,Thi Vai LNG Terminal T2,,"PetroVietnam, Tokyo Gas",Proposed,2023,,,,3.00,mtpa,3.00,Vũng Tàu Port,,Bà Rịa–Vũng Tàu,10.527191,107.026022,approximate,no,,
T0324,0,T03240,Import,Vietnam,SE Asia,https://www.gem.wiki/Vietnam_LNG_Terminal,Hai Linh LNG terminal,,PetroVietnam,Construction,2021,,,,,,,"Phu Long Island, Vung Tau",,Bà Rịa–Vũng Tàu,10.383333,107.116667,approximate,no,,
T0325,0,T03250,Import,Vietnam,SE Asia,https://www.gem.wiki/Son_My_LNG_Terminal,Son My LNG Terminal,,PetroVietnam,Proposed,2026,,,,3.60,mtpa,3.60,Son My,Ham Tan,Binh Thuan,10.65008,107.68464,approximate,no,,
T0326,1,T03261,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal T1,,"PetroChina, Royal Dutch Shell",Cancelled,,,,,4.50,mtpa,4.50,Curtis Island,Gladstone,Queensland,-23.6243946,151.1444092,approximate,no,Pre-FID,
T0326,2,T03262,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal T2,,"PetroChina, Royal Dutch Shell",Cancelled,,,,,4.50,mtpa,4.50,Curtis Island,Gladstone,Queensland,-23.6243946,151.1444092,approximate,no,Pre-FID,
T0326,3,T03263,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal T3,,"PetroChina, Royal Dutch Shell",Cancelled,,,,,4.50,mtpa,4.50,Curtis Island,Gladstone,Queensland,-23.6243946,151.1444092,approximate,no,Pre-FID,
T0326,4,T03264,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Arrow_Energy_LNG_Terminal,Arrow Energy LNG Terminal T4,,"PetroChina, Royal Dutch Shell",Cancelled,,,,,4.50,mtpa,4.50,Curtis Island,Gladstone,Queensland,-23.6243946,151.1444092,approximate,no,Pre-FID,
T0327,1,T03271,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Australia_Pacific_LNG_Terminal,Australia Pacific LNG Terminal T1,,"Origin Energy Limited, 37.50%, ConocoPhillips, 37.50%, Sinopec, 25.00%",Operating,2016,,,,4.50,mtpa,4.50,Curtis Island,Gladstone,Queensland,-23.75583,151.19061,exact,no,,
T0327,2,T03272,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Australia_Pacific_LNG_Terminal,Australia Pacific LNG Terminal T2,,"Origin Energy Limited, 37.50%, ConocoPhillips, 37.50%, Sinopec, 25.00%",Operating,2017,,,,4.50,mtpa,4.50,Curtis Island,Gladstone,Queensland,-23.75583,151.19061,exact,no,,
T0328,1,T03281,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Bonaparte_LNG_Terminal,Bonaparte LNG Terminal,Prelude,"Santos Limited, Engie",Cancelled,,,,,2.00,mtpa,2.00,Bonaparte Island,,Western Australia,-14.855412,124.768939,approximate,yes,Pre-FID,
T0329,1,T03291,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Browse_LNG_Terminal,Browse LNG Terminal T1,,"Woodside Energy, 31.00%, PetroChina, 11.00%, Royal Dutch Shell, 27.00%, BP, 17.00%, Mitsubishi, 7.00%, Mitsui Group, 7.00%",Proposed,2023,,,,3.30,mtpa,3.30,Broome,Kimberley,Western Australia,-17.961944,122.236111,approximate,yes,Pre-FID,
T0329,2,T03292,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Browse_LNG_Terminal,Browse LNG Terminal T2,,"Woodside Energy, 31.00%, PetroChina, 11.00%, Royal Dutch Shell, 27.00%, BP, 17.00%, Mitsubishi, 7.00%, Mitsui Group, 7.00%",Proposed,2023,,,,3.30,mtpa,3.30,Broome,Kimberley,Western Australia,-17.961944,122.236111,approximate,yes,Pre-FID,
T0329,3,T03293,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Browse_LNG_Terminal,Browse LNG Terminal T3,,"Woodside Energy, 31.00%, PetroChina, 11.00%, Royal Dutch Shell, 27.00%, BP, 17.00%, Mitsubishi, 7.00%, Mitsui Group, 7.00%",Proposed,2023,,,,3.30,mtpa,3.30,Broome,Kimberley,Western Australia,-17.961944,122.236111,approximate,yes,Pre-FID,
T0330,0,T03300,Import,Australia,Australia and New Zealand,https://www.gem.wiki/Western_Port_FLNG_Terminal,Crib Point LNG Terminal,,Leif Höegh & Co,Cancelled,2022,,,2021,1.75,mtpa,1.75,Melbourne,,Victoria,-38.366667,145.333333,approximate,no,Pre-FID,
T0331,1,T03311,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Darwin_LNG_Terminal,Darwin LNG Terminal T1,,"Santos Limited, 44.00%, Eni S.p.A., 11.00%, INPEX, 11.00%, SK Group, 25.00%, Tokyo Electric Power Company, 6.00%, Tokyo Gas, 3.00%",Operating,2006,,,,3.70,mtpa,3.70,Darwin,Wickham Point,Northern Territory,-12.5221,130.8663,exact,no,,
T0331,2,T03312,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Darwin_LNG_Terminal,Darwin LNG Terminal T2,,"Santos Limited, 44.00%, Eni S.p.A., 11.00%, INPEX, 11.00%, SK Group, 25.00%, Tokyo Electric Power Company, 6.00%, Tokyo Gas, 3.00%",Shelved,,,,,6.30,mtpa,6.30,Darwin,Wickham Point,Northern Territory,-12.5221,130.8663,approximate,no,Pre-FID,
T0331,3,T03313,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Darwin_LNG_Terminal,Darwin LNG Terminal T3,,"Santos Limited, 44.00%, Eni S.p.A., 11.00%, INPEX, 11.00%, SK Group, 25.00%, Tokyo Electric Power Company, 6.00%, Tokyo Gas, 3.00%",Shelved,,,,,,,,Darwin,Wickham Point,Northern Territory,-12.5221,130.8663,approximate,no,Pre-FID,
T0332,1,T03321,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Fishermans_Landing_LNG_Terminal,Fishermans Landing LNG Terminal T1,,Liquefied Natural Gas Limited,Cancelled,,,,,1.80,mtpa,1.80,Port of Gladstone,,Queensland,-23.820194,151.242522,approximate,no,Pre-FID,
T0332,2,T03322,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Fishermans_Landing_LNG_Terminal,Fishermans Landing LNG Terminal T2,,Liquefied Natural Gas Limited,Cancelled,,,,,1.80,mtpa,1.80,Port of Gladstone,,Queensland,-23.820194,151.242522,approximate,no,Pre-FID,
T0333,1,T03331,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Gladstone_LNG_Terminal,Gladstone LNG Terminal T1,GLNG Terminal,"Santos Limited, 30.00%, Petronas, 28.00%, Total S.A., 28.00%, KOGAS, 15.00%",Operating,2015,,,,3.90,mtpa,3.90,Curtis Island,Gladstone,Queensland,-23.776,151.2103,exact,no,FID,
T0333,2,T03332,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Gladstone_LNG_Terminal,Gladstone LNG Terminal T2,GLNG Terminal,"Santos Limited, 30.00%, Petronas, 27.50%, Total S.A., 27.50%, KOGAS, 15.00%",Operating,2016,,,,3.90,mtpa,3.90,Curtis Island,Gladstone,Queensland,-23.776,151.2103,exact,no,FID,
T0334,1,T03341,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Gorgon_LNG_Terminal,Gorgon LNG Terminal T1,,"Chevron, 47.30%, ExxonMobil, 25.00%, Royal Dutch Shell, 25.00%, Osaka Gas, 1.30%, Tokyo Gas, 1.00%, Tokyo Electric Power Company, 0.20%, Chubu Electric Power, 0.20%",Operating,2016,,,,5.20,mtpa,5.20,Barrow Island,,Western Australia,-20.79,115.44965,exact,no,FID,
T0334,2,T03342,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Gorgon_LNG_Terminal,Gorgon LNG Terminal T2,,"Chevron, 47.30%, ExxonMobil, 25.00%, Royal Dutch Shell, 25.00%, Osaka Gas, 1.30%, Tokyo Gas, 1.00%, Tokyo Electric Power Company, 0.20%, Chubu Electric Power, 0.20%",Operating,2016,,,,5.20,mtpa,5.20,Barrow Island,,Western Australia,-20.79,115.44965,exact,no,FID,
T0334,3,T03343,Export,Australia,Australia and New Zealand,https://www.gem.wiki/Gorgon_LNG_Terminal,Gorgon LNG Terminal T3,,"Chevron, 47.30%, ExxonMobil, 25.00%, Royal Dutch Shell, 25.00%, Osaka Gas, 1.30%, Tokyo Gas, 1.00%, Tokyo Electric Power Company, 0.20%, Chubu Electric Power, 0.20%",Operating,2017,,,,5.20,mtpa,5.20,Barrow Island,,Western Australia,-20.79,115.44965,exact,no,FID,
