ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,Name,OtherNames,Owner,Status, CostUSD ,StartYear1,StartYear2,StartYear3,RetiredYear,Capacity,CapacityUnit,CapacityBOEd,KnownKm,EstimateKm,MergedKm,Lengthmi,Diameter (inch),Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,Expansions,Mainline,Route
P2686,NGL,USA,USA,USA,https://www.gem.wiki/Compa%C3%B1ero_LPG_Pipeline,Compañero LPG Pipeline,,Permico Energia,Proposed,,2021,,,,"300,000.00",bpd,"300,000.00",820.77,760.45,820.77,510.00,24,,,,Texas,North America,,,Texas,North America,,,"31.73910535,-103.729703:31.60417004,-103.40385:31.48569421,-103.03684:31.3987097,-102.823024:31.14960467,-102.572072:30.7039295,-102.079329:30.32993903,-101.657308:29.9486639,-101.231873:29.75124116,-101.00696:29.54117276,-100.769809:29.373799,-100.572588:29.14433172,-100.310909:28.94271709,-100.008409:28.73143139,-99.7785554:28.56836593,-99.5707333:28.48025224,-99.4539274:28.39970593,-99.2359031:28.38030178,-99.0619263:28.25581946,-98.8066846:28.12099359,-98.344683:27.99691945,-98.0039297:27.84445236,-97.4821385"
P2687,NGL,USA,USA,USA,https://www.gem.wiki/Lone_Star_Express_Y-Grade_Pipeline,Lone Star Express Y-Grade Pipeline expansion,,Energy Transfer Equity,Operating,,2020,,,,"400,000.00",bpd,"400,000.00",566.49,563.43,566.49,352.00,24,,,,Texas,North America,,,Texas,North America,,,"32.049801,-101.823897:32.431299,-100.296578:32.339457,-99.867646:32.268858,-99.385834:31.95706,-97.752747:32.013621,-97.559851:31.909461,-97.136525:31.922313,-96.562838:31.865071,-96.40109:31.605232,-96.173316"
P2688,NGL,USA,USA,USA,https://www.gem.wiki/Stateline-to-Riverview_Tioga_Y-Grade_Pipeline,Stateline-to-Riverview Tioga Y-Grade Pipeline Lateral,,ONEOK Partners,Proposed," $100,000,000.00 ",2021,,,,"90,000.00",bpd,"90,000.00",120.70,116.81,120.70,75.00,16,,,,North Dakota,North America,,,North Dakota,North America,,Stateline-to-Riverview Tioga Y-Grade Pipeline,"48.40651585,-102.914691:48.40553173,-102.905361:48.40337918,-102.900164:48.39858583,-102.899651:48.38759631,-102.897765:48.38659384,-102.908298:48.37262458,-102.908219:48.37268478,-102.916735:48.36501649,-102.915913:48.36456198,-102.925082:48.34884126,-102.931192:48.34895833,-102.948219:48.36384966,-102.949116:48.36390557,-103.044147:48.35086042,-103.044849:48.35074955,-103.066108:48.31223966,-103.065432:48.31256899,-103.087435:48.29904717,-103.088075:48.29940882,-103.10937:48.29215111,-103.109987:48.29210912,-103.120254:48.28868388,-103.121293:48.28748609,-103.172873:48.28572288,-103.179053:48.28475439,-103.21649:48.28700358,-103.219575:48.28595092,-103.258421:48.26859808,-103.258593:48.26307302,-103.262929:48.25736246,-103.261578:48.25795483,-103.314756:48.25364467,-103.314267:48.25327319,-103.330512:48.24888913,-103.33143:48.24846546,-103.375991:48.25356543,-103.379761:48.25288748,-103.401636:48.24846558,-103.403253:48.24757533,-103.41094:48.24039261,-103.410115:48.24071327,-103.458299:48.23664547,-103.471281:48.22897281,-103.479596:48.22909878,-103.495185:48.22701865,-103.506979:48.22633589,-103.519642:48.24081335,-103.519205:48.24110924,-103.540483:48.25215974,-103.541066:48.25614254,-103.538698:48.26888057,-103.543729:48.26978347,-103.553753:48.28709852,-103.554364:48.28667869,-103.562109:48.29585369,-103.561768:48.30056619,-103.563738:48.30476164,-103.566357:48.30336469,-103.583204:48.30445656,-103.589712:48.30171706,-103.595769:48.30117971,-103.605629:48.29763553,-103.608755:48.29811044,-103.62653:48.30123135,-103.631152:48.29990385,-103.646589:48.29283299,-103.652484:48.29286223,-103.669497:48.29801326,-103.672236:48.2976193,-103.731731:48.29550879,-103.735022:48.29595313,-103.779023:48.27752387,-103.781052:48.26974595,-103.78224:48.26591602,-103.781778:48.26017121,-103.781085:48.25482669,-103.781857:48.25496438,-103.805251:48.24974884,-103.820913:48.25007795,-103.840787:48.24557187,-103.843781:48.23879451,-103.852873:48.22839022,-103.874977:48.22811289,-103.888398:48.22580004,-103.895197:48.22574029,-103.90475:48.22350652,-103.910141:48.22326582,-103.922858:48.22649605,-103.925379:48.22589029,-103.952924"
P2689,NGL,USA,USA,USA,https://www.gem.wiki/Appalachia_to_Texas_Express_Ethane_Pipeline_(ATEX),Appalachia to Texas Express Ethane Pipeline (ATEX),,Enterprise Products Partners,Operating,,,,,,,,,"1,939.26","1,834.86","1,939.26","1,205.00","14, 16, 20",,,,Pennsylvania,North America,,,Texas,North America,,,"40.2365185,-80.2008328:40.27052438,-80.3980664:40.32422123,-80.5312735:40.3420907,-80.6106619:40.29807488,-80.9847027:40.22751264,-81.4172415:40.17981573,-81.7667684:40.13960711,-82.0455132:40.09501881,-82.3070154:40.06961743,-82.3895922:39.94080964,-82.4282783:39.86742654,-82.4842717:39.78077129,-82.5446439:39.73672967,-82.6757264:39.67027478,-82.9544585:39.6122939,-83.4248651:39.54552762,-83.8363829:39.50551643,-84.1230748:39.47484216,-84.388304:39.42315542,-84.5684561:39.363254,-84.6535512:39.34112467,-84.7392317:39.32731234,-85.0289089:39.27536856,-85.2142815:39.21348899,-85.3719006:39.11984816,-85.5383041:39.08338521,-85.6274424:39.05376608,-85.7569078:38.94835716,-85.9134692:38.84863645,-86.0347764:38.76399716,-86.1634639:38.66841093,-86.2978142:38.59444652,-86.4500044:38.54264926,-86.5659428:38.50520377,-86.6839328:38.45243504,-86.8837983:38.36748387,-87.121547:38.32822911,-87.3532474:38.27490513,-87.558236:38.21395367,-87.746819:38.1096098,-87.9634124:37.96922009,-88.2593825:37.8294758,-88.500354:37.62551053,-88.8259499:37.41448817,-89.0740357:37.22574012,-89.3866238:36.96678072,-89.7118654:36.73590174,-89.970234:36.4718243,-90.2332087:36.19643997,-90.5253135:35.96200718,-90.7726243:35.73532212,-91.0110204:35.21675133,-91.6381234:35.02761462,-91.8937774:34.91041523,-92.0333491:34.47567094,-92.1249973:34.04941017,-92.2079419:33.59210256,-92.3108987:33.36043752,-92.3564573:33.16074642,-92.391291:32.78454634,-92.4567041:32.63711944,-92.4944142:32.33281563,-92.6651565:31.92934198,-92.9357832:31.63188761,-93.1412796:31.28236415,-93.4006313:30.96172089,-93.6212437:30.85983869,-93.6992621:30.60556657,-93.7128774:30.34848735,-93.7483406:30.06460932,-93.8113177:29.97657544,-93.8236451"
P2690,NGL,USA,USA,USA,https://www.gem.wiki/Arbuckle_II_Y-Grade_Pipeline,Arbuckle II Y-Grade Pipeline,,ONEOK Partners,Operating,,,,,,"400,000.00",bpd,"400,000.00",193.00,641.86,193.00,119.92,24,,,,Kansas,North America,,,Texas,North America,,,"29.85577529,-94.8848716:29.88309299,-94.9011168:29.95444842,-94.9047196:29.99054498,-94.9119179:30.02194094,-94.9195984:30.03985964,-94.9368289:30.09434772,-94.9367067:30.13708179,-94.9377805:30.15630766,-94.9412621:30.1667584,-94.9538251:30.18556598,-94.9518971:30.19711103,-94.9479847:30.20714351,-94.9551392:30.22229682,-94.967227:30.24601661,-94.9675223:30.25730499,-94.9909311:30.27287543,-95.0084474:30.28311596,-95.0183218:30.29722424,-95.0168784:30.32716435,-95.005616:30.350258,-94.9977804:30.3741894,-95.0007861:30.39770154,-94.9983669:30.42398459,-95.0011285:30.45194658,-95.0256011:30.48570472,-95.0330712:30.50854433,-95.0526172:30.52903132,-95.0724134:30.55510905,-95.0724719:30.56854056,-95.0930044:30.57920083,-95.1083476:30.59608178,-95.1120963:30.61933512,-95.1371189:30.6233521,-95.1586366:30.62501339,-95.180397:30.64140767,-95.2088849:30.67868337,-95.2626944:30.71194916,-95.2949966:30.72853251,-95.3262577:30.74664576,-95.3463943:30.75534264,-95.3674851:30.76731551,-95.3690277:30.77109836,-95.387872:30.7892062,-95.40803:30.8303286,-95.4506264:30.84083514,-95.4963062:30.86384225,-95.6480085:30.86996963,-95.6996663:30.87921242,-95.7290249:30.88294918,-95.7479192:30.90062497,-95.7627145:30.92006645,-95.7690871:30.93734844,-95.7784234:30.94971945,-95.8185238:30.97740602,-95.840639:30.99232954,-95.8502197:30.99389165,-95.8721076:31.01530027,-95.8728056:31.04159967,-95.9088644:31.06711662,-95.9339892:31.07632157,-95.9634416:31.09908812,-95.9833354:31.12243205,-96.0114607:31.14442471,-96.0204086:31.16598306,-96.0570068:31.17280914,-96.08673:31.18982673,-96.1265453:31.1976653,-96.1368553:31.2074041,-96.1746109:31.23109904,-96.2083114:31.26535662,-96.2576318:31.28441164,-96.2931871:31.30628658,-96.335412:31.33467287,-96.3687594:31.34467233,-96.3761408:31.35976427,-96.3885908:31.3677747,-96.4016943:31.3685174,-96.4126979:31.38397799,-96.43066:31.39707647,-96.4488436:31.41197982,-96.4585596:31.4314197,-96.4650943:31.4574259,-96.4987403:31.48741368,-96.5209561:31.51141644,-96.5603643:31.56411335,-96.6027529:31.60027209,-96.6466732:31.64514484,-96.6787379:31.67239473,-96.6957384:31.68637404,-96.7278284:31.69944713,-96.746114:31.71852585,-96.7471917:31.75103663,-96.7720963:31.79206692,-96.8185166:31.83054576,-96.8624191:31.88065379,-96.9025489:31.91823111,-96.932673:31.95668768,-96.9766816:31.98698902,-97.004704:32.01728706,-97.0327444:32.03689989,-97.0421971:32.05502381,-97.065738:32.05405673,-97.0881508:32.06727152,-97.1093384:32.08887753,-97.1507515:32.10484116,-97.2164093:32.12143148,-97.2541039:32.13040546,-97.2840754:32.13683785,-97.3114738:32.15154011,-97.3186169:32.15103854,-97.3494027:32.17064012,-97.3589369:32.18432471,-97.3885434:32.19040198,-97.4104049:32.20323892,-97.4261134:32.22960094,-97.42951:32.24633112,-97.4309123:32.27216943,-97.465142:32.30173387,-97.4822823:32.32623144,-97.4942509:32.34362949,-97.5068134:32.3572907,-97.5365011:32.36824862,-97.5608163:32.38090911,-97.5737868:32.41217323,-97.5796241:32.43380508,-97.5834517:32.43985899,-97.6053907:32.45317496,-97.6295436:32.46395623,-97.6511053:32.47677473,-97.6668943:32.49399977,-97.6767159:32.50934681,-97.695115:32.51382962,-97.731246:32.52664081,-97.7470559:32.55381884,-97.7645201:32.58018765,-97.7680108:32.59520282,-97.780849:32.59918351,-97.8086309:32.60664766,-97.8558117:32.62277299,-97.8882592:32.64520275,-97.9061594:32.67236822,-97.9236928:32.68532095,-97.9423599:32.77279974,-97.9326122:32.82253863,-97.928656:32.86280285,-97.9254462:32.89580147,-97.9199907:32.93132766,-97.9171475:32.96054834,-97.9289163:32.98936945,-97.9336653:33.02300766,-97.9394418:33.05632623,-97.9395951:33.07370526,-97.9523301:33.09755035,-97.9532449:33.12187509,-97.9626033:33.15724326,-97.9569367:33.18614574,-97.9631021:33.21773693,-97.9747153:33.23732515,-97.9844669:33.28232876,-97.9808505:33.31990534,-97.9721564:33.36285985,-97.9743589:33.4119547,-97.95904:33.44748098,-97.9561562:33.49280335,-97.9581496:33.52294529,-97.9443321:33.57520993,-97.9429035:33.62069404,-97.9477112:33.67059032,-97.9464664:33.69884674,-97.9412997:33.72236608,-97.9365178:33.73845408,-97.9266487:33.76923976,-97.9241072:33.81913347,-97.9228305:33.85449074,-97.9170488:33.87817112,-97.9150828:33.89491142,-97.916545:33.91964341,-97.8916556:33.94365197,-97.89536:33.97223161,-97.8958276:34.00031588,-97.8877646:34.0427712,-97.8813458:34.09062388,-97.8859016:34.11617181,-97.8751697:34.15658919,-97.8746214:34.18466875,-97.8665228:34.21578141,-97.8696165"
P2691,NGL,USA,USA,USA,https://www.gem.wiki/Grand_Prix_Y-Grade_Pipeline,Grand Prix Y-Grade Pipeline,,Targa Resources,Operating," $1,400,000,000.00 ",2019,,,,,,,,"1,182.29","1,182.29",734.64,,,,,Oklahoma,North America,,,Kansas,North America,,,"31.938263,-104.318915:31.965688,-104.281206:31.970258,-104.265046:32.002241,-104.259659:32.011378,-104.238111:32.015945,-104.119598:32.02508,-104.028021:31.919976,-103.947217:31.855941,-103.925669:31.828483,-103.597066:31.814752,-103.494715:31.796439,-103.236142:31.553461,-103.098775:31.447821,-103.036826:31.332858,-103.017971:31.38116,-102.891378:31.413347,-102.840203:31.436331,-102.735157:31.491469,-102.619339:31.801018,-101.88941:31.830772,-101.808606:31.865091,-101.69548:31.970258,-101.303581:31.99082,-101.212003:31.999957,-101.163521:32.022796,-101.066556:32.03878,-101.01538:32.04563,-100.969591:32.111814,-100.786436:32.175671,-100.500928:32.175671,-100.468607:32.18479,-100.19926:32.159711,-99.91914:32.18479,-99.684808:32.196187,-99.608045:32.255429,-98.681493:32.262262,-98.393292:32.266817,-98.315182:32.31008,-98.07277:32.314633,-98.016207:32.287313,-97.87076:32.287313,-97.674137:32.262262,-97.582559:32.269095,-97.550238;
31.795867,-103.234795:31.910259,-103.326373;32.017658,-104.083237:32.147739,-104.07785:32.209292,-104.045528:32.284466,-104.042835:32.307234,-104.067076;
32.269095,-97.552931:32.241761,-97.534077:32.234927,-97.45866:32.237205,-97.38863:32.257707,-97.313213:32.250873,-97.213554:32.127783,-97.022318:32.059327,-96.92266:31.993104,-96.796067:31.949691,-96.709876:31.878815,-96.604831:31.881103,-96.480932:31.876528,-96.44053:31.812463,-96.392048:31.787282,-96.346259:31.711699,-96.251987:31.631467,-96.144249:31.475391,-96.001495:31.351837,-95.877596:31.301219,-95.837194:31.243666,-95.81834:30.86756,-95.697134:30.856,-95.659425:30.846751,-95.47627:30.830562,-95.417013:30.777352,-95.357757:30.705587,-95.244632:30.67316,-95.225777:30.615227,-95.085717:30.568856,-95.026461:30.469082,-94.969898:30.448186,-94.969898:30.436576,-94.94835:30.352938,-94.94835:30.294814,-94.964511:30.259923,-94.967205:30.22502,-94.926803:30.227347,-94.889094:29.847276,-94.824451"
P2692,NGL,USA,USA,USA,https://www.gem.wiki/Front_Range_Y-Grade_Pipeline,Front Range Y-Grade Pipeline,,"DCP Midstream, Enterprise Products Partners, Occidental Petroleum",Operating,,,,,,,,,700.10,571.79,700.10,435.02,,,,,Colorado,North America,,,Texas,North America,,,"39.658671,-104.536467:39.324038,-104.35451:38.988763,-104.125387:38.595832,-103.899271:38.249316,-103.602151:37.575008,-103.123502:37.331985,-102.854836:37.041461,-102.625071:36.81621,-102.347343:36.648982,-102.128202:36.298552,-101.504898:36.179353,-101.345534:35.506568,-100.886518"
P2693,NGL,USA,USA,USA,https://www.gem.wiki/Texas_Express_Y-Grade_Pipeline,Texas Express Y-Grade Pipeline,,"DCP Midstream, Enterprise Products Partners, Occidental Petroleum, ArcLight",Operating,,,,,,"280,000.00",bpd,"280,000.00",933.40,893.69,933.40,579.99,20,,,,Texas,North America,,,Texas,North America,,,"35.506568,-100.886518:35.018002,-100.551903:34.501155,-100.245653:34.25328,-100.121019:33.955815,-99.617718:33.750075,-99.180107:33.473408,-98.687287:33.234158,-98.302382:33.13002,-98.225479:33.127927,-98.101197:32.956959,-97.854927:32.805294,-97.749965:32.682453,-97.602452:32.61859,-97.568393:32.53646,-97.547126:32.40833,-97.552128:32.231211,-97.533117:32.185295,-97.48096:32.126839,-97.457842:32.045771,-97.375198:31.742995,-97.244457:31.619576,-97.093652:31.586365,-97.01873:31.419154,-97.005302:30.952628,-96.694534:30.513048,-95.882327:30.328655,-95.691741:30.305846,-95.508029:30.123255,-95.220225:30.09278,-95.130577:30.086599,-95.049438:29.959068,-94.931674:29.819805,-94.907769"
P2694,NGL,USA,USA,USA,https://www.gem.wiki/Lone_Star_Express_Y-Grade_Pipeline,Lone Star Express Y-Grade Pipeline,,Energy Transfer Equity,Operating,,,,,,,,,,830.29,830.29,515.92,,,,,Texas,North America,,,Texas,North America,,,"32.049801,-101.823897:32.431299,-100.296578:32.339457,-99.867646:32.268858,-99.385834:31.95706,-97.752747:32.013621,-97.559851:31.909461,-97.136525:31.922313,-96.562838:31.865071,-96.40109:31.573137,-96.145277:31.551753,-95.893656:31.446524,-95.81673:31.345266,-95.745788:31.16129,-95.754631:30.94646,-95.73702:30.869836,-95.661946:30.690653,-95.35554:30.440585,-95.309332:29.890818,-95.24921:29.8381,-95.17826:29.831995,-95.097316:29.74301,-94.986685"
P2695,NGL,USA,USA,USA,https://www.gem.wiki/Stateline-to-Riverview_Tioga_Y-Grade_Pipeline,Stateline-to-Riverview Tioga Y-Grade Pipeline,Bakken NGL Pipeline,ONEOK Partners,Operating,,,,,,,,,,774.26,774.26,481.10,,,,Williams County,North Dakota,North America,,Williams County,North Dakota,North America,,,"40.92619627,-104.420189:40.98152418,-104.415743:42.19634264,-104.479755:42.50656057,-104.355054:42.53827502,-104.357396:42.61091934,-104.365007:42.92839952,-104.354362:43.16969482,-104.331977:43.30274354,-104.301819:43.87673469,-104.298468:44.00220526,-104.365486:44.04798413,-104.395644:44.09372848,-104.370513:44.16959141,-104.33916:44.50870421,-104.272352:44.52632046,-104.217984:44.63959942,-104.20376:44.81524952,-104.22238:44.91661835,-104.262107:44.99685889,-104.321713:45.15452684,-104.287892:45.31598815,-104.185959:45.40812059,-104.290324:45.52989825,-104.281723:45.59006226,-104.341169:45.82179151,-104.343845:45.83607569,-104.282261:45.95022946,-104.254758:46.0134744,-104.259996:46.3710684,-104.351872:46.48358449,-104.365253:46.54251603,-104.367929:46.6087384,-104.351873:46.64144577,-104.353874:46.99528893,-104.220983:47.33728567,-104.068213:47.40983781,-104.061655:47.41556277,-104.061137:47.57772748,-104.123209:47.60323503,-104.146847:47.65239297,-104.151574:47.65502809,-104.166225:47.67081527,-104.173187"
P2696,NGL,USA,USA,USA,https://www.gem.wiki/Mountaineer_NGL_Pipeline,Mountaineer NGL Pipeline,,"PTT Global Chemical pcl, Energy Storage Ventures LLC",Proposed,,,,,,,,,12.90,9.71,12.90,8.02,,,,,Ohio,North America,,,Ohio,North America,,,"39.78564602436496, -80.85161192889889:39.79857219851752, -80.83453162153616:39.80542999840162, -80.83109839392556:39.81677024341718, -80.82526190698754:39.843399274648064, -80.83109839392556:39.86158544984421, -80.81410391725308"
P2697,NGL,USA,USA,USA,https://www.gem.wiki/Key_Access_Pipeline_System,Key Access Pipeline System (KAPS),Montney-Fort Saskatchewan NGL Pipeline,"Keyera, 50.00%, KKR Global Infrastructure Investors III, 25.00%, SemGroup Corporation, 25.00%",Proposed," $967,890,000.00 ",2023,,,,,,,,464.26,464.26,288.48,,,Montney,,Alberta,North America,Fort Saskatchewan,,Alberta,North America,,,"55.283215,-119.235175:55.076993,-119.226146:55.014919,-119.135856:54.926815,-119.122312:54.880094,-119.045566:54.684837,-118.860471:54.611699,-118.693435:54.491258,-118.341304:54.446658,-118.223927:54.449283,-118.034318:54.444033,-117.853739:54.428278,-117.682188:54.415145,-117.479035:54.396752,-117.178821:54.394124,-117.00727:54.362571,-116.840234:54.30993,-116.736401:54.265132,-116.587422:54.098689,-115.724025:54.021848,-115.281604:53.944864,-114.803068:53.835782,-114.089777:53.745107,-113.588668:53.699697,-113.204936"
P2698,Gas,Uzbekistan,Uzbekistan,Uzbekistan,https://www.gem.wiki/Mubarek-Shurtan-Sheraban_Gas_Pipeline,Mubarek-Shurtan-Sheraban Gas Pipeline,,Uzbekneftegaz,Mothballed,,2003,,,,1.00,bcm/year,"16,565.50",193.00,136.14,193.00,119.92,,,Mubarek,,,Eurasia,Sherabad,,,Eurasia,,,"38.455913,65.810676:37.672445,67.004219"
P2699,Gas,Vietnam,Vietnam,Vietnam,https://www.gem.wiki/Block_B%E2%80%93O_Mon_Gas_Pipeline_System,Block B – O Mon Gas Pipeline System,Kim Long Pipeline,PetroVietnam,Operating,,2014,,,,18.30,bcm/year,"303,148.65",400.00,235.06,400.00,248.55,,Block B&48/95 and Block 52/97,,,,Asia Pacific,Ca Mau,,Ca Mau,Asia Pacific,,,"10.04111549284147, 105.7464119008628:9.789806429814751, 105.62717745729192:9.712578762089207, 105.27313168850985:9.283907634056602, 105.50196337661224:9.17349335106157, 105.15293821208216:8.53506336992703, 105.130278911881"
P2700,Gas,Vietnam,Vietnam,Vietnam,https://www.gem.wiki/PM3_CAA_%E2%80%93_Ca_Mau_Gas_Pipeline_System,PM3 CAA – Ca Mau Gas Pipeline System,,PetroVietnam,Operating,,2007,,,,2.00,bcm/year,"33,131.00",330.00,366.79,330.00,205.05,,"Blocks PM3 CAA & 46-Cai Nuoc,",,,,Asia Pacific,Ca Mau,,Ca Mau,Asia Pacific,,,"9.236883,105.0627469:9.2368,103.984:7.001,103.783754"
P2701,Gas,Vietnam,Vietnam,Vietnam,https://www.gem.wiki/Su_Tu_Vang-Rang_Dong%E2%80%93Bach_Ho-Long_Hai%E2%80%93Dinh_Co_Gas_Pipeline,Su Tu Vang-Rang Dong–Bach Ho-Long Hai -Dinh Co Gas Pipeline,,PetroVietnam,Operating,,2008,,,,2.00,bcm/year,"33,131.00",40.00,123.16,40.00,24.85,,Su Tu Vang Field,,,,Asia Pacific,Dinh Co,Long Dien,Ba Ria Vung Tau,Asia Pacific,,,"9.43204457562563, 107.65549938985569:10.458434594892923, 107.22009649806839"
P2702,Oil,Saudi Arabia,Saudi Arabia,"Saudi Arabia, Kuwait",https://www.gem.wiki/Al_Khafji_Joint_Operations_Offshore_Pipeline,Al Khafji Joint Operations Offshore Pipeline,,"Saudi Aramco, Kuwait Gulf Oil Co.",Shelved,,,,,,,,,,2.95,2.95,1.83,,,Al-Khafji field,,Neutral Zone ,Middle East,Khafji,,,Middle East,,,"28.41641940625841, 48.52248029167349:28.43168598390488, 48.547135155244646"
P2703,Gas,Russia,Russia,Russia,https://www.gem.wiki/Achinsk-Abakan_Gas_Pipeline,Achinsk-Abakan Gas Pipeline,,Gazprom,Proposed,,,,,,,,,341.18,288.74,341.18,212.00,,,Achinsk,,,Eurasia,Abakan,,,Eurasia,,,"56.233219, 90.501165:53.692395, 91.407537"
P2704,Gas,Russia,Russia,Russia,https://www.gem.wiki/Belogorsk-Khabarovsk_Gas_Pipeline,Belogorsk-Khabarovsk Gas Pipeline,,Gazprom,Proposed,,,,,,,,,611.55,550.56,611.55,380.00,,,Belogorsk,,,Eurasia,Khabarovsk,,,Eurasia,,,"50.936036,128.460708:48.470243,135.083357"
P2705,Gas,Russia,Russia,Russia,https://www.gem.wiki/Ust-Kamovskaya_-_Lesosibirsk_-_Achinsk_Gas_Pipeline,Ust-Kamovskaya - Lesosibirsk - Achinsk Gas Pipeline,,Gazprom,Shelved,,,,,,,,,725.80,685.27,725.80,450.99,,,Ust-Kamovskaya field,,,Eurasia,Achinsk ,,,Eurasia,,,"61.322778,97.055672:58.217383,92.431034:56.203508,90.499382"
P2706,Gas,Russia,Russia,Russia,https://www.gem.wiki/Yakutsk-Aldan_Gas_Pipeline,Yakutsk-Aldan Gas Pipeline,,Gazprom,Shelved,,,,,,,,,466.00,452.23,466.00,289.56,,,Yakutsk,,,Eurasia,Aldan,,,Eurasia,,,"62.045465,129.732449:58.605179,125.381789"
P2707,Gas,Russia,Russia,Russia,https://www.gem.wiki/Ukhta-Torzhok_3_Gas_Pipeline,Ukhta-Torzhok 3 Gas Pipeline,,Gazprom,Proposed,,2023,,,,,,,,"1,331.42","1,331.42",827.30,,,Ukhta,,Komi,Eurasia,Torzhok,,Tver,Eurasia,,,"63.66056,53.77472:63.623084,53.614655:63.565064,53.467712:63.549164,53.375702:63.524991,53.278885:63.508457,53.239059:63.488847,53.156662:63.473825,53.10585:63.454806,53.081818:63.414885,53.063278:63.380756,53.031693:63.253412,52.761154:63.230226,52.669144:63.1047,52.421265:63.096933,52.386246:63.068957,52.319641:63.052159,52.305222:63.020713,52.224197:63.005134,52.240677:62.98362,52.230377:62.95054,52.117081:62.883953,51.995544:62.85,51.92389:62.776408,51.646042:62.778293,51.622009:62.743093,51.501846:62.687379,51.342545:62.67761,51.279373:62.680132,51.252594:62.665632,51.144791:62.638819,51.052094:62.586387,50.974503:62.574687,50.919571:62.525943,50.853653:62.524042,50.820694:62.514536,50.814514:62.481877,50.714264:62.479974,50.688858:62.450771,50.543976:62.44283,50.469131:62.425989,50.416946:62.415816,50.347595:62.33528,50.16444:62.285172,49.97818:62.218356,49.845657:62.187616,49.805145:62.175439,49.746094:62.134708,49.595718:62.139842,49.564819:62.111913,49.470749:62.109022,49.41925:62.065628,49.307327:62.026682,49.276428:61.975751,49.177551:61.969298,49.130173:61.929259,49.115067:61.892079,49.006577:61.783513,48.543777:61.74278,48.47806:61.658595,48.306885:61.618802,48.26088:61.602478,48.280106:61.563593,48.257446:61.459114,47.936096:61.439096,47.846146:61.361196,47.667618:61.34342,47.652512:61.291019,47.507629:61.249432,47.267303:61.162781,46.668549:61.154832,46.574478:61.118371,46.49826:61.09722,46.48083:61.056624,46.396637:61.020383,46.271667:61.008737,46.174164:60.904065,45.88028:60.86531,45.737457:60.852269,45.708618:60.827846,45.608368:60.786652,45.499191:60.733322,45.405807:60.726944,45.361862:60.676878,45.290451:60.603487,45.068665:60.592362,44.975281:60.547152,44.845505:60.506273,44.649811:60.474818,44.362106:60.44778,44.26278:60.406732,44.12178:60.361941,44.030457:60.305866,43.775711:60.227539,43.520966:60.18216,43.306732:60.148683,43.236008:60.042904,42.883072:60.015805,42.763596:60.006882,42.700424:59.928872,42.499237:59.92199,42.468338:59.83964,42.274017:59.750169,42.149048:59.738752,42.148361:59.67889,42.02028:59.406656,41.462402:59.372042,41.44249:59.336691,41.30928:59.297448,41.204224:59.203361,41.062088:59.148474,40.832062:58.936902,40.477753:58.901099,40.395355:58.816942,40.340424:58.78778,40.24889:58.661228,40.170135:58.616917,40.084305:58.609049,40.082245:58.416819,39.825439:58.384798,39.721069:58.282425,39.563141:58.222449,39.488297:58.195681,39.429245:58.184099,39.416199:58.15875,39.335175:58.159837,39.320755:58.141358,39.261703:58.129033,39.245911:58.10038,39.1642:58.076787,39.122314:58.00737,38.968506:57.985172,38.961639:57.967331,38.92662:57.95531,38.859329:57.917401,38.715134:57.890767,38.60527:57.876896,38.594971:57.845116,38.514633:57.852059,38.480988:57.82667,38.42639:57.813675,38.265381:57.79831,38.213196:57.782938,38.198776:57.737517,38.08548:57.710017,37.988663:57.710017,37.908325:57.70268,37.84584:57.679192,37.756577:57.663035,37.641907:57.642828,37.469559:57.588031,37.192841:57.562259,37.089844:57.553787,37.078171:57.545681,37.030792:57.437559,36.786346:57.415378,36.67099:57.383563,36.600952:57.372087,36.535721:57.351719,36.489029:57.32578,36.174359:57.163429,35.770798:57.14071,35.676727:57.136239,35.636902:57.064257,35.384216:57.071349,35.281219:57.026532,35.050507:56.96417,35.02667"
P2708,Gas,France,France,France,https://www.gem.wiki/Arc_de_Dierrey_Gas_Pipeline,Arc de Dierrey Gas Pipeline,,Engie,Operating," $1,400,000,000.00 ",2015,,,,15.00,bcm/year,"248,482.50",308.00,269.01,308.00,191.38,48,,Cuvilly,,Oise,Europe,Voisines,,Haute Marne,Europe,,,"49.529702, 2.704869: 49.157340, 2.953407: 48.769967, 3.454167: 48.3067, 3.7999: 48.2867, 3.8759: 48.2759, 3.8956: 48.2564, 4.0049: 48.2581, 4.0316: 48.2563, 4.0742: 48.2547, 4.0955: 48.2441, 4.1567: 48.2405, 4.1619: 48.2334, 4.1752: 48.1995, 4.2125: 48.1925, 4.2342: 48.1889, 4.2659: 48.1889, 4.3005: 48.1873, 4.3191: 48.1557, 4.452: 48.135, 4.5105: 48.1205, 4.5607: 48.0571, 4.7301: 48.0525, 4.7928: 48.0082, 4.9778: 47.9883, 5.0068: 47.9516, 5.1139: 47.9524, 5.14"
