ProjectID,Fuel,StartCountry,EndCountry,Countries,Wiki,Name,OtherNames,Owner,Status, CostUSD ,StartYear1,StartYear2,StartYear3,RetiredYear,Capacity,CapacityUnit,CapacityBOEd,KnownKm,EstimateKm,MergedKm,Lengthmi,Diameter (inch),Source,StartLocation,StartPrefecture/District,StartState/Province,StartRegion,EndLocation,EndPrefecture/District,EndState/Province,EndRegion,Expansions,Mainline,Route
P0158,Gas,USA,USA,USA,https://www.gem.wiki/Bison_Gas_Pipeline,Bison Gas Pipeline,,"TC Energy, 100.00%",Operating," $610,000,000.00 ",2011,,,,477.00,MMcf/d,"82,230.03",486.00,460.88,486.00,301.99,30,Powder River Basin,Gillette,,Wyoming,North America,Glen Ullin,,North Dakota,North America,Bison Gas Pipeline Expansion,,"46.814941,-101.830086:46.168263,-104.065809:45.251534,-104.994159:45.090824,-105.035363:44.910212,-105.741240:44.278749,-105.509124"
P0159,Gas,USA,USA,USA,https://www.gem.wiki/Bridgeline_Gas_Pipeline,Bridgeline Gas Pipeline,,"EnLink Midstream, Targa Resources",Operating,,2000,,,,920.00,MMcf/d,"158,598.80","1,585.00",792.60,"1,585.00",984.87,,,Larose,,Louisiana,North America,,,Louisiana,North America,,,"29.7644376,-93.9072846:29.7894076,-93.3629576:29.7663066,-93.0008306:29.8366516,-92.8209726:29.8879025,-92.7684926:30.0009895,-92.3095186:30.0236185,-92.1433936:30.2398195,-92.0253336:30.4479463,-91.1983356:30.1904944,-90.8724566:30.1133435,-90.5717486:30.1133435,-90.5717486:29.8921745,-90.4536886:29.7285287,-90.6203206:30.0627255,-90.9876116:30.4356983,-91.1974906:29.9385926,-91.0399686;29.8366516,-92.8209726:29.6339687,-92.9226396;29.8879025,-92.7684926:30.0699405,-92.8275876;29.8921745,-90.4536886:29.1801869,-90.1845536;30.0627255,-90.9876116:29.9365035,-91.0374586;29.8921745,-90.4536886:29.9625636,-90.1061626;29.7285287,-90.6203206:29.5976217,-90.7551196;29.9365035,-91.0374586:29.7014807,-91.2070206"
P0160,Gas,Canada,Canada,Canada,https://www.gem.wiki/Canadian_Mainline_Gas_Pipeline,Canadian Mainline Gas Pipeline,,"TC Energy, 100.00%",Operating,,1950,,,,"8,000.00",MMcf/d,"1,379,120.00","14,100.00","3,822.27","14,100.00","8,761.33",,Western Canada Sedimentary Basin,,,Alberta-Saskatchewan boundary,North America,,,Ontario,North America,,,"50.954356,-110.017523:50.452389,-104.642285:49.846399,-97.150889:49.661857,-95.766617:49.810971,-93.206808:48.379528,-89.284695:49.558643,-88.026766:49.743584,-84.752846:49.078839,-81.314131:46.377404,-79.416262:45.320280,-75.811402:45.506712,-73.634212;46.377404,-79.416262:43.441337,-80.495179:44.218028,-76.210517:45.320280,-75.811402"
P0161,Gas,USA,USA,USA,https://www.gem.wiki/Enable_Gas_Transmission,Enable Gas Transmittion,,"CenterPoint Energy, 100.00%",Operating,,,,,,"6,600.00",MMcf/d,"1,137,774.00","9,495.00","4,214.56","9,495.00","5,899.92",,,,,Texas,North America,,,Louisiana,North America,,,"37.2363074,-97.0172886:35.6449581,-98.9847486:35.4181542,-99.8558106:35.4159152,-100.0123656;35.4181542,-99.8558106:34.6384726,-99.3507096:34.6636555,-99.5863436;35.805888,-100.4077176:35.6449581,-98.9847486:34.9191014,-97.4230886:34.9186904,-95.3325516:35.2873703,-93.7427696:35.3196932,-91.5812396:35.7074891,-90.5874236:35.9595099,-89.7325546;35.2873703,-93.7427696:36.5379757,-94.4389606;35.3196932,-91.5812396:34.4261066,-90.6079676;35.7074891,-90.5874236:35.1352293,-90.1032156;35.7074891,-90.5874236:36.0605669,-90.5249006;34.4261066,-90.6079676:34.3899337,-92.8527696:35.2873703,-93.7427696;34.4155817,-92.2057076:33.7985629,-93.4037416:33.0536132,-94.0327516;34.4261066,-90.6079676:34.3332516,-92.9420336:34.3149467,-93.9914796:34.9120184,-95.3402476;34.3149467,-93.9914796:33.7467709,-93.9201156;33.71635,-94.4172256:33.7467709,-93.9201156:33.644362,-93.4930056:33.0182923,-92.6041886;33.0536132,-94.0327516:32.8092943,-93.9953776:32.7988703,-95.4747146;32.8092943,-93.9953776:32.5310695,-93.7635296:32.2562376,-93.7595696;32.5310695,-93.7635296:32.5387395,-92.6554556:32.7150764,-92.0270236:32.4149656,-91.6528856:32.1625746,-94.3592726:32.5560675,-94.0632666:32.4653375,-93.7880346;32.4653375,-93.7880346:33.2657352,-93.2452276:33.8419179,-93.3007446:34.5849846,-92.6100516"
P0162,Gas,USA,USA,USA,https://www.gem.wiki/Mississippi_River_Transmission,Mississippi River Transmission,,"CenterPoint Energy, 100.00%",Operating,,,,,,"1,900.00",MMcf/d,"327,541.00","2,574.00","1,294.29","2,574.00","1,599.41",,,,,Texas,North America,,,Illinois,North America,,,"32.6682744,-94.3585276:32.6696354,-92.6590916:32.6814234,-92.0643426:33.3212081,-91.9938496:34.1716518,-92.0052106:34.2193587,-91.9530256:34.3883877,-91.9722516:35.0941553,-91.6965996:36.3031298,-90.8606786:36.4963117,-90.6280576:36.5082347,-90.5839316:37.3368453,-90.3589866:37.6125831,-90.3576136:37.6423811,-90.3803266:37.8790611,-90.4805766:38.6437387,-90.3238696;35.0941553,-91.6965996:35.1110083,-92.2005976;37.3368453,-90.3589866:37.3612183,-90.7074666;37.6125831,-90.3576136:37.5998822,-90.6415486:37.4959333,-90.7081966;37.6423811,-90.3803266:38.014279,-90.1050956:38.6136997,-90.2249926:38.7156596,-89.7861816;37.8790611,-90.4805766:37.8833971,-90.5876936;32.6696354,-92.6590916:33.3212081,-91.9938496"
P0163,Gas,USA,USA,USA,https://www.gem.wiki/Enable_Oklahoma_Instrastate_Transmission,Enable Oklahoma Instrastate Transmission (EOIT),,"CenterPoint Energy, 100.00%",Operating,,,,,,"2,300.00",MMcf/d,"396,497.00","3,540.00","2,313.06","3,540.00","2,199.65",,,Oklahoma,,Oklahoma,North America,Oklahoma,,Oklahoma,North America,,,"36.404687,-95.770904:36.486133,-96.502447:36.313163,-97.328664:36.187550,-98.160199:35.522071,-98.985049;36.187550,-98.160199:36.645615,-98.750396;36.187550,-98.160199:35.723303,-98.188849:35.651918,-97.677985:35.348937,-97.673865:35.723303,-98.272620:35.723303,-98.188849;35.651918,-97.677985:35.664992,-97.231675:35.553343,-97.202835:35.364301,-97.319565:35.348937,-97.673865;35.553343,-97.202835:35.065757,-97.141572:35.095667,-97.538745:35.264294,-98.082679:35.278223,-98.091320:35.317334,-99.588319;35.522071,-98.985049:34.812284,-97.827247:34.613983,-97.198796:34.689765,-96.404740;36.313163,-97.328664:36.175381,-96.990378:35.345838,-96.441649:34.685307,-96.409816:34.417244,-96.299326:33.935253,-96.035508;34.417244,-96.299326:35.024522,-95.411959:35.567839,-95.340901:35.764203,-95.306569;36.404687,-95.770904:36.057376,-95.799110:36.010733,-96.016090:34.526464,-98.358792;35.567839,-95.340901:35.565290,-96.142302:35.237467,-96.241795:35.118126,-96.441649;34.939324,-96.496581:34.901374,-96.099275:35.021148,-95.422945"
P0164,Gas,USA,USA,USA,https://www.gem.wiki/Southeast_Supply_Header,Southeast Supply Header,,"CenterPoint Energy, 50.00%, Spectra Energy, 50.00%",Operating,,,,,,"1,100.00",MMcf/d,"189,629.00",462.00,495.89,462.00,287.07,,,,,,North America,,,,North America,,,"32.706252,-92.005366:32.715496,-91.478022:31.749362,-89.900147:31.156469,-88.801291:30.737175,-88.353598:30.718287,-88.150351:30.389522,-88.147604;30.737175,-88.353598:30.706480,-88.565084"
P0165,Gas,USA,USA,USA,https://www.gem.wiki/Chandeleur_Gas_Pipeline,Chandeleur Gas Pipeline,,"EnLink Midstream, 100.00%",Operating,,1964,,,,330.00,MMcf/d,"56,888.70",346.00,149.02,346.00,214.99,,Offshore Louisiana and Mississippi,offshore Gulf of Mexico,,"Louisiana, Mississippi",North America,Pascagoula,,Mississippi,North America,,,"30.3700114,-88.5693566:29.3577758,-89.1379426;30.3854834,-88.1862946:30.1854614,-88.2841146"
P0166,Gas,USA,USA,USA,https://www.gem.wiki/Cheyenne_Plains_Gas_Pipeline,Cheyenne Plains Gas Pipeline,,"El Paso Corporation, 100.00%",Operating,,2005,,,,800.00,MMcf/d,"137,912.00",611.00,600.47,611.00,379.66,,,Kit Carson,,Colorado,North America,Sherman,,Kansas,North America,,,"40.5873967,-105.1016756:37.6028552,-99.3101136"
P0167,Gas,Canada,Canada,Canada,https://www.gem.wiki/Coastal_GasLink_Pipeline,Coastal GasLink Pipeline,,"Alberta Investment Management Company, 32.50%, TC Energy, 35.00%, KKR Global Infrastructure Investors III, 32.50%",Construction," $4,901,170,000.00 ",,,,,"3,000.00",MMcf/d,"517,170.00",670.00,626.30,670.00,416.32,,Montney Formation,Dawson Creek,,British Columbia,North America,Kitimat,,British Columbia,North America,,,"55.81745776,-120.841506:55.80451298,-120.91822:55.78048605,-120.941162:55.75116658,-120.951139:55.73042716,-120.96234:55.70482346,-120.967042:55.69081787,-120.982924:55.68167153,-121.00528:55.68066032,-121.060885:55.67988089,-121.133309:55.67863732,-121.177134:55.6751582,-121.199177:55.66799466,-121.229797:55.65892236,-121.26049:55.65969638,-121.315976:55.66106114,-121.418549:55.66060285,-121.457264:55.64669945,-121.486402:55.62429405,-121.520883:55.59795689,-121.54539:55.5754954,-121.576438:55.5674569,-121.622046:55.55395001,-121.691309:55.53264413,-121.745678:55.50829618,-121.783321:55.48483868,-121.815866:55.43552619,-121.830725:55.40701812,-121.833238:55.38687461,-121.815454:55.36954803,-121.794262:55.3438105,-121.788368:55.31345079,-121.795965:55.30679514,-121.796166:55.28900559,-121.825037:55.26551968,-121.855711:55.24961738,-121.884472:55.23081105,-121.908296:55.21008362,-121.930486:55.18733534,-121.939407:55.17209242,-121.936488:55.16769317,-121.978143:55.16424389,-122.021426:55.15214416,-122.054939:55.14281298,-122.078406:55.1326834,-122.123459:55.10430846,-122.145645:55.07493282,-122.16119:55.0551092,-122.183143:55.03239605,-122.200163:54.99824734,-122.214078:54.96782671,-122.216326:54.94030112,-122.225121:54.92615069,-122.24356:54.90735128,-122.280228:54.89239998,-122.326697:54.867929,-122.374928:54.84820947,-122.42633:54.81040507,-122.479561:54.78481633,-122.501283:54.76305988,-122.531157:54.74512387,-122.567534:54.72619865,-122.595672:54.72348522,-122.640065:54.70834742,-122.668123:54.69312538,-122.666605:54.6751113,-122.688089:54.67142361,-122.73735:54.65439155,-122.78175:54.64116574,-122.839217:54.62408977,-122.876985:54.60320081,-122.919645:54.57944603,-122.972088:54.55567087,-123.003196:54.52142362,-123.039165:54.48716127,-123.081608:54.44813622,-123.115805:54.41288901,-123.162997:54.38998255,-123.213431:54.32696854,-123.320509:54.3087217,-123.380553:54.29051473,-123.421033:54.27423949,-123.450122:54.25418465,-123.471022:54.22928933,-123.511326:54.20815526,-123.558123:54.18594422,-123.62594:54.17505225,-123.703603:54.16140206,-123.758481:54.15701467,-123.84592:54.15651733,-123.913979:54.14826666,-123.994817:54.14470255,-124.077365:54.13275442,-124.135368:54.13932344,-124.240853:54.15490951,-124.296423:54.17388638,-124.386197:54.17958245,-124.467473:54.17751226,-124.55659:54.17198982,-124.614754:54.1524237,-124.65451:54.1327762,-124.699085:54.12166934,-124.743976:54.1196899,-124.81353:54.11592048,-124.87328:54.1104274,-124.919987:54.09736395,-124.963086:54.08441985,-124.998074:54.07963644,-125.056091:54.08363517,-125.099978:54.08827905,-125.160091:54.08929914,-125.208696:54.09910034,-125.295013:54.09889425,-125.354897:54.09298862,-125.412832:54.09269072,-125.474322:54.1004726,-125.512021:54.12330931,-125.557139:54.13747141,-125.606624:54.14906575,-125.685156:54.1485167,-125.751578:54.1367951,-125.805896:54.12303383,-125.864904:54.12199089,-125.947449:54.12307577,-126.018808:54.13816044,-126.062042:54.1415387,-126.115778:54.13837236,-126.164161:54.13004806,-126.191073:54.12965717,-126.241275:54.1456985,-126.281434:54.16887472,-126.338417:54.17442792,-126.411865:54.16939841,-126.487688:54.17262559,-126.572316:54.18461043,-126.617165:54.19703353,-126.678312:54.19588486,-126.746387:54.18966842,-126.792892:54.17699719,-126.832296:54.17612872,-126.889005:54.18135114,-126.933312:54.18729174,-126.984192:54.18681019,-127.055561:54.18221378,-127.162226:54.17749041,-127.242893:54.17553779,-127.297869:54.1816738,-127.339083:54.19621324,-127.384448:54.203858,-127.435604:54.21416007,-127.46595:54.22709366,-127.527474:54.22418501,-127.579152:54.20279001,-127.61576:54.18391564,-127.660731:54.18272018,-127.715791:54.17240496,-127.76006:54.15140844,-127.785223:54.1175675,-127.821838:54.08979443,-127.849387:54.06622999,-127.890346:54.05499101,-127.955383:54.05555963,-128.010484:54.0426367,-128.046143:54.04743253,-128.090422:54.06743899,-128.134974:54.07708699,-128.220388:54.08160501,-128.269552:54.08208,-128.30201:54.07387915,-128.336593:54.06952887,-128.370043:54.07660574,-128.403354:54.08869955,-128.430854:54.0917512,-128.468524:54.08263,-128.501343:54.05968462,-128.503159:54.04781841,-128.491873"
P0168,Gas,USA,USA,USA,https://www.gem.wiki/Colorado_Interstate_Gas_Pipeline,Colorado Interstate Gas Pipeline,,"Kinder Morgan, 100.00%",Operating,,2008,,,,"5,150.00",MMcf/d,"887,808.50","6,920.00","2,473.37","6,920.00","4,299.89",,,,,"Rocky Mountains, Anadarko Basin",North America,California,,Colorado,North America,,,"44.962746,-109.248429:44.427786,-109.215470:41.781438,-107.237931:41.039886,-104.864884:38.884499,-104.842911:38.300593,-104.601212:37.048477,-102.074357:35.632618,-101.393205;37.048477,-102.074357:36.591149,-100.712053;38.884499,-104.842911:37.764078,-100.997698;41.781438,-107.237931:41.683054,-108.885880:41.279755,-110.973282;41.683054,-108.885880:39.742980,-108.292618:39.802088,-109.413223"
P0169,Gas,USA,USA,USA,https://www.gem.wiki/Columbia_Gas_Transmission,Columbia Gas Transmission,Columbia Gulf Transmission,"TC Energy, 100.00%",Operating,,1996,,,,"3,000.00",MMcf/d,"517,170.00","19,312.00","3,942.01","19,312.00","11,999.92",,,Midwest,,,North America,,,New York,North America,,,"42.773145,-77.090384:42.197920,-77.040946:42.067562,-75.392997:41.064772,-74.316337:40.932105,-73.964775;41.064772,-74.316337:39.793679,-75.546806:39.378808,-76.689384:37.659817,-78.293388:37.607615,-78.798759:37.659817,-83.039482:41.469402,-81.787041;41.683085,-83.555840:41.097897,-81.852959:41.164097,-78.908623:41.961449,-78.644951:42.053288,-78.547447;41.961449,-78.644951:41.553727,-78.097008:41.182704,-78.789147:40.428995,-80.011745:39.811516,-80.473171:38.842729,-80.824734:39.950096,-82.200772:38.448023,-82.560575:38.726582,-77.476651;40.034266,-75.147549:40.151929,-79.717862:40.486988,-80.058438"
P0170,Gas,USA,USA,USA,https://www.gem.wiki/Commonwealth_Gas_Pipeline,Commonwealth Gas Pipeline,,"Inergy Holdings, UGI Corporation, Capitol Energy Group",Cancelled,,,,,,"1,200.00",MMcf/d,"206,868.00",,196.72,196.72,122.23,,"Marcellus and Utica Shale plays, Pennsylvania",Lycoming County,,Pennsylvania,North America,Charles County,,Maryland,North America,,,"41.272819,-76.662117:41.241847,-76.694168:41.17888,-76.697591:40.929023,-76.703748:40.895121,-76.675239:40.623395,-76.741:40.525115,-76.808419:40.335022,-76.641369:40.124553,-76.690944:40.069667,-76.662283:40.01536,-76.591522:39.900291,-76.497246:39.861655,-76.534265:39.73307,-76.288613"
P0171,Gas,USA,USA,USA,https://www.gem.wiki/Constitution_Gas_Pipeline,Constitution Gas Pipeline,,"Williams Companies, 51.00%, Cabot Oil and Gas, 25.00%, Duke Energy, 24.00%",Cancelled,,2022,,,,650.00,MMcf/d,"112,053.50",,184.47,184.47,114.62,,Marcellus shale,Susquehanna County,,Pennsylvania,North America,Schoharie County,,New Jersey,North America,,,"41.799396,-75.825116:41.856788,-75.772528:41.858336,-75.702854:41.922682,-75.586413:41.958987,-75.554932:42.026931,-75.544567:42.090719,-75.584228:42.225986,-75.5076:42.277097,-75.437844:42.295257,-75.320417:42.35392,-75.235585:42.39004,-75.104395:42.419422,-75.062993:42.425618,-74.902879:42.466635,-74.794061:42.57254,-74.582837:42.612215,-74.564748:42.650391,-74.514951:42.674962,-74.402164:42.673134,-74.313662:42.698128,-74.235405"
P0172,Gas,USA,USA,USA,https://www.gem.wiki/Crossroads_Gas_Pipeline,Crossroads Gas Pipeline,,"TC Energy, 100.00%",Operating,,1995,,,,300.00,MMcf/d,"51,717.00",325.00,319.39,325.00,201.95,,,Schererville,,Indiana,North America,Cygnet,,Ohio,North America,,,"41.489190,-87.447038:41.240689,-83.643706"
P0173,Gas,USA,USA,USA,https://www.gem.wiki/Delfin_Offshore_Pipeline,Delfin Offshore Pipeline,,"Fairwood Peninsula Energy Corporation, Golar LNG Limited",Proposed," $8,000,000,000.00 ",2021,2022,,,"1,500.00",MMcf/d,"258,585.00",50.00,76.80,50.00,31.07,,,Port Delfin,,Gulf of Mexico,North America,"Delfin LNG, Cameron Parish",,Louisiana,North America,,,"29.803002,-93.354006:29.669448,-93.337527:29.416162,-93.211184:29.152649,-93.326540"
P0174,Gas,USA,Canada,"USA, Canada",https://www.gem.wiki/Denali_Alaskan_Natural_Gas_Pipeline,Denali Alaskan Natural Gas Pipeline,,"BP, ConocoPhillips",Cancelled," $35,000,000,000.00 ",2020,,,,"4,500.00",MMcf/d,"775,755.00","1,126.00","2,627.91","1,126.00",699.66,,,North Slope,,Alaska,North America,,,Alberta,North America,,,"70.275264,-148.234748:64.835891,-147.714326:64.055446,-145.691578:63.334703,-142.984329:61.283245,-138.809524:60.717603,-135.050267:58.805024,-122.700305:56.258412,-120.876575:55.175529,-118.800159"
P0175,Gas,USA,USA,USA,https://www.gem.wiki/Destin_Gas_Pipeline,Destin Gas Pipeline,,"American Midstream, 100.00%",Operating,,1998,,,,"1,200.00",MMcf/d,"206,868.00",620.00,171.08,620.00,385.25,"24, 36",,Gulf of Mexico,,Mississippi,North America,"Pascagoula plant, Moss Point",,Mississippi,North America,,,"29.269114,-88.849859:29.594440,-88.179693:30.411222,-88.532350"
P0176,Gas,USA,USA,USA,https://www.gem.wiki/Dominion_Gas_Pipeline,Dominion Gas Pipeline,,"Dominion Energy, 100.00%",Operating,,2001,,,,"7,200.00",MMcf/d,"1,241,208.00","6,059.00","3,293.60","6,059.00","3,764.89",,,"Dominion LNG in Maryland, gas from Ohio and Virginia",,,North America,,,New England,North America,,,"38.388272,-76.409351:39.244326,-77.513861:41.347279,-77.689642:41.982936,-77.343208:43.054759,-76.134574:42.696485,-73.739554;44.989976,-74.706351:43.939358,-75.233695:41.271529,-73.366019:40.761735,-73.536307;41.982936,-77.343208:42.790325,-77.810127:42.891021,-78.870308;42.790325,-77.810127:43.172097,-77.617867;41.982936,-77.343208:40.962233,-79.655830:41.045143,-80.479805:39.163037,-84.478828;40.962233,-79.655830:39.748692,-80.848222:39.739892,-80.512764:37.229195,-81.106026;39.748692,-80.848222:41.120019,-81.683183:41.491398,-81.694169;41.458472,-79.590287:41.639357,-80.529618:41.120019,-81.683183:41.343100,-82.688432:41.661920,-83.578698"
P0177,Gas,USA,USA,USA,https://www.gem.wiki/Driftwood_Gas_Pipeline,Driftwood LNG Pipeline,,"Tellurian Inc., 100.00%",Proposed," $2,200,000,000.00 ",2023,,,,"4,000.00",MMcf/d,"689,560.00",154.00,148.62,154.00,95.69,,,Ville Platte,,Louisiana,North America,Carlyss,,Louisiana,North America,,,"30.624116,-92.250793:30.56576,-92.467989:30.488529,-92.522644:30.470117,-92.516174:30.449994,-92.542238:30.404061,-92.99461:30.378457,-93.05935:30.347019,-93.282852:30.31231,-93.284326:30.290616,-93.39922:30.151873,-93.396685:30.105628,-93.362593:30.101763,-93.339254"
P0178,Gas,Canada,Canada,Canada,https://www.gem.wiki/Eagle_Mountain-Woodfibre_gas_pipeline,Eagle Mountain-Woodfibre Gas Pipeline,,"FortisEnergy B.C., 100.00%",Proposed," $250,000,000.00 ",2023,,,,228.00,MMcf/d,"39,304.92",47.00,42.86,47.00,29.20,,,Coquitlam,,British Columbia,North America,"Woodfibre facility, Squamish",,,North America,,,"49.522303,-122.83774:49.529181,-122.920565:49.595892,-122.978161:49.677825,-123.08574:49.708222,-123.098341:49.717771,-123.154355:49.668197,-123.246772"
P0179,Gas,USA,USA,USA,https://www.gem.wiki/East_Tennessee_Gas_Pipeline,East Tennessee Gas Pipeline,,"Enbridge, 100.00%",Operating,,1996,,,,"1,860.00",MMcf/d,"320,645.40","2,456.00","1,801.43","2,456.00","1,526.09",,,,,Tennessee,North America,Roanoke,,Virginia,North America,,,"35.0875015,-85.2205963:35.1212997,-85.1380997:35.1296997,-85.0865021:35.1739998,-84.9550018:35.1950989,-84.9369965:35.2877007,-84.7823029:35.4076004,-84.6300964:35.4138985,-84.5682983:35.6194992,-84.2589035:35.7095985,-84.0835037:35.7975006,-84.0009995:35.8874016,-83.949501:35.8956985,-83.8438034:35.8874016,-83.7535019:35.9375,-83.6297989:35.9687996,-83.5705032:35.9897003,-83.518898:36.0376015,-83.4414978:36.1481018,-83.2843018:36.1585007,-83.2481995:36.1626015,-83.1140976:36.2313004,-83.0084:36.2790985,-82.913002:36.3913002,-82.6215973:36.4369011,-82.5261993:36.5675011,-82.2349014:36.6315994,-82.2296982:36.6708984,-82.1188965:36.7556992,-81.8893967:36.8093987,-81.7321014:36.8073006,-81.680603:36.8300018,-81.5748978:36.8610001,-81.5000992:36.8588982,-81.4459:36.9660988,-81.0772018:36.9763985,-80.9328995:37.0681,-80.8026962:37.1483002,-80.589798:37.1483002,-80.5238037:37.1666985,-80.4925003:37.1469994,-80.4313965:37.149601,-80.3901978:37.1964989,-80.2496033:37.2374992,-80.1026001:37.2396011,-80.0458984:37.1944008,-80.0485001:37.1944008,-79.9531021;36.3894997,-82.620697:36.4397011,-82.6334:36.4439011,-82.6619034:36.4880981,-82.6988983:36.5075989,-82.6998978;35.087101,-85.2208023:35.1635017,-85.2830963:35.1781998,-85.3844986:35.1669998,-85.4848022:35.1367989,-85.536499:35.1333008,-85.5988998:35.1772995,-85.6104965:35.2593002,-85.7593994:35.2625999,-85.8328018:35.2792015,-85.8604965:35.2874985,-86.0868988:35.3028984,-86.2248001:35.3442993,-86.3356018:35.3553009,-86.4337006:35.4033012,-86.5418015:35.426899,-86.6661987:35.4379997,-86.9487:35.4334984,-87.2473984:35.4468002,-87.2865982:35.4626007,-87.3403015:35.6035004,-87.4955978:35.6806984,-87.611702:35.6866989,-87.6445007:35.7467003,-87.6936035:35.7896004,-87.754303;35.1273003,-85.0845032:35.0952988,-85.0823975:35.0875015,-85.0539017:35.0391006,-85.0718994:34.9992981,-85.0360031:34.9552002,-85.0307007:34.8867989,-85.0422974:34.8781013,-85.0095978:34.8409004,-84.961998:34.8426018,-84.9335022:34.8157005,-84.9461975:34.8130989,-84.9177017:34.7723999,-84.8776016:34.7150993,-84.9240036;35.1968994,-84.9352036:35.1771011,-84.9169998:35.1721001,-84.8939972;35.4121017,-84.5689011:35.4043999,-84.5485992:35.3768005,-84.5391006;35.4604988,-84.4985962:35.4440002,-84.4917984;35.5298996,-84.3654022:35.5397987,-84.3803024:35.5886993,-84.4431992;35.6231995,-84.2575989:35.7552986,-84.3230972:35.7938995,-84.2723999:35.8478012,-84.3009033:35.8965988,-84.3590012:35.9342995,-84.3559036:35.9616013,-84.4096985:35.9608002,-84.4593964:35.9889984,-84.4761963:36.0035019,-84.5131989:36.0470009,-84.5111008:36.0896988,-84.5660019:36.1058998,-84.6146011:36.1076012,-84.6632004:36.1246986,-84.6747971:36.1417999,-84.7528992:36.1655998,-84.8607025:36.1888008,-84.9543991:36.1861,-85.0170975:36.1660995,-85.0567017:36.1701012,-85.2398987:36.2206993,-85.373497:36.2299995,-85.4709015:36.2466011,-85.6138:36.2770996,-85.6448975:36.2815018,-85.6725998:36.3096008,-85.7192001:36.3156013,-85.7720032:36.3479004,-85.8026962:36.3656998,-85.9451981:36.3835983,-86.0202026:36.3554993,-86.0793991:36.4095001,-86.3075027:36.4015999,-86.3834:36.4227982,-86.4658966:36.4215012,-86.5632019:36.446701,-86.6242981:36.4440002,-86.7381973;35.8871994,-83.9543991:35.9740982,-84.218399:35.9366989,-84.2910004:35.9352989,-84.3587036;35.9553986,-84.5170975:35.9967995,-84.4609985;36.1715012,-85.2266998:36.1007996,-85.2332993:36.0768013,-85.2068024:35.9940987,-85.2002029;36.2274017,-85.4807968:36.1901016,-85.4807968;35.2626991,-85.8386002:35.2342987,-85.8544006;36.3670006,-85.9460983:36.2779007,-85.9873962:36.2459984,-85.9543991;35.7929993,-83.9989014:35.7596016,-83.9736023;36.0461006,-83.4363022:36.0901985,-83.4758987;36.2321014,-83.0093994:36.2773018,-82.9850998:36.3512993,-83.0526962:36.4090996,-83.0684967:36.4864006,-83.1233978:36.5390015,-83.1856995:36.5526009,-83.2470016:36.6035004,-83.2628021:36.6170998,-83.3019028:36.6896019,-83.3407974;36.1772003,-82.8639984:36.2271004,-82.8871994:36.2770004,-82.9052963:36.3289986,-82.9233017:36.3684006,-82.9490967;36.1929016,-82.3387985:36.2270012,-82.3323975:36.2388992,-82.3640976:36.2798004,-82.3683014:36.3069992,-82.4031982:36.3656998,-82.3905029:36.4252014,-82.4981995:36.4397011,-82.5150986:36.4779015,-82.5404968:36.5270996,-82.543602;36.3674011,-82.3872986:36.3445015,-82.254303;36.5679016,-82.2352982:36.5102005,-82.2331009:36.5051003,-82.1983032;36.5686989,-82.2352982:36.5611,-82.2004013;35.3023987,-86.226799:35.3288002,-86.2126007;36.6348991,-82.2288971:36.6323013,-82.2764969:36.651001,-82.2848969:36.6390991,-82.3292999;36.6747017,-82.1222992:36.7466011,-82.1781998:36.853199,-82.2341995:36.8777008,-82.2257996:36.919899,-82.2881012:36.9756012,-82.2827988:37.0565987,-82.3525009;36.8101006,-81.7314987:36.861599,-81.7590027;36.828701,-81.5837021:36.9021988,-81.5804977:36.9283981,-81.6205978:36.9679985,-81.6322021:37.0077019,-81.6798019:37.0540009,-81.6819:37.1036987,-81.7421036:37.1029015,-81.7600021:37.1509018,-81.7917023:37.1643982,-81.8244019:37.1651993,-81.8223038;36.9958,-80.983902:36.9771004,-80.9324036:36.9618988,-80.9039001:36.9294014,-80.9035034:36.9002991,-80.8679962:36.8675003,-80.8636017:36.861599,-80.8161011:36.8196983,-80.799202:36.8144989,-80.7883987:36.7673988,-80.7871017:36.7248001,-80.7342987:36.7438011,-80.6798019:36.7102013,-80.4777985:36.6983986,-80.3778992:36.6842003,-80.3453979:36.6619987,-80.3249969:36.6483994,-80.2783966:36.6495018,-80.2418976:36.5931015,-80.1735992:36.6072006,-80.0391006:36.5783997,-80.0140991:36.5686989,-79.8776016:36.5415993,-79.8654022:36.5399017,-79.7819977:36.528801,-79.7354965:36.5270996,-79.7016983:36.5270996,-79.6531982;35.3442993,-86.3322983:35.3095016,-86.3464966:35.2421989,-86.424202:35.2428017,-86.4227982:35.2433014,-86.4262009;35.4048996,-86.5438004:35.4483986,-86.4776001;35.4462013,-87.2845993:35.5573997,-87.2244034:35.6315994,-87.0453033:35.6557007,-87.0317993;35.6348,-87.0453033:35.6419983,-87.1143036:35.6618004,-87.1074982;35.6425018,-87.1136017:35.6419983,-87.1392975:35.571701,-87.1933975; 35.5222015,-87.2440033:35.5215988,-87.1873016"
P0180,Gas,USA,USA,USA,https://www.gem.wiki/East_Texas_Gas_Pipeline,East Texas Gas Pipeline,,"ETP Legacy, 100.00%",Operating,,2008,,,,"2,400.00",MMcf/d,"413,736.00",595.00,218.03,595.00,369.72,,,,,Texas,North America,,,Texas,North America,,,"31.7301948,-96.1956256:30.5432073,-95.9932606:29.7879536,-95.8400616"
