source,source_iso,source_lat,source_lng,target,target_iso,target_lat,target_lng,project_name,project_id,project_lat,project_lng,dollars,megawatts,year,era,institution,sponsor,url,phase,construction,generator,turbine,boiler
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Gezhouba Sengwa Coal Plant Phase 2-4 (2100MW),356,-17.495,28.81698,,2100,2050,future,China Export & Credit Insurance Corporation (Sinosure),Zimbabwe Rio Energy; China Gezhouba Group,https://www.gem.wiki/Sengwa_power_station,PH356.02,,,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Gezhouba Sengwa Coal Plant Phase 2-4 (2100MW),356,-17.495,28.81698,,2100,2050,future,Industrial and Commercial Bank of China (ICBC),Zimbabwe Rio Energy; China Gezhouba Group,https://www.gem.wiki/Sengwa_power_station,PH356.02,,,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Gezhouba Sengwa Coal Plant Phase I (700),356,-17.495,28.81698,,700,2050,future,China Export & Credit Insurance Corporation (Sinosure),Zimbabwe Rio Energy; China Gezhouba Group,https://www.gem.wiki/Sengwa_power_station,PH356.01,,,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Gezhouba Sengwa Coal Plant Phase I (700),356,-17.495,28.81698,,700,2050,future,Industrial and Commercial Bank of China (ICBC),Zimbabwe Rio Energy; China Gezhouba Group,https://www.gem.wiki/Sengwa_power_station,PH356.01,,,,
China,CN,35.86166,104.195397,Madagascar,MG,-18.766947,46.869107,Imaloto Coal Plant (100MW),368,-23.4522,45.07806,,100,2050,future,PowerChina,"Lemur (Bushveld), SinoHydro (PowerChina)",https://www.gem.wiki/Imaloto_Coal_power_station,PH368.01,PowerChina,,,
China,CN,35.86166,104.195397,Serbia,RS,44.016521,21.005859,Kolubara B Coal Plant (350MW),369,44.4675,20.28444,,350,2050,future,PowerChina,Elektroprivreda Srbije (EPS),https://www.gem.wiki/Kolubara_B_Power_Station,PH369.01,PowerChina,,,
China,CN,35.86166,104.195397,Tanzania,TZ,-6.369028,34.888822,Lahmeyer Rukwa Coal-to-Power Station (120-300 MW),86,-7,31.5,,300,2050,future,PowerChina,Edenville Energy (UK),https://www.gem.wiki/Rukwa_Coal_to_Power_Project,PH086.01,Sino Hydro Corporation (SH),,,
China,CN,35.86166,104.195397,Sri Lanka,LK,7.873054,80.771797,Lakvijaya/Norocholai/Puttalam Coal Plant Expansion - Unit 4 (300MW),359,8.0172,79.7225,400000000,300,2050,future,Export Import Bank of China (Chexim),Ceylon Electricity Board,https://www.gem.wiki/Lakvijaya_Power_Plant,PH359.01,CMEC (Sinomach),,,
Czech Republic,CZ,49.817492,15.472962,Vietnam,VN,14.058324,108.277199,Long Phu 1 Coal Plant (1200 MW),88,9.70894,106.0818,,1200,2050,future,EGAP,PetroVietnam,https://www.gem.wiki/Long_Phu_Power_Centre,PH088.01,,,,
Germany,DE,51.165691,10.451526,Vietnam,VN,14.058324,108.277199,Long Phu 1 Coal Plant (1200 MW),88,9.70894,106.0818,93000000,1200,2050,future,Euler Hermes,PetroVietnam,https://www.gem.wiki/Long_Phu_Power_Centre,PH088.01,,,,
Russia,RU,61.52401,105.318756,Vietnam,VN,14.058324,108.277199,Long Phu 1 Coal Plant (1200 MW),88,9.70894,106.0818,231500000,1200,2050,future,Russian Development Bank (VEB),PetroVietnam,https://www.gem.wiki/Long_Phu_Power_Centre,PH088.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Maheshkhali Coal Plant Huadian (1320MW),97,21.6,91.95,,1320,2050,future,China Huadian,Bangladesh Power Development Board (PDB) ; China Huadian,https://www.gem.wiki/Maheshkhali_power_station_(Huadian),PH097.01,,,,
China,CN,35.86166,104.195397,Tanzania,TZ,-6.369028,34.888822,Ngaka Coal Plant (400MW),353,-11,36,,400,2050,future,PowerChina,Intra Energy Corporation (Australia) and Sinohydro (PowerChina),https://www.gem.wiki/Ngaka_power_station,PH353.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali coal plant Ashuganj (1320MW),370,21.98667,90.24167,,1320,2050,future,EnergyChina,"APSCL, EnergyChina",https://www.gem.wiki/Patuakhali_power_station_(Ashuganj),PH370.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali coal plant Ashuganj (1320MW),370,21.98667,90.24167,,1320,2050,future,Export Import Bank of China (Chexim),"APSCL, EnergyChina",https://www.gem.wiki/Patuakhali_power_station_(Ashuganj),PH370.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali coal plant BCPCL (1320MW),371,21.98667,90.24167,,1320,2050,future,China Export & Credit Insurance Corporation (Sinosure),Bangladesh-China Power Company Limited (BCPCL) [North-West Power Generation and China National Machinery Import and Export Corp (CMC - Genertec)],https://www.gem.wiki/Patuakhali_power_station_(BCPCL),PH371.01,Genertec; EnergyChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali coal plant BCPCL (1320MW),371,21.98667,90.24167,,1320,2050,future,EnergyChina,Bangladesh-China Power Company Limited (BCPCL) [North-West Power Generation and China National Machinery Import and Export Corp (CMC - Genertec)],https://www.gem.wiki/Patuakhali_power_station_(BCPCL),PH371.01,Genertec; EnergyChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali coal plant BCPCL (1320MW),371,21.98667,90.24167,,1320,2050,future,Export Import Bank of China (Chexim),Bangladesh-China Power Company Limited (BCPCL) [North-West Power Generation and China National Machinery Import and Export Corp (CMC - Genertec)],https://www.gem.wiki/Patuakhali_power_station_(BCPCL),PH371.01,Genertec; EnergyChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali coal plant BCPCL (1320MW),371,21.98667,90.24167,,1320,2050,future,Genertec,Bangladesh-China Power Company Limited (BCPCL) [North-West Power Generation and China National Machinery Import and Export Corp (CMC - Genertec)],https://www.gem.wiki/Patuakhali_power_station_(BCPCL),PH371.01,Genertec; EnergyChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali power station NORINCO (1320MW),124,22.02779,90.27767,1400000000,1320,2050,future,China Export & Credit Insurance Corporation (Sinosure),"RNPL/RPCL, China Northern International NORINCO",https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),PH124.02,China Wanbao,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali power station NORINCO (1320MW),124,22.02779,90.27767,1400000000,1320,2050,future,EnergyChina,"RNPL/RPCL, China Northern International NORINCO",https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),PH124.02,China Wanbao,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali power station NORINCO (1320MW),124,22.02779,90.27767,1400000000,1320,2050,future,Export Import Bank of China (Chexim),"RNPL/RPCL, China Northern International NORINCO",https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),PH124.02,China Wanbao,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Patuakhali power station NORINCO (1320MW),124,22.02779,90.27767,1400000000,1320,2050,future,NORINCO,"RNPL/RPCL, China Northern International NORINCO",https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),PH124.02,China Wanbao,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Phulbari Coal Plant - EnergyChina (2000MW),354,25.51667,88.88333,,2000,2050,future,EnergyChina,GCM; China Gezhouba (EnergyChina),https://www.gem.wiki/Phulbari_Coal_Project_(China_Gezhouba),PH354.01,China Gezhouba (EnergyChina),,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Phulbari Mine-Mouth Coal-Fired Power Plant Expansion (2000MW),126,25.94687,89.55324,,4000,2050,future,PowerChina,GCM Resources; PowerChina,https://www.gem.wiki/Phulbari_Coal_Project_(Sinohydro),PH126.01,PowerChina,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quang Tri 2 power plant (1200),134,16.75658,107.3671,,1200,2050,future,China Export & Credit Insurance Corporation (Sinosure),Korea Western Power (KOWEPO),https://www.gem.wiki/Quang_Tri_power_station,PH134.02,Korea Western Power (KOWEPO),,,
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Quang Tri 2 power plant (1200),134,16.75658,107.3671,,1200,2050,future,Japan Bank for International Cooperation (JBIC),Korea Western Power (KOWEPO),https://www.gem.wiki/Quang_Tri_power_station,PH134.02,Korea Western Power (KOWEPO),,,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Quang Tri 2 power plant (1200),134,16.75658,107.3671,,1200,2050,future,Export-Import Bank of Korea (Kexim),Korea Western Power (KOWEPO),https://www.gem.wiki/Quang_Tri_power_station,PH134.02,Korea Western Power (KOWEPO),,,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Quang Tri 2 power plant (1200),134,16.75658,107.3671,,1200,2050,future,KEPCO,Korea Western Power (KOWEPO),https://www.gem.wiki/Quang_Tri_power_station,PH134.02,Korea Western Power (KOWEPO),,,
China,CN,35.86166,104.195397,Romania,RO,45.943161,24.96676,Rovinari Coal Plant (600MW),379,44.91063,23.13475,,600,2050,future,China Huadian,"Huadian, Oltenia",https://www.gem.wiki/Rovinari_power_station,PH379.01,,,,
China,CN,35.86166,104.195397,Cambodia,KH,12.565679,104.990963,Royal Group Coal Plant (700MW),361,10.6333,103.5,,700,2050,future,Sinosteel,Sinosteel and Royal Group (Thailand),https://www.gem.wiki/Royal_Group_power_station,PH361.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Siddiqsons 1 AKA Thar Block-II (330 MW),11,24.78486,67.36031,,330,2050,future,TBD,SIDDIQSONS ENERGY,https://www.gem.wiki/Siddiqsons_power_station,PH011.01,Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN),,Harbin Electrical Equipment (HARBIN)
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Vung Ang 2 Coal-Fired Power Plant (1200MW),176,18.09792,106.38123,,1200,2050,future,Export-Import Bank of Korea (Kexim),VAPCO/Mitsubishi Corporation/KEPCO,https://www.gem.wiki/Vung_Ang_power_station#V.C5.A9ng_.C3.81ng-2,PH176.02,General Electric / EnergyChina,,,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Vung Ang 2 Coal-Fired Power Plant (1200MW),176,18.09792,106.38123,,1200,2050,future,KEPCO,VAPCO/Mitsubishi Corporation/KEPCO,https://www.gem.wiki/Vung_Ang_power_station#V.C5.A9ng_.C3.81ng-2,PH176.02,General Electric / EnergyChina,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vung Ang 2 Coal-Fired Power Plant (1200MW) IPP,176,18.09792,106.38123,,1200,2050,future,EnergyChina,VAPCO/Mitsubishi Corporation/KEPCO,https://www.gem.wiki/Vung_Ang_power_station#V.C5.A9ng_.C3.81ng-2,PH176.02,General Electric / EnergyChina,,,
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Vung Ang 2 Coal-Fired Power Plant (1200MW) IPP,176,18.09792,106.38123,,1200,2050,future,Japan Bank for International Cooperation (JBIC),VAPCO/Mitsubishi Corporation/KEPCO,https://www.gem.wiki/Vung_Ang_power_station#V.C5.A9ng_.C3.81ng-2,PH176.02,General Electric / EnergyChina,,,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Vung Ang 3 Coal Plant (1200MW),176,18.09792,106.3812,,1200,2050,future,Export-Import Bank of Korea (Kexim),Samsung,https://www.gem.wiki/Vung_Ang_power_station#V.C5.A9ng_.C3.81ng-3,PH176.03,Samsung C&T Corp (SAMSUNG),,,
China,CN,35.86166,104.195397,Australia,AU,-25.274398,133.775136,CEEC NWPCE Coal Plant,407,-32.8353,151.452,,2000,2050,future,EnergyChina,Cavcorp; Kaisun Holdings; EnergyChina (CEEC NWPCE),,PH407.01,,,,
China,CN,35.86166,104.195397,Laos,LA,19.85627,102.495496,Xekong Thermal Power Plant (1800MW),347,15.58355,106.9551,,1800,2050,future,TBD,SPV: Xekong Thermal Power Plant Co (XTPPCL),https://www.gem.wiki/Xekong_power_station,PH347.01,,,,
South Africa,ZA,-30.559482,22.937506,Botswana,BW,-22.328474,24.684866,Mabesekwa Export IPP Coal Plant (600MW),387,-21.1736,27.5125,,600,2050,future,Development Bank of Southern Africa,"Kibo Energy (85%), Shumba Energy (15%)",https://www.gem.wiki/Mabesekwa_Export_Independent_Power_Plant,PH387.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Mirsarai power station (Hangzhou Jinjiang) (1320MW),388,22.75763,91.46954,,1320,2050,future,PowerChina,"Bangladesh Power Development Board, Zhejiang Jindun Holding Group Company; PowerChina",https://bit.ly/31yrmlF,PH388.01,SEPCO (PowerChina),,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,Ilgın power station,392,38.26,31.91,508000000,500,2050,future,Industrial and Commercial Bank of China (ICBC),Ciner Holding,https://www.gem.wiki/Ilg%C4%B1n_power_station,PH392.01,,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Banten BSE power station,393,-6.48577,106.0381,,600,2050,future,EnergyChina,"BTN Power, PT Biidznillah Tambang Nusantara",https://www.gem.wiki/Banten_BSE_power_station,PH393.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Dighipara power station,394,25.41667,89.08333,,1000,2050,future,Genertec,BCPCL: NWPGCL and CMC (Genertec),https://www.gem.wiki/Dighipara_power_station,PH394.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,An Khanh - Bac Giang power station,395,21.23238,106.3538,430000000,650,2050,future,Industrial and Commercial Bank of China (ICBC),An Khanh Group,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,PH395.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,An Khanh - Bac Giang power station,395,21.23238,106.3538,430000000,650,2050,future,China Development Bank,An Khanh Group,https://www.gem.wiki/An_Khanh_-_Bac_Giang_power_station,PH395.01,,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Tanjung Jati A power station,396,-6.74,108.55,,660,2050,future,Harbin Electric,"YTL Corporation (80%), Bakrie Group (20%)",https://www.gem.wiki/Tanjung_Jati_A_power_station,PH396.01,Harbin Electrical Equipment (HARBIN),,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,Teyo Tufanbeyli power station,397,38.2299,36.2481,,700,2050,future,State Grid,Teyo Yatırım ve Dış Ticaret A.Ş.,https://www.gem.wiki/Teyo_Tufanbeyli_power_station,PH397.01,State Grid,,,
China,CN,35.86166,104.195397,Serbia,RS,44.016521,21.005859,Kovin power station,398,44.75,20.96667,,700,2050,future,China Huadian,Serbian Oil Company (NIS),https://www.gem.wiki/Kovin_power_station,PH398.01,,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Sulawesi Mining power station,399,-2.82738,122.1553,,700,2050,future,PowerChina,"Bintang Delapan, Dingxin Group",https://www.gem.wiki/Sulawesi_Mining_power_station,PH399.01,PowerChina,,,
China,CN,35.86166,104.195397,Botswana,BW,-22.328474,24.684866,Sese Integrated Power Project,401,-21.3788,27.44052,,450,2050,future,TBD,First Quantum Minerals,https://www.gem.wiki/Sese_Integrated_Power_Project,PH401.01,,,,
China,CN,35.86166,104.195397,Mongolia,MN,46.862496,103.846656,Buuruljuut power station,404,45.75667,107.9931,,300,2050,future,CSCEC,"Bodi International, China State Construction Engineering Group",https://www.gem.wiki/Buuruljuut_power_station,PH404.01,,,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,Kınık power station,405,39.084,27.45,,700,2050,future,Zhejiang Provincial Energy Group,Polyak Eynez Enerji Üretim Madencilik Sanayi ve Ticaret,https://www.gem.wiki/K%C4%B1n%C4%B1k_power_station,PH405.01,,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Amman Mineral power station,406,-8.96099,116.8597,,300,2050,future,PowerChina,Amman Mineral Nusa Tenggara,https://www.gem.wiki/Amman_Mineral_power_station,PH406.01,PowerChina (SEPC),,,
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Indramayu Coal Fired Power Plant Unit 5 (1000MW),69,-6.27474,107.9704,,1000,2099,on hold,Japan International Cooperation Agency (JICA),PT PLN (Persero),https://www.gem.wiki/Indramayu_power_station,PH069.03,,,,
China,CN,35.86166,104.195397,Malawi,MW,-13.254308,34.301525,"Kamwamba Coal Plant, Zalewa Phase II (700MW)",75,-16.1667,35.16667,,700,2099,on hold,Export Import Bank of China (Chexim),"Government of Malawi (85%), China Energy Engineering Corporation (15%)",https://www.gem.wiki/Kamwamba_power_station,PH075.02,China Gezhouba,,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Lusulu 2 Binga Coal Plant (350MW),90,-17.6167,27.333,,350,2099,on hold,China Export & Credit Insurance Corporation (Sinosure),PER GROUP VENTURES (PVT) LTD,https://www.gem.wiki/Binga_power_station,PH090.02,China State Construction Engineering Corp (CSCEC),,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Lusulu 3 Binga Coal Plant (700MW),90,-17.6167,27.333,,700,2099,on hold,China Export & Credit Insurance Corporation (Sinosure),PER GROUP VENTURES (PVT) LTD,https://www.gem.wiki/Binga_power_station,PH090.03,China State Construction Engineering Corp (CSCEC),,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Lusulu 4 Binga Coal Plant (700MW),90,-17.6167,27.333,,700,2099,on hold,China Export & Credit Insurance Corporation (Sinosure),PER GROUP VENTURES (PVT) LTD,https://www.gem.wiki/Binga_power_station,PH090.04,China State Construction Engineering Corp (CSCEC),,,
China,CN,35.86166,104.195397,Egypt,EG,26.820553,30.802498,Hamrawein Coal Power Project (6600 MW),63,26.25,34.2,,6600,2099,on hold,Export Import Bank of China (Chexim),"Egyptian Electricity Holding Company, SPIC",http://bit.ly/2qXHw7W,PH063.01,"Shanghai Electric, Dongfang Electric Cooperation, Hassan Allam Construction",,,
China,CN,35.86166,104.195397,Egypt,EG,26.820553,30.802498,Hamrawein Coal Power Project (6600 MW),63,26.25,34.2,,6600,2099,on hold,Industrial and Commercial Bank of China (ICBC),"Egyptian Electricity Holding Company, SPIC",http://bit.ly/2qXHw7W,PH063.01,"Shanghai Electric, Dongfang Electric Cooperation, Hassan Allam Construction",,,
China,CN,35.86166,104.195397,Egypt,EG,26.820553,30.802498,Hamrawein Coal Power Project (6600 MW),63,26.25,34.2,,6600,2099,on hold,SPIC,"Egyptian Electricity Holding Company, SPIC",http://bit.ly/2qXHw7W,PH063.01,"Shanghai Electric, Dongfang Electric Cooperation, Hassan Allam Construction",,,
China,CN,35.86166,104.195397,Egypt,EG,26.820553,30.802498,Hamrawein Coal Power Project (6600 MW),63,26.25,34.2,,6600,2099,on hold,China Development Bank,"Egyptian Electricity Holding Company, SPIC",http://bit.ly/2qXHw7W,PH063.01,"Shanghai Electric, Dongfang Electric Cooperation, Hassan Allam Construction",,,
China,CN,35.86166,104.195397,Georgia,GE,42.315407,43.356892,Gardabani Power Plant (300MW),57,41.45,45.1,,300,2099,on hold,China Silk Road Fund,Georgian Industrial Group,https://www.gem.wiki/Gardabani_power_station,PH057.01,Dongfang Electric (DONGFANG),,,
China,CN,35.86166,104.195397,Ghana,GH,7.946527,-1.023194,Aboano Coal-Fired Power Plant Phase I (700MW),1,5.666667,-1,1500000000,700,2099,on hold,China Africa Development Fund,Volta River Authority (VRA),http://bit.ly/1AF2fLl,PH001.01,Shenzhen Energy Group Co. Ltd. of China (SEC),,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Gwayi Coal Plant (600MW),61,-20.17,28.58,,600,2099,on hold,Export Import Bank of China (Chexim),"Southern Africa Shanghai Energizer Company (SASEC), JV of Shanghai Electric, Shenergy Co. Ltd. and Nan Jiang Group",https://www.gem.wiki/Gwayi_Mine_power_station,PH061.01,,,,
China,CN,35.86166,104.195397,Bosnia and Herzegovina,BA,43.915886,17.679076,Kamengrad Coal Plant (430MW),374,44.76667,16.66667,,430,2099,on hold,EnergyChina,"Lager Group, EnergyChina",https://www.gem.wiki/Kamengrad_Thermal_Power_Plant,PH374.01,EnergyChina,,,
China,CN,35.86166,104.195397,Nigeria,NG,9.081999,8.675277,Kogi Coal Plant (2400MW),385,7.5477,7.3094,,2400,2099,on hold,PowerChina,Itobe 3 Coal Power Plant Limited (Zuma Energy),https://www.gem.wiki/Kogi_power_station,PH385.01,PowerChina,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Long Phu 3 Coal Plant (2000MW),88,9.70894,106.0818,,2000,2099,on hold,TBD,"Southern Electric Grid Co., Ltd (China",https://www.gem.wiki/Long_Phu_Power_Centre,PH088.03,,,,
South Korea,KR,35.907757,127.766922,Bangladesh,BD,23.684994,90.356331,Maheshkhali Coal Plant KEPCO (1320MW),97,21.63295,91.901935,,1320,2099,on hold,TBD,"China Huadian, Bangladesh Power Development Board",http://bit.ly/2AGaqwE,PH097.02,,,,
South Korea,KR,35.907757,127.766922,Botswana,BW,-22.328474,24.684866,Morupule B Coal Plant Units 5 and 6 (300MW),108,-22.5223,27.04883,106660000,300,2099,on hold,Export-Import Bank of Korea (Kexim),"Marubeni, Posco",https://www.gem.wiki/Morupule_B_power_station,PH108.02,GS Engineering & Construction (GSEC),,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Parit Baru Expansion (100MW),376,0.05798,109.2036,,100,2099,on hold,EnergyChina,"EnergyChina, Praba Group",https://www.gem.wiki/Parit_Baru_power_station,PH376.01,,,,
China,CN,35.86166,104.195397,Bosnia and Herzegovina,BA,43.915886,17.679076,Ugljevik 3 (600MW),168,44.68345,18.96852,782250000,600,2099,on hold,China Development Bank,,http://bit.ly/1WPonfA,PH168.01,CPECC (EnergyChina),,,
China,CN,35.86166,104.195397,Mongolia,MN,46.862496,103.846656,Tevshiin Gobi Coal Plant (600MW),158,45.76667,106.2833,1000000000,600,2100,cancelled,PowerChina,Mogul Power,https://www.gem.wiki/Tevshiin_Gobi_power_station,PH158.01,Shandong No 3 Elec Power Constr Co (SEPCO3),,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,Çankırı Bereket power station,389,40.62389,33.11275,,135,2099,on hold,Zhejiang Orient Engineering,Çalık Holding,https://www.gem.wiki/%C3%87ank%C4%B1r%C4%B1_Bereket_power_station,PH389.01,Zhejiang Orient Engineering,,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,HEMA Amasra power station,391,41.723,32.349,,1320,2099,on hold,Dongfang Electric,Hattat Holding,https://www.gem.wiki/HEMA_Amasra_power_station,PH391.01,,,,
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Cirebon Coal Plant Phase 3 (1000MW),22,-6.77029,108.6149,731000000,1000,2100,cancelled,Japan Bank for International Cooperation (JBIC),"Marubeni, Korea Midland Power, Samtan and PT Indika Energy",https://www.gem.wiki/Cirebon_power_station,PH022.01,,Toshiba Manufacturing Co (TOSHIBA),Toshiba Manufacturing Co (TOSHIBA),Mitsubishi Hitachi Power Systems (MHPS)
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Cirebon Coal Plant Phase 3 (1000MW),22,-6.7702857,108.6149,807200000,1000,2100,cancelled,Nippon Export and Investment Insurance (NEXI),,https://www.gem.wiki/Cirebon_power_station,PH022.01,,,,
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,Cirebon Coal Plant Phase 3 (1000MW),22,-6.7702857,108.6149,,1000,2100,cancelled,TBD,PT Cirebon Electric Power,https://www.gem.wiki/Cirebon_power_station,PH022.01,,,,
India,IN,20.593684,78.96288,Zimbabwe,ZW,-19.015438,29.154857,Bulawayo Thermal Power Plant Rehabilitation,15,-20.1586,28.57528,87000000,90,2100,cancelled,Export-Import Bank of India,Zimbabwe Power Compant,http://bit.ly/2bVzFmX,PH015.01,Jaguar Overseas,,,
United States,US,37.09024,-95.712891,Kosovo,XK,42.602636,20.902977,Kosovo e Re Power Plant (500MW),80,42.66667,21.16667,10500000,500,2100,cancelled,US Development Finance Corporation,ContourGlobal (withdrawn),https://www.gem.wiki/Kosovo_C_power_station,PH080.01,General Electric,General Electric,,
South Korea,KR,35.907757,127.766922,Mongolia,MN,46.862496,103.846656,Ulaanbaatar CHP5 Power Plant (463.5MW),169,47.92595,107.0495,,463.5,2100,cancelled,Export-Import Bank of Korea (Kexim),"GDF Suez, Sojitz, POSCO and Newcom",https://www.gem.wiki/Ulaanbaatar_Thermal_Power_Plant_No._5,PH169.01,,,,
South Korea,KR,35.907757,127.766922,Mozambique,MZ,-18.665695,35.529562,ACWA Moatize (270MW),23,-16.1678,33.78945,250000000,270,2100,cancelled,Export-Import Bank of Korea (Kexim),"Mitsui, Vale",https://www.gem.wiki/ACWA_Moatize_power_station,PH023.01,GS Engineering & Construction (GSEC),,,
China,CN,35.86166,104.195397,Sudan,SD,12.862807,30.217636,Arkyiai Coal-Fired Power Plant (500MW),6,19.58333,35.61667,,500,2100,cancelled,Harbin Electric,SUDANESE THERMAL POWER GEN CO,http://bit.ly/1ka33CU,PH006.01,Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN)
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Falcon Oil Coal Plant (100MW),364,31.83139,70.90194,,100,2100,cancelled,EnergyChina,,https://www.gem.wiki/Falcon_Oil_power_station,PH364.01,EnergyChina,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Gazaria Coal Plant (350MW),58,23.54167,90.60833,,350,2100,cancelled,PowerChina,Rural Power Company Limited,https://www.gem.wiki/Gazaria_power_station_(RPCL),PH058.01,"Hubei Hongyuan Power Engineering Co Ltd (HYPEC), Rural Power Company Limited, PowerChina Beijing Engineering Corp Ltd (PCBE）",,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Gazaria Power Station (635 MW),58,23.61095,90.59335,,635,2100,cancelled,EnergyChina,Orion Power Unit-2 Dhaka Limited,http://bit.ly/1sz2LLz,PH058.02,"Orion Group, Fujian Zhongde Energy, Firstgen Energy FZE",General Electric (GE),General Electric (GE),General Electric (GE)
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Gwayi Power Station (1200MW),334,-20.17,28.58,,1200,2100,cancelled,TBD,Shanghai Electric,https://www.gem.wiki/Gwayi_power_station_(Shanghai),PH334.01,,,,
Japan,JP,36.204824,138.252924,Myanmar,MM,21.913965,95.956223,Hpa-An Coal-Fired Power Plant (1280MW),65,16.89056,97.63333,,1280,2100,cancelled,Japan Bank for International Cooperation (JBIC),TTCL Public Company Limited,https://www.gem.wiki/Hpa-an_power_station,PH065.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Keti Bandar power station (1320MW),77,24.15,67.45,,1320,2100,cancelled,TBD,Sindh Coal Authority,https://www.gem.wiki/Keti_Bandar_power_station,PH077.01,,,,
