"�..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"SYR67541","19-September-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Afrin","Afrin",36.511,36.865,"Liveuamap","Local partner-New media","On 19 September 2019, an IED planted by unidentified gunmen near a hospital in the city of Afrin detonated, causing material damage. Neither injuries nor fatalities were reported.",0
"SYR67794","24-September-2019",2019,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria); Aid Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Jandairis","Jandairis",36.392,36.69,"SOHR; Liveuamap; SNHR","Local partner-Other","On 24 September 2019, a VBIED planted by unidentified gunmen on Yalanquz road in the town of Jandairis detonated, killing 5 civilians and wounding at least 11 more. The explosion also caused minor material damages to the structure and furniture of a medical NGO's center. On October 1 a civilian succumbed to their wounds received from the blast. Total fatalities coded to 6.",6
"SYR68111","30-September-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Zarbah","Zarbah",36.07,36.979,"SNHR","Local partner-Other","On 30 September, 2019, regime warplanes carried out an airstrikes on Zarbah medical center in southern Aleppo countryside, killing 1 child.",1
"SYR68018","03-October-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Ma'arrat An Nu'man",35.648,36.677,"Liveuamap; SOHR","Local partner-New media","On 3 October 2019, regime ground forces fired rocket shells in the vicinity of a hospital in the city of Ma'arrat An Nu'man which wounded a doctor and a nurse and seven other civilians. No fatalities were reported.",0
"SYR68980","13-October-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Peace Spring","Opposition Rebels (Syria)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Ar Raqqa","Tell Abiad","Tell Abiad","Tell Abiad",36.698,38.955,"SOHR","Other","On 13 October 2019, pro-Turkish rebel faction fighters operating as part of Operation Peace Spring targeted, presumably with some form of artillery, an ambulance that was operating in the Tell Abiad area with neither injuries nor fatalities reported.",0
"SYR92492","14-October-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","","Civilians (Syria)","Aid Workers (Syria); Health Workers (Syria); HS: Kurdish Red Crescent","Middle East","Syria","Ar Raqqa","Ar Raqqa","Ar Raqqa","Al-Asadiyah",35.953,38.7,"Airwars","Local partner-Other","On 14 October 2019, Turkish warplanes conducted airstrikes targeting Al-Asadiyah village in Al-Hasakeh governorate. As a result, 2 Kurdish Red Crescent members were injured and no fatalities were reported.",0
"SYR68982","14-October-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Peace Spring","Opposition Rebels (Syria); Military Forces of Turkey (2016-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Ar Raqqa","Ar Raqqa","Ar Raqqa","Al-Asadiyah",35.953,38.7,"SOHR","Other","On 14 October 2019, Turkish and/or pro-Turkish rebel faction fighters operating as part of Operation Peace Spring targeted, presumably with some form of artillery, the village of Al-Asadiyah which wounded 4 medical workers. No fatalities were reported.",0
"SYR69784","29-October-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)","","Military Forces of Russia (2000-) Military Police","Civilians (Syria); Journalists (Syria); Health Workers (Syria); HS: Kurdish Red Crescent","Middle East","Syria","Al Hasakeh","Ras Al Ain","Darbasiyah","Darbasiyah",37.07,40.654,"Airwars; SOHR; Liveuamap","Local partner-Other","On 29 October 2019, Turkish forces fired artillery shells that hit a Russian military police convoy that was accompanied by a media delegation visiting the Darbasiyah border crossing. As a result, 5 individuals from the media delegation, 2 Kurdish Red Crescent workers and at least 2 Russian soldiers were wounded. No fatalities were reported.",0
"SYR71806","03-November-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Peace Spring","Opposition Rebels (Syria)","Civilians (Syria)","Health Workers (International)","Middle East","Syria","Al Hasakeh","Quamishli","Tal Hmis","Rashidiyeh",36.878,41.267,"Undisclosed Source; Airwars","Local partner-Other","On 3 November 2019, pro-Turkish factions, operating under Operation Peace Spring, fired mortar shells at a medical convoy on the road between Rashidiyeh and Qasemiyeh towns in Al-Hasakeh governorate. As a result, 1 foreign doctor was killed, and 3 civilians, including 2 minors were wounded. Total fatalities coded as 1.",1
"SYR70102","03-November-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Peace Spring","Opposition Rebels (Syria); Military Forces of Turkey (2016-)","Civilians (International)","Health Workers (International); Free Burma Rangers","Middle East","Syria","Al Hasakeh","Al Hasakeh","Tal Tamer","Tal Tamer",36.653,40.372,"Liveuamap; SOHR","Local partner-New media","On 03 November, 2019, Turkish forces and opposition rebels under Operation Peace Spring shelled Rashidiyah in Tal Tamer area of al-Hasakeh using artillery fire, impacting near a medical team of the Free Burma Rangers and killing 1 member of an Asian nationality and wounding at least 1 other.",1
"SYR70199","03-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","","Civilians (Syria)","Health Workers (Syria); HS: Kurdish Red Crescent","Middle East","Syria","Al Hasakeh","Al Hasakeh","Tal Tamer","Qasemiyeh",36.706,40.341,"SOHR; Liveuamap","Local partner-New media","On 03 November, 2019, Turkish drones carried out a strike reportedly targeting a Kurdish Red Crescent vehicle in Qasemiyeh in al-Hasakeh with neither fatalities nor injuries reported.",0
"SYR69977","04-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Jisr Ash Shugur","Jisr Ash Shugur","Bashiriyah",35.854,36.406,"SOHR; Liveuamap; SNHR","Local partner-Other","On 04 November, 2019, regime warplanes carried out airstrikes on Bashiriyah in Idleb with neither fatalities nor injuries reported. The airstrikes impacted near a health center in the village, which resulted in material damages to the building structure.",0
"SYR69979","04-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force","Civilians (Syria)","Health Workers (Syria); Syrian Civil Defence; Students (Syria)","Middle East","Syria","Idleb","Jisr Ash Shugur","Jisr Ash Shugur","Jisr-Ash-Shugur",35.814,36.321,"Aid Worker Security Database; Liveuamap; SOHR; SNHR","Local partner-Other","On 4 November 2019, regime warplanes carried out airstrikes on Jisr-Ash-Shugur in Idleb amid artillery and rocket shelling, impacting a school during school hours and a dispensary and leading to material damages and the wounding of 2 Civil Defense members and several students. The dispensary sustained damages to the equipment and building. No fatalities were reported.",0
"SYR69981","06-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Syrian Civil Defence; Health Workers (Syria)","Middle East","Syria","Idleb","Jisr Ash Shugur","Jisr Ash Shugur","Jisr-Ash-Shugur",35.814,36.321,"SOHR; SNHR; Liveuamap","Local partner-Other","On 06 November 2019, regime warplanes carried out airstrikes on Jisr-Ash-Shugur in Idleb. Several strikes targeted the former Government Palace, the town's Civil Defense building, and the Orient Hospital building causing them extensive damage. Airstrikes resulted in the killing of 1 civilian.",1
"SYR70191","06-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Syrian Civil Defence; Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Kafr Nobol",35.615,36.56,"SNHR; SOHR","Local partner-Other","On 06 November 2019, Russian warplanes carried out airstrikes on Kafr Nobol in Idleb. Strikes targeted Kafr Nobol surgical hospital north of the city, causing partial damage to the building and medical equipment. Neither injuries nor fatalities were reported.",0
"SYR70190","06-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Shinan",35.738,36.61,"Liveuamap; SOHR; SNHR","Local partner-Other","On 06 November 2019, Russian warplanes carried out airstrikes on Shinan in Idleb. Several strikes targeted the town's 'Al-Ikhlas' Hospital, causing extensive damage to the hospital's building and medical equipment. A SAMS foundation ambulance was also destroyed. 5 members of the hospital's medical staff were injured. No fatalities were reported. The hospital went out of service.",0
"SYR70525","16-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Kafr Nobol",35.615,36.56,"Liveuamap; SOHR","Local partner-New media","On 16 November 2019, regime helicopters dropped barrel bombs on Kafr Nobol and its vicinity in Idleb. Some of the bombs hit Sham Hospital located in the vicinity of Kafr Nobol. Neither injuries nor fatalities were reported",0
"SYR70968","20-November-2019",2019,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Refugees/IDPs (Syria); Health Workers (Syria)","Middle East","Syria","Idleb","Harim","Dana","Qah",36.296,36.725,"SOHR; Liveuamap; SNHR","Local partner-Other","On 20 November 2019, regime ground forces fired cluster munition artillery at the Qah IDP camp and a nearby women's hospital which killed between 14 to 19 civilians including women and children. A civilian died on 22/11/ 2019 and another on 10/12/2019 from injuries sustained during the shelling. Total fatalities 14.",14
"SYR71327","24-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ehsem","Kansafra",35.66,36.485,"Liveuamap; SNHR; SOHR","Local partner-Other","On 24 November, 2019, Russian warplanes carried out airstrikes on Kansafra in Idleb targeting Adnan Kiwan Children and Women's hospital amid regime barrel bomb deployment on the area. Airstrikes resulted in material damages to the hospital, rendering it out of service, with neither fatalities nor injuries reported.",0
"SYR71329","26-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Kafr Nobol",35.615,36.56,"SOHR; Liveuamap; SNHR","Local partner-Other","On 26 November 2019, regime helicopters dropped barrel bombs while Russian warplanes carried out air raids on the town of Kafr Nobol which destroyed the Al Rawda Women and Children's hospital, knocking it out of service. Neither injuries nor fatalities were reported.",0
"SYR71471","26-November-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Maarzita",35.556,36.572,"SOHR","Other","On 26 November 2019, a doctor succumbed to wounds received from a Russian air raid on the town of Maarzita several days prior.",1
"SYR71757","04-December-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Kafr Nobol",35.615,36.56,"Liveuamap; SOHR; SNHR","Local partner-Other","On 04 December, 2019, regime helicopters deployed barrel bombs on Kafr Nobol in Idleb wounding 5 civilians and impacting a school in the city, leading to material damages. The attack also impacted a medial center in the city which led to material damages. No fatalities were reported.",0
"SYR72924","17-December-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Ghadqa",35.675,36.791,"SOHR; SNHR","Local partner-Other","On 17 December 2019, regime warplanes carried out air raids while regime helicopters dropped barrel bombs on the town of Ghadqa, whereby one of the barrel bombs impacted a hospital resulting in material damages to the building with neither injuries nor fatalities reported. The hospital was out of service at the time of the attack due to a previous attack.",0
"SYR72877","18-December-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Ma'arrat An Nu'man",35.648,36.677,"SNHR; Liveuamap; SOHR","Local partner-Other","On 18 December 2019, regime warplanes carried out airstrikes on Ma'arrat An Nu'man in Idleb whilst helicopters deployed barrel bombs and regime forces shelled the area, killing 3 civilians. Regime's shelling also impacted a medical emergency center in the city.",3
"SYR72880","22-December-2019",2019,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Ma'arrat An Nu'man",35.648,36.677,"SOHR; SNHR; Liveuamap","Local partner-Other","On 22 December 2019, Russian warplanes carried out airstrikes on Ma'arrat An Nu'man in Idleb in conjunction with shelling of the town by regime forces, using surface-to-surface missiles. Several strikes targeted a group of residents as they were leaving Ma'arrat An Nu'man for the border area with Turkey, killing 7 people. A civilian, who was transporting civilians out of the area, died on 28/12/2019 from injuries sustained during the strikes. Total fatalities 8. Several strikes hit the headquarters of SAMS health organization causing partial damage to the building. They also caused damage to the town's Al-Akeed and Al-Mahlool schools as well as Rabie and Al-Haboobi mosques.",8
"SYR73907","08-January-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Ma'arrat An Nu'man",35.648,36.677,"Liveuamap","Local partner-New media","On 08 January 2020, regime forces shelled Ma'arrat An Nu'man using rocket fire, impacting a hospital in the city with resulted in material damages in Idleb with neither fatalities nor injuries reported.",0
"SYR74582","19-January-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Izra","Izra","Bisr Elharir",32.839,36.34,"Jisr; Liveuamap; SOHR; SY24; SNHR","Local partner-Other","On 19 January 2020, an IED planted by an unidentified armed group in front of a medical clinic in Bisr Elharir in Dar'a exploded, killing a doctor.",1
"SYR74387","23-January-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Ariha",35.814,36.61,"Liveuamap; SOHR","Local partner-New media","On 23 January, 2020, Russian warplanes conducted airstrikes on Ariha targeting an ambulance, and burning it. Neither injuries nor fatalities were reported.",0
"SYR74677","26-January-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria); Students (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Sarja",35.758,36.627,"SNHR; SOHR; Liveuamap","Local partner-Other","On 26 January 2020, Russian warplanes carried out airstrikes on Sarja area in Jabal al-Zawiya in Idleb. Several strikes targeted Al-Eman hospital in Sarja, destroying most of the hospital building and causing extensive damage to its equipment, which put the hospital out of service. The airstrikes killed 3 civilians, including 2 medical students.",3
"SYR75050","29-January-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Ariha",35.814,36.61,"Liveuamap; SNHR; SOHR","Local partner-Other","On 29 January 2020, Russian warplanes carried out airstrikes on Ariha in Idleb, targeting al Shami hospital in the city, killing 7 civilians; 1 child, and 6 women, and wounding several civilians including medical staff, damaged the hospital rendering it out of service. Later on 7th of May a man's body was found dead after he went missing since the airstrike. Total fatalities coded to 8.",8
"SYR74676","01-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria); Aid Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Ariha",35.814,36.61,"Liveuamap; SOHR","Local partner-New media","On 01 February, 2020, the director of Al Shami hospital in Ariha city died from injuries sustained by a Russian airstrike that directly targeted the hospital two days ago.",1
"SYR74675","01-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria); Aid Workers (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Daret Azza","Hur",36.229,36.976,"Liveuamap; SOHR; SHAM","Local partner-New media","On 01 February, 2020, Russian warplanes carried out airstrikes on Al Huda hospital in Hur town in Aleppo countryside. Neither injuries nor fatalities were reported.",0
"SYR74785","01-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Militia (Pro-Government)","Civilians (Syria)","Health Workers (Syria); Aid Workers (Syria)","Middle East","Syria","Aleppo","Al Bab","Al Bab","Al Bab",36.37,37.515,"Liveuamap; SHAM","Local partner-New media","On 01 February, 2020, Russian warplanes carried out airstrikes on Al Bab and its outskirts in Aleppo countryside, while pro regime ground forces shelled the town as well, damaging civilian homes and a mosque. The attack also damaged a clinic, its building and equipment, six civilians were wounded. No fatalities were reported.",0
"SYR75099","03-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force","Civilians (Syria)","Syrian Civil Defence; Health Workers (Syria); Aid Workers (Syria)","Middle East","Syria","Idleb","Idleb","Saraqab","Afes",35.906,36.804,"Liveuamap; SOHR","Local partner-New media","On 03 February, 2020, regime warplanes carried out airstrikes on places nearby Afes in Idleb countryside, and regime ground forces shelling the town as well, injuring a SCD volunteer. No fatalities were reported.",0
"SYR75054","06-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Idleb","Idleb",35.929,36.635,"Liveuamap; SNHR","Local partner-Other","On 06 February 2020, regime forces shelled the area near Su'ayb mosque in the western outskirts of Idleb city in conjunction with airstrikes by Russian warplanes that targeted a ambulance operated by the health services of Idleb Health Administration on the eastern outskirts of Idleb at the Qminas junction. Regime shelling resulted in the killing of 1 civilian while Russian airstrikes resulted in the killing of 3 ambulance paramedics. Total fatalities 4.",4
"SYR75305","06-February-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Haritan","Andan",36.292,37.044,"SNHR; Liveuamap","Local partner-Other","On 06 February 2020, regime forces shelled Andan in Aleppo, hitting of the town's medical center, partially destroying one of the walls and causing intemediate damage to the centre's medical equipment. . Neither injuries nor fatalities were reported. A shell fell near Andan High School, causing limited damage to the school building and furniture.",0
"SYR75404","09-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Teftnaz","Maaret Al Naasan",36.035,36.838,"SOHR; SNHR","Local partner-Other","On 09 February 2020, Russian warplanes carried out airstrikes on Maaret Al Naasan in Idleb, damaging a school and a medical facility with neither fatalities nor injuries reported.",0
"SYR75750","17-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Aid Workers (Syria); Health Workers (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Daret Azza","Daret Azza",36.285,36.851,"Aid Worker Security Database; Liveuamap; SOHR; SNHR","Local partner-Other","On 17 February 2020, Russian warplanes carried out airstrikes on Daret Azza and its surroundings in Aleppo. The strikes targeted Al-Kenana hospital south of Daret Azza, partially destroying the hospital building and causing intermediate damage to its equipment and furniture, which put the hospital out of service. Al-Firdaws Hospital in the same area was also targeted by Russian airstrikes. The strikes resulted in the wounding of one of the hospital's medical staff, and a unarmed guard who works for an NGO, as well as extensive damage to the hospital building and equipment. No fatalities were reported.",0
"SYR76108","21-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Idleb","Nayrab",35.869,36.718,"SNHR","Local partner-Other","On 21 February 2020, Russian warplanes carried out airstrikes on the outskirts of Nayrab in Idleb. Strikes killed a volunteer parademic that was trying to provide medical help to fighters that were injured in the clashes that took place in the area.",1
"SYR76147","25-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force","Civilians (Syria)","Teachers (Syria); Students (Syria); Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Idleb","Idleb",35.929,36.635,"SOHR; Liveuamap; SNHR","Local partner-Other","On 25 February 2020, regime warplanes carried out airstrikes on Idleb city amid regime rocket shelling, impacting 8 schools in the city, a SAMS-supported hospital, a medical center, as well as civilian residences. As a result, 6 civilians including 2 teachers and a schoolgirl were killed. 4 medical staff members were wounded including a doctor, while the hospital, medical center, and schools sustained significant material damages. Several other teachers were wounded in the strikes. A man died on 4th March from wounds sustained in the airstrike. Fatalities coded to 7.",7
"SYR76159","25-February-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria); Refugees/IDPs (Syria)","Middle East","Syria","Idleb","Idleb","Maaret Tamsrin","Ma'arrat Tamasrin",36.014,36.673,"Liveuamap; SOHR; SNHR","Local partner-Other","On 25 February 2020, regime warplanes carried out airstrikes on Ma'arrat Tamasrin in Idleb, killing 10 civilians including IDPs and wounding several others. A school housing IDPs was also impacted and damaged in the attack as well as a hospital, whose building sustained minor damages. A woman died on 4th March from wounds sustained in the airstrike. Fatalities coded to 11.",11
"SYR76542","02-March-2020",2020,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Bennsh","Bennsh",35.957,36.714,"Liveuamap; SNHR","Local partner-Other","On 2 March 2020, regime forces, supported by Russian airstrikes, shelled Bennsh city (Bennsh, Idleb). Russian airstrikes targeted the vicinity of the Islamic Medical Centre, killing 1 civilian and causing intermediate damage to the hospital building and furniture. Total fatalities 1.",1
"SYR78846","20-May-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Peace Spring","Opposition Rebels (Syria)","Asayish (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Aleppo","Ain Al Arab","Lower Shyookh","Lower Shyookh",36.751,38.077,"SOHR","Other","On 20 May 2020, pro-Turkey rebel factions, operating under Operation Peace Spring, shelled Lower Shyookh in Aleppo countryside, impacting an Asayish post in the town. The shelling landed near a medical facility, wounding a medical worker and a car repairman. A civilian died on 23 May affected by wounds sustained in the shelling.",1
"SYR80042","14-July-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Ariha",35.814,36.61,"SNHR; SOHR","Local partner-Other","On 14 July 2020, regime forces shelled Ariha in the countryside of Idleb. The shelling targeted Al-Ameen Medical Centre in Ariha, partially destroying the building and causing intermediate damage to medical equipment. 2 civilians, including 1 child, were killed and 3 others were wounded.",2
"SYR81297","17-August-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Menbij","Menbij","Menbij",36.526,37.951,"SNHR","Local partner-Other","On 17 August 2020, an IED, planted by an unidentified armed group, exploded in front of Al-Furat hospital in the city of Menbij in Aleppo. The explosion caused no damage to the hospital building and equipment. Neither injuries nor fatalities were reported.",0
"SYR82134","14-September-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Afrin","Afrin",36.511,36.865,"Twitter; Liveuamap; SNHR; Facebook; SOHR","Local partner-Other","On 14 September 2020, an VBIED planted by an unidentified armed group near the market area in Afrin city in Aleppo detonated killing 11 civilians including a doctor and wounding over 35 other civilians including children. 2 civilians died from their wounds on 21st of September. Total fatalities coded to 14 to account for the suicide operative.",14
"SYR83513","20-October-2020",2020,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Menbij","Menbij","Menbij",36.526,37.951,"SOHR; Liveuamap","Local partner-New media","On 20 October 2020, an IED planted under a doctor's car by an unknown armed group near the Central Pharmacy in Menbij city in Aleppo countryside, exploded killing a man, and injuring four others.",1
"SYR84822","27-November-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","YPG: Peoples Protection Units","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Azaz","Azaz","Azaz",36.585,37.043,"SOHR; Liveuamap; Facebook","Local partner-New media","On 27 November 2020, YPG shelled a hospital in the city of Azaz in the northern countryside of Aleppo. Neither injuries nor fatalities were reported.",0
"SYR85291","06-December-2020",2020,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)","","QSD: Syrian Democratic Forces","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Ar Raqqa","Tell Abiad","Ein Issa","Ein Issa",36.384,38.863,"Liveuamap; SHAM","Local partner-New media","On 6 December 2020, Turkish forces shelled Ein Issa and its outskirts in Ar-Raqqa using artillery and rocket fire, killing and wounding an unknown number of QSD fighters. Shrapnel of the shelling reached Ein Issa hospital and destroyed some of its windows. Unknown fatalities coded to 10.",10
"SYR87518","17-February-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","YPG: Peoples Protection Units","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Afrin","Afrin",36.511,36.865,"SOHR; SNHR; Liveuamap","Local partner-Other","On 17 February 2021, YPG shelled Afrin city, including the Villat area, using rocket fire. The shelling wounded at least 13 civilians including 6 children and caused structural damages to Al Shifaa hospital due to rockets landing near the hospital's back entrance. One source claimed that regime forces were responsible for the attack. No fatalities were reported.",0
"SYR88727","21-March-2021",2021,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria); Teachers (Syria); Students (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Atareb","Atareb",36.138,36.828,"SNHR; Liveuamap; SOHR","Local partner-Other","On 21 March 2021, regime forces shelled Atareb in Aleppo using at least 3 rockets or mortars, impacting the Atareb Surgical Hospital. At least 8 civilians were killed including 2 students and a child student and approximately 10 others were wounded including medical staff and the director of the Health Department of Free Aleppo. The hospital also sustained widespread damages. A woman succumbed to her wounds on 11/04/2021. 9 fatalities.",9
