"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"PAK42515","25-October-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","Civilians (Pakistan)","Teachers (Pakistan)","South Asia","Pakistan","Azad Jammu and Kashmir","Bhimber","Bhimber","Bhimber",32.975,74.078,"Dawn (Pakistan)","National","A schoolteacher from the southern Bhimber district of Azad Jammu and Kashmir (AJK), who had been injured in Indian shelling on Tuesday, succumbed to his wounds on Wednesday.",1
"PAK33539","25-October-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018) Bomb Disposal Squad","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Dawn (Pakistan)","National","On October 25th, a police officer was killed, and a Bomb Disposal Squad personnel injured, when two separate IEDs detonated in the Daudzai area of Peshawar.",1
"PAK33530","25-October-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","FATA","Bajaur Agency","Salarzai","Mulla Said",34.835,71.486,"Balochistan Times","National","On October 25th, 6 people were injured, among them 3 Bajaur Levies personnel, when a police vehicle was targetted by a remote-controlled IED in the Mulla Said Banda area of Salarzai tehsil, Bajaur Agency.",0
"PAK33563","26-October-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Kohat","Kohat","Khadezai",33.618,71.291,"News International (Pakistan)","National","On October 26th, 4 people were injured when their vehicle hit a landmine in the Khadezai area of Upper Orakzai.",0
"PAK33581","28-October-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Dera Bugti","Dera Bugti","Dera Bugti",29.035,69.159,"Balochistan Times","Subnational","On October 28th, at least 3 people were injured when their tractor hit a landmine in Dera Bugti town.",0
"PAK33632","29-October-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Mohmand Agency","Safi","Khazina",34.608,71.238,"News International (Pakistan)","National","On October 29th, a young boy was killed, and another injured, when a landmine exploded underneath them in the Khazina area of Safi tehsil, Mohmand Agency.",1
"PAK33685","01-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2013-2018)","","South Asia","Pakistan","FATA","South Waziristan Agency","Wana","Wana",32.301,69.58,"Daily Times (Pakistan)","National","In an Improvised Explosive Device (IED) explosion in Wana, South Waziristan Agency, a Pakistan army major was killed and six soldiers were injured.",1
"PAK33690","01-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Government of Pakistan (2013-2018)","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"News International (Pakistan)","National","On November 1st, 3 staffers at the Civil Defence office in Quetta were injured when a bomb exploded inside the building.",0
"PAK33691","02-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Police Forces of India (2014-) Border Security Force","","","","South Asia","Pakistan","Punjab","Sialkot","Sialkot","Chaprar",32.637,74.635,"Pakistan Today","National","Mortars launched by India over the LoC landed in the Chaprar sector. No injuries were reported.",0
"PAK33692","02-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Police Forces of India (2014-) Border Security Force","","","","South Asia","Pakistan","Punjab","Sialkot","Pasrur","Charwa",32.478,74.856,"Pakistan Today","National","Mortars launched by India over the LoC landed in the Charwah sector. No injuries were reported.",0
"PAK33693","02-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Police Forces of India (2014-) Border Security Force","","","","South Asia","Pakistan","Punjab","Sialkot","Sialkot","Sialkot",32.493,74.531,"Pakistan Today","National","Mortars launched by India over the LoC landed in the Suchetgarh, and Merajkey sectors of Sialkot district. No injuries were reported.",0
"PAK33707","02-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Police Forces of India (2014-) Border Security Force","","Civilians (Pakistan)","","South Asia","Pakistan","Punjab","Sialkot","Sialkot","Harpal",32.488,74.657,"Dawn (Pakistan)","National","A woman was killed, and two people injured, in Wainse-Daallowali village, Harpal Sector, after India launched mortars across the LoC.",1
"PAK33705","02-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Mohmand Agency","Upper Momand","Koda Khel",34.426,71.126,"Dawn (Pakistan)","National","On November 2nd, a man was killed when he hit a roadside IED in the Koda Khel area of Baizai tehsil, Mohmand Agency.",1
"PAK33743","04-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"News International (Pakistan)","National","A motorcyclist was killed when his bike hit an IED in the Lehri area of Quetta.",1
"PAK33731","04-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Police Forces of India (2014-) Border Security Force","","","","South Asia","Pakistan","Punjab","Narowal","Shakargarh","Chak Aamru",32.374,75.174,"Pakistan Today","National","Indian Border Security Force (BSF) began small arms firing and shelling along Working Boundary in Shakargarh sector, north of Chak Aamru village, Punjab. It is unclear whether Pakistani forces returned fire. No injuries were reported.",0
"PAK33777","07-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2013-2018)","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Bara",33.922,71.462,"Daily Times (Pakistan)","National","A Pakistan Army soldier was killed and two others sustained splinters wounds when their vehicle was attacked with an improvised explosive device in Tehsil Bara of Khyber Agency.",1
"PAK42518","07-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","Civilians (Pakistan)","","South Asia","Pakistan","Azad Jammu and Kashmir","Kotli","Fatehpur","Fatehpur",33.477,74.094,"Pakistan Today","National","3 Pakistani civilians were killed, and 5 wounded in the Fatehpur sector, Kotli district in Azad Jammu and Kashmir, when Indian shells landed in several areas.",3
"PAK33797","08-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018) Frontier Corps","","South Asia","Pakistan","Balochistan","Zhob","Zhob","Zhob",31.342,69.429,"Dawn (Pakistan)","National","On November 8th, a Frontier Corps personnel was killed, and 2 others injured, when their vehicle hit a roadside IED in the Shamozai area of Zhob district.",1
"PAK33817","09-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","FATA","North Waziristan Agency","Spinwam","Spinwam",33.181,70.39,"Dawn (Pakistan)","National","On November 9th, 8 security personnel were injured by an IED explosion in the Spinwam area of North Waziristan.",0
"PAK33806","09-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018) Bomb Disposal Squad","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Daily Regional Times (Pakistan)","National","On November 9th, 2 members of the Bomb Disposal Squad were injured when an IED they were defusing went off in the Hayatabad area of Peshawar.",0
"PAK33865","12-November-2016",2016,"Explosions/Remote violence","Suicide bomb","Islamic State (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Khuzdar","Wadh","Wadh",27.337,66.376,"Dawn (Pakistan)","National","On November 12th, 52 people were killed, and 102 injured, when an Islamic State suicide bomber blew himself up in the courtyard of the packed Shah Noorani shrine in Wadh, Khuzdar district.",53
"PAK33872","13-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Aman Lashkar","South Asia","Pakistan","FATA","Mohmand Agency","Halimzai","Ghalanai",34.323,71.391,"Dawn (Pakistan)","National","On November 13th, a former peace committee chief was killed by a targetted IED near his house in the Cheerani area of Mohmand Agency.",1
"PAK33889","14-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018) Frontier Corps","","South Asia","Pakistan","Balochistan","Dera Bugti","Dera Bugti","Dera Bugti",29.035,69.159,"Frontier Star","National","On November 14th, militants fired two rockets at Frontier Corps check posts in Dera Bugti district. No injuries were reported.",0
"PAK42522","19-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","Civilians (Pakistan)","","South Asia","Pakistan","Azad Jammu and Kashmir","Kotli","Charhoi","Charhoi",33.3,73.952,"Dawn (Pakistan)","National","At least 3 people were killed, and 3 injured when Indian shells landed on a village in the the Keri sector of Charhoi tehsil, Kotli district.",3
"PAK42521","19-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","","","South Asia","Pakistan","Azad Jammu and Kashmir","Hattian Bala","Hattian Bala","Chakothi",34.115,73.884,"Dawn (Pakistan)","National","Indian mortars landed in the Chakothi area of Hattian Bala district, although no casualties were reported.",0
"PAK33958","21-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Balochistan","Killa Abdullah","Chaman","Chaman",30.894,66.468,"Balochistan Times","Subnational","On November 21st, a police personnel was killed when his vehicle was targetted by a remote controlled IED on Boghra Road in Chaman.",1
"PAK33978","22-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","JuA: Jamaat-ul-Ahrar","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Dawn (Pakistan)","National","On November 22nd, 3 Frontier Constabulary personnel were killed, and 3 other people injured, when Jamaat-ul-Ahrar militants targetted their vehicle with an IED blast in the Bashirabad area of Peshawar.",3
"PAK33984","22-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"News International (Pakistan)","National","Three Frontier Constabulary (FC) personnel were killed and six others along with a civilian were wounded in bomb attack on a security vehicle in the Bashirabad locality of the provincial capital",3
"PAK33985","22-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","FATA","Mohmand Agency","Safi","Alingar",34.663,71.226,"News International (Pakistan)","National","On November 22nd, a Khassadar personnel was injured by an IED explosion in the Alingar area of Safi tehsil, Mohmand Agency.",0
"PAK42525","23-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","","","South Asia","Pakistan","Azad Jammu and Kashmir","Neelum","Athmuqam","Jura",34.488,73.831,"Pakistan Today","National","Several sectors in Neelum district, Azad Kashmir, including the Shah Kot, Jura, Battal, and Athmuqam, Bagh, and Tatta Pani sectors, were hit by mortar firing from Indian forces. No casualties were reported.",0
"PAK42526","23-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","Civilians (Pakistan)","","South Asia","Pakistan","Azad Jammu and Kashmir","Neelum","Athmuqam","Lawat",34.688,73.971,"Pakistan Today","National","11 civilians were killed when a passenger bus got hit by Indian troops' cross border shelling in the town of Lawat in Azad Kashmir's Neelam Valley.",11
"PAK42527","23-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","","","South Asia","Pakistan","Azad Jammu and Kashmir","Neelum","Athmuqam","Shah Kot",34.567,73.889,"Pakistan Today","National","Several sectors in Neelum district, Azad Kashmir, including the Shah Kot, Jura, Battal, and Athmuqam, Bagh, and Tatta Pani sectors, were hit by mortar firing from Indian forces. No casualties were reported.",0
"PAK42528","23-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","","","South Asia","Pakistan","Azad Jammu and Kashmir","Neelum","Athmuqam","Athmuqam",34.588,73.911,"Pakistan Today","National","Several sectors in Neelum district, Azad Kashmir, including the Shah Kot, Jura, Battal, and Athmuqam, Bagh, and Tatta Pani sectors, were hit by mortar firing from Indian forces. No casualties were reported.",0
"PAK42529","23-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","","","South Asia","Pakistan","Azad Jammu and Kashmir","Bagh","Bagh","Bagh",33.975,73.79,"Pakistan Today","National","Several sectors in Neelum district, Azad Kashmir, including the Shah Kot, Jura, Battal, and Athmuqam, Bagh, and Tatta Pani sectors, were hit by mortar firing from Indian forces. No casualties were reported.",0
"PAK42530","23-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","","","South Asia","Pakistan","Azad Jammu and Kashmir","Poonch","Hajira","Tata Pani",33.612,73.947,"Pakistan Today","National","Several sectors in Neelum district, Azad Kashmir, including the Shah Kot, Jura, Battal, and Athmuqam, Bagh, and Tatta Pani sectors, were hit by mortar firing from Indian forces. No casualties were reported.",0
"PAK42531","23-November-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","","","South Asia","Pakistan","Azad Jammu and Kashmir","Poonch","Hajira","Battal",33.688,73.973,"Pakistan Today","National","Several sectors in Neelum district, Azad Kashmir, including the Shah Kot, Jura, Battal, and Athmuqam, Bagh, and Tatta Pani sectors, were hit by mortar firing from Indian forces. No casualties were reported.",0
"PAK33993","23-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","FATA","Mohmand Agency","Halimzai","Ghalanai",34.323,71.391,"Dawn (Pakistan)","National","On November 23rd, a Khassadar personnel was killed by an IED explosion at his check post in the Qandhari area of Safi tehsil, Mohmand Agency.",1
"PAK34019","25-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","FATA","Mohmand Agency","Chamarkand","Chamarkand",34.69,71.222,"Nation (Pakistan)","National","Unidentified militants blew up a government primary school for boys in Chamarkand, Mohmand Agency . The School was recently rebuilt after being targeted with a bomb in 2013 .",0
"PAK34022","26-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Nasirabad","Chattar","Chattar",28.981,68.328,"Balochistan Times","Subnational","On November 26th, a man was killed by a landmine explosion in the Chhattar area of Nasirabad district, near Dera Murad Jamali.",1
"PAK34034","26-November-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Nasirabad","Dera Murad Jamali","Dera Murad Jamali",28.547,68.223,"Balochistan Times","Subnational","A man was killed in a landmine explosion in Dera Murad Jamali district of Balochistan .",1
"PAK34069","29-November-2016",2016,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2013-2018)","","TTP: Tehreek-i-Taliban Pakistan","LeI: Lashkar-e-Islam","South Asia","Pakistan","FATA","Khyber Agency","Bara","Tirah Valley",33.793,70.777,"Daily Times (Pakistan)","National","Security forces claimed to have killed eight allegedly militants and injured scores of others in airstrikes in Koki Khel, a remote area of Tirah Valley of Khyber Agency.",8
"PAK34096","02-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Daily Regional Times (Pakistan)","National","On December 2nd, two bombs targetting police vehicles detonated in the Chamkani and Karkhano Market areas. No injuries were reported however, a police vehicle and a bus were partially damaged.",0
"PAK34134","04-December-2016",2016,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2013-2018)","","TTP: Tehreek-i-Taliban Pakistan","LeI: Lashkar-e-Islam","South Asia","Pakistan","FATA","Khyber Agency","Bara","Tirah Valley",33.793,70.777,"Dawn (Pakistan)","National","Twelve suspected militants belonging to Lashkar-e-Islam and TTP were killed in air strikes in Khyber Agency's Tirah valley on Sunday.",12
"PAK34170","07-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","Balochistan","Mastung","Mastung","Khad Koocha",29.668,66.78,"Pakistan Press International","National","On December 7th, a bridge was partially damaged by an explosion in the Khad Koocha area of Mastung district.",0
"PAK34180","08-December-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Punjab","Rahim Yar Khan","Liaquatpur","Cholistan",28.304,70.627,"Dawn (Pakistan)","National","On December 8th, 2 people were killed when an abandoned shell exploded in a restricted area of Cholistan.",2
"PAK34201","09-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Pakistan (2013-2018)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","Sindh","Hyderabad","Hyderabad","Tando Jam",25.429,68.541,"Dawn (Pakistan)","National","A member of the Rangers team on a routine patrol in Tandojam was slightly wounded when an improvised explosive device (IED) placed on a bicycle in Tandojam.",0
"PAK42534","11-December-2016",2016,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","Civilians (Pakistan)","","South Asia","Pakistan","Azad Jammu and Kashmir","Neelum","Athmuqam","Athmuqam",34.588,73.911,"Daily Regional Times (Pakistan)","National","On December 11th, Indian border forces shelled the village of Mirpura in Neelum Valley. No casualties were reported.",0
"PAK34215","11-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Charsadda","Charsadda","Shabqadar",34.219,71.554,"Balochistan Times","National","On December 11th, a Frontier Constabulary personnel was injured when his vehicle was targetted by a remote controlled IED on Dando Pull bridge in the Shabqadar area of Charsadda district.",0
"PAK34231","12-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"News International (Pakistan)","National","On December 12th, a young girl was killed, and 3 others injured, when a bomb exploded near their school in North Waziristan.",1
"PAK54495","13-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Students (Pakistan); Women (Pakistan)","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"GCPEA","Other","On December 13, a girl died and three others were injured when a bomb exploded in a school, while e they were playing outside the school in North Waziristan (KP). [women targeted: girls]",1
"PAK34240","13-December-2016",2016,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Kech","Kech","Turbat",26,63.053,"Dawn (Pakistan)","National","At least eight workers of the National Party (NP) were injured in a hand-grenade attack in Turbat town. Police said some men hurled a grenade at the NP office in Turbat town during a party meeting. The grenade exploded in the office, leaving eight party workers injured, two of them seriously.",0
"PAK34255","14-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Civilians (China)","South Asia","Pakistan","Sindh","Sukkur","Rohri","Rohri",27.68,68.899,"Express Tribune (Pakistan); Dawn (Pakistan)","National","On December 14th, 2 Chinese engineers were injured when a remote controlled bomb targetted their vehicle near the Sukkur-Rohri bypass on the outskirts of Rohri town.",0
"PAK34313","19-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Dera Bugti","Dera Bugti","Dera Bugti",29.035,69.159,"News International (Pakistan)","National","Two people riding a motorcycle were killed in a landline explosion in the Dera Bugti district.",2
"PAK34315","19-December-2016",2016,"Explosions/Remote violence","Suicide bomb","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Sindh","Karachi City","Malir","Karachi - Gadap",25.006,67.129,"News International (Pakistan)","National","On December 19th, an unidentified militant was killed by police during an operation in the Kathore area of Karachi. 4 other militants were arrested. They were allegedly planning a suicide attack on Karachi University.",1
"PAK34318","20-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Dera Bugti","Sui","Sui",28.633,69.183,"Dawn (Pakistan)","National","On December 20th, 2 men were killed when their motorcycle hit a landmine in the Sui area of Dera Bugti.",2
"PAK34330","21-December-2016",2016,"Explosions/Remote violence","Grenade","Military Forces of Pakistan (2013-2018)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","Balochistan","Mastung","Mastung","Mastung",29.794,66.721,"Balochistan Express","Subnational","Unknown persons hurled a hand grenade on a police check-point in Mastung killing one Police Constable and injuring another.",1
"PAK34350","22-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","FATA","Mohmand Agency","Yaka Ghund","Ekka Ghund",34.276,71.387,"Nation (Pakistan)","National","On December 22nd, unidentified persons blew up part of a government primary school in the Ekka Ghund area of Mohmand. The main gate of a house was also destroyed by a bomb blast in the same area on the same day, however it is unclear whether the incidents were related.",0
"PAK34403","27-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Kohlu","Kohlu","Kohlu",29.905,69.088,"Express Tribune (Pakistan)","National","Four people were injured on Tuesday when some explosive material planted on the rooftop of a market exploded in Balochistan's Kohlu district.",0
"PAK34440","30-December-2016",2016,"Explosions/Remote violence","Suicide bomb","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018) Counter Terrorism Department","","South Asia","Pakistan","Punjab","Rahim Yar Khan","Rahim Yar Khan","Rahim Yar Khan",28.416,70.3,"Nation (Pakistan)","National","On December 30th, 2 Counter-Terrorism Department personnel were injured when a suicide bomber blew himself up outside their office in the Shafi Town area of Rahim Yar Khan.",1
"PAK34441","30-December-2016",2016,"Explosions/Remote violence","Suicide bomb","Police Forces of Pakistan (2013-2018)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","Punjab","Rahim Yar Khan","Rahim Yar Khan","Rahim Yar Khan",28.416,70.3,"Nation (Pakistan)","National","Two Counter-Terrorism Department (CTD) officials were injured in a suicide attack by unknown assailants took place outside a mosque situated near the CTD office in Shafi Town , Rahim Yar Khan while the attacker was succumbed to injuries.",1
"PAK34450","31-December-2016",2016,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Lehri","Lehri","Lehri",29.093,68.137,"Frontier Star","National","On December 31st, 4 people were injured by a landmine blast in the Katpaar Sharimarf area of Lehri district.",0
"PAK34457","01-January-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","FATA","Bajaur Agency","Khar","Mamond",34.786,71.525,"Dawn (Pakistan)","National","A member of the Bajaur Levies was killed when a roadside bomb went off in Mamond tehsil.",1
"PAK34469","02-January-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Nation (Pakistan)","National","FC vehicle was targeted by a roadside planted explosive device when it was on routine patrolling at Western Bypass wounding six security men..",0
"PAK34471","02-January-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","BLA: Baloch Liberation Army","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Balochistan","Kachhi","Mach","Bolan",29.211,67.733,"Nation (Pakistan)","National","A bomb was detonated near an FC firing range in the Bolan area, resulting in 6 personnel injured. The BLA claimed responsibility.",0
"PAK34467","02-January-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Nasirabad","Dera Murad Jamali","Naseerabad",28.646,68.156,"Balochistan Times","Subnational","As many as ten people were injured in two landmines blast occurred in two different areas of Nasirabad district",0
"PAK34487","04-January-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","Civilians (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Bannu","Domel","Bannu",32.903,70.635,"Balochistan Times","National","Explosives planted by militants went off when a police mobile was on a patrol duty at Bannu Road. Twelve persons including several policemen were reported injured in the blast.",0
"PAK34488","04-January-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","Civilians (Pakistan)","South Asia","Pakistan","Khyber Pakhtunkhwa","Dera Ismail Khan","Dera Ismail Khan","Dera Ismail Khan",31.833,70.902,"Express Tribune (Pakistan)","National","At least 17 people, including 5 police, were injured in a roadside blast targeting a police vehicle in Dera Ismail Khan.",0
"PAK34497","05-January-2017",2017,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2013-2018)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Bannu","Domel","Domail",33.024,70.748,"Frontier Star","Subnational","2 police were injured in a grenade attack by suspected militants in the Domail area of Bannu.",0
"PAK34504","06-January-2017",2017,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Nasirabad","Dera Murad Jamali","Dera Murad Jamali",28.547,68.223,"Frontier Star","National","One person was killed and another injured in a landmine blast in the Chithar area of Nasirabad.",1
