"character","char_popular","costume","rank","issue","char_costume","parameter","value"
"Wolverine = Logan","Wolverine","casual",1,112,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,113,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,113,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,113,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,113,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,114,"Wolverine (casual)   ","speech",5
"Wolverine = Logan","Wolverine","casual",1,114,"Wolverine (casual)   ","thought",6
"Wolverine = Logan","Wolverine","casual",1,114,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,114,"Wolverine (casual)   ","depicted",7
"Wolverine = Logan","Wolverine","casual",1,115,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,115,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,115,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,115,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,116,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,116,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,116,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,116,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,117,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,117,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,117,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,117,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,118,"Wolverine (casual)   ","speech",7
"Wolverine = Logan","Wolverine","casual",1,118,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,118,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,118,"Wolverine (casual)   ","depicted",11
"Wolverine = Logan","Wolverine","casual",1,119,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,119,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,119,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,119,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,120,"Wolverine (casual)   ","speech",9
"Wolverine = Logan","Wolverine","casual",1,120,"Wolverine (casual)   ","thought",7
"Wolverine = Logan","Wolverine","casual",1,120,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,120,"Wolverine (casual)   ","depicted",14
"Wolverine = Logan","Wolverine","casual",1,121,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,121,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,121,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,121,"Wolverine (casual)   ","depicted",5
"Wolverine = Logan","Wolverine","casual",1,122,"Wolverine (casual)   ","speech",7
"Wolverine = Logan","Wolverine","casual",1,122,"Wolverine (casual)   ","thought",7
"Wolverine = Logan","Wolverine","casual",1,122,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,122,"Wolverine (casual)   ","depicted",6
"Wolverine = Logan","Wolverine","casual",1,123,"Wolverine (casual)   ","speech",4
"Wolverine = Logan","Wolverine","casual",1,123,"Wolverine (casual)   ","thought",4
"Wolverine = Logan","Wolverine","casual",1,123,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,123,"Wolverine (casual)   ","depicted",4
"Wolverine = Logan","Wolverine","casual",1,124,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,124,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,124,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,124,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,125,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,125,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,125,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,125,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,126,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,126,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,126,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,126,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,127,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,127,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,127,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,127,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,128,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,128,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,128,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,128,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,129,"Wolverine (casual)   ","speech",4
"Wolverine = Logan","Wolverine","casual",1,129,"Wolverine (casual)   ","thought",1
"Wolverine = Logan","Wolverine","casual",1,129,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,129,"Wolverine (casual)   ","depicted",9
"Wolverine = Logan","Wolverine","casual",1,130,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,130,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,130,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,130,"Wolverine (casual)   ","depicted",3
"Wolverine = Logan","Wolverine","casual",1,131,"Wolverine (casual)   ","speech",11
"Wolverine = Logan","Wolverine","casual",1,131,"Wolverine (casual)   ","thought",1
"Wolverine = Logan","Wolverine","casual",1,131,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,131,"Wolverine (casual)   ","depicted",16
"Wolverine = Logan","Wolverine","casual",1,132,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,132,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,132,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,132,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,133,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,133,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,133,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,133,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,134,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,134,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,134,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,134,"Wolverine (casual)   ","depicted",1
"Wolverine = Logan","Wolverine","casual",1,135,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,135,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,135,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,135,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,136,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,136,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,136,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,136,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,137,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,137,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,137,"Wolverine (casual)   ","narrative",10
"Wolverine = Logan","Wolverine","casual",1,137,"Wolverine (casual)   ","depicted",4
"Wolverine = Logan","Wolverine","casual",1,138,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,138,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,138,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,138,"Wolverine (casual)   ","depicted",1
"Wolverine = Logan","Wolverine","casual",1,139,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,139,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,139,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,139,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,140,"Wolverine (casual)   ","speech",4
"Wolverine = Logan","Wolverine","casual",1,140,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,140,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,140,"Wolverine (casual)   ","depicted",2
"Wolverine = Logan","Wolverine","casual",1,141,"Wolverine (casual)   ","speech",17
"Wolverine = Logan","Wolverine","casual",1,141,"Wolverine (casual)   ","thought",3
"Wolverine = Logan","Wolverine","casual",1,141,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,141,"Wolverine (casual)   ","depicted",16
"Wolverine = Logan","Wolverine","casual",1,142,"Wolverine (casual)   ","speech",19
"Wolverine = Logan","Wolverine","casual",1,142,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,142,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,142,"Wolverine (casual)   ","depicted",16
"Wolverine = Logan","Wolverine","casual",1,143,"Wolverine (casual)   ","speech",8
"Wolverine = Logan","Wolverine","casual",1,143,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,143,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,143,"Wolverine (casual)   ","depicted",5
"Wolverine = Logan","Wolverine","casual",1,144,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,144,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,144,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,144,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,145,"Wolverine (casual)   ","speech",5
"Wolverine = Logan","Wolverine","casual",1,145,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,145,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,145,"Wolverine (casual)   ","depicted",5
"Wolverine = Logan","Wolverine","casual",1,146,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,146,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,146,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,146,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,147,"Wolverine (casual)   ","speech",3
"Wolverine = Logan","Wolverine","casual",1,147,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,147,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,147,"Wolverine (casual)   ","depicted",5
"Wolverine = Logan","Wolverine","casual",1,148,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,148,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,148,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,148,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,149,"Wolverine (casual)   ","speech",10
"Wolverine = Logan","Wolverine","casual",1,149,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,149,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,149,"Wolverine (casual)   ","depicted",7
"Wolverine = Logan","Wolverine","casual",1,150,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,150,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,150,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,150,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,151,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,151,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,151,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,151,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,152,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,152,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,152,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,152,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,153,"Wolverine (casual)   ","speech",25
"Wolverine = Logan","Wolverine","casual",1,153,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,153,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,153,"Wolverine (casual)   ","depicted",32
"Wolverine = Logan","Wolverine","casual",1,154,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,154,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,154,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,154,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,155,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,155,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,155,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,155,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,156,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,156,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,156,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,156,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,157,"Wolverine (casual)   ","speech",17
"Wolverine = Logan","Wolverine","casual",1,157,"Wolverine (casual)   ","thought",1
"Wolverine = Logan","Wolverine","casual",1,157,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,157,"Wolverine (casual)   ","depicted",19
"Wolverine = Logan","Wolverine","casual",1,158,"Wolverine (casual)   ","speech",11
"Wolverine = Logan","Wolverine","casual",1,158,"Wolverine (casual)   ","thought",1
"Wolverine = Logan","Wolverine","casual",1,158,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,158,"Wolverine (casual)   ","depicted",18
"Wolverine = Logan","Wolverine","casual",1,159,"Wolverine (casual)   ","speech",20
"Wolverine = Logan","Wolverine","casual",1,159,"Wolverine (casual)   ","thought",3
"Wolverine = Logan","Wolverine","casual",1,159,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,159,"Wolverine (casual)   ","depicted",16
"Wolverine = Logan","Wolverine","casual",1,160,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,160,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,160,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,160,"Wolverine (casual)   ","depicted",4
"Wolverine = Logan","Wolverine","casual",1,161,"Wolverine (casual)   ","speech",4
"Wolverine = Logan","Wolverine","casual",1,161,"Wolverine (casual)   ","thought",2
"Wolverine = Logan","Wolverine","casual",1,161,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,161,"Wolverine (casual)   ","depicted",6
"Wolverine = Logan","Wolverine","casual",1,162,"Wolverine (casual)   ","speech",38
"Wolverine = Logan","Wolverine","casual",1,162,"Wolverine (casual)   ","thought",33
"Wolverine = Logan","Wolverine","casual",1,162,"Wolverine (casual)   ","narrative",153
"Wolverine = Logan","Wolverine","casual",1,162,"Wolverine (casual)   ","depicted",85
"Wolverine = Logan","Wolverine","casual",1,163,"Wolverine (casual)   ","speech",36
"Wolverine = Logan","Wolverine","casual",1,163,"Wolverine (casual)   ","thought",4
"Wolverine = Logan","Wolverine","casual",1,163,"Wolverine (casual)   ","narrative",37
"Wolverine = Logan","Wolverine","casual",1,163,"Wolverine (casual)   ","depicted",33
"Wolverine = Logan","Wolverine","casual",1,164,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,164,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,164,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,164,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,165,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,165,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,165,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,165,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,166,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,166,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,166,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,166,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,167,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,167,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,167,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,167,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,168,"Wolverine (casual)   ","speech",15
"Wolverine = Logan","Wolverine","casual",1,168,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,168,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,168,"Wolverine (casual)   ","depicted",7
"Wolverine = Logan","Wolverine","casual",1,169,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,169,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,169,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,169,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,170,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,170,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,170,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,170,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,171,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,171,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,171,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,171,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,172,"Wolverine (casual)   ","speech",30
"Wolverine = Logan","Wolverine","casual",1,172,"Wolverine (casual)   ","thought",1
"Wolverine = Logan","Wolverine","casual",1,172,"Wolverine (casual)   ","narrative",25
"Wolverine = Logan","Wolverine","casual",1,172,"Wolverine (casual)   ","depicted",24
"Wolverine = Logan","Wolverine","casual",1,173,"Wolverine (casual)   ","speech",2
"Wolverine = Logan","Wolverine","casual",1,173,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,173,"Wolverine (casual)   ","narrative",55
"Wolverine = Logan","Wolverine","casual",1,173,"Wolverine (casual)   ","depicted",5
"Wolverine = Logan","Wolverine","casual",1,174,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,174,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,174,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,174,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,175,"Wolverine (casual)   ","speech",3
"Wolverine = Logan","Wolverine","casual",1,175,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,175,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,175,"Wolverine (casual)   ","depicted",6
"Wolverine = Logan","Wolverine","casual",1,176,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,176,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,176,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,176,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,177,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,177,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,177,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,177,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,178,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,178,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,178,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,178,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,179,"Wolverine (casual)   ","speech",10
"Wolverine = Logan","Wolverine","casual",1,179,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,179,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,179,"Wolverine (casual)   ","depicted",8
"Wolverine = Logan","Wolverine","casual",1,180,"Wolverine (casual)   ","speech",13
"Wolverine = Logan","Wolverine","casual",1,180,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,180,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,180,"Wolverine (casual)   ","depicted",12
"Wolverine = Logan","Wolverine","casual",1,181,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,181,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,181,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,181,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,182,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,182,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,182,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,182,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,183,"Wolverine (casual)   ","speech",51
"Wolverine = Logan","Wolverine","casual",1,183,"Wolverine (casual)   ","thought",5
"Wolverine = Logan","Wolverine","casual",1,183,"Wolverine (casual)   ","narrative",7
"Wolverine = Logan","Wolverine","casual",1,183,"Wolverine (casual)   ","depicted",32
"Wolverine = Logan","Wolverine","casual",1,184,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,184,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,184,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,184,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,185,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,185,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,185,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,185,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,186,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,186,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,186,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,186,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,187,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,187,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,187,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,187,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,188,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,188,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,188,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,188,"Wolverine (casual)   ","depicted",1
"Wolverine = Logan","Wolverine","casual",1,189,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,189,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,189,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,189,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,190,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,190,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,190,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,190,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,191,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,191,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,191,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,191,"Wolverine (casual)   ","depicted",0
"Wolverine = Logan","Wolverine","casual",1,192,"Wolverine (casual)   ","speech",1
"Wolverine = Logan","Wolverine","casual",1,192,"Wolverine (casual)   ","thought",0
"Wolverine = Logan","Wolverine","casual",1,192,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,192,"Wolverine (casual)   ","depicted",3
"Wolverine = Logan","Wolverine","casual",1,193,"Wolverine (casual)   ","speech",0
"Wolverine = Logan","Wolverine","casual",1,193,"Wolverine (casual)   ","thought",9
"Wolverine = Logan","Wolverine","casual",1,193,"Wolverine (casual)   ","narrative",0
"Wolverine = Logan","Wolverine","casual",1,193,"Wolverine (casual)   ","depicted",6
"Wolverine = Logan","Wolverine","casual",1,194,"Wolverine (casual)   ","speech",17
"Wolverine = Logan","Wolverine","casual",1,194,"Wolverine (casual)   ","thought",12
"Wolverine = Logan","Wolverine","casual",1,194,"Wolverine (casual)   ","narrative",0
