"character","char_popular","costume","rank","issue","char_costume","parameter","value"
"Gambit = Name Unknown","Gambit","costumed",4,263,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,263,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,263,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,263,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,264,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,264,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,264,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,264,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,265,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,265,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,265,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,265,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,266,"Gambit (costumed)   ","speech",95
"Gambit = Name Unknown","Gambit","costumed",4,266,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,266,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,266,"Gambit (costumed)   ","depicted",52
"Gambit = Name Unknown","Gambit","costumed",4,267,"Gambit (costumed)   ","speech",98
"Gambit = Name Unknown","Gambit","costumed",4,267,"Gambit (costumed)   ","thought",9
"Gambit = Name Unknown","Gambit","costumed",4,267,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,267,"Gambit (costumed)   ","depicted",55
"Gambit = Name Unknown","Gambit","costumed",4,268,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,268,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,268,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,268,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,269,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,269,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,269,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,269,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,270,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,270,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,270,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,270,"Gambit (costumed)   ","depicted",3
"Gambit = Name Unknown","Gambit","costumed",4,271,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,271,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,271,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,271,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,272,"Gambit (costumed)   ","speech",14
"Gambit = Name Unknown","Gambit","costumed",4,272,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,272,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,272,"Gambit (costumed)   ","depicted",21
"Gambit = Name Unknown","Gambit","costumed",4,273,"Gambit (costumed)   ","speech",0
"Gambit = Name Unknown","Gambit","costumed",4,273,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,273,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,273,"Gambit (costumed)   ","depicted",0
"Gambit = Name Unknown","Gambit","costumed",4,274,"Gambit (costumed)   ","speech",2
"Gambit = Name Unknown","Gambit","costumed",4,274,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,274,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,274,"Gambit (costumed)   ","depicted",3
"Gambit = Name Unknown","Gambit","costumed",4,275,"Gambit (costumed)   ","speech",10
"Gambit = Name Unknown","Gambit","costumed",4,275,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,275,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,275,"Gambit (costumed)   ","depicted",11
"Gambit = Name Unknown","Gambit","costumed",4,276,"Gambit (costumed)   ","speech",25
"Gambit = Name Unknown","Gambit","costumed",4,276,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,276,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,276,"Gambit (costumed)   ","depicted",17
"Gambit = Name Unknown","Gambit","costumed",4,277,"Gambit (costumed)   ","speech",22
"Gambit = Name Unknown","Gambit","costumed",4,277,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,277,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,277,"Gambit (costumed)   ","depicted",22
"Gambit = Name Unknown","Gambit","costumed",4,278,"Gambit (costumed)   ","speech",8
"Gambit = Name Unknown","Gambit","costumed",4,278,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,278,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,278,"Gambit (costumed)   ","depicted",10
"Gambit = Name Unknown","Gambit","costumed",4,279,"Gambit (costumed)   ","speech",13
"Gambit = Name Unknown","Gambit","costumed",4,279,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,279,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,279,"Gambit (costumed)   ","depicted",12
"Gambit = Name Unknown","Gambit","costumed",4,280,"Gambit (costumed)   ","speech",3
"Gambit = Name Unknown","Gambit","costumed",4,280,"Gambit (costumed)   ","thought",0
"Gambit = Name Unknown","Gambit","costumed",4,280,"Gambit (costumed)   ","narrative",0
"Gambit = Name Unknown","Gambit","costumed",4,280,"Gambit (costumed)   ","depicted",6
"Gambit = Name Unknown","Gambit","casual",4,97,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,97,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,97,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,97,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,98,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,98,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,98,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,98,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,99,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,99,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,99,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,99,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,100,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,100,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,100,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,100,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,101,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,101,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,101,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,101,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,102,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,102,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,102,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,102,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,103,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,103,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,103,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,103,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,104,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,104,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,104,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,104,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,105,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,105,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,105,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,105,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,106,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,106,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,106,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,106,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,107,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,107,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,107,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,107,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,108,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,108,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,108,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,108,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,109,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,109,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,109,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,109,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,110,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,110,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,110,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,110,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,111,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,111,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,111,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,111,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,112,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,112,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,112,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,112,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,113,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,113,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,113,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,113,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,114,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,114,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,114,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,114,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,115,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,115,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,115,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,115,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,116,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,116,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,116,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,116,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,117,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,117,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,117,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,117,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,118,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,118,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,118,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,118,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,119,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,119,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,119,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,119,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,120,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,120,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,120,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,120,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,121,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,121,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,121,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,121,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,122,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,122,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,122,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,122,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,123,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,123,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,123,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,123,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,124,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,124,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,124,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,124,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,125,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,125,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,125,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,125,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,126,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,126,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,126,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,126,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,127,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,127,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,127,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,127,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,128,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,128,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,128,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,128,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,129,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,129,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,129,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,129,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,130,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,130,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,130,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,130,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,131,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,131,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,131,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,131,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,132,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,132,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,132,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,132,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,133,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,133,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,133,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,133,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,134,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,134,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,134,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,134,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,135,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,135,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,135,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,135,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,136,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,136,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,136,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,136,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,137,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,137,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,137,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,137,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,138,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,138,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,138,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,138,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,139,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,139,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,139,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,139,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,140,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,140,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,140,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,140,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,141,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,141,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,141,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,141,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,142,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,142,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,142,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,142,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,143,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,143,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,143,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,143,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,144,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,144,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,144,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,144,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,145,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,145,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,145,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,145,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,146,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,146,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,146,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,146,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,147,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,147,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,147,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,147,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,148,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,148,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,148,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,148,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,149,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,149,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,149,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,149,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,150,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,150,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,150,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,150,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,151,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,151,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,151,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,151,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,152,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,152,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,152,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,152,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,153,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,153,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,153,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,153,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,154,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,154,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,154,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,154,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,155,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,155,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,155,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,155,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,156,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,156,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,156,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,156,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,157,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,157,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,157,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,157,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,158,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,158,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,158,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,158,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,159,"Gambit (casual)   ","speech",0
"Gambit = Name Unknown","Gambit","casual",4,159,"Gambit (casual)   ","thought",0
"Gambit = Name Unknown","Gambit","casual",4,159,"Gambit (casual)   ","narrative",0
"Gambit = Name Unknown","Gambit","casual",4,159,"Gambit (casual)   ","depicted",0
"Gambit = Name Unknown","Gambit","casual",4,160,"Gambit (casual)   ","speech",0
