"category","meta_cat","group_num","year","gross_inv"
"Private","Education",19,1986,3230
"Private","Education",19,1987,4700
"Private","Education",19,1988,3776
"Private","Education",19,1989,4278
"Private","Education",19,1990,4800
"Private","Education",19,1991,4934
"Private","Education",19,1992,5134
"Private","Education",19,1993,5319
"Private","Education",19,1994,5500
"Private","Education",19,1995,6246
"Private","Education",19,1996,7643
"Private","Education",19,1997,9825
"Private","Education",19,1998,10881
"Private","Education",19,1999,10400
"Private","Education",19,2000,12662
"Private","Education",19,2001,13844
"Private","Education",19,2002,14200
"Private","Education",19,2003,14341
"Private","Education",19,2004,13604
"Private","Education",19,2005,13912
"Private","Education",19,2006,14601
"Private","Education",19,2007,17149
"Private","Education",19,2008,18250
"Private","Education",19,2009,17472
"Private","Education",19,2010,14163
"Private","Education",19,2011,14188
"Private","Education",19,2012,16260
"Private","Education",19,2013,15396
"Private","Education",19,2014,15431
"Private","Education",19,2015,16146
"Private","Education",19,2016,18008
"Private","Education",19,2017,18885
"Federal","Education",19,1947,40
"Federal","Education",19,1948,48
"Federal","Education",19,1949,58
"Federal","Education",19,1950,63
"Federal","Education",19,1951,64
"Federal","Education",19,1952,71
"Federal","Education",19,1953,74
"Federal","Education",19,1954,70
"Federal","Education",19,1955,60
"Federal","Education",19,1956,56
"Federal","Education",19,1957,59
"Federal","Education",19,1958,69
"Federal","Education",19,1959,82
"Federal","Education",19,1960,95
"Federal","Education",19,1961,105
"Federal","Education",19,1962,118
"Federal","Education",19,1963,137
"Federal","Education",19,1964,146
"Federal","Education",19,1965,160
"Federal","Education",19,1966,155
"Federal","Education",19,1967,143
"Federal","Education",19,1968,133
"Federal","Education",19,1969,115
"Federal","Education",19,1970,123
"Federal","Education",19,1971,151
"Federal","Education",19,1972,170
"Federal","Education",19,1973,204
"Federal","Education",19,1974,233
"Federal","Education",19,1975,269
"Federal","Education",19,1976,281
"Federal","Education",19,1977,321
"Federal","Education",19,1978,383
"Federal","Education",19,1979,400
"Federal","Education",19,1980,443
"Federal","Education",19,1981,450
"Federal","Education",19,1982,395
"Federal","Education",19,1983,393
"Federal","Education",19,1984,437
"Federal","Education",19,1985,377
"Federal","Education",19,1986,397
"Federal","Education",19,1987,431
"Federal","Education",19,1988,390
"Federal","Education",19,1989,383
"Federal","Education",19,1990,450
"Federal","Education",19,1991,572
"Federal","Education",19,1992,653
"Federal","Education",19,1993,724
"Federal","Education",19,1994,709
"Federal","Education",19,1995,717
"Federal","Education",19,1996,755
"Federal","Education",19,1997,356
"Federal","Education",19,1998,306
"Federal","Education",19,1999,277
"Federal","Education",19,2000,366
"Federal","Education",19,2001,536
"Federal","Education",19,2002,750
"Federal","Education",19,2003,657
"Federal","Education",19,2004,754
"Federal","Education",19,2005,343
"Federal","Education",19,2006,289
"Federal","Education",19,2007,383
"Federal","Education",19,2008,389
"Federal","Education",19,2009,433
"Federal","Education",19,2010,379
"Federal","Education",19,2011,455
"Federal","Education",19,2012,463
"Federal","Education",19,2013,539
"Federal","Education",19,2014,491
"Federal","Education",19,2015,426
"Federal","Education",19,2016,276
"Federal","Education",19,2017,215
"S&L K-12","Education",19,1947,183.603
"S&L K-12","Education",19,1948,491.826
"S&L K-12","Education",19,1949,746.872
"S&L K-12","Education",19,1950,907.802
"S&L K-12","Education",19,1951,1212.46
"S&L K-12","Education",19,1952,1285.602
"S&L K-12","Education",19,1953,1369.058
"S&L K-12","Education",19,1954,1704.767
"S&L K-12","Education",19,1955,1956.55
"S&L K-12","Education",19,1956,2047.803
"S&L K-12","Education",19,1957,2263.145
"S&L K-12","Education",19,1958,2302.083
"S&L K-12","Education",19,1959,2129
"S&L K-12","Education",19,1960,2311
"S&L K-12","Education",19,1961,2386
"S&L K-12","Education",19,1962,2228
"S&L K-12","Education",19,1963,2418
"S&L K-12","Education",19,1964,2562
"S&L K-12","Education",19,1965,2870
"S&L K-12","Education",19,1966,3442.001
"S&L K-12","Education",19,1967,3896
"S&L K-12","Education",19,1968,4094
"S&L K-12","Education",19,1969,3788
"S&L K-12","Education",19,1970,3213
"S&L K-12","Education",19,1971,3210
"S&L K-12","Education",19,1972,3082.999
"S&L K-12","Education",19,1973,3290.001
"S&L K-12","Education",19,1974,4055
"S&L K-12","Education",19,1975,5009
"S&L K-12","Education",19,1976,4504
"S&L K-12","Education",19,1977,3944
"S&L K-12","Education",19,1978,4438
"S&L K-12","Education",19,1979,4974.001
"S&L K-12","Education",19,1980,5342
"S&L K-12","Education",19,1981,4711
"S&L K-12","Education",19,1982,4587
"S&L K-12","Education",19,1983,4530
"S&L K-12","Education",19,1984,5049
"S&L K-12","Education",19,1985,6050.999
"S&L K-12","Education",19,1986,7141
"S&L K-12","Education",19,1987,7284.001
"S&L K-12","Education",19,1988,8962
"S&L K-12","Education",19,1989,10371
"S&L K-12","Education",19,1990,11724.999
"S&L K-12","Education",19,1991,14249
"S&L K-12","Education",19,1992,14769
"S&L K-12","Education",19,1993,13465.999
"S&L K-12","Education",19,1994,14326
"S&L K-12","Education",19,1995,18808
"S&L K-12","Education",19,1996,21594
"S&L K-12","Education",19,1997,24501
"S&L K-12","Education",19,1998,27715
"S&L K-12","Education",19,1999,31593.999
"S&L K-12","Education",19,2000,35025.999
"S&L K-12","Education",19,2001,39617.999
"S&L K-12","Education",19,2002,40285
"S&L K-12","Education",19,2003,41250
"S&L K-12","Education",19,2004,42702
"S&L K-12","Education",19,2005,46318
"S&L K-12","Education",19,2006,51334
"S&L K-12","Education",19,2007,54974.001
"S&L K-12","Education",19,2008,56519.999
"S&L K-12","Education",19,2009,51314
"S&L K-12","Education",19,2010,44605
"S&L K-12","Education",19,2011,41172
"S&L K-12","Education",19,2012,38039
"S&L K-12","Education",19,2013,36960
"S&L K-12","Education",19,2014,39354
"S&L K-12","Education",19,2015,43779.001
"S&L K-12","Education",19,2016,48404
"S&L K-12","Education",19,2017,51863.999
"S&L higher education","Education",19,1947,45.585
"S&L higher education","Education",19,1948,122.755
"S&L higher education","Education",19,1949,186.289
"S&L higher education","Education",19,1950,225.741
"S&L higher education","Education",19,1951,300.764
"S&L higher education","Education",19,1952,318.632
"S&L higher education","Education",19,1953,340.13
"S&L higher education","Education",19,1954,423.375
"S&L higher education","Education",19,1955,486.991
"S&L higher education","Education",19,1956,509.418
"S&L higher education","Education",19,1957,562.564
"S&L higher education","Education",19,1958,572.026
"S&L higher education","Education",19,1959,529.999
"S&L higher education","Education",19,1960,494.999
"S&L higher education","Education",19,1961,645.001
"S&L higher education","Education",19,1962,738
"S&L higher education","Education",19,1963,1030.999
"S&L higher education","Education",19,1964,1187
"S&L higher education","Education",19,1965,1353.001
"S&L higher education","Education",19,1966,1796.001
"S&L higher education","Education",19,1967,1966.001
"S&L higher education","Education",19,1968,1857.001
"S&L higher education","Education",19,1969,1969.001
"S&L higher education","Education",19,1970,2201.001
"S&L higher education","Education",19,1971,2159.001
"S&L higher education","Education",19,1972,2411
"S&L higher education","Education",19,1973,3144.002
"S&L higher education","Education",19,1974,2994
"S&L higher education","Education",19,1975,1939.001
"S&L higher education","Education",19,1976,1992
"S&L higher education","Education",19,1977,1732.999
"S&L higher education","Education",19,1978,1749
"S&L higher education","Education",19,1979,1825
"S&L higher education","Education",19,1980,2124
"S&L higher education","Education",19,1981,2308.001
"S&L higher education","Education",19,1982,2194
"S&L higher education","Education",19,1983,1998.998
"S&L higher education","Education",19,1984,2361
"S&L higher education","Education",19,1985,2743.999
"S&L higher education","Education",19,1986,3094
"S&L higher education","Education",19,1987,3148.999
"S&L higher education","Education",19,1988,3567.001
"S&L higher education","Education",19,1989,3926
"S&L higher education","Education",19,1990,3902.001
"S&L higher education","Education",19,1991,4480
"S&L higher education","Education",19,1992,5231
"S&L higher education","Education",19,1993,5419.001
"S&L higher education","Education",19,1994,5778
"S&L higher education","Education",19,1995,6632.999
"S&L higher education","Education",19,1996,6500
"S&L higher education","Education",19,1997,7420.999
"S&L higher education","Education",19,1998,8166
"S&L higher education","Education",19,1999,9142
"S&L higher education","Education",19,2000,10171
"S&L higher education","Education",19,2001,11508
"S&L higher education","Education",19,2002,13398
"S&L higher education","Education",19,2003,15257
"S&L higher education","Education",19,2004,17030
"S&L higher education","Education",19,2005,17918.001
"S&L higher education","Education",19,2006,19300.001
"S&L higher education","Education",19,2007,21171.998
"S&L higher education","Education",19,2008,23781.8
"S&L higher education","Education",19,2009,25838.601
"S&L higher education","Education",19,2010,26151.4
"S&L higher education","Education",19,2011,26619.2
"S&L higher education","Education",19,2012,26337.999
"S&L higher education","Education",19,2013,25127.999
"S&L higher education","Education",19,2014,24720.999
"S&L higher education","Education",19,2015,26366.999
"S&L higher education","Education",19,2016,27835
"S&L higher education","Education",19,2017,27874
"S&L libraries","Education",19,1947,3.098
"S&L libraries","Education",19,1948,5.126
"S&L libraries","Education",19,1949,8.214
"S&L libraries","Education",19,1950,9.29
"S&L libraries","Education",19,1951,9.294
"S&L libraries","Education",19,1952,7.272
"S&L libraries","Education",19,1953,9.355
"S&L libraries","Education",19,1954,12.396
"S&L libraries","Education",19,1955,15.665
"S&L libraries","Education",19,1956,15.736
"S&L libraries","Education",19,1957,17.76
"S&L libraries","Education",19,1958,18.837
"S&L libraries","Education",19,1959,18.999
"S&L libraries","Education",19,1960,30
"S&L libraries","Education",19,1961,33.001
"S&L libraries","Education",19,1962,39
"S&L libraries","Education",19,1963,38.001
"S&L libraries","Education",19,1964,44
"S&L libraries","Education",19,1965,51.001
"S&L libraries","Education",19,1966,64.999
"S&L libraries","Education",19,1967,92
"S&L libraries","Education",19,1968,92
"S&L libraries","Education",19,1969,92.999
"S&L libraries","Education",19,1970,94
"S&L libraries","Education",19,1971,91.001
"S&L libraries","Education",19,1972,84
"S&L libraries","Education",19,1973,91
"S&L libraries","Education",19,1974,97
"S&L libraries","Education",19,1975,130
"S&L libraries","Education",19,1976,120.999
"S&L libraries","Education",19,1977,98.001
"S&L libraries","Education",19,1978,120
"S&L libraries","Education",19,1979,136
"S&L libraries","Education",19,1980,158.999
"S&L libraries","Education",19,1981,159
"S&L libraries","Education",19,1982,146.001
"S&L libraries","Education",19,1983,144
"S&L libraries","Education",19,1984,178
"S&L libraries","Education",19,1985,188
"S&L libraries","Education",19,1986,230
"S&L libraries","Education",19,1987,269.001
"S&L libraries","Education",19,1988,335
"S&L libraries","Education",19,1989,357
"S&L libraries","Education",19,1990,441
"S&L libraries","Education",19,1991,479
"S&L libraries","Education",19,1992,417
"S&L libraries","Education",19,1993,377
"S&L libraries","Education",19,1994,376
"S&L libraries","Education",19,1995,426.999
"S&L libraries","Education",19,1996,549.999
"S&L libraries","Education",19,1997,583.001
"S&L libraries","Education",19,1998,574
"S&L libraries","Education",19,1999,528
"S&L libraries","Education",19,2000,574
"S&L libraries","Education",19,2001,661
"S&L libraries","Education",19,2002,757.999
"S&L libraries","Education",19,2003,868
"S&L libraries","Education",19,2004,916
"S&L libraries","Education",19,2005,1078
"S&L libraries","Education",19,2006,1016
"S&L libraries","Education",19,2007,1070.999
"S&L libraries","Education",19,2008,1002.8
"S&L libraries","Education",19,2009,1077.6
"S&L libraries","Education",19,2010,971.4
"S&L libraries","Education",19,2011,866.199
"S&L libraries","Education",19,2012,825
"S&L libraries","Education",19,2013,699
"S&L libraries","Education",19,2014,757
"S&L libraries","Education",19,2015,924
"S&L libraries","Education",19,2016,972
"S&L libraries","Education",19,2017,797.001
"S&L other educational structures","Education",19,1947,1
"S&L other educational structures","Education",19,1948,3
"S&L other educational structures","Education",19,1949,5
"S&L other educational structures","Education",19,1950,6
"S&L other educational structures","Education",19,1951,7
