Date,Dy,Location,Mo,Month New,Name,Name - Split 2,YEAR,Year & Name (Combined) (group),Year & Name (Combined) (group) 1,# Missing,# of Deaths,# of Injuries,Calculation2,Damage in Millions,Damages Dollars,Day New,Houses Damaged,Houses Destroyed,Hr,Latitude,Longitude,Magnitude,Magnitude Category,Mn,Number of Records,Sec,TOTAL DEATHS AND INJURIES
10/13/1925,13,NORTH ATLANTIC RIDGE,10,10,NORTH ATLANTIC RIDGE,,1925,Other,Other,,,,0.596001022,,,13,,,17,11,-42,7.5,7,40,1,,
10/14/1925,14,CHINA,10,10,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1925,Other,Other,,12,,0.497355988,,,14,,500,17,27,100,5.8,5,5,1,18,
11/13/1925,13,PHILIPPINES,11,11,"PHILIPPINES: SAMAR I, LAOANG I, BATAG I","SAMAR I, LAOANG I, BATAG I",1925,Other,Other,,,,0.933709048,,,13,,,12,13,125,7.3,7,14,1,45,
11/16/1925,16,S. MEXICO,11,11,S. MEXICO,,1925,Other,Other,,,,0.153934433,,,16,,,11,18.5,-107,7,7,54,1,54,
12/4/1925,4,ITALY,12,12,ITALY: N,N,1925,Other,Other,,,,0.968395037,,,4,,,,44.2,12.2,,9,,1,,
12/14/1925,14,IRAN,12,12,IRAN: BAJESTAN,BAJESTAN,1925,Other,Other,,,,0.577065400,,,14,,,,34.6,58.1,5.5,5,,1,,
12/18/1925,18,IRAN,12,12,"IRAN: AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM","AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM",1925,Other,Other,,,,0.758841087,,,18,,,5,28.5,51.2,5.5,5,53,1,,
3/20/1926,20,HAWAII,3,3,HAWAII,,1926,Other,Other,,,,0.180504157,,,20,,,9,20.5,-155.5,,9,3,1,,
4/12/1926,12,SOLOMON ISLANDS,4,4,SOLOMON ISLANDS,,1926,Other,Other,,,,0.979411112,,,12,,,8,-10,161,7.5,7,32,1,,
6/19/1926,19,ITALY,6,6,ITALY: S,S,1926,Other,Other,,,,0.101262804,,,19,,,22,41.5,13.8,,9,,1,,
6/26/1926,26,GREECE,6,6,GREECE: RHODES ISLAND; LOWER EGYPT,RHODES ISLAND; LOWER EGYPT,1926,Other,Other,,,,0.727378918,,,26,,,19,36.5,27.5,7.9,7,46,1,34,
6/28/1926,28,INDONESIA,6,6,INDONESIA: SUMATERA,SUMATERA,1926,Other,Other,,,,0.758055548,,,28,,,3,-0.7,100.6,5.8,5,23,1,25,
6/29/1926,29,ITALY,6,6,ITALY: N,N,1926,Other,Other,,,,0.464884104,,,29,,,12,44.6,10.7,,9,5,1,,
6/29/1926,29,JAPAN,6,6,JAPAN: RYUKYU ISLANDS,RYUKYU ISLANDS,1926,Other,Other,,,,0.421926029,,,29,,,14,27,127,7.5,7,27,1,,
7/5/1926,5,INDONESIA,7,7,INDONESIA: SUMATRA,SUMATRA,1926,Other,Other,,,,0.078134260,,,5,,,,-0.3,100.4,,9,,1,,
8/17/1926,17,ITALY,8,8,ITALY: SALINA ISLAND,SALINA ISLAND,1926,Other,Other,,,,0.751558594,,,17,,,1,38.567,14.833,5.3,5,42,1,,
8/31/1926,31,AZORES,8,8,AZORES: FAYAL ISLAND,FAYAL ISLAND,1926,Other,Other,,9,200,0.170186972,,,31,,,10,38.5,-28,,9,40,1,8,209
9/16/1926,16,SOLOMON ISLANDS,9,9,SOLOMON ISLANDS,,1926,Other,Other,,,,0.803547624,,,16,,,17,-9.674,159.519,6.9,6,59,1,15,
10/3/1926,3,AUSTRALIA,10,10,AUSTRALIA: MACQUARIE ISLAND: NORTH OF,MACQUARIE ISLAND,1926,Other,Other,,,,0.832801616,,,3,,,19,-49,161,7.9,7,38,1,,
10/12/1926,12,BALKANS NW,10,10,"BALKANS NW: MONTENEGRO: BERANE, CRNA GORA",MONTENEGRO,1926,Other,Other,,,,0.258180809,,,12,,,,42.6,18.5,,9,,1,,
10/22/1926,22,TURKEY; ARMENIA,10,10,TURKEY; ARMENIA,,1926,Other,Other,,,,0.773297199,,,22,,,19,40.7,43.7,5.7,5,59,1,,
10/26/1926,26,INDONESIA,10,10,INDONESIA: NEW GUINEA: IRIAN JAYA,NEW GUINEA,1926,Other,Other,,,,0.062522947,,,26,,,3,-3.5,138.5,7.9,7,44,1,41,
11/5/1926,5,NICARAGUA,11,11,"NICARAGUA: MANAGUA,GRANADA,MASAYA,CHINANDEGA","MANAGUA,GRANADA,MASAYA,CHINANDEGA",1926,Other,Other,,,,0.160268025,,,5,,,7,12.3,-85.8,7,7,55,1,,
11/22/1926,22,CHINA,11,11,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1926,Other,Other,,,,0.136320182,,,22,,,,25.6,100.3,5.5,5,,1,,
12/9/1926,9,CHILE,12,12,CHILE: VALLENAR,VALLENAR,1926,Other,Other,,,,0.437906671,,,9,,,22,-28,-71,6,6,38,1,48,
12/13/1926,13,INDONESIA,12,12,"INDONESIA: JAVA: PRUPUK,MARGARSARI,DUBUKTENGAH",JAVA,1926,Other,Other,,,,0.889087153,,,13,,,,-7.1,109,,9,,1,,
12/17/1926,17,ALBANIA,12,12,ALBANIA: DURRES,DURRES,1926,Other,Other,,,,0.706193687,,,17,,,6,41,19.5,5.8,5,31,1,5,
12/18/1926,18,MOROCCO,12,12,MOROCCO: FES (FEZ),FES (FEZ),1926,Other,Other,,,,0.819688992,,,18,,,,34,-4.6,,9,,1,,
1/1/1927,1,"CALIFORNIA, MEXICO",1,1,"CALIFORNIA, MEXICO",,1927,Other,Other,,1,,0.381481803,3,3000000,1,20,,8,32.5,-115.5,5.8,5,16,1,,
3/7/1927,7,JAPAN,3,3,JAPAN: HONSHU: SW,HONSHU,1927,Other,Other,,3022,3295,0.238194540,40,40000000,7,9821,15594,9,35.6,135.1,7.3,7,27,1,,6317
3/14/1927,14,CHINA,3,3,CHINA: YUNNAN PROVINCE: XUNDIAN,YUNNAN PROVINCE,1927,Other,Other,,,,0.396911389,,,14,,,17,26,103,6,6,37,1,39,
3/20/1927,20,CHINA,3,3,CHINA: YUNNAN PROVINCE: XINPING,YUNNAN PROVINCE,1927,Other,Other,,7,,0.514230163,,,20,,,,24.1,102,5,5,,1,,
4/17/1927,17,ITALY,4,4,ITALY: S,S,1927,Other,Other,,,,0.038703784,,,17,,,19,41.5,13.8,,9,7,1,,
5/15/1927,15,BALKANS NW,5,5,BALKANS NW: SERBIA,SERBIA,1927,Other,Other,,,,0.644618628,,,15,,,2,44.1,20.5,5.9,5,47,1,,
5/22/1927,22,CHINA,5,5,CHINA: GANSU PROVINCE,GANSU PROVINCE,1927,Other,Other,,40912,524,0.469161809,,,22,,26674,22,36.75,102,7.6,7,32,1,42,41436
6/20/1927,20,ITALY,6,6,ITALY: N,N,1927,Other,Other,,,,0.850562793,,,20,,,17,45,7,,9,24,1,,
6/26/1927,26,UKRAINE,6,6,UKRAINE: CRIMEA: SEBASTOPOL,CRIMEA,1927,Other,Other,,,,0.912566777,,,26,,,11,44.4,34.4,6,6,20,1,48,
7/1/1927,1,GREECE,7,7,GREECE: OETYLOS (LACONIA),OETYLOS (LACONIA),1927,Other,Other,,,,0.446791315,,,1,,,8,36.75,22.75,7.3,7,19,1,4,
7/11/1927,11,ISRAEL; JORDAN,7,7,ISRAEL; JORDAN: DAMIYA,DAMIYA,1927,Other,Other,,268,,0.128803303,,,11,,,13,32,35.5,6.3,6,4,1,,
8/5/1927,5,"SANRIKU, JAPAN",8,8,"SANRIKU, JAPAN",,1927,Other,Other,,,,0.389926897,,,5,,,21,37.9,142,6.9,6,13,1,1.1,
8/14/1927,14,BALKANS NW,8,8,BALKANS NW: SLOVENIA,SLOVENIA,1927,Other,Other,,,,0.454752232,,,14,,,19,45.8,14.2,,9,45,1,,
8/16/1927,16,ITALY,8,8,ITALY: CENTRAL,CENTRAL,1927,Other,Other,,,,0.795078891,,,16,,,1,42.9,13.1,,9,,1,,
8/18/1927,18,"KASHIMA, JAPAN",8,8,"KASHIMA, JAPAN",,1927,Other,Other,,,,0.856314172,,,18,,,19,34.2,142,6.9,6,28,1,,
8/24/1927,24,TAIWAN,8,8,TAIWAN,,1927,Other,Other,,30,190,0.202407279,,,24,,200,18,23,120.5,6.8,6,9,1,,220
9/11/1927,11,UKRAINE,9,9,UKRAINE: CRIMEA: SEBASTOPOL,CRIMEA,1927,Other,Other,,11,122,0.265606831,,,11,,,22,44.4,34.5,6.8,6,15,1,48,133
9/24/1927,24,UKRAINE,9,9,UKRAINE: CRIMEA: SEBASTOPOL,CRIMEA,1927,Other,Other,,,,0.494572983,,,24,,,6,44.4,34.3,5.7,5,18,1,58,
10/17/1927,17,ITALY,10,10,ITALY: S,S,1927,Other,Other,,,,0.239024523,,,17,,,23,41.9,13.5,,9,57,1,,
10/24/1927,24,ALASKA,10,10,ALASKA: SE ALASKA,SE ALASKA,1927,Other,Other,,,,0.855209765,,,24,,,15,57.69,-136.07,7.1,7,59,1,44.8,
10/30/1927,30,ITALY,10,10,ITALY: N,N,1927,Other,Other,,,,0.005486808,,,30,,,23,44.5,9.6,,9,49,1,,
11/4/1927,4,CALIFORNIA,11,11,CALIFORNIA: S: OFF COAST,S,1927,Other,Other,,,,0.501483888,,,4,,,13,34.813,-120.774,7.3,7,50,1,43,
11/15/1927,15,ITALY,11,11,ITALY: N,N,1927,Other,Other,,,,0.021143925,,,15,,,17,44.5,9.6,,9,,1,,
11/21/1927,21,CHILE,11,11,CHILE: SOUTHERN,SOUTHERN,1927,Other,Other,,,,0.064970134,,,21,,,23,-44.6,-73,7.1,7,12,1,25,
11/23/1927,23,ITALY,11,11,ITALY: N,N,1927,Other,Other,,,,0.256414565,,,23,,,3,45.8,11.8,,9,15,1,,
11/24/1927,24,CHINA,11,11,CHINA: YUNNAN PROVINCE: FUMIN,YUNNAN PROVINCE,1927,Other,Other,,,,0.055416013,,,24,,,,25.2,102.5,5.5,5,,1,,
12/1/1927,1,INDONESIA,12,12,INDONESIA: SULAWESI: DONGGALA,SULAWESI,1927,Other,Other,,50,50,0.066884384,,,1,,,4,-0.7,119.7,6.3,6,37,1,27,100
12/28/1927,28,RUSSIA,12,12,RUSSIA: KAMCHATKA,KAMCHATKA,1927,Other,Other,,,,0.171143193,,,28,,,18,55.663,160.039,7.5,7,20,1,34.2,
1/25/1928,25,ITALY,1,1,ITALY: CENTRAL,CENTRAL,1928,Other,Other,,,,0.886110890,,,25,,,20,42.9,11.6,,9,,1,,
2/7/1928,7,FRANCE,2,2,"FRANCE: CAURO,COTI-CHIAVARI","CAURO,COTI-CHIAVARI",1928,Other,Other,,,,0.127595331,,,7,,,,44.2,9.2,,9,,1,,
2/9/1928,9,BRITISH COLUMBIA,2,2,BRITISH COLUMBIA,,1928,Other,Other,,,,0.385174769,,,9,,,,49,-125,5.8,5,,1,,
2/10/1928,10,MEXICO,2,2,"MEXICO: OAXACA,COLIMA,PUEBLA,GUERRERO,MORELOS","OAXACA,COLIMA,PUEBLA,GUERRERO,MORELOS",1928,Other,Other,,,,0.924275869,,,10,,,4,17.8,-97.6,7.7,7,39,1,,
3/7/1928,7,ITALY,3,3,"ITALY: SICILY,CALABRIA","SICILY,CALABRIA",1928,Other,Other,,,,0.092978512,,,7,,,10,38.8,16,6,6,55,1,,
3/8/1928,8,IRAN,3,3,IRAN: NEHBANDAN,NEHBANDAN,1928,Other,Other,,,,0.672775810,,,8,,,18,31.6,60,5,5,13,1,,
3/9/1928,9,INDIAN OCEAN,3,3,INDIAN OCEAN: S,S,1928,Other,Other,,,,0.834128372,,,9,,,18,-2.5,88.5,8.1,8,5,1,27,
3/16/1928,16,NEW CALEDONIA,3,3,NEW CALEDONIA: LOYALTY ISLANDS,LOYALTY ISLANDS,1928,Other,Other,,,,0.840213798,,,16,,,5,-22,170.5,7.5,7,1,1,,
3/22/1928,22,MEXICO,3,3,MEXICO: OAXACA,OAXACA,1928,Other,Other,,,,0.475278184,,,22,,,4,15.67,-96.1,7.7,7,17,1,,
3/27/1928,27,ITALY,3,3,ITALY: TOLMEZZO,TOLMEZZO,1928,Other,Other,,,40,0.728557807,,,27,,,8,46.4,13,5.8,5,32,1,28,
3/31/1928,31,TURKEY,3,3,"TURKEY: TEPEKOY, TORBALI","TEPEKOY, TORBALI",1928,Other,Other,,170,700,0.277382256,,,31,,2600,0,38.1,27.4,6.5,6,29,1,47,870
4/9/1928,9,PERU,4,4,PERU,,1928,Other,Other,,10,,0.912468679,,,9,,,17,-13,-69.5,6.9,6,34,1,15,
4/14/1928,14,BULGARIA,4,4,BULGARIA: CHIRPAN,CHIRPAN,1928,Other,Other,,127,1735,0.253018949,,,14,,74750,8,42.2,25.3,6.8,6,59,1,43,1862
4/16/1928,16,MEXICO,4,4,MEXICO: OAXACA,OAXACA,1928,Other,Other,,,,0.560972608,,,16,,,21,17.75,-97.1,7.8,7,26,1,15,
4/18/1928,18,BULGARIA,4,4,BULGARIA: POPOVITSA,POPOVITSA,1928,Other,Other,,,,0.966663876,,,18,,,19,42.1,25,7,7,22,1,40,
4/22/1928,22,GREECE,4,4,GREECE: CORINTH (CORINTHIA),CORINTH (CORINTHIA),1928,Other,Other,,20,,0.675800008,,,22,,3000,20,38,23,6,6,13,1,46,
4/24/1928,24,GREECE,4,4,GREECE: AEGEAN SEA,AEGEAN SEA,1928,Other,Other,,,,0.411462419,,,24,,,11,38,23.5,5,5,14,1,48,
4/25/1928,25,GREECE,4,4,GREECE,,1928,Other,Other,,,,0.480116110,,,25,,,0,38,23,5.2,5,31,1,18,
4/27/1928,27,PERU,4,4,PERU: ESQUILAYA,ESQUILAYA,1928,Other,Other,,,,0.575002695,,,27,,,20,-13,-69.5,6.8,6,34,1,58,
5/3/1928,3,TURKEY,5,5,TURKEY: WESTERN,WESTERN,1928,Other,Other,,,,0.802650086,,,3,,,1,40.8,26.8,4.3,4,25,1,13,
5/14/1928,14,PERU,5,5,"PERU: CHACAHPOYAS,HUANCABAMBA,CAJAMARCA,PINPINCOS","CHACAHPOYAS,HUANCABAMBA,CAJAMARCA,PINPINCOS",1928,Other,Other,,,,0.456418247,,,14,,,22,-5,-78,7.3,7,12,1,,
5/18/1928,18,"ISLAND OF LIFUKA, TONGA ISLANDS",5,5,"ISLAND OF LIFUKA, TONGA ISLANDS",,1928,Other,Other,,,,0.064185842,,,18,,,,-19.8,-174.345,,9,,1,,
5/27/1928,27,"SANRIKU, JAPAN",5,5,"SANRIKU, JAPAN",,1928,Other,Other,,,,0.876696948,,,27,,,9,40,143.2,,9,50,1,,
6/15/1928,15,PHILIPPINES,6,6,PHILIPPINES: SW MINDORO,SW MINDORO,1928,Other,Other,,,,0.321617087,,,15,,,6,12.4,120.9,7,7,12,1,36,
6/17/1928,17,MEXICO,6,6,MEXICO: OAXACA,OAXACA,1928,Other,Other,,4,,0.229526157,,,17,,,3,16.028,-97.036,7.7,7,19,1,33.1,
7/18/1928,18,PERU,7,7,PERU,,1928,Other,Other,,,,0.062762327,,,18,,,19,-5.5,-79,7,7,5,1,,
7/19/1928,19,CHINA,7,7,CHINA: SICHUAN PROVINCE,SICHUAN PROVINCE,1928,Other,Other,,6,10,0.762379694,,,19,,,20,31.5,120.5,5.8,5,13,1,50,16
8/21/1928,21,IRAN,8,8,IRAN: SHIRVAN,SHIRVAN,1928,Other,Other,,,,0.788977937,,,21,,,19,37.3,57.9,5.4,5,1,1,,
10/9/1928,9,MEXICO,10,10,MEXICO: OAXACA,OAXACA,1928,Other,Other,,,,0.088558369,,,9,,,3,16,-97,7.6,7,1,1,8,
11/20/1928,20,CHILE,11,11,CHILE: NORTHERN,NORTHERN,1928,Other,Other,,,,0.652581377,,,20,,,20,-22.5,-70.5,7.1,7,35,1,7,
12/1/1928,1,CHILE,12,12,"CHILE: TALCA, CHILLAN, SANTIAGO, SAN FERNANDO","TALCA, CHILLAN, SANTIAGO, SAN FERNANDO",1928,Other,Other,,279,,0.757780044,,,1,,,4,-35,-72,7.6,7,6,1,12,
12/19/1928,19,PHILIPPINES,12,12,"PHILIPPINES: COTABATO,N COAST OF ILLANA BAY","COTABATO,N COAST OF ILLANA BAY",1928,Other,Other,,97,102,0.149301306,,,19,,,11,7,124,7.3,7,37,1,10,199
1/13/1929,13,RUSSIA,1,1,RUSSIA: KURIL ISLANDS,KURIL ISLANDS,1929,Other,Other,,,,0.491112183,,,13,,,0,49.8,154.8,7.7,7,3,1,,
1/13/1929,13,CHINA,1,1,CHINA: NEI MONGOL,NEI MONGOL,1929,Other,Other,,2,,0.624851147,,,13,,100,18,40.7,111.6,6,6,44,1,39,
1/17/1929,17,VENEZUELA,1,1,VENEZUELA: CUMANA,CUMANA,1929,Other,Other,,,,0.166291472,,,17,,,11,10.5,-64.2,6.9,6,52,1,,
1/19/1929,19,MYANMAR (BURMA),1,1,MYANMAR (BURMA): HTAWGAW,HTAWGAW,1929,Other,Other,,,,0.948285049,,,19,,,11,25.5,98,5.5,5,19,1,,
2/1/1929,1,AFGHANISTAN,2,2,AFGHANISTAN: HINDU KUSH,HINDU KUSH,1929,Other,Other,,,,0.887306248,,,1,,,17,36.5,70.5,7.1,7,14,1,,
3/7/1929,7,ALASKA,3,3,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,ALEUTIAN ISLANDS,1929,Other,Other,,,,0.445138287,,,7,,,1,51,-170,7.8,7,34,1,,
5/1/1929,1,IRAN,5,5,IRAN: KOPET-DAGH,KOPET-DAGH,1929,Other,Other,,,,0.768764835,,,1,,,15,37.8,57.6,7.4,7,37,1,30,
5/18/1929,18,TURKEY,5,5,TURKEY: SUSEHRI,SUSEHRI,1929,Other,Other,,,,0.189675720,,,18,,,6,40.2,37.9,6.5,6,37,1,,
5/21/1929,21,JAPAN,5,5,JAPAN: HIUGANADA,HIUGANADA,1929,Other,Other,,,,0.845625532,,,21,,,16,31.7,132.2,6.8,6,35,1,,
5/26/1929,26,CANADA,5,5,CANADA: QUEEN CHARLOTTE ISLANDS,QUEEN CHARLOTTE ISLANDS,1929,Other,Other,,,,0.057524206,,,26,,,22,51,-131,7,7,39,1,54,
6/4/1929,4,MYANMAR (BURMA),6,6,MYANMAR (BURMA): MYITKYINA,MYITKYINA,1929,Other,Other,,,,0.917216380,,,4,,,,25.2,97.2,,9,,1,,
6/13/1929,13,PHILIPPINES,6,6,"PHILIPPINES: MINDANAO: HINATUAN,EBRO",MINDANAO,1929,Other,Other,,,,0.730947648,,,13,,,9,8.5,127,7.2,7,24,1,34,
6/16/1929,16,NEW ZEALAND,6,6,NEW ZEALAND: SOUTH ISLAND,SOUTH ISLAND,1929,Other,Other,,17,,0.348700493,,,16,,,22,-41.75,172.25,7.5,7,47,1,32,
6/27/1929,27,SOUTH SANDWICH ISLANDS,6,6,SOUTH SANDWICH ISLANDS,,1929,Other,Other,,,,0.520981327,,,27,,,12,-54,-29.5,7.8,7,47,1,5,
7/13/1929,13,IRAN,7,7,IRAN: FARUJ,FARUJ,1929,Other,Other,,,,0.604987310,,,13,,,7,37.5,58,5.8,5,36,1,,
7/15/1929,15,IRAN,7,7,"IRAN: MASJED SOLEYMAN,ANDARKAH","MASJED SOLEYMAN,ANDARKAH",1929,Other,Other,,,,0.024304093,,,15,,,7,32.2,49.7,6.2,6,44,1,,
7/23/1929,23,ICELAND,7,7,ICELAND,,1929,Other,Other,,,,0.661711770,,,23,,,18,63.9,-21.7,6.3,6,42,1,,
8/12/1929,12,NEW YORK,8,8,NEW YORK: ATTICA,ATTICA,1929,Other,Other,,,,0.751011582,,,12,,,11,42.9,-78.3,,9,24,1,,
10/19/1929,19,CHILE,10,10,CHILE,,1929,Other,Other,,,,0.730352012,,,19,,,10,-23,-69,7.5,7,12,1,,
11/18/1929,18,CANADA,11,11,CANADA: GRAND BANKS,GRAND BANKS,1929,Other,Other,,28,,0.587991322,1,1000000,18,,,20,44.69,-56,7.3,7,32,1,,
12/17/1929,17,ALASKA,12,12,ALASKA: ALEUTIAN ISLANDS: NEAR ISLANDS,ALEUTIAN ISLANDS,1929,Other,Other,,,,0.547903433,,,17,,,10,52.5,171.5,7.8,7,58,1,,
1/3/1930,3,CHINA,1,1,CHINA: JIANGSU PROVINCE,JIANGSU PROVINCE,1930,Other,Other,,,,0.397248054,,,3,,,,32.2,119.4,5.5,5,,1,,
1/28/1930,28,ALBANIA,1,1,"ALBANIA: KORCE, POLENA, LAVDAR, MOSKOPOJE, SHIPSKE","KORCE, POLENA, LAVDAR, MOSKOPOJE, SHIPSKE",1930,Other,Other,,,,0.174583347,,,28,,,6,40.4,20.5,5.6,5,25,1,,
2/14/1930,14,GREECE,2,2,GREECE: AITANIA-VATHIA (CRETE),AITANIA-VATHIA (CRETE),1930,Other,Other,,,,0.980871273,,,14,,,18,35.8,24.8,6.7,6,38,1,,
2/16/1930,16,SPAIN,2,2,SPAIN: OFF SOUTHERN COAST,OFF SOUTHERN COAST,1930,Other,Other,,,,0.920215304,,,16,,,,36,-3,,9,,1,,
3/26/1930,26,ITALY,3,3,ITALY: FILICUDI ISLAND,FILICUDI ISLAND,1930,Other,Other,,,,0.133749968,,,26,,,,38.6,14.6,,9,,1,,
3/31/1930,31,NICARAGUA,3,3,NICARAGUA: MANAGUA,MANAGUA,1930,Other,Other,,,,0.906871095,,,31,,,,12.1,-86.2,,9,,1,,
5/5/1930,5,MYANMAR (BURMA),5,5,"MYANMAR (BURMA): PEGU, RANGOON","PEGU, RANGOON",1930,Other,Other,,500,,0.554785021,,,5,,,13,17.3,96.5,7.3,7,45,1,58,
5/6/1930,6,IRAN,5,5,IRAN: SALMAS,SALMAS,1930,Other,Other,,,,0.050619357,,,6,,,22,38.1,44.7,7.5,7,34,1,,
5/14/1930,14,CHINA,5,5,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1930,Other,Other,,42,,0.114086440,,,14,,,19,26.8,103,6,6,48,1,22,
6/19/1930,19,JAVA-S. JAVA SEA,6,6,JAVA-S. JAVA SEA,,1930,Other,Other,,,,0.236893044,,,19,,,13,-5.6,105.3,6,6,7,1,27,
7/2/1930,2,BANGLADESH,7,7,"BANGLADESH: DHUBRI,ASSAM","DHUBRI,ASSAM",1930,Other,Other,,,,0.197519001,,,2,,,21,25.5,90,7.1,7,3,1,42,
7/5/1930,5,SPAIN,7,7,SPAIN: MONTILLA,MONTILLA,1930,Other,Other,,,,0.641701605,,,5,,,23,37.8,-4.5,5.6,5,12,1,,
7/18/1930,18,MYANMAR (BURMA),7,7,MYANMAR (BURMA): THARRAWADDY,THARRAWADDY,1930,Other,Other,,,,0.169214559,,,18,,,,17.4,95.5,,9,,1,,
7/19/1930,19,S. JAVA SEA,7,7,S. JAVA SEA,,1930,Other,Other,,,,0.646207702,,,19,,,15,-9.3,114.3,6.5,6,20,1,12,
7/23/1930,23,ITALY,7,7,ITALY: IRPINIA,IRPINIA,1930,Other,Other,,,,0.802641426,,,23,,,0,41.1,15.4,6.5,6,9,1,,
8/24/1930,24,CHINA,8,8,CHINA: SICHUAN PROVINCE,SICHUAN PROVINCE,1930,Other,Other,,200,,0.198648305,,,24,,,10,30,100,5.5,5,51,1,16,
8/31/1930,31,CALIFORNIA,8,8,CALIFORNIA: SOUTHERN,SOUTHERN,1930,Other,Other,,1,,0.522886755,,,31,,,0,34.03,-118.643,5.2,5,40,1,38,
9/11/1930,11,INDONESIA,9,9,INDONESIA: AMURANG ISLAND,AMURANG ISLAND,1930,Other,Other,,,,0.674195327,,,11,,,,1.2,124.57,,9,,1,,
9/21/1930,21,CHINA,9,9,CHINA: YUNNAN PROVINCE:,YUNNAN PROVINCE,1930,Other,Other,,,,0.317936778,,,21,,,23,25.8,98.4,6.5,6,4,1,14,
9/22/1930,22,TAJIKISTAN,9,9,TAJIKISTAN: DUSHANBE (STALINABAD),DUSHANBE (STALINABAD),1930,Other,Other,,,,0.990754760,,,22,,,,38.4,68.5,6.3,6,,1,,
9/30/1930,30,PAPUA NEW GUINEA,9,9,PAPUA NEW GUINEA: BISMARCK SEA,BISMARCK SEA,1930,Other,Other,,,,0.895012525,,,30,,,21,-4.423,145.46,6.6,6,20,1,54.1,
10/2/1930,2,IRAN,10,10,"IRAN: AH,MOBARAKABAD,AB ALI,SARPURAK","AH,MOBARAKABAD,AB ALI,SARPURAK",1930,Other,Other,,,,0.008930101,,,2,,,,35.8,52.1,5,5,,1,,
10/30/1930,30,ITALY,10,10,ITALY: SENIGALLIA,SENIGALLIA,1930,Other,Other,,18,,0.100784953,,,30,,,7,43.667,13.267,5.9,5,13,1,10,
11/5/1930,5,MONGOLIA,11,11,MONGOLIA,,1930,Other,Other,,,,0.392778461,,,5,,,,-4.05,39.667,,9,,1,,
11/21/1930,21,ALBANIA,11,11,"ALBANIA: VLORE, HIMARE, KUC","VLORE, HIMARE, KUC",1930,Other,Other,,,,0.849749334,,,21,,,2,40.5,19.5,6,6,0,1,25,
11/25/1930,25,JAPAN,11,11,JAPAN: HONSHU: IDU,HONSHU,1930,Other,Other,,259,1285,0.549910499,,,25,,8099,19,35,139,7.1,7,2,1,47,1544
12/2/1930,2,ALBANIA,12,12,"ALBANIA: VLORE, TEPELENE","VLORE, TEPELENE",1930,Other,Other,,,,0.541317215,,,2,,,13,40.3,19.6,5,5,29,1,,
12/3/1930,3,MYANMAR (BURMA),12,12,MYANMAR (BURMA): PYU,PYU,1930,Other,Other,,36,,0.042167021,,,3,,,18,18.2,96.4,7.3,7,51,1,51,
12/7/1930,7,ITALY,12,12,ITALY: CENTRAL,CENTRAL,1930,Other,Other,,,,0.115297801,,,7,,,12,43.7,13.3,,9,,1,,
12/8/1930,8,TAIWAN,12,12,TAIWAN: TAINAN,TAINAN,1930,Other,Other,,4,,0.144096466,,,8,,297,8,23.2,120.6,6.3,6,1,1,5,
12/22/1930,22,TAIWAN,12,12,TAIWAN: TAINAN,TAINAN,1930,Other,Other,,,,0.883740819,,,22,,121,4,23.2,120.6,5.5,5,19,1,50,
12/23/1930,23,PAPUA NEW GUINEA,12,12,PAPUA NEW GUINEA: BISMARCK SEA,BISMARCK SEA,1930,Other,Other,,27,8,0.083424825,,,23,,104,21,-1.3,144.3,6.5,6,35,1,36,35
12/24/1930,24,ARGENTINA,12,12,ARGENTINA: LA POMA,LA POMA,1930,Other,Other,,39,,0.782753490,,,24,,,6,-24.7,-66.3,6,6,2,1,50,
12/29/1930,29,CHILE,12,12,CHILE: NORTHERN,NORTHERN,1930,Other,Other,,,,0.435712978,,,29,,,8,-28.5,-71,6,6,26,1,24,
1/4/1931,4,GREECE,1,1,GREECE: CORINTH-ISTHMIA (CORINTHIA),CORINTH-ISTHMIA (CORINTHIA),1931,Other,Other,,,,0.391116346,,,4,,,,38,23,5.3,5,,1,,
1/15/1931,15,MEXICO,1,1,MEXICO: OAXACA,OAXACA,1931,Other,Other,,,,0.263688205,,,15,,,1,16.1,-96.8,7.9,7,50,1,,
1/26/1931,26,ITALY,1,1,ITALY: N,N,1931,Other,Other,,,,0.244179666,,,26,,,7,44.3,10.1,,9,50,1,,
1/27/1931,27,MYANMAR (BURMA),1,1,MYANMAR (BURMA): KACHIN,KACHIN,1931,Other,Other,,,,0.657124771,,,27,,,20,25.6,96.8,7.6,7,9,1,,
1/28/1931,28,ALBANIA,1,1,ALBANIA: KORCE,KORCE,1931,Other,Other,,,,0.827984945,,,28,,,5,40.6,20.8,5.8,5,55,1,,
1/28/1931,28,MYANMAR (BURMA),1,1,MYANMAR (BURMA): KAMAING,KAMAING,1931,Other,Other,,,,0.308675819,,,28,,,20,25.4,96.8,,9,9,1,,
2/1/1931,1,ITALY,2,2,ITALY: N,N,1931,Other,Other,,,,0.545975904,,,1,,,6,44.3,10.1,,9,30,1,,
