Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Africa,º Africa,1961,BiocapTotGHA,5013128.062275882,0,83293741.71946771,69715022.86640564,427899482.9147359,324262543.0547122,910183918.6175978,,null
Africa,º Africa,1961,EFConsTotGHA,5013128.062275882,43142801.19978473,71984138.81994484,10757008.308477208,94020535.95209038,82617314.41548136,307534926.75805444,,null
Africa,º Africa,1962,BiocapTotGHA,5190334.753668929,0,86014439.61329317,69553133.17038584,427782636.8690306,323005245.4226041,911545789.828982,,null
Africa,º Africa,1962,EFConsTotGHA,5190334.753668929,44905430.08660643,72819584.24487728,10850500.250949413,96130309.29003769,83521974.70758457,313418133.33372426,,null
Africa,º Africa,1963,BiocapTotGHA,5422863.432883102,0,91281689.97322468,69315783.85373583,427253750.08843297,321421347.1361898,914695434.4844658,,null
Africa,º Africa,1963,EFConsTotGHA,5422863.432883102,46635538.51132906,78051831.73329237,10914088.83244799,101656258.30393392,86421036.12301522,329101616.9369016,,null
Africa,º Africa,1964,BiocapTotGHA,5849830.227643526,0,96153390.93718013,73506198.71398544,451382036.8416324,347194273.8280168,974085730.5484585,,null
Africa,º Africa,1964,EFConsTotGHA,5849830.227643526,54931149.32176936,82677620.42670839,12003163.78747395,109161705.82782437,98057217.29896942,362680686.89038897,,null
Africa,º Africa,1965,BiocapTotGHA,5925591.527359582,0,97312311.54729387,73249140.5428905,451335515.4138794,345543533.14753985,973366092.1789634,,null
Africa,º Africa,1965,EFConsTotGHA,5925591.527359582,61032381.274257116,83314203.7105252,12454205.565964187,113053137.56088503,99190458.8600126,374969978.4990037,,null
Africa,º Africa,1966,BiocapTotGHA,6350597.834726285,0,99199632.6626587,73802098.99949813,453210693.07980955,350606242.19333744,983169264.7700311,,null
Africa,º Africa,1966,EFConsTotGHA,6350597.834726285,60688933.243061714,87379518.98762342,13988878.800760003,118379079.80798899,100787673.41114257,387574682.0853029,,null
Africa,º Africa,1967,BiocapTotGHA,6981636.450534542,0,109397050.00151184,73580892.4921237,453008608.75916064,349455038.8614865,992423226.5648168,,null
Africa,º Africa,1967,EFConsTotGHA,6981636.450534542,62674991.922985196,95718647.1034608,14849087.059393901,120927564.7569627,105878813.97480503,407030741.2681423,,null
Africa,º Africa,1968,BiocapTotGHA,7067796.2384093385,0,107539648.8235263,76504272.07651016,452594713.9788006,349131581.97162044,992838013.0888664,,null
Africa,º Africa,1968,EFConsTotGHA,7067796.2384093385,66301246.18829191,89747837.70371558,15083832.675503043,122997450.1432193,109074557.523571,410272720.47271013,,null
Africa,º Africa,1969,BiocapTotGHA,7479441.815001149,0,116308858.12110372,75979082.30333146,451581097.5576677,346687333.1015988,998035812.8987019,,null
Africa,º Africa,1969,EFConsTotGHA,7479441.815001149,70476045.69004737,102550512.66131371,14992863.578904927,126186672.58298403,108656218.70711257,430341755.03536385,,null
Africa,º Africa,1970,BiocapTotGHA,8003583.169033163,0,121912033.6391516,76145496.35123369,450873522.5191111,349023260.37619096,1005957896.0547202,,null
Africa,º Africa,1970,EFConsTotGHA,8003583.169033163,77046947.52540061,108741947.67570783,15467021.687233968,130160091.82695065,110538996.52096431,449958588.4052905,,null
Africa,º Africa,1971,BiocapTotGHA,8270549.410805277,0,122558607.57335624,76005888.0427601,451075570.7570815,348831951.6473992,1006742567.4314026,,null
Africa,º Africa,1971,EFConsTotGHA,8270549.410805277,85823011.91199742,110201950.0932788,16540382.789056571,131957440.8044249,112623010.90806612,465416345.9176292,,null
Africa,º Africa,1972,BiocapTotGHA,8409106.10965733,0,118597773.26716103,76276228.92050743,450472147.6901486,350035164.31637937,1003790420.303853,,null
Africa,º Africa,1972,EFConsTotGHA,8409106.10965733,88836155.68818109,103058231.29711549,18315620.291774727,131597783.1791418,111302285.19721222,461519181.7630826,,null
Africa,º Africa,1973,BiocapTotGHA,8314173.203300526,0,116658982.01063015,75813705.03015341,450856134.83344513,347873543.0613511,999516538.1388804,,null
Africa,º Africa,1973,EFConsTotGHA,8314173.203300526,97499053.0231861,101300005.3720133,19429225.593842834,134181032.7894475,114126817.51471804,474850307.4965084,,null
Africa,º Africa,1974,BiocapTotGHA,9130813.917865084,0,126082328.28441781,76081039.58815905,450158172.66480386,348993342.2028053,1010445696.6580503,,null
Africa,º Africa,1974,EFConsTotGHA,9130813.917865084,102664213.81391175,113806588.10282674,19400254.93477479,135732891.93795192,116759641.99062584,497494404.6979567,,null
Africa,º Africa,1975,BiocapTotGHA,9032242.091754774,0,121129740.72192341,76055553.91681236,450080849.509142,348772131.2711845,1005070517.5108173,,null
Africa,º Africa,1975,EFConsTotGHA,9032242.091754774,109962746.59666562,108690105.87689906,18482830.559333548,139304045.1028148,120811273.51409581,506283243.7415635,,null
Africa,º Africa,1976,BiocapTotGHA,9338353.220275706,0,121737019.62406284,76001711.07938719,447633183.92933005,348496630.3628421,1003206898.2158976,,null
Africa,º Africa,1976,EFConsTotGHA,9338353.220275706,117645640.00612357,108022762.92719142,17284131.272333935,141059968.2823112,122612740.44226949,515963596.15050507,,null
Africa,º Africa,1977,BiocapTotGHA,9665293.102380363,0,120533111.00556393,76355402.4106323,447002462.48573554,350608694.5469294,1004164963.5512419,,null
Africa,º Africa,1977,EFConsTotGHA,9665293.102380363,122240262.22726966,112953052.88034791,19321377.343003597,142868406.39510068,124666335.98291059,531714727.93101335,,null
Africa,º Africa,1978,BiocapTotGHA,9751196.064483441,0,118536804.71726792,76467824.57933879,445597996.32702386,351262121.26018155,1001615942.948296,,null
Africa,º Africa,1978,EFConsTotGHA,9751196.064483441,117945469.77983297,110553220.02499433,20604929.93971808,147389423.18616068,130811062.66826206,537055301.6634519,,null
Africa,º Africa,1979,BiocapTotGHA,10013151.149067191,0,116684517.20571417,76604316.84328027,444767120.2604047,352027864.7798679,1000096970.2383333,,null
Africa,º Africa,1979,EFConsTotGHA,10013151.149067191,121460568.044752,111652103.59118168,21813670.6357587,150918363.72154933,134180810.12463547,550038667.266944,,null
Africa,º Africa,1980,BiocapTotGHA,10464732.018811578,0,120401650.65174165,76614679.82990453,441217343.45300555,352370138.8316241,1001068544.7850883,,null
Africa,º Africa,1980,EFConsTotGHA,10464732.018811578,127408125.19996911,115849809.58651462,21632644.9928987,155800256.2837469,137045569.20355228,568201137.2854936,,null
Africa,º Africa,1981,BiocapTotGHA,11556554.486623174,0,127398131.99506839,78406552.95649774,440664059.2682135,355367516.0701753,1013392814.7765784,,null
Africa,º Africa,1981,EFConsTotGHA,11556554.486623174,133995237.43339537,124649947.10642038,24420352.2641764,162254995.3052509,141228109.11889073,598105195.7147571,,null
Africa,º Africa,1982,BiocapTotGHA,11824607.413494866,0,126190507.35181035,77980187.58224276,429328292.00354826,353579953.17959565,998903547.5306913,,null
Africa,º Africa,1982,EFConsTotGHA,11824607.413494866,130898143.81842592,123284707.48341426,27051547.660434157,164099360.70412442,146304882.32747573,603463249.4073691,,null
Africa,º Africa,1983,BiocapTotGHA,12088818.039376644,0,125973394.06031765,77795967.53381024,428925570.665023,353074042.02600306,997857792.3245302,,null
