Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
North America,º North America,1998,EFConsTotGHA,18742114.95042203,2270867072.46315,288993837.34914696,43178236.65079442,395746390.23915,112777526.0822368,3130305177.7348986,,null
North America,º North America,1999,BiocapTotGHA,18995518.22603344,0,449629388.2287666,219892639.1003282,820060652.037787,96638209.8791875,1605216407.4721,,null
North America,º North America,1999,EFConsTotGHA,18995518.22603344,2246034360.596416,287472194.2508631,43148671.742992625,411151456.1486027,113102488.79335369,3119904689.758264,,null
North America,º North America,2000,BiocapTotGHA,19557280.91348311,0,455997457.61127675,220167033.0232147,819670304.413401,96951494.00560181,1612343569.9669771,,null
North America,º North America,2000,EFConsTotGHA,19557280.91348311,2287627873.769457,281949221.2189731,38525788.98698902,416104673.4811362,113675697.3510772,3157440535.721109,,null
North America,º North America,2001,BiocapTotGHA,18625021.35368716,0,425494070.5197096,220515801.0603552,819308648.883419,97257265.0622867,1581200806.879457,,null
North America,º North America,2001,EFConsTotGHA,18625021.35368716,2283848533.285523,259590008.7200703,39321433.153589815,398441218.0963276,115902904.36681129,3115729118.9760094,,null
North America,º North America,2002,BiocapTotGHA,18785149.44170557,0,389160302.7143719,220400033.6534704,823860839.96979,101895817.2366822,1554102143.016025,,null
North America,º North America,2002,EFConsTotGHA,18785149.44170557,2262671271.478983,241583319.6190643,38785076.31126256,405686276.5166753,119515721.36329891,3087026814.730988,,null
North America,º North America,2003,BiocapTotGHA,21067013.36423629,0,438047014.0464641,219308979.5425039,822862573.44697,101617168.4317275,1602902748.831904,,null
North America,º North America,2003,EFConsTotGHA,21067013.36423629,2313682167.46604,282803920.5719583,40223149.15874243,396814975.3739026,117776009.51524991,3172367235.450131,,null
North America,º North America,2004,BiocapTotGHA,22915647.46844069,0,468398043.4755276,219083826.320536,818983159.5415239,101748134.4157706,1631128811.221797,,null
North America,º North America,2004,EFConsTotGHA,22915647.46844069,2371140682.4634066,323085001.3694337,41930074.83645066,428756652.20317066,127067042.9058698,3314895101.246769,,null
North America,º North America,2005,BiocapTotGHA,22565338.631990448,0,459237879.60553104,218221509.8186459,818221934.760792,101589782.79347259,1619836445.610429,,null
North America,º North America,2005,EFConsTotGHA,22565338.631990448,2423299791.5839977,316049172.8066132,41839551.90726976,428877558.6688239,125716196.0830333,3358347609.6817284,,null
North America,º North America,2006,BiocapTotGHA,21867674.24175538,0,439725021.2822733,217803307.1623189,820487333.862477,101181156.5572809,1601064493.1061091,,null
North America,º North America,2006,EFConsTotGHA,21867674.24175538,2430791049.80856,281536741.76394683,41824384.22576417,405377791.2051857,122270132.1446425,3303667773.389859,,null
North America,º North America,2007,BiocapTotGHA,23225884.52539596,0,460133448.6934116,217459369.9761132,820915616.358652,100835767.8298756,1622570087.383444,,null
North America,º North America,2007,EFConsTotGHA,23225884.52539596,2434927762.992925,293519851.4565616,40496889.355831355,360503078.02342206,121511793.7307262,3274185260.084871,,null
North America,º North America,2008,BiocapTotGHA,23762330.28863433,0,471566640.8555233,226056378.968193,819423311.275746,100536818.1455186,1641345479.533612,,null
North America,º North America,2008,EFConsTotGHA,23762330.28863433,2331186658.777924,312706096.7106963,38716781.58004576,306425873.6217346,113783904.75301331,3126581645.732054,,null
North America,º North America,2009,BiocapTotGHA,24783792.593253843,0,484671921.6184671,227116428.447456,816956019.869849,100363490.7593535,1653891653.288375,,null
North America,º North America,2009,EFConsTotGHA,24783792.593253843,2120238842.285965,331575231.67244077,37660976.3116938,253956189.54521322,114682782.29309529,2882897814.7016673,,null
North America,º North America,2010,BiocapTotGHA,24157840.83981591,0,469699543.0307202,226535795.09426302,817765417.4133229,99463812.3397458,1637622408.71787,,null
North America,º North America,2010,EFConsTotGHA,24157840.83981591,2255398944.482767,300410435.0625599,40206592.74172263,294666714.1032418,109858443.8084753,3024698971.038581,,null
North America,º North America,2011,BiocapTotGHA,22778975.330665093,0,442563561.6191368,225575606.73625398,813629228.833562,98400862.4768599,1602948234.996475,,null
North America,º North America,2011,EFConsTotGHA,22778975.330665093,2154985563.376679,287267890.4601462,42188963.981836006,296607037.152115,105667231.0526388,2909495661.35408,,null
North America,º North America,2012,BiocapTotGHA,23319023.74487282,0,453022821.1160249,225305485.198407,810468333.348752,97641404.2651945,1609757067.673246,,null
North America,º North America,2012,EFConsTotGHA,23319023.74487282,2043882021.182239,300815799.1952051,40667118.985021904,294221110.9625051,108473539.8173171,2811378613.88716,,null
North America,º North America,2013,BiocapTotGHA,25194681.945535578,0,493312899.372751,225856713.835348,809049916.11753,97316554.1408152,1650730765.4119778,,null
North America,º North America,2013,EFConsTotGHA,25194681.945535578,2096010492.695348,346946027.7435737,45351347.34269838,299245389.8892644,106168878.2092052,2918916817.825624,,null
North America,º North America,2014,BiocapTotGHA,25517076.279591203,0,490799181.18779093,226347888.533661,808031445.281277,96963557.121693,1647659148.404009,,null
North America,º North America,2014,EFConsTotGHA,25517076.279591203,2078989948.14789,324468883.55035216,48315373.20345284,304257526.8735776,110880630.9045987,2892429438.959467,,null
North America,º North America,2015,BiocapTotGHA,25773482.171909504,0,495984834.05228597,227030076.21664602,803893197.610337,96689127.972625,1649370718.0238,,null
North America,º North America,2015,EFConsTotGHA,25773482.171909504,2032754399.1986701,336856995.0942534,46847271.47632131,308924981.4812834,115112484.9170665,2866269614.339509,,null
North America,º North America,2016,BiocapTotGHA,28277731.952687867,0,542074385.606132,226910439.528792,802322402.160191,96069803.5255552,1695654762.773355,,null
North America,º North America,2016,EFConsTotGHA,28277731.952687867,2050882206.3785782,370138674.3407596,46714263.11230681,320572917.0559784,110029208.034878,2926615000.8751802,,null
North America,º North America,2017,BiocapTotGHA,26903778.6977496,0,514018436.0170008,226979821.201688,803607113.3799961,95785407.95718259,1667294557.2536168,,null
North America,º North America,2017,EFConsTotGHA,26903778.6977496,2054210874.61295,343776954.5321033,50995042.81731146,317364492.5311792,109976068.8741454,2903227212.065438,,null
