Year,Division,District,CrimeType,CrimeCount,Population
2006,Gujranwala,Narowal,Hurt,327,1430000
2006,Gujranwala,Narowal,Rioting,0,1430000
2006,Gujranwala,Narowal,Assault on Govt. Servants,6,1430000
2006,Gujranwala,Narowal,Rape,16,1430000
2006,Gujranwala,Narowal,Kidnapping/ Abduction,76,1430000
2006,Gujranwala,Narowal,Dacoity,20,1430000
2006,Gujranwala,Narowal,Robbery,91,1430000
2006,Gujranwala,Narowal,Burglary,55,1430000
2006,Gujranwala,Narowal,Motor Vehicles Theft,4,1430000
2006,Gujranwala,Narowal,Cattle Theft,159,1430000
2006,Gujranwala,Narowal,Ordinary Thefts,160,1430000
2006,Gujranwala,Narowal,Misc.,2820,1430000
2006,Gujranwala,Sialkot,All Reported,12906,3176000
2006,Gujranwala,Sialkot,Murder,213,3176000
2006,Gujranwala,Sialkot,Attempted Murder,418,3176000
2006,Gujranwala,Sialkot,Hurt,1000,3176000
2006,Gujranwala,Sialkot,Rioting,0,3176000
2006,Gujranwala,Sialkot,Assault on Govt. Servants,69,3176000
2006,Gujranwala,Sialkot,Rape,44,3176000
2006,Gujranwala,Sialkot,Kidnapping/ Abduction,255,3176000
2006,Gujranwala,Sialkot,Dacoity,124,3176000
2006,Gujranwala,Sialkot,Robbery,948,3176000
2006,Gujranwala,Sialkot,Burglary,236,3176000
2006,Gujranwala,Sialkot,Motor Vehicles Theft,262,3176000
2006,Gujranwala,Sialkot,Cattle Theft,251,3176000
2006,Gujranwala,Sialkot,Ordinary Thefts,687,3176000
2006,Gujranwala,Sialkot,Misc.,8399,3176000
2006,Lahore,Lahore,All Reported,61841,7836000
2006,Lahore,Lahore,Murder,621,7836000
2006,Lahore,Lahore,Attempted Murder,1066,7836000
2006,Lahore,Lahore,Hurt,1356,7836000
2006,Lahore,Lahore,Rioting,2,7836000
2006,Lahore,Lahore,Assault on Govt. Servants,81,7836000
2006,Lahore,Lahore,Rape,56,7836000
2006,Lahore,Lahore,Kidnapping/ Abduction,1116,7836000
2006,Lahore,Lahore,Dacoity,97,7836000
2006,Lahore,Lahore,Robbery,1902,7836000
2006,Lahore,Lahore,Burglary,983,7836000
2006,Lahore,Lahore,Motor Vehicles Theft,3678,7836000
2006,Lahore,Lahore,Cattle Theft,165,7836000
2006,Lahore,Lahore,Ordinary Thefts,5393,7836000
2006,Lahore,Lahore,Misc.,45325,7836000
2006,Lahore,Kasur,All Reported,10709,2799000
2006,Lahore,Kasur,Murder,219,2799000
2006,Lahore,Kasur,Attempted Murder,307,2799000
2006,Lahore,Kasur,Hurt,975,2799000
2006,Lahore,Kasur,Rioting,0,2799000
2006,Lahore,Kasur,Assault on Govt. Servants,27,2799000
2006,Lahore,Kasur,Rape,51,2799000
2006,Lahore,Kasur,Kidnapping/ Abduction,287,2799000
2006,Lahore,Kasur,Dacoity,75,2799000
2006,Lahore,Kasur,Robbery,204,2799000
2006,Lahore,Kasur,Burglary,172,2799000
2006,Lahore,Kasur,Motor Vehicles Theft,57,2799000
2006,Lahore,Kasur,Cattle Theft,255,2799000
2006,Lahore,Kasur,Ordinary Thefts,813,2799000
2006,Lahore,Kasur,Misc.,7267,2799000
2006,Lahore,Nankana Sahib,All Reported,7624,1424000
2006,Lahore,Nankana Sahib,Murder,134,1424000
2006,Lahore,Nankana Sahib,Attempted Murder,138,1424000
2006,Lahore,Nankana Sahib,Hurt,471,1424000
2006,Lahore,Nankana Sahib,Rioting,0,1424000
2006,Lahore,Nankana Sahib,Assault on Govt. Servants,25,1424000
2006,Lahore,Nankana Sahib,Rape,62,1424000
2006,Lahore,Nankana Sahib,Kidnapping/ Abduction,160,1424000
2006,Lahore,Nankana Sahib,Dacoity,59,1424000
2006,Lahore,Nankana Sahib,Robbery,171,1424000
2006,Lahore,Nankana Sahib,Burglary,101,1424000
2006,Lahore,Nankana Sahib,Motor Vehicles Theft,42,1424000
2006,Lahore,Nankana Sahib,Cattle Theft,320,1424000
2006,Lahore,Nankana Sahib,Ordinary Thefts,427,1424000
2006,Lahore,Nankana Sahib,Misc.,5514,1424000
2006,Lahore,Okara,All Reported,10212,2597000
2006,Lahore,Okara,Murder,196,2597000
2006,Lahore,Okara,Attempted Murder,210,2597000
2006,Lahore,Okara,Hurt,875,2597000
2006,Lahore,Okara,Rioting,5,2597000
2006,Lahore,Okara,Assault on Govt. Servants,28,2597000
2006,Lahore,Okara,Rape,91,2597000
2006,Lahore,Okara,Kidnapping/ Abduction,448,2597000
2006,Lahore,Okara,Dacoity,181,2597000
2006,Lahore,Okara,Robbery,358,2597000
2006,Lahore,Okara,Burglary,326,2597000
2006,Lahore,Okara,Motor Vehicles Theft,131,2597000
2006,Lahore,Okara,Cattle Theft,572,2597000
2006,Lahore,Okara,Ordinary Thefts,1048,2597000
2006,Lahore,Okara,Misc.,5743,2597000
2006,Lahore,Sheikhupura,All Reported,10536,2423000
2006,Lahore,Sheikhupura,Murder,268,2423000
2006,Lahore,Sheikhupura,Attempted Murder,209,2423000
2006,Lahore,Sheikhupura,Hurt,727,2423000
2006,Lahore,Sheikhupura,Rioting,0,2423000
2006,Lahore,Sheikhupura,Assault on Govt. Servants,49,2423000
2006,Lahore,Sheikhupura,Rape,42,2423000
2006,Lahore,Sheikhupura,Kidnapping/ Abduction,267,2423000
2006,Lahore,Sheikhupura,Dacoity,135,2423000
2006,Lahore,Sheikhupura,Robbery,378,2423000
2006,Lahore,Sheikhupura,Burglary,181,2423000
2006,Lahore,Sheikhupura,Motor Vehicles Theft,133,2423000
2006,Lahore,Sheikhupura,Cattle Theft,147,2423000
2006,Lahore,Sheikhupura,Ordinary Thefts,775,2423000
2006,Lahore,Sheikhupura,Misc.,7225,2423000
2006,Multan,Multan,All Reported,10869,3694000
2006,Multan,Multan,Murder,97,3694000
2006,Multan,Multan,Attempted Murder,144,3694000
2006,Multan,Multan,Hurt,940,3694000
2006,Multan,Multan,Rioting,0,3694000
2006,Multan,Multan,Assault on Govt. Servants,70,3694000
2006,Multan,Multan,Rape,61,3694000
2006,Multan,Multan,Kidnapping/ Abduction,372,3694000
2006,Multan,Multan,Dacoity,102,3694000
2006,Multan,Multan,Robbery,613,3694000
2006,Multan,Multan,Burglary,764,3694000
2006,Multan,Multan,Motor Vehicles Theft,479,3694000
2006,Multan,Multan,Cattle Theft,328,3694000
2006,Multan,Multan,Ordinary Thefts,968,3694000
2006,Multan,Multan,Misc.,5931,3694000
2006,Multan,Khanewal,All Reported,6356,2410000
2006,Multan,Khanewal,Murder,107,2410000
2006,Multan,Khanewal,Attempted Murder,128,2410000
2006,Multan,Khanewal,Hurt,806,2410000
2006,Multan,Khanewal,Rioting,0,2410000
2006,Multan,Khanewal,Assault on Govt. Servants,36,2410000
2006,Multan,Khanewal,Rape,46,2410000
2006,Multan,Khanewal,Kidnapping/ Abduction,165,2410000
2006,Multan,Khanewal,Dacoity,47,2410000
2006,Multan,Khanewal,Robbery,169,2410000
2006,Multan,Khanewal,Burglary,269,2410000
2006,Multan,Khanewal,Motor Vehicles Theft,65,2410000
2006,Multan,Khanewal,Cattle Theft,246,2410000
2006,Multan,Khanewal,Ordinary Thefts,572,2410000
2006,Multan,Khanewal,Misc.,3700,2410000
2006,Multan,Lodhran,All Reported,5075,1390000
2006,Multan,Lodhran,Murder,47,1390000
2006,Multan,Lodhran,Attempted Murder,79,1390000
2006,Multan,Lodhran,Hurt,334,1390000
2006,Multan,Lodhran,Rioting,0,1390000
2006,Multan,Lodhran,Assault on Govt. Servants,17,1390000
2006,Multan,Lodhran,Rape,22,1390000
2006,Multan,Lodhran,Kidnapping/ Abduction,120,1390000
2006,Multan,Lodhran,Dacoity,15,1390000
2006,Multan,Lodhran,Robbery,99,1390000
2006,Multan,Lodhran,Burglary,114,1390000
2006,Multan,Lodhran,Motor Vehicles Theft,46,1390000
2006,Multan,Lodhran,Cattle Theft,590,1390000
2006,Multan,Lodhran,Ordinary Thefts,360,1390000
2006,Multan,Lodhran,Misc.,3232,1390000
2006,Multan,Vehari,All Reported,8373,2473000
2006,Multan,Vehari,Murder,99,2473000
2006,Multan,Vehari,Attempted Murder,141,2473000
2006,Multan,Vehari,Hurt,869,2473000
2006,Multan,Vehari,Rioting,0,2473000
2006,Multan,Vehari,Assault on Govt. Servants,52,2473000
2006,Multan,Vehari,Rape,49,2473000
2006,Multan,Vehari,Kidnapping/ Abduction,224,2473000
2006,Multan,Vehari,Dacoity,38,2473000
2006,Multan,Vehari,Robbery,183,2473000
2006,Multan,Vehari,Burglary,245,2473000
2006,Multan,Vehari,Motor Vehicles Theft,142,2473000
2006,Multan,Vehari,Cattle Theft,536,2473000
2006,Multan,Vehari,Ordinary Thefts,662,2473000
2006,Multan,Vehari,Misc.,5133,2473000
2006,Multan,Sahiwal,All Reported,7468,2109000
2006,Multan,Sahiwal,Murder,143,2109000
2006,Multan,Sahiwal,Attempted Murder,140,2109000
2006,Multan,Sahiwal,Hurt,736,2109000
2006,Multan,Sahiwal,Rioting,0,2109000
2006,Multan,Sahiwal,Assault on Govt. Servants,22,2109000
2006,Multan,Sahiwal,Rape,34,2109000
2006,Multan,Sahiwal,Kidnapping/ Abduction,198,2109000
2006,Multan,Sahiwal,Dacoity,40,2109000
2006,Multan,Sahiwal,Robbery,207,2109000
2006,Multan,Sahiwal,Burglary,287,2109000
2006,Multan,Sahiwal,Motor Vehicles Theft,105,2109000
2006,Multan,Sahiwal,Cattle Theft,393,2109000
2006,Multan,Sahiwal,Ordinary Thefts,615,2109000
2006,Multan,Sahiwal,Misc.,4548,2109000
2006,Multan,Pakpattan,All Reported,5221,1505000
2006,Multan,Pakpattan,Murder,85,1505000
2006,Multan,Pakpattan,Attempted Murder,99,1505000
2006,Multan,Pakpattan,Hurt,491,1505000
2006,Multan,Pakpattan,Rioting,0,1505000
2006,Multan,Pakpattan,Assault on Govt. Servants,20,1505000
2006,Multan,Pakpattan,Rape,64,1505000
2006,Multan,Pakpattan,Kidnapping/ Abduction,139,1505000
2006,Multan,Pakpattan,Dacoity,40,1505000
2006,Multan,Pakpattan,Robbery,102,1505000
2006,Multan,Pakpattan,Burglary,149,1505000
2006,Multan,Pakpattan,Motor Vehicles Theft,32,1505000
2006,Multan,Pakpattan,Cattle Theft,201,1505000
2006,Multan,Pakpattan,Ordinary Thefts,339,1505000
2006,Multan,Pakpattan,Misc.,3460,1505000
2006,Rawalpindi,Rawalpindi,All Reported,14280,3994000
2006,Rawalpindi,Rawalpindi,Murder,269,3994000
2006,Rawalpindi,Rawalpindi,Attempted Murder,377,3994000
2006,Rawalpindi,Rawalpindi,Hurt,878,3994000
2006,Rawalpindi,Rawalpindi,Rioting,46,3994000
2006,Rawalpindi,Rawalpindi,Assault on Govt. Servants,84,3994000
2006,Rawalpindi,Rawalpindi,Rape,26,3994000
2006,Rawalpindi,Rawalpindi,Kidnapping/ Abduction,277,3994000
2006,Rawalpindi,Rawalpindi,Dacoity,89,3994000
2006,Rawalpindi,Rawalpindi,Robbery,552,3994000
2006,Rawalpindi,Rawalpindi,Burglary,600,3994000
2006,Rawalpindi,Rawalpindi,Motor Vehicles Theft,1453,3994000
2006,Rawalpindi,Rawalpindi,Cattle Theft,58,3994000
2006,Rawalpindi,Rawalpindi,Ordinary Thefts,668,3994000
2006,Rawalpindi,Rawalpindi,Misc.,8903,3994000
2006,Rawalpindi,Attock,All Reported,3391,1465000
2006,Rawalpindi,Attock,Murder,85,1465000
2006,Rawalpindi,Attock,Attempted Murder,90,1465000
2006,Rawalpindi,Attock,Hurt,308,1465000
2006,Rawalpindi,Attock,Rioting,0,1465000
2006,Rawalpindi,Attock,Assault on Govt. Servants,32,1465000
2006,Rawalpindi,Attock,Rape,5,1465000
2006,Rawalpindi,Attock,Kidnapping/ Abduction,43,1465000
2006,Rawalpindi,Attock,Dacoity,9,1465000
2006,Rawalpindi,Attock,Robbery,32,1465000
2006,Rawalpindi,Attock,Burglary,72,1465000
2006,Rawalpindi,Attock,Motor Vehicles Theft,19,1465000
2006,Rawalpindi,Attock,Cattle Theft,22,1465000
2006,Rawalpindi,Attock,Ordinary Thefts,150,1465000
2006,Rawalpindi,Attock,Misc.,2524,1465000
2006,Rawalpindi,Chakwal,All Reported,2822,1227000
2006,Rawalpindi,Chakwal,Murder,51,1227000
2006,Rawalpindi,Chakwal,Attempted Murder,62,1227000
2006,Rawalpindi,Chakwal,Hurt,233,1227000
2006,Rawalpindi,Chakwal,Rioting,0,1227000
2006,Rawalpindi,Chakwal,Assault on Govt. Servants,5,1227000
2006,Rawalpindi,Chakwal,Rape,9,1227000
2006,Rawalpindi,Chakwal,Kidnapping/ Abduction,34,1227000
2006,Rawalpindi,Chakwal,Dacoity,4,1227000
2006,Rawalpindi,Chakwal,Robbery,40,1227000
2006,Rawalpindi,Chakwal,Burglary,99,1227000
2006,Rawalpindi,Chakwal,Motor Vehicles Theft,14,1227000
2006,Rawalpindi,Chakwal,Cattle Theft,13,1227000
2006,Rawalpindi,Chakwal,Ordinary Thefts,80,1227000
2006,Rawalpindi,Chakwal,Misc.,2178,1227000
2006,Rawalpindi,Jhelum,All Reported,2725,1068000
2006,Rawalpindi,Jhelum,Murder,65,1068000
2006,Rawalpindi,Jhelum,Attempted Murder,65,1068000
2006,Rawalpindi,Jhelum,Hurt,299,1068000
2006,Rawalpindi,Jhelum,Rioting,4,1068000
2006,Rawalpindi,Jhelum,Assault on Govt. Servants,16,1068000
2006,Rawalpindi,Jhelum,Rape,2,1068000
2006,Rawalpindi,Jhelum,Kidnapping/ Abduction,64,1068000
2006,Rawalpindi,Jhelum,Dacoity,16,1068000
2006,Rawalpindi,Jhelum,Robbery,73,1068000
2006,Rawalpindi,Jhelum,Burglary,108,1068000
2006,Rawalpindi,Jhelum,Motor Vehicles Theft,45,1068000
2006,Rawalpindi,Jhelum,Cattle Theft,39,1068000
2006,Rawalpindi,Jhelum,Ordinary Thefts,83,1068000
2006,Rawalpindi,Jhelum,Misc.,1846,1068000
2006,Sargodha,Sargodha,All Reported,12998,3014000
2006,Sargodha,Sargodha,Murder,214,3014000
2006,Sargodha,Sargodha,Attempted Murder,397,3014000
2006,Sargodha,Sargodha,Hurt,1333,3014000
2006,Sargodha,Sargodha,Rioting,25,3014000
2006,Sargodha,Sargodha,Assault on Govt. Servants,61,3014000
2006,Sargodha,Sargodha,Rape,60,3014000
2006,Sargodha,Sargodha,Kidnapping/ Abduction,245,3014000
2006,Sargodha,Sargodha,Dacoity,73,3014000
2006,Sargodha,Sargodha,Robbery,490,3014000
2006,Sargodha,Sargodha,Burglary,463,3014000
2006,Sargodha,Sargodha,Motor Vehicles Theft,175,3014000
2006,Sargodha,Sargodha,Cattle Theft,548,3014000
2006,Sargodha,Sargodha,Ordinary Thefts,880,3014000
2006,Sargodha,Sargodha,Misc.,8034,3014000
2006,Sargodha,Bhakkar,All Reported,3200,1245000
2006,Sargodha,Bhakkar,Murder,49,1245000
2006,Sargodha,Bhakkar,Attempted Murder,90,1245000
2006,Sargodha,Bhakkar,Hurt,178,1245000
2006,Sargodha,Bhakkar,Rioting,0,1245000
2006,Sargodha,Bhakkar,Assault on Govt. Servants,22,1245000
2006,Sargodha,Bhakkar,Rape,9,1245000
2006,Sargodha,Bhakkar,Kidnapping/ Abduction,73,1245000
2006,Sargodha,Bhakkar,Dacoity,8,1245000
2006,Sargodha,Bhakkar,Robbery,38,1245000
2006,Sargodha,Bhakkar,Burglary,139,1245000
2006,Sargodha,Bhakkar,Motor Vehicles Theft,18,1245000
2006,Sargodha,Bhakkar,Cattle Theft,60,1245000
2006,Sargodha,Bhakkar,Ordinary Thefts,324,1245000
2006,Sargodha,Bhakkar,Misc.,2192,1245000
2006,Sargodha,Khushab,All Reported,2317,1029000
2006,Sargodha,Khushab,Murder,54,1029000
2006,Sargodha,Khushab,Attempted Murder,61,1029000
2006,Sargodha,Khushab,Hurt,321,1029000
2006,Sargodha,Khushab,Rioting,3,1029000
2006,Sargodha,Khushab,Assault on Govt. Servants,15,1029000
2006,Sargodha,Khushab,Rape,4,1029000
2006,Sargodha,Khushab,Kidnapping/ Abduction,43,1029000
2006,Sargodha,Khushab,Dacoity,2,1029000
2006,Sargodha,Khushab,Robbery,24,1029000
2006,Sargodha,Khushab,Burglary,85,1029000
2006,Sargodha,Khushab,Motor Vehicles Theft,10,1029000
2006,Sargodha,Khushab,Cattle Theft,36,1029000
2006,Sargodha,Khushab,Ordinary Thefts,116,1029000
2006,Sargodha,Khushab,Misc.,1543,1029000
2006,Sargodha,Mianwali,All Reported,3959,1224000
2006,Sargodha,Mianwali,Murder,73,1224000
2006,Sargodha,Mianwali,Attempted Murder,157,1224000
2006,Sargodha,Mianwali,Hurt,410,1224000
2006,Sargodha,Mianwali,Rioting,0,1224000
2006,Sargodha,Mianwali,Assault on Govt. Servants,44,1224000
2006,Sargodha,Mianwali,Rape,11,1224000
2006,Sargodha,Mianwali,Kidnapping/ Abduction,47,1224000
2006,Sargodha,Mianwali,Dacoity,7,1224000
2006,Sargodha,Mianwali,Robbery,50,1224000
2006,Sargodha,Mianwali,Burglary,77,1224000
2006,Sargodha,Mianwali,Motor Vehicles Theft,22,1224000
2006,Sargodha,Mianwali,Cattle Theft,28,1224000
2006,Sargodha,Mianwali,Ordinary Thefts,119,1224000
2006,Sargodha,Mianwali,Misc.,2914,1224000
2007,Bahawalpur,Bahawalpur,All Reported,12020,3005000
2007,Bahawalpur,Bahawalpur,Murder,91,3005000
2007,Bahawalpur,Bahawalpur,Attempted Murder,182,3005000
2007,Bahawalpur,Bahawalpur,Hurt,747,3005000
2007,Bahawalpur,Bahawalpur,Rioting,9,3005000
2007,Bahawalpur,Bahawalpur,Assault on Govt. Servants,35,3005000
2007,Bahawalpur,Bahawalpur,Rape,116,3005000
2007,Bahawalpur,Bahawalpur,Kidnapping/ Abduction,460,3005000
2007,Bahawalpur,Bahawalpur,Dacoity,12,3005000
2007,Bahawalpur,Bahawalpur,Robbery,168,17.70382696
2007,Bahawalpur,Bahawalpur,Burglary,532,3005000
2007,Bahawalpur,Bahawalpur,Motor Vehicles Theft,260,3005000
2007,Bahawalpur,Bahawalpur,Cattle Theft,529,3005000
2007,Bahawalpur,Bahawalpur,Ordinary Thefts,1132,3005000
2007,Bahawalpur,Bahawalpur,Misc.,7747,3005000
2007,Bahawalpur,Bahawalnagar,All Reported,7906,2432000
2007,Bahawalpur,Bahawalnagar,Murder,128,2432000
2007,Bahawalpur,Bahawalnagar,Attempted Murder,203,2432000
2007,Bahawalpur,Bahawalnagar,Hurt,736,2432000
2007,Bahawalpur,Bahawalnagar,Rioting,13,2432000
2007,Bahawalpur,Bahawalnagar,Assault on Govt. Servants,22,2432000
2007,Bahawalpur,Bahawalnagar,Rape,96,2432000
2007,Bahawalpur,Bahawalnagar,Kidnapping/ Abduction,208,2432000
2007,Bahawalpur,Bahawalnagar,Dacoity,40,2432000
2007,Bahawalpur,Bahawalnagar,Robbery,203,2432000
2007,Bahawalpur,Bahawalnagar,Burglary,269,2432000
2007,Bahawalpur,Bahawalnagar,Motor Vehicles Theft,54,2432000
2007,Bahawalpur,Bahawalnagar,Cattle Theft,388,2432000
2007,Bahawalpur,Bahawalnagar,Ordinary Thefts,821,2432000
2007,Bahawalpur,Bahawalnagar,Misc.,4725,2432000
2007,Bahawalpur,R.Y.Khan,All Reported,10564,3910000
2007,Bahawalpur,R.Y.Khan,Murder,110,3910000
2007,Bahawalpur,R.Y.Khan,Attempted Murder,166,3910000
2007,Bahawalpur,R.Y.Khan,Hurt,747,3910000
2007,Bahawalpur,R.Y.Khan,Rioting,17,3910000
2007,Bahawalpur,R.Y.Khan,Assault on Govt. Servants,24,3910000
2007,Bahawalpur,R.Y.Khan,Rape,94,3910000
2007,Bahawalpur,R.Y.Khan,Kidnapping/ Abduction,278,3910000
2007,Bahawalpur,R.Y.Khan,Dacoity,18,3910000
2007,Bahawalpur,R.Y.Khan,Robbery,172,3910000
2007,Bahawalpur,R.Y.Khan,Burglary,332,3910000
2007,Bahawalpur,R.Y.Khan,Motor Vehicles Theft,277,3910000
2007,Bahawalpur,R.Y.Khan,Cattle Theft,590,3910000
2007,Bahawalpur,R.Y.Khan,Ordinary Thefts,1085,3910000
2007,Bahawalpur,R.Y.Khan,Misc.,6654,3910000
2007,Dera Ghazi Khan,D.G.Khan,All Reported,5639,2062000
2007,Dera Ghazi Khan,D.G.Khan,Murder,66,2062000
2007,Dera Ghazi Khan,D.G.Khan,Attempted Murder,112,2062000
2007,Dera Ghazi Khan,D.G.Khan,Hurt,441,2062000
2007,Dera Ghazi Khan,D.G.Khan,Rioting,3,2062000
2007,Dera Ghazi Khan,D.G.Khan,Assault on Govt. Servants,13,2062000
2007,Dera Ghazi Khan,D.G.Khan,Rape,33,2062000
2007,Dera Ghazi Khan,D.G.Khan,Kidnapping/ Abduction,102,2062000
2007,Dera Ghazi Khan,D.G.Khan,Dacoity,8,2062000
2007,Dera Ghazi Khan,D.G.Khan,Robbery,78,2062000
2007,Dera Ghazi Khan,D.G.Khan,Burglary,185,2062000
2007,Dera Ghazi Khan,D.G.Khan,Motor Vehicles Theft,121,2062000
2007,Dera Ghazi Khan,D.G.Khan,Cattle Theft,211,2062000
2007,Dera Ghazi Khan,D.G.Khan,Ordinary Thefts,504,2062000
2007,Dera Ghazi Khan,D.G.Khan,Misc.,3762,2062000
2007,Dera Ghazi Khan,Layyah,All Reported,2717,1387000
2007,Dera Ghazi Khan,Layyah,Murder,17,1387000
2007,Dera Ghazi Khan,Layyah,Attempted Murder,26,1387000
2007,Dera Ghazi Khan,Layyah,Hurt,241,1387000
2007,Dera Ghazi Khan,Layyah,Rioting,0,1387000
2007,Dera Ghazi Khan,Layyah,Assault on Govt. Servants,14,1387000
2007,Dera Ghazi Khan,Layyah,Rape,24,1387000
2007,Dera Ghazi Khan,Layyah,Kidnapping/ Abduction,80,1387000
2007,Dera Ghazi Khan,Layyah,Dacoity,12,1387000
2007,Dera Ghazi Khan,Layyah,Robbery,44,1387000
2007,Dera Ghazi Khan,Layyah,Burglary,97,1387000
2007,Dera Ghazi Khan,Layyah,Motor Vehicles Theft,39,1387000
2007,Dera Ghazi Khan,Layyah,Cattle Theft,63,1387000
2007,Dera Ghazi Khan,Layyah,Ordinary Thefts,327,1387000
2007,Dera Ghazi Khan,Layyah,Misc.,1723,1387000
2007,Dera Ghazi Khan,Muzaffargarh,All Reported,7883,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Murder,117,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Attempted Murder,135,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Hurt,845,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Rioting,1,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Assault on Govt. Servants,15,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Rape,68,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Kidnapping/ Abduction,146,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Dacoity,22,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Robbery,82,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Burglary,297,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Motor Vehicles Theft,83,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Cattle Theft,386,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Ordinary Thefts,803,3322000
2007,Dera Ghazi Khan,Muzaffargarh,Misc.,4883,3322000
2007,Dera Ghazi Khan,Rajanpur,All Reported,3320,1381000
2007,Dera Ghazi Khan,Rajanpur,Murder,93,1381000
2007,Dera Ghazi Khan,Rajanpur,Attempted Murder,79,1381000
2007,Dera Ghazi Khan,Rajanpur,Hurt,295,1381000
2007,Dera Ghazi Khan,Rajanpur,Rioting,0,1381000
2007,Dera Ghazi Khan,Rajanpur,Assault on Govt. Servants,25,1381000
2007,Dera Ghazi Khan,Rajanpur,Rape,20,1381000
2007,Dera Ghazi Khan,Rajanpur,Kidnapping/ Abduction,90,1381000
2007,Dera Ghazi Khan,Rajanpur,Dacoity,16,1381000
2007,Dera Ghazi Khan,Rajanpur,Robbery,20,1381000
2007,Dera Ghazi Khan,Rajanpur,Burglary,144,1381000
2007,Dera Ghazi Khan,Rajanpur,Motor Vehicles Theft,26,1381000
2007,Dera Ghazi Khan,Rajanpur,Cattle Theft,217,1381000
2007,Dera Ghazi Khan,Rajanpur,Ordinary Thefts,346,1381000
2007,Dera Ghazi Khan,Rajanpur,Misc.,1949,1381000
2007,Faisalabad,Faisalabad,All Reported,26389,6451000
2007,Faisalabad,Faisalabad,Murder,495,6451000
2007,Faisalabad,Faisalabad,Attempted Murder,487,6451000
2007,Faisalabad,Faisalabad,Hurt,2114,6451000
2007,Faisalabad,Faisalabad,Rioting,0,6451000
2007,Faisalabad,Faisalabad,Assault on Govt. Servants,116,6451000
2007,Faisalabad,Faisalabad,Rape,116,6451000
2007,Faisalabad,Faisalabad,Kidnapping/ Abduction,538,6451000
2007,Faisalabad,Faisalabad,Dacoity,161,6451000
2007,Faisalabad,Faisalabad,Robbery,796,6451000
2007,Faisalabad,Faisalabad,Burglary,560,6451000
2007,Faisalabad,Faisalabad,Motor Vehicles Theft,721,6451000
2007,Faisalabad,Faisalabad,Cattle Theft,959,6451000
2007,Faisalabad,Faisalabad,Ordinary Thefts,2226,6451000
2007,Faisalabad,Faisalabad,Misc.,17100,6451000
2007,Faisalabad,Jhang,All Reported,10933,3288000
2007,Faisalabad,Jhang,Murder,211,3288000
2007,Faisalabad,Jhang,Attempted Murder,204,3288000
2007,Faisalabad,Jhang,Hurt,1134,3288000
2007,Faisalabad,Jhang,Rioting,0,3288000
2007,Faisalabad,Jhang,Assault on Govt. Servants,17,3288000
2007,Faisalabad,Jhang,Rape,65,3288000
2007,Faisalabad,Jhang,Kidnapping/ Abduction,310,3288000
2007,Faisalabad,Jhang,Dacoity,44,3288000
2007,Faisalabad,Jhang,Robbery,203,3288000
2007,Faisalabad,Jhang,Burglary,300,3288000
2007,Faisalabad,Jhang,Motor Vehicles Theft,56,3288000
2007,Faisalabad,Jhang,Cattle Theft,511,3288000
2007,Faisalabad,Jhang,Ordinary Thefts,817,3288000
2007,Faisalabad,Jhang,Misc.,7061,3288000
2007,Faisalabad,T.T.Singh,All Reported,5746,1877000
2007,Faisalabad,T.T.Singh,Murder,102,1877000
2007,Faisalabad,T.T.Singh,Attempted Murder,114,1877000
2007,Faisalabad,T.T.Singh,Hurt,419,1877000
2007,Faisalabad,T.T.Singh,Rioting,0,1877000
2007,Faisalabad,T.T.Singh,Assault on Govt. Servants,25,1877000
2007,Faisalabad,T.T.Singh,Rape,43,1877000
2007,Faisalabad,T.T.Singh,Kidnapping/ Abduction,111,1877000
2007,Faisalabad,T.T.Singh,Dacoity,31,1877000
2007,Faisalabad,T.T.Singh,Robbery,135,1877000
2007,Faisalabad,T.T.Singh,Burglary,136,1877000
2007,Faisalabad,T.T.Singh,Motor Vehicles Theft,64,1877000
2007,Faisalabad,T.T.Singh,Cattle Theft,130,1877000
2007,Faisalabad,T.T.Singh,Ordinary Thefts,505,1877000
2007,Faisalabad,T.T.Singh,Misc.,3931,1877000
2007,Gujranwala,Gujranwala,All Reported,16504,4135000
2007,Gujranwala,Gujranwala,Murder,332,4135000
2007,Gujranwala,Gujranwala,Attempted Murder,409,4135000
2007,Gujranwala,Gujranwala,Hurt,1145,4135000
2007,Gujranwala,Gujranwala,Rioting,0,4135000
2007,Gujranwala,Gujranwala,Assault on Govt. Servants,188,4135000
2007,Gujranwala,Gujranwala,Rape,61,4135000
2007,Gujranwala,Gujranwala,Kidnapping/ Abduction,345,4135000
2007,Gujranwala,Gujranwala,Dacoity,109,4135000
