:),:(,:|,:],:[,:},:{,:/,:\,:*,:-),:-(,:-|,:-],:-[,:-},:-?,:->,:-*,:-D,:-P,:-S,:-p,:-/,:D,:P,:S,:p,:o),:'(,(:,):,(-:,)-:,;-(,;),;(,;-),;-D,=(,=/,=\,=^/,=P,o/,♥,:-)),:-))),:-)))),:-))))),:-)))))),:-))))))),:-)))))))),:-))))))))),://,:)),:))),:)))),:))))),:)))))),:))))))),:)))))))),:))))))))),:)))))))))),:-((,:-(((,:-((((,:((,;)),;))),<3,<33,<333,<3333,<33333,<333333,<3333333,<33333333,<333333333,8(,8),8-D,8-),8-(,8D,X-D,XD,XO,XOXO,XOXOXO,x-D,xD,xo,xoxo,xoxoxo,xoxoxoxo
2,-2,-1,2,-2,2,-2,-2,-2,2,2,-2,-1,2,-2,2,-1,2,2,3,3,-2,3,-2,3,3,-2,3,2,-2,2,-2,2,-2,-2,2,-2,2,3,-2,-2,-2,-1,3,3,3,3,3,3,3,4,4,4,4,0,3,3,3,3,4,4,4,4,4,-3,-3,-3,-3,3,3,3,3,4,4,4,4,4,4,4,-2,2,3,2,-2,3,3,3,3,3,4,3,3,3,3,4,4
