date,hour,day,weekend,week,month,quarter,value
2020-07-02T01:00Z,18,Wednesday,Weekday,27,July,Q3: Jul - Sep,39867
2020-07-02,17,Wednesday,Weekday,27,July,Q3: Jul - Sep,38352
2020-07-01T23:00Z,16,Wednesday,Weekday,27,July,Q3: Jul - Sep,36611
2020-07-01T22:00Z,15,Wednesday,Weekday,27,July,Q3: Jul - Sep,35840
2020-07-01T21:00Z,14,Wednesday,Weekday,27,July,Q3: Jul - Sep,33426
2020-07-01T20:00Z,13,Wednesday,Weekday,27,July,Q3: Jul - Sep,32267
2020-07-01T19:00Z,12,Wednesday,Weekday,27,July,Q3: Jul - Sep,31599
2020-07-01T18:00Z,11,Wednesday,Weekday,27,July,Q3: Jul - Sep,31046
2020-07-01T17:00Z,10,Wednesday,Weekday,27,July,Q3: Jul - Sep,30628
2020-07-01T16:00Z,9,Wednesday,Weekday,27,July,Q3: Jul - Sep,30098
2020-07-01T15:00Z,8,Wednesday,Weekday,27,July,Q3: Jul - Sep,29321
2020-07-01T14:00Z,7,Wednesday,Weekday,27,July,Q3: Jul - Sep,28375
2020-07-01T13:00Z,6,Wednesday,Weekday,27,July,Q3: Jul - Sep,27544
2020-07-01T12:00Z,5,Wednesday,Weekday,27,July,Q3: Jul - Sep,26668
2020-07-01T11:00Z,4,Wednesday,Weekday,27,July,Q3: Jul - Sep,26616
2020-07-01T10:00Z,3,Wednesday,Weekday,27,July,Q3: Jul - Sep,27196
2020-07-01T09:00Z,2,Wednesday,Weekday,27,July,Q3: Jul - Sep,28275
2020-07-01T08:00Z,1,Wednesday,Weekday,27,July,Q3: Jul - Sep,29871
2020-07-01T07:00Z,0,Wednesday,Weekday,27,July,Q3: Jul - Sep,32063
2020-07-01T06:00Z,23,Tuesday,Weekday,27,June,Q2: Apr - Jun,35083
2020-07-01T05:00Z,22,Tuesday,Weekday,27,June,Q2: Apr - Jun,37843
2020-07-01T04:00Z,21,Tuesday,Weekday,27,June,Q2: Apr - Jun,39298
2020-07-01T03:00Z,20,Tuesday,Weekday,27,June,Q2: Apr - Jun,40273
2020-07-01T02:00Z,19,Tuesday,Weekday,27,June,Q2: Apr - Jun,41076
2020-07-01T01:00Z,18,Tuesday,Weekday,27,June,Q2: Apr - Jun,40452
2020-07-01,17,Tuesday,Weekday,27,June,Q2: Apr - Jun,38989
2020-06-30T23:00Z,16,Tuesday,Weekday,27,June,Q2: Apr - Jun,37527
2020-06-30T22:00Z,15,Tuesday,Weekday,27,June,Q2: Apr - Jun,35718
2020-06-30T21:00Z,14,Tuesday,Weekday,27,June,Q2: Apr - Jun,33958
2020-06-30T20:00Z,13,Tuesday,Weekday,27,June,Q2: Apr - Jun,32488
2020-06-30T19:00Z,12,Tuesday,Weekday,27,June,Q2: Apr - Jun,31332
2020-06-30T18:00Z,11,Tuesday,Weekday,27,June,Q2: Apr - Jun,30600
2020-06-30T17:00Z,10,Tuesday,Weekday,27,June,Q2: Apr - Jun,30382
2020-06-30T16:00Z,9,Tuesday,Weekday,27,June,Q2: Apr - Jun,30000
2020-06-30T15:00Z,8,Tuesday,Weekday,27,June,Q2: Apr - Jun,28884
2020-06-30T14:00Z,7,Tuesday,Weekday,27,June,Q2: Apr - Jun,27673
2020-06-30T13:00Z,6,Tuesday,Weekday,27,June,Q2: Apr - Jun,26925
2020-06-30T12:00Z,5,Tuesday,Weekday,27,June,Q2: Apr - Jun,26257
2020-06-30T11:00Z,4,Tuesday,Weekday,27,June,Q2: Apr - Jun,26106
2020-06-30T10:00Z,3,Tuesday,Weekday,27,June,Q2: Apr - Jun,26595
2020-06-30T09:00Z,2,Tuesday,Weekday,27,June,Q2: Apr - Jun,27535
2020-06-30T08:00Z,1,Tuesday,Weekday,27,June,Q2: Apr - Jun,28996
2020-06-30T07:00Z,0,Tuesday,Weekday,27,June,Q2: Apr - Jun,30991
2020-06-30T06:00Z,23,Monday,Weekday,27,June,Q2: Apr - Jun,33342
2020-06-30T05:00Z,22,Monday,Weekday,27,June,Q2: Apr - Jun,35690
2020-06-30T04:00Z,21,Monday,Weekday,27,June,Q2: Apr - Jun,36584
2020-06-30T03:00Z,20,Monday,Weekday,27,June,Q2: Apr - Jun,36866
2020-06-30T02:00Z,19,Monday,Weekday,27,June,Q2: Apr - Jun,36771
2020-06-30T01:00Z,18,Monday,Weekday,27,June,Q2: Apr - Jun,35845
2020-06-30,17,Monday,Weekday,27,June,Q2: Apr - Jun,34710
2020-06-29T23:00Z,16,Monday,Weekday,27,June,Q2: Apr - Jun,33104
2020-06-29T22:00Z,15,Monday,Weekday,27,June,Q2: Apr - Jun,31746
2020-06-29T21:00Z,14,Monday,Weekday,27,June,Q2: Apr - Jun,30836
2020-06-29T20:00Z,13,Monday,Weekday,27,June,Q2: Apr - Jun,30248
2020-06-29T19:00Z,12,Monday,Weekday,27,June,Q2: Apr - Jun,29787
2020-06-29T18:00Z,11,Monday,Weekday,27,June,Q2: Apr - Jun,29497
2020-06-29T17:00Z,10,Monday,Weekday,27,June,Q2: Apr - Jun,29220
2020-06-29T16:00Z,9,Monday,Weekday,27,June,Q2: Apr - Jun,29140
2020-06-29T15:00Z,8,Monday,Weekday,27,June,Q2: Apr - Jun,28434
2020-06-29T14:00Z,7,Monday,Weekday,27,June,Q2: Apr - Jun,27347
2020-06-29T13:00Z,6,Monday,Weekday,27,June,Q2: Apr - Jun,26685
2020-06-29T12:00Z,5,Monday,Weekday,27,June,Q2: Apr - Jun,25622
2020-06-29T11:00Z,4,Monday,Weekday,27,June,Q2: Apr - Jun,25268
2020-06-29T10:00Z,3,Monday,Weekday,27,June,Q2: Apr - Jun,25668
2020-06-29T09:00Z,2,Monday,Weekday,27,June,Q2: Apr - Jun,26451
2020-06-29T08:00Z,1,Monday,Weekday,27,June,Q2: Apr - Jun,27484
2020-06-29T07:00Z,0,Monday,Weekday,27,June,Q2: Apr - Jun,28775
2020-06-29T06:00Z,23,Sunday,Weekend,26,June,Q2: Apr - Jun,30755
2020-06-29T05:00Z,22,Sunday,Weekend,26,June,Q2: Apr - Jun,32605
2020-06-29T04:00Z,21,Sunday,Weekend,26,June,Q2: Apr - Jun,33088
2020-06-29T03:00Z,20,Sunday,Weekend,26,June,Q2: Apr - Jun,33033
2020-06-29T02:00Z,19,Sunday,Weekend,26,June,Q2: Apr - Jun,32839
2020-06-29T01:00Z,18,Sunday,Weekend,26,June,Q2: Apr - Jun,31887
2020-06-29,17,Sunday,Weekend,26,June,Q2: Apr - Jun,30508
2020-06-28T23:00Z,16,Sunday,Weekend,26,June,Q2: Apr - Jun,28947
2020-06-28T22:00Z,15,Sunday,Weekend,26,June,Q2: Apr - Jun,27723
2020-06-28T21:00Z,14,Sunday,Weekend,26,June,Q2: Apr - Jun,26982
2020-06-28T20:00Z,13,Sunday,Weekend,26,June,Q2: Apr - Jun,26583
2020-06-28T19:00Z,12,Sunday,Weekend,26,June,Q2: Apr - Jun,26218
2020-06-28T18:00Z,11,Sunday,Weekend,26,June,Q2: Apr - Jun,26013
2020-06-28T17:00Z,10,Sunday,Weekend,26,June,Q2: Apr - Jun,25830
2020-06-28T16:00Z,9,Sunday,Weekend,26,June,Q2: Apr - Jun,25502
2020-06-28T15:00Z,8,Sunday,Weekend,26,June,Q2: Apr - Jun,25304
2020-06-28T14:00Z,7,Sunday,Weekend,26,June,Q2: Apr - Jun,25190
2020-06-28T13:00Z,6,Sunday,Weekend,26,June,Q2: Apr - Jun,25605
2020-06-28T12:00Z,5,Sunday,Weekend,26,June,Q2: Apr - Jun,25748
2020-06-28T11:00Z,4,Sunday,Weekend,26,June,Q2: Apr - Jun,26052
2020-06-28T10:00Z,3,Sunday,Weekend,26,June,Q2: Apr - Jun,26737
2020-06-28T09:00Z,2,Sunday,Weekend,26,June,Q2: Apr - Jun,27931
2020-06-28T08:00Z,1,Sunday,Weekend,26,June,Q2: Apr - Jun,29568
2020-06-28T07:00Z,0,Sunday,Weekend,26,June,Q2: Apr - Jun,31788
2020-06-28T06:00Z,23,Saturday,Weekend,26,June,Q2: Apr - Jun,34430
2020-06-28T05:00Z,22,Saturday,Weekend,26,June,Q2: Apr - Jun,37040
2020-06-28T04:00Z,21,Saturday,Weekend,26,June,Q2: Apr - Jun,38702
2020-06-28T03:00Z,20,Saturday,Weekend,26,June,Q2: Apr - Jun,40124
2020-06-28T02:00Z,19,Saturday,Weekend,26,June,Q2: Apr - Jun,41286
2020-06-28T01:00Z,18,Saturday,Weekend,26,June,Q2: Apr - Jun,40923
2020-06-28,17,Saturday,Weekend,26,June,Q2: Apr - Jun,39726
2020-06-27T23:00Z,16,Saturday,Weekend,26,June,Q2: Apr - Jun,38130
2020-06-27T22:00Z,15,Saturday,Weekend,26,June,Q2: Apr - Jun,36459
2020-06-27T21:00Z,14,Saturday,Weekend,26,June,Q2: Apr - Jun,34890
2020-06-27T20:00Z,13,Saturday,Weekend,26,June,Q2: Apr - Jun,33528
2020-06-27T19:00Z,12,Saturday,Weekend,26,June,Q2: Apr - Jun,32054
2020-06-27T18:00Z,11,Saturday,Weekend,26,June,Q2: Apr - Jun,30732
2020-06-27T17:00Z,10,Saturday,Weekend,26,June,Q2: Apr - Jun,29539
2020-06-27T16:00Z,9,Saturday,Weekend,26,June,Q2: Apr - Jun,28831
2020-06-27T15:00Z,8,Saturday,Weekend,26,June,Q2: Apr - Jun,28011
2020-06-27T14:00Z,7,Saturday,Weekend,26,June,Q2: Apr - Jun,27391
2020-06-27T13:00Z,6,Saturday,Weekend,26,June,Q2: Apr - Jun,27519
2020-06-27T12:00Z,5,Saturday,Weekend,26,June,Q2: Apr - Jun,27323
2020-06-27T11:00Z,4,Saturday,Weekend,26,June,Q2: Apr - Jun,27652
2020-06-27T10:00Z,3,Saturday,Weekend,26,June,Q2: Apr - Jun,28832
2020-06-27T09:00Z,2,Saturday,Weekend,26,June,Q2: Apr - Jun,30267
2020-06-27T08:00Z,1,Saturday,Weekend,26,June,Q2: Apr - Jun,32250
2020-06-27T07:00Z,0,Saturday,Weekend,26,June,Q2: Apr - Jun,34912
2020-06-27T06:00Z,23,Friday,Weekday,26,June,Q2: Apr - Jun,38002
2020-06-27T05:00Z,22,Friday,Weekday,26,June,Q2: Apr - Jun,41124
2020-06-27T04:00Z,21,Friday,Weekday,26,June,Q2: Apr - Jun,42827
2020-06-27T03:00Z,20,Friday,Weekday,26,June,Q2: Apr - Jun,44276
2020-06-27T02:00Z,19,Friday,Weekday,26,June,Q2: Apr - Jun,45563
2020-06-27T01:00Z,18,Friday,Weekday,26,June,Q2: Apr - Jun,45554
2020-06-27,17,Friday,Weekday,26,June,Q2: Apr - Jun,44574
2020-06-26T23:00Z,16,Friday,Weekday,26,June,Q2: Apr - Jun,43066
2020-06-26T22:00Z,15,Friday,Weekday,26,June,Q2: Apr - Jun,41017
2020-06-26T21:00Z,14,Friday,Weekday,26,June,Q2: Apr - Jun,38708
2020-06-26T20:00Z,13,Friday,Weekday,26,June,Q2: Apr - Jun,36271
2020-06-26T19:00Z,12,Friday,Weekday,26,June,Q2: Apr - Jun,34398
2020-06-26T18:00Z,11,Friday,Weekday,26,June,Q2: Apr - Jun,33037
2020-06-26T17:00Z,10,Friday,Weekday,26,June,Q2: Apr - Jun,32010
2020-06-26T16:00Z,9,Friday,Weekday,26,June,Q2: Apr - Jun,31383
2020-06-26T15:00Z,8,Friday,Weekday,26,June,Q2: Apr - Jun,30217
2020-06-26T14:00Z,7,Friday,Weekday,26,June,Q2: Apr - Jun,29206
2020-06-26T13:00Z,6,Friday,Weekday,26,June,Q2: Apr - Jun,28331
2020-06-26T12:00Z,5,Friday,Weekday,26,June,Q2: Apr - Jun,27595
2020-06-26T11:00Z,4,Friday,Weekday,26,June,Q2: Apr - Jun,27656
2020-06-26T10:00Z,3,Friday,Weekday,26,June,Q2: Apr - Jun,28464
2020-06-26T09:00Z,2,Friday,Weekday,26,June,Q2: Apr - Jun,29790
2020-06-26T08:00Z,1,Friday,Weekday,26,June,Q2: Apr - Jun,31665
2020-06-26T07:00Z,0,Friday,Weekday,26,June,Q2: Apr - Jun,34146
2020-06-26T06:00Z,23,Thursday,Weekday,26,June,Q2: Apr - Jun,37381
2020-06-26T05:00Z,22,Thursday,Weekday,26,June,Q2: Apr - Jun,40588
2020-06-26T04:00Z,21,Thursday,Weekday,26,June,Q2: Apr - Jun,42195
2020-06-26T03:00Z,20,Thursday,Weekday,26,June,Q2: Apr - Jun,43494
2020-06-26T02:00Z,19,Thursday,Weekday,26,June,Q2: Apr - Jun,44546
2020-06-26T01:00Z,18,Thursday,Weekday,26,June,Q2: Apr - Jun,44375
2020-06-26,17,Thursday,Weekday,26,June,Q2: Apr - Jun,44001
2020-06-25T23:00Z,16,Thursday,Weekday,26,June,Q2: Apr - Jun,41939
2020-06-25T22:00Z,15,Thursday,Weekday,26,June,Q2: Apr - Jun,39961
2020-06-25T21:00Z,14,Thursday,Weekday,26,June,Q2: Apr - Jun,37852
2020-06-25T20:00Z,13,Thursday,Weekday,26,June,Q2: Apr - Jun,36020
2020-06-25T19:00Z,12,Thursday,Weekday,26,June,Q2: Apr - Jun,34452
2020-06-25T18:00Z,11,Thursday,Weekday,26,June,Q2: Apr - Jun,33341
2020-06-25T17:00Z,10,Thursday,Weekday,26,June,Q2: Apr - Jun,32573
2020-06-25T16:00Z,9,Thursday,Weekday,26,June,Q2: Apr - Jun,31972
2020-06-25T15:00Z,8,Thursday,Weekday,26,June,Q2: Apr - Jun,30968
2020-06-25T14:00Z,7,Thursday,Weekday,26,June,Q2: Apr - Jun,29944
2020-06-25T13:00Z,6,Thursday,Weekday,26,June,Q2: Apr - Jun,28998
2020-06-25T12:00Z,5,Thursday,Weekday,26,June,Q2: Apr - Jun,28187
2020-06-25T11:00Z,4,Thursday,Weekday,26,June,Q2: Apr - Jun,28206
2020-06-25T10:00Z,3,Thursday,Weekday,26,June,Q2: Apr - Jun,28972
2020-06-25T09:00Z,2,Thursday,Weekday,26,June,Q2: Apr - Jun,30031
2020-06-25T08:00Z,1,Thursday,Weekday,26,June,Q2: Apr - Jun,31837
2020-06-25T07:00Z,0,Thursday,Weekday,26,June,Q2: Apr - Jun,33889
2020-06-25T06:00Z,23,Wednesday,Weekday,26,June,Q2: Apr - Jun,37638
2020-06-25T05:00Z,22,Wednesday,Weekday,26,June,Q2: Apr - Jun,41006
2020-06-25T04:00Z,21,Wednesday,Weekday,26,June,Q2: Apr - Jun,42992
2020-06-25T03:00Z,20,Wednesday,Weekday,26,June,Q2: Apr - Jun,44560
2020-06-25T02:00Z,19,Wednesday,Weekday,26,June,Q2: Apr - Jun,45789
2020-06-25T01:00Z,18,Wednesday,Weekday,26,June,Q2: Apr - Jun,45661
2020-06-25,17,Wednesday,Weekday,26,June,Q2: Apr - Jun,44577
2020-06-24T23:00Z,16,Wednesday,Weekday,26,June,Q2: Apr - Jun,42925
2020-06-24T22:00Z,15,Wednesday,Weekday,26,June,Q2: Apr - Jun,40971
2020-06-24T21:00Z,14,Wednesday,Weekday,26,June,Q2: Apr - Jun,38570
2020-06-24T20:00Z,13,Wednesday,Weekday,26,June,Q2: Apr - Jun,36310
2020-06-24T19:00Z,12,Wednesday,Weekday,26,June,Q2: Apr - Jun,34579
2020-06-24T18:00Z,11,Wednesday,Weekday,26,June,Q2: Apr - Jun,33316
2020-06-24T17:00Z,10,Wednesday,Weekday,26,June,Q2: Apr - Jun,32398
2020-06-24T16:00Z,9,Wednesday,Weekday,26,June,Q2: Apr - Jun,31821
2020-06-24T15:00Z,8,Wednesday,Weekday,26,June,Q2: Apr - Jun,30643
2020-06-24T14:00Z,7,Wednesday,Weekday,26,June,Q2: Apr - Jun,29345
2020-06-24T13:00Z,6,Wednesday,Weekday,26,June,Q2: Apr - Jun,28575
2020-06-24T12:00Z,5,Wednesday,Weekday,26,June,Q2: Apr - Jun,27730
2020-06-24T11:00Z,4,Wednesday,Weekday,26,June,Q2: Apr - Jun,27750
2020-06-24T10:00Z,3,Wednesday,Weekday,26,June,Q2: Apr - Jun,28473
2020-06-24T09:00Z,2,Wednesday,Weekday,26,June,Q2: Apr - Jun,29773
2020-06-24T08:00Z,1,Wednesday,Weekday,26,June,Q2: Apr - Jun,31654
2020-06-24T07:00Z,0,Wednesday,Weekday,26,June,Q2: Apr - Jun,34281
2020-06-24T06:00Z,23,Tuesday,Weekday,26,June,Q2: Apr - Jun,37522
2020-06-24T05:00Z,22,Tuesday,Weekday,26,June,Q2: Apr - Jun,40857
2020-06-24T04:00Z,21,Tuesday,Weekday,26,June,Q2: Apr - Jun,43091
2020-06-24T03:00Z,20,Tuesday,Weekday,26,June,Q2: Apr - Jun,44670
2020-06-24T02:00Z,19,Tuesday,Weekday,26,June,Q2: Apr - Jun,45737
2020-06-24T01:00Z,18,Tuesday,Weekday,26,June,Q2: Apr - Jun,45392
2020-06-24,17,Tuesday,Weekday,26,June,Q2: Apr - Jun,44261
2020-06-23T23:00Z,16,Tuesday,Weekday,26,June,Q2: Apr - Jun,42679
2020-06-23T22:00Z,15,Tuesday,Weekday,26,June,Q2: Apr - Jun,40458
2020-06-23T21:00Z,14,Tuesday,Weekday,26,June,Q2: Apr - Jun,38066
2020-06-23T20:00Z,13,Tuesday,Weekday,26,June,Q2: Apr - Jun,35805
2020-06-23T19:00Z,12,Tuesday,Weekday,26,June,Q2: Apr - Jun,34022
2020-06-23T18:00Z,11,Tuesday,Weekday,26,June,Q2: Apr - Jun,33028
2020-06-23T17:00Z,10,Tuesday,Weekday,26,June,Q2: Apr - Jun,32292
2020-06-23T16:00Z,9,Tuesday,Weekday,26,June,Q2: Apr - Jun,31722
2020-06-23T15:00Z,8,Tuesday,Weekday,26,June,Q2: Apr - Jun,30560
2020-06-23T14:00Z,7,Tuesday,Weekday,26,June,Q2: Apr - Jun,29208
2020-06-23T13:00Z,6,Tuesday,Weekday,26,June,Q2: Apr - Jun,28316
2020-06-23T12:00Z,5,Tuesday,Weekday,26,June,Q2: Apr - Jun,27624
2020-06-23T11:00Z,4,Tuesday,Weekday,26,June,Q2: Apr - Jun,27658
2020-06-23T10:00Z,3,Tuesday,Weekday,26,June,Q2: Apr - Jun,28452
2020-06-23T09:00Z,2,Tuesday,Weekday,26,June,Q2: Apr - Jun,29695
2020-06-23T08:00Z,1,Tuesday,Weekday,26,June,Q2: Apr - Jun,31471
2020-06-23T07:00Z,0,Tuesday,Weekday,26,June,Q2: Apr - Jun,34092
2020-06-23T06:00Z,23,Monday,Weekday,26,June,Q2: Apr - Jun,37395
2020-06-23T05:00Z,22,Monday,Weekday,26,June,Q2: Apr - Jun,40745
2020-06-23T04:00Z,21,Monday,Weekday,26,June,Q2: Apr - Jun,42661
2020-06-23T03:00Z,20,Monday,Weekday,26,June,Q2: Apr - Jun,44094
2020-06-23T02:00Z,19,Monday,Weekday,26,June,Q2: Apr - Jun,45158
2020-06-23T01:00Z,18,Monday,Weekday,26,June,Q2: Apr - Jun,44784
2020-06-23,17,Monday,Weekday,26,June,Q2: Apr - Jun,43424
2020-06-22T23:00Z,16,Monday,Weekday,26,June,Q2: Apr - Jun,41646
2020-06-22T22:00Z,15,Monday,Weekday,26,June,Q2: Apr - Jun,39410
2020-06-22T21:00Z,14,Monday,Weekday,26,June,Q2: Apr - Jun,36978
2020-06-22T20:00Z,13,Monday,Weekday,26,June,Q2: Apr - Jun,34717
2020-06-22T19:00Z,12,Monday,Weekday,26,June,Q2: Apr - Jun,32944
2020-06-22T18:00Z,11,Monday,Weekday,26,June,Q2: Apr - Jun,31902
2020-06-22T17:00Z,10,Monday,Weekday,26,June,Q2: Apr - Jun,31517
2020-06-22T16:00Z,9,Monday,Weekday,26,June,Q2: Apr - Jun,30946
2020-06-22T15:00Z,8,Monday,Weekday,26,June,Q2: Apr - Jun,29774
2020-06-22T14:00Z,7,Monday,Weekday,26,June,Q2: Apr - Jun,28406
2020-06-22T13:00Z,6,Monday,Weekday,26,June,Q2: Apr - Jun,27255
2020-06-22T12:00Z,5,Monday,Weekday,26,June,Q2: Apr - Jun,26236
2020-06-22T11:00Z,4,Monday,Weekday,26,June,Q2: Apr - Jun,26035
2020-06-22T10:00Z,3,Monday,Weekday,26,June,Q2: Apr - Jun,26642
2020-06-22T09:00Z,2,Monday,Weekday,26,June,Q2: Apr - Jun,27416
2020-06-22T08:00Z,1,Monday,Weekday,26,June,Q2: Apr - Jun,28843
2020-06-22T07:00Z,0,Monday,Weekday,26,June,Q2: Apr - Jun,31026
2020-06-22T06:00Z,23,Sunday,Weekend,25,June,Q2: Apr - Jun,33859
2020-06-22T05:00Z,22,Sunday,Weekend,25,June,Q2: Apr - Jun,36505
2020-06-22T04:00Z,21,Sunday,Weekend,25,June,Q2: Apr - Jun,37721
2020-06-22T03:00Z,20,Sunday,Weekend,25,June,Q2: Apr - Jun,38434
2020-06-22T02:00Z,19,Sunday,Weekend,25,June,Q2: Apr - Jun,38581
2020-06-22T01:00Z,18,Sunday,Weekend,25,June,Q2: Apr - Jun,37386
2020-06-22,17,Sunday,Weekend,25,June,Q2: Apr - Jun,35504
2020-06-21T23:00Z,16,Sunday,Weekend,25,June,Q2: Apr - Jun,33898
2020-06-21T22:00Z,15,Sunday,Weekend,25,June,Q2: Apr - Jun,32206
2020-06-21T21:00Z,14,Sunday,Weekend,25,June,Q2: Apr - Jun,30486
2020-06-21T20:00Z,13,Sunday,Weekend,25,June,Q2: Apr - Jun,28777
2020-06-21T19:00Z,12,Sunday,Weekend,25,June,Q2: Apr - Jun,27359
2020-06-21T18:00Z,11,Sunday,Weekend,25,June,Q2: Apr - Jun,26700
2020-06-21T17:00Z,10,Sunday,Weekend,25,June,Q2: Apr - Jun,26240
2020-06-21T16:00Z,9,Sunday,Weekend,25,June,Q2: Apr - Jun,25680
2020-06-21T15:00Z,8,Sunday,Weekend,25,June,Q2: Apr - Jun,25097
2020-06-21T14:00Z,7,Sunday,Weekend,25,June,Q2: Apr - Jun,25126
2020-06-21T13:00Z,6,Sunday,Weekend,25,June,Q2: Apr - Jun,25397
2020-06-21T12:00Z,5,Sunday,Weekend,25,June,Q2: Apr - Jun,25344
2020-06-21T11:00Z,4,Sunday,Weekend,25,June,Q2: Apr - Jun,25740
2020-06-21T10:00Z,3,Sunday,Weekend,25,June,Q2: Apr - Jun,26478
2020-06-21T09:00Z,2,Sunday,Weekend,25,June,Q2: Apr - Jun,27594
2020-06-21T08:00Z,1,Sunday,Weekend,25,June,Q2: Apr - Jun,28858
2020-06-21T07:00Z,0,Sunday,Weekend,25,June,Q2: Apr - Jun,30780
2020-06-21T06:00Z,23,Saturday,Weekend,25,June,Q2: Apr - Jun,33200
2020-06-21T05:00Z,22,Saturday,Weekend,25,June,Q2: Apr - Jun,35465
2020-06-21T04:00Z,21,Saturday,Weekend,25,June,Q2: Apr - Jun,36695
2020-06-21T03:00Z,20,Saturday,Weekend,25,June,Q2: Apr - Jun,37372
2020-06-21T02:00Z,19,Saturday,Weekend,25,June,Q2: Apr - Jun,37552
2020-06-21T01:00Z,18,Saturday,Weekend,25,June,Q2: Apr - Jun,36450
2020-06-21,17,Saturday,Weekend,25,June,Q2: Apr - Jun,34507
2020-06-20T23:00Z,16,Saturday,Weekend,25,June,Q2: Apr - Jun,32456
2020-06-20T22:00Z,15,Saturday,Weekend,25,June,Q2: Apr - Jun,30755
2020-06-20T21:00Z,14,Saturday,Weekend,25,June,Q2: Apr - Jun,29526
2020-06-20T20:00Z,13,Saturday,Weekend,25,June,Q2: Apr - Jun,29166
2020-06-20T19:00Z,12,Saturday,Weekend,25,June,Q2: Apr - Jun,28976
2020-06-20T18:00Z,11,Saturday,Weekend,25,June,Q2: Apr - Jun,28619
2020-06-20T17:00Z,10,Saturday,Weekend,25,June,Q2: Apr - Jun,27996
2020-06-20T16:00Z,9,Saturday,Weekend,25,June,Q2: Apr - Jun,27270
2020-06-20T15:00Z,8,Saturday,Weekend,25,June,Q2: Apr - Jun,26373
2020-06-20T14:00Z,7,Saturday,Weekend,25,June,Q2: Apr - Jun,25996
2020-06-20T13:00Z,6,Saturday,Weekend,25,June,Q2: Apr - Jun,26093
2020-06-20T12:00Z,5,Saturday,Weekend,25,June,Q2: Apr - Jun,25964
2020-06-20T11:00Z,4,Saturday,Weekend,25,June,Q2: Apr - Jun,26254
2020-06-20T10:00Z,3,Saturday,Weekend,25,June,Q2: Apr - Jun,27044
2020-06-20T09:00Z,2,Saturday,Weekend,25,June,Q2: Apr - Jun,28144
2020-06-20T08:00Z,1,Saturday,Weekend,25,June,Q2: Apr - Jun,29845
2020-06-20T07:00Z,0,Saturday,Weekend,25,June,Q2: Apr - Jun,32047
2020-06-20T06:00Z,23,Friday,Weekday,25,June,Q2: Apr - Jun,34840
2020-06-20T05:00Z,22,Friday,Weekday,25,June,Q2: Apr - Jun,37517
2020-06-20T04:00Z,21,Friday,Weekday,25,June,Q2: Apr - Jun,38971
2020-06-20T03:00Z,20,Friday,Weekday,25,June,Q2: Apr - Jun,39926
2020-06-20T02:00Z,19,Friday,Weekday,25,June,Q2: Apr - Jun,40398
2020-06-20T01:00Z,18,Friday,Weekday,25,June,Q2: Apr - Jun,39810
2020-06-20,17,Friday,Weekday,25,June,Q2: Apr - Jun,38650
2020-06-19T23:00Z,16,Friday,Weekday,25,June,Q2: Apr - Jun,37030
2020-06-19T22:00Z,15,Friday,Weekday,25,June,Q2: Apr - Jun,35308
2020-06-19T21:00Z,14,Friday,Weekday,25,June,Q2: Apr - Jun,33491
2020-06-19T20:00Z,13,Friday,Weekday,25,June,Q2: Apr - Jun,31986
2020-06-19T19:00Z,12,Friday,Weekday,25,June,Q2: Apr - Jun,30921
2020-06-19T18:00Z,11,Friday,Weekday,25,June,Q2: Apr - Jun,30381
2020-06-19T17:00Z,10,Friday,Weekday,25,June,Q2: Apr - Jun,30236
2020-06-19T16:00Z,9,Friday,Weekday,25,June,Q2: Apr - Jun,29720
2020-06-19T15:00Z,8,Friday,Weekday,25,June,Q2: Apr - Jun,28940
2020-06-19T14:00Z,7,Friday,Weekday,25,June,Q2: Apr - Jun,27973
2020-06-19T13:00Z,6,Friday,Weekday,25,June,Q2: Apr - Jun,27304
2020-06-19T12:00Z,5,Friday,Weekday,25,June,Q2: Apr - Jun,26526
2020-06-19T11:00Z,4,Friday,Weekday,25,June,Q2: Apr - Jun,26463
2020-06-19T10:00Z,3,Friday,Weekday,25,June,Q2: Apr - Jun,27068
2020-06-19T09:00Z,2,Friday,Weekday,25,June,Q2: Apr - Jun,28116
2020-06-19T08:00Z,1,Friday,Weekday,25,June,Q2: Apr - Jun,29735
2020-06-19T07:00Z,0,Friday,Weekday,25,June,Q2: Apr - Jun,31908
2020-06-19T06:00Z,23,Thursday,Weekday,25,June,Q2: Apr - Jun,34819
2020-06-19T05:00Z,22,Thursday,Weekday,25,June,Q2: Apr - Jun,37666
2020-06-19T04:00Z,21,Thursday,Weekday,25,June,Q2: Apr - Jun,39048
2020-06-19T03:00Z,20,Thursday,Weekday,25,June,Q2: Apr - Jun,39781
2020-06-19T02:00Z,19,Thursday,Weekday,25,June,Q2: Apr - Jun,40089
2020-06-19T01:00Z,18,Thursday,Weekday,25,June,Q2: Apr - Jun,38984
2020-06-19,17,Thursday,Weekday,25,June,Q2: Apr - Jun,37354
2020-06-18T23:00Z,16,Thursday,Weekday,25,June,Q2: Apr - Jun,35580
2020-06-18T22:00Z,15,Thursday,Weekday,25,June,Q2: Apr - Jun,34106
2020-06-18T21:00Z,14,Thursday,Weekday,25,June,Q2: Apr - Jun,32724
2020-06-18T20:00Z,13,Thursday,Weekday,25,June,Q2: Apr - Jun,32655
2020-06-18T19:00Z,12,Thursday,Weekday,25,June,Q2: Apr - Jun,32107
