"animals","unit","geo","time","values"
"A4100","THS_HD","AT","2017-01-01",401.48
"A4100","THS_HD","AT1","2017-01-01",85.77
"A4100","THS_HD","AT11","2017-01-01",6.08
"A4100","THS_HD","AT12","2017-01-01",79.49
"A4100","THS_HD","AT13","2017-01-01",0.2
"A4100","THS_HD","AT2","2017-01-01",123.48
"A4100","THS_HD","AT21","2017-01-01",50.34
"A4100","THS_HD","AT22","2017-01-01",73.14
"A4100","THS_HD","AT3","2017-01-01",192.23
"A4100","THS_HD","AT31","2017-01-01",63.55
"A4100","THS_HD","AT32","2017-01-01",33.76
"A4100","THS_HD","AT33","2017-01-01",82.77
"A4100","THS_HD","AT34","2017-01-01",12.15
"A4100","THS_HD","BA","2017-01-01",1017
"A4100","THS_HD","BG","2017-01-01",1316.78
"A4100","THS_HD","BG3","2017-01-01",767.76
"A4100","THS_HD","BG31","2017-01-01",144.23
"A4100","THS_HD","BG32","2017-01-01",131.24
"A4100","THS_HD","BG33","2017-01-01",197.12
"A4100","THS_HD","BG34","2017-01-01",295.18
"A4100","THS_HD","BG4","2017-01-01",549.02
"A4100","THS_HD","BG41","2017-01-01",250.74
"A4100","THS_HD","BG42","2017-01-01",298.28
"A4100","THS_HD","DE","2017-01-01",1574.31
"A4100","THS_HD","DE1","2017-01-01",213.3
"A4100","THS_HD","DE2","2017-01-01",266.68
"A4100","THS_HD","DE4","2017-01-01",69.35
"A4100","THS_HD","DE7","2017-01-01",108.34
"A4100","THS_HD","DE8","2017-01-01",70.49
"A4100","THS_HD","DE9","2017-01-01",171.67
"A4100","THS_HD","DEA","2017-01-01",137.65
"A4100","THS_HD","DEB","2017-01-01",67.69
"A4100","THS_HD","DEC","2017-01-01",4.99
"A4100","THS_HD","DED","2017-01-01",70.97
"A4100","THS_HD","DEE","2017-01-01",68.63
"A4100","THS_HD","DEF","2017-01-01",202.03
"A4100","THS_HD","DEG","2017-01-01",122.54
"A4100","THS_HD","EL","2017-01-01",8592.6
"A4100","THS_HD","EL3","2017-01-01",74
"A4100","THS_HD","EL30","2017-01-01",69.4
"A4100","THS_HD","EL4","2017-01-01",2317.9
"A4100","THS_HD","EL41","2017-01-01",421.9
"A4100","THS_HD","EL42","2017-01-01",167.7
"A4100","THS_HD","EL43","2017-01-01",1728.3
"A4100","THS_HD","EL5","2017-01-01",2534.6
"A4100","THS_HD","EL51","2017-01-01",581.8
"A4100","THS_HD","EL52","2017-01-01",852.9
"A4100","THS_HD","EL53","2017-01-01",385.3
"A4100","THS_HD","EL54","2017-01-01",714.6
"A4100","THS_HD","EL6","2017-01-01",3666.2
"A4100","THS_HD","EL61","2017-01-01",1178.2
"A4100","THS_HD","EL62","2017-01-01",116.1
"A4100","THS_HD","EL63","2017-01-01",1405.1
"A4100","THS_HD","EL64","2017-01-01",501
"A4100","THS_HD","EL65","2017-01-01",465.8
"A4100","THS_HD","ES","2017-01-01",15963.11
"A4100","THS_HD","ES1","2017-01-01",317.08
"A4100","THS_HD","ES11","2017-01-01",207.16
"A4100","THS_HD","ES12","2017-01-01",46
"A4100","THS_HD","ES13","2017-01-01",63.91
"A4100","THS_HD","ES2","2017-01-01",2573.92
"A4100","THS_HD","ES21","2017-01-01",239.27
"A4100","THS_HD","ES22","2017-01-01",498.12
"A4100","THS_HD","ES23","2017-01-01",116.62
"A4100","THS_HD","ES24","2017-01-01",1719.92
"A4100","THS_HD","ES3","2017-01-01",100
"A4100","THS_HD","ES30","2017-01-01",100
"A4100","THS_HD","ES4","2017-01-01",9004.37
"A4100","THS_HD","ES41","2017-01-01",3020.95
"A4100","THS_HD","ES42","2017-01-01",2300.8
"A4100","THS_HD","ES43","2017-01-01",3682.61
"A4100","THS_HD","ES5","2017-01-01",1099.6
"A4100","THS_HD","ES51","2017-01-01",514.1
"A4100","THS_HD","ES52","2017-01-01",295.53
"A4100","THS_HD","ES53","2017-01-01",289.97
"A4100","THS_HD","ES6","2017-01-01",2809.43
"A4100","THS_HD","ES61","2017-01-01",2215.23
"A4100","THS_HD","ES62","2017-01-01",594.2
"A4100","THS_HD","ES63","2017-01-01",0
"A4100","THS_HD","ES64","2017-01-01",0
"A4100","THS_HD","ES7","2017-01-01",58.72
"A4100","THS_HD","ES70","2017-01-01",58.72
"A4100","THS_HD","FR","2017-01-01",6877.27
"A4100","THS_HD","FR1","2017-01-01",10.05
"A4100","THS_HD","FR10","2017-01-01",10.05
"A4100","THS_HD","FRB","2017-01-01",170.17
"A4100","THS_HD","FRB0","2017-01-01",170.17
"A4100","THS_HD","FRC","2017-01-01",248.98
"A4100","THS_HD","FRC1","2017-01-01",194.86
"A4100","THS_HD","FRC2","2017-01-01",54.12
"A4100","THS_HD","FRD","2017-01-01",152.27
"A4100","THS_HD","FRD1","2017-01-01",99.91
"A4100","THS_HD","FRD2","2017-01-01",52.36
"A4100","THS_HD","FRE","2017-01-01",132.13
"A4100","THS_HD","FRE1","2017-01-01",44.82
"A4100","THS_HD","FRE2","2017-01-01",87.31
"A4100","THS_HD","FRF","2017-01-01",323.74
"A4100","THS_HD","FRF1","2017-01-01",32.13
"A4100","THS_HD","FRF2","2017-01-01",108.91
"A4100","THS_HD","FRF3","2017-01-01",182.7
"A4100","THS_HD","FRG","2017-01-01",121.89
"A4100","THS_HD","FRG0","2017-01-01",121.89
"A4100","THS_HD","FRH","2017-01-01",72.21
"A4100","THS_HD","FRH0","2017-01-01",72.21
"A4100","THS_HD","FRI","2017-01-01",1666.41
"A4100","THS_HD","FRI1","2017-01-01",743.4
"A4100","THS_HD","FRI2","2017-01-01",393.75
"A4100","THS_HD","FRI3","2017-01-01",529.26
"A4100","THS_HD","FRJ","2017-01-01",2224.4
"A4100","THS_HD","FRJ1","2017-01-01",301.83
"A4100","THS_HD","FRJ2","2017-01-01",1922.57
"A4100","THS_HD","FRK","2017-01-01",830.11
"A4100","THS_HD","FRK1","2017-01-01",459.38
"A4100","THS_HD","FRK2","2017-01-01",370.73
"A4100","THS_HD","FRL","2017-01-01",813.62
"A4100","THS_HD","FRL0","2017-01-01",813.62
"A4100","THS_HD","FRM","2017-01-01",96.85
"A4100","THS_HD","FRM0","2017-01-01",96.85
"A4100","THS_HD","FRY","2017-01-01",14.44
"A4100","THS_HD","FRY1","2017-01-01",1.31
"A4100","THS_HD","FRY2","2017-01-01",9.95
"A4100","THS_HD","FRY3","2017-01-01",1.04
"A4100","THS_HD","FRY4","2017-01-01",2.14
"A4100","THS_HD","HR","2017-01-01",636.8
"A4100","THS_HD","HR03","2017-01-01",382.8
"A4100","THS_HD","HR04","2017-01-01",254
"A4100","THS_HD","HU","2017-01-01",1146
"A4100","THS_HD","HU1","2017-01-01",82
"A4100","THS_HD","HU10","2017-01-01",82
"A4100","THS_HD","HU11","2017-01-01",2
"A4100","THS_HD","HU12","2017-01-01",80
"A4100","THS_HD","HU2","2017-01-01",195
"A4100","THS_HD","HU21","2017-01-01",77
"A4100","THS_HD","HU22","2017-01-01",23
"A4100","THS_HD","HU23","2017-01-01",95
"A4100","THS_HD","HU3","2017-01-01",869
"A4100","THS_HD","HU31","2017-01-01",110
"A4100","THS_HD","HU32","2017-01-01",436
"A4100","THS_HD","HU33","2017-01-01",323
"A4100","THS_HD","IE","2017-01-01",3981.81
"A4100","THS_HD","IE0","2017-01-01",3900.78
"A4100","THS_HD","IE04","2017-01-01",1910.07
"A4100","THS_HD","IE05","2017-01-01",1135.26
"A4100","THS_HD","IE06","2017-01-01",936.49
"A4100","THS_HD","IS","2017-01-01",458
"A4100","THS_HD","IS0","2017-01-01",458
"A4100","THS_HD","IS00","2017-01-01",458
"A4100","THS_HD","IT","2017-01-01",7215.4
"A4100","THS_HD","ITC","2017-01-01",252.46
"A4100","THS_HD","ITC1","2017-01-01",121.15
"A4100","THS_HD","ITC2","2017-01-01",1.85
"A4100","THS_HD","ITC3","2017-01-01",9.26
"A4100","THS_HD","ITC4","2017-01-01",120.19
"A4100","THS_HD","ITF","2017-01-01",1263.71
"A4100","THS_HD","ITF1","2017-01-01",218.24
"A4100","THS_HD","ITF2","2017-01-01",82.09
"A4100","THS_HD","ITF3","2017-01-01",193.4
"A4100","THS_HD","ITF4","2017-01-01",241.23
"A4100","THS_HD","ITF5","2017-01-01",291.56
"A4100","THS_HD","ITF6","2017-01-01",237.19
"A4100","THS_HD","ITG","2017-01-01",3970.97
"A4100","THS_HD","ITG1","2017-01-01",718.76
"A4100","THS_HD","ITG2","2017-01-01",3252.22
"A4100","THS_HD","ITH","2017-01-01",214.43
"A4100","THS_HD","ITH1","2017-01-01",43.86
"A4100","THS_HD","ITH2","2017-01-01",46.85
"A4100","THS_HD","ITH3","2017-01-01",48.14
"A4100","THS_HD","ITH4","2017-01-01",12.05
"A4100","THS_HD","ITH5","2017-01-01",63.53
"A4100","THS_HD","ITI","2017-01-01",1513.84
"A4100","THS_HD","ITI1","2017-01-01",450.16
"A4100","THS_HD","ITI2","2017-01-01",178.03
"A4100","THS_HD","ITI3","2017-01-01",157.82
"A4100","THS_HD","ITI4","2017-01-01",727.83
"A4100","THS_HD","LT","2017-01-01",169.7
"A4100","THS_HD","LT0","2017-01-01",169.7
"A4100","THS_HD","LT00","2017-01-01",169.7
"A4100","THS_HD","LT01","2017-01-01",25.2
"A4100","THS_HD","LT02","2017-01-01",144.5
"A4100","THS_HD","LV","2017-01-01",112.21
"A4100","THS_HD","LV0","2017-01-01",112.21
"A4100","THS_HD","LV00","2017-01-01",112.21
"A4100","THS_HD","ME","2017-01-01",189
"A4100","THS_HD","ME0","2017-01-01",189
"A4100","THS_HD","ME00","2017-01-01",189
"A4100","THS_HD","MK","2017-01-01",725
"A4100","THS_HD","MK0","2017-01-01",725
"A4100","THS_HD","MK00","2017-01-01",725
"A4100","THS_HD","MT","2017-01-01",11.74
"A4100","THS_HD","MT0","2017-01-01",11.74
"A4100","THS_HD","MT00","2017-01-01",11.74
"A4100","THS_HD","NL","2017-01-01",1015
"A4100","THS_HD","NL1","2017-01-01",321
"A4100","THS_HD","NL11","2017-01-01",84
"A4100","THS_HD","NL12","2017-01-01",182
"A4100","THS_HD","NL13","2017-01-01",55
"A4100","THS_HD","NL2","2017-01-01",226
"A4100","THS_HD","NL21","2017-01-01",74
"A4100","THS_HD","NL22","2017-01-01",137
"A4100","THS_HD","NL23","2017-01-01",14
"A4100","THS_HD","NL3","2017-01-01",349
"A4100","THS_HD","NL31","2017-01-01",47
"A4100","THS_HD","NL32","2017-01-01",145
"A4100","THS_HD","NL33","2017-01-01",114
"A4100","THS_HD","NL34","2017-01-01",44
"A4100","THS_HD","NL4","2017-01-01",120
"A4100","THS_HD","NL41","2017-01-01",80
"A4100","THS_HD","NL42","2017-01-01",40
"A4100","THS_HD","PT","2017-01-01",2224.69
"A4100","THS_HD","PT1","2017-01-01",2218.11
"A4100","THS_HD","PT11","2017-01-01",297.14
"A4100","THS_HD","PT15","2017-01-01",47.07
"A4100","THS_HD","PT16","2017-01-01",505.56
"A4100","THS_HD","PT17","2017-01-01",44.81
"A4100","THS_HD","PT18","2017-01-01",1323.54
"A4100","THS_HD","PT2","2017-01-01",3.26
"A4100","THS_HD","PT20","2017-01-01",3.88
"A4100","THS_HD","PT3","2017-01-01",3.32
"A4100","THS_HD","PT30","2017-01-01",3.54
"A4100","THS_HD","RO","2017-01-01",9981.8
"A4100","THS_HD","RO1","2017-01-01",3971.5
"A4100","THS_HD","RO11","2017-01-01",1679.5
"A4100","THS_HD","RO12","2017-01-01",2292
"A4100","THS_HD","RO2","2017-01-01",2889.9
"A4100","THS_HD","RO21","2017-01-01",1395.8
"A4100","THS_HD","RO22","2017-01-01",1494.1
"A4100","THS_HD","RO3","2017-01-01",990.2
"A4100","THS_HD","RO31","2017-01-01",959.9
"A4100","THS_HD","RO32","2017-01-01",30.3
"A4100","THS_HD","RO4","2017-01-01",2130.2
"A4100","THS_HD","RO41","2017-01-01",668.6
"A4100","THS_HD","RO42","2017-01-01",1461.6
"A4100","THS_HD","RS","2017-01-01",1704
"A4100","THS_HD","RS1","2017-01-01",360
"A4100","THS_HD","RS11","2017-01-01",59
"A4100","THS_HD","RS12","2017-01-01",301
"A4100","THS_HD","RS2","2017-01-01",1343
"A4100","THS_HD","RS21","2017-01-01",1031
"A4100","THS_HD","RS22","2017-01-01",312
"A4100","THS_HD","SE","2017-01-01",606.08
"A4100","THS_HD","SE1","2017-01-01",148.07
"A4100","THS_HD","SE11","2017-01-01",22.05
"A4100","THS_HD","SE12","2017-01-01",126.02
"A4100","THS_HD","SE2","2017-01-01",369.86
"A4100","THS_HD","SE21","2017-01-01",167.76
"A4100","THS_HD","SE22","2017-01-01",87.1
"A4100","THS_HD","SE23","2017-01-01",115
