"Land Area","Trade flow","Commodity","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Turks and Caicos Is.","Import","Fish","978","F","1019","F","1052","F","1114","F","1157","F","1299","","2138","","2468","","2559","","2512","","1790","F","2251","","2430","","2870","F","2881","F","3133","F"
"United States of America","Export","Crustaceans","592662","","520254","","572908","","622330","","531232","","608406","","597007","","663732","","690352","","658774","","760457","","960987","","916972","","963994","","1163263","","1179063",""
"United States of America","Export","Fish","2090472","","2442560","","2334007","","2435902","","2709887","","3127276","","3050755","","3259080","","3189282","","2882985","","3205657","","3988126","","3658353","","3744719","","3683358","","3591359",""
"United States of America","Import","Crustaceans","5542717","","5553676","","5510043","","6044872","","6043386","","6157991","","6698227","","6695080","","6809294","","6041314","","6852836","","7868512","","7250772","","8233126","","9972540","","8759933",""
"United States of America","Import","Fish","4249670","","4179916","","4488223","","4888097","","5185430","","5736944","","6410353","","6839276","","7165723","","6912643","","7617620","","8353384","","9098438","","9382943","","9926427","","9657909",""
"Uruguay","Export","Crustaceans","10189","","5572","","6316","","8101","","7797","","7573","","10978","","11957","","8814","","9238","","9554","","7444","","3417","","5016","","5110","","2946",""
"Uruguay","Export","Fish","86514","","82867","","84198","","90458","","113273","","117861","","123971","","139234","","183360","","158418","","167317","","219839","","180336","","134666","","146177","","108059",""
"Uruguay","Import","Crustaceans","750","","802","","251","","648","","442","","1557","","1297","","2714","","2275","","1717","","1834","","2574","","2199","","3187","","3812","","3021",""
"Uruguay","Import","Fish","10166","","14178","","10835","","13899","","14907","","15170","","24465","","37588","","45123","","45976","","54973","","54807","","47511","","51210","","51593","","39345",""
"Venezuela, Boliv Rep of","Export","Crustaceans","135453","","104652","","81428","","44712","","55501","","105125","","22552","","31091","","27174","","29719","","10867","","13795","","13188","","14287","","18513","","29688",""
"Venezuela, Boliv Rep of","Export","Fish","17446","","32925","","49413","","30098","","43259","","58931","","2450","","4312","F","7314","F","8095","F","7173","F","9698","F","9933","F","11924","F","7810","F","10021","F"
"Venezuela, Boliv Rep of","Import","Crustaceans","655","","536","","1192","","598","","669","","368","","574","","418","","9335","","325","","1025","","555","","567","","1169","","645","","203",""
"Venezuela, Boliv Rep of","Import","Fish","33791","","47304","","33749","","10343","","40227","","45479","","55628","","132332","","317547","","419768","","213338","","249812","","326839","","306763","","326650","","60243",""
