internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName
8431,Evarra bustamantei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Evarra,bustamantei
8432,Evarra eigenmanni,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Evarra,eigenmanni
8433,Evarra tlahuacensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Evarra,tlahuacensis
9023,Chelonoidis niger,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Chelonoidis,niger
1000,Amastra umbilicata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,umbilicata
10182,Hirasea planulata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ENDODONTIDAE,Hirasea,planulata
10345,Hygrotus artus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Hygrotus,artus
10637,Hypena laysanensis,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,laysanensis
10639,Hypena plagiota,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,plagiota
10640,Hypena senicula,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,senicula
10641,Hypena newelli,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Hypena,newelli
10815,Incerticyclus cinereus,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Incerticyclus,cinereus
10816,Incerticyclus martinicensis,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Incerticyclus,martinicensis
11196,Lamellidea monodonta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Lamellidea,monodonta
11197,Lamellidea nakadai,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Lamellidea,nakadai
11251,Lampsilis binominata,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Lampsilis,binominata
11459,Leiostyla lamellosa,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,lamellosa
1164,Amphicyclotulus guadeloupensis,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Amphicyclotulus,guadeloupensis
1168,Amphigyra alabamensis,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Amphigyra,alabamensis
11768,Athearnia crassa,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Athearnia,crassa
11773,Leptoxis clipeata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,clipeata
11774,Leptoxis compacta,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,compacta
11775,Leptoxis foremanii,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,foremanii
11776,Leptoxis formosa,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,formosa
11777,Leptoxis ligata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,ligata
11778,Leptoxis lirata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,lirata
11781,Leptoxis occultata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,occultata
11784,Leptoxis showalterii,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,showalterii
11786,Leptoxis torrefacta,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,torrefacta
11788,Leptoxis vittata,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Leptoxis,vittata
11895,Leucocharis loyaltiensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Leucocharis,loyaltiensis
11896,Leucocharis porphyrocheila,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Leucocharis,porphyrocheila
11919,Levuana irridescens,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,ZYGAENIDAE,Levuana,irridescens
11931,Libera subcavernula,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Libera,subcavernula
11932,Libera tumuloides,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Libera,tumuloides
11934,Libythea cinyras,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Libythea,cinyras
11993,Liocypris grandis,ANIMALIA,ARTHROPODA,OSTRACODA,PODOCOPIDA,CYPRIDIDAE,Liocypris,grandis
12242,Littoraria flammea,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITTORINIDAE,Littoraria,flammea
12243,Littoridina gaudichaudii,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Littoridina,gaudichaudii
12382,Lottia alveus,ANIMALIA,MOLLUSCA,GASTROPODA,PATELLIDA,LOTTIIDAE,Lottia,alveus
12526,Lyropupa perlonga,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Lyropupa,perlonga
12879,Mautodontha acuticosta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,acuticosta
12882,Mautodontha consimilis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,consimilis
12883,Mautodontha consobrina,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,consobrina
12884,Mautodontha maupiensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,maupiensis
12885,Mautodontha parvidens,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,parvidens
12886,Mautodontha punctiperforata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,punctiperforata
12887,Mautodontha saintjohni,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,saintjohni
12888,Mautodontha subtilis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,subtilis
12889,Mautodontha unilamellata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,unilamellata
12890,Mautodontha zebrina,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Mautodontha,zebrina
1292,Fluvidona dulvertonensis,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Fluvidona,dulvertonensis
12922,Mecodema punctellum,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,Mecodema,punctellum
12926,Medionidus mcglameriae,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,mcglameriae
12944,Megadytes ducalis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Megadytes,ducalis
135421,Salvelinus neocomensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salvelinus,neocomensis
135505,Eudontomyzon sp. nov. 'migratory',ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Eudontomyzon,sp. nov. 'migratory'
135506,Coregonus gutturosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,gutturosus
135539,Salvelinus profundus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salvelinus,profundus
135556,Coregonus bezola,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,bezola
135570,Coregonus restrictus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,restrictus
135627,Coregonus fera,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,fera
135636,Romanogobio antipai,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Romanogobio,antipai
135637,Gasterosteus crenobiontus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Gasterosteus,crenobiontus
135671,Coregonus hiemalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,hiemalis
136721,Bos primigenius,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Bos,primigenius
14316,Namibcypris costata,ANIMALIA,ARTHROPODA,OSTRACODA,PODOCOPIDA,CANDONIDAE,Namibcypris,costata
14318,Nancibella quintalia,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICARIONIDAE,Nancibella,quintalia
14483,Neduba extincta,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Neduba,extincta
14553,Neoplanorbis carinatus,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Neoplanorbis,carinatus
14554,Neoplanorbis smithi,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Neoplanorbis,smithi
14555,Neoplanorbis umbilicatus,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Neoplanorbis,umbilicatus
14681,Nesopupa turtoni,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Nesopupa,turtoni
14746,Newcombia philippiana,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Newcombia,philippiana
15166,Oeobia sp. nov.,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,Oeobia,sp. nov.
15187,Ohridohauffenia drimica,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Ohridohauffenia,drimica
15191,Oleacina guadeloupensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OLEACINIDAE,Oleacina,guadeloupensis
15297,Omphalotropis plicosa,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Omphalotropis,plicosa
153621,Cambarellus chihuahuae,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Cambarellus,chihuahuae
153825,Cambarellus alvarezi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Cambarellus,alvarezi
155676,Heleobia spinellii,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,COCHLIOPIDAE,Heleobia,spinellii
155726,Islamia ateni,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,ateni
155997,Bythinella gibbosa,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BYTHINELLIDAE,Bythinella,gibbosa
15864,Pachystyla rufozonata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,EUCONULIDAE,Pachystyla,rufozonata
15867,Pacifastacus nigrescens,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ASTACIDAE,Pacifastacus,nigrescens
15971,Panulena perrugosa,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICARIONIDAE,Panulena,perrugosa
162307,Euphrasia mendoncae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OROBANCHACEAE,Euphrasia,mendoncae
16272,Partula aurantia,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,aurantia
16280,Partula salifana,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,salifana
16284,Partula arguta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,arguta
16290,Partula labrusca,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,labrusca
16298,Partula atilis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,atilis
16300,Partula auriculata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,auriculata
16306,Partula crassilabris,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,crassilabris
16301,Partula candida,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,candida
16308,Partula dolichostoma,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,dolichostoma
16303,Partula citrina,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,citrina
16310,Partula formosa,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,formosa
16312,Partula garretti,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,garretti
16307,Partula cuneata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,cuneata
16314,Partula imperforata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,imperforata
16315,Partula leptochila,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,leptochila
16317,Partula levistriata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,levistriata
16318,Partula lutea,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,lutea
16322,Partula producta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,producta
16324,Partula protracta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,protracta
16326,Partula raiatensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,raiatensis
16327,Partula remota,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,remota
16331,Partula turgida,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,turgida
16334,Partula bilineata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,bilineata
16335,Partula callifera,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,callifera
16336,Partula cedista,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,cedista
16337,Partula cytherea,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,cytherea
16338,Partula dolorosa,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,dolorosa
16339,Partula eremita,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,eremita
16341,Partula planilabrum,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,planilabrum
16343,Partula sagitta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,sagitta
16349,Partula umbilicata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,umbilicata
16351,Partulina crassa,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,crassa
16353,Partulina montagui,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,montagui
165210,Viola cryana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,cryana
165235,Centaurea pseudoleucolepis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Centaurea,pseudoleucolepis
16601,Perdicella fulgurans,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Perdicella,fulgurans
16602,Perdicella maniensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Perdicella,maniensis
16603,Perdicella zebra,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Perdicella,zebra
16604,Perdicella zebrina,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Perdicella,zebrina
166049,Anabarilius macrolepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,XENOCYPRIDIDAE,Anabarilius,macrolepis
168112,Pachnodus ladiguensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CERASTIDAE,Pachnodus,ladiguensis
168116,Pachnodus curiosus,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CERASTIDAE,Pachnodus,curiosus
168191,Partula lugubris,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,lugubris
168192,Partula navigatoria,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,navigatoria
168200,Samoana inflata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Samoana,inflata
17078,Phrynomedusa fimbriata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Phrynomedusa,fimbriata
17120,Phyllococcus oahuensis,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,PSEUDOCOCCIDAE,Phyllococcus,oahuensis
17240,Physella microstriata,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PHYSIDAE,Physella,microstriata
173001,Cyclura onchiopsis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Cyclura,onchiopsis
17449,Placostylus cuniculinsulae,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Placostylus,cuniculinsulae
17480,Planorbella multivolvis,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Planorbella,multivolvis
17672,Pleurobema altum,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,altum
17673,Pleurobema avellanum,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,avellanum
17675,Pleurobema bournianum,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,bournianum
17680,Pleurobema flavidulum,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,flavidulum
17684,Pleurobema hagleri,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,hagleri
17686,Pleurobema johannis,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,johannis
17687,Pleurobema murrayense,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,murrayense
17688,Pleurobema nucleopsis,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,nucleopsis
17694,Pleurobema troschelianum,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,troschelianum
17695,Pleurobema verum,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Pleurobema,verum
17708,Pleurodonte desidens,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Pleurodonte,desidens
18090,Posticobia norfolkensis,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Posticobia,norfolkensis
180996,Platytropius siamensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,HORABAGRIDAE,Platytropius,siamensis
184497,Pseudamnicola latasteana,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,latasteana
184510,Chambardia letourneuxi,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,IRIDINIDAE,Chambardia,letourneuxi
184511,Bythinella mauritanica,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BYTHINELLIDAE,Bythinella,mauritanica
184524,Pseudamnicola desertorum,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,desertorum
184558,Pseudamnicola oudrefica,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,oudrefica
184605,Hydrobia gracilis,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Hydrobia,gracilis
184612,Pseudamnicola singularis,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,singularis
184618,Pseudamnicola barratei,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,barratei
184705,Bythinella microcochlia,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BYTHINELLIDAE,Bythinella,microcochlia
184731,Pseudamnicola ragia,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,ragia
184739,Bythinella limnopsis,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BYTHINELLIDAE,Bythinella,limnopsis
184742,Pseudamnicola globulina,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,globulina
184749,Mercuria letourneuxiana,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Mercuria,letourneuxiana
184753,Pseudamnicola doumeti,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,doumeti
18912,Pupilla obliquicosta,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Pupilla,obliquicosta
18979,Marstonia olivacea,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Marstonia,olivacea
19057,Quintalia flosculus,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICARIONIDAE,Quintalia,flosculus
19058,Quintalia stoddartii,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICARIONIDAE,Quintalia,stoddartii
19148,Lithobates fisheri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,fisheri
191546,Vernonia sechellensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Vernonia,sechellensis
193438,Oeceoclades seychellarum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Oeceoclades,seychellarum
19440,Rhachis comorensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CERASTIDAE,Rhachis,comorensis
19441,Rhachis sanguineus,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CERASTIDAE,Rhachis,sanguineus
19460,Rhantus novacaledoniae,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Rhantus,novacaledoniae
19461,Rhantus orbignyi,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Rhantus,orbignyi
19462,Rhantus papuanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Rhantus,papuanus
19475,Rheobatrachus silus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Rheobatrachus,silus
19476,Rheobatrachus vitellinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Rheobatrachus,vitellinus
19695,Rhyacophila amabilis,ANIMALIA,ARTHROPODA,INSECTA,TRICHOPTERA,RHYACOPHILIDAE,Rhyacophila,amabilis
19741,Romankenkius pedderensis,ANIMALIA,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,DUGESIIDAE,Romankenkius,pedderensis
19873,Salvelinus agassizii,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salvelinus,agassizii
199838,Pennatomys nivalis,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Pennatomys,nivalis
20074,Scotorythra megalophylla,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Scotorythra,megalophylla
20075,Scotorythra nesiotes,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Scotorythra,nesiotes
20207,Siettitia balsetensis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Siettitia,balsetensis
20257,Sinployea canalis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,canalis
20258,Sinployea decorticata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,decorticata
20259,Sinployea harveyensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,harveyensis
20260,Sinployea otareae,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,otareae
20261,Sinployea planospira,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,planospira
20262,Sinployea proxima,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,proxima
20263,Sinployea rudis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,rudis
20264,Sinployea tenuicostata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,tenuicostata
