"state","year","incidence"
"ALABAMA","1966",9.279999999999998
"ALABAMA","1967",8.419999999999996
"ALABAMA","1968",9.179999999999998
"ALABAMA","1969",11.019999999999998
"ALABAMA","1970",11.799999999999997
"ALABAMA","1971",10.659999999999998
"ALABAMA","1972",9.57
"ALABAMA","1973",12.930000000000005
"ALABAMA","1974",6.58
"ALABAMA","1975",7.650000000000002
"ALABAMA","1976",5.860000000000002
"ALABAMA","1977",5.379999999999999
"ALABAMA","1978",5.29
"ALABAMA","1979",6.640000000000001
"ALABAMA","1980",5.089999999999998
"ALABAMA","1981",3.589999999999999
"ALABAMA","1982",3.33
"ALABAMA","1983",4.559999999999999
"ALABAMA","1984",2.969999999999999
"ALABAMA","1985",1.0100000000000002
"ALABAMA","1986",1.1800000000000004
"ALABAMA","1987",1.9100000000000008
"ALABAMA","1988",0.30000000000000004
"ALABAMA","1989",1.2900000000000003
"ALABAMA","1990",2.050000000000001
"ALABAMA","1991",0.8700000000000002
"ALABAMA","1992",0.81
"ALABAMA","1993",0.9400000000000003
"ALABAMA","1994",1.6800000000000006
"ALABAMA","1995",1.7700000000000005
"ALABAMA","1996",4.550000000000001
"ALABAMA","1997",0.9000000000000001
"ALABAMA","1998",1.4700000000000004
"ALABAMA","1999",1.1700000000000004
"ALABAMA","2000",1.1500000000000004
"ALABAMA","2001",1.4100000000000004
"ALABAMA","2002",0.7500000000000002
"ALABAMA","2003",0.27999999999999997
"ALABAMA","2004",0.12000000000000001
"ALABAMA","2005",0.71
"ALABAMA","2006",0.35000000000000003
"ALABAMA","2007",0.41000000000000003
"ALABAMA","2008",0.2
"ALABAMA","2009",0.19999999999999998
"ALABAMA","2010",0.16
"ALABAMA","2011",0.14
"ALASKA","1966",33.25
"ALASKA","1967",14.04
"ALASKA","1968",29.430000000000003
"ALASKA","1969",21.32
"ALASKA","1970",35.78000000000001
"ALASKA","1971",29.610000000000003
"ALASKA","1972",60.219999999999985
"ALASKA","1973",65.93999999999998
"ALASKA","1974",65.96000000000001
"ALASKA","1975",102.02999999999999
"ALASKA","1976",271.16
"ALASKA","1977",136.16
"ALASKA","1978",31.079999999999995
"ALASKA","1979",15.23
"ALASKA","1980",4.319999999999999
"ALASKA","1981",9.959999999999999
"ALASKA","1982",3.420000000000001
"ALASKA","1983",8.32
"ALASKA","1984",2.65
"ALASKA","1985",3.2800000000000007
"ALASKA","1986",12.290000000000001
"ALASKA","1987",44.27000000000002
"ALASKA","1988",48.96
"ALASKA","1989",89.80000000000001
"ALASKA","1990",30.149999999999984
"ALASKA","1991",14.039999999999997
"ALASKA","1992",11.049999999999999
"ALASKA","1993",62.390000000000015
"ALASKA","1994",27.029999999999994
"ALASKA","1995",6.34
"ALASKA","1996",7.530000000000001
"ALASKA","1997",3.25
"ALASKA","1998",0.9600000000000001
"ALASKA","1999",1.12
"ALASKA","2000",1.28
"ALASKA","2001",1.5899999999999999
"ALASKA","2002",1.74
"ALASKA","2003",1.21
"ALASKA","2004",0.6
"ALASKA","2005",0.44999999999999996
"ALASKA","2007",0.44999999999999996
"ALASKA","2008",0.44999999999999996
"ALASKA","2009",0.8500000000000001
"ALASKA","2010",0.56
"ALASKA","2011",0.14
"ARIZONA","1966",25.72
"ARIZONA","1967",23.679999999999993
"ARIZONA","1968",25.36999999999999
"ARIZONA","1969",30.439999999999998
"ARIZONA","1970",32.440000000000005
"ARIZONA","1971",44.74
"ARIZONA","1972",31.060000000000002
"ARIZONA","1973",7.12
"ARIZONA","1974",22.47
"ARIZONA","1975",18.67
"ARIZONA","1976",23.090000000000003
"ARIZONA","1977",36.98
"ARIZONA","1978",43.15999999999999
"ARIZONA","1979",65.77
"ARIZONA","1980",22.620000000000005
"ARIZONA","1981",15
"ARIZONA","1982",17.32
"ARIZONA","1983",27.540000000000006
"ARIZONA","1984",22.66
"ARIZONA","1985",30.650000000000006
"ARIZONA","1986",29.49
"ARIZONA","1987",54.45999999999999
"ARIZONA","1988",26.840000000000003
"ARIZONA","1989",54.79000000000001
"ARIZONA","1990",44.63
"ARIZONA","1991",22.030000000000005
"ARIZONA","1992",19.44
"ARIZONA","1993",16.290000000000003
"ARIZONA","1994",22.020000000000003
"ARIZONA","1995",22.339999999999996
