2018 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
81,Dominican Republic,DOM,Ranked,65.78,76.52,69.37,51.46,86.42,87.95,77.57,54.14,77.88,65.84,57.69,76.06,77.43,55.14,46.80,26.46,11.1,114.752,30.8,9.764,72.5537,96.5764,80.3987,83.5396,7.14704,98.9,2.3353,12.0275,89.93,17.3941,4,0.853,31.4238,93.7785,94.6868,70.2723,1.08495,1.061,81.7758,63.87,0.49153,2.636,21.114,408.661,63.769,1.244,24.734,209.164,14.0774,26,0.819,3.805,0.456,4.649,40.541,27,83.4,29,33.8573,5.5,1.627,2.001,2.414,2.95985,8.1,0,0
57,Ecuador,ECU,Ranked,70.48,81.91,73.85,55.69,87.39,89.16,90.04,61.04,90.07,61.47,71.04,72.82,78.58,56.32,56.91,30.94,8,77.646,14.8,22.096,55.5926,93.682,86.886,87.1766,7.13044,98.7,4.91889,3.35662,95.24,6.53479,4,0.937,29.1353,94.3502,98.9184,88.2494,1.02901,2.341,84.7252,54.0629,0.57627,1.394,22.8206,243.57,67.64,2.655,23.622,390.693,15.4978,25,0.78,3.747,0.58,4.707,46.317,22,80.6,32,45.2733,7,2.512,2.751,2.562,2.44336,8.6,2,5
98,Egypt,EGY,Ranked,60.13,82.87,53.65,43.86,88.29,97.62,91.46,54.11,75.71,55.81,43.40,39.67,40.51,64.80,28.91,41.22,4.6,62.144,22.9,21.033,50.3794,99.0329,97.6878,94.0783,0,100,5.02062,0.867612,97.31,2.51329,3,0.118,34.7446,72.1414,99.4395,81.4489,0.98162,0.177,102.198,41.2481,0.40678,0.764,17.1078,612.67,64.557,0.386,110.278,306.28,12.2977,10,0.199,2.321,0.477,2.394,21.564,14,79.6,32,,8.9,1.029,1.33,2.358,1.72181,6.5,11,45
87,El Salvador,SLV,Ranked,64.36,76.39,67.09,49.59,89.30,91.74,85.25,39.25,72.55,66.20,60.82,68.79,77.39,60.95,42.39,17.64,11,41.186,15,14.389,69.0026,97.0639,88.8368,87.2276,4.62277,96,4.82423,17.0833,84.71,105.442,5,0.7,24.5382,88.1418,85.7853,60.4452,0.99279,0.911,151.894,28.9971,0.55932,3.157,21.4706,290.853,69.845,0.756,28.799,276.381,10.7862,34,0.882,3.834,0.267,4.394,36.344,17,80.7,33,43.6907,6.4,1.544,1.348,2.379,1.59397,6.7,0,0
146,Eritrea,ERI,Ranked,31.66,40.18,34.30,20.51,52.69,21.85,41.96,44.23,40.73,4.07,42.58,49.81,12.80,28.80,33.77,6.68,,448.534,44.5,41.778,505.541,51.8497,51.7645,11.94,88.65,47.1507,,98.4131,15.6,8.04417,4,0.178,35.9335,,38.2493,26.3882,0.89872,1.597,10.2126,1.17712,0.01695,0.033,15.2214,630.901,39.547,2.806,36.3612,924.716,4.8627,1,0.028,1.209,0.07,0.905,78.367,31,28.2,20,,7.4,0.949,3.013,0.88,0.11462,,0,0
26,Estonia,EST,Ranked,83.03,91.85,85.06,72.18,97.07,98.95,93.28,78.13,95.60,91.00,77.24,76.41,96.02,82.98,56.86,52.84,2.9,3.399,2.9,7.86,14.8075,99.7117,96.8842,99.1397,0,100,5.79359,4.04643,92.61,3.19314,3,0.954,6.62935,99.8858,93.6857,94.2014,1.00743,3.807,144.61,87.2373,0.81356,3.831,22.2227,329.218,85.16,3.681,11.3612,528.653,17,38,0.975,3.817,0.959,4.807,5.534,5,78.8,71,24.841,7.53632,2.903,2.971,2.635,3.1005,13,3,40
115,Eswatini,SWZ,Ranked,50.30,61.58,51.52,37.81,65.10,65.38,61.35,54.49,64.53,42.13,41.50,57.93,36.14,68.00,36.57,10.52,21,117.222,56.3,32.363,587.009,68.9483,60.9331,58.3682,9.02383,69.7985,3.74,67.7763,48.52,17.2924,3,0.757,41.4768,83.0983,75.8547,36.7684,0.98375,1.438,74.0825,28.5735,0.25424,1.209,15.8587,697.422,53.266,1.703,39.855,265.793,4.03811,1,0.342,1.892,0.678,1.321,32.955,7,81.3,39,17.9797,3.1,1.036,2.267,0.378,0.29767,6.1,0,0
135,Ethiopia,ETH,Ranked,43.26,46.97,53.59,29.24,62.55,28.75,44.12,52.45,60.86,35.36,49.79,68.34,46.99,43.46,23.23,3.28,22.8,213.069,61.2,44.598,324.316,40.0414,34.8524,7.09074,30.3972,42.9,3.17323,72.6592,3.4,7.56161,4,0.226,16.3064,,86.4468,30.9552,0.95887,1.257,50.0219,15.3669,0.49153,0.674,18.3327,322.017,43.011,1.327,17.0068,809.843,14.6504,4,0.273,3.011,0.73,2.214,86.301,23,61.2,35,3.8207,8.8,1.533,1.695,0.129,0.40612,1.6,0,0
89,Fiji,FJI,Ranked,63.86,81.87,60.21,49.50,90.98,93.16,67.06,76.28,88.30,57.23,40.31,54.98,70.45,61.03,37.73,28.80,4.4,63.103,25,7.817,85.449,93.7446,86.8513,95.0692,0,96.6756,,60.8302,39.16,2.25783,,0.863,10.8798,,99.9319,83.4323,1.10828,2.653,116.236,46.507,0.28814,1.563,16.1772,870.215,59.631,1.847,42.7154,350.256,4.39292,24,0.52,3.711,0.738,3.564,43.687,10,64.4,,,6.6,1.561,1.581,1.959,,10.9,0,0
3,Finland,FIN,Ranked,89.17,96.10,88.65,82.78,98.81,99.87,98.67,87.04,95.43,90.93,84.65,83.58,96.80,90.88,80.51,62.92,2.5,3.647,2.3,2.602,6.58239,100,100,99.4479,0,100,6.67289,0.133323,100,1.49581,2,0.956,5.06305,99,99.2737,95.9382,1.10207,3.809,133.853,87.7037,0.91525,3.105,24.2677,200.772,92.696,3.437,7.54436,262.419,17,40,0.955,3.847,0.972,4.792,9.246,1,90.2,85,80.4164,1.5,2.957,3.154,3.212,4.30767,12.6,18,35
15,France,FRA,Ranked,87.69,94.31,90.22,78.53,98.28,99.67,99.03,80.26,96.82,90.49,88.38,85.19,93.94,86.84,66.62,66.72,2.5,7.235,4.2,2.837,14.2772,100,100,98.6508,0,100,6.76202,0.095675,100,1.57779,3,0.921,6.04345,99,99.566,93.7622,1.00759,3.515,104.404,79.27,0.89831,3.665,25.6837,210.436,93.644,3.806,10.9168,185.743,17,38,0.962,3.492,0.959,4.773,7.466,1,89.5,70,71.0756,7,3.112,2.679,2.975,3.09027,11.3,79,55
114,"Gambia, The",GMB,Ranked,50.42,60.48,52.14,38.63,64.82,68.68,42.96,65.44,55.05,53.05,46.45,54.00,68.51,35.93,46.15,3.94,9.8,457.972,65.8,22.411,330.192,77.8272,71.6641,39.123,2.73307,54.7473,3.48196,109.351,3.23,9.12851,3,0.816,22.4509,41.9501,81.7352,,0.95141,1.655,139.226,18.5,0.20339,2.929,16.6728,520.492,50.681,1.762,25.214,818.73,4.00642,20,0.335,3.654,0.797,4.113,72.481,25,29.7,30,12.7517,3.5,1.575,2.105,2.207,0.18012,2.6,0,0
54,Georgia,GEO,Ranked,71.13,83.53,73.16,56.71,92.30,92.14,83.14,66.55,96.76,75.55,61.72,58.62,82.66,58.39,44.84,40.95,7.4,38.941,11.4,12.265,23.0143,98.1705,79.7118,90.2544,0,100,4.97348,32.4563,76.36,2.70518,4,0.836,19.0234,99.5862,99.2613,97.7402,1.01541,3.314,140.925,59.26,0.55932,3.503,18.7314,540.077,70.787,3.441,35.4464,506.746,8.18819,26,0.925,3.407,0.714,4.699,49.643,14,50.9,56,6.9411,7.6,2.22,2.396,2.385,2.78677,12.8,1,15
8,Germany,DEU,Ranked,88.54,95.96,86.54,83.11,98.76,99.81,96.66,88.61,94.94,88.44,82.74,80.07,97.00,90.58,75.79,69.08,2.5,8.011,3.8,1.053,15.1994,100,100,99.2249,0,100,6.17589,0.294802,100,0.834682,2,0.951,4.87381,99,99.7819,,0.94717,3.33,126.314,84.3955,0.76271,3.715,23.2946,248.209,90.65,3.763,17.8235,254.326,17,39,0.973,3.793,0.984,4.858,5.839,0,88.9,81,71.7603,4.9,3.303,3.043,3.418,3.16145,13.6,99,45
97,Ghana,GHA,Ranked,60.83,63.01,64.72,54.76,76.33,47.40,55.56,72.76,73.80,66.85,50.00,68.23,90.95,50.99,58.05,19.03,6.3,130.636,51.8,20.965,390.501,80.4358,33.5444,17.806,31.2705,79.3,3.11746,70.938,20.37,1.6838,3,0.93,26.6801,71.4971,97.1403,56.2,0.97405,1.338,135.801,34.666,0.45763,3.624,16.9221,462.999,56.195,1.816,37.2827,284.458,13.423,37,0.891,3.806,0.908,4.393,69.223,9,46.7,40,11.8129,4.1,2.488,2.539,3.188,0.80818,6.3,1,10
30,Greece,GRC,Ranked,81.47,92.84,80.89,70.68,97.99,99.62,92.53,81.23,92.78,74.06,81.67,75.03,90.91,68.61,64.37,58.83,2.5,9.01,5.1,3.145,16.9655,100,100,98.9796,,100,5.40111,0.294306,94.31,0.82904,3,0.962,10.2315,97.3687,93.4194,90.0103,0.94067,3.709,112.118,69.0879,0.61017,2.143,23.915,260.24,90.741,3.323,23.3462,366.827,17,35,0.893,3.283,0.972,4.865,26.758,4,63.5,48,27.3428,5.1,2.8,3.578,2.653,5.69094,10.5,10,30
99,Guatemala,GTM,Ranked,59.90,70.07,66.69,42.95,74.52,81.54,77.18,47.06,67.10,67.40,58.41,73.84,68.56,55.36,31.94,15.94,16.1,106.431,28.6,47.404,117.533,93.7209,79.9159,65.0227,9.29245,91.9258,5.72601,43.3201,45.06,29.3987,5,0.654,18.5032,81.2859,88.3167,43.592,0.95086,0.715,110.144,34.5093,0.62712,2.644,20.9802,290.4,61.81,0.917,22.8094,277.58,13.5187,23,0.77,3.591,0.329,3.991,34.642,20,68.3,28,29.7905,8.8,2.172,1.299,0.666,1.3418,6.4,0,0
141,Guinea,GIN,Ranked,39.39,44.17,45.36,28.62,52.83,41.96,28.61,53.29,38.51,42.26,32.99,67.69,56.54,25.36,28.65,3.94,18.5,465.37,88.7,33.591,519.039,62.1082,27.6467,21.889,22.7125,33.5,2.41538,144.136,1.24,8.82458,4,0.517,26.2585,32.0039,78.8564,32.9991,0.65611,0.87,89.6262,9.8,0.08475,2.4,15.5424,586.899,35.072,0.358,18.06,1124.14,16.9514,17,0.682,3.607,0.321,2.362,90.074,38,28.8,27,10.8115,8.9,1.264,1.534,1.683,0.58218,1.5,0,0
93,Guyana,GUY,Ranked,63.29,77.90,59.63,52.33,85.37,86.37,74.47,65.37,84.31,51.24,51.67,51.29,85.46,59.90,48.19,15.79,7.8,126.727,32.3,13.962,96.97,95.5364,65.3432,85.7587,0.833363,89.6048,3.01403,16.1686,72.59,19.3881,3,0.933,18.416,85.6397,96.5344,83.1989,1.04444,2.027,75.6054,35.66,0.25424,2.903,18.2034,603.171,60.551,2.25,47.8497,746.499,8.57655,32,0.853,3.702,0.73,4.671,57.078,1,59.8,38,,7,2.014,2.425,2.177,0.57649,8.4,0,0
100,Honduras,HND,Ranked,59.81,71.31,62.49,45.64,83.55,86.74,70.44,44.50,64.86,54.93,56.74,73.44,69.83,54.49,42.60,15.63,15.5,114.199,18.9,22.209,51.5,94.286,89.5401,80.2425,12.6448,91.6,3.49943,35.805,51.87,57.45,5,0.669,17.0053,88.9875,85.8627,45.4413,1.14248,0.746,85.9532,30,0.38983,2.491,20.6351,338.576,62.476,0.873,15.465,493.463,15.0725,20,0.715,3.745,0.361,4.463,40.853,25,77.6,29,36.7242,5.6,1.929,1.13,2.08,1.20297,6.6,0,0
40,Hungary,HUN,Ranked,79.09,91.62,77.77,67.86,96.64,99.47,91.17,79.22,92.96,73.86,68.11,76.17,84.07,77.32,58.65,51.40,2.5,13.851,4.8,8.305,9.17858,99.9708,99.8574,97.9932,0,100,5.0955,8.617,100,2.25881,3,0.952,7.10336,99.1,97.7592,89.1464,0.99164,2.907,114.856,79.2594,0.49153,2.211,20.5973,462.558,83.52,2.941,28.948,248.748,17,28,0.697,3.687,0.862,4.873,5.702,1,78.5,45,25.6139,4.5,2.632,2.253,3.128,2.34565,11.7,7,45
4,Iceland,ISL,Ranked,89.08,97.78,87.79,81.67,98.69,99.70,98.63,94.11,97.11,89.72,88.46,75.86,95.09,87.01,81.73,62.86,2.5,2.515,2.2,2.531,17.0564,100,100,98.7827,0,100,6.66374,0.136141,100,0.908422,1,0.961,5.20053,99,99.5437,89.9894,1.00184,3.805,120.795,98.24,0.66102,3.8,24.9913,180.605,95.232,3.804,8.32141,325.368,11.6455,37,0.953,3.786,0.948,4.87,7.94,1,,77,92.1299,1.1,2.649,3.137,3.38,3.96376,12.3,3,65
103,India,IND,Ranked,57.36,66.59,57.31,48.18,71.60,61.61,69.99,63.15,73.74,61.86,48.38,45.27,74.02,46.00,42.71,29.99,15.3,161.748,41.6,40.642,221.177,91.8593,43.772,56.9417,39.5121,89.6459,4.67823,54.3628,39.88,3.39062,4,0.705,19.6296,69.3026,97.73,61.7681,1.01659,1.095,85.1709,29.5472,0.76271,1.833,17.8255,499.537,56.221,1.277,70.132,368.118,5.1047,35,0.561,2.705,0.709,4.379,77.151,28,67,40,26.654,8.3,2.009,2.137,2.121,1.37702,4.8,52,0
85,Indonesia,IDN,Ranked,64.85,73.87,67.46,53.22,78.54,64.02,76.02,76.88,82.60,61.35,54.44,71.46,79.45,60.57,40.77,32.08,7.3,168.544,26.3,35.171,144.611,88.6565,18.5621,71.2531,18.3584,97.62,4.43279,38.48,56.49,0.577544,3,0.786,15.7688,95.377,92.7346,76.807,1.02937,1.528,147.664,25.45,0.37288,3.419,18.2163,513.934,61.26,2.357,26.9603,249.202,11.8697,30,0.833,3.082,0.727,4.349,47.77,14,78.8,37,5.7178,7.2,2.008,1.812,2.424,1.85424,7.5,11,5
90,Iran,IRN,Ranked,63.78,84.56,65.00,41.79,93.40,92.92,91.56,60.37,85.77,54.44,67.85,51.94,43.84,55.43,23.53,44.35,5.1,23.567,15.5,10.591,23.5834,95.2015,92.3213,88.3553,1.6844,100,4.97625,0.309519,98.42,2.46904,3,0.339,28.4051,85.5443,98.6638,84.05,1.01583,1.999,100.302,53.2268,0.20339,0.987,21.8312,294.162,75.755,1.962,44.1388,662.839,6.97836,7,0.406,1.455,0.523,3.255,41.426,21,73.6,30,,9.27112,1.147,1.515,1.288,3.11816,9.7,21,5
14,Ireland,IRL,Ranked,88.01,95.28,87.44,81.32,98.39,96.16,97.23,89.35,97.87,87.33,83.75,80.78,96.81,87.06,77.02,64.41,2.5,4.039,3.6,2.662,19.5706,97.3835,97.3584,91.1466,0,100,6.3163,0.23964,100,0.617007,2,0.932,3.68401,99,99.9884,98.1407,1.02681,3.518,103.154,84.5154,0.71186,3.769,24.2088,200.632,94.491,3.107,13.3661,212.347,14.7259,39,0.968,3.878,0.969,4.806,10.907,0,87,74,84.3345,1.1,2.371,2.858,3.382,3.51982,12.7,15,55
31,Israel,ISR,Ranked,81.30,93.75,84.06,66.09,98.14,100.00,97.37,79.50,93.92,83.59,85.09,73.64,85.23,77.92,45.00,56.24,2.5,5.328,3.7,3.196,22.8274,100,100,100,0,100,6.35067,0.174728,100,1.36399,3,0.864,6.58407,,99.7507,98.6405,1.01695,2.429,129.031,79.6531,0.83051,2.362,25.1614,177.277,89.492,3.291,19.4484,316.684,13.1948,36,0.728,3.459,0.897,4.378,8.292,3,67.7,62,30.6508,9.99897,2.155,2.335,2.661,3.38295,13,12,30
20,Italy,ITA,Ranked,85.99,92.15,88.27,77.55,98.52,98.86,95.60,75.62,96.85,86.33,87.29,82.59,94.66,74.86,69.84,70.86,2.5,3.726,3.4,2.939,10.1018,99.4425,97.3728,98.7719,0,100,5.90956,0.208564,100,0.78818,4,0.883,6.5742,98.8483,98.8698,96.1719,0.98234,3.478,144.634,61.3011,0.91525,3.696,25.1491,183.514,94.529,3.519,15.2001,210.313,17,36,0.939,3.777,0.977,4.818,17.048,0,70.8,50,62.7767,4.8,2.646,2.852,3.594,3.01434,10,71,80
56,Jamaica,JAM,Ranked,70.62,81.24,68.20,62.43,91.19,89.27,87.66,56.82,77.80,64.72,62.42,67.86,89.94,70.13,67.50,22.15,9,74.544,15.7,7.635,40.3637,90.6179,83.7664,87.3238,0,98.4819,4.79449,9.62012,89.89,42.0622,4,0.813,9.95231,88.1,,74.0518,1.05875,0.937,113.396,44.3669,0.27119,3.693,20.6049,428.491,70.344,2.265,31.3838,438.44,14.4013,34,0.947,3.816,0.777,4.731,35.81,1,75.9,44,21.7661,3.1,3.07,3.011,3.08,1.34396,10,0,0
11,Japan,JPN,Ranked,88.21,97.69,91.13,75.80,96.81,99.05,98.65,96.26,98.67,92.85,90.84,82.15,94.73,81.40,62.94,64.13,2.5,5.074,2.7,8.528,24.9651,98.97,97.8467,99.9024,,100,6.66441,0.027412,100,0.283649,1,0.945,4.12149,99,98.2352,99.3945,1.00642,3.862,130.61,93.1827,0.98305,2.772,26.4456,160.88,93.6,3.833,10.2514,276.492,17,40,0.883,3.742,0.961,4.815,8.443,1,65.8,73,28.9079,3.4,2.068,3.138,3.248,3.17921,12.9,111,30
63,Jordan,JOR,Ranked,68.85,89.02,68.90,48.63,90.96,95.98,94.71,74.42,84.46,63.53,74.46,53.17,58.44,69.02,29.21,37.87,12.9,21.688,17.6,9.946,22.6726,98.9711,88.3692,97.4335,0.908088,100,5.72457,0.020815,99.04,1.73594,3,0.761,13.537,97.8903,,64.1347,1.03173,2.412,103.835,62.3022,0.45763,0.97,22.9889,257.141,77.08,2.846,37.9754,356.82,1.17668,12,0.575,1.984,0.745,3.714,8.604,7,55.7,48,,8.3,1.069,1.869,1.189,1.58527,10.1,3,30
68,Kazakhstan,KAZ,Ranked,67.85,85.50,68.72,49.32,94.68,92.72,87.42,67.17,95.01,70.20,59.77,49.89,53.18,66.95,32.25,44.92,2.5,14.839,10.9,11.211,32.751,95.0438,79.8234,97.8058,0,100,4.57922,14.365,95.07,4.80573,3,0.621,16.0552,99.7816,99.181,99.8479,1.00894,2.725,141.957,74.5877,0.59322,0.926,18.6904,543.505,72.881,2.842,35.1593,787.539,3.26391,5,0.42,1.566,0.761,4.269,25.779,5,76.7,31,6.8864,7.9,1.933,0.841,2.111,2.47763,11.8,10,15
109,Kenya,KEN,Ranked,52.96,55.22,60.84,42.84,62.57,45.80,55.26,57.25,67.98,55.90,50.43,69.04,59.61,57.08,36.45,18.21,22.5,298.016,47.1,35.515,424.68,58.2804,32.1031,29.2968,13.8454,65.4,4.08936,68.2404,12.76,4.78658,4,0.45,19.5565,78.733,83.119,48.3258,0.90413,1.938,80.4394,16.6,0.52542,3.144,17.4849,368.139,52.629,1.4,22.6413,521.809,13.8347,19,0.789,3.379,0.313,2.666,53.931,13,78.3,28,19.494,8.9,1.819,1.884,1.831,0.58312,5.6,1,15
128,"Korea, Democratic Republic of",PRK,Ranked,46.66,63.12,50.06,26.82,75.08,86.35,40.85,50.17,92.21,5.17,52.85,50.01,3.68,58.47,28.71,16.41,42.8,84.103,20,24.967,50.8021,94.8621,68.9029,82.4086,0,41.7184,,89.8187,10.08,4.39584,4,0.064,21.2609,,97.7928,90.2433,1.01124,2.764,14.2144,0,0.01695,0.076,18.7445,578.402,64.265,1.923,35.5193,,2.82155,0,0.016,0.254,0.021,0.351,66,0,82.8,17,,5.8,1.497,0.792,0.946,1.37047,,0,0
23,"Korea, Republic of",KOR,Ranked,85.36,96.79,85.60,73.69,98.02,99.51,97.04,92.62,97.49,95.98,88.10,60.83,92.66,77.16,63.03,61.91,2.5,9.84,3.4,3.206,24.6972,99.6754,98.453,100,,100,6.40969,0.015851,96.68,0.721434,1,0.947,10.1259,99,96.5662,97.4237,1.00144,3.831,120.68,92.843,0.9661,3.692,25.065,159.436,92.43,3.762,20.3295,413.519,3.45481,33,0.944,3.881,0.963,4.586,23.655,0,80.7,54,31.245,2.6,2.491,2.328,3.27,4.62257,11.4,47,20
79,Kyrgyzstan,KGZ,Ranked,65.95,81.15,68.34,48.36,89.90,91.47,78.62,64.61,91.24,66.87,58.23,57.03,63.26,60.23,42.19,27.77,6.5,40.626,21.1,17.187,31.1824,87.427,89.2387,96.5212,0,99.9953,3.64922,31.4292,79.98,5.18294,3,0.489,15.7948,99.2434,99.7272,87.1919,1.00039,2.321,127.835,34.5,0.59322,2.736,18.9674,486.443,68.421,2.336,36.489,1001.98,12.3627,12,0.72,2.151,0.683,4.195,33.978,8,64.6,29,8.0036,8.1,2.071,2.412,2.16,2.21166,10.9,0,0
122,Laos,LAO,Ranked,48.66,60.36,55.75,29.89,67.12,62.96,59.21,52.14,75.23,31.44,43.30,73.03,24.22,46.15,38.84,10.35,16.7,187.477,65.6,45.654,168.16,79.9419,47.2015,71.93,33.291,90.8118,4.79529,93.0309,5.54,7.00998,3,0.135,29.3151,84.661,93.3407,60.445,0.93249,1.441,58.5721,21.87,0.27119,0.067,17.6786,577.192,52.559,0.79,27.4052,338.97,15.9012,1,0.043,1.655,0.189,2.296,80.442,20,68.3,29,39.2332,6.40655,1.749,1.556,1.216,0.81129,4.6,0,0
37,Latvia,LVA,Ranked,79.80,89.82,80.08,69.51,96.37,95.44,91.36,76.10,95.27,81.21,68.40,75.46,93.84,80.68,52.85,50.69,2.5,15.134,4.6,8.478,21.3896,98.5748,91.5325,91.782,0,100,5.21769,4.36879,95.05,3.36233,3,0.925,10.2707,99.8959,98.4838,93.7997,0.99015,3.205,134.495,79.8421,0.52542,3.787,20.4781,461.659,81.517,3.199,29.9757,259.225,17,35,0.951,3.868,0.929,4.779,7.979,1,79.1,58,25.173,8.3,2.701,2.748,2.612,3.43752,13.2,2,30
86,Lebanon,LBN,Ranked,64.54,79.65,66.19,47.79,92.00,92.87,73.76,59.97,79.35,63.68,68.63,53.08,67.30,62.84,29.36,31.65,10.9,21.879,8.1,12.802,20.4961,92.6,86.7223,96.9208,,100,1.65234,0.012016,,3.94772,5,0.626,7.20664,91.1842,89.9465,64.8854,0.99082,1.877,71.2049,76.11,0.49153,2.11,21.8964,359.221,80.964,2.143,47.6339,292.316,2.88803,11,0.693,3.644,0.594,3.988,27.667,3,62,28,11.9388,8.2,0.776,1.524,2.251,1.90715,8.4,4,10
121,Lesotho,LSO,Ranked,48.76,47.28,47.79,51.21,51.93,53.55,41.20,42.45,60.19,48.87,39.69,42.41,70.33,60.29,60.98,13.25,12.9,319.812,88.9,38.565,829.969,68.6289,63.3603,40.7734,36.5674,31.8713,2.89877,107.936,34.74,41.2481,3,0.467,48.7218,76.6352,84.5885,36.9709,1.35707,3.165,103.589,27.36,0.11864,1.863,14.4145,784.066,49.378,2.601,46.6356,794.442,0.238939,27,0.653,3.549,0.679,3.126,55.03,15,79.8,42,23.4489,3.6,2.313,2.888,3.046,0.55005,7,0,0
129,Liberia,LBR,Ranked,46.30,43.85,48.67,46.37,49.08,28.52,30.72,67.09,47.02,42.78,45.42,59.46,83.09,42.34,53.53,6.53,38.4,465.406,77.4,34.694,441.393,72.449,5.11511,16.8328,61.3907,19.8,2.39591,104.938,0.7,3.22846,4,0.865,17.0823,,89.2123,10.3654,0.7821,1.143,67.5579,7.31911,0.28814,3.054,17.0784,418.743,50.607,0.753,9.69213,667.564,2.201,27,0.865,3.826,0.746,4.366,77.878,20,49.2,31,8.5634,5.5,2.643,2.292,2.933,0.58337,3,0,0
32,Lithuania,LTU,Ranked,81.22,90.16,81.78,71.71,96.55,95.66,94.07,74.36,96.97,85.97,69.51,74.68,93.82,78.18,62.78,52.06,2.5,11.149,4.7,8.059,23.167,97.0737,94.0271,92.8107,0,100,5.55631,1.00497,100,5.86645,3,0.952,9.94687,99.8156,99.8996,97.5244,0.9567,3.454,144.578,74.3766,0.83051,3.306,20.61,440.361,80.753,3.352,31.7233,260.965,16.9282,38,0.876,3.753,0.945,4.883,9.562,0,67.8,59,20.9689,4.1,2.815,2.512,3.45,3.34636,13,4,30
16,Luxembourg,LUX,Ranked,87.07,94.80,88.78,77.64,98.51,99.34,98.80,82.54,96.28,90.60,84.54,83.68,95.48,89.26,78.12,47.69,2.5,7.482,2.6,2.46,17.3128,99.9069,99.8137,97.6055,0,100,6.7064,0.132811,100,0.719016,,0.928,5.82493,99,99.7613,84.6398,1.03115,3.859,132.697,97.8276,0.69492,3.823,24.0232,208.03,94.161,3.441,13.9482,194.802,17,38,0.956,3.66,0.98,4.858,6.279,1,,82,77.6853,2.8,2.647,3.138,3.751,0.90517,11.7,2,70
136,Madagascar,MDG,Ranked,42.77,42.62,44.84,40.85,55.06,27.43,24.72,63.25,59.41,28.32,34.27,57.34,71.94,32.38,47.67,11.43,41.1,276.215,45.9,50.062,346.076,53.1847,34.7616,10.1206,56.0612,22.9,1.91792,139.752,0.9,7.68676,3,0.639,22.0397,71.5726,,29.1201,1.01211,0.303,32.1285,4.71366,0.20339,2.926,16.0573,624.624,41.002,0.277,16.6028,1009.76,5.82104,24,0.697,3.489,0.425,4.648,85.391,40,59.2,24,23.4045,3.8,1.926,1.964,1.941,0.27074,6.7,0,0
117,Malawi,MWI,Ranked,50.10,52.65,55.02,42.63,61.99,48.41,28.51,71.68,63.93,34.45,47.12,74.57,72.15,49.91,42.77,5.69,24.5,175.17,58.4,38.261,503.575,67.9118,21.6182,25.904,7.21607,11,1.85023,92.7592,2.49,1.73321,3,0.755,20.8477,62.1435,97.5781,31.4475,0.94192,0.852,39.6781,11.47,0.28814,2.862,17.2588,418.43,51.906,1.012,12.5655,601.074,16.6794,26,0.807,3.666,0.799,2.337,59.675,26,74.5,31,4.7414,5.6,1.855,2.138,2.106,0.03875,4,0,0
