2019 ranking,Country,Code,Status,Social Progress Index,Basic Human Needs,Foundations of Wellbeing,Opportunity,Nutrition and Basic Medical Care,Water and Sanitation,Shelter,Personal Safety,Access to Basic Knowledge,Access to Information and Communications,Health and Wellness,Environmental Quality,Personal Rights,Personal Freedom and Choice,Inclusiveness,Access to Advanced Education,Undernourishment (% of pop.),"Maternal mortality rate (deaths/100,000 live births)","Child mortality rate (deaths/1,000 live births)",Child stunting (% of children),"Deaths from infectious diseases (deaths/100,000 people)",Access to at least basic drinking water (% of pop.),Access to piped water (% of pop.),Access to at least basic sanitation facilities (% of pop.),Rural open defecation (% of pop.),Access to electricity (% of pop.),Quality of electricity supply (1=low; 7=high),"Household air pollution attributable deaths (deaths/100,000 people)",Access to clean fuels and technology for cooking (% of pop.),"Homicide rate (deaths/100,000 people)",Perceived criminality (1=low; 5=high),Political killings and torture (0=low freedom; 1=high freedom),"Traffic deaths (deaths/100,000 people)",Adult literacy rate (% of pop. aged 15+),Primary school enrollment (% of children),Secondary school enrollment (% of children),Gender parity in secondary enrollment (distance from parity),Access to quality education (0=unequal; 4=equal),Mobile telephone subscriptions (subscriptions/100 people),Internet users (% of pop.),Access to online governance (0=low; 1=high),Media censorship (0=frequent; 4=rare),Life expectancy at 60 (years),"Premature deaths from non-communicable diseases (deaths/100,000 people)",Access to essential services  (0=none; 100=full coverage),Access to quality healthcare (0=unequal; 4=equal),"Outdoor air pollution attributable deaths (deaths/100,000 people)",Greenhouse gas emissions (CO2 equivalents/GDP),Biome protection,Political rights (0=no rights; 40=full rights),Freedom of expression (0=no freedom; 1=full freedom),Freedom of religion (0=no freedom; 4=full freedom),Access to justice (0=non-existent; 1=observed),Property rights for women (0=no rights; 5=full rights),Vulnerable employment (% of employees),Early marriage (% of women),Satisfied demand for contraception (% of women),Corruption (0=high; 100=low),Acceptance of gays and lesbians (0=low; 100=high),Discrimination and violence against minorities (1=low; 10=high),Equality of political power by gender (0=unequal power; 4=equal power),Equality of political power by socioeconomic position (0=unequal power; 4=equal power),Equality of political power by social group (0=unequal power; 4=equal power),Years of tertiary schooling,Women's average years in school,Globally ranked universities (points),Percent of tertiary students enrolled in globally ranked universities
99,Nepal,NPL,Ranked,60.23,69.23,59.36,52.09,75.76,66.69,61.28,73.18,65.47,69.92,50.92,51.15,69.52,42.81,58.28,37.75,9.5,214.023,33.7,33.489,164.646,88.8122,47.4024,62.0536,24.8829,95.5075,2.83433,57.7416,27.62,2.16378,2,0.738,29.4192,59.6273,94.8362,55.2871,1.11035,0.988,123.175,21.4035,0.7809,3.114,18.2317,453.502,59.035,1.278,64.9881,622.106,12.9662,25,0.817,3.337,0.732,2.459,79.382,25,61,31,83.7241,9.7,2.636,2.452,2.715,0.58965,3.6,1,95
11,Netherlands,NLD,Ranked,88.31,96.74,88.30,79.88,98.34,99.44,99.10,90.08,96.00,96.65,85.57,74.98,96.55,88.93,73.98,60.06,2.5,6.364,3.9,2.473,19.3738,100,100,97.7136,0,100,6.7796,0.085337,100,0.553363,2,0.967,3.95013,99,97.6871,93.1727,1.01659,3.531,120.522,93.1973,0.9888,3.685,23.8883,218.919,94.449,3.794,16.5365,241.227,11.3254,40,0.942,3.878,0.949,4.852,12.66,0,86.9,82,89.6031,4.2,2.751,3.143,2.807,3.9475,11.9,26,30
7,New Zealand,NZL,Ranked,88.93,96.98,88.55,81.25,97.51,100.00,98.05,92.37,96.44,96.22,84.82,76.70,96.06,89.76,74.29,64.91,2.5,10.659,5.3,5.073,10.4463,100,100,100,0,100,6.51924,0.130938,100,0.985394,1,0.947,8.77916,99,99.766,96.8348,1.06387,3.58,136.002,90.8111,0.9831,3.773,24.7134,221.447,92.668,3.43,8.17637,473.261,15.3118,40,0.955,3.865,0.922,4.818,12.34,1,86.1,87,79.1217,3.2,3.089,2.807,2.791,4.18373,12.7,16,45
103,Nicaragua,NIC,Ranked,58.97,72.63,66.97,37.32,87.35,74.91,75.01,53.24,70.67,50.51,72.06,74.65,40.19,54.73,37.18,17.18,16.2,53.866,17.2,15.54,34.9758,81.5248,69.3602,74.4347,14.2356,86.7678,4.41304,21.7649,52.3,7.36712,4,0.173,11.864,,98.4103,48.9196,1.12813,1.323,131.56,27.863,0.3876,0.45,24.1152,216.35,71.189,1.992,10.9279,593.067,16.0813,10,0.117,1.959,0.231,4.064,39.389,30,90.5,25,51.5388,5.9,1.77,0.966,0.93,,6.9,0,0
139,Niger,NER,Ranked,41.74,43.89,43.85,37.47,56.06,19.90,29.89,69.72,34.03,32.02,46.92,62.43,78.99,20.93,47.68,2.27,14.4,289.886,84.5,47.465,512.553,50.2731,32.5019,13.5667,78.9613,20.0419,,109.024,1.91,4.44404,3,0.822,19.7252,30.5604,66.8159,20.3521,0.73107,0.966,40.8751,10.2243,0.2135,2.741,17.1002,391.812,46.841,1.228,27.9012,1381.86,17,20,0.881,3.61,0.86,3.828,89.06,62,45.1,34,19.2411,7.7,2.159,2.391,2.701,0.22623,1.5,0,0
121,Nigeria,NGA,Ranked,49.20,50.17,57.31,40.12,60.29,43.85,43.90,52.62,52.01,55.73,53.38,68.13,77.57,35.44,30.59,16.86,11.5,229.994,100.2,38.145,455.303,71.3766,11.1744,39.1718,30.5797,54.4,1.42239,44.6502,4.91,9.84835,5,0.584,14.3272,,65.9488,,0.90299,1.051,75.9196,27.681,0.4831,3.004,19.3642,270.306,46.437,1.273,35.3682,310.871,13.354,25,0.846,3.107,0.805,3.999,78.338,30,44.6,27,7.5661,9.4,1.598,1.221,2.311,0.50845,5,3,5
1,Norway,NOR,Ranked,90.95,96.89,92.32,83.64,98.58,99.53,99.44,90.03,97.98,97.59,87.48,86.22,98.20,91.42,83.89,61.06,2.5,3.124,2.6,2.464,20.0686,100,100,98.0544,0,100,6.86563,0.183159,100,0.514305,2,0.963,4.26093,99,99.9553,95.5816,0.95656,3.835,107.906,96.5085,0.9775,3.778,24.5848,185.17,95.117,3.752,9.15337,161.231,16.2649,40,0.976,3.906,0.979,4.908,4.732,0,88,84,90.3822,3.3,3.382,3.385,3.373,4.01719,12.6,11,40
66,Oman,OMN,Ranked,69.08,88.25,72.80,46.20,92.45,94.36,95.92,70.26,94.05,78.07,73.35,45.73,52.62,68.19,34.46,29.54,5.4,17.711,11.3,15.257,39.8883,91.9381,90.0593,100,0,100,6.21298,0.502894,95.22,0.656412,2,0.754,47.4893,96.1115,99.7291,91.1616,0.96871,3.083,149.774,80.1856,0.8315,0.939,21.3541,326.473,79.312,3.451,52.426,553.456,2.5717,6,0.243,2.434,0.818,3.629,2.557,4,37.9,52,,2.3,0.835,1.273,1.133,1.84882,10.4,1,5
125,Pakistan,PAK,Ranked,48.20,58.46,48.83,37.29,62.05,65.26,59.11,47.43,52.73,49.50,40.20,52.91,49.09,50.00,26.36,23.71,20.5,309.087,74.9,43.976,152.212,91.4655,28.3726,59.8695,16.4092,70.79,2.94996,55.9642,43.32,4.4084,4,0.139,32.4927,56.9771,83.38,44.9553,0.81142,0.322,73.3573,15.51,0.5,2.333,17.6674,644.132,51.565,0.489,60.7041,453.954,10.6911,17,0.484,1.16,0.489,3.605,59.25,13,49.5,33,14.6303,9.4,1.875,0.695,1.394,0.50594,3.8,16,15
47,Panama,PAN,Ranked,73.96,84.52,78.92,58.44,88.71,89.17,89.93,70.28,81.72,76.13,74.97,82.87,86.10,67.40,46.86,33.40,9.2,71.756,16.1,16.173,50.167,96.3824,93.0101,83.3155,12.608,100,5.18853,6.05016,89.01,9.66959,3,0.917,13.2519,94.0941,89.7076,69.7013,1.02684,2.097,126.672,57.8651,0.7191,2.676,24.722,215.473,73.844,2.287,14.6486,182.166,15.9453,36,0.854,3.745,0.785,4.174,32.207,4,75.3,37,41.2857,5.6,2.015,1.099,2.756,2.36353,10.4,1,10
144,Papua New Guinea,PNG,Ranked,38.59,37.12,39.37,39.29,54.84,30.87,20.78,42.00,52.95,33.31,15.50,55.72,71.69,44.35,32.93,8.19,,495.593,53.4,43.456,265.418,41.327,18.3811,12.9493,16.5324,54.4274,,218.878,13.43,,5,0.653,38.5092,61.6,95.3187,33.2583,0.72834,0.28,48.6962,11.2092,0.2022,2.465,13.4189,1347.09,46.571,0.488,25.8164,527.209,2.41732,23,0.739,3.763,0.507,3.874,78.329,13,48.4,28,,5.7,0.755,1.445,2.413,,3.8,0,0
77,Paraguay,PRY,Ranked,67.20,81.08,69.88,50.64,90.03,95.58,72.53,66.17,74.62,75.33,59.47,70.11,78.32,61.39,40.39,22.45,11.2,74.068,21,6.22,53.5498,99.6102,93.6216,89.7837,0.997018,99.3,2.61136,26.358,66.22,9.2934,3,0.87,22.8525,94.6502,90.6581,66.4603,1.06562,0.556,109.645,61.0758,0.573,3.237,21.6524,330.141,69.617,0.597,14.6218,710.386,14.4752,28,0.757,3.814,0.603,4.312,38.45,13,81.5,29,31.4018,5.2,1.565,1.899,1.216,1.99491,8.4,0,0
57,Peru,PER,Ranked,71.31,80.06,78.63,55.22,89.26,81.67,85.31,64.01,84.82,80.49,72.06,77.17,79.83,56.87,46.99,37.19,8.8,71.336,15,13.595,73.1126,91.1279,87.1076,74.343,18.76,96.363,5.07111,11.8756,75.06,7.66596,4,0.859,15.0977,94.1496,99.5158,82.5329,0.99786,1.155,120.985,48.7276,0.8652,3.396,25.1089,184.66,71.901,1.371,17.8906,291.703,15.3496,31,0.9,3.771,0.64,3.659,50.955,13,67.4,35,33.2196,8,2.261,2.624,1.735,3.48082,8.7,3,5
94,Philippines,PHL,Ranked,63.40,68.62,69.29,52.30,78.72,75.59,67.30,52.86,77.92,81.61,46.80,70.83,76.74,60.76,39.50,32.20,13.7,83.33,28.1,32.345,191.462,93.5684,40.1161,76.5335,7.20835,93,4.21191,70.1823,43.22,11.0198,4,0.275,12.7311,96.398,97.2991,65.9198,1.09554,0.96,110.396,60.0548,0.9382,2.443,17.7818,543.085,57.88,1.039,35.5193,280.976,15.1721,26,0.632,3.199,0.748,4.765,33.836,5,53.6,36,60.3232,7.9,2.318,1.241,0.748,1.7639,9.5,5,5
33,Poland,POL,Ranked,81.25,94.11,81.00,68.65,96.93,99.26,93.62,86.66,95.47,82.56,73.98,71.97,85.08,77.06,56.94,55.52,2.5,4.68,4.7,7.655,18.4495,99.7247,98.5542,98.7966,0,100,5.52281,3.31636,100,0.670146,2,0.91,9.59917,99,95.5969,92.1304,0.97238,3.674,132.193,75.9854,0.8933,1.929,22.0222,365.431,84.524,3.207,29.5304,403.725,17,35,0.73,3.632,0.792,4.665,16.25,1,69.5,60,23.9077,6.2,2.451,2.936,2.877,3.14881,12.3,18,30
18,Portugal,PRT,Ranked,87.12,95.81,87.43,78.12,97.82,99.85,96.79,88.80,94.29,89.72,83.44,82.25,97.26,81.67,74.79,58.76,2.5,8.011,3.7,3.57,31.1851,99.9077,99.9077,99.6089,0,100,6.22117,0.62396,100,0.635933,2,0.978,7.27927,94.4771,97.6952,93.5294,0.97342,3.339,113.888,73.7912,0.8989,3.83,24.2559,219.074,90.165,3.43,12.8132,243.847,17,39,0.967,3.959,0.953,4.882,12.226,1,79.8,64,65.1112,1.9,2.24,3.138,3.723,2.9905,9.2,15,65
64,Qatar,QAT,Ranked,69.37,93.07,71.26,43.78,94.64,99.72,97.53,80.40,82.65,78.60,80.95,42.82,37.55,77.85,21.80,37.93,,11.8,7.6,10.41,22.3295,99.5681,99.5681,100,,100,6.45207,0.003859,98.49,0.37904,2,0.842,26.3332,93.1453,98.7963,75.8137,1.24665,3.371,151.127,95.94,0.7135,0.819,23.1518,230.421,83.649,3.77,60.3208,671.476,4.06668,7,0.212,1.072,0.616,2.778,0.134,4,62.6,62,,4,1.133,0.554,0.129,0.68225,10.8,2,45
67,Republic of North Macedonia,MKD,Ranked,68.92,86.37,72.81,47.57,95.60,94.75,83.75,71.38,88.57,79.46,67.37,55.83,73.56,56.23,36.84,23.66,4.1,8.896,13.7,6.894,8.78711,93.1415,92.5235,99.1247,1.62,100,4.91237,12.3717,65.63,1.58845,4,0.759,6.98372,97.8,94.6968,,0.98339,2.441,96.3924,76.312,0.7022,2.684,20.4721,417.368,77.697,2.956,36.253,,7.81247,22,0.765,2.882,0.74,4.267,,4,37.5,37,8.3835,6.6,1.62,1.362,2.371,2.06998,8.9,0,0
45,Romania,ROU,Ranked,74.81,87.60,74.66,62.19,94.98,87.91,88.76,78.74,84.22,76.42,63.44,74.53,85.58,69.76,48.15,45.26,2.5,17.272,7.8,11.489,28.848,100,64.5263,84.3099,0,100,5.15875,9.54993,85.88,1.2488,3,0.895,10.9045,98.6043,92.9852,80.7714,0.99231,1.515,113.825,63.7473,0.7079,2.435,20.1704,448.02,79.604,2.14,29.5268,265.636,16.1633,34,0.773,3.657,0.755,4.803,25.208,7,73.1,47,11.4109,6.2,2.114,2.099,2.937,2.25334,10.6,8,30
62,Russia,RUS,Ranked,69.71,83.89,72.40,52.83,95.01,95.12,92.11,53.33,93.76,77.80,63.36,54.69,51.37,68.70,33.37,57.87,2.5,15.315,7.6,11.084,38.0689,97.0899,94.1203,90.4822,0,100,5.11518,0.163369,98.25,10.8162,4,0.379,16.7855,99.6843,99.6611,94.6879,0.98542,2.61,157.858,76.0081,0.9213,0.549,19.4943,531.854,81.108,2.767,41.3582,737.334,9.45113,5,0.348,2.458,0.358,4.851,5.247,8,75.5,28,8.5963,8.6,1.611,1.189,2.595,4.11616,12,49,10
110,Rwanda,RWA,Ranked,52.96,57.55,61.27,40.06,64.09,59.17,46.15,60.80,69.05,56.80,52.04,67.20,60.31,62.80,30.18,6.94,36.1,172.662,37.9,40.38,292.012,57.7133,37.232,66.5738,2.30594,34.1,4.36067,74.0428,0.57,2.51944,3,0.506,35.186,70.8041,94.3225,27.6668,1.12107,2.923,72.2389,21.7676,0.7584,2.113,18.1376,326.364,50.135,1.48,21.4847,356.862,8.73339,9,0.47,2.831,0.746,3.894,68.649,4,65.9,56,11.2937,9.8,2.526,1.336,0.755,0.41493,3.7,0,0
97,Sao Tome and Principe,STP,Ranked,61.42,67.05,63.23,53.98,81.01,60.19,53.04,73.96,78.23,50.46,53.56,70.66,88.37,55.57,60.65,11.33,10.2,168.786,32.4,17.85,173.829,84.2902,93.7337,42.9749,62.1987,72.5107,,74.2262,16.81,3.3557,,0.951,17.4808,90.1431,96.9959,64.861,1.15,2.132,85.1395,29.9312,0.1573,2.99,17.8383,440.801,58.6,2.044,33.3158,399.787,17,34,0.893,3.772,0.795,4.602,46.832,19,57.4,46,,4.2,2.617,2.237,2.832,0.65277,5.6,0,0
90,Saudi Arabia,SAU,Ranked,63.95,85.62,69.21,37.01,93.91,96.70,95.88,56.00,84.39,73.65,72.34,46.45,21.79,67.46,11.10,47.69,5.5,26.154,7.4,10.51,39.9912,100,85.872,100,,100,6.15765,0.162206,95.96,1.4957,3,0.169,36.8769,94.4263,98.8755,84.9922,0.77303,3.043,122.08,82.12,0.7135,0.491,21.3401,306.241,77.814,3.194,62.1431,415.377,4.38589,1,0.109,0.534,0.335,2.132,2.961,6,42.2,49,,8.4,0.218,0.678,0.645,3.16756,8.8,16,25
104,Senegal,SEN,Ranked,58.59,66.91,61.96,46.92,72.84,66.96,53.99,73.84,57.87,65.10,53.09,71.76,82.38,46.99,52.91,5.39,11.3,281.863,45.4,21.049,296.52,80.6779,73.0173,51.474,24.1749,61.7,3.59533,81.3655,31.65,7.37559,2,0.85,19.2173,51.9004,75.1737,37.0965,1.09172,2.39,99.4183,29.6431,0.5056,3.244,17.6217,417.52,52.586,2.303,23.5998,539.28,17,30,0.905,3.263,0.889,3.812,65.059,25,50.3,45,2.9519,5.8,2.552,2.384,3.128,0.56096,2.4,0,0
53,Serbia,SRB,Ranked,71.59,86.00,70.97,57.81,95.51,92.47,84.44,71.58,92.11,73.09,64.58,54.09,72.19,63.15,42.71,53.18,5.6,12.552,5.7,8.347,14.116,85.5221,96.0123,97.5672,0.175,100,4.96604,22.9267,76.41,1.39427,4,0.768,7.98403,98.8415,98.9736,92.4564,1.00784,2.367,123.99,70.3308,0.8146,0.456,19.338,438.058,80.508,2.621,37.6366,713.016,7.33075,24,0.439,3.584,0.678,4.657,27.11,4,52.4,39,21.3977,7.7,1.746,2.436,2.09,3.09978,10.7,3,55
122,Sierra Leone,SLE,Ranked,49.09,47.65,56.20,43.42,47.17,38.24,28.62,76.55,61.28,55.24,44.51,63.78,79.07,41.47,48.19,4.94,25.5,450.593,110.5,37.108,538.143,60.807,24.5311,15.6527,25.9612,23.4,2.57563,131.611,0.99,1.71341,2,0.778,24.2255,32.4262,99.3156,37.4702,0.94956,1.491,87.6646,13.2369,0.4101,3.407,16.2521,494.393,49.491,1.374,16.6799,732.598,9.43977,28,0.88,3.857,0.771,3.225,86.223,19,51.9,30,14.0624,6.2,2.127,2.071,2.868,,2.7,0,0
27,Singapore,SGP,Ranked,83.23,98.39,85.05,66.24,97.51,100.00,99.41,96.64,97.96,83.94,89.95,68.35,71.73,87.69,52.32,53.23,,5.521,2.8,3.538,43.9703,100,100,100,,100,6.85355,0.035674,100,0.320558,1,0.957,3.24331,97.0496,99.9412,99.5318,0.99139,3.601,146.823,84.4495,0.9663,1.231,26.7857,161.577,92.422,3.568,19.2984,198.964,4.51437,19,0.431,3.306,0.84,4.686,9.764,0,76.4,85,41.0007,2,2.395,2.085,0.82,3.72236,11,6,35
35,Slovakia,SVK,Ranked,80.43,94.04,80.97,66.29,96.61,99.06,95.13,85.37,90.54,86.24,72.57,74.53,88.14,77.64,53.64,45.74,2.7,7.673,5.6,7.639,22.1586,99.7877,98.473,97.9381,0,100,5.99433,1.62903,96.58,1.04746,2,0.868,8.20178,99,,85.0329,1.01065,2.463,130.657,81.6257,0.809,3.04,21.166,355.22,83.182,3.222,32.4777,259.387,17,36,0.832,3.248,0.882,4.849,11.964,1,79.3,50,34.7995,6.3,2.261,2.581,2.53,2.25645,12.3,4,30
21,Slovenia,SVN,Ranked,85.80,95.64,86.18,75.58,97.37,99.36,96.69,89.14,97.97,86.68,80.91,79.14,95.63,80.74,66.08,59.85,2.5,6.245,2.1,7.333,13.5787,99.535,98.9935,99.1096,0,100,6.39974,1.56564,96.17,0.48164,2,0.959,6.81888,99.7,99.1113,94.972,1.01799,3.817,117.462,78.8854,0.8146,3.293,23.7959,228.253,90.696,2.995,16.7909,297.883,17,39,0.906,3.857,0.973,4.825,10.585,0,77.5,60,53.2722,4.2,2.339,2.978,3.176,3.61587,12.2,2,65
73,South Africa,ZAF,Ranked,67.44,73.93,65.35,63.03,77.84,87.90,79.80,50.18,79.30,76.86,54.69,50.56,81.03,74.31,53.00,43.79,6.1,109.03,37.1,24.561,390.021,92.6787,89.9582,75.7471,2.93265,84.4,3.92001,10.9969,84.75,33.971,4,0.769,29.1514,94.3679,95.6029,85.0092,1.09276,0.584,156.033,56.1674,0.8483,2.109,19.9451,389.278,65.185,0.734,44.6444,771.527,7.02766,33,0.773,3.824,0.769,3.688,9.753,6,81,43,50.5199,6.1,2.038,2.466,2.227,1.12926,9.9,14,40
149,South Sudan,SSD,Ranked,24.44,32.15,26.28,14.90,53.49,9.77,27.09,38.24,6.44,11.67,33.05,53.95,20.18,18.09,12.41,8.93,,343.532,96.4,32.933,558.93,40.676,3.27897,11.3217,74.8942,25.3821,,129.424,0.64,13.9024,5,0.173,29.539,,34.3398,4.92311,0.53695,0.118,22.1771,7.97743,0.0899,0.071,15.7872,503.874,30.682,0.103,24.9236,3036.81,14.0767,-2,0.105,2.069,0.117,1.107,87.223,40,17.1,13,7.0054,9.4,1.049,0.504,0.073,,4,0,0
17,Spain,ESP,Ranked,87.47,94.77,90.34,77.30,98.86,99.93,96.90,83.39,96.68,93.99,86.83,83.84,95.15,79.75,67.20,67.10,2.5,5.061,3.1,1.425,13.6146,99.9263,99.9263,99.9042,0,100,6.24175,0.439644,100,0.633485,3,0.935,4.54875,98.2505,98.7187,96.2657,1.00705,3.482,113.273,84.6022,0.9831,3.624,25.3769,195.165,93.586,3.453,11.5983,212.187,17,39,0.949,3.652,0.95,4.857,11.362,4,83.5,58,83.474,6.1,2.602,2.644,3.106,4.09131,9.7,54,55
65,Sri Lanka,LKA,Ranked,69.09,78.66,77.52,51.08,90.77,80.02,70.58,73.28,89.59,66.11,69.10,85.28,76.35,62.15,39.24,26.58,10.9,30.292,8.8,14.857,40.6442,89.4163,38.2818,95.7817,0.685493,97.545,3.96667,25.1621,26.33,2.54954,3,0.794,14.6048,91.8958,99.297,89.0159,1.05158,2.516,135.073,34.1133,0.6292,2.332,21.8379,287.849,77.061,2.139,12.8328,138.019,15.4397,24,0.76,3.542,0.767,3.871,38.89,11,71.4,38,15.8731,9,1.905,1.962,2.38,0.9484,10.3,1,10
140,Sudan,SDN,Ranked,41.59,54.66,45.52,24.58,68.55,45.10,59.21,45.80,47.90,35.27,50.70,48.21,27.00,41.07,22.30,7.95,25.2,176.456,63.2,37.631,92.8831,60.2671,45.7618,36.575,36.1752,56.4515,,52.4308,41.29,,4,0.129,31.0925,,62.1386,31.6009,1.01736,0.589,70.6681,30.8703,0.1404,0.363,19.0798,498.663,60.5,1.057,41.7643,610.576,1.98592,3,0.235,1.318,0.177,2.313,40.036,21,31.9,16,6.7509,10,1.462,1.526,0.59,0.84989,3.1,0,0
75,Suriname,SUR,Ranked,67.27,81.38,62.30,58.14,89.28,87.17,81.57,67.49,69.03,61.76,60.31,58.09,86.19,73.41,51.54,21.43,7.6,108.898,19.6,8.88,71.8764,95.4247,78.7035,84.4576,7.59737,96.7831,3.44606,11.3511,89.61,8.34712,,0.816,17.9123,92.8687,90.2983,58.5818,1.31708,2.275,141.262,48.9452,0.2416,2.847,20.2197,433.294,62.508,2.476,36.92,447.037,7.22141,34,0.86,3.533,0.789,4.562,12.095,,77.2,43,36.1428,5.8,2.173,2.287,2.331,,8.3,0,0
5,Sweden,SWE,Ranked,89.45,96.39,89.88,82.08,98.59,99.83,98.21,88.91,92.37,96.75,85.84,84.55,97.11,89.91,79.80,61.50,2.5,3.254,2.8,2.639,15.3293,100,100,99.2955,0,100,6.55959,0.175397,100,1.07776,2,0.977,3.53331,99,99.8559,99.0646,1.11819,2.9,126.321,96.4097,0.9382,3.834,24.68,177.471,94.605,3.3,8.04095,120.915,12.0528,40,0.956,3.856,0.975,4.831,6.235,0,82.2,85,80.3474,1.7,3.306,2.716,3.173,3.22433,12.5,23,45
3,Switzerland,CHE,Ranked,89.89,96.98,91.14,81.55,98.43,99.97,99.43,90.09,95.92,93.93,90.62,84.09,96.37,91.16,77.24,61.45,2.5,6,4.2,2.595,11.0656,100,100,99.8904,0,100,6.86451,0.188248,100,0.536357,2,0.957,3.58693,99,99.9871,85.5976,0.96244,3.75,130.822,93.7139,0.8427,3.942,25.9843,150.17,95.69,3.745,10.0395,99.9195,10.8224,39,0.981,3.724,0.979,4.785,8.983,0,89.3,85,78.6019,3.3,2.934,2.996,3.477,2.73819,13.9,22,45
107,Tajikistan,TJK,Ranked,54.92,75.80,59.55,29.41,76.21,83.19,77.49,66.32,83.47,48.26,51.07,55.41,23.79,49.57,19.70,24.56,,25.049,33.6,30.467,83.6046,81.1963,64.3067,97.0231,0.090283,99.3,3.68365,39.9535,80.41,1.61209,3,0.185,8.43015,99.8,98.8896,82.603,0.89897,1.281,111.015,21.96,0.3876,0.274,18.8695,539.294,60.61,1.462,52.3618,497.404,10.8773,0,0.127,1.416,0.241,1.989,45.13,14,47,25,1.1199,6.8,0.715,0.18,1.76,1.6017,10.7,0,0
112,Tanzania,TZA,Ranked,52.69,53.46,60.31,44.30,61.72,45.33,40.59,66.20,65.34,48.92,54.51,72.44,65.14,42.48,53.55,16.04,32,245.832,54,35.831,338.497,56.7265,35.7312,29.9134,16.7077,32.8133,3.14001,78.7673,2.16,6.95249,3,0.661,16.2218,77.8872,80.8085,23.203,1.0065,2.207,69.7153,16,0.618,1.654,18.3203,359.822,50.168,2.219,16.891,660.517,16.9025,20,0.585,2.964,0.647,3.706,82.72,25,56.9,36,13.1765,5,2.273,2.253,3.169,0.196,5.4,1,15
72,Thailand,THA,Ranked,67.47,82.07,72.66,47.69,90.39,92.73,87.20,57.95,83.15,64.04,74.36,69.07,44.29,61.98,43.96,40.54,9,41.481,9.5,14.289,81.6101,99.9307,70.2907,98.7507,0,100,5.18193,6.70458,74.43,3.23944,3,0.207,25.8091,92.8683,98.0196,77.2581,0.95997,1.344,176.035,52.8919,0.6517,0.426,24.0851,252.818,76.392,2.419,25.4478,420.849,13.1631,5,0.18,3.08,0.364,3.355,47.317,17,90.3,36,40.3306,7.9,2.563,1.93,1.212,2.46433,7.4,16,20
105,Timor-Leste,TLS,Ranked,55.80,62.10,60.52,44.77,63.99,63.42,52.07,68.93,62.44,56.99,49.27,73.39,75.30,48.32,46.20,9.25,27.2,242.754,47.6,49.634,133.429,78.3439,64.5517,53.519,27.9633,80.3808,3.04513,78.4173,6.92,3.9485,4,0.895,11.2044,58.309,81.4163,59.3225,1.0839,1.225,120.081,27.4927,0.2697,2.88,18.4701,470.478,54.525,1.199,18.0397,359.886,13.467,32,0.823,3.461,0.498,3.846,71.114,8,41.6,35,,5.9,1.787,1.809,2.903,0.94325,3.6,0,0
123,Togo,TGO,Ranked,48.58,47.84,55.95,41.96,66.32,27.04,41.56,56.42,63.58,47.60,47.66,64.95,68.60,43.12,48.78,7.33,16.2,221.496,72.9,24.79,433.462,65.1288,25.6934,16.1321,72.0807,48,,89.884,6.71,8.99992,3,0.34,24.333,63.7456,91.6454,40.9078,0.72745,3.059,77.8423,12.3602,0.5449,1.419,17.1426,445.049,53.319,1.247,24.0063,1170.9,16.7392,15,0.674,3.696,0.48,4.393,77.375,14,42.4,30,13.7624,5.4,2.58,1.433,2.835,0.6446,3.3,0,0
51,Tunisia,TUN,Ranked,72.33,86.56,71.00,59.42,93.71,94.46,92.19,65.88,78.82,79.93,70.48,54.77,85.77,71.17,49.35,31.41,4.9,27.593,13,10.365,23.4538,96.2547,92.3073,90.9214,0,100,5.09783,0.189652,99.1,3.0496,3,0.743,30.7111,79.0364,99.7608,,1.11114,2.242,124.297,55.5,0.7978,3.259,22.0489,281.769,79.378,2.2,49.3546,305.808,5.44122,31,0.83,2.937,0.961,4.82,20.604,4,74,43,4.1935,7.1,2.302,2.586,2.916,1.60295,6.3,3,30
71,Turkey,TUR,Ranked,67.49,85.00,69.97,47.50,94.60,98.26,87.01,60.15,83.22,73.91,70.07,52.67,39.35,64.30,28.03,58.33,2.5,21.726,11.6,11.462,17.8834,98.8757,98.8757,97.2972,1.24934,100,4.40248,0.400059,,4.31273,4,0.417,11.1319,96.1673,94.4404,85.501,0.97589,0.979,96.3529,64.6846,0.8596,1.018,23.02,297.541,77.753,1.932,43.1264,266.817,0.230238,15,0.187,1.997,0.234,3.09,28.009,7,60.7,41,22.9566,10,0.802,2.576,0.919,5.38801,7.1,27,35
106,Turkmenistan,TKM,Ranked,55.57,84.55,53.38,28.78,88.99,89.15,94.06,65.98,87.98,39.97,50.23,35.35,22.55,63.08,20.63,8.84,5.5,10.086,47.3,12.309,44.5318,98.8143,56.9614,98.6992,0,100,,0.444897,99.32,,3,0.319,6.64456,99.7,,,0.9589,2.148,162.85,21.251,0.1124,0.079,18.285,653.414,68.151,1.612,65.6569,1173.69,3.20309,0,0.08,1.335,0.253,1.964,23.561,6,73.7,20,,6,0.979,0.278,0.558,0.3983,,0,0
