Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bangladesh,BGD,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234000000,251000000,314000000,294000000,375000000,471000000,341000000,309000000,389000000,442000000,371000000,481000000,530000000,735000000,651000000,835000000,819000000,889000000,1308000000,782000000,827000000,843000000,1127000000,1208000000,,
Bulgaria,BGR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312000000,314000000,355000000,654000000,747000000,764000000,836000000,1018000000,1467000000,1935000000,1858000000,2099000000,2142000000,2602000000,1955000000,975000000,1063000000,1096000000,1342000000,1459000000,1346000000,1636000000,2047000000,2247000000,,
Bahrain,BHR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320000000,298000000,318000000,327000000,395000000,425000000,423000000,550000000,492000000,528000000,574000000,639000000,671000000,704000000,597000000,684000000,899000000,975000000,1001000000,758000000,4939000000,1921000000,4896000000,4023000000,,
"Bahamas, The",BHS,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241000000,279000000,310000000,310000000,310000000,348000000,342000000,338000000,404000000,469000000,528000000,541000000,538000000,460000000,386000000,369000000,347000000,384000000,362000000,328000000,347000000,440000000,554000000,536000000,,
Bosnia and Herzegovina,BIH,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97000000,101000000,92000000,96000000,112000000,145000000,162000000,158000000,210000000,264000000,345000000,285000000,247000000,214000000,196000000,198000000,205000000,278000000,290000000,346000000,366000000,,
Belarus,BLR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000,142000000,122000000,138000000,133000000,247000000,486000000,527000000,436000000,500000000,516000000,675000000,724000000,860000000,752000000,748000000,729000000,948000000,1333000000,1308000000,997000000,891000000,1082000000,1159000000,,
Belize,BLZ,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000000,38000000,30000000,33000000,39000000,44000000,45000000,48000000,50000000,47000000,45000000,43000000,46000000,44000000,43000000,39000000,37000000,39000000,42000000,51000000,50000000,55000000,53000000,50000000,,
Bermuda,BMU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243000000,248000000,217000000,239000000,394000000,453000000,459000000,407000000,417000000,326000000,327000000,322000000,378000000,363000000,373000000,369000000,340000000,,
Bolivia,BOL,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000000,87000000,96000000,98000000,117000000,116000000,114000000,114000000,197000000,232000000,257000000,360000000,385000000,381000000,388000000,421000000,410000000,502000000,660000000,953000000,849000000,960000000,1034000000,1081000000,,
Brazil,BRA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3982000000,4988000000,6208000000,6019000000,3551000000,4548000000,3765000000,2929000000,2874000000,3752000000,5905000000,7501000000,10434000000,13269000000,12897000000,18883000000,24608000000,26008000000,29286000000,29998000000,20356000000,17068000000,22991000000,22229000000,,
Barbados,BRB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000000,114000000,120000000,126000000,132000000,141000000,149000000,146000000,153000000,163000000,274000000,284000000,290000000,279000000,293000000,351000000,124000000,84000000,78000000,,,,,,,
Brunei Darussalam,BRN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456000000,398000000,469000000,382000000,374000000,408000000,430000000,459000000,477000000,,,591000000,624000000,616000000,459000000,499000000,504000000,585000000,,
Bhutan,BTN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000000,26000000,65000000,34000000,43000000,58000000,69000000,67000000,42600000,44000000,52000000,63000000,79000000,,
Botswana,BWA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153000000,92000000,104000000,138000000,155000000,209000000,215000000,197000000,235000000,280000000,283000000,280000000,282300000,229700000,232400000,298500000,316480000,332000000,262200000,277000000,256400000,237100000,253300000,269200000,,
Central African Republic,CAF,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000000,44000000,51000000,44000000,33000000,33000000,29000000,29000000,31000000,32000000,46000000,47000000,54000000,56000000,61000000,67000000,68000000,69000000,69800000,,,,,,,
Canada,CAN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12658000000,13815000000,14151000000,13384000000,13999000000,15125000000,14634000000,14257000000,16309000000,19267000000,22739000000,26067000000,31099000000,33843000000,30225000000,37225000000,41247000000,35032000000,35158000000,34444000000,30271000000,28936000000,31811000000,33581000000,,
Central Europe and the Baltics,CEB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11718000000,14321000000,13173000000,11670000000,10766000000,9940000000,10491000000,11825000000,13623000000,17138000000,19002000000,21864000000,26266000000,33641000000,26785000000,26001000000,27690000000,26526000000,27898000000,29734000000,26619000000,28288000000,33139000000,37236000000,,
Switzerland,CHE,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9478000000,9798000000,8944000000,8754000000,7646000000,7360000000,7085000000,7210000000,8614000000,9924000000,10548000000,11134000000,12236000000,13282000000,12990000000,13460000000,16483000000,17980000000,19093000000,19940000000,18762000000,18806000000,20277000000,20722000000,,
Channel Islands,CHI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934000000,977000000,1132000000,1174000000,1032000000,904000000,939000000,932000000,1109000000,1251000000,1114000000,1238000000,1408000000,1386000000,1511000000,1736000000,2085000000,2400000000,2499000000,2707000000,2518000000,2733000000,3063000000,3086000000,,
China,CHN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3688000000,4474000000,9220000000,9943000000,11621000000,14169000000,14992000000,16759000000,16716000000,21360000000,21759000000,24322000000,29786000000,36157000000,43702000000,54880000000,72585000000,101977000000,128576000000,227344000000,249831000000,250112000000,257875000000,277345000000,,
Cote d'Ivoire,CIV,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312000000,347000000,317000000,331000000,337000000,291000000,289000000,490000000,551000000,571000000,549000000,583000000,606000000,612000000,589000000,569000000,580000000,560000000,583000000,625000000,560000000,491000000,563000000,,,
Cameroon,CMR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000000,155000000,175000000,210000000,192000000,241000000,199000000,205000000,272000000,394000000,480000000,521000000,466000000,563000000,476000000,265000000,622000000,668000000,795000000,830000000,742000000,818000000,845000000,915000000,,
"Congo, Dem. Rep.",COD,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000000,93000000,109000000,127000000,121000000,150000000,298000000,108000000,170000000,283000000,127000000,60000000,68000000,115000000,,
"Congo, Rep.",COG,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69000000,86000000,68000000,69000000,71000000,59000000,82000000,85000000,118000000,176000000,112000000,132000000,157000000,217000000,549000000,312000000,327000000,308000000,360000000,435000000,557000000,457000000,,,,
Colombia,COL,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162000000,1431000000,1560000000,1455000000,1339000000,1452000000,1556000000,1355000000,1349000000,1543000000,1934000000,2157000000,2460000000,2775000000,2801000000,3188000000,3631000000,4363000000,4485000000,5175000000,4820000000,4825000000,5135000000,5625000000,,
Comoros,COM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000,,,,,,,,7900000,9400000,19100000,23600000,28300000,31100000,30000000,33200000,37400000,36300000,,40000000,34000000,38000000,42000000,45000000,,
Cabo Verde,CPV,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000,24000000,25000000,32000000,47000000,41000000,55000000,63000000,89000000,93000000,82000000,106000000,123000000,143000000,145000000,138000000,142000000,135000000,127000000,115000000,109000000,79000000,93000000,97000000,,
Costa Rica,CRI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336000000,357000000,401000000,466000000,509000000,545000000,430000000,427000000,484000000,530000000,591000000,647000000,825000000,753000000,500000000,629000000,620000000,647000000,649000000,657000000,898000000,1055000000,1173000000,1162000000,,
Caribbean small states,CSS,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767000000,893000000,954000000,990000000,1067000000,1205000000,1160000000,1214000000,1226000000,1370000000,1630000000,1551000000,1608000000,1442000000,1353000000,1355000000,1183100000,1433700000,1296100000,1579026680.89648,1724799359.65848,1805665955.17609,1874828175.02668,1915261472.78549,,
Cuba,CUB,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137000000,176000000,195000000,164000000,191000000,223000000,229000000,258000000,282000000,321000000,357000000,377000000,383000000,418000000,428000000,457000000,535000000,,
Cayman Islands,CYM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164000000,132000000,130000000,120000000,129000000,145000000,183000000,192000000,168000000,191000000,174000000,,,,
Cyprus,CYP,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473482100,500428500,511000000,536000000,560000000,543000000,568000000,582000000,700293900,906639800,1001000000,1031161000,1553829000,1968000000,1742000000,1320000000,1366000000,1318000000,1254000000,1343000000,1453000000,1559318000,1366000000,1551000000,,
Czech Republic,CZE,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635000000,2960000000,2355000000,1908000000,1493000000,1276000000,1386000000,1797000000,2177000000,2682000000,2603000000,2874000000,3895000000,5029000000,4336000000,4354000000,4876000000,4556000000,4698000000,5173000000,4819000000,4963000000,5533000000,6074000000,,
Germany,DEU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66527000000,64725000000,59000000000,60253000000,61215000000,57607000000,56437000000,59550000000,72839000000,80321000000,84513000000,85717000000,96170000000,105691000000,92899000000,90866000000,99909000000,96196000000,102668000000,101737000000,85334000000,87414000000,97777000000,104204000000,,
Djibouti,DJI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16300000,17300000,17100000,15900000,11600000,14800000,12900000,7700000,9900000,14000000,14400000,15000000,14200000,15500000,17500000,20500000,33500000,29600000,30900000,34200000,35100000,35100000,39700000,22300000,,
Dominica,DMA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000,7000000,7000000,8000000,9000000,9000000,9000000,9000000,9000000,9000000,10000000,10000000,11000000,11000000,13000000,13000000,12000000,12000000,13000000,39000000,34000000,33000000,30000000,30000000,,
Denmark,DNK,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4288000000,4140000000,4194000000,4577000000,4899000000,4669000000,4861000000,5838000000,6659000000,7279000000,6850000000,7486000000,8830000000,9698000000,8968000000,9082000000,9840000000,9600000000,10072000000,10443000000,8918000000,9174000000,9804000000,10485000000,,
Dominican Republic,DOM,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267000000,313000000,339000000,380000000,391000000,440000000,425000000,429000000,408000000,448000000,511000000,495000000,531000000,532000000,523000000,662000000,689000000,690000000,679000000,717000000,803000000,882000000,940000000,957000000,,
Algeria,DZA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186000000,188000000,144000000,269000000,251000000,193000000,194000000,248000000,255000000,341000000,660000000,414000000,502000000,613000000,574000000,716000000,595000000,598000000,531000000,679000000,762000000,556000000,632000000,,,
East Asia & Pacific (excluding high income),EAP,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14556311943.7126,16662917176.4678,21354733747.5799,19245928029.7265,21794068272.1327,25929141087.1428,28038158459.6969,32081284595.5717,30920363642.2514,38130849630.455,40640863541.7034,45950496878.1379,55315321703.3254,66024947580.5665,69870893237.8327,88553774169.1838,109654161045.419,144046051552.758,174009040550.986,277429112941.999,299625301780.458,302394464422.668,314984910541.932,339578269473.025,,
Early-demographic dividend,EAR,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31431806156.2114,35138530459.4375,37840593734.229,39474777667.9435,41383483540.605,47361206769.5949,48540464508.8755,52036917244.2206,51341703134.6085,57679281409.9355,71767542706.1297,80633605691.5254,101372338076.934,107378809585.661,105066074348.736,119247405062.528,122249589399.45,124202359888.999,132571115670.187,145460828653.453,148458011072.623,148340566142.737,164153752501.384,169350265824.274,,
East Asia & Pacific,EAS,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103565843626.852,108981897111.384,108957539037.115,94690028741.2595,106320309383.994,114910449503.429,110349994989.566,118741890437.536,119317037057.738,150342621437.434,159470205883.244,161417661681.39,182913242095.181,200218559435.943,188197623075.979,228151638956.126,263253378624.837,304682370097.741,331733399215.634,437564791075.703,454518738180.882,466994023759.745,491700058016.652,525418111124.554,,
Europe & Central Asia (excluding high income),ECA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14446845387.1684,13446339272.7497,14391923924.8357,13443097526.8353,11354708703.9597,13963642411.8236,15633939517.9292,18133175894.1653,21177264269.4393,27328700949.3917,31052704988.6706,33141002690.7323,40670477214.9621,47382436062.9641,42945320585.3108,50093595788.6154,59819300987.2031,73717229977.8684,88700711595.4623,84492624961.5036,65074797114.0592,54155351797.2226,65237740090.1165,70621947384.6201,,
Europe & Central Asia,ECS,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236376771400.6,243677484494.277,232718689726.799,244934556188.255,253813460227.539,247006568425.58,247296971692.596,267674438307.878,317413651695.296,359485825155.629,382330869172.835,398850470050.788,463509806107.497,500530275415.283,437818087379.955,445123160422.038,488135473880.752,485136653819.66,521517395938.615,541915943001.017,470581795041.053,470717709689.307,517975953966.541,562370840088.806,,
Ecuador,ECU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331000000,313000000,331000000,325000000,385000000,416000000,465000000,507000000,500000000,577000000,644000000,706000000,733000000,790000000,806000000,863000000,917000000,944000000,989000000,990000000,994000000,1034000000,1086000000,1043000000,,
"Egypt, Arab Rep.",EGY,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371000000,1382000000,1431000000,1271000000,1218000000,1206000000,1248000000,1309000000,1465000000,1543000000,1932000000,2156000000,2886000000,3390000000,2941000000,2696000000,2575000000,3037000000,3261000000,3486000000,3636000000,4351000000,2419000000,2897000000,,
Euro area,EMU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155263482100,158763428500,145940000000,153102000000,165108000000,156834000000,156216000000,166179000000,199921293900,218696639800,231640000000,238794161000,275148829000,297667000000,267517000000,263147000000,289478000000,270634000000,287553000000,302399000000,258970000000,268872318000,297392000000,326134000000,,
Eritrea,ERI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5826000000,6332000000,6163000000,7119000000,5908000000,5969000000,6584000000,7372000000,9172000000,12295000000,15169000000,16830000000,19866000000,20543000000,17146000000,16926000000,17387000000,15395000000,16433000000,17976000000,17429000000,18803000000,22346000000,26670000000,,
Estonia,EST,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121000000,141000000,162000000,197000000,255000000,253000000,253000000,305000000,404000000,486000000,530000000,706000000,804000000,939000000,605000000,633000000,806000000,796000000,1236000000,1346000000,1169000000,1301000000,1399000000,1651000000,,
Ethiopia,ETH,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,30000000,48000000,51000000,57000000,80000000,50000000,55000000,63000000,59000000,77000000,97000000,107000000,156000000,139000000,143000000,170000000,181000000,214000000,283000000,372000000,461000000,363500000,612700000,,
European Union,EUU,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176851482100,182893428500,168289000000,175956000000,187808000000,178722000000,177849000000,190004000000,226866293900,250807639800,264511000000,274611161000,317836829000,347738000000,308801000000,306285000000,334399000000,314496000000,333755000000,351051000000,302543000000,314317318000,349908000000,383709000000,,
Fragile and conflict affected situations,FCS,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11310709029.7255,15704937946.8106,20546510242.3099,27067524749.6747,23814662954.6297,27507160778.3496,29867149968.7529,31256181019.9635,35159249089.4298,34799851677.55,35556574951.0521,29046517809.3421,34731953194.1303,42444044025.4257,,
Finland,FIN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853000000,2760000000,2541000000,2565000000,2525000000,2293000000,2442000000,2438000000,2954000000,3383000000,3622000000,4099000000,4812000000,5577000000,5233000000,5269000000,6010000000,5843000000,6387000000,6324000000,5785000000,6198000000,6676000000,7268000000,,
Fiji,FJI,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82000000,88000000,87000000,67000000,82000000,96000000,84000000,79000000,88000000,118000000,132000000,113000000,106000000,108000000,108000000,102000000,116000000,110000000,105000000,99000000,115000000,119000000,138000000,160000000,,
France,FRA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20699000000,22049000000,17490000000,18819000000,31630000000,29016000000,28781000000,30270000000,35807000000,36362000000,38633000000,39319000000,46042000000,50373000000,45087000000,46695000000,55509000000,50068000000,52444000000,58464000000,47713000000,49029000000,52495000000,57925000000,,
