Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","351","China","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7021","Annual value","LCU","3862","","Official data"
"PP","Producer Prices","351","China","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7021","Annual value","LCU","9392.5","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1991","1991","7021","Annual value","SLC","1469","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1992","1992","7021","Annual value","SLC","1429","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1993","1993","7021","Annual value","SLC","1458","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1994","1994","7021","Annual value","SLC","1894","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1995","1995","7021","Annual value","SLC","1856","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1996","1996","7021","Annual value","SLC","3370","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1997","1997","7021","Annual value","SLC","2910","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1998","1998","7021","Annual value","SLC","2650","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","1999","1999","7021","Annual value","SLC","3190","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2000","2000","7021","Annual value","SLC","2760","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2001","2001","7021","Annual value","SLC","2970","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2002","2002","7021","Annual value","SLC","3480","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2003","2003","7021","Annual value","SLC","3380","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2004","2004","7021","Annual value","SLC","3600","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2005","2005","7021","Annual value","SLC","3710","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2006","2006","7021","Annual value","SLC","4780","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2007","2007","7021","Annual value","SLC","5980","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2008","2008","7021","Annual value","SLC","6840","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2009","2009","7021","Annual value","SLC","6860","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2010","2010","7021","Annual value","SLC","8750","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2011","2011","7021","Annual value","SLC","3866","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2012","2012","7021","Annual value","SLC","6020","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2013","2013","7021","Annual value","SLC","3850","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2014","2014","7021","Annual value","SLC","3920","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2015","2015","7021","Annual value","SLC","3624","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2016","2016","7021","Annual value","SLC","3112","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2017","2017","7021","Annual value","SLC","3657.2","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2018","2018","7021","Annual value","SLC","3862","","Official data"
"PP","Producer Prices","351","China","5531","Producer Price (SLC/tonne)","515","Apples","2019","2019","7021","Annual value","SLC","9392.5","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1991","1991","7021","Annual value","USD","276","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1992","1992","7021","Annual value","USD","259.1","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1993","1993","7021","Annual value","USD","253","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1994","1994","7021","Annual value","USD","219.8","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1995","1995","7021","Annual value","USD","222.2","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1996","1996","7021","Annual value","USD","405.3","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1997","1997","7021","Annual value","USD","351","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1998","1998","7021","Annual value","USD","320.1","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","1999","1999","7021","Annual value","USD","385.3","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2000","2000","7021","Annual value","USD","333.4","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2001","2001","7021","Annual value","USD","358.8","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2002","2002","7021","Annual value","USD","420.4","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2003","2003","7021","Annual value","USD","408.4","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2004","2004","7021","Annual value","USD","435","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2005","2005","7021","Annual value","USD","452.8","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2006","2006","7021","Annual value","USD","599.5","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2007","2007","7021","Annual value","USD","786.3","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2008","2008","7021","Annual value","USD","984.2","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2009","2009","7021","Annual value","USD","1004.4","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2011","2011","7021","Annual value","USD","598.5","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2012","2012","7021","Annual value","USD","954","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2013","2013","7021","Annual value","USD","621.4","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2014","2014","7021","Annual value","USD","638.1","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2015","2015","7021","Annual value","USD","581.9","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","468.4","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","541.1","","Official data"
"PP","Producer Prices","351","China","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","583.7","","Official data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1991","1991","7021","Annual value","","41.36","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1992","1992","7021","Annual value","","40.23","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1993","1993","7021","Annual value","","41.05","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1994","1994","7021","Annual value","","53.32","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1995","1995","7021","Annual value","","52.25","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1996","1996","7021","Annual value","","94.88","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1997","1997","7021","Annual value","","81.93","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1998","1998","7021","Annual value","","74.61","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","1999","1999","7021","Annual value","","89.81","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2000","2000","7021","Annual value","","77.7","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2001","2001","7021","Annual value","","83.61","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2002","2002","7021","Annual value","","97.97","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2003","2003","7021","Annual value","","95.16","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2004","2004","7021","Annual value","","101.35","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2005","2005","7021","Annual value","","104.45","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2006","2006","7021","Annual value","","134.57","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2007","2007","7021","Annual value","","168.36","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2008","2008","7021","Annual value","","192.57","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2009","2009","7021","Annual value","","193.13","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2010","2010","7021","Annual value","","246.34","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2011","2011","7021","Annual value","","108.84","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2012","2012","7021","Annual value","","169.48","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2013","2013","7021","Annual value","","108.39","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2014","2014","7021","Annual value","","110.36","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2015","2015","7021","Annual value","","102.03","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2016","2016","7021","Annual value","","87.61","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2017","2017","7021","Annual value","","102.96","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2018","2018","7021","Annual value","","108.73","Fc","Calculated data"
"PP","Producer Prices","351","China","5539","Producer Price Index (2014-2016 = 100)","515","Apples","2019","2019","7021","Annual value","","264.43","Fc","Calculated data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1991","1991","7021","Annual value","LCU","1469","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1992","1992","7021","Annual value","LCU","1429","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1993","1993","7021","Annual value","LCU","1458","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1994","1994","7021","Annual value","LCU","1894","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1995","1995","7021","Annual value","LCU","1856","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1996","1996","7021","Annual value","LCU","3370","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1997","1997","7021","Annual value","LCU","2910","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1998","1998","7021","Annual value","LCU","2650","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","1999","1999","7021","Annual value","LCU","3190","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2000","2000","7021","Annual value","LCU","2760","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2001","2001","7021","Annual value","LCU","2970","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2002","2002","7021","Annual value","LCU","3480","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2003","2003","7021","Annual value","LCU","3380","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2004","2004","7021","Annual value","LCU","3600","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2005","2005","7021","Annual value","LCU","3710","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2006","2006","7021","Annual value","LCU","4780","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2007","2007","7021","Annual value","LCU","5980","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2008","2008","7021","Annual value","LCU","6840","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2009","2009","7021","Annual value","LCU","6860","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7021","Annual value","LCU","8750","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7001","January","LCU","8500","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7002","February","LCU","8960","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7003","March","LCU","8750","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7004","April","LCU","8690","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7005","May","LCU","8670","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7006","June","LCU","8340","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7007","July","LCU","8450","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7008","August","LCU","8460","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7009","September","LCU","8730","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7010","October","LCU","8830","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7011","November","LCU","8910","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2010","2010","7012","December","LCU","8960","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7021","Annual value","LCU","3866","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2011","2011","7001","January","LCU","8970","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7021","Annual value","LCU","6020","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7001","January","LCU","7060","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7002","February","LCU","7560","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7003","March","LCU","7510","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7004","April","LCU","7500","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7005","May","LCU","7490","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7006","June","LCU","7520","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7007","July","LCU","7560","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7008","August","LCU","7580","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7009","September","LCU","7620","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7010","October","LCU","7590","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7011","November","LCU","7640","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2012","2012","7012","December","LCU","7690","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7021","Annual value","LCU","3850","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7001","January","LCU","4797","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7002","February","LCU","4950","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7003","March","LCU","5010","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7004","April","LCU","4950","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7005","May","LCU","5290","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7006","June","LCU","5810","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7007","July","LCU","4960","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7008","August","LCU","4480","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7009","September","LCU","4580","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7010","October","LCU","4870","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7011","November","LCU","4730","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2013","2013","7012","December","LCU","5030","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7021","Annual value","LCU","3920","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7001","January","LCU","3573.9","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7002","February","LCU","3605.4","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7003","March","LCU","3942.3","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7004","April","LCU","3865.4","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7005","May","LCU","4372.8","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7006","June","LCU","4608.1","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7007","July","LCU","4006.9","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7008","August","LCU","3756.3","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7009","September","LCU","3588.6","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7010","October","LCU","3653","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7011","November","LCU","3839","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2014","2014","7012","December","LCU","4228.1","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7021","Annual value","LCU","3624","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7001","January","LCU","4422.7","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7002","February","LCU","4225.8","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7003","March","LCU","4278.3","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7004","April","LCU","4236.9","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7005","May","LCU","3890.5","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7006","June","LCU","4072","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7007","July","LCU","3579","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7008","August","LCU","2945","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7009","September","LCU","2837.6","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7010","October","LCU","3005.5","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7011","November","LCU","3002.7","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2015","2015","7012","December","LCU","2993.5","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2016","2016","7021","Annual value","LCU","3112","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2017","2017","7021","Annual value","LCU","3657.2","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2018","2018","7021","Annual value","LCU","3862","","Official data"
"PP","Producer Prices","41","China, mainland","5530","Producer Price (LCU/tonne)","515","Apples","2019","2019","7021","Annual value","LCU","9392.5","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1991","1991","7021","Annual value","SLC","1469","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1992","1992","7021","Annual value","SLC","1429","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1993","1993","7021","Annual value","SLC","1458","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1994","1994","7021","Annual value","SLC","1894","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1995","1995","7021","Annual value","SLC","1856","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1996","1996","7021","Annual value","SLC","3370","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1997","1997","7021","Annual value","SLC","2910","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1998","1998","7021","Annual value","SLC","2650","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","1999","1999","7021","Annual value","SLC","3190","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2000","2000","7021","Annual value","SLC","2760","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2001","2001","7021","Annual value","SLC","2970","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2002","2002","7021","Annual value","SLC","3480","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2003","2003","7021","Annual value","SLC","3380","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2004","2004","7021","Annual value","SLC","3600","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2005","2005","7021","Annual value","SLC","3710","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2006","2006","7021","Annual value","SLC","4780","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2007","2007","7021","Annual value","SLC","5980","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2008","2008","7021","Annual value","SLC","6840","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2009","2009","7021","Annual value","SLC","6860","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2010","2010","7021","Annual value","SLC","8750","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2011","2011","7021","Annual value","SLC","3866","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2012","2012","7021","Annual value","SLC","6020","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2013","2013","7021","Annual value","SLC","3850","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2014","2014","7021","Annual value","SLC","3920","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2015","2015","7021","Annual value","SLC","3624","","Official data"
"PP","Producer Prices","41","China, mainland","5531","Producer Price (SLC/tonne)","515","Apples","2016","2016","7021","Annual value","SLC","3112","","Official data"
