RowIDs,Year,Country_Name,Country_Code,Series_Name,Series_Code,Measure_KWH
Row802,2015,Kosovo,XKX,oil,EG.ELC.PETR.ZS,0.245138095kwh
Row807,2005,Kuwait,KWT,natural gas,EG.ELC.NGAS.ZS,25.0926053kwh
Row807,2015,Kuwait,KWT,natural gas,EG.ELC.NGAS.ZS,36.41891693kwh
Row809,2005,Kuwait,KWT,oil,EG.ELC.PETR.ZS,74.9073947kwh
Row809,2015,Kuwait,KWT,oil,EG.ELC.PETR.ZS,63.58108307kwh
Row812,2005,Kyrgyz Republic,KGZ,coal,EG.ELC.COAL.ZS,10.10006044kwh
Row812,2015,Kyrgyz Republic,KGZ,coal,EG.ELC.COAL.ZS,13.21565618kwh
Row813,2005,Kyrgyz Republic,KGZ,hydroelectric,EG.ELC.HYRO.ZS,85.8773756kwh
Row813,2015,Kyrgyz Republic,KGZ,hydroelectric,EG.ELC.HYRO.ZS,85.18802763kwh
Row814,2005,Kyrgyz Republic,KGZ,natural gas,EG.ELC.NGAS.ZS,3.035390504kwh
Row814,2015,Kyrgyz Republic,KGZ,natural gas,EG.ELC.NGAS.ZS,1.304681504kwh
Row816,2005,Kyrgyz Republic,KGZ,oil,EG.ELC.PETR.ZS,0.987173461kwh
Row816,2015,Kyrgyz Republic,KGZ,oil,EG.ELC.PETR.ZS,0.291634689kwh
Row827,2005,Latvia,LVA,hydroelectric,EG.ELC.HYRO.ZS,67.7945373kwh
Row827,2015,Latvia,LVA,hydroelectric,EG.ELC.HYRO.ZS,33.61648292kwh
Row828,2005,Latvia,LVA,natural gas,EG.ELC.NGAS.ZS,30.2894415kwh
Row828,2015,Latvia,LVA,natural gas,EG.ELC.NGAS.ZS,49.81022953kwh
Row830,2005,Latvia,LVA,oil,EG.ELC.PETR.ZS,0.122299225kwh
Row830,2015,Latvia,LVA,oil,EG.ELC.PETR.ZS,0.018073378kwh
Row832,2005,Latvia,LVA,renewable,EG.ELC.RNWX.ZS,1.793721973kwh
Row832,2015,Latvia,LVA,renewable,EG.ELC.RNWX.ZS,16.55521417kwh
Row834,2005,Lebanon,LBN,hydroelectric,EG.ELC.HYRO.ZS,8.477186158kwh
Row834,2015,Lebanon,LBN,hydroelectric,EG.ELC.HYRO.ZS,2.603826919kwh
Row837,2005,Lebanon,LBN,oil,EG.ELC.PETR.ZS,91.52281384kwh
Row837,2015,Lebanon,LBN,oil,EG.ELC.PETR.ZS,97.39617308kwh
Row856,2005,Libya,LBY,natural gas,EG.ELC.NGAS.ZS,27.94636556kwh
Row856,2015,Libya,LBY,natural gas,EG.ELC.NGAS.ZS,53.70031554kwh
Row858,2005,Libya,LBY,oil,EG.ELC.PETR.ZS,72.05363444kwh
Row858,2015,Libya,LBY,oil,EG.ELC.PETR.ZS,46.29968446kwh
Row869,2005,Lithuania,LTU,hydroelectric,EG.ELC.HYRO.ZS,3.128685397kwh
Row869,2015,Lithuania,LTU,hydroelectric,EG.ELC.HYRO.ZS,8.196336308kwh
Row870,2005,Lithuania,LTU,natural gas,EG.ELC.NGAS.ZS,20.92958724kwh
Row870,2015,Lithuania,LTU,natural gas,EG.ELC.NGAS.ZS,46.47721935kwh
Row871,2005,Lithuania,LTU,nuclear,EG.ELC.NUCL.ZS,71.71002428kwh
Row872,2005,Lithuania,LTU,oil,EG.ELC.PETR.ZS,1.283385362kwh
Row872,2015,Lithuania,LTU,oil,EG.ELC.PETR.ZS,6.458431188kwh
Row874,2005,Lithuania,LTU,renewable,EG.ELC.RNWX.ZS,0.062434964kwh
Row874,2015,Lithuania,LTU,renewable,EG.ELC.RNWX.ZS,31.21183654kwh
Row876,2005,Luxembourg,LUX,hydroelectric,EG.ELC.HYRO.ZS,2.807646356kwh
Row876,2015,Luxembourg,LUX,hydroelectric,EG.ELC.HYRO.ZS,7.438016529kwh
Row877,2005,Luxembourg,LUX,natural gas,EG.ELC.NGAS.ZS,92.80167264kwh
Row877,2015,Luxembourg,LUX,natural gas,EG.ELC.NGAS.ZS,62.6596544kwh
Row879,2005,Luxembourg,LUX,oil,EG.ELC.PETR.ZS,0.029868578kwh
Row881,2005,Luxembourg,LUX,renewable,EG.ELC.RNWX.ZS,3.494623656kwh
Row881,2015,Luxembourg,LUX,renewable,EG.ELC.RNWX.ZS,24.94365139kwh
Row903,2005,Malaysia,MYS,coal,EG.ELC.COAL.ZS,24.18080873kwh
Row903,2015,Malaysia,MYS,coal,EG.ELC.COAL.ZS,42.28132931kwh
Row904,2005,Malaysia,MYS,hydroelectric,EG.ELC.HYRO.ZS,6.278954435kwh
Row904,2015,Malaysia,MYS,hydroelectric,EG.ELC.HYRO.ZS,9.275061117kwh
Row905,2005,Malaysia,MYS,natural gas,EG.ELC.NGAS.ZS,66.87431205kwh
Row905,2015,Malaysia,MYS,natural gas,EG.ELC.NGAS.ZS,46.60311878kwh
Row907,2005,Malaysia,MYS,oil,EG.ELC.PETR.ZS,2.664715203kwh
Row907,2015,Malaysia,MYS,oil,EG.ELC.PETR.ZS,1.158383459kwh
Row909,2005,Malaysia,MYS,renewable,EG.ELC.RNWX.ZS,0.001209585kwh
Row909,2015,Malaysia,MYS,renewable,EG.ELC.RNWX.ZS,0.682107339kwh
Row928,2005,Malta,MLT,oil,EG.ELC.PETR.ZS,100.0kwh
Row928,2015,Malta,MLT,oil,EG.ELC.PETR.ZS,92.32540292kwh
Row930,2015,Malta,MLT,renewable,EG.ELC.RNWX.ZS,7.674597084kwh
Row945,2005,Mauritius,MUS,coal,EG.ELC.COAL.ZS,26.84859155kwh
Row945,2015,Mauritius,MUS,coal,EG.ELC.COAL.ZS,39.43943944kwh
Row946,2005,Mauritius,MUS,hydroelectric,EG.ELC.HYRO.ZS,5.061619718kwh
Row946,2015,Mauritius,MUS,hydroelectric,EG.ELC.HYRO.ZS,4.070737404kwh
Row949,2005,Mauritius,MUS,oil,EG.ELC.PETR.ZS,48.15140845kwh
Row949,2015,Mauritius,MUS,oil,EG.ELC.PETR.ZS,37.83783784kwh
Row951,2005,Mauritius,MUS,renewable,EG.ELC.RNWX.ZS,19.93838028kwh
Row951,2015,Mauritius,MUS,renewable,EG.ELC.RNWX.ZS,18.65198532kwh
Row960,2005,Moldova,MDA,hydroelectric,EG.ELC.HYRO.ZS,6.293823038kwh
Row960,2015,Moldova,MDA,hydroelectric,EG.ELC.HYRO.ZS,5.056640946kwh
Row961,2005,Moldova,MDA,natural gas,EG.ELC.NGAS.ZS,93.53923205kwh
Row961,2015,Moldova,MDA,natural gas,EG.ELC.NGAS.ZS,94.48366442kwh
Row963,2005,Moldova,MDA,oil,EG.ELC.PETR.ZS,0.166944908kwh
Row963,2015,Moldova,MDA,oil,EG.ELC.PETR.ZS,0.147758989kwh
Row965,2015,Moldova,MDA,renewable,EG.ELC.RNWX.ZS,0.311935643kwh
Row973,2005,Mongolia,MNG,coal,EG.ELC.COAL.ZS,96.9581749kwh
Row973,2015,Mongolia,MNG,coal,EG.ELC.COAL.ZS,92.74442227kwh
Row977,2005,Mongolia,MNG,oil,EG.ELC.PETR.ZS,3.041825095kwh
Row977,2015,Mongolia,MNG,oil,EG.ELC.PETR.ZS,4.171957192kwh
Row979,2015,Mongolia,MNG,renewable,EG.ELC.RNWX.ZS,3.083620533kwh
Row980,2005,Montenegro,MNE,coal,EG.ELC.COAL.ZS,34.84636872kwh
Row980,2015,Montenegro,MNE,coal,EG.ELC.COAL.ZS,50.34965035kwh
Row981,2005,Montenegro,MNE,hydroelectric,EG.ELC.HYRO.ZS,65.15363128kwh
Row981,2015,Montenegro,MNE,hydroelectric,EG.ELC.HYRO.ZS,49.65034965kwh
Row987,2005,Morocco,MAR,coal,EG.ELC.COAL.ZS,65.99792639kwh
Row987,2015,Morocco,MAR,coal,EG.ELC.COAL.ZS,55.52563271kwh
Row988,2005,Morocco,MAR,hydroelectric,EG.ELC.HYRO.ZS,5.075168481kwh
Row988,2015,Morocco,MAR,hydroelectric,EG.ELC.HYRO.ZS,6.116158339kwh
Row989,2005,Morocco,MAR,natural gas,EG.ELC.NGAS.ZS,10.38361846kwh
Row989,2015,Morocco,MAR,natural gas,EG.ELC.NGAS.ZS,18.76703439kwh
Row991,2005,Morocco,MAR,oil,EG.ELC.PETR.ZS,17.47537584kwh
Row991,2015,Morocco,MAR,oil,EG.ELC.PETR.ZS,7.173913043kwh
Row993,2005,Morocco,MAR,renewable,EG.ELC.RNWX.ZS,1.067910835kwh
Row993,2015,Morocco,MAR,renewable,EG.ELC.RNWX.ZS,8.192731992kwh
Row995,2005,Mozambique,MOZ,hydroelectric,EG.ELC.HYRO.ZS,99.84192699kwh
Row995,2015,Mozambique,MOZ,hydroelectric,EG.ELC.HYRO.ZS,86.41088736kwh
Row996,2005,Mozambique,MOZ,natural gas,EG.ELC.NGAS.ZS,0.052691005kwh
Row996,2015,Mozambique,MOZ,natural gas,EG.ELC.NGAS.ZS,12.8257922kwh
Row998,2005,Mozambique,MOZ,oil,EG.ELC.PETR.ZS,0.10538201kwh
Row998,2015,Mozambique,MOZ,oil,EG.ELC.PETR.ZS,0.763320444kwh
Row1001,2005,Myanmar,MMR,coal,EG.ELC.COAL.ZS,9.790558511kwh
Row1001,2015,Myanmar,MMR,coal,EG.ELC.COAL.ZS,1.784596118kwh
Row1002,2005,Myanmar,MMR,hydroelectric,EG.ELC.HYRO.ZS,49.81715426kwh
Row1002,2015,Myanmar,MMR,hydroelectric,EG.ELC.HYRO.ZS,58.85410144kwh
Row1003,2005,Myanmar,MMR,natural gas,EG.ELC.NGAS.ZS,39.82712766kwh
Row1003,2015,Myanmar,MMR,natural gas,EG.ELC.NGAS.ZS,39.0169067kwh
Row1005,2005,Myanmar,MMR,oil,EG.ELC.PETR.ZS,0.565159575kwh
Row1005,2015,Myanmar,MMR,oil,EG.ELC.PETR.ZS,0.344395742kwh
Row1008,2005,Namibia,NAM,coal,EG.ELC.COAL.ZS,0.180722892kwh
Row1008,2015,Namibia,NAM,coal,EG.ELC.COAL.ZS,0.455729167kwh
Row1009,2005,Namibia,NAM,hydroelectric,EG.ELC.HYRO.ZS,99.75903614kwh
Row1009,2015,Namibia,NAM,hydroelectric,EG.ELC.HYRO.ZS,97.78645833kwh
Row1012,2005,Namibia,NAM,oil,EG.ELC.PETR.ZS,0.060240964kwh
Row1012,2015,Namibia,NAM,oil,EG.ELC.PETR.ZS,1.7578125kwh
Row1023,2005,Nepal,NPL,hydroelectric,EG.ELC.HYRO.ZS,99.36833794kwh
Row1023,2015,Nepal,NPL,hydroelectric,EG.ELC.HYRO.ZS,99.80017128kwh
Row1026,2005,Nepal,NPL,oil,EG.ELC.PETR.ZS,0.631662061kwh
Row1028,2015,Nepal,NPL,renewable,EG.ELC.RNWX.ZS,0.199828718kwh
Row1036,2005,New Zealand,NZL,coal,EG.ELC.COAL.ZS,13.64969279kwh
Row1036,2015,New Zealand,NZL,coal,EG.ELC.COAL.ZS,4.252912566kwh
Row1037,2005,New Zealand,NZL,hydroelectric,EG.ELC.HYRO.ZS,54.28458388kwh
Row1037,2015,New Zealand,NZL,hydroelectric,EG.ELC.HYRO.ZS,55.50277118kwh
Row1038,2005,New Zealand,NZL,natural gas,EG.ELC.NGAS.ZS,21.91630981kwh
Row1038,2015,New Zealand,NZL,natural gas,EG.ELC.NGAS.ZS,15.53444181kwh
Row1040,2005,New Zealand,NZL,oil,EG.ELC.PETR.ZS,0.009309253kwh
Row1040,2015,New Zealand,NZL,oil,EG.ELC.PETR.ZS,0.002262188kwh
Row1042,2005,New Zealand,NZL,renewable,EG.ELC.RNWX.ZS,9.951591882kwh
Row1042,2015,New Zealand,NZL,renewable,EG.ELC.RNWX.ZS,24.57866757kwh
Row1044,2005,Nicaragua,NIC,hydroelectric,EG.ELC.HYRO.ZS,14.19206817kwh
Row1044,2015,Nicaragua,NIC,hydroelectric,EG.ELC.HYRO.ZS,6.442454684kwh
Row1047,2005,Nicaragua,NIC,oil,EG.ELC.PETR.ZS,65.38839725kwh
Row1047,2015,Nicaragua,NIC,oil,EG.ELC.PETR.ZS,49.94540293kwh
Row1049,2005,Nicaragua,NIC,renewable,EG.ELC.RNWX.ZS,20.41953458kwh
Row1049,2015,Nicaragua,NIC,renewable,EG.ELC.RNWX.ZS,43.61214239kwh
Row1050,2005,Niger,NER,coal,EG.ELC.COAL.ZS,68.99563319kwh
Row1050,2015,Niger,NER,coal,EG.ELC.COAL.ZS,41.61958569kwh
Row1054,2005,Niger,NER,oil,EG.ELC.PETR.ZS,30.13100437kwh
Row1054,2015,Niger,NER,oil,EG.ELC.PETR.ZS,57.62711864kwh
Row1056,2005,Niger,NER,renewable,EG.ELC.RNWX.ZS,0.873362445kwh
Row1056,2015,Niger,NER,renewable,EG.ELC.RNWX.ZS,0.753295669kwh
Row1058,2005,Nigeria,NGA,hydroelectric,EG.ELC.HYRO.ZS,33.00055227kwh
Row1058,2015,Nigeria,NGA,hydroelectric,EG.ELC.HYRO.ZS,18.19512506kwh
Row1059,2005,Nigeria,NGA,natural gas,EG.ELC.NGAS.ZS,66.99944773kwh
Row1059,2015,Nigeria,NGA,natural gas,EG.ELC.NGAS.ZS,81.80487494kwh
Row1064,2005,North Macedonia,MKD,coal,EG.ELC.COAL.ZS,78.3059637kwh
Row1064,2015,North Macedonia,MKD,coal,EG.ELC.COAL.ZS,58.35990081kwh
Row1065,2005,North Macedonia,MKD,hydroelectric,EG.ELC.HYRO.ZS,21.49236531kwh
Row1065,2015,North Macedonia,MKD,hydroelectric,EG.ELC.HYRO.ZS,33.03223521kwh
Row1066,2015,North Macedonia,MKD,natural gas,EG.ELC.NGAS.ZS,3.241232731kwh
Row1068,2005,North Macedonia,MKD,oil,EG.ELC.PETR.ZS,0.201670988kwh
Row1068,2015,North Macedonia,MKD,oil,EG.ELC.PETR.ZS,2.461919943kwh
Row1070,2015,North Macedonia,MKD,renewable,EG.ELC.RNWX.ZS,2.9047113kwh
Row1078,2005,Norway,NOR,coal,EG.ELC.COAL.ZS,0.096178367kwh
Row1078,2015,Norway,NOR,coal,EG.ELC.COAL.ZS,0.104917942kwh
Row1079,2005,Norway,NOR,hydroelectric,EG.ELC.HYRO.ZS,98.86553244kwh
Row1079,2015,Norway,NOR,hydroelectric,EG.ELC.HYRO.ZS,95.8255166kwh
Row1080,2005,Norway,NOR,natural gas,EG.ELC.NGAS.ZS,0.273233998kwh
Row1080,2015,Norway,NOR,natural gas,EG.ELC.NGAS.ZS,1.805144453kwh
Row1082,2005,Norway,NOR,oil,EG.ELC.PETR.ZS,0.016758352kwh
Row1082,2015,Norway,NOR,oil,EG.ELC.PETR.ZS,0.020149803kwh
Row1084,2005,Norway,NOR,renewable,EG.ELC.RNWX.ZS,0.606215163kwh
Row1084,2015,Norway,NOR,renewable,EG.ELC.RNWX.ZS,1.884354025kwh
Row1087,2005,Oman,OMN,natural gas,EG.ELC.NGAS.ZS,97.90728895kwh
Row1087,2015,Oman,OMN,natural gas,EG.ELC.NGAS.ZS,97.36552903kwh
Row1089,2005,Oman,OMN,oil,EG.ELC.PETR.ZS,2.092711048kwh
Row1089,2015,Oman,OMN,oil,EG.ELC.PETR.ZS,2.634470969kwh
Row1092,2005,Pakistan,PAK,coal,EG.ELC.COAL.ZS,0.137777825kwh
Row1092,2015,Pakistan,PAK,coal,EG.ELC.COAL.ZS,0.137108632kwh
Row1093,2005,Pakistan,PAK,hydroelectric,EG.ELC.HYRO.ZS,32.96200963kwh
Row1093,2015,Pakistan,PAK,hydroelectric,EG.ELC.HYRO.ZS,30.67264412kwh
Row1094,2005,Pakistan,PAK,natural gas,EG.ELC.NGAS.ZS,44.09531235kwh
Row1094,2015,Pakistan,PAK,natural gas,EG.ELC.NGAS.ZS,25.72500699kwh
Row1095,2005,Pakistan,PAK,nuclear,EG.ELC.NUCL.ZS,2.65302417kwh
Row1096,2005,Pakistan,PAK,oil,EG.ELC.PETR.ZS,20.15187602kwh
Row1096,2015,Pakistan,PAK,oil,EG.ELC.PETR.ZS,37.22499346kwh
Row1098,2015,Pakistan,PAK,renewable,EG.ELC.RNWX.ZS,0.757705595kwh
Row1106,2015,Panama,PAN,coal,EG.ELC.COAL.ZS,6.915306915kwh
Row1107,2005,Panama,PAN,hydroelectric,EG.ELC.HYRO.ZS,63.90938733kwh
Row1107,2015,Panama,PAN,hydroelectric,EG.ELC.HYRO.ZS,60.77117327kwh
Row1110,2005,Panama,PAN,oil,EG.ELC.PETR.ZS,35.6958984kwh
Row1110,2015,Panama,PAN,oil,EG.ELC.PETR.ZS,27.75835276kwh
Row1112,2005,Panama,PAN,renewable,EG.ELC.RNWX.ZS,0.394714261kwh
Row1112,2015,Panama,PAN,renewable,EG.ELC.RNWX.ZS,4.555167055kwh
Row1121,2005,Paraguay,PRY,hydroelectric,EG.ELC.HYRO.ZS,100.0kwh
Row1121,2015,Paraguay,PRY,hydroelectric,EG.ELC.HYRO.ZS,99.99820608kwh
Row1124,2015,Paraguay,PRY,oil,EG.ELC.PETR.ZS,0.001793915kwh
Row1127,2005,Peru,PER,coal,EG.ELC.COAL.ZS,3.153064826kwh
Row1127,2015,Peru,PER,coal,EG.ELC.COAL.ZS,0.839360842kwh
Row1128,2005,Peru,PER,hydroelectric,EG.ELC.HYRO.ZS,70.90081964kwh
Row1128,2015,Peru,PER,hydroelectric,EG.ELC.HYRO.ZS,49.14095045kwh
Row1129,2005,Peru,PER,natural gas,EG.ELC.NGAS.ZS,17.83991529kwh
Row1129,2015,Peru,PER,natural gas,EG.ELC.NGAS.ZS,45.02704607kwh
Row1131,2005,Peru,PER,oil,EG.ELC.PETR.ZS,6.737519118kwh
Row1131,2015,Peru,PER,oil,EG.ELC.PETR.ZS,1.403079729kwh
Row1133,2005,Peru,PER,renewable,EG.ELC.RNWX.ZS,1.368681125kwh
Row1133,2015,Peru,PER,renewable,EG.ELC.RNWX.ZS,3.589562911kwh
Row1134,2005,Philippines,PHL,coal,EG.ELC.COAL.ZS,26.97155585kwh
Row1134,2015,Philippines,PHL,coal,EG.ELC.COAL.ZS,44.51482169kwh
Row1135,2005,Philippines,PHL,hydroelectric,EG.ELC.HYRO.ZS,14.82666572kwh
Row1135,2015,Philippines,PHL,hydroelectric,EG.ELC.HYRO.ZS,10.51411792kwh
Row1136,2005,Philippines,PHL,natural gas,EG.ELC.NGAS.ZS,29.80713137kwh
Row1136,2015,Philippines,PHL,natural gas,EG.ELC.NGAS.ZS,22.90658027kwh
Row1138,2005,Philippines,PHL,oil,EG.ELC.PETR.ZS,10.85615288kwh
Row1138,2015,Philippines,PHL,oil,EG.ELC.PETR.ZS,7.142077099kwh
Row1140,2005,Philippines,PHL,renewable,EG.ELC.RNWX.ZS,17.53849418kwh
Row1140,2015,Philippines,PHL,renewable,EG.ELC.RNWX.ZS,14.8993484kwh
Row1141,2005,Poland,POL,coal,EG.ELC.COAL.ZS,92.20257597kwh
Row1141,2015,Poland,POL,coal,EG.ELC.COAL.ZS,80.90616462kwh
Row1142,2005,Poland,POL,hydroelectric,EG.ELC.HYRO.ZS,1.416718697kwh
Row1142,2015,Poland,POL,hydroelectric,EG.ELC.HYRO.ZS,1.114755295kwh
Row1143,2005,Poland,POL,natural gas,EG.ELC.NGAS.ZS,3.324557959kwh
Row1143,2015,Poland,POL,natural gas,EG.ELC.NGAS.ZS,3.886431262kwh
Row1145,2005,Poland,POL,oil,EG.ELC.PETR.ZS,1.774599476kwh
Row1145,2015,Poland,POL,oil,EG.ELC.PETR.ZS,1.288783688kwh
Row1147,2005,Poland,POL,renewable,EG.ELC.RNWX.ZS,1.059481588kwh
Row1147,2015,Poland,POL,renewable,EG.ELC.RNWX.ZS,12.68764338kwh
Row1148,2005,Portugal,PRT,coal,EG.ELC.COAL.ZS,32.96527237kwh
Row1148,2015,Portugal,PRT,coal,EG.ELC.COAL.ZS,28.71823872kwh
Row1149,2005,Portugal,PRT,hydroelectric,EG.ELC.HYRO.ZS,10.24292024kwh
Row1149,2015,Portugal,PRT,hydroelectric,EG.ELC.HYRO.ZS,16.88734619kwh
Row1150,2005,Portugal,PRT,natural gas,EG.ELC.NGAS.ZS,29.45786784kwh
Row1150,2015,Portugal,PRT,natural gas,EG.ELC.NGAS.ZS,20.59632222kwh
Row1152,2005,Portugal,PRT,oil,EG.ELC.PETR.ZS,19.03308219kwh
Row1152,2015,Portugal,PRT,oil,EG.ELC.PETR.ZS,2.558452448kwh
Row1154,2005,Portugal,PRT,renewable,EG.ELC.RNWX.ZS,7.640512687kwh
Row1154,2015,Portugal,PRT,renewable,EG.ELC.RNWX.ZS,30.6390281kwh
Row1164,2005,Qatar,QAT,natural gas,EG.ELC.NGAS.ZS,100.0kwh
Row1164,2015,Qatar,QAT,natural gas,EG.ELC.NGAS.ZS,100.0kwh
Row1169,2005,Romania,ROU,coal,EG.ELC.COAL.ZS,37.26120546kwh
Row1169,2015,Romania,ROU,coal,EG.ELC.COAL.ZS,27.63872455kwh
Row1170,2005,Romania,ROU,hydroelectric,EG.ELC.HYRO.ZS,34.01107502kwh
Row1170,2015,Romania,ROU,hydroelectric,EG.ELC.HYRO.ZS,25.231334kwh
Row1171,2005,Romania,ROU,natural gas,EG.ELC.NGAS.ZS,16.17827748kwh
Row1171,2015,Romania,ROU,natural gas,EG.ELC.NGAS.ZS,14.23803889kwh
Row1172,2005,Romania,ROU,nuclear,EG.ELC.NUCL.ZS,9.349805598kwh
Row1173,2005,Romania,ROU,oil,EG.ELC.PETR.ZS,3.18785451kwh
Row1173,2015,Romania,ROU,oil,EG.ELC.PETR.ZS,0.719031583kwh
Row1175,2005,Romania,ROU,renewable,EG.ELC.RNWX.ZS,0.0100988kwh
Row1175,2015,Romania,ROU,renewable,EG.ELC.RNWX.ZS,14.5156397kwh
Row1205,2005,Senegal,SEN,hydroelectric,EG.ELC.HYRO.ZS,10.49528302kwh
Row1205,2015,Senegal,SEN,hydroelectric,EG.ELC.HYRO.ZS,8.647281922kwh
Row1206,2005,Senegal,SEN,natural gas,EG.ELC.NGAS.ZS,2.555031447kwh
Row1206,2015,Senegal,SEN,natural gas,EG.ELC.NGAS.ZS,4.17193426kwh
Row1208,2005,Senegal,SEN,oil,EG.ELC.PETR.ZS,79.24528302kwh
Row1208,2015,Senegal,SEN,oil,EG.ELC.PETR.ZS,83.61567636kwh
Row1210,2005,Senegal,SEN,renewable,EG.ELC.RNWX.ZS,2.161949686kwh
Row1210,2015,Senegal,SEN,renewable,EG.ELC.RNWX.ZS,1.769911504kwh
Row1211,2005,Serbia,SRB,coal,EG.ELC.COAL.ZS,64.27043922kwh
Row1211,2015,Serbia,SRB,coal,EG.ELC.COAL.ZS,72.42984439kwh
Row1212,2005,Serbia,SRB,hydroelectric,EG.ELC.HYRO.ZS,32.98788178kwh
Row1212,2015,Serbia,SRB,hydroelectric,EG.ELC.HYRO.ZS,26.81207607kwh
Row1213,2005,Serbia,SRB,natural gas,EG.ELC.NGAS.ZS,0.869112244kwh
Row1213,2015,Serbia,SRB,natural gas,EG.ELC.NGAS.ZS,0.579864344kwh
Row1215,2005,Serbia,SRB,oil,EG.ELC.PETR.ZS,1.87256676kwh
Row1215,2015,Serbia,SRB,oil,EG.ELC.PETR.ZS,0.074477989kwh
Row1217,2015,Serbia,SRB,renewable,EG.ELC.RNWX.ZS,0.093097486kwh
Row1232,2015,Singapore,SGP,coal,EG.ELC.COAL.ZS,1.196072597kwh
Row1234,2005,Singapore,SGP,natural gas,EG.ELC.NGAS.ZS,74.39876482kwh
Row1234,2015,Singapore,SGP,natural gas,EG.ELC.NGAS.ZS,95.02925717kwh
Row1236,2005,Singapore,SGP,oil,EG.ELC.PETR.ZS,23.09946877kwh
Row1236,2015,Singapore,SGP,oil,EG.ELC.PETR.ZS,0.698204899kwh
Row1238,2005,Singapore,SGP,renewable,EG.ELC.RNWX.ZS,1.250883207kwh
Row1238,2015,Singapore,SGP,renewable,EG.ELC.RNWX.ZS,1.820886641kwh
Row1246,2005,Slovak Republic,SVK,coal,EG.ELC.COAL.ZS,19.0737433kwh
Row1246,2015,Slovak Republic,SVK,coal,EG.ELC.COAL.ZS,12.51126464kwh
Row1247,2005,Slovak Republic,SVK,hydroelectric,EG.ELC.HYRO.ZS,14.79331462kwh
Row1247,2015,Slovak Republic,SVK,hydroelectric,EG.ELC.HYRO.ZS,14.51637128kwh
Row1248,2005,Slovak Republic,SVK,natural gas,EG.ELC.NGAS.ZS,6.966062771kwh
Row1248,2015,Slovak Republic,SVK,natural gas,EG.ELC.NGAS.ZS,6.022829679kwh
Row1249,2005,Slovak Republic,SVK,nuclear,EG.ELC.NUCL.ZS,56.54184741kwh
Row1249,2015,Slovak Republic,SVK,nuclear,EG.ELC.NUCL.ZS,56.87143286kwh
Row1250,2005,Slovak Republic,SVK,oil,EG.ELC.PETR.ZS,2.363485583kwh
Row1250,2015,Slovak Republic,SVK,oil,EG.ELC.PETR.ZS,1.441874437kwh
Row1252,2005,Slovak Republic,SVK,renewable,EG.ELC.RNWX.ZS,0.121204389kwh
Row1252,2015,Slovak Republic,SVK,renewable,EG.ELC.RNWX.ZS,8.163112046kwh
Row1253,2005,Slovenia,SVN,coal,EG.ELC.COAL.ZS,34.86802937kwh
Row1253,2015,Slovenia,SVN,coal,EG.ELC.COAL.ZS,29.59438483kwh
Row1254,2005,Slovenia,SVN,hydroelectric,EG.ELC.HYRO.ZS,22.89475425kwh
Row1254,2015,Slovenia,SVN,hydroelectric,EG.ELC.HYRO.ZS,25.70020922kwh
Row1255,2005,Slovenia,SVN,natural gas,EG.ELC.NGAS.ZS,2.242508434kwh
Row1255,2015,Slovenia,SVN,natural gas,EG.ELC.NGAS.ZS,2.726597827kwh
Row1256,2005,Slovenia,SVN,nuclear,EG.ELC.NUCL.ZS,38.92306675kwh
Row1256,2015,Slovenia,SVN,nuclear,EG.ELC.NUCL.ZS,38.11837754kwh
Row1257,2005,Slovenia,SVN,oil,EG.ELC.PETR.ZS,0.277832903kwh
Row1257,2015,Slovenia,SVN,oil,EG.ELC.PETR.ZS,0.114733077kwh
Row1259,2005,Slovenia,SVN,renewable,EG.ELC.RNWX.ZS,0.754117881kwh
Row1259,2015,Slovenia,SVN,renewable,EG.ELC.RNWX.ZS,3.691705473kwh
Row1274,2005,South Africa,ZAF,coal,EG.ELC.COAL.ZS,94.63716924kwh
Row1274,2015,South Africa,ZAF,coal,EG.ELC.COAL.ZS,92.71123792kwh
Row1275,2005,South Africa,ZAF,hydroelectric,EG.ELC.HYRO.ZS,0.550288158kwh
Row1275,2015,South Africa,ZAF,hydroelectric,EG.ELC.HYRO.ZS,0.32463848kwh
Row1277,2005,South Africa,ZAF,nuclear,EG.ELC.NUCL.ZS,4.665468592kwh
Row1278,2005,South Africa,ZAF,oil,EG.ELC.PETR.ZS,0.032224081kwh
Row1278,2015,South Africa,ZAF,oil,EG.ELC.PETR.ZS,0.074168342kwh
Row1280,2005,South Africa,ZAF,renewable,EG.ELC.RNWX.ZS,0.114849931kwh
Row1280,2015,South Africa,ZAF,renewable,EG.ELC.RNWX.ZS,1.930403346kwh
Row1285,2015,South Sudan,SSD,oil,EG.ELC.PETR.ZS,99.39393939kwh
Row1287,2015,South Sudan,SSD,renewable,EG.ELC.RNWX.ZS,0.606060606kwh
Row1288,2015,Sri Lanka,LKA,coal,EG.ELC.COAL.ZS,33.70505234kwh
Row1289,2005,Sri Lanka,LKA,hydroelectric,EG.ELC.HYRO.ZS,37.01201201kwh
Row1289,2015,Sri Lanka,LKA,hydroelectric,EG.ELC.HYRO.ZS,45.28144439kwh
Row1292,2005,Sri Lanka,LKA,oil,EG.ELC.PETR.ZS,62.77348777kwh
Row1292,2015,Sri Lanka,LKA,oil,EG.ELC.PETR.ZS,17.81975421kwh
