RowIDs,Year,Country_Name,Country_Code,Series_Name,Series_Code,Measure_KWH
Row400,2015,Chile,CHL,hydroelectric,EG.ELC.HYRO.ZS,31.6778755kwh
Row401,2005,Chile,CHL,natural gas,EG.ELC.NGAS.ZS,25.9126591kwh
Row401,2015,Chile,CHL,natural gas,EG.ELC.NGAS.ZS,15.06493162kwh
Row403,2005,Chile,CHL,oil,EG.ELC.PETR.ZS,6.462922033kwh
Row403,2015,Chile,CHL,oil,EG.ELC.PETR.ZS,4.186398185kwh
Row405,2005,Chile,CHL,renewable,EG.ELC.RNWX.ZS,3.423900617kwh
Row405,2015,Chile,CHL,renewable,EG.ELC.RNWX.ZS,11.92645947kwh
Row406,2005,Colombia,COL,coal,EG.ELC.COAL.ZS,4.9049407kwh
Row406,2015,Colombia,COL,coal,EG.ELC.COAL.ZS,11.85215237kwh
Row407,2005,Colombia,COL,hydroelectric,EG.ELC.HYRO.ZS,79.07304766kwh
Row407,2015,Colombia,COL,hydroelectric,EG.ELC.HYRO.ZS,64.95935784kwh
Row408,2005,Colombia,COL,natural gas,EG.ELC.NGAS.ZS,14.69892922kwh
Row408,2015,Colombia,COL,natural gas,EG.ELC.NGAS.ZS,19.34306041kwh
Row410,2005,Colombia,COL,oil,EG.ELC.PETR.ZS,0.226473568kwh
Row410,2015,Colombia,COL,oil,EG.ELC.PETR.ZS,0.567976006kwh
Row412,2005,Colombia,COL,renewable,EG.ELC.RNWX.ZS,1.096608856kwh
Row412,2015,Colombia,COL,renewable,EG.ELC.RNWX.ZS,3.277453381kwh
Row421,2005,"Congo, Dem. Rep.",COD,hydroelectric,EG.ELC.HYRO.ZS,99.90507187kwh
Row421,2015,"Congo, Dem. Rep.",COD,hydroelectric,EG.ELC.HYRO.ZS,99.70923731kwh
Row422,2015,"Congo, Dem. Rep.",COD,natural gas,EG.ELC.NGAS.ZS,0.044732722kwh
Row424,2005,"Congo, Dem. Rep.",COD,oil,EG.ELC.PETR.ZS,0.094928126kwh
Row424,2015,"Congo, Dem. Rep.",COD,oil,EG.ELC.PETR.ZS,0.134198166kwh
Row426,2015,"Congo, Dem. Rep.",COD,renewable,EG.ELC.RNWX.ZS,0.111831805kwh
Row428,2005,"Congo, Rep.",COG,hydroelectric,EG.ELC.HYRO.ZS,81.98614319kwh
Row428,2015,"Congo, Rep.",COG,hydroelectric,EG.ELC.HYRO.ZS,53.34486736kwh
Row429,2005,"Congo, Rep.",COG,natural gas,EG.ELC.NGAS.ZS,18.01385681kwh
Row429,2015,"Congo, Rep.",COG,natural gas,EG.ELC.NGAS.ZS,46.65513264kwh
Row435,2005,Costa Rica,CRI,hydroelectric,EG.ELC.HYRO.ZS,79.49152542kwh
Row435,2015,Costa Rica,CRI,hydroelectric,EG.ELC.HYRO.ZS,74.61154273kwh
Row438,2005,Costa Rica,CRI,oil,EG.ELC.PETR.ZS,3.280871671kwh
Row438,2015,Costa Rica,CRI,oil,EG.ELC.PETR.ZS,0.998890122kwh
Row440,2005,Costa Rica,CRI,renewable,EG.ELC.RNWX.ZS,17.22760291kwh
Row440,2015,Costa Rica,CRI,renewable,EG.ELC.RNWX.ZS,24.38956715kwh
Row442,2005,Cote d'Ivoire,CIV,hydroelectric,EG.ELC.HYRO.ZS,25.29484246kwh
Row442,2015,Cote d'Ivoire,CIV,hydroelectric,EG.ELC.HYRO.ZS,15.52060613kwh
Row443,2005,Cote d'Ivoire,CIV,natural gas,EG.ELC.NGAS.ZS,72.64566098kwh
Row443,2015,Cote d'Ivoire,CIV,natural gas,EG.ELC.NGAS.ZS,78.05074044kwh
Row445,2005,Cote d'Ivoire,CIV,oil,EG.ELC.PETR.ZS,0.123217743kwh
Row445,2015,Cote d'Ivoire,CIV,oil,EG.ELC.PETR.ZS,5.223280909kwh
Row447,2005,Cote d'Ivoire,CIV,renewable,EG.ELC.RNWX.ZS,1.936278824kwh
Row447,2015,Cote d'Ivoire,CIV,renewable,EG.ELC.RNWX.ZS,1.205372518kwh
Row448,2005,Croatia,HRV,coal,EG.ELC.COAL.ZS,17.82951673kwh
Row448,2015,Croatia,HRV,coal,EG.ELC.COAL.ZS,20.55525894kwh
Row449,2005,Croatia,HRV,hydroelectric,EG.ELC.HYRO.ZS,53.88680401kwh
Row449,2015,Croatia,HRV,hydroelectric,EG.ELC.HYRO.ZS,56.86954974kwh
Row450,2005,Croatia,HRV,natural gas,EG.ELC.NGAS.ZS,13.89293099kwh
Row450,2015,Croatia,HRV,natural gas,EG.ELC.NGAS.ZS,10.65136145kwh
Row452,2005,Croatia,HRV,oil,EG.ELC.PETR.ZS,14.20693881kwh
Row452,2015,Croatia,HRV,oil,EG.ELC.PETR.ZS,1.966542089kwh
Row454,2005,Croatia,HRV,renewable,EG.ELC.RNWX.ZS,0.183809451kwh
Row454,2015,Croatia,HRV,renewable,EG.ELC.RNWX.ZS,9.957287774kwh
Row456,2005,Cuba,CUB,hydroelectric,EG.ELC.HYRO.ZS,0.443227741kwh
Row456,2015,Cuba,CUB,hydroelectric,EG.ELC.HYRO.ZS,0.23659306kwh
Row457,2005,Cuba,CUB,natural gas,EG.ELC.NGAS.ZS,12.62547256kwh
Row457,2015,Cuba,CUB,natural gas,EG.ELC.NGAS.ZS,14.54061514kwh
Row459,2005,Cuba,CUB,oil,EG.ELC.PETR.ZS,36.84004693kwh
Row459,2015,Cuba,CUB,oil,EG.ELC.PETR.ZS,45.96805994kwh
Row461,2005,Cuba,CUB,renewable,EG.ELC.RNWX.ZS,2.737583105kwh
Row461,2015,Cuba,CUB,renewable,EG.ELC.RNWX.ZS,3.711553628kwh
Row473,2005,Cyprus,CYP,oil,EG.ELC.PETR.ZS,99.9771533kwh
Row473,2015,Cyprus,CYP,oil,EG.ELC.PETR.ZS,91.21994264kwh
Row475,2005,Cyprus,CYP,renewable,EG.ELC.RNWX.ZS,0.022846699kwh
Row475,2015,Cyprus,CYP,renewable,EG.ELC.RNWX.ZS,8.780057357kwh
Row476,2005,Czech Republic,CZE,coal,EG.ELC.COAL.ZS,63.79392416kwh
Row476,2015,Czech Republic,CZE,coal,EG.ELC.COAL.ZS,53.06115038kwh
Row477,2005,Czech Republic,CZE,hydroelectric,EG.ELC.HYRO.ZS,2.904883377kwh
Row477,2015,Czech Republic,CZE,hydroelectric,EG.ELC.HYRO.ZS,2.172702624kwh
Row478,2005,Czech Republic,CZE,natural gas,EG.ELC.NGAS.ZS,1.794192674kwh
Row478,2015,Czech Republic,CZE,natural gas,EG.ELC.NGAS.ZS,2.740389271kwh
Row479,2005,Czech Republic,CZE,nuclear,EG.ELC.NUCL.ZS,30.18149418kwh
Row479,2015,Czech Republic,CZE,nuclear,EG.ELC.NUCL.ZS,32.48886414kwh
Row480,2005,Czech Republic,CZE,oil,EG.ELC.PETR.ZS,0.39789579kwh
Row480,2015,Czech Republic,CZE,oil,EG.ELC.PETR.ZS,0.113779413kwh
Row482,2005,Czech Republic,CZE,renewable,EG.ELC.RNWX.ZS,0.917845504kwh
Row482,2015,Czech Republic,CZE,renewable,EG.ELC.RNWX.ZS,9.231867919kwh
Row483,2005,Denmark,DNK,coal,EG.ELC.COAL.ZS,42.66125917kwh
Row483,2015,Denmark,DNK,coal,EG.ELC.COAL.ZS,24.54485784kwh
Row484,2005,Denmark,DNK,hydroelectric,EG.ELC.HYRO.ZS,0.063455278kwh
Row484,2015,Denmark,DNK,hydroelectric,EG.ELC.HYRO.ZS,0.06218261kwh
Row485,2005,Denmark,DNK,natural gas,EG.ELC.NGAS.ZS,24.22336258kwh
Row485,2015,Denmark,DNK,natural gas,EG.ELC.NGAS.ZS,6.27353439kwh
Row487,2005,Denmark,DNK,oil,EG.ELC.PETR.ZS,3.793522044kwh
Row487,2015,Denmark,DNK,oil,EG.ELC.PETR.ZS,1.081286489kwh
Row489,2005,Denmark,DNK,renewable,EG.ELC.RNWX.ZS,27.00711803kwh
Row489,2015,Denmark,DNK,renewable,EG.ELC.RNWX.ZS,65.44374201kwh
Row504,2005,Dominican Republic,DOM,coal,EG.ELC.COAL.ZS,10.22761083kwh
Row504,2015,Dominican Republic,DOM,coal,EG.ELC.COAL.ZS,12.85691066kwh
Row505,2005,Dominican Republic,DOM,hydroelectric,EG.ELC.HYRO.ZS,17.62868194kwh
Row505,2015,Dominican Republic,DOM,hydroelectric,EG.ELC.HYRO.ZS,6.366148345kwh
Row506,2005,Dominican Republic,DOM,natural gas,EG.ELC.NGAS.ZS,6.322523059kwh
Row506,2015,Dominican Republic,DOM,natural gas,EG.ELC.NGAS.ZS,22.02958227kwh
Row508,2005,Dominican Republic,DOM,oil,EG.ELC.PETR.ZS,65.6575424kwh
Row508,2015,Dominican Republic,DOM,oil,EG.ELC.PETR.ZS,53.48106409kwh
Row510,2005,Dominican Republic,DOM,renewable,EG.ELC.RNWX.ZS,0.163641773kwh
Row510,2015,Dominican Republic,DOM,renewable,EG.ELC.RNWX.ZS,5.266294631kwh
Row512,2005,Ecuador,ECU,hydroelectric,EG.ELC.HYRO.ZS,54.30374753kwh
Row512,2015,Ecuador,ECU,hydroelectric,EG.ELC.HYRO.ZS,50.70073558kwh
Row513,2005,Ecuador,ECU,natural gas,EG.ELC.NGAS.ZS,11.34516765kwh
Row513,2015,Ecuador,ECU,natural gas,EG.ELC.NGAS.ZS,12.66744096kwh
Row515,2005,Ecuador,ECU,oil,EG.ELC.PETR.ZS,33.53846154kwh
Row515,2015,Ecuador,ECU,oil,EG.ELC.PETR.ZS,34.52961672kwh
Row517,2005,Ecuador,ECU,renewable,EG.ELC.RNWX.ZS,0.812623274kwh
Row517,2015,Ecuador,ECU,renewable,EG.ELC.RNWX.ZS,2.102206736kwh
Row519,2005,"Egypt, Arab Rep.",EGY,hydroelectric,EG.ELC.HYRO.ZS,11.63308492kwh
Row519,2015,"Egypt, Arab Rep.",EGY,hydroelectric,EG.ELC.HYRO.ZS,7.381152563kwh
Row520,2005,"Egypt, Arab Rep.",EGY,natural gas,EG.ELC.NGAS.ZS,74.30858405kwh
Row520,2015,"Egypt, Arab Rep.",EGY,natural gas,EG.ELC.NGAS.ZS,70.72871846kwh
Row522,2005,"Egypt, Arab Rep.",EGY,oil,EG.ELC.PETR.ZS,13.55046462kwh
Row522,2015,"Egypt, Arab Rep.",EGY,oil,EG.ELC.PETR.ZS,21.01199602kwh
Row524,2005,"Egypt, Arab Rep.",EGY,renewable,EG.ELC.RNWX.ZS,0.507866409kwh
Row524,2015,"Egypt, Arab Rep.",EGY,renewable,EG.ELC.RNWX.ZS,0.878132951kwh
Row526,2005,El Salvador,SLV,hydroelectric,EG.ELC.HYRO.ZS,34.60501762kwh
Row526,2015,El Salvador,SLV,hydroelectric,EG.ELC.HYRO.ZS,22.5914176kwh
Row529,2005,El Salvador,SLV,oil,EG.ELC.PETR.ZS,41.75824176kwh
Row529,2015,El Salvador,SLV,oil,EG.ELC.PETR.ZS,42.1773251kwh
Row531,2005,El Salvador,SLV,renewable,EG.ELC.RNWX.ZS,23.63674062kwh
Row531,2015,El Salvador,SLV,renewable,EG.ELC.RNWX.ZS,35.23125731kwh
Row543,2005,Eritrea,ERI,oil,EG.ELC.PETR.ZS,99.65277778kwh
Row543,2015,Eritrea,ERI,oil,EG.ELC.PETR.ZS,99.50738916kwh
Row545,2005,Eritrea,ERI,renewable,EG.ELC.RNWX.ZS,0.347222222kwh
Row545,2015,Eritrea,ERI,renewable,EG.ELC.RNWX.ZS,0.492610837kwh
Row546,2005,Estonia,EST,coal,EG.ELC.COAL.ZS,2.116609505kwh
Row546,2015,Estonia,EST,coal,EG.ELC.COAL.ZS,5.327829509kwh
Row547,2005,Estonia,EST,hydroelectric,EG.ELC.HYRO.ZS,0.215580598kwh
Row547,2015,Estonia,EST,hydroelectric,EG.ELC.HYRO.ZS,0.259191706kwh
Row548,2005,Estonia,EST,natural gas,EG.ELC.NGAS.ZS,5.330720235kwh
Row548,2015,Estonia,EST,natural gas,EG.ELC.NGAS.ZS,0.595180954kwh
Row550,2005,Estonia,EST,oil,EG.ELC.PETR.ZS,0.313571779kwh
Row550,2015,Estonia,EST,oil,EG.ELC.PETR.ZS,1.22876068kwh
Row552,2005,Estonia,EST,renewable,EG.ELC.RNWX.ZS,0.872121509kwh
Row552,2015,Estonia,EST,renewable,EG.ELC.RNWX.ZS,14.15954689kwh
Row561,2005,Ethiopia,ETH,hydroelectric,EG.ELC.HYRO.ZS,99.57820738kwh
Row561,2015,Ethiopia,ETH,hydroelectric,EG.ELC.HYRO.ZS,92.68947015kwh
Row564,2005,Ethiopia,ETH,oil,EG.ELC.PETR.ZS,0.421792619kwh
Row564,2015,Ethiopia,ETH,oil,EG.ELC.PETR.ZS,0.038325189kwh
Row566,2015,Ethiopia,ETH,renewable,EG.ELC.RNWX.ZS,7.272204657kwh
Row581,2005,Finland,FIN,coal,EG.ELC.COAL.ZS,10.18248279kwh
Row581,2015,Finland,FIN,coal,EG.ELC.COAL.ZS,8.303570127kwh
Row582,2005,Finland,FIN,hydroelectric,EG.ELC.HYRO.ZS,19.5290584kwh
Row582,2015,Finland,FIN,hydroelectric,EG.ELC.HYRO.ZS,24.44567547kwh
Row583,2005,Finland,FIN,natural gas,EG.ELC.NGAS.ZS,15.91198889kwh
Row583,2015,Finland,FIN,natural gas,EG.ELC.NGAS.ZS,7.573217488kwh
Row584,2005,Finland,FIN,nuclear,EG.ELC.NUCL.ZS,32.97016236kwh
Row584,2015,Finland,FIN,nuclear,EG.ELC.NUCL.ZS,33.89798388kwh
Row585,2005,Finland,FIN,oil,EG.ELC.PETR.ZS,0.708395908kwh
Row585,2015,Finland,FIN,oil,EG.ELC.PETR.ZS,0.309051416kwh
Row587,2005,Finland,FIN,renewable,EG.ELC.RNWX.ZS,13.72021195kwh
Row587,2015,Finland,FIN,renewable,EG.ELC.RNWX.ZS,20.0533551kwh
Row596,2005,Gabon,GAB,hydroelectric,EG.ELC.HYRO.ZS,51.58831004kwh
Row596,2015,Gabon,GAB,hydroelectric,EG.ELC.HYRO.ZS,43.17968015kwh
Row597,2005,Gabon,GAB,natural gas,EG.ELC.NGAS.ZS,20.7115629kwh
Row597,2015,Gabon,GAB,natural gas,EG.ELC.NGAS.ZS,46.04891816kwh
Row599,2005,Gabon,GAB,oil,EG.ELC.PETR.ZS,27.19186785kwh
Row599,2015,Gabon,GAB,oil,EG.ELC.PETR.ZS,10.20696143kwh
Row601,2005,Gabon,GAB,renewable,EG.ELC.RNWX.ZS,0.508259212kwh
Row601,2015,Gabon,GAB,renewable,EG.ELC.RNWX.ZS,0.564440263kwh
Row610,2005,Georgia,GEO,hydroelectric,EG.ELC.HYRO.ZS,85.8125774kwh
Row610,2015,Georgia,GEO,hydroelectric,EG.ELC.HYRO.ZS,78.03932429kwh
Row611,2005,Georgia,GEO,natural gas,EG.ELC.NGAS.ZS,13.27920738kwh
Row611,2015,Georgia,GEO,natural gas,EG.ELC.NGAS.ZS,21.96067571kwh
Row613,2005,Georgia,GEO,oil,EG.ELC.PETR.ZS,0.90821522kwh
Row617,2005,Ghana,GHA,hydroelectric,EG.ELC.HYRO.ZS,82.92575133kwh
Row617,2015,Ghana,GHA,hydroelectric,EG.ELC.HYRO.ZS,50.86589505kwh
Row618,2015,Ghana,GHA,natural gas,EG.ELC.NGAS.ZS,38.84779393kwh
Row622,2015,Ghana,GHA,renewable,EG.ELC.RNWX.ZS,0.026107388kwh
Row627,2005,Gibraltar,GIB,oil,EG.ELC.PETR.ZS,100.0kwh
Row627,2015,Gibraltar,GIB,oil,EG.ELC.PETR.ZS,100.0kwh
Row630,2005,Greece,GRC,coal,EG.ELC.COAL.ZS,59.80951419kwh
Row630,2015,Greece,GRC,coal,EG.ELC.COAL.ZS,42.65948825kwh
Row631,2005,Greece,GRC,hydroelectric,EG.ELC.HYRO.ZS,8.442290541kwh
Row631,2015,Greece,GRC,hydroelectric,EG.ELC.HYRO.ZS,11.76720312kwh
Row632,2005,Greece,GRC,natural gas,EG.ELC.NGAS.ZS,13.74964242kwh
Row632,2015,Greece,GRC,natural gas,EG.ELC.NGAS.ZS,17.54081278kwh
Row634,2005,Greece,GRC,oil,EG.ELC.PETR.ZS,15.49295775kwh
Row634,2015,Greece,GRC,oil,EG.ELC.PETR.ZS,10.92779129kwh
Row636,2005,Greece,GRC,renewable,EG.ELC.RNWX.ZS,2.33732142kwh
Row636,2015,Greece,GRC,renewable,EG.ELC.RNWX.ZS,16.88858014kwh
Row658,2005,Guatemala,GTM,coal,EG.ELC.COAL.ZS,13.23145732kwh
Row658,2015,Guatemala,GTM,coal,EG.ELC.COAL.ZS,21.36010128kwh
Row659,2005,Guatemala,GTM,hydroelectric,EG.ELC.HYRO.ZS,36.51385265kwh
Row659,2015,Guatemala,GTM,hydroelectric,EG.ELC.HYRO.ZS,35.04250317kwh
Row662,2005,Guatemala,GTM,oil,EG.ELC.PETR.ZS,26.6492732kwh
Row662,2015,Guatemala,GTM,oil,EG.ELC.PETR.ZS,18.24923133kwh
Row664,2005,Guatemala,GTM,renewable,EG.ELC.RNWX.ZS,10.97030687kwh
Row664,2015,Guatemala,GTM,renewable,EG.ELC.RNWX.ZS,25.34816422kwh
Row687,2005,Haiti,HTI,hydroelectric,EG.ELC.HYRO.ZS,47.6618705kwh
Row687,2015,Haiti,HTI,hydroelectric,EG.ELC.HYRO.ZS,7.996146435kwh
Row690,2005,Haiti,HTI,oil,EG.ELC.PETR.ZS,52.3381295kwh
Row690,2015,Haiti,HTI,oil,EG.ELC.PETR.ZS,92.00385356kwh
Row693,2015,Honduras,HND,coal,EG.ELC.COAL.ZS,1.03736754kwh
Row694,2005,Honduras,HND,hydroelectric,EG.ELC.HYRO.ZS,30.66214528kwh
Row694,2015,Honduras,HND,hydroelectric,EG.ELC.HYRO.ZS,26.10150586kwh
Row697,2005,Honduras,HND,oil,EG.ELC.PETR.ZS,67.05336427kwh
Row697,2015,Honduras,HND,oil,EG.ELC.PETR.ZS,56.68711656kwh
Row699,2005,Honduras,HND,renewable,EG.ELC.RNWX.ZS,2.284490452kwh
Row699,2015,Honduras,HND,renewable,EG.ELC.RNWX.ZS,16.17401004kwh
Row700,2005,"Hong Kong SAR, China",HKG,coal,EG.ELC.COAL.ZS,70.29726145kwh
Row700,2015,"Hong Kong SAR, China",HKG,coal,EG.ELC.COAL.ZS,65.44044176kwh
Row702,2005,"Hong Kong SAR, China",HKG,natural gas,EG.ELC.NGAS.ZS,29.31003095kwh
Row702,2015,"Hong Kong SAR, China",HKG,natural gas,EG.ELC.NGAS.ZS,33.78911386kwh
Row704,2005,"Hong Kong SAR, China",HKG,oil,EG.ELC.PETR.ZS,0.392707602kwh
Row704,2015,"Hong Kong SAR, China",HKG,oil,EG.ELC.PETR.ZS,0.491717066kwh
Row706,2015,"Hong Kong SAR, China",HKG,renewable,EG.ELC.RNWX.ZS,0.278727321kwh
Row707,2005,Hungary,HUN,coal,EG.ELC.COAL.ZS,19.98545699kwh
Row707,2015,Hungary,HUN,coal,EG.ELC.COAL.ZS,19.47135983kwh
Row708,2005,Hungary,HUN,hydroelectric,EG.ELC.HYRO.ZS,0.56494015kwh
Row708,2015,Hungary,HUN,hydroelectric,EG.ELC.HYRO.ZS,0.771208226kwh
Row709,2005,Hungary,HUN,natural gas,EG.ELC.NGAS.ZS,34.62076295kwh
Row709,2015,Hungary,HUN,natural gas,EG.ELC.NGAS.ZS,16.83475051kwh
Row710,2005,Hungary,HUN,nuclear,EG.ELC.NUCL.ZS,38.69001007kwh
Row710,2015,Hungary,HUN,nuclear,EG.ELC.NUCL.ZS,52.18508997kwh
Row711,2005,Hungary,HUN,oil,EG.ELC.PETR.ZS,1.272513704kwh
Row711,2015,Hungary,HUN,oil,EG.ELC.PETR.ZS,0.253773647kwh
Row713,2005,Hungary,HUN,renewable,EG.ELC.RNWX.ZS,4.664951337kwh
Row713,2015,Hungary,HUN,renewable,EG.ELC.RNWX.ZS,9.811482434kwh
Row715,2005,Iceland,ISL,hydroelectric,EG.ELC.HYRO.ZS,80.8081971kwh
Row715,2015,Iceland,ISL,hydroelectric,EG.ELC.HYRO.ZS,73.3070908kwh
Row718,2005,Iceland,ISL,oil,EG.ELC.PETR.ZS,0.057563896kwh
Row718,2015,Iceland,ISL,oil,EG.ELC.PETR.ZS,0.021277728kwh
Row720,2005,Iceland,ISL,renewable,EG.ELC.RNWX.ZS,19.13423901kwh
Row720,2015,Iceland,ISL,renewable,EG.ELC.RNWX.ZS,26.67163147kwh
Row721,2005,"Iran, Islamic Rep.",IRN,coal,EG.ELC.COAL.ZS,0.320628004kwh
Row721,2015,"Iran, Islamic Rep.",IRN,coal,EG.ELC.COAL.ZS,0.164627824kwh
Row722,2005,"Iran, Islamic Rep.",IRN,hydroelectric,EG.ELC.HYRO.ZS,9.040474372kwh
Row722,2015,"Iran, Islamic Rep.",IRN,hydroelectric,EG.ELC.HYRO.ZS,5.02079228kwh
Row723,2005,"Iran, Islamic Rep.",IRN,natural gas,EG.ELC.NGAS.ZS,74.832667kwh
Row723,2015,"Iran, Islamic Rep.",IRN,natural gas,EG.ELC.NGAS.ZS,79.26651534kwh
Row725,2005,"Iran, Islamic Rep.",IRN,oil,EG.ELC.PETR.ZS,15.7663627kwh
Row725,2015,"Iran, Islamic Rep.",IRN,oil,EG.ELC.PETR.ZS,14.42560212kwh
Row727,2005,"Iran, Islamic Rep.",IRN,renewable,EG.ELC.RNWX.ZS,0.039867931kwh
Row727,2015,"Iran, Islamic Rep.",IRN,renewable,EG.ELC.RNWX.ZS,0.084095598kwh
Row729,2005,Iraq,IRQ,hydroelectric,EG.ELC.HYRO.ZS,19.73684211kwh
Row729,2015,Iraq,IRQ,hydroelectric,EG.ELC.HYRO.ZS,3.731754737kwh
Row730,2005,Iraq,IRQ,natural gas,EG.ELC.NGAS.ZS,32.89473684kwh
Row730,2015,Iraq,IRQ,natural gas,EG.ELC.NGAS.ZS,24.41745742kwh
Row732,2005,Iraq,IRQ,oil,EG.ELC.PETR.ZS,28.42105263kwh
Row732,2015,Iraq,IRQ,oil,EG.ELC.PETR.ZS,25.73198688kwh
Row735,2005,Ireland,IRL,coal,EG.ELC.COAL.ZS,24.93170998kwh
Row735,2015,Ireland,IRL,coal,EG.ELC.COAL.ZS,17.34581302kwh
Row736,2005,Ireland,IRL,hydroelectric,EG.ELC.HYRO.ZS,2.462342933kwh
Row736,2015,Ireland,IRL,hydroelectric,EG.ELC.HYRO.ZS,2.871988327kwh
Row737,2005,Ireland,IRL,natural gas,EG.ELC.NGAS.ZS,45.16506673kwh
Row737,2015,Ireland,IRL,natural gas,EG.ELC.NGAS.ZS,44.01224243kwh
Row739,2005,Ireland,IRL,oil,EG.ELC.PETR.ZS,13.03363771kwh
Row739,2015,Ireland,IRL,oil,EG.ELC.PETR.ZS,1.448450123kwh
Row741,2005,Ireland,IRL,renewable,EG.ELC.RNWX.ZS,4.846640131kwh
Row741,2015,Ireland,IRL,renewable,EG.ELC.RNWX.ZS,25.09341969kwh
Row749,2005,Israel,ISR,coal,EG.ELC.COAL.ZS,74.40228797kwh
Row749,2015,Israel,ISR,coal,EG.ELC.COAL.ZS,45.40373058kwh
Row750,2005,Israel,ISR,hydroelectric,EG.ELC.HYRO.ZS,0.057610798kwh
Row750,2015,Israel,ISR,hydroelectric,EG.ELC.HYRO.ZS,0.037368044kwh
Row751,2005,Israel,ISR,natural gas,EG.ELC.NGAS.ZS,11.57771285kwh
Row751,2015,Israel,ISR,natural gas,EG.ELC.NGAS.ZS,51.6130539kwh
Row753,2005,Israel,ISR,oil,EG.ELC.PETR.ZS,13.69079462kwh
Row753,2015,Israel,ISR,oil,EG.ELC.PETR.ZS,0.65238377kwh
Row755,2005,Israel,ISR,renewable,EG.ELC.RNWX.ZS,0.022632814kwh
Row755,2015,Israel,ISR,renewable,EG.ELC.RNWX.ZS,1.852832186kwh
Row757,2005,Jamaica,JAM,hydroelectric,EG.ELC.HYRO.ZS,2.047965508kwh
Row757,2015,Jamaica,JAM,hydroelectric,EG.ELC.HYRO.ZS,3.129548763kwh
Row760,2005,Jamaica,JAM,oil,EG.ELC.PETR.ZS,96.3082727kwh
Row760,2015,Jamaica,JAM,oil,EG.ELC.PETR.ZS,89.73799127kwh
Row762,2005,Jamaica,JAM,renewable,EG.ELC.RNWX.ZS,1.643761789kwh
Row762,2015,Jamaica,JAM,renewable,EG.ELC.RNWX.ZS,7.132459971kwh
Row764,2005,Jordan,JOR,hydroelectric,EG.ELC.HYRO.ZS,0.590428838kwh
Row764,2015,Jordan,JOR,hydroelectric,EG.ELC.HYRO.ZS,0.27874198kwh
Row765,2005,Jordan,JOR,natural gas,EG.ELC.NGAS.ZS,54.87880671kwh
Row765,2015,Jordan,JOR,natural gas,EG.ELC.NGAS.ZS,48.44325234kwh
Row767,2005,Jordan,JOR,oil,EG.ELC.PETR.ZS,44.44789724kwh
Row767,2015,Jordan,JOR,oil,EG.ELC.PETR.ZS,50.58903965kwh
Row769,2005,Jordan,JOR,renewable,EG.ELC.RNWX.ZS,0.082867205kwh
Row769,2015,Jordan,JOR,renewable,EG.ELC.RNWX.ZS,0.688966025kwh
Row770,2005,Kazakhstan,KAZ,coal,EG.ELC.COAL.ZS,73.85293381kwh
Row770,2015,Kazakhstan,KAZ,coal,EG.ELC.COAL.ZS,71.56892212kwh
Row771,2005,Kazakhstan,KAZ,hydroelectric,EG.ELC.HYRO.ZS,11.57899391kwh
Row771,2015,Kazakhstan,KAZ,hydroelectric,EG.ELC.HYRO.ZS,8.705902243kwh
Row772,2005,Kazakhstan,KAZ,natural gas,EG.ELC.NGAS.ZS,10.69022949kwh
Row772,2015,Kazakhstan,KAZ,natural gas,EG.ELC.NGAS.ZS,18.39332006kwh
Row774,2005,Kazakhstan,KAZ,oil,EG.ELC.PETR.ZS,3.62580512kwh
Row774,2015,Kazakhstan,KAZ,oil,EG.ELC.PETR.ZS,1.163729947kwh
Row776,2015,Kazakhstan,KAZ,renewable,EG.ELC.RNWX.ZS,0.168125634kwh
Row778,2005,Kenya,KEN,hydroelectric,EG.ELC.HYRO.ZS,52.12747631kwh
Row778,2015,Kenya,KEN,hydroelectric,EG.ELC.HYRO.ZS,39.23945705kwh
Row781,2005,Kenya,KEN,oil,EG.ELC.PETR.ZS,28.33763997kwh
Row781,2015,Kenya,KEN,oil,EG.ELC.PETR.ZS,12.48575277kwh
Row783,2005,Kenya,KEN,renewable,EG.ELC.RNWX.ZS,19.53488372kwh
Row783,2015,Kenya,KEN,renewable,EG.ELC.RNWX.ZS,48.27479018kwh
Row791,2005,"Korea, Dem. Peopleâ€™s Rep.",PRK,coal,EG.ELC.COAL.ZS,39.04067737kwh
Row791,2015,"Korea, Dem. Peopleâ€™s Rep.",PRK,coal,EG.ELC.COAL.ZS,21.28557909kwh
Row792,2005,"Korea, Dem. Peopleâ€™s Rep.",PRK,hydroelectric,EG.ELC.HYRO.ZS,57.31494413kwh
Row792,2015,"Korea, Dem. Peopleâ€™s Rep.",PRK,hydroelectric,EG.ELC.HYRO.ZS,72.79609813kwh
Row795,2005,"Korea, Dem. Peopleâ€™s Rep.",PRK,oil,EG.ELC.PETR.ZS,3.644378492kwh
Row795,2015,"Korea, Dem. Peopleâ€™s Rep.",PRK,oil,EG.ELC.PETR.ZS,5.918322778kwh
Row798,2005,Kosovo,XKX,coal,EG.ELC.COAL.ZS,96.88200987kwh
Row798,2015,Kosovo,XKX,coal,EG.ELC.COAL.ZS,97.46690636kwh
Row799,2005,Kosovo,XKX,hydroelectric,EG.ELC.HYRO.ZS,2.512337371kwh
Row799,2015,Kosovo,XKX,hydroelectric,EG.ELC.HYRO.ZS,2.287955548kwh
Row802,2005,Kosovo,XKX,oil,EG.ELC.PETR.ZS,0.605652759kwh
